company,codedsupplier,Date,Directorate Description,Directorate Area,System Reference,Expenditure Description,Type of Expenditure,Line Number,Line Amount
CU,DP11080587,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305798,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"2,455.08"
CU,DP8325939,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305723,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"2,475.20"
CU,DP7705371,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305707,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"2,494.00"
CU,DP8186943,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305720,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"2,497.44"
CU,DP6980907,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305688,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"2,499.88"
CU,DP1468803,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305571,DIRECT PAYMENTS TO SERVICE USE,Revenue,3,"2,509.68"
CU,DP11944047,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305831,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"2,537.68"
CU,DP11337519,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305806,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"2,573.04"
CU,DP325947,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305531,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"2,601.28"
CU,DP9418251,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305751,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"2,638.40"
CU,DP8203791,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305721,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"2,678.00"
CU,DP10792767,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305785,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"2,697.68"
CU,DP12838395,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305907,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"2,706.28"
CU,DP3093231,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305607,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"2,807.00"
CU,DP1110783,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305560,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"2,809.60"
CU,DP8605335,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305731,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"2,819.04"
CU,DP12933867,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305930,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"2,918.36"
CU,DP154659,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305528,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"2,958.60"
CU,DP713451,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305551,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"2,966.60"
CU,DP11507403,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305817,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"3,058.40"
CU,DP12078831,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305835,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"3,080.00"
CU,DP428439,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305537,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"3,080.00"
CU,DP11555139,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305818,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"3,117.68"
CU,DP7463883,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305700,INDIVIDUAL SERVICE FUNDS,Revenue,1,"3,131.96"
CU,DP8765391,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305738,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"3,240.00"
CU,DP519699,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305544,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"3,258.36"
CU,DP12735903,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305886,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"3,279.24"
CU,DP8758371,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305736,DIRECT PAYMENTS TO SERVICE USE,Revenue,2,"3,315.00"
CU,DP149043,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305527,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"3,331.52"
CU,DP10645347,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305782,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"3,334.96"
CU,DP1468803,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305571,DIRECT PAYMENTS TO SERVICE USE,Revenue,2,"3,346.24"
CU,DP509871,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305543,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"3,474.16"
CU,DP8688171,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305734,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"3,478.88"
CU,DP12855,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305523,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"3,499.92"
CU,DP5284875,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305648,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"3,555.32"
CU,DP815943,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305555,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"3,633.84"
CU,DP735915,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305552,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"3,668.00"
CU,DP8132187,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305718,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"3,985.52"
CU,DP11487747,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305814,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"4,023.52"
CU,DP415803,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305536,INDIVIDUAL SERVICE FUNDS,Revenue,1,"4,306.20"
CU,DP8758371,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305736,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"4,420.00"
CU,DP8352615,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305724,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"4,437.84"
CU,DP12147627,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305840,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"4,489.52"
CU,DP5126223,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305641,INDIVIDUAL SERVICE FUNDS,Revenue,1,"4,558.96"
CU,DP4490211,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305624,INDIVIDUAL SERVICE FUNDS,Revenue,1,"4,669.16"
CU,DP2935983,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305602,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"4,840.60"
CU,DP13039167,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305958,INDIVIDUAL SERVICE FUNDS,Revenue,1,"4,886.12"
CU,DP1074279,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305559,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"5,049.16"
CU,DP5241351,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305646,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"5,116.36"
CU,DP361047,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305532,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"5,123.76"
CU,DP7559355,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305705,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"5,282.12"
CU,DP12351207,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305854,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"5,623.36"
CU,DP6850335,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305682,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"5,898.64"
CU,DP1220295,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305564,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"6,101.48"
CU,DP9325587,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305748,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"6,279.68"
CU,DP12282411,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305847,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"7,366.00"
CU,DP692391,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305550,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"7,757.12"
CU,DP9519339,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305754,INDIVIDUAL SERVICE FUNDS,Revenue,1,"8,713.84"
CU,DP495831,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305541,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"8,990.00"
CU,DP9353667,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305749,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"9,602.40"
CU,DP2007939,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305578,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"10,845.60"
CU,DP6382803,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305671,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"12,402.16"
CU,DP6735207,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305678,INDIVIDUAL SERVICE FUNDS,Revenue,1,"15,615.60"
CU,DP12961947,17/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,308729,DIRECT PAYMENTS TO SERVICE USE,Revenue,2,200.68
CU,DP12961947,17/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,308729,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,249.16
CU,DP8756967,17/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,308577,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,250.76
CU,DP12108315,17/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,308670,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,251
CU,DP7041279,17/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,308552,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,251.76
CU,DP8775219,17/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,308578,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,251.76
CU,DP12835587,17/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,308709,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,252.88
CU,DP12898767,17/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,308717,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,252.88
CU,DP12832779,17/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,308708,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,261.28
CU,DP9804351,17/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,308591,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,262.96
CU,DP12188343,17/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,308675,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,273.4
CU,DP11809263,17/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,308653,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,291
CU,DP12400347,17/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,308685,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,295.44
CU,DP10148331,17/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,308604,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,297.6
CU,DP11289783,17/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,308634,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,297.6
CU,DP12028287,17/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,308664,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,297.6
CU,DP12514071,17/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,308690,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,297.6
CU,DP12849627,17/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,308712,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,297.6
CU,DP12860859,17/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,308713,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,297.6
CU,DP12945099,17/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,308726,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,297.6
CU,DP8912811,17/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,308582,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,301.88
CU,DP5675187,17/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,308544,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,304.28
CU,DP9993891,17/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,308597,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,305.08
CU,DP10217127,17/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,308607,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,317.6
CU,DP10222743,17/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,308608,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,317.6
CU,DP10851735,17/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,308619,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,320
CU,DP11511615,17/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,308641,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,321.84
CU,DP11838747,17/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,308656,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,321.84
CU,DP12771003,17/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,308699,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,322.6
CU,DP5491263,17/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,308541,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,322.6
CU,DP10308387,17/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,308609,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,323.72
CU,DP10958439,17/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,308620,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,323.72
CU,DP11977743,17/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,308658,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,323.72
CU,DP12905787,17/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,308718,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,326.84
CU,DP8331555,17/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,308565,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,328.64
CU,DP8003019,17/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,308561,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,336
CU,DP8938083,17/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,308583,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,346.32
CU,DP4771011,17/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,308536,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,349.84
CU,DP9971427,17/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,308596,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,349.84
CU,DP10054263,17/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,308602,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,358.2
CU,DP12796275,17/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,308703,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,359.16
CU,DP4689579,17/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,308535,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,359.16
CU,DP8581467,17/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,308571,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,371.08
CU,DP12921231,17/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,308722,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,375.92
CU,DP7126923,17/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,308554,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,375.92
CU,DP11021619,17/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,308626,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,377.76
CU,DP11493363,17/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,308640,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,385.84
CU,DP10423515,17/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,308612,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,387.96
CU,DP11489151,17/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,308638,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,394.56
CU,DP11762931,17/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,308652,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,394.56
CU,DP11819091,17/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,308655,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,394.56
CU,DP12398943,17/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,308684,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,394.56
CU,DP8902983,17/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,308581,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,400.92
CU,DP6927555,17/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,308549,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,405.24
CU,DP8208003,17/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,308564,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,411.6
CU,DP11007579,17/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,308625,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,414.56
CU,DP8657283,17/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,308574,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,419.56
CU,DP9696243,17/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,308589,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,423.4
CU,DP13016703,17/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,308738,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,439.32
CU,DP8669919,17/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,308575,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,443.04
CU,DP12706419,17/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,308696,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,446.76
CU,DP12804699,17/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,308704,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,446.76
CU,DP11670267,17/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,308645,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,451.52
CU,DP11673075,17/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,308646,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,451.52
CU,DP10587783,17/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,308617,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,468.04
CU,DP12116739,17/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,308671,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,485.88
CU,DP13102347,17/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,308756,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,494.26
CU,DP5673783,17/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,308543,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,504.4
CU,DP4052163,17/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,308533,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,505.92
CU,DP5088315,17/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,308538,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,523.84
CU,DP11754507,17/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,308649,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,532.96
CU,DP12643239,17/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,308695,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,536.28
CU,DP7213971,17/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,308555,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,538.44
CU,DP10038819,17/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,308601,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,553.8
CU,DP9005475,17/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,308585,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,572.04
CU,DP5840859,17/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,308546,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,576.48
CU,DP12092871,17/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,308667,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,588.48
CU,DP12557595,17/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,308692,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,588.48
CU,DP12848223,17/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,308711,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,588.48
CU,DP12943695,17/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,308725,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,588.48
CU,DP13093923,17/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,308752,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,589.69
CU,DP10486695,17/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,308613,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,594
CU,DP7805055,17/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,308558,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,608.48
CU,DP9432291,17/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,308587,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,614.56
CU,DP8639031,17/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,308572,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,618.84
CU,DP8640435,17/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,308573,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,635.08
CU,DP12959139,17/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,308728,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,659.52
CU,DP10210107,17/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,308606,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,660.68
CU,DP9913863,17/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,308594,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,671.56
CU,DP13099539,17/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,308754,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,674.4
CU,DP8102703,17/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,308563,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,678.44
CU,DP13091115,17/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,308751,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,683.19
CU,DP12630603,17/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,308694,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,685.4
CU,DP12556191,17/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,308691,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,699.28
CU,DP5793123,17/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,308545,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,757.56
CU,DP13098135,17/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,308753,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,773.19
