Company,coded supplier,Supplier Name,Date,System Reference,Directorate Description,Directorate Area,Transaction Reference,Expenditure Description,Type of Expenditure,Line Number,Line Amount
CU,TS28323111,THOMAS GRAHAM & SONS LTD,24/05/2024,339403,"PLACE, SUST GROWTH & TRANSPORT",NEIGHBOURHOODS                ,CA1584409,SPECIALIST EQUIPT,Revenue,1,25.88
CU,TS28323111,THOMAS GRAHAM & SONS LTD,24/05/2024,339403,"PLACE, SUST GROWTH & TRANSPORT",NEIGHBOURHOODS                ,CA1584409,SPECIALIST EQUIPT,Revenue,2,69.00
CU,TS28323111,THOMAS GRAHAM & SONS LTD,24/05/2024,339403,"PLACE, SUST GROWTH & TRANSPORT",NEIGHBOURHOODS                ,CA1584409,SPECIALIST EQUIPT,Revenue,3,186.75
CU,TS28323111,THOMAS GRAHAM & SONS LTD,24/05/2024,339421,ADULT SOCIAL CARE & HOUSING,SERVICE PROVISION             ,CA1584425,OTHR CLOTHING AND UNIFORM,Revenue,1,57.63
CU,TS28323111,THOMAS GRAHAM & SONS LTD,24/05/2024,339421,ADULT SOCIAL CARE & HOUSING,SERVICE PROVISION             ,CA1584425,OTHR CLOTHING AND UNIFORM,Revenue,2,38.42
CU,TS28323111,THOMAS GRAHAM & SONS LTD,24/05/2024,339421,ADULT SOCIAL CARE & HOUSING,SERVICE PROVISION             ,CA1584425,OTHR CLOTHING AND UNIFORM,Revenue,3,76.84
CU,TS28323111,THOMAS GRAHAM & SONS LTD,24/05/2024,339421,ADULT SOCIAL CARE & HOUSING,SERVICE PROVISION             ,CA1584425,OTHR CLOTHING AND UNIFORM,Revenue,4,57.63
CU,TS28323111,THOMAS GRAHAM & SONS LTD,24/05/2024,339421,ADULT SOCIAL CARE & HOUSING,SERVICE PROVISION             ,CA1584425,OTHR CLOTHING AND UNIFORM,Revenue,5,38.42
CU,TS28323111,THOMAS GRAHAM & SONS LTD,24/05/2024,339421,ADULT SOCIAL CARE & HOUSING,SERVICE PROVISION             ,CA1584425,OTHR CLOTHING AND UNIFORM,Revenue,6,7.99
CU,TS28323111,THOMAS GRAHAM & SONS LTD,24/05/2024,339424,ADULT SOCIAL CARE & HOUSING,QUALITY & RESOURCES - ADULT   ,CA1588372,STFF PROTECTIVE CLOTH/UNIFRM,Revenue,1,32.52
CU,TS28323111,THOMAS GRAHAM & SONS LTD,24/05/2024,339424,ADULT SOCIAL CARE & HOUSING,QUALITY & RESOURCES - ADULT   ,CA1588372,STFF PROTECTIVE CLOTH/UNIFRM,Revenue,2,10.84
CU,TS28323111,THOMAS GRAHAM & SONS LTD,24/05/2024,339424,ADULT SOCIAL CARE & HOUSING,QUALITY & RESOURCES - ADULT   ,CA1588372,STFF PROTECTIVE CLOTH/UNIFRM,Revenue,3,21.68
CU,TS28323111,THOMAS GRAHAM & SONS LTD,24/05/2024,339424,ADULT SOCIAL CARE & HOUSING,QUALITY & RESOURCES - ADULT   ,CA1588372,STFF PROTECTIVE CLOTH/UNIFRM,Revenue,4,21.68
CU,TS28323111,THOMAS GRAHAM & SONS LTD,24/05/2024,339424,ADULT SOCIAL CARE & HOUSING,QUALITY & RESOURCES - ADULT   ,CA1588372,STFF PROTECTIVE CLOTH/UNIFRM,Revenue,5,10.84
CU,TS28323111,THOMAS GRAHAM & SONS LTD,24/05/2024,339424,ADULT SOCIAL CARE & HOUSING,QUALITY & RESOURCES - ADULT   ,CA1588372,STFF PROTECTIVE CLOTH/UNIFRM,Revenue,6,21.68
CU,TS28323111,THOMAS GRAHAM & SONS LTD,24/05/2024,339424,ADULT SOCIAL CARE & HOUSING,QUALITY & RESOURCES - ADULT   ,CA1588372,STFF PROTECTIVE CLOTH/UNIFRM,Revenue,7,10.84
CU,TS28323111,THOMAS GRAHAM & SONS LTD,24/05/2024,339424,ADULT SOCIAL CARE & HOUSING,QUALITY & RESOURCES - ADULT   ,CA1588372,STFF PROTECTIVE CLOTH/UNIFRM,Revenue,8,8.45
CU,TS28323111,THOMAS GRAHAM & SONS LTD,24/05/2024,339424,ADULT SOCIAL CARE & HOUSING,QUALITY & RESOURCES - ADULT   ,CA1588372,STFF PROTECTIVE CLOTH/UNIFRM,Revenue,9,8.45
CU,TS28323111,THOMAS GRAHAM & SONS LTD,24/05/2024,339424,ADULT SOCIAL CARE & HOUSING,QUALITY & RESOURCES - ADULT   ,CA1588372,STFF PROTECTIVE CLOTH/UNIFRM,Revenue,10,25.35
CU,TS28323111,THOMAS GRAHAM & SONS LTD,24/05/2024,339424,ADULT SOCIAL CARE & HOUSING,QUALITY & RESOURCES - ADULT   ,CA1588372,STFF PROTECTIVE CLOTH/UNIFRM,Revenue,11,15.98
CU,TS28323111,THOMAS GRAHAM & SONS LTD,24/05/2024,339424,ADULT SOCIAL CARE & HOUSING,QUALITY & RESOURCES - ADULT   ,CA1588372,STFF PROTECTIVE CLOTH/UNIFRM,Revenue,12,31.96
CU,TS28323111,THOMAS GRAHAM & SONS LTD,24/05/2024,339424,ADULT SOCIAL CARE & HOUSING,QUALITY & RESOURCES - ADULT   ,CA1588372,STFF PROTECTIVE CLOTH/UNIFRM,Revenue,13,15.98
CU,TS28323111,THOMAS GRAHAM & SONS LTD,24/05/2024,339424,ADULT SOCIAL CARE & HOUSING,QUALITY & RESOURCES - ADULT   ,CA1588372,STFF PROTECTIVE CLOTH/UNIFRM,Revenue,14,31.96
CU,TS28323111,THOMAS GRAHAM & SONS LTD,24/05/2024,339424,ADULT SOCIAL CARE & HOUSING,QUALITY & RESOURCES - ADULT   ,CA1588372,STFF PROTECTIVE CLOTH/UNIFRM,Revenue,15,15.98
CU,TS28323111,THOMAS GRAHAM & SONS LTD,24/05/2024,339424,ADULT SOCIAL CARE & HOUSING,QUALITY & RESOURCES - ADULT   ,CA1588372,STFF PROTECTIVE CLOTH/UNIFRM,Revenue,16,23.97
CU,TS28323111,THOMAS GRAHAM & SONS LTD,24/05/2024,339439,ADULT SOCIAL CARE & HOUSING,SERVICE PROVISION             ,CA1590073,HEALTH & SAFETY,Revenue,1,"1,040.00"
CU,TS28323111,THOMAS GRAHAM & SONS LTD,24/05/2024,339441,ADULT SOCIAL CARE & HOUSING,SERVICE PROVISION             ,CA1590081,HEALTH & SAFETY,Revenue,1,260.00
CU,TS28323111,THOMAS GRAHAM & SONS LTD,24/05/2024,339447,CENTRAL CONTROL/BANK,OTHER CONTROL & SUSPENSE      ,CA1598966,IM - HIGHWAYS STORES,Capital,1,148.40
CU,TS28323111,THOMAS GRAHAM & SONS LTD,24/05/2024,339447,CENTRAL CONTROL/BANK,OTHER CONTROL & SUSPENSE      ,CA1598966,IM - HIGHWAYS STORES,Capital,2,114.40
CU,TS28323111,THOMAS GRAHAM & SONS LTD,24/05/2024,339447,CENTRAL CONTROL/BANK,OTHER CONTROL & SUSPENSE      ,CA1598966,IM - HIGHWAYS STORES,Capital,3,204.80
CU,TS28323111,THOMAS GRAHAM & SONS LTD,24/05/2024,339447,CENTRAL CONTROL/BANK,OTHER CONTROL & SUSPENSE      ,CA1598966,IM - HIGHWAYS STORES,Capital,4,126.40
CU,TS28323111,THOMAS GRAHAM & SONS LTD,24/05/2024,339447,CENTRAL CONTROL/BANK,OTHER CONTROL & SUSPENSE      ,CA1598966,IM - HIGHWAYS STORES,Capital,5,45.10
CU,TS28323111,THOMAS GRAHAM & SONS LTD,24/05/2024,339454,"PLACE, SUST GROWTH & TRANSPORT",NEIGHBOURHOODS                ,CA1598974,OTHR CLOTHING AND UNIFORM,Revenue,1,57.66
CU,TS28323111,THOMAS GRAHAM & SONS LTD,24/05/2024,339454,"PLACE, SUST GROWTH & TRANSPORT",NEIGHBOURHOODS                ,CA1598974,OTHR CLOTHING AND UNIFORM,Revenue,2,76.88
CU,TS28323111,THOMAS GRAHAM & SONS LTD,24/05/2024,339454,"PLACE, SUST GROWTH & TRANSPORT",NEIGHBOURHOODS                ,CA1598974,OTHR CLOTHING AND UNIFORM,Revenue,3,38.44
CU,TS28323111,THOMAS GRAHAM & SONS LTD,24/05/2024,339454,"PLACE, SUST GROWTH & TRANSPORT",NEIGHBOURHOODS                ,CA1598974,OTHR CLOTHING AND UNIFORM,Revenue,4,38.44
CU,TS28323111,THOMAS GRAHAM & SONS LTD,24/05/2024,339454,"PLACE, SUST GROWTH & TRANSPORT",NEIGHBOURHOODS                ,CA1598974,OTHR CLOTHING AND UNIFORM,Revenue,5,38.44
CU,TS28323111,THOMAS GRAHAM & SONS LTD,24/05/2024,339454,"PLACE, SUST GROWTH & TRANSPORT",NEIGHBOURHOODS                ,CA1598974,OTHR CLOTHING AND UNIFORM,Revenue,6,38.44
CU,TS28323111,THOMAS GRAHAM & SONS LTD,24/05/2024,339454,"PLACE, SUST GROWTH & TRANSPORT",NEIGHBOURHOODS                ,CA1598974,OTHR CLOTHING AND UNIFORM,Revenue,7,76.88
CU,TS28323111,THOMAS GRAHAM & SONS LTD,24/05/2024,339454,"PLACE, SUST GROWTH & TRANSPORT",NEIGHBOURHOODS                ,CA1598974,OTHR CLOTHING AND UNIFORM,Revenue,8,38.44
CU,TS28323111,THOMAS GRAHAM & SONS LTD,24/05/2024,339475,CENTRAL CONTROL/BANK,OTHER CONTROL & SUSPENSE      ,CA1584406,IM - HIGHWAYS STORES,Capital,1,18.40
CU,TS28323111,THOMAS GRAHAM & SONS LTD,24/05/2024,339475,CENTRAL CONTROL/BANK,OTHER CONTROL & SUSPENSE      ,CA1584406,IM - HIGHWAYS STORES,Capital,2,203.82
CU,TS28323111,THOMAS GRAHAM & SONS LTD,24/05/2024,339475,CENTRAL CONTROL/BANK,OTHER CONTROL & SUSPENSE      ,CA1584406,IM - HIGHWAYS STORES,Capital,3,92.40
CU,TS28323111,THOMAS GRAHAM & SONS LTD,24/05/2024,339475,CENTRAL CONTROL/BANK,OTHER CONTROL & SUSPENSE      ,CA1584406,IM - HIGHWAYS STORES,Capital,4,15.20
CU,TS28323111,THOMAS GRAHAM & SONS LTD,24/05/2024,339475,CENTRAL CONTROL/BANK,OTHER CONTROL & SUSPENSE      ,CA1584406,IM - HIGHWAYS STORES,Capital,5,9.85
CU,TS28323111,THOMAS GRAHAM & SONS LTD,28/05/2024,340640,CENTRAL CONTROL/BANK,OTHER CONTROL & SUSPENSE      ,CA1623902,IM - HIGHWAYS STORES,Capital,1,384.40
CU,TS28323111,THOMAS GRAHAM & SONS LTD,28/05/2024,340640,CENTRAL CONTROL/BANK,OTHER CONTROL & SUSPENSE      ,CA1623902,IM - HIGHWAYS STORES,Capital,2,384.40
CU,TS28323111,THOMAS GRAHAM & SONS LTD,28/05/2024,340640,CENTRAL CONTROL/BANK,OTHER CONTROL & SUSPENSE      ,CA1623902,IM - HIGHWAYS STORES,Capital,3,384.40
CU,TS28785027,ENVIRONMENT AGENCY,15/05/2024,332412,"PLACE, SUST GROWTH & TRANSPORT",CLIMATE & WASTE               ,156691NT,CLOSED LANDFILL SITES CCS,Revenue,1,"11,318.00"
CU,TS28785027,ENVIRONMENT AGENCY,22/05/2024,337986,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,152551NT,METERED WATER/ WATER RATES,Revenue,1,890.00
CU,TS29044767,CELELD ROCKS,16/05/2024,333518,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,1190,EDUC VISITS,Revenue,1,290.00
CU,TS29173935,WALLACE OILS - CARRS BILLINGTON,20/05/2024,334484,"PLACE, SUST GROWTH & TRANSPORT",NEIGHBOURHOODS                ,271346,VEHICLE MAINTENANCE & REPS,Revenue,1,210.90
CU,TS29173935,WALLACE OILS - CARRS BILLINGTON,20/05/2024,334484,"PLACE, SUST GROWTH & TRANSPORT",NEIGHBOURHOODS                ,271346,VEHICLE MAINTENANCE & REPS,Revenue,2,10.56
CU,TS29173935,WALLACE OILS - CARRS BILLINGTON,20/05/2024,334484,"PLACE, SUST GROWTH & TRANSPORT",NEIGHBOURHOODS                ,271346,VEHICLE MAINTENANCE & REPS,Revenue,3,10.56
CU,TS29173935,WALLACE OILS - CARRS BILLINGTON,20/05/2024,334484,"PLACE, SUST GROWTH & TRANSPORT",NEIGHBOURHOODS                ,271346,VEHICLE MAINTENANCE & REPS,Revenue,4,10.56
CU,TS29173935,WALLACE OILS - CARRS BILLINGTON,20/05/2024,334484,"PLACE, SUST GROWTH & TRANSPORT",NEIGHBOURHOODS                ,271346,VEHICLE MAINTENANCE & REPS,Revenue,5,10.56
CU,TS29341011,ALPHABET GB LTD,07/05/2024,323007,RESOURCES  ,CHIEF LEGAL OFFICER           ,80330619,CAR LEASING CHARGES,Revenue,1,"9,148.33"
CU,TS30490887,CYCLEWISE WHINLATTER LTD,15/05/2024,332115,PUBLIC HEALTH & COMMUNITIES,PUBLIC HEALTH AND PROTECTION  ,INV-6307,BUSINESS & PROFESSIONAL SERV,Revenue,1,"1,232.00"
CU,TS30490887,CYCLEWISE WHINLATTER LTD,15/05/2024,332115,PUBLIC HEALTH & COMMUNITIES,PUBLIC HEALTH AND PROTECTION  ,INV-6307,BUSINESS & PROFESSIONAL SERV,Revenue,2,"18,950.00"
CU,TS30490887,CYCLEWISE WHINLATTER LTD,15/05/2024,332115,PUBLIC HEALTH & COMMUNITIES,PUBLIC HEALTH AND PROTECTION  ,INV-6307,BUSINESS & PROFESSIONAL SERV,Revenue,3,"1,200.00"
CU,TS30841887,MIREHOUSE PHARMACY,15/05/2024,330594,PUBLIC HEALTH & COMMUNITIES,PUBLIC HEALTH AND PROTECTION  ,FXL49APR2024,JOINT-USER AGREEMENT PAYMENTS,Revenue,1,60.00
CU,TS30841887,MIREHOUSE PHARMACY,15/05/2024,330594,PUBLIC HEALTH & COMMUNITIES,PUBLIC HEALTH AND PROTECTION  ,FXL49APR2024,JOINT-USER AGREEMENT PAYMENTS,Revenue,2,324.86
CU,TS30841887,MIREHOUSE PHARMACY,15/05/2024,330594,PUBLIC HEALTH & COMMUNITIES,PUBLIC HEALTH AND PROTECTION  ,FXL49APR2024,JOINT-USER AGREEMENT PAYMENTS,Revenue,3,60.00
CU,TS30841887,MIREHOUSE PHARMACY,15/05/2024,330594,PUBLIC HEALTH & COMMUNITIES,PUBLIC HEALTH AND PROTECTION  ,FXL49APR2024,JOINT-USER AGREEMENT PAYMENTS,Revenue,4,10.00
CU,TS30841887,MIREHOUSE PHARMACY,15/05/2024,330594,PUBLIC HEALTH & COMMUNITIES,PUBLIC HEALTH AND PROTECTION  ,FXL49APR2024,JOINT-USER AGREEMENT PAYMENTS,Revenue,5,64.44
CU,TS30841887,MIREHOUSE PHARMACY,15/05/2024,330594,PUBLIC HEALTH & COMMUNITIES,PUBLIC HEALTH AND PROTECTION  ,FXL49APR2024,JOINT-USER AGREEMENT PAYMENTS,Revenue,6,10.00
CU,TS30841887,MIREHOUSE PHARMACY,15/05/2024,330594,PUBLIC HEALTH & COMMUNITIES,PUBLIC HEALTH AND PROTECTION  ,FXL49APR2024,JOINT-USER AGREEMENT PAYMENTS,Revenue,7,30.00
CU,TS30841887,MIREHOUSE PHARMACY,15/05/2024,330594,PUBLIC HEALTH & COMMUNITIES,PUBLIC HEALTH AND PROTECTION  ,FXL49APR2024,JOINT-USER AGREEMENT PAYMENTS,Revenue,8,178.30
CU,TS30841887,MIREHOUSE PHARMACY,15/05/2024,330594,PUBLIC HEALTH & COMMUNITIES,PUBLIC HEALTH AND PROTECTION  ,FXL49APR2024,JOINT-USER AGREEMENT PAYMENTS,Revenue,9,5.00
CU,TS30841887,MIREHOUSE PHARMACY,15/05/2024,330594,PUBLIC HEALTH & COMMUNITIES,PUBLIC HEALTH AND PROTECTION  ,FXL49APR2024,JOINT-USER AGREEMENT PAYMENTS,Revenue,10,5.00
CU,TS30841887,MIREHOUSE PHARMACY,15/05/2024,330594,PUBLIC HEALTH & COMMUNITIES,PUBLIC HEALTH AND PROTECTION  ,FXL49APR2024,JOINT-USER AGREEMENT PAYMENTS,Revenue,11,24.45
CU,TS30841887,MIREHOUSE PHARMACY,15/05/2024,330594,PUBLIC HEALTH & COMMUNITIES,PUBLIC HEALTH AND PROTECTION  ,FXL49APR2024,JOINT-USER AGREEMENT PAYMENTS,Revenue,12,181.90
CU,TS30907875,GREENWICH LEISURE LTD,02/05/2024,321535,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,SI 279524,EDUC- SWIMMING,Revenue,1,"1,160.00"
CU,TS30907875,GREENWICH LEISURE LTD,03/05/2024,322566,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,SI-278101,EDUC- SWIMMING,Revenue,1,750.00
CU,TS30907875,GREENWICH LEISURE LTD,14/05/2024,329302,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,SI-278124,EDUC- SWIMMING,Revenue,1,"1,856.00"
CU,TS30907875,GREENWICH LEISURE LTD,16/05/2024,333644,PUBLIC HEALTH & COMMUNITIES,PUBLIC HEALTH AND PROTECTION  ,SI-281604,BUSINESS & PROFESSIONAL SERV,Revenue,1,320.00
CU,TS30907875,GREENWICH LEISURE LTD,20/05/2024,334613,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,SI-281776,EDUC- SWIMMING,Revenue,1,900.00
CU,TS30907875,GREENWICH LEISURE LTD,24/05/2024,339514,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,SI281802,MISC SUPPLIES & SRVCS,Revenue,1,825.00
CU,TS31124091,METRO ROD LTD,16/05/2024,333503,RESOURCES  ,ASSETS & FLEET                ,0000849069,CONTRACTUAL PAYMENTS (MAIN),Revenue,1,"1,220.00"
CU,TS31157787,EDEN MEDICAL SERVICES LTD,13/05/2024,327324,PUBLIC HEALTH & COMMUNITIES,PUBLIC HEALTH AND PROTECTION  ,H CHECK Q4-23/24,JOINT-USER AGREEMENT PAYMENTS,Revenue,1,"5,962.00"
CU,TS31157787,EDEN MEDICAL SERVICES LTD,13/05/2024,327325,PUBLIC HEALTH & COMMUNITIES,PUBLIC HEALTH AND PROTECTION  ,IUCD Q4-23/24,JOINT-USER AGREEMENT PAYMENTS,Revenue,1,401.25
CU,TS31448415,ARVAL BNP PARIBAS GROUP,02/05/2024,321439,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,RI0011888054,HIRED TRANSPORT EDUC VISITS,Revenue,1,299.95
CU,TS31532655,WATERMAN ENVIRONMENTAL SERVICES LTD,07/05/2024,323158,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,24184,HEALTH & SAFETY,Revenue,1,430.07
CU,TS31856979,TECALEMIT GARAGE EQUIPMENT CO LTD,15/05/2024,332436,RESOURCES  ,ASSETS & FLEET                ,0000203977,VEHICLE MAINTENANCE & REPS,Revenue,1,525.57
CU,TS31907523,CARLISLE & DISTRICT CREDIT UNION LTD,15/05/2024,330526,CENTRAL CONTROL/BANK,PAYROLL & DEDUCTIONS CONTROLS ,712C APR24 T,CREDITORS PAYROLL DEDNS,Capital,1,"2,085.00"
CU,TS31987551,COMMON PURPOSE UK,25/04/2024,316274,BUSINESS TRANS & CHANGE,HR & OD                       ,15859,L&D-CPD,Revenue,1,"10,000.00"
CU,TS32134971,BERNADETTE JONES,29/05/2024,341342,CHILDREN AND FAMILY WELLBEING,"SEND, EDUCATION & INCLUSION   ",3&4 YR 2ND SUM24,GRANT PAYMENTS,Revenue,1,"3,192.06"
CU,TS32146203,JACQUELINE SUMMERS,29/05/2024,341343,CHILDREN AND FAMILY WELLBEING,"SEND, EDUCATION & INCLUSION   ",3&4 YR 2ND SUM24,GRANT PAYMENTS,Revenue,1,518.47
CU,TS32323107,CARLISLE HEALTHCARE,13/05/2024,327326,PUBLIC HEALTH & COMMUNITIES,PUBLIC HEALTH AND PROTECTION  ,H CHECK Q4-23/24,JOINT-USER AGREEMENT PAYMENTS,Revenue,1,"7,524.00"
CU,TS32323107,CARLISLE HEALTHCARE,13/05/2024,327327,PUBLIC HEALTH & COMMUNITIES,PUBLIC HEALTH AND PROTECTION  ,IUCD Q4-23/24,JOINT-USER AGREEMENT PAYMENTS,Revenue,1,"3,210.00"
CU,TS32323107,CARLISLE HEALTHCARE,13/05/2024,327328,PUBLIC HEALTH & COMMUNITIES,PUBLIC HEALTH AND PROTECTION  ,IMPLANT Q4-23/24,JOINT-USER AGREEMENT PAYMENTS,Revenue,1,"1,275.08"
CU,TS32323107,CARLISLE HEALTHCARE,13/05/2024,327330,PUBLIC HEALTH & COMMUNITIES,PUBLIC HEALTH AND PROTECTION  ,STI TIER 2 Q4-23,JOINT-USER AGREEMENT PAYMENTS,Revenue,1,822.00
CU,TS32323107,CARLISLE HEALTHCARE,14/05/2024,329077,PUBLIC HEALTH & COMMUNITIES,PUBLIC HEALTH AND PROTECTION  ,APR2024 IMPLANT,JOINT-USER AGREEMENT PAYMENTS,Revenue,1,818.26
CU,TS32323107,CARLISLE HEALTHCARE,14/05/2024,329078,PUBLIC HEALTH & COMMUNITIES,PUBLIC HEALTH AND PROTECTION  ,APR2024 IUCD,JOINT-USER AGREEMENT PAYMENTS,Revenue,1,"1,524.75"
CU,TS32637603,HOME OFFICE,08/05/2024,324833,BUSINESS TRANS & CHANGE,ICT                           ,2656254,SOFTWARE LICENSING CHARGES,Revenue,1,"31,234.28"
CU,TS32637603,HOME OFFICE,15/05/2024,332021,BUSINESS TRANS & CHANGE,ICT                           ,2656184,SOFTWARE LICENSING CHARGES,Revenue,1,"36,050.81"
CU,TS32637603,HOME OFFICE,21/05/2024,335814,BUSINESS TRANS & CHANGE,ICT                           ,2658045,SOFTWARE LICENSING CHARGES,Revenue,1,"36,216.58"
CU,TS32808891,SHARON DICKSON & LYNNE BRANDON CHILDMIND,29/05/2024,341344,CHILDREN AND FAMILY WELLBEING,"SEND, EDUCATION & INCLUSION   ",3&4 YR 2ND SUM24,GRANT PAYMENTS,Revenue,1,815.91
CU,TS32846799,RMW BOILER SERVICES LTD,21/05/2024,335026,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,7524,BUILDING REPAIRS,Revenue,1,350.00
CU,TS33079863,CHRISTINE DONALD,29/05/2024,341345,CHILDREN AND FAMILY WELLBEING,"SEND, EDUCATION & INCLUSION   ",3&4 YR 2ND SUM24,GRANT PAYMENTS,Revenue,1,"1,315.37"
CU,TS33081267,CHRISTINE NIXON,29/05/2024,341346,CHILDREN AND FAMILY WELLBEING,"SEND, EDUCATION & INCLUSION   ",3&4 YR 2ND SUM24,GRANT PAYMENTS,Revenue,1,"1,604.42"
CU,TS33183759,FLOWBIRD SMART CITY UK LIMITED,14/02/2024,251755,RESOURCES  ,ASSETS & FLEET                ,UK166219,CONTRACTUAL PAYMENTS (MAIN),Revenue,1,78.00
CU,TS33183759,FLOWBIRD SMART CITY UK LIMITED,14/02/2024,251755,RESOURCES  ,ASSETS & FLEET                ,UK166219,CONTRACTUAL PAYMENTS (MAIN),Revenue,2,180.00
CU,TS33444903,ACS TECHNOLOGY GROUP LTD,15/05/2024,332282,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,SINV00877602,OFFICE SUPPLIES&EXPS(EX PAPER),Revenue,1,297.48
CU,TS33513699,COLLECTIVE ENTERPRISES LTD,16/05/2024,333623,ADULT SOCIAL CARE & HOUSING,SERVICE PROVISION             ,INV-0155,SOFTWARE LICENSING CHARGES,Revenue,1,"3,820.00"
CU,TS33513699,COLLECTIVE ENTERPRISES LTD,16/05/2024,333623,ADULT SOCIAL CARE & HOUSING,QUALITY & RESOURCES - ADULT   ,INV-0155,SOFTWARE LICENSING CHARGES,Revenue,2,"3,820.00"
CU,TS33715875,CURTINS CONSULTING LTD,30/05/2024,343256,COPELAND CAPITAL COST CENTRES,,0073454,CAPITAL PROFESSIONAL FEES,Capital,1,"31,105.00"
CU,TS33986847,ELLENBOROUGH ACADEMY,29/05/2024,341348,CHILDREN AND FAMILY WELLBEING,"SEND, EDUCATION & INCLUSION   ",3&4 YR 2ND SUM24,GRANT PAYMENTS,Revenue,1,"5,889.05"
CU,TS34085127,KINTO UK LIMITED,13/05/2024,327582,ADULT SOCIAL CARE & HOUSING,SERVICE PROVISION             ,2880964,CONTRACT HIRE OF VEHICLES,Revenue,1,"6,877.50"
CU,TS34085127,KINTO UK LIMITED,13/05/2024,327585,ADULT SOCIAL CARE & HOUSING,SERVICE PROVISION             ,2880965,CONTRACT HIRE OF VEHICLES,Revenue,1,"6,877.50"
CU,TS34085127,KINTO UK LIMITED,13/05/2024,327588,ADULT SOCIAL CARE & HOUSING,SERVICE PROVISION             ,2880966,CONTRACT HIRE OF VEHICLES,Revenue,1,"6,877.50"
CU,TS34085127,KINTO UK LIMITED,13/05/2024,327592,RESOURCES  ,ASSETS & FLEET                ,2880967,CONTRACT HIRE OF VEHICLES,Revenue,1,425.55
CU,TS34085127,KINTO UK LIMITED,13/05/2024,327597,"PLACE, SUST GROWTH & TRANSPORT",HIGHWAYS & TRANSPORT          ,2880968,CONTRACT HIRE OF VEHICLES,Revenue,1,599.02
CU,TS34085127,KINTO UK LIMITED,13/05/2024,327604,"PLACE, SUST GROWTH & TRANSPORT",HIGHWAYS & TRANSPORT          ,2880969,CONTRACT HIRE OF VEHICLES,Revenue,1,599.02
CU,TS34085127,KINTO UK LIMITED,13/05/2024,327608,"PLACE, SUST GROWTH & TRANSPORT",HIGHWAYS & TRANSPORT          ,2880970,CONTRACT HIRE OF VEHICLES,Revenue,1,599.02
CU,TS34085127,KINTO UK LIMITED,13/05/2024,327730,"PLACE, SUST GROWTH & TRANSPORT",HIGHWAYS & TRANSPORT          ,2880972,CONTRACT HIRE OF VEHICLES,Revenue,1,599.02
CU,TS34085127,KINTO UK LIMITED,13/05/2024,327737,"PLACE, SUST GROWTH & TRANSPORT",HIGHWAYS & TRANSPORT          ,2880973,CONTRACT HIRE OF VEHICLES,Revenue,1,599.02
CU,TS34085127,KINTO UK LIMITED,13/05/2024,327738,"PLACE, SUST GROWTH & TRANSPORT",HIGHWAYS & TRANSPORT          ,2880974,CONTRACT HIRE OF VEHICLES,Revenue,1,599.02
CU,TS34085127,KINTO UK LIMITED,13/05/2024,327739,"PLACE, SUST GROWTH & TRANSPORT",HIGHWAYS & TRANSPORT          ,2880975,CONTRACT HIRE OF VEHICLES,Revenue,1,599.02
CU,TS34085127,KINTO UK LIMITED,13/05/2024,327740,"PLACE, SUST GROWTH & TRANSPORT",HIGHWAYS & TRANSPORT          ,2880976,CONTRACT HIRE OF VEHICLES,Revenue,1,599.02
CU,TS34085127,KINTO UK LIMITED,13/05/2024,327741,"PLACE, SUST GROWTH & TRANSPORT",HIGHWAYS & TRANSPORT          ,2880977,CONTRACT HIRE OF VEHICLES,Revenue,1,599.02
CU,TS34085127,KINTO UK LIMITED,13/05/2024,327743,"PLACE, SUST GROWTH & TRANSPORT",HIGHWAYS & TRANSPORT          ,2880978,CONTRACT HIRE OF VEHICLES,Revenue,1,599.02
CU,TS34085127,KINTO UK LIMITED,14/05/2024,327750,"PLACE, SUST GROWTH & TRANSPORT",HIGHWAYS & TRANSPORT          ,2880980,CONTRACT HIRE OF VEHICLES,Revenue,1,599.02
CU,TS34085127,KINTO UK LIMITED,14/05/2024,327755,"PLACE, SUST GROWTH & TRANSPORT",HIGHWAYS & TRANSPORT          ,2880981,CONTRACT HIRE OF VEHICLES,Revenue,1,599.02
CU,TS34085127,KINTO UK LIMITED,14/05/2024,327759,"PLACE, SUST GROWTH & TRANSPORT",HIGHWAYS & TRANSPORT          ,2880982,CONTRACT HIRE OF VEHICLES,Revenue,1,599.02
CU,TS34085127,KINTO UK LIMITED,14/05/2024,327761,"PLACE, SUST GROWTH & TRANSPORT",HIGHWAYS & TRANSPORT          ,2880983,CONTRACT HIRE OF VEHICLES,Revenue,1,599.02
