company,coded supplier,Date,Directorate Description,Directorate Area,Expenditure Description,Type of Expenditure,Line Number,Line Amount
WF,DP3046899,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,600
WF,DP4648863,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,600
WF,DP9704667,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,600
WF,DP9743979,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,600
WF,DP10517583,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,600
WF,DP10830675,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,600
WF,DP12247311,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,600
WF,DP13325583,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,600
WF,DP13339623,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,600
WF,DP10745031,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,609.68
WF,DP6127275,10/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,613.52
WF,DP9805755,10/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,614.12
WF,DP13355067,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,3,620.9
WF,DP10545663,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,621.44
WF,DP11258895,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,621.44
WF,DP6930363,11/06/2024,ADULT SERVICES,OPERATIONS                    ,INDIVIDUAL SERVICE FUNDS,Revenue,1,623.04
WF,DP4424223,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,626.84
WF,DP13113579,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,638
WF,DP12046539,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,639.76
WF,DP12505647,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,640
WF,DP5977047,10/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,640.04
WF,DP5060235,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,640.72
WF,FP5941947,19/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,RELATIVES AS APPROVED CARERS,Revenue,2,642.2
WF,FP5941947,19/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,RELATIVES AS APPROVED CARERS,Revenue,2,642.2
WF,DP10215723,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,644.28
WF,DP13293291,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,645.4
WF,DP8782239,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,647
WF,DP7225203,11/06/2024,ADULT SERVICES,OPERATIONS                    ,INDIVIDUAL SERVICE FUNDS,Revenue,1,647.36
WF,DP13241343,11/06/2024,ADULT SERVICES,OPERATIONS                    ,INDIVIDUAL SERVICE FUNDS,Revenue,1,647.36
WF,DP9371919,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,650
WF,DP13304523,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,650
WF,DP11955279,11/06/2024,ADULT SERVICES,OPERATIONS                    ,INDIVIDUAL SERVICE FUNDS,Revenue,1,654.76
WF,DP526719,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,656.8
WF,DP12455103,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,657.4
WF,DP13332603,10/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,657.64
WF,DP13334007,10/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,657.64
WF,DP2686071,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,660
WF,DP12893151,11/06/2024,ADULT SERVICES,OPERATIONS                    ,INDIVIDUAL SERVICE FUNDS,Revenue,1,664.6
WF,DP744339,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,665.28
WF,DP6837699,10/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,665.56
WF,DP8897367,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,670.32
WF,DP12563211,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,672
WF,DP8560407,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,673.24
WF,DP3292599,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,675
WF,DP13164123,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,3,680
WF,FP610959,05/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,680.05
WF,FP610959,12/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,680.05
WF,FP610959,19/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,680.05
WF,FP610959,26/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,680.05
WF,FP3807867,05/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST RESPITE PROF FEE,Revenue,4,680.05
WF,DP13324179,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,681.2
WF,DP919839,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,685.4
WF,DP9513723,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,686.32
WF,DP13349451,10/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,686.77
WF,DP5186595,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,690
WF,DP13360683,28/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,3,690.2
WF,DP9845067,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,691.76
WF,DP9947559,10/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,693.36
WF,DP10743627,10/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,693.36
WF,DP11496171,10/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,693.36
WF,DP9152895,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,693.44
WF,DP9345243,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,699.28
WF,DP12799083,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,700
WF,DP2972487,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,705.52
WF,FP1964415,19/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOSTER PARENT TRAVEL CLAIMS,Revenue,1,705.98
WF,DP12794871,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,706.64
WF,DP11475111,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,708.24
WF,DP6746439,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,709.68
WF,DP4811727,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,714
WF,DP12726075,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,717.68
WF,DP13266615,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,2,719.29
WF,DP1506711,10/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,719.76
WF,DP12994239,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,720
WF,DP13027935,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,722.88
WF,DP13312947,10/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,725.54
WF,DP11331903,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,729.4
WF,DP9774867,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,737.32
WF,DP11237835,11/06/2024,ADULT SERVICES,OPERATIONS                    ,INDIVIDUAL SERVICE FUNDS,Revenue,2,737.92
WF,DP7709583,10/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,739.16
WF,DP9783291,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,739.4
WF,DP10919127,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,739.4
WF,DP4676943,10/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,739.44
WF,DP11128323,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,740.88
WF,DP11981955,10/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,741.16
WF,DP12759771,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,741.96
WF,DP9402807,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,742.04
WF,DP9402807,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,3,742.04
WF,DP13258191,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,744.4
WF,DP9746787,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,748
WF,DP13098135,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,748.32
WF,DP12186939,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,749.4
WF,DP13303119,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,750
WF,DP13342431,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,750
WF,DP7701159,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,754.64
WF,DP13077075,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,762.24
WF,DP12997047,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,765
WF,DP11542503,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,777
WF,DP10982307,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,784
WF,DP9012495,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,2,789.8
WF,DP4915623,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,792
WF,DP3244863,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,795.56
WF,DP11185887,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,799.28
WF,DP11494767,10/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,799.96
WF,DP11456859,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,800
WF,DP13350855,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,800
WF,DP1199235,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,804
WF,DP12867879,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,805.4
WF,DP11976339,10/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,810.28
WF,DP408783,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,816.08
WF,DP13296099,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,818.52
WF,DP12689571,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,820
WF,DP11211159,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,823.24
WF,DP8193963,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,828
WF,DP13227303,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,833.7
WF,DP13133235,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,836
WF,DP9071463,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,836.6
WF,DP10728183,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,837.68
WF,DP11004771,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,837.68
WF,DP4189755,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,840
WF,DP12105507,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,840
WF,DP10694487,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,841.2
WF,DP11428779,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,850
WF,DP8561811,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,850.76
WF,DP2940195,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,851.92
WF,DP266979,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,853.2
WF,DP3562167,10/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,853.2
WF,DP309099,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,854.36
WF,DP12719055,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,855.4
WF,DP9100947,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,858
WF,DP8445279,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,864
WF,DP13273635,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,870.4
WF,DP9328395,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,880
WF,DP12756963,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,880
WF,DP4085859,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,880.76
WF,DP327351,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,882
WF,DP608151,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,884.76
WF,DP4285227,10/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,884.84
WF,DP12671319,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,892.16
WF,DP5355075,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,900
WF,DP5692035,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,900
WF,DP9134643,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,900
WF,DP13230111,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,900
WF,DP13356471,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,901.68
WF,DP13356471,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,2,901.68
WF,DP13356471,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,3,901.68
WF,DP13081287,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,920
WF,DP13331199,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,2,934.05
WF,DP12616563,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,937.2
WF,DP9392979,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,950
WF,DP13251171,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,950
WF,DP13346643,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,950
WF,DP9597963,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,952
WF,DP1555851,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,952.12
WF,DP12669915,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,960
WF,DP12720459,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,960
WF,DP2264871,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,965.4
WF,DP10262055,10/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,966
WF,DP3876663,10/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,967.8
WF,DP9544611,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,969.6
WF,DP9663951,11/06/2024,ADULT SERVICES,OPERATIONS                    ,INDIVIDUAL SERVICE FUNDS,Revenue,1,971.04
WF,DP12344187,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,973.4
WF,DP7053915,10/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,974.6
WF,FP3930015,19/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROF RETAINER FEES,Revenue,2,974.82
WF,DP390531,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,2,980
WF,DP4307691,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,989.2
WF,DP8836995,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,998.8
WF,DP12978795,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,000.00"
WF,DP13117791,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,000.00"
WF,DP13310139,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,000.00"
WF,DP13317159,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,000.00"
WF,DP13359279,18/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,000.00"
WF,DP3557955,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,008.00"
WF,DP9203439,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,008.00"
WF,DP12589887,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,008.00"
WF,DP13224495,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,017.92"
WF,DP12931059,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,023.40"
WF,DP12237483,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,025.00"
WF,DP198183,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,025.72"
WF,DP698007,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,032.64"
WF,DP2990739,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,032.92"
WF,DP10896663,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,036.00"
WF,DP13322775,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,040.00"
WF,DP8905791,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,046.40"
WF,DP12299259,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,050.00"
WF,DP12592695,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,054.40"
WF,DP10468443,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,055.48"
WF,DP11451243,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,055.80"
WF,DP13266615,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,060.00"
WF,DP752763,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,065.08"
WF,DP7538295,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,065.76"
WF,DP7458267,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,074.00"
WF,DP8664303,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,074.00"
WF,DP1492671,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,075.40"
WF,DP6460023,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,080.00"
WF,DP184143,11/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,089.24"
WF,DP12467739,10/06/2024,ADULT SERVICES,OPERATIONS                    ,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,096.20"
