Service Area Categorisation,Service Division Categorisation,Expenses Type,Detailed Expenses Type,Date,Transaction Number,Amount,Capital / Revenue,Supplier Name,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Caravan and Camping Sites,Employee Expenses,Contract Staff,10/09/2024,VI-121885,"2,760.00",Revenue,Sancus Security Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Supplies and Services,Surveyor Fees,10/09/2024,VI-121892,"22,138.54",Revenue,Sanctus Ltd,,,,,,,,,,,,,,,
Leader of the Council,Corporate Management,Supplies and Services,General Purchases,24/09/2024,VI-122505,302.40,Revenue,Sarnivores,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,24/09/2024,VI-122539,"1,000.00",Revenue,The Saxmundham & District Community,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Collection Fund,Expenditure not charged to Cost of Service,Parish Council Precepts,27/09/2024,VI-122237,"127,025.00",Revenue,Saxmundham Town Council,,,,,,,,,,,,,,,
Planning and Coastal Management,Coastal Management,Supplies and Services,Furniture and Equipment,27/09/2024,VI-122531,"2,452.54",Revenue,Scan Computers International Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,DFG REFCUS,13/09/2024,VI-122265,"4,551.97",Revenue,SC Plumbing Services,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Software Maintenance,18/09/2024,VI-122446,"19,900.00",Revenue,Secon Cyber Security Ltd,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Software Maintenance,27/09/2024,VI-122728,"12,000.00",Revenue,Secon Cyber Security Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Leisure Strategy,Supplies and Services,Equipment Hire,06/09/2024,VI-121669,705.00,Revenue,SFL Mobile Radio Limited,,,,,,,,,,,,,,,
Leader of the Council,Management and Support,Supplies and Services,Legal Fees,24/09/2024,VI-122697,"4,713.00",Revenue,Sharpe Pritchard,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Community Development,Supplies and Services,Other Ext Provided Services,18/09/2024,VI-116541,"134,355.60",Revenue,Shaw Trust Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Community Development,Supplies and Services,Other Ext Provided Services,24/09/2024,VI-119355,"134,355.60",Revenue,Shaw Trust Ltd,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Premises Expenses,Fixtures & Fittings,03/09/2024,VI-120612,"13,874.85",Revenue,Showcase PSR Portsdown Limited ,,,,,,,,,,,,,,,
Corporate Services,Admin Buildings,Premises Expenses,Fixtures & Fittings,03/09/2024,VI-120613,"15,264.70",Revenue,Showcase PSR Portsdown Limited ,,,,,,,,,,,,,,,
Corporate Services,Admin Buildings,Premises Expenses,Fixtures & Fittings,03/09/2024,VI-120614,"16,929.42",Revenue,Showcase PSR Portsdown Limited ,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Premises Expenses,Fixtures & Fittings,03/09/2024,VI-120615,"9,359.37",Revenue,Showcase PSR Portsdown Limited ,,,,,,,,,,,,,,,
Corporate Services,Admin Buildings,Premises Expenses,Fixtures & Fittings,03/09/2024,VI-120616,"5,800.00",Revenue,Showcase PSR Portsdown Limited ,,,,,,,,,,,,,,,
Planning and Coastal Management,Planning,Supplies and Services,Consultants,24/09/2024,VI-122693,330.00,Revenue,B R Shreeve & Sons Ltd,,,,,,,,,,,,,,,
Planning and Coastal Management,Planning,Supplies and Services,Consultants,24/09/2024,VI-122644,305.00,Revenue,B R Shreeve & Sons Ltd,,,,,,,,,,,,,,,
Leader of the Council,Management and Support,Supplies and Services,Legal Fees,17/09/2024,VI-122373,"2,183.33",Revenue,Six Pump Court - Chambers of  Stephen Hockman,,,,,,,,,,,,,,,
Leader of the Council,Management and Support,Supplies and Services,Legal Fees,17/09/2024,VI-122363,566.67,Revenue,Six Pump Court - Chambers of  Stephen Hockman,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,10/09/2024,VI-121839,559.50,Revenue,Smith Brothers Timber (East Anglia) Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,13/09/2024,VI-122101,295.00,Revenue,Smith Brothers Timber (East Anglia) Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,13/09/2024,VI-122097,369.90,Revenue,Smith Brothers Timber (East Anglia) Ltd,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Collection Fund,Expenditure not charged to Cost of Service,Parish Council Precepts,27/09/2024,VI-122238,"6,619.50",Revenue,Snape Parish Council,,,,,,,,,,,,,,,
Corporate Services,Human Resources,Employee Expenses,Other Direct Salary Costs,13/09/2024,VI-121934,623.10,Revenue,Pluxee UK Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Supervision and Management,Supplies and Services,Other Ext Provided Services,18/09/2024,VI-122061,"2,583.25",Revenue,Solo Housing,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,24/09/2024,VI-122435,"5,000.00",Revenue,Southwold Millennium Foundation,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Collection Fund,Expenditure not charged to Cost of Service,Parish Council Precepts,27/09/2024,VI-122239,"59,275.58",Revenue,Southwold Town Council,,,,,,,,,,,,,,,
Corporate Services,Cemeteries,Premises Expenses,Building Services - Responsive Maintenance,04/09/2024,VI-121458,"1,524.00",Revenue,P J Spillings (Builders) Ltd,,,,,,,,,,,,,,,
Corporate Services,Miscellaneous Property,Premises Expenses,Building Services - Responsive Maintenance,04/09/2024,VI-121455,716.23,Revenue,P J Spillings (Builders) Ltd,,,,,,,,,,,,,,,
Corporate Services,Miscellaneous Property,Premises Expenses,Building Services - Responsive Maintenance,04/09/2024,VI-121454,260.12,Revenue,P J Spillings (Builders) Ltd,,,,,,,,,,,,,,,
Corporate Services,Miscellaneous Land,Premises Expenses,Building Services - Responsive Maintenance,04/09/2024,VI-121453,"1,099.40",Revenue,P J Spillings (Builders) Ltd,,,,,,,,,,,,,,,
Economic Development and Transport,Parking Services,Premises Expenses,Vandalism,04/09/2024,VI-121452,562.98,Revenue,P J Spillings (Builders) Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Outdoor Leisure,Premises Expenses,Building Services - Responsive Maintenance,04/09/2024,VI-121456,"1,596.00",Revenue,P J Spillings (Builders) Ltd,,,,,,,,,,,,,,,
Corporate Services,Miscellaneous Land,Premises Expenses,Building Services - Responsive Maintenance,04/09/2024,VI-121450,660.00,Revenue,P J Spillings (Builders) Ltd,,,,,,,,,,,,,,,
Corporate Services,Miscellaneous Property,Premises Expenses,Building Services - Responsive Maintenance,10/09/2024,VI-121461,643.10,Revenue,P J Spillings (Builders) Ltd,,,,,,,,,,,,,,,
Corporate Services,Miscellaneous Land,Premises Expenses,Building Services - Responsive Maintenance,13/09/2024,VI-122028,641.83,Revenue,P J Spillings (Builders) Ltd,,,,,,,,,,,,,,,
Corporate Services,Public Conveniences,Premises Expenses,Building Services - Responsive Maintenance,17/09/2024,VI-121449,334.72,Revenue,P J Spillings (Builders) Ltd,,,,,,,,,,,,,,,
Corporate Services,Public Conveniences,Premises Expenses,Building Services - Responsive Maintenance,17/09/2024,VI-121451,755.14,Revenue,P J Spillings (Builders) Ltd,,,,,,,,,,,,,,,
Corporate Services,Miscellaneous Property,Holding Account - Cash Out,Capital Expenditure,25/09/2024,VI-122572,"20,556.58",Capital,P J Spillings (Builders) Ltd,,,,,,,,,,,,,,,
Corporate Services,Miscellaneous Property,Holding Account - Cash Out,Capital Expenditure,25/09/2024,VI-122571,"13,852.83",Capital,P J Spillings (Builders) Ltd,,,,,,,,,,,,,,,
Corporate Services,Miscellaneous Property,Holding Account - Cash Out,Capital Expenditure,25/09/2024,VI-122568,"26,168.22",Capital,P J Spillings (Builders) Ltd,,,,,,,,,,,,,,,
Corporate Services,Miscellaneous Property,Holding Account - Cash Out,Capital Expenditure,25/09/2024,VI-122567,"30,311.00",Capital,P J Spillings (Builders) Ltd,,,,,,,,,,,,,,,
Corporate Services,Miscellaneous Property,Holding Account - Cash Out,Capital Expenditure,25/09/2024,VI-122566,"53,722.94",Capital,P J Spillings (Builders) Ltd,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Regeneration,Holding Account - Cash Out,Capital Expenditure,27/09/2024,VI-122579,"3,024.88",Capital,P J Spillings (Builders) Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Marketing & Promotions,10/09/2024,VI-121899,"2,043.99",Revenue,Splice Creative Ltd,,,,,,,,,,,,,,,
The Environment,Waste Management,Supplies and Services,Furniture and Equipment,25/09/2024,VI-122196,"8,601.00",Revenue,SSI Schaefer Plastics UK Ltd,,,,,,,,,,,,,,,
The Environment,Waste Management,Supplies and Services,Other Ext Provided Services,25/09/2024,VI-122195,"8,601.00",Revenue,SSI Schaefer Plastics UK Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Premises Expenses,HRA Lifts,24/09/2024,VI-122433,"1,539.00",Revenue,Stannah Lift Service Ltd,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Premises Expenses,Rents Payable,06/09/2024,VI-121668,288.00,Revenue,St Lukes Church,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Premises Expenses,Rents Payable,11/09/2024,VI-121956,336.00,Revenue,St Marks Church PCC,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Community Development,Supplies and Services,Grants & Contributions,17/09/2024,VI-122031,500.00,Revenue,St Marys Church Walton PCC,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,11/09/2024,VI-121371,"1,500.00",Revenue,STS Waste Removals Ltd,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Development,Supplies and Services,Grants & Contributions,11/09/2024,VI-121958,"1,795.00",Revenue,Suffolk Chamber of Commerce,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Development,Supplies and Services,Conference Fees,24/09/2024,VI-122557,"3,000.00",Revenue,The Suffolk Coast Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Employee Expenses,Recruitment Advertising,03/09/2024,VI-121245,"3,039.00",Revenue,Suffolk County Council,,,,,,,,,,,,,,,
Planning and Coastal Management,Planning,Supplies and Services,Other Ext Provided Services,03/09/2024,VI-120873,"3,905.00",Revenue,Suffolk County Council,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Supervision and Management,Supplies and Services,Other Office Expenses,06/09/2024,VI-121306,341.17,Revenue,Suffolk County Council,,,,,,,,,,,,,,,
Community Health,Community Safety,Supplies and Services,Software Maintenance,17/09/2024,VI-121082,"10,335.32",Revenue,Suffolk County Council,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Employee Expenses,Recruitment Advertising,17/09/2024,VI-121925,633.00,Revenue,Suffolk County Council,,,,,,,,,,,,,,,
Corporate Services,ICT,Holding Account - Cash Out,Capital Expenditure,17/09/2024,VI-119143,"4,262.17",Capital,Suffolk County Council,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Employee Expenses,Recruitment Advertising,27/09/2024,VI-120656,"3,550.40",Revenue,Suffolk County Council,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Holding Account - Cash Out,Payments,16/09/2024,VI-112562,"11,916,172.00",Revenue,Suffolk County Council,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Holding Account - Cash Out,Payments,19/09/2024,VI-112548,"2,807,186.34",Revenue,Suffolk County Council,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Collection Fund,Expenditure not charged to Cost of Service,Levy Payment to Suffolk Business Rates Pool,19/09/2024,VI-122406,"4,286,030.00",Revenue,Suffolk County Council,,,,,,,,,,,,,,,
Corporate Services,Customer Services and Complaints,Premises Expenses,Rents Payable,13/09/2024,VI-121606,"6,000.00",Revenue,Suffolk Libraries IPS Ltd,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Holding Account - Cash Out,Payments,16/09/2024,VI-112536,"2,090,245.00",Revenue,Suffolk Police & Crime Commissioner,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Marketing & Promotions,17/09/2024,VI-121815,325.00,Revenue,Suffolk New College,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Development,Supplies and Services,Grants & Contributions,24/09/2024,VI-122518,"5,000.00",Revenue,Suffolk New College,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,17/09/2024,VI-122306,500.00,Revenue,Sutton Heath Parish Council,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,DFG REFCUS,24/09/2024,VI-122487,"4,736.77",Revenue,T A K Building Maintenance Ltd,,,,,,,,,,,,,,,
Economic Development and Transport,Parking Services,Supplies and Services,Software Maintenance,03/09/2024,VI-120984,"1,000.00",Revenue,Taranto System Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Housing Needs,Premises Expenses,Rents Payable,27/09/2024,VI-122893,441.09,Revenue,Taylor Properties Trading Limited,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Community Development,Supplies and Services,Grants & Contributions,11/09/2024,VI-121977,"5,378.25",Revenue,The Offshoot Foundation,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Community Development,Supplies and Services,Grants & Contributions,11/09/2024,VI-121976,"4,940.25",Revenue,The Offshoot Foundation,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Community Development,Supplies and Services,Grants & Contributions,11/09/2024,VI-121975,"4,307.40",Revenue,The Offshoot Foundation,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Community Development,Supplies and Services,Grants & Contributions,17/09/2024,VI-122341,973.00,Revenue,The Offshoot Foundation,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,General Purchases,18/09/2024,VI-122445,539.64,Revenue,RG Distribution LTD T/a The Branded Company,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,17/09/2024,VI-122376,250.00,Revenue,Three Villages Youth Project,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Leisure Strategy,Supplies and Services,Artists Fees,24/09/2024,VI-122516,910.00,Revenue,Timebubble Toys Ltd,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Supplies and Services,Advertising,10/09/2024,VI-120651,257.32,Revenue,PeopleScout Ltd,,,,,,,,,,,,,,,
Planning and Coastal Management,Planning,Supplies and Services,Advertising,11/09/2024,VI-121996,339.06,Revenue,PeopleScout Ltd,,,,,,,,,,,,,,,
Planning and Coastal Management,Planning,Supplies and Services,Advertising,18/09/2024,VI-122439,352.28,Revenue,PeopleScout Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Leisure Strategy,Supplies and Services,Equipment Hire,01/09/2024,VI-122272,"1,000.00",Revenue,Toilets + Limited,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Supervision and Management,Supplies and Services,Hardware Maintenance,03/09/2024,VI-121053,"7,350.00",Revenue,Totalmobile Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Supervision and Management,Supplies and Services,Consultants,17/09/2024,VI-122063,"2,148.75",Revenue,Totalmobile Ltd,,,,,,,,,,,,,,,
Corporate Services,Miscellaneous Property,Premises Expenses,Electricity,10/09/2024,VC-003737,"-1,619.15",Revenue,Total Energies Gas & Power Limited,,,,,,,,,,,,,,,
Corporate Services,Miscellaneous Property,Premises Expenses,Electricity,10/09/2024,VC-003738,"-1,504.34",Revenue,Total Energies Gas & Power Limited,,,,,,,,,,,,,,,
Corporate Services,Miscellaneous Property,Premises Expenses,Electricity,10/09/2024,VI-121048,"2,634.91",Revenue,Total Energies Gas & Power Limited,,,,,,,,,,,,,,,
Corporate Services,Miscellaneous Property,Premises Expenses,Electricity,10/09/2024,VI-121047,654.20,Revenue,Total Energies Gas & Power Limited,,,,,,,,,,,,,,,
Deputy Leader and Housing,Housing Needs,Premises Expenses,Rents Payable,10/09/2024,VI-121320,352.72,Revenue,Travelodge,,,,,,,,,,,,,,,
Deputy Leader and Housing,Housing Needs,Premises Expenses,Rents Payable,10/09/2024,VI-121321,277.92,Revenue,Travelodge,,,,,,,,,,,,,,,
Deputy Leader and Housing,Housing Needs,Premises Expenses,Rents Payable,10/09/2024,VI-121322,402.87,Revenue,Travelodge,,,,,,,,,,,,,,,
Deputy Leader and Housing,Housing Needs,Premises Expenses,Rents Payable,10/09/2024,VI-121500,507.40,Revenue,Travelodge,,,,,,,,,,,,,,,
Deputy Leader and Housing,Housing Needs,Premises Expenses,Rents Payable,10/09/2024,VI-121502,299.17,Revenue,Travelodge,,,,,,,,,,,,,,,
Deputy Leader and Housing,Housing Needs,Premises Expenses,Rents Payable,10/09/2024,VI-121503,288.96,Revenue,Travelodge,,,,,,,,,,,,,,,
Deputy Leader and Housing,Housing Needs,Premises Expenses,Rents Payable,10/09/2024,VI-121507,577.94,Revenue,Travelodge,,,,,,,,,,,,,,,
Deputy Leader and Housing,Housing Needs,Premises Expenses,Rents Payable,10/09/2024,VI-121508,496.37,Revenue,Travelodge,,,,,,,,,,,,,,,
Deputy Leader and Housing,Housing Needs,Premises Expenses,Rents Payable,10/09/2024,VI-121513,333.18,Revenue,Travelodge,,,,,,,,,,,,,,,
Deputy Leader and Housing,Housing Needs,Premises Expenses,Rents Payable,10/09/2024,VI-121515,280.46,Revenue,Travelodge,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Management and Support,Supplies and Services,Hotel Accommodation,10/09/2024,VI-121356,418.17,Revenue,Travelodge,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,03/09/2024,VI-121296,435.00,Revenue,Travis Perkins,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,03/09/2024,VI-121330,"8,255.61",Revenue,Travis Perkins,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,10/09/2024,VI-121646,661.90,Revenue,Travis Perkins,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,10/09/2024,VC-003730,-774.00,Revenue,Travis Perkins,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,10/09/2024,VI-121941,"7,325.51",Revenue,Travis Perkins,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,13/09/2024,VI-121938,"2,159.73",Revenue,Travis Perkins,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,13/09/2024,VI-121935,380.15,Revenue,Travis Perkins,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Collection Fund,Expenditure not charged to Cost of Service,Parish Council Precepts,27/09/2024,VI-122240,"14,362.00",Revenue,Trimley St Martin PC,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Collection Fund,Expenditure not charged to Cost of Service,Parish Council Precepts,27/09/2024,VI-122241,"28,500.00",Revenue,Trimley St Mary Parish Council,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Premises Expenses,Rents Payable,18/09/2024,VI-122441,528.00,Revenue,Trinity Park Events Ltd,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Premises Expenses,Rents Payable,18/09/2024,VI-122442,528.00,Revenue,Trinity Park Events Ltd,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Collection Fund,Expenditure not charged to Cost of Service,Parish Council Precepts,27/09/2024,VI-122242,"5,170.98",Revenue,Tunstall Parish Council,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Management and Support,Supplies and Services,Furniture and Equipment,16/09/2024,VI-122396,"6,795.25",Revenue,Tusker,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Collection Fund,Expenditure not charged to Cost of Service,Parish Council Precepts,27/09/2024,VI-122243,"11,910.50",Revenue,Ufford Parish Council,,,,,,,,,,,,,,,
Planning and Coastal Management,Building Control,Premises Expenses,Rents Payable,18/09/2024,VI-122002,708.33,Revenue,Ufford Park Ltd,,,,,,,,,,,,,,,
Community Health,Food and Safety,Supplies and Services,Analysts/Vets Fees,06/09/2024,VI-119917,486.93,Revenue,UK Health Security Agency,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Holding Account - Cash Out,Capital Expenditure,10/09/2024,VI-121922,"4,036.00",Capital,UK Power Networks,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Development,Supplies and Services,Consultants,13/09/2024,VI-122057,"5,500.00",Revenue,Useful Simple Group Ltd T/A Expedition,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Supplies and Services,Surveyor Fees,06/09/2024,VI-121770,"5,500.00",Revenue,Richard Utting LLP,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Supplies and Services,Surveyor Fees,10/09/2024,VI-121861,"5,500.00",Revenue,Richard Utting LLP,,,,,,,,,,,,,,,
Leader of the Council,Corporate and Democratic Management,Supplies and Services,Other Civic Expenses,06/09/2024,VI-122535,"1,287.00",Revenue,Vaughtons,,,,,,,,,,,,,,,
Leader of the Council,Corporate and Democratic Management,Supplies and Services,Furniture and Equipment,10/09/2024,VI-120621,"1,924.44",Revenue,Versapak International Ltd,,,,,,,,,,,,,,,
Corporate Services,Admin Buildings,Supplies and Services,Postages,03/09/2024,VI-120834,965.46,Revenue,Vertas Group Ltd,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Management and Support,Premises Expenses,Electricity,13/09/2024,VI-122185,"23,397.25",Revenue,Vertas Group Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Housing Needs,Transport Expenses,Vehicle Hire,24/09/2024,VI-121307,630.00,Revenue,Vertas Group Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Housing Needs,Transport Expenses,Vehicle Hire,24/09/2024,VI-121869,300.00,Revenue,Vertas Group Ltd,,,,,,,,,,,,,,,
Corporate Services,Cemeteries,Holding Account - Cash Out,Capital Expenditure,03/09/2024,VI-120508,"3,740.85",Capital,Richard Vest Architectural Design Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Supplies and Services,Consultants,10/09/2024,VI-121832,"1,822.45",Revenue,Richard Vest Architectural Design Ltd,,,,,,,,,,,,,,,
The Environment,Environmental Protection,Supplies and Services,Analysts/Vets Fees,17/09/2024,VI-122013,"1,546.90",Revenue,Veterinary Ed & Training Serv Ltd t/a Lawton,,,,,,,,,,,,,,,
Corporate Services,Assets and Property Services,Employee Expenses,Contract Staff,10/09/2024,VI-119460,"5,208.90",Revenue,Vivid Resourcing,,,,,,,,,,,,,,,
Corporate Services,Assets and Property Services,Employee Expenses,Contract Staff,11/09/2024,VI-121952,"4,086.84",Revenue,Vivid Resourcing,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Employee Expenses,Contract Staff,24/09/2024,VI-122109,"7,487.49",Revenue,Vivid Resourcing,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Employee Expenses,Contract Staff,24/09/2024,VI-122113,"7,391.67",Revenue,Vivid Resourcing,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Employee Expenses,Contract Staff,24/09/2024,VI-122114,"4,452.65",Revenue,Vivid Resourcing,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Employee Expenses,Contract Staff,24/09/2024,VI-122112,"4,800.00",Revenue,Vivid Resourcing,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Employee Expenses,Contract Staff,24/09/2024,VI-122111,"3,473.20",Revenue,Vivid Resourcing,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Employee Expenses,Contract Staff,24/09/2024,VI-122110,"1,784.00",Revenue,Vivid Resourcing,,,,,,,,,,,,,,,
The Environment,Waste Management,Supplies and Services,Telephone Calls/Data/Broadband,06/09/2024,VI-121407,"4,830.58",Revenue,Vodafone Ltd,,,,,,,,,,,,,,,
The Environment,Waste Management,Supplies and Services,Telephone Calls/Data/Broadband,27/09/2024,VI-122854,"4,785.29",Revenue,Vodafone Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Housing Needs,Premises Expenses,Rents Payable,01/09/2024,VI-117472,550.00,Revenue,Wainwrights Estate Agents (Rent,,,,,,,,,,,,,,,
Deputy Leader and Housing,Housing Needs,Premises Expenses,Rent Deposits,01/09/2024,VI-118034,550.00,Revenue,Wainwrights Estate Agents (Rent,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Collection Fund,Expenditure not charged to Cost of Service,Parish Council Precepts,27/09/2024,VI-122244,"10,000.00",Revenue,Walberswick Parish Council,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Collection Fund,Expenditure not charged to Cost of Service,Parish Council Precepts,27/09/2024,VI-122245,"8,702.12",Revenue,Waldringfield Parish Council,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,03/09/2024,VI-121257,500.00,Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,03/09/2024,VI-121293,500.00,Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,03/09/2024,VI-121305,575.00,Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,03/09/2024,VI-121392,"33,248.50",Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,03/09/2024,VI-121382,350.00,Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,03/09/2024,VI-121384,350.00,Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,03/09/2024,VI-121400,350.00,Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,03/09/2024,VI-121401,"6,015.00",Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,04/09/2024,VI-121465,"7,690.00",Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,06/09/2024,VI-121754,500.00,Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,06/09/2024,VI-121745,575.00,Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,06/09/2024,VI-121735,575.00,Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
