Service Area Categorisation,Service Division Categorisation,Expenses Type,Detailed Expenses Type,Date,Transaction Number,Amount,Capital / Revenue,Supplier Name,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Analysts/Vets Fees,09/08/2024,VI-119384,"9,971.23",Revenue,Public Analyst Scientific Services,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Analysts/Vets Fees,16/08/2024,VI-120215,"7,286.95",Revenue,Public Analyst Scientific Services,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Analysts/Vets Fees,20/08/2024,VI-120527,"1,886.66",Revenue,Public Analyst Scientific Services,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Analysts/Vets Fees,20/08/2024,VI-120526,"7,383.28",Revenue,Public Analyst Scientific Services,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Analysts/Vets Fees,28/08/2024,VI-121086,"5,882.15",Revenue,Public Analyst Scientific Services,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Other Financial Transactions,Expenditure not charged to Cost of Service,Finance Lease Interest Payable,01/08/2024,VI-120126,"60,882.33",Revenue,Pulse Fitness,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,DFG REFCUS,06/08/2024,VI-119451,"4,659.02",Revenue,Ramp and Mobility Solutions,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,DFG REFCUS,06/08/2024,VI-119612,"4,112.27",Revenue,Ramp and Mobility Solutions,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,DFG REFCUS,07/08/2024,VI-119669,"4,623.02",Revenue,Ramp and Mobility Solutions,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,DFG REFCUS,07/08/2024,VI-119668,"7,370.74",Revenue,Ramp and Mobility Solutions,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,DFG REFCUS,09/08/2024,VI-119912,"5,914.54",Revenue,Ramp and Mobility Solutions,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,DFG REFCUS,09/08/2024,VI-119663,"8,533.89",Revenue,Ramp and Mobility Solutions,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,DFG REFCUS,20/08/2024,VI-120679,951.55,Revenue,Ramp and Mobility Solutions,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,09/08/2024,VI-119597,"2,093.56",Revenue,Raventree Ltd T/A Premiere Kitchens,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,09/08/2024,VI-119594,"1,441.78",Revenue,Raventree Ltd T/A Premiere Kitchens,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,13/08/2024,VI-120192,500.04,Revenue,Raventree Ltd T/A Premiere Kitchens,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,13/08/2024,VI-120191,758.71,Revenue,Raventree Ltd T/A Premiere Kitchens,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,28/08/2024,VI-120982,"1,181.20",Revenue,Raventree Ltd T/A Premiere Kitchens,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,30/08/2024,VI-121251,858.35,Revenue,Raventree Ltd T/A Premiere Kitchens,,,,,,,,,,,,,,,
Corporate Services,ICT,Supplies and Services,Software Maintenance,23/08/2024,VI-119090,"12,979.56",Revenue,Real Asset Management Plc,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Other Ext Provided Services,09/08/2024,VI-119803,500.00,Revenue,Reaction Club,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Holding Account - Cash Out,Capital Expenditure,06/08/2024,VI-119495,"3,291.75",Capital,Reed Specialist Recruitment,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Holding Account - Cash Out,Capital Expenditure,06/08/2024,VI-119496,"3,125.00",Capital,Reed Specialist Recruitment,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Holding Account - Cash Out,Capital Expenditure,06/08/2024,VI-119497,"2,693.25",Capital,Reed Specialist Recruitment,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Holding Account - Cash Out,Capital Expenditure,16/08/2024,VI-120256,"3,291.75",Capital,Reed Specialist Recruitment,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Holding Account - Cash Out,Capital Expenditure,16/08/2024,VI-120255,"3,125.00",Capital,Reed Specialist Recruitment,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Holding Account - Cash Out,Capital Expenditure,23/08/2024,VI-120810,"3,125.00",Capital,Reed Specialist Recruitment,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Holding Account - Cash Out,Capital Expenditure,23/08/2024,VI-120812,"3,291.75",Capital,Reed Specialist Recruitment,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Holding Account - Cash Out,Capital Expenditure,28/08/2024,VI-121060,"3,125.00",Capital,Reed Specialist Recruitment,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Holding Account - Cash Out,Capital Expenditure,28/08/2024,VI-121063,"3,591.00",Capital,Reed Specialist Recruitment,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Holding Account - Cash Out,Capital Expenditure,28/08/2024,VI-121070,"3,291.75",Capital,Reed Specialist Recruitment,,,,,,,,,,,,,,,
Planning and Coastal Management,Coastal Management,Supplies and Services,Consultants,07/08/2024,VI-119653,"1,000.00",Revenue,Resilience Rising UK ICSI,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Current Liabilities,Creditors - Other,23/08/2024,VI-116477,"2,565.37",Revenue,Retain Roofing,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Miscellaneous Other Services,13/08/2024,VI-120246,"12,890.65",Revenue,RH Environmental Ltd,,,,,,,,,,,,,,,
Corporate Services,ICT,Supplies and Services,Hardware Maintenance,20/08/2024,VI-120138,"7,808.29",Revenue,RICOH UK Ltd,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Premises Expenses,Rents Payable,23/08/2024,VI-120798,320.00,Revenue,The Rifle Hall Trust,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Supplies and Services,Consultants,07/08/2024,VI-119676,"2,000.00",Revenue,Robson Frankham Ltd,,,,,,,,,,,,,,,
Corporate Services,Public Conveniences,Premises Expenses,Legionella,16/08/2024,VI-119771,"1,287.00",Revenue,Rock Compliance Limited,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Supplies and Services,Postages,07/08/2024,VI-118432,"4,686.36",Revenue,Royal Mail,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Supplies and Services,Postages,08/08/2024,VI-118404,"1,844.50",Revenue,Royal Mail,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Supplies and Services,Postages,01/08/2024,VI-118033,"1,963.92",Revenue,Royal Mail,,,,,,,,,,,,,,,
Leader of the Council,Corporate and Democratic Management,Supplies and Services,Postages,02/08/2024,VI-118041,259.22,Revenue,Royal Mail,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Supplies and Services,Postages,14/08/2024,VI-118963,"2,808.64",Revenue,Royal Mail,,,,,,,,,,,,,,,
Leader of the Council,Corporate and Democratic Management,Supplies and Services,Postages,16/08/2024,VI-118958,683.08,Revenue,Royal Mail,,,,,,,,,,,,,,,
Leader of the Council,Corporate and Democratic Management,Supplies and Services,Postages,30/08/2024,VI-120480,373.78,Revenue,Royal Mail,,,,,,,,,,,,,,,
Corporate Services,Admin Buildings,Supplies and Services,Postages,16/08/2024,VI-120438,"1,006.91",Revenue,Royal Mail,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Supplies and Services,Postages,16/08/2024,VI-117366,291.65,Revenue,Royal Mail,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Supplies and Services,Postages,16/08/2024,VI-118032,"11,535.58",Revenue,Royal Mail,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Supplies and Services,Postages,16/08/2024,VI-118961,"1,120.30",Revenue,Royal Mail,,,,,,,,,,,,,,,
Corporate Services,Admin Buildings,Supplies and Services,Postages,16/08/2024,VI-119988,"1,726.29",Revenue,Royal Mail,,,,,,,,,,,,,,,
Corporate Services,Admin Buildings,Supplies and Services,Postages,23/08/2024,VI-120826,"1,140.89",Revenue,Royal Mail,,,,,,,,,,,,,,,
Corporate Services,Admin Buildings,Supplies and Services,Postages,30/08/2024,VI-121190,"1,416.95",Revenue,Royal Mail,,,,,,,,,,,,,,,
Planning and Coastal Management,Planning,Employee Expenses,Technical Training,16/08/2024,VI-120524,280.00,Revenue,Royal Town Planning Institute,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Supervision and Management,Supplies and Services,Bank Fees,07/08/2024,VI-120430,453.95,Revenue,Santander Corporate Bank,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Tax Collection Cost,Supplies and Services,Bank Fees,07/08/2024,VI-120431,"1,299.33",Revenue,Santander Corporate Bank,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Caravan and Camping Sites,Employee Expenses,Contract Staff,07/08/2024,VI-119661,"1,800.00",Revenue,Sancus Security Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Supplies and Services,Surveyor Fees,28/08/2024,VI-120636,"28,595.00",Revenue,Sanctus Ltd,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Furniture and Equipment,09/08/2024,VI-119801,307.88,Revenue,Sarstedt Ltd,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Furniture and Equipment,01/08/2024,VC-003722,-307.88,Revenue,Sarstedt Ltd,,,,,,,,,,,,,,,
Corporate Services,Admin Buildings,Premises Expenses,Rents Payable,09/08/2024,VC-003003,-719.70,Revenue,Savills,,,,,,,,,,,,,,,
Corporate Services,Admin Buildings,Premises Expenses,Rents Payable,09/08/2024,VC-003259,"-1,580.81",Revenue,Savills,,,,,,,,,,,,,,,
Corporate Services,Admin Buildings,Premises Expenses,Rents Payable,09/08/2024,VC-003260,"-1,487.00",Revenue,Savills,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,09/08/2024,VI-119820,"4,833.32",Revenue,Saxmundham Music and Arts CIC,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,DFG REFCUS,06/08/2024,VI-119610,"4,665.21",Revenue,SC Plumbing Services,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,DFG REFCUS,20/08/2024,VI-120680,"3,433.75",Revenue,SC Plumbing Services,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Community Development,Supplies and Services,Hospitality,09/08/2024,VI-119743,309.00,Revenue,SeaHawks,,,,,,,,,,,,,,,
Corporate Services,Miscellaneous Property,Holding Account - Cash Out,Capital Expenditure,30/08/2024,VI-120880,"511,555.98",Capital,SEH French Ltd,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Software Purchases,09/08/2024,VI-119807,345.00,Revenue,Sign In App,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Development,Supplies and Services,Consultants,30/08/2024,VI-120795,"1,596.00",Revenue,SLR Consulting Ltd,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Development,Supplies and Services,Consultants,30/08/2024,VI-120796,"2,700.00",Revenue,SLR Consulting Ltd,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Development,Supplies and Services,Consultants,30/08/2024,VI-120797,"3,100.00",Revenue,SLR Consulting Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,16/08/2024,VI-120498,371.60,Revenue,Smith Brothers Timber (East Anglia) Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,16/08/2024,VI-120029,"1,521.85",Revenue,Smith Brothers Timber (East Anglia) Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,23/08/2024,VI-120935,258.93,Revenue,Smith Brothers Timber (East Anglia) Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,23/08/2024,VI-120926,924.75,Revenue,Smith Brothers Timber (East Anglia) Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,23/08/2024,VI-120923,296.50,Revenue,Smith Brothers Timber (East Anglia) Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Community Development,Supplies and Services,Grants & Contributions,23/08/2024,VI-120867,500.00,Revenue,Snape Parish Council,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Premises Expenses,Rents Payable,09/08/2024,VI-119721,300.00,Revenue,Snape Village Hall,,,,,,,,,,,,,,,
Corporate Services,Human Resources,Employee Expenses,Other Direct Salary Costs,14/08/2024,VI-120206,643.20,Revenue,Pluxee UK Ltd,,,,,,,,,,,,,,,
Leader of the Council,Corporate Management,Supplies and Services,Conference Fees,07/08/2024,VI-119012,507.30,Revenue,Solace Group Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Marketing & Promotions,23/08/2024,VI-120838,"1,200.00",Revenue,Solon Security Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,16/08/2024,VI-120556,"1,750.00",Revenue,Somerleyton Community Association,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Leisure Strategy,Supplies and Services,Equipment Hire,28/08/2024,VI-121097,958.80,Revenue,Spartan Cycle Support Systems,,,,,,,,,,,,,,,
Corporate Services,Human Resources,Employee Expenses,Medical Fees,09/08/2024,VI-119711,850.00,Revenue,Specsavers,,,,,,,,,,,,,,,
Economic Development and Transport,Parking Services,Premises Expenses,Building Services - Planned Maintenance,07/08/2024,VI-116818,"3,482.20",Revenue,P J Spillings (Builders) Ltd,,,,,,,,,,,,,,,
Corporate Services,Miscellaneous Land,Premises Expenses,Building Services - Responsive Maintenance,09/08/2024,VI-119818,"1,995.00",Revenue,P J Spillings (Builders) Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Beach,Holding Account - Cash Out,Capital Expenditure,13/08/2024,VI-120187,"5,760.67",Capital,P J Spillings (Builders) Ltd,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Regeneration,Holding Account - Cash Out,Capital Expenditure,23/08/2024,VI-120833,"28,497.58",Capital,P J Spillings (Builders) Ltd,,,,,,,,,,,,,,,
Corporate Services,Miscellaneous Land,Premises Expenses,Building Services - Responsive Maintenance,23/08/2024,VI-119212,"1,955.00",Revenue,P J Spillings (Builders) Ltd,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Holding Account - Cash In,Payroll Deductions,07/08/2024,VI-119630,"12,022.56",Revenue,Standard Life,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Premises Expenses,HRA Lifts,09/08/2024,VI-119992,"3,094.42",Revenue,Stannah Lift Service Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Premises Expenses,Asbestos,23/08/2024,VI-120941,375.08,Revenue,Stannah Lift Service Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,Surveyor Fees,16/08/2024,VI-120483,"2,755.00",Revenue,Steria Consulting Ltd,,,,,,,,,,,,,,,
Planning and Coastal Management,Planning,Supplies and Services,Other Ext Provided Services,23/08/2024,VI-120207,"1,435.08",Revenue,Storetec Services Limited,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Supplies and Services,Other Ext Provided Services,28/08/2024,VI-120785,500.00,Revenue,Store it right EA Limited,,,,,,,,,,,,,,,
Planning and Coastal Management,Coastal Management,Holding Account - Cash Out,Payments,06/08/2024,VI-117979,"2,500.00",Revenue,Suffolk County Council,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Regeneration,Supplies and Services,Grants & Contributions,06/08/2024,VI-119387,"229,353.00",Revenue,Suffolk County Council,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Development,Supplies and Services,Grants & Contributions,06/08/2024,VI-118760,"33,990.00",Revenue,Suffolk County Council,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Development,Supplies and Services,Grants & Contributions,06/08/2024,VI-118759,"50,985.00",Revenue,Suffolk County Council,,,,,,,,,,,,,,,
The Environment,Street Scene,Premises Expenses,Building Services - Responsive Maintenance,06/08/2024,VI-119381,"4,380.00",Revenue,Suffolk County Council,,,,,,,,,,,,,,,
Corporate Services,Assets and Property Services,Employee Expenses,Recruitment Advertising,07/08/2024,VI-119726,"1,622.90",Revenue,Suffolk County Council,,,,,,,,,,,,,,,
The Environment,Waste Management,Supplies and Services,Other Ext Provided Services,07/08/2024,VI-119386,725.76,Revenue,Suffolk County Council,,,,,,,,,,,,,,,
The Environment,Street Scene,Premises Expenses,Building Services - Responsive Maintenance,07/08/2024,VI-119382,480.00,Revenue,Suffolk County Council,,,,,,,,,,,,,,,
Corporate Services,Human Resources,Employee Expenses,Recruitment Advertising,14/08/2024,VI-120378,"1,635.25",Revenue,Suffolk County Council,,,,,,,,,,,,,,,
Community Health,Community Safety,Supplies and Services,Grants & Contributions,16/08/2024,VI-120272,"1,528.35",Revenue,Suffolk County Council,,,,,,,,,,,,,,,
The Environment,Street Scene,Premises Expenses,Building Services - Responsive Maintenance,16/08/2024,VI-119799,"5,250.00",Revenue,Suffolk County Council,,,,,,,,,,,,,,,
The Environment,Street Scene,Premises Expenses,Building Services - Responsive Maintenance,21/08/2024,VI-116783,"1,350.00",Revenue,Suffolk County Council,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Regeneration,Holding Account - Cash Out,Capital Expenditure,23/08/2024,VI-120875,"6,800.00",Capital,Suffolk County Council,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Harbours and Yacht Stations,Premises Expenses,Rents Payable,23/08/2024,VI-120456,"1,890.50",Revenue,Suffolk County Council,,,,,,,,,,,,,,,
Community Health,Community Safety,Supplies and Services,Grants & Contributions,28/08/2024,VI-121081,315.00,Revenue,Suffolk County Council,,,,,,,,,,,,,,,
The Environment,Street Scene,Premises Expenses,Building Services - Responsive Maintenance,01/08/2024,VI-112778,476.00,Revenue,Suffolk County Council,,,,,,,,,,,,,,,
The Environment,Street Scene,Premises Expenses,Building Services - Planned Maintenance,30/08/2024,VI-116871,"2,500.00",Revenue,Suffolk County Council,,,,,,,,,,,,,,,
Planning and Coastal Management,Planning,Employee Expenses,Recruitment Advertising,30/08/2024,VI-121192,"3,085.25",Revenue,Suffolk County Council,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Holding Account - Cash Out,Payments,19/08/2024,VI-112547,"2,807,186.34",Revenue,Suffolk County Council,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Holding Account - Cash Out,Payments,15/08/2024,VI-112561,"11,916,172.00",Revenue,Suffolk County Council,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Holding Account - Cash Out,Payments,28/08/2024,VI-121101,"917,542.28",Revenue,Suffolk County Council,,,,,,,,,,,,,,,
Leader of the Council,Corporate Management,Supplies and Services,Corporate Subscriptions,09/08/2024,VI-120014,"7,070.00",Revenue,Transport East C/O Suffolk County Council,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Holding Account - Cash Out,Payments,15/08/2024,VI-112535,"2,090,245.00",Revenue,Suffolk Police & Crime Commissioner,,,,,,,,,,,,,,,
Corporate Services,Assets and Property Services,Holding Account - Cash Out,Capital Expenditure,21/08/2024,VI-120633,903.50,Capital,Suffolk Wildlife Trust,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Management and Support,Supplies and Services,Other Ext Provided Services,30/08/2024,VI-120551,"11,562.04",Revenue,Synectics Solutions Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Leisure Strategy,Supplies and Services,Equipment Hire,21/08/2024,VI-120770,878.50,Revenue,Synergy Audio Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,16/08/2024,VI-120505,"1,500.00",Revenue,The Tale Collectors,,,,,,,,,,,,,,,
Deputy Leader and Housing,Housing Needs,Premises Expenses,Rents Payable,06/08/2024,VI-119452,525.00,Revenue,Taylor Properties Trading Limited,,,,,,,,,,,,,,,
Deputy Leader and Housing,Housing Needs,Premises Expenses,Rents Payable,30/08/2024,VI-121183,441.09,Revenue,Taylor Properties Trading Limited,,,,,,,,,,,,,,,
Deputy Leader and Housing,Housing Needs,Premises Expenses,Rent Deposits,23/08/2024,VI-120869,500.00,Revenue,Taylor Properties (Clients account),,,,,,,,,,,,,,,
Economic Development and Transport,Economic Regeneration,Holding Account - Cash Out,Capital Expenditure,29/08/2024,VC-003710,"-1,010.00",Capital,TBF Traffic Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Premises Expenses,HRA Fire Risk Assessments,13/08/2024,VI-120184,927.50,Revenue,Technicus Consulting,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Community Development,Supplies and Services,Grants & Contributions,06/08/2024,VI-118560,"2,000.00",Revenue,Theatre on the Coast,,,,,,,,,,,,,,,
Leader of the Council,Corporate Management,Supplies and Services,Furniture and Equipment,09/08/2024,VI-119345,"1,195.00",Revenue,Thompson & Morgan,,,,,,,,,,,,,,,
Planning and Coastal Management,Planning,Supplies and Services,Advertising,09/08/2024,VI-119822,286.18,Revenue,PeopleScout Ltd,,,,,,,,,,,,,,,
Planning and Coastal Management,Planning,Supplies and Services,Advertising,14/08/2024,VI-120394,471.26,Revenue,PeopleScout Ltd,,,,,,,,,,,,,,,
Corporate Services,ICT,Holding Account - Cash Out,Capital Expenditure,23/08/2024,VI-120452,"13,247.00",Capital,TM Services Audio Visual Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Leisure Strategy,Supplies and Services,Equipment Hire,30/08/2024,VI-121236,"1,000.00",Revenue,Toilets + Limited,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Leisure Strategy,Supplies and Services,Equipment Hire,30/08/2024,VI-121237,"1,210.00",Revenue,Toilets + Limited,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Marketing & Promotions,16/08/2024,VI-120292,778.67,Revenue,Total Merchandise Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Supervision and Management,Supplies and Services,Consultants,13/08/2024,VI-120235,"2,148.75",Revenue,Totalmobile Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Housing Needs,Premises Expenses,Rents Payable,09/08/2024,VI-119423,413.05,Revenue,Travelodge,,,,,,,,,,,,,,,
Deputy Leader and Housing,Housing Needs,Premises Expenses,Rents Payable,09/08/2024,VI-119425,579.65,Revenue,Travelodge,,,,,,,,,,,,,,,
Deputy Leader and Housing,Housing Needs,Premises Expenses,Rents Payable,09/08/2024,VI-119426,593.27,Revenue,Travelodge,,,,,,,,,,,,,,,
Deputy Leader and Housing,Housing Needs,Premises Expenses,Rents Payable,09/08/2024,VI-119376,331.47,Revenue,Travelodge,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,07/08/2024,VI-119086,326.55,Revenue,Travis Perkins,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,13/08/2024,VI-120190,"1,403.03",Revenue,Travis Perkins,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,13/08/2024,VI-120082,"1,449.11",Revenue,Travis Perkins,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,23/08/2024,VI-120910,316.20,Revenue,Travis Perkins,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,23/08/2024,VI-120900,"29,916.00",Revenue,Travis Perkins,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,23/08/2024,VI-120897,"3,311.89",Revenue,Travis Perkins,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,23/08/2024,VI-120896,"9,849.69",Revenue,Travis Perkins,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,28/08/2024,VI-120859,"7,342.58",Revenue,Travis Perkins,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Outdoor Leisure,Holding Account - Cash Out,Capital Expenditure,30/08/2024,VI-120562,"62,000.00",Capital,P Tuckwell Limited,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Outdoor Leisure,Holding Account - Cash Out,Capital Expenditure,30/08/2024,VI-120563,"62,000.00",Capital,P Tuckwell Limited,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,16/08/2024,VI-120461,251.97,Revenue,Tunstall Parish Council,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Management and Support,Supplies and Services,Furniture and Equipment,15/08/2024,VI-119769,"7,517.25",Revenue,Tusker,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Supplies and Services,Licence Fees,28/08/2024,VI-121040,678.00,Revenue,TV Licencing,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Supplies and Services,Licence Fees,28/08/2024,VI-121041,678.00,Revenue,TV Licencing,,,,,,,,,,,,,,,
Leader of the Council,Corporate and Democratic Management,Supplies and Services,Hardware Maintenance,09/08/2024,VI-119998,256.22,Revenue,Twofold Ltd,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Holding Account - Cash In,Payroll Deductions,06/08/2024,VI-119582,"1,357.63",Revenue,Unison Eastern Region,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Holding Account - Cash In,Payroll Deductions,28/08/2024,VI-121108,"1,323.80",Revenue,Unison Eastern Region,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Development,Supplies and Services,Consultants,13/08/2024,VI-120258,"4,500.00",Revenue,Useful Simple Group Ltd T/A Expedition,,,,,,,,,,,,,,,
Leader of the Council,Corporate and Democratic Management,Supplies and Services,Furniture and Equipment,16/08/2024,VI-116771,"5,290.61",Revenue,Versapak International Ltd,,,,,,,,,,,,,,,
Corporate Services,Assets and Property Services,Premises Expenses,Electricity,09/08/2024,VI-119071,"63,200.00",Revenue,Vertas Group Ltd,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Management and Support,Premises Expenses,Gas,13/08/2024,VI-119569,"26,118.29",Revenue,Vertas Group Ltd,,,,,,,,,,,,,,,
Leader of the Council,Corporate and Democratic Management,Supplies and Services,Other Ext Provided Services,30/08/2024,VI-120549,756.51,Revenue,Vertas Group Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Employee Expenses,Contract Staff,13/08/2024,VI-119463,"4,945.83",Revenue,Vivid Resourcing,,,,,,,,,,,,,,,
