Service Area Categorisation,Service Division Categorisation,Expenses Type,Detailed Expenses Type,Date,Transaction Number,Amount,Capital / Revenue,Supplier Name,,,,,,,,,,,,,,,
Planning and Coastal Management,Coastal Management,Holding Account - Cash Out,Capital Expenditure,05/04/2024,VI-110978,"102,562.00",Capital,Roadtechs Europe Ltd,,,,,,,,,,,,,,,
"Communities, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,19/04/2024,VI-112205,"3,959.40",Revenue,Robert Mayes Charity,,,,,,,,,,,,,,,
Deputy Leader and Housing,Housing Enabling,Long Term Liabilities,LT S106 Refunds,10/04/2024,VI-110793,"175,037.92",Revenue,Rose Builders,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Employee Expenses,Officer Professional Subscriptions,02/04/2024,VI-110791,402.00,Revenue,Royal College of Veterinary Surgeons,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Employee Expenses,Officer Professional Subscriptions,02/04/2024,VI-110790,402.00,Revenue,Royal College of Veterinary Surgeons,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Employee Expenses,Officer Professional Subscriptions,02/04/2024,VI-110774,402.00,Revenue,Royal College of Veterinary Surgeons,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Employee Expenses,Officer Professional Subscriptions,02/04/2024,VI-110773,402.00,Revenue,Royal College of Veterinary Surgeons,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Employee Expenses,Officer Professional Subscriptions,02/04/2024,VI-110765,402.00,Revenue,Royal College of Veterinary Surgeons,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Employee Expenses,Officer Professional Subscriptions,02/04/2024,VI-110775,402.00,Revenue,Royal College of Veterinary Surgeons,,,,,,,,,,,,,,,
Corporate Services,Assets and Property Services,Employee Expenses,Officer Professional Subscriptions,30/04/2024,VI-112864,539.00,Revenue,Royal Institution of Chartered Surveyors RICS,,,,,,,,,,,,,,,
Leader of the Council,Corporate and Democratic Management,Supplies and Services,Postages,02/04/2024,VI-109192,265.75,Revenue,Royal Mail,,,,,,,,,,,,,,,
Leader of the Council,Corporate and Democratic Management,Supplies and Services,Postages,19/04/2024,VI-110889,353.50,Revenue,Royal Mail,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Supplies and Services,Postages,26/04/2024,VI-111622,"1,100.59",Revenue,Royal Mail,,,,,,,,,,,,,,,
Corporate Services,Admin Buildings,Supplies and Services,Postages,02/04/2024,VI-110766,"3,303.56",Revenue,Royal Mail,,,,,,,,,,,,,,,
Corporate Services,Admin Buildings,Supplies and Services,Postages,09/04/2024,VI-111483,"1,961.84",Revenue,Royal Mail,,,,,,,,,,,,,,,
Corporate Services,Admin Buildings,Supplies and Services,Postages,10/04/2024,VI-110888,511.36,Revenue,Royal Mail,,,,,,,,,,,,,,,
Corporate Services,Admin Buildings,Supplies and Services,Postages,19/04/2024,VI-112271,"1,415.93",Revenue,Royal Mail,,,,,,,,,,,,,,,
Corporate Services,Admin Buildings,Supplies and Services,Postages,19/04/2024,VI-111813,864.34,Revenue,Royal Mail,,,,,,,,,,,,,,,
Economic Development and Transport,Parking Services,Premises Expenses,Rents Payable,05/04/2024,VI-110379,"1,062.50",Revenue,Royal Mail Group Ltd,,,,,,,,,,,,,,,
Planning and Coastal Management,Planning,Employee Expenses,Officer Professional Subscriptions,12/04/2024,VI-110955,354.00,Revenue,Royal Town Planning Institute,,,,,,,,,,,,,,,
Planning and Coastal Management,Planning,Employee Expenses,Technical Training,02/04/2024,VI-110869,280.00,Revenue,Royal Town Planning Institute,,,,,,,,,,,,,,,
Planning and Coastal Management,Planning,Employee Expenses,Technical Training,05/04/2024,VI-110870,280.00,Revenue,Royal Town Planning Institute,,,,,,,,,,,,,,,
Corporate Services,Cemeteries,Holding Account - Cash Out,Capital Expenditure,09/04/2024,VI-111465,"3,505.80",Capital,RSA Geotechnics Ltd,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Current Liabilities,Creditors - Other,23/04/2024,VI-112937,"2,506,240.73",Revenue,RSPB,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Current Liabilities,Creditors - Other,24/04/2024,VI-113646,"93,603.76",Revenue,RSPB,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Collection Fund,Expenditure not charged to Cost of Service,Parish Council Precepts,30/04/2024,VI-112491,"4,400.00",Revenue,Rumburgh Parish Council,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Current Liabilities,Creditors - Other,17/04/2024,VI-112123,"2,021.08",Revenue,Rushmere St Andrew  PC,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Collection Fund,Expenditure not charged to Cost of Service,Parish Council Precepts,30/04/2024,VI-112492,"63,150.00",Revenue,Rushmere St Andrew  PC,,,,,,,,,,,,,,,
"Communities, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,30/04/2024,VI-112833,"3,720.00",Revenue,Safer Village Driving (SAVID),,,,,,,,,,,,,,,
Corporate Services,Miscellaneous Property,Premises Expenses,Building Services - Responsive Maintenance,05/04/2024,VI-110427,668.00,Revenue,M A Salmon Services,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Supervision and Management,Supplies and Services,Bank Fees,04/04/2024,VI-111937,447.22,Revenue,Santander Corporate Bank,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Tax Collection Cost,Supplies and Services,Bank Fees,04/04/2024,VI-111936,"1,041.67",Revenue,Santander Corporate Bank,,,,,,,,,,,,,,,
"Communities, Leisure and Tourism",Caravan and Camping Sites,Employee Expenses,Contract Staff,10/04/2024,VI-111603,480.00,Revenue,Sancus Security Ltd,,,,,,,,,,,,,,,
"Communities, Leisure and Tourism",Caravan and Camping Sites,Employee Expenses,Contract Staff,24/04/2024,VI-112714,720.00,Revenue,Sancus Security Ltd,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Current Liabilities,Creditors - Other,17/04/2024,VI-112124,"1,045.91",Revenue,Saxmundham Town Council,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Collection Fund,Expenditure not charged to Cost of Service,Parish Council Precepts,30/04/2024,VI-112493,"127,025.00",Revenue,Saxmundham Town Council,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Collection Fund,Expenditure not charged to Cost of Service,Parish Council Precepts,30/04/2024,VI-112494,"8,000.00",Revenue,Saxtead Parish Council,,,,,,,,,,,,,,,
"Communities, Leisure and Tourism",Community Development,Supplies and Services,Grants & Contributions,19/04/2024,VI-112315,"1,000.00",Revenue,The Seagull Lowestoft CIC,,,,,,,,,,,,,,,
Corporate Services,ICT,Supplies and Services,Software Maintenance,16/04/2024,VI-110420,"61,249.06",Revenue,Secon Cyber Security Ltd,,,,,,,,,,,,,,,
Corporate Services,Miscellaneous Property,Holding Account - Cash Out,Capital Expenditure,05/04/2024,VI-111075,"246,723.86",Capital,SEH French Ltd,,,,,,,,,,,,,,,
"Communities, Leisure and Tourism",Caravan and Camping Sites,Supplies and Services,Health and Safety,19/04/2024,VI-112299,454.00,Revenue,Seletar Signs Ltd,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Collection Fund,Expenditure not charged to Cost of Service,Parish Council Precepts,30/04/2024,VI-112495,"8,000.00",Revenue,Shadingfield Sott Willingham Ellough PC,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Supplies and Services,Stationery,10/04/2024,VI-109070,"3,578.00",Revenue,Shaw & Sons Ltd,,,,,,,,,,,,,,,
"Communities, Leisure and Tourism",Community Development,Supplies and Services,Other Ext Provided Services,02/04/2024,VI-106692,"129,938.00",Revenue,Shaw Trust Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Supplies and Services,ICT Operational Leases,17/04/2024,VI-110244,"10,518.75",Revenue,Shelton Development Services Limited,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Collection Fund,Expenditure not charged to Cost of Service,Parish Council Precepts,30/04/2024,VI-112496,"5,500.00",Revenue,Shottisham Parish Council,,,,,,,,,,,,,,,
Leader of the Council,Corporate and Democratic Management,Employee Expenses,Technical Training,16/04/2024,VI-111729,370.00,Revenue,B R Shreeve & Sons Ltd,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Collection Fund,Expenditure not charged to Cost of Service,Parish Council Precepts,30/04/2024,VI-112497,"2,350.00",Revenue,Sibton Parish Council,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Furniture and Equipment,11/04/2024,VI-111661,282.89,Revenue,Siemens Financial Services,,,,,,,,,,,,,,,
Corporate Services,ICT,Supplies and Services,Grants & Contributions,02/04/2024,VI-110797,870.00,Revenue,Simply Southwold,,,,,,,,,,,,,,,
Community Health,Health and Wellbeing,Supplies and Services,Grants & Contributions,26/04/2024,VI-112818,"2,400.00",Revenue,SLM Community Leisure Charitable Trust,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Development,Supplies and Services,Consultants,02/04/2024,VI-109847,950.00,Revenue,SLR Consulting Ltd,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Development,Supplies and Services,Consultants,02/04/2024,VI-109845,900.00,Revenue,SLR Consulting Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,19/04/2024,VI-112309,"1,189.29",Revenue,Smith Brothers Timber (East Anglia) Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,19/04/2024,VI-112308,"1,600.00",Revenue,Smith Brothers Timber (East Anglia) Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,19/04/2024,VI-112293,"1,260.00",Revenue,Smith Brothers Timber (East Anglia) Ltd,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Current Liabilities,Creditors - Other,17/04/2024,VI-112126,333.63,Revenue,Snape Parish Council,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Collection Fund,Expenditure not charged to Cost of Service,Parish Council Precepts,30/04/2024,VI-112498,"6,619.50",Revenue,Snape Parish Council,,,,,,,,,,,,,,,
"Communities, Leisure and Tourism",Parks and Gardens,Holding Account - Cash Out,Capital Expenditure,26/04/2024,VI-112827,395.00,Capital,Robert Sneesby Health and Safety Ltd,,,,,,,,,,,,,,,
Corporate Services,Human Resources,Employee Expenses,Other Direct Salary Costs,05/04/2024,VI-109239,590.94,Revenue,Pluxee UK Ltd,,,,,,,,,,,,,,,
Corporate Services,Human Resources,Employee Expenses,Other Direct Salary Costs,19/04/2024,VI-112281,540.69,Revenue,Pluxee UK Ltd,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Software Purchases,02/04/2024,VI-110926,686.95,Revenue,Boxxe Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Grants & Contributions,23/04/2024,VI-112720,"3,000.00",Revenue,Solvadamp (East Anglia) Ltd,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Current Liabilities,Creditors - Other,17/04/2024,VI-112127,"2,793.56",Revenue,Southwold Town Council,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Collection Fund,Expenditure not charged to Cost of Service,Parish Council Precepts,30/04/2024,VI-112499,"59,275.59",Revenue,Southwold Town Council,,,,,,,,,,,,,,,
"Communities, Leisure and Tourism",Community Development,Supplies and Services,Grants & Contributions,02/04/2024,VI-107881,250.00,Revenue,Southwold and Waveney Valley Regeneration Society,,,,,,,,,,,,,,,
"Communities, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,09/04/2024,VI-111283,400.00,Revenue,Southwold & Reydon Parent & Toddler Group,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Current Liabilities,Creditors - Other,17/04/2024,VI-112128,"3,801.45",Revenue,Spexhall Parish Council,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Collection Fund,Expenditure not charged to Cost of Service,Parish Council Precepts,30/04/2024,VI-112500,"4,750.00",Revenue,Spexhall Parish Council,,,,,,,,,,,,,,,
Economic Development and Transport,Parking Services,Premises Expenses,Vandalism,02/04/2024,VI-110915,"4,977.06",Revenue,P J Spillings (Builders) Ltd,,,,,,,,,,,,,,,
Corporate Services,Miscellaneous Land,Premises Expenses,Building Services - Responsive Maintenance,02/04/2024,VI-110914,"1,939.75",Revenue,P J Spillings (Builders) Ltd,,,,,,,,,,,,,,,
Corporate Services,Miscellaneous Land,Premises Expenses,Building Services - Responsive Maintenance,02/04/2024,VI-110913,"4,189.75",Revenue,P J Spillings (Builders) Ltd,,,,,,,,,,,,,,,
"Communities, Leisure and Tourism",Concessions,Premises Expenses,Vandalism,02/04/2024,VI-110910,"4,949.62",Revenue,P J Spillings (Builders) Ltd,,,,,,,,,,,,,,,
Corporate Services,Miscellaneous Land,Premises Expenses,Building Services - Responsive Maintenance,02/04/2024,VI-110612,600.00,Revenue,P J Spillings (Builders) Ltd,,,,,,,,,,,,,,,
"Communities, Leisure and Tourism",Beach,Premises Expenses,Building Services - Planned Maintenance,05/04/2024,VI-110933,"1,612.01",Revenue,P J Spillings (Builders) Ltd,,,,,,,,,,,,,,,
"Communities, Leisure and Tourism",Outdoor Leisure,Holding Account - Cash Out,Capital Expenditure,09/04/2024,VI-111411,"2,403.71",Capital,P J Spilling (Joinery) Ltd,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Industrial Estates,Premises Expenses,Asbestos,09/04/2024,VI-111412,"4,572.66",Revenue,P J Spilling (Joinery) Ltd,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Regeneration,Holding Account - Cash Out,Capital Expenditure,26/04/2024,VI-112728,"4,350.92",Capital,P J Spilling (Joinery) Ltd,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Regeneration,Holding Account - Cash Out,Capital Expenditure,26/04/2024,VI-112729,"1,552.83",Capital,P J Spilling (Joinery) Ltd,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Regeneration,Holding Account - Cash Out,Capital Expenditure,26/04/2024,VI-112730,368.00,Capital,P J Spilling (Joinery) Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Marketing & Promotions,26/04/2024,VI-112906,780.00,Revenue,Splice Creative Ltd,,,,,,,,,,,,,,,
"Communities, Leisure and Tourism",Indoor Leisure,Holding Account - Cash Out,Capital Expenditure,12/04/2024,VI-111824,"2,190.00",Capital,The Sports Consultancy Ltd,,,,,,,,,,,,,,,
Leader of the Council,Growth Programme Partnership,Supplies and Services,Consultants,12/04/2024,VI-111856,493.99,Revenue,Squircle Creative,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Premises Expenses,HRA Lifts,30/04/2024,VI-113115,"2,282.00",Revenue,Stannah Lift Service Ltd,,,,,,,,,,,,,,,
"Communities, Leisure and Tourism",Community Development,Supplies and Services,Grants & Contributions,30/04/2024,VI-112950,538.62,Revenue,St Elizabeth Hospice,,,,,,,,,,,,,,,
Corporate Services,Cemeteries,Supplies and Services,Consultants,23/04/2024,VI-112625,550.00,Revenue,Steria Consulting Ltd,,,,,,,,,,,,,,,
Corporate Services,Cemeteries,Holding Account - Cash Out,Capital Expenditure,23/04/2024,VI-112627,950.00,Capital,Steria Consulting Ltd,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Collection Fund,Expenditure not charged to Cost of Service,Parish Council Precepts,30/04/2024,VI-112501,"2,402.40",Revenue,St James Sth Elmham Parish,,,,,,,,,,,,,,,
"Communities, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,17/04/2024,VI-111688,993.00,Revenue,St Marys Church Walton PCC,,,,,,,,,,,,,,,
Planning and Coastal Management,Planning,Supplies and Services,Other Ext Provided Services,05/04/2024,VI-109594,"1,049.83",Revenue,Storetec Services Limited,,,,,,,,,,,,,,,
Planning and Coastal Management,Planning,Supplies and Services,Other Ext Provided Services,17/04/2024,VI-111836,"1,301.47",Revenue,Storetec Services Limited,,,,,,,,,,,,,,,
Corporate Services,Human Resources,Supplies and Services,Miscellaneous Other Services,02/04/2024,VI-110877,"1,950.00",Revenue,Nick Stolerman & Associates Ltd,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Collection Fund,Expenditure not charged to Cost of Service,Parish Council Precepts,30/04/2024,VI-112502,"5,000.00",Revenue,Stratford St Andrew & Farnham Parish Council,,,,,,,,,,,,,,,
"Communities, Leisure and Tourism",Community Development,Employee Expenses,Technical Training,01/04/2024,VI-113068,"2,408.60",Revenue,Strictly People,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Collection Fund,Expenditure not charged to Cost of Service,Parish Council Precepts,30/04/2024,VI-112503,"4,623.30",Revenue,Sudbourne Parish Council,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Development,Supplies and Services,Corporate Subscriptions,19/04/2024,VI-111374,"2,195.00",Revenue,Suffolk Chamber of Commerce,,,,,,,,,,,,,,,
"Communities, Leisure and Tourism",Community Development,Supplies and Services,Grants & Contributions,09/04/2024,VI-102353,"143,900.00",Revenue,Suffolk Community Foundation,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Holding Account - Cash Out,Payments,02/04/2024,VI-110655,"15,763.20",Revenue,Suffolk County Council,,,,,,,,,,,,,,,
Economic Development and Transport,Rights of Way,Premises Expenses,Rents Payable,02/04/2024,VI-109632,"1,894.38",Revenue,Suffolk County Council,,,,,,,,,,,,,,,
"Communities, Leisure and Tourism",Community Development,Supplies and Services,Miscellaneous Other Services,05/04/2024,VI-110927,"11,086.51",Revenue,Suffolk County Council,,,,,,,,,,,,,,,
Corporate Services,Human Resources,Supplies and Services,Other Ext Provided Services,05/04/2024,VI-110847,"103,682.00",Revenue,Suffolk County Council,,,,,,,,,,,,,,,
Corporate Services,Admin Buildings,Premises Expenses,Water ,09/04/2024,VI-111388,"129,793.73",Revenue,Suffolk County Council,,,,,,,,,,,,,,,
Corporate Services,Human Resources,Supplies and Services,Miscellaneous Other Services,01/04/2024,VI-107989,"87,187.00",Revenue,Suffolk County Council,,,,,,,,,,,,,,,
The Environment,Street Scene,Premises Expenses,Building Services - Planned Maintenance,12/04/2024,VI-109854,"2,300.00",Revenue,Suffolk County Council,,,,,,,,,,,,,,,
The Environment,Environmental Protection,Employee Expenses,Recruitment Advertising,23/04/2024,VI-112648,"6,675.00",Revenue,Suffolk County Council,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Regeneration,Supplies and Services,Marketing & Promotions,24/04/2024,VI-112776,"7,500.00",Revenue,Suffolk County Council,,,,,,,,,,,,,,,
The Environment,Street Scene,Premises Expenses,Electricity,24/04/2024,VI-110666,"373,149.99",Revenue,Suffolk County Council,,,,,,,,,,,,,,,
The Environment,Waste Management,Supplies and Services,Corporate Subscriptions,24/04/2024,VI-112779,"15,690.00",Revenue,Suffolk County Council,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Management and Support,Employee Expenses,Recruitment Advertising,26/04/2024,VI-112775,"1,852.50",Revenue,Suffolk County Council,,,,,,,,,,,,,,,
The Environment,Street Scene,Premises Expenses,Building Services - Responsive Maintenance,26/04/2024,VI-112782,934.00,Revenue,Suffolk County Council,,,,,,,,,,,,,,,
The Environment,Street Scene,Premises Expenses,Building Services - Responsive Maintenance,26/04/2024,VI-112780,770.00,Revenue,Suffolk County Council,,,,,,,,,,,,,,,
The Environment,Street Scene,Premises Expenses,Building Services - Responsive Maintenance,30/04/2024,VI-109957,450.00,Revenue,Suffolk County Council,,,,,,,,,,,,,,,
The Environment,Street Scene,Premises Expenses,Building Services - Responsive Maintenance,30/04/2024,VI-112933,"1,645.00",Revenue,Suffolk County Council,,,,,,,,,,,,,,,
The Environment,Street Scene,Premises Expenses,Building Services - Responsive Maintenance,30/04/2024,VI-112934,516.00,Revenue,Suffolk County Council,,,,,,,,,,,,,,,
The Environment,Street Scene,Premises Expenses,Building Services - Responsive Maintenance,30/04/2024,VI-112935,"1,390.00",Revenue,Suffolk County Council,,,,,,,,,,,,,,,
The Environment,Street Scene,Premises Expenses,Building Services - Responsive Maintenance,30/04/2024,VI-112936,"4,500.00",Revenue,Suffolk County Council,,,,,,,,,,,,,,,
The Environment,Waste Management,Supplies and Services,Other Ext Provided Services,30/04/2024,VI-113124,"2,570.41",Revenue,Suffolk County Council,,,,,,,,,,,,,,,
The Environment,Street Scene,Premises Expenses,Building Services - Responsive Maintenance,30/04/2024,VI-113126,"1,350.00",Revenue,Suffolk County Council,,,,,,,,,,,,,,,
Economic Development and Transport,Rights of Way,Premises Expenses,Rents Payable,30/04/2024,VI-112649,"1,888.24",Revenue,Suffolk County Council,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Holding Account - Cash Out,Payments,15/04/2024,VI-112557,"11,916,173.56",Revenue,Suffolk County Council,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Holding Account - Cash Out,Payments,30/04/2024,VI-112543,"3,116,353.47",Revenue,Suffolk County Council,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Holding Account - Cash Out,Payments,30/04/2024,VI-113133,"895,317.64",Revenue,Suffolk County Council,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Regeneration,Holding Account - Cash Out,Capital Expenditure,09/04/2024,VI-111386,"6,160.00",Capital,Suffolk County Council,,,,,,,,,,,,,,,
"Communities, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,05/04/2024,VI-110697,"6,456.00",Revenue,Suffolk County FA Ltd,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Holding Account - Cash Out,Payments,15/04/2024,VI-112531,"2,090,246.61",Revenue,Suffolk Police & Crime Commissioner,,,,,,,,,,,,,,,
"Communities, Leisure and Tourism",Community Development,Supplies and Services,Grants & Contributions,05/04/2024,VI-111342,280.00,Revenue,Suffolk Wildlife Trust,,,,,,,,,,,,,,,
"Communities, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,17/04/2024,VI-111685,"4,000.00",Revenue,Suffolk GP Foundation,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,General Purchases,16/04/2024,VI-112054,523.50,Revenue,Sunhigh Ltd,,,,,,,,,,,,,,,
Planning and Coastal Management,Coastal Management,Supplies and Services,Corporate Subscriptions,09/04/2024,VI-111138,320.00,Revenue,SurveyMonkey,,,,,,,,,,,,,,,
Planning and Coastal Management,Coastal Management,Supplies and Services,Corporate Subscriptions,01/04/2024,VI-112230,320.00,Revenue,SurveyMonkey,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Software Purchases,01/04/2024,VI-112232,330.00,Revenue,SurveyMonkey,,,,,,,,,,,,,,,
Corporate Services,ICT,Supplies and Services,Software Maintenance,19/04/2024,VI-110947,"12,662.60",Revenue,Survey Monkey Europe Unlimited,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Collection Fund,Expenditure not charged to Cost of Service,Parish Council Precepts,30/04/2024,VI-112504,"3,508.76",Revenue,Sutton Parish Council,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Collection Fund,Expenditure not charged to Cost of Service,Parish Council Precepts,30/04/2024,VI-112505,"9,750.00",Revenue,Sutton Heath Parish Council,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Collection Fund,Expenditure not charged to Cost of Service,Parish Council Precepts,30/04/2024,VI-112506,"5,000.00",Revenue,Sweffling Parish Council,,,,,,,,,,,,,,,
Corporate Services,Miscellaneous Land,Holding Account - Cash Out,Capital Expenditure,12/04/2024,VI-109071,"1,200.00",Capital,Sweco UK Limited,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Regeneration,Holding Account - Cash Out,Capital Expenditure,09/04/2024,VI-111464,632.00,Capital,SWT Trading Limited,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Regeneration,Supplies and Services,Surveyor Fees,01/04/2024,VI-103641,"3,948.00",Revenue,SWT Trading Limited,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Premises Expenses,Building Services - Responsive Maintenance,09/04/2024,VI-111038,475.00,Revenue,T4 Survey Limited,,,,,,,,,,,,,,,
Economic Development and Transport,Parking Services,Supplies and Services,Software Purchases,17/04/2024,VI-110884,"1,900.00",Revenue,Taranto System Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Homelessness,Premises Expenses,Rents Payable,23/04/2024,VI-112674,441.09,Revenue,Taylor Properties Trading Limited,,,,,,,,,,,,,,,
Deputy Leader and Housing,Homelessness,Premises Expenses,Rent Deposits,02/04/2024,VI-110917,575.00,Revenue,Taylor Properties (Clients account),,,,,,,,,,,,,,,
Deputy Leader and Housing,Homelessness,Premises Expenses,Rent Deposits,16/04/2024,VI-112173,675.00,Revenue,Taylor Properties (Clients account),,,,,,,,,,,,,,,
Financial Resources and Value for Money,Collection Fund,Expenditure not charged to Cost of Service,Parish Council Precepts,30/04/2024,VI-112507,"8,816.49",Revenue,Theberton and Eastbridge Parish Council,,,,,,,,,,,,,,,
"Communities, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,19/04/2024,VI-112215,"1,305.00",Revenue,Thirst Youth Hub,,,,,,,,,,,,,,,
Planning and Coastal Management,Planning,Supplies and Services,General Purchases,09/04/2024,VI-111003,305.50,Revenue,Thomson reuters,,,,,,,,,,,,,,,
Community Health,Food and Safety,Supplies and Services,Corporate Subscriptions,12/04/2024,VI-111745,405.00,Revenue,Thorndale Communications Ltd,,,,,,,,,,,,,,,
Excluded,Bank Accounts,Current Liabilities,Creditors - Unallocated,09/04/2024,VI-111421,"1,167.73",Revenue,Thompsons Estate Offices Ltd,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Collection Fund,Expenditure not charged to Cost of Service,Parish Council Precepts,30/04/2024,VI-112508,"3,600.00",Revenue,Three Saints South Elmham Parish Council,,,,,,,,,,,,,,,
Planning and Coastal Management,Planning,Supplies and Services,Advertising,09/04/2024,VI-111423,286.18,Revenue,PeopleScout Ltd,,,,,,,,,,,,,,,
Planning and Coastal Management,Planning,Supplies and Services,Advertising,12/04/2024,VI-111764,299.40,Revenue,PeopleScout Ltd,,,,,,,,,,,,,,,
Planning and Coastal Management,Planning,Supplies and Services,Advertising,24/04/2024,VI-112771,272.96,Revenue,PeopleScout Ltd,,,,,,,,,,,,,,,
"Communities, Leisure and Tourism",Caravan and Camping Sites,Supplies and Services,Furniture and Equipment,09/04/2024,VI-111053,474.46,Revenue,Topps Tiles,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Other Office Expenses,25/04/2024,VI-112302,742.00,Revenue,Tower Leasing Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Homelessness,Premises Expenses,Rents Payable,09/04/2024,VI-111195,325.82,Revenue,Travelodge,,,,,,,,,,,,,,,
Deputy Leader and Housing,Homelessness,Premises Expenses,Rents Payable,09/04/2024,VI-111174,254.98,Revenue,Travelodge,,,,,,,,,,,,,,,
Deputy Leader and Housing,Homelessness,Premises Expenses,Rents Payable,09/04/2024,VI-111178,316.66,Revenue,Travelodge,,,,,,,,,,,,,,,
Deputy Leader and Housing,Homelessness,Premises Expenses,Rents Payable,09/04/2024,VI-111180,548.26,Revenue,Travelodge,,,,,,,,,,,,,,,
Deputy Leader and Housing,Homelessness,Premises Expenses,Rents Payable,09/04/2024,VI-111201,399.54,Revenue,Travelodge,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,16/04/2024,VC-003299,-627.90,Revenue,Travis Perkins,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,16/04/2024,VI-111726,784.50,Revenue,Travis Perkins,,,,,,,,,,,,,,,
