Service Area Categorisation,Service Division Categorisation,Expenses Type,Detailed Expenses Type,Date,Transaction Number,Amount,Capital / Revenue,Supplier Name,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Employee Expenses,Technical Training,26/06/2024,VI-116633,"5,000.00",Revenue,Marks out of tenancy Ltd,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Development,Supplies and Services,Grants & Contributions,25/06/2024,VI-116665,"4,667.50",Revenue,Market Hill Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,04/06/2024,VI-115359,909.97,Revenue,Melton Parish Council,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Development,Supplies and Services,Consultants,18/06/2024,VI-116415,"30,000.00",Revenue,MENTA - Mid Anglian Enterpirse Agency Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Supplies and Services,Architect Fees,07/06/2024,VI-115775,"17,950.00",Revenue,MEPK Architects Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Supplies and Services,Architect Fees,14/06/2024,VI-116253,"3,000.00",Revenue,MEPK Architects Ltd,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Management and Support,Supplies and Services,Other Ext Provided Services,27/06/2024,VI-116712,320.00,Revenue,Mid Suffolk District Council,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Holding Account - Cash Out,Payments,19/06/2024,VI-113628,"4,284,188.00",Revenue,"Dept Levelling Up, Housing & Communities",,,,,,,,,,,,,,,
Community Health,Licensing,Supplies and Services,Materials For Resale,14/06/2024,VI-116257,"1,591.10",Revenue,Mogo,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Premises Expenses,Rents Payable,07/06/2024,VI-115467,400.00,Revenue,Monewden Village Hall,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,07/06/2024,VI-115562,266.88,Revenue,Monthind Clean Ltd,,,,,,,,,,,,,,,
Leader of the Council,Corporate and Democratic Management,Employee Expenses,Technical Training,07/06/2024,VI-115647,900.00,Revenue,Mosaic Media Training,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Current Liabilities,Creditors - Other,14/06/2024,VI-116191,"12,692.00",Revenue,Mountain Builders,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Current Liabilities,Creditors - Other,26/06/2024,VI-116012,"11,594.00",Revenue,Mountain Builders,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Regeneration,Supplies and Services,Health and Safety,19/06/2024,VI-115966,321.50,Revenue,Munnings Supplies Ltd,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Premises Expenses,Rents Payable,04/06/2024,VI-115233,375.00,Revenue,Nacton Village Hall,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Management and Support,Supplies and Services,Conference Fees,11/06/2024,VI-115287,650.00,Revenue,National Infrastructure Planning Association,,,,,,,,,,,,,,,
Corporate Services,Admin Buildings,Premises Expenses,Rents Payable,14/06/2024,VI-116196,621.00,Revenue,Need 2 Store Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Employee Expenses,Technical Training,11/06/2024,VI-115893,750.00,Revenue,Nemco Utilities Limited,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Premises Expenses,Legionella,18/06/2024,VI-116445,401.92,Revenue,Nemco Utilities Limited,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Premises Expenses,Legionella,18/06/2024,VI-116447,401.92,Revenue,Nemco Utilities Limited,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Premises Expenses,Legionella,18/06/2024,VI-116446,436.42,Revenue,Nemco Utilities Limited,,,,,,,,,,,,,,,
Planning and Coastal Management,Planning,Supplies and Services,Advertising,04/06/2024,VI-114659,423.92,Revenue,Newsquest Media Group Ltd,,,,,,,,,,,,,,,
Planning and Coastal Management,Planning,Supplies and Services,Advertising,18/06/2024,VI-116391,423.92,Revenue,Newsquest Media Group Ltd,,,,,,,,,,,,,,,
Economic Development and Transport,Rights of Way,Supplies and Services,Advertising,25/06/2024,VI-116582,257.38,Revenue,Newsquest Media Group Ltd,,,,,,,,,,,,,,,
Planning and Coastal Management,Planning,Supplies and Services,Advertising,25/06/2024,VI-115115,508.70,Revenue,Newsquest Media Group Ltd,,,,,,,,,,,,,,,
Planning and Coastal Management,Planning,Supplies and Services,Advertising,25/06/2024,VI-115478,514.76,Revenue,Newsquest Media Group Ltd,,,,,,,,,,,,,,,
Planning and Coastal Management,Planning,Supplies and Services,Advertising,25/06/2024,VI-116484,545.04,Revenue,Newsquest Media Group Ltd,,,,,,,,,,,,,,,
Planning and Coastal Management,Planning,Supplies and Services,Advertising,28/06/2024,VI-116726,381.53,Revenue,Newsquest Media Group Ltd,,,,,,,,,,,,,,,
Leader of the Council,Management and Support,Supplies and Services,Legal Fees,14/06/2024,VI-116227,"7,993.75",Revenue,Norfolk County Council,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,DFG REFCUS,14/06/2024,VI-116311,646.99,Revenue,Norfolk Stairlifts,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Marketing & Promotions,04/06/2024,VI-115163,"5,700.00",Revenue,Norris Media Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Marketing & Promotions,04/06/2024,VI-115162,950.00,Revenue,Norris Media Ltd,,,,,,,,,,,,,,,
Corporate Services,Miscellaneous Property,Supplies and Services,Other Ext Provided Services,14/06/2024,VI-116237,"19,850.17",Revenue,NWES Property Services Ltd,,,,,,,,,,,,,,,
Corporate Services,Miscellaneous Property,Supplies and Services,Other Ext Provided Services,14/06/2024,VI-116238,"27,358.72",Revenue,NWES Property Services Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Holding Account - Cash Out,Capital Expenditure,21/06/2024,VI-116467,"23,604.72",Capital,M S Oakes Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Holding Account - Cash Out,Capital Expenditure,04/06/2024,VI-115158,320.00,Capital,Oaks CCTV Ltd,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Management and Support,Supplies and Services,Corporate Subscriptions,26/06/2024,VI-116529,"2,310.00",Revenue,Ocean Media Group Ltd,,,,,,,,,,,,,,,
Corporate Services,Miscellaneous Land,Premises Expenses,Vandalism,04/06/2024,VI-115202,500.00,Revenue,Odd Bods exterior cleaning specialist Ltd,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Management and Support,Employee Expenses,Recruitment Advertising,19/06/2024,VI-115178,"2,587.50",Revenue,Opus People Solutions Ltd,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Management and Support,Employee Expenses,Recruitment Advertising,19/06/2024,VI-115230,"2,587.50",Revenue,Opus People Solutions Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Holding Account - Cash Out,Capital Expenditure,25/06/2024,VI-116557,"221,566.72",Capital,Orwell Housing Association,,,,,,,,,,,,,,,
Planning and Coastal Management,Coastal Management,Supplies and Services,Clothing & Uniforms,04/06/2024,VI-115249,904.42,Revenue,The Outdoors Company,,,,,,,,,,,,,,,
Corporate Services,Miscellaneous Land,Premises Expenses,Building Services - Planned Maintenance,07/06/2024,VI-115645,"7,939.00",Revenue,Ovamill Ltd,,,,,,,,,,,,,,,
Corporate Services,Public Conveniences,Holding Account - Cash Out,Capital Expenditure,11/06/2024,VI-115921,"9,094.55",Capital,Ovamill Ltd,,,,,,,,,,,,,,,
Corporate Services,Assets and Property Services,Employee Expenses,Contract Staff,11/06/2024,VI-115245,"4,125.00",Revenue,The Oyster Partnership,,,,,,,,,,,,,,,
Corporate Services,Assets and Property Services,Employee Expenses,Contract Staff,11/06/2024,VI-115954,"3,300.00",Revenue,The Oyster Partnership,,,,,,,,,,,,,,,
Corporate Services,Assets and Property Services,Employee Expenses,Contract Staff,25/06/2024,VI-116623,"4,125.00",Revenue,The Oyster Partnership,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Employee Expenses,Contract Staff,26/06/2024,VI-116627,"1,937.34",Revenue,The Oyster Partnership,,,,,,,,,,,,,,,
Corporate Services,Assets and Property Services,Employee Expenses,Contract Staff,28/06/2024,VI-116626,"4,125.00",Revenue,The Oyster Partnership,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Premises Expenses,Rents Payable,14/06/2024,VI-115757,250.00,Revenue,1st Pakefield Scout Group,,,,,,,,,,,,,,,
Corporate Services,Miscellaneous Property,Premises Expenses,Building Services - Planned Maintenance,14/06/2024,VI-116169,310.00,Revenue,John Palmer Window Cleaning,,,,,,,,,,,,,,,
Deputy Leader and Housing,Housing Needs,Premises Expenses,Rents Payable,21/06/2024,VI-116544,275.07,Revenue,Parker Developments (East Anglia) Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Housing Needs,Premises Expenses,Rent Deposits,21/06/2024,VI-116491,402.50,Revenue,Parker Developments (East Anglia) Ltd,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Regeneration,Holding Account - Cash Out,Capital Expenditure,21/06/2024,VI-116548,"2,100.00",Capital,PCL Building Consultancy Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Outdoor Leisure,Premises Expenses,Building Services - Planned Maintenance,07/06/2024,VI-115609,"1,600.00",Revenue,Pearce and Kemp Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Harbours and Yacht Stations,Premises Expenses,Asbestos,07/06/2024,VI-115705,365.00,Revenue,Pennington Choices Ltd,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Industrial Estates,Premises Expenses,Asbestos,07/06/2024,VI-115704,332.95,Revenue,Pennington Choices Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,Consultants,14/06/2024,VI-115992,"7,522.47",Revenue,Pennington Choices Ltd,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Holding Account - Cash Out,Payments,07/06/2024,VI-115605,"3,290.40",Revenue,Pier Marketing Limited,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Industrial Estates,Premises Expenses,Building Services - Responsive Maintenance,26/06/2024,VI-116679,448.00,Revenue,Pitkin & Ruddock Limited,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Indoor Leisure,Supplies and Services,Machine Repair & Maintenance,05/06/2024,VI-114733,"7,949.58",Revenue,Places for People,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Indoor Leisure,Supplies and Services,Machine Repair & Maintenance,05/06/2024,VI-114736,"7,509.14",Revenue,Places for People,,,,,,,,,,,,,,,
Community Health,Health and Wellbeing,Supplies and Services,Grants & Contributions,05/06/2024,VI-114340,945.00,Revenue,Places for People,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Indoor Leisure,Premises Expenses,Minor Improvements,21/06/2024,VI-116537,"30,695.43",Revenue,Places for People,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Indoor Leisure,Third Party Payments,Private Contractors,05/06/2024,VI-115071,"11,845.09",Revenue,Places for people,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Indoor Leisure,Third Party Payments,Private Contractors,05/06/2024,VI-115072,"11,845.09",Revenue,Places for people,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Indoor Leisure,Third Party Payments,Private Contractors,18/06/2024,VI-116299,"11,845.09",Revenue,Places for people,,,,,,,,,,,,,,,
Leader of the Council,Corporate and Democratic Management,Premises Expenses,Rents Payable,14/06/2024,VI-115251,250.00,Revenue,Playford Parish Hall,,,,,,,,,,,,,,,
Planning and Coastal Management,Planning,Customer and Client Receipts,Outside Scope Application Fees,18/06/2024,VI-116179,258.00,Revenue,Planning Portal,,,,,,,,,,,,,,,
Planning and Coastal Management,Planning,Customer and Client Receipts,Outside Scope Application Fees,25/06/2024,VI-116496,293.00,Revenue,Planning Portal,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Premises Expenses,Rents Payable,07/06/2024,VI-115561,"43,830.00",Revenue,Port of Felixstowe,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Development,Employee Expenses,Contract Staff,28/06/2024,VI-116738,"34,527.38",Revenue,Port of Felixstowe,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Premises Expenses,"HRA Drainage, Pumping Stat etc",11/06/2024,VI-115972,350.00,Revenue,Precision Pipework Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Premises Expenses,Building Services - Responsive Maintenance,11/06/2024,VI-115971,"1,001.88",Revenue,Precision Pipework Ltd,,,,,,,,,,,,,,,
The Environment,Environmental Protection,Supplies and Services,Hotel Accommodation,11/06/2024,VI-115544,390.00,Revenue,Premier Inn,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,DFG REFCUS,18/06/2024,VI-116345,"6,018.00",Revenue,4Principles Construction Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Premises Expenses,HRA Door Entry/Security,19/06/2024,VI-116395,"4,008.31",Revenue,Protect and Detect Systems Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Beach,Premises Expenses,Building Services - Planned Maintenance,14/06/2024,VI-116245,559.00,Revenue,Pro-Servicing Ltd,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Analysts/Vets Fees,04/06/2024,VI-115365,574.75,Revenue,Public Analyst Scientific Services,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Analysts/Vets Fees,04/06/2024,VI-115366,"5,232.15",Revenue,Public Analyst Scientific Services,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Analysts/Vets Fees,07/06/2024,VI-115673,"5,831.51",Revenue,Public Analyst Scientific Services,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Analysts/Vets Fees,07/06/2024,VI-115539,592.90,Revenue,Public Analyst Scientific Services,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Analysts/Vets Fees,11/06/2024,VI-115888,"1,439.90",Revenue,Public Analyst Scientific Services,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Analysts/Vets Fees,14/06/2024,VI-115848,"14,089.33",Revenue,Public Analyst Scientific Services,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Analysts/Vets Fees,18/06/2024,VI-116367,"9,544.81",Revenue,Public Analyst Scientific Services,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Analysts/Vets Fees,18/06/2024,VI-116412,574.75,Revenue,Public Analyst Scientific Services,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Analysts/Vets Fees,21/06/2024,VI-116560,"1,143.45",Revenue,Public Analyst Scientific Services,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Other Financial Transactions,Expenditure not charged to Cost of Service,Finance Lease Interest Payable,03/06/2024,VI-115846,"60,882.33",Revenue,Pulse Fitness,,,,,,,,,,,,,,,
Corporate Services,ICT,Employee Expenses,Technical Training,11/06/2024,VI-115818,"1,398.00",Revenue,QA Ltd,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Development,Supplies and Services,Conference Fees,04/06/2024,VI-115077,940.00,Revenue,Quatreus Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,DFG REFCUS,04/06/2024,VI-115270,"6,510.52",Revenue,Ramp and Mobility Solutions,,,,,,,,,,,,,,,
Planning and Coastal Management,Building Control,Supplies and Services,Other Ext Provided Services,19/06/2024,VI-116456,283.33,Revenue,The Randolph Hotel,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,14/06/2024,VI-115416,761.45,Revenue,Raventree Ltd T/A Premiere Kitchens,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,14/06/2024,VI-115417,"1,021.00",Revenue,Raventree Ltd T/A Premiere Kitchens,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,14/06/2024,VI-115858,"1,081.95",Revenue,Raventree Ltd T/A Premiere Kitchens,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,14/06/2024,VI-115860,762.95,Revenue,Raventree Ltd T/A Premiere Kitchens,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,18/06/2024,VI-116449,920.70,Revenue,Raventree Ltd T/A Premiere Kitchens,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,18/06/2024,VI-116450,"1,976.42",Revenue,Raventree Ltd T/A Premiere Kitchens,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Supplies and Services,Consultants,07/06/2024,VI-115572,"2,950.00",Revenue,Real Consulting LLP,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Caravan and Camping Sites,Employee Expenses,Qualification Training,04/06/2024,VI-115168,530.00,Revenue,Red Stag Training Ltd,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Holding Account - Cash Out,Capital Expenditure,04/06/2024,VI-115213,"3,125.00",Capital,Reed Specialist Recruitment,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Holding Account - Cash Out,Capital Expenditure,04/06/2024,VI-115215,"3,292.00",Capital,Reed Specialist Recruitment,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Holding Account - Cash Out,Capital Expenditure,04/06/2024,VI-115217,"4,040.10",Capital,Reed Specialist Recruitment,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Holding Account - Cash Out,Capital Expenditure,11/06/2024,VI-115984,"4,488.75",Capital,Reed Specialist Recruitment,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Holding Account - Cash Out,Capital Expenditure,11/06/2024,VI-115981,"3,291.75",Capital,Reed Specialist Recruitment,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Holding Account - Cash Out,Capital Expenditure,11/06/2024,VI-115980,"2,633.40",Capital,Reed Specialist Recruitment,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Holding Account - Cash Out,Capital Expenditure,11/06/2024,VI-115979,"3,125.00",Capital,Reed Specialist Recruitment,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Holding Account - Cash Out,Capital Expenditure,12/06/2024,VI-116011,"3,591.00",Capital,Reed Specialist Recruitment,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Holding Account - Cash Out,Capital Expenditure,18/06/2024,VI-116141,"3,291.75",Capital,Reed Specialist Recruitment,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Holding Account - Cash Out,Capital Expenditure,18/06/2024,VI-116342,"4,488.75",Capital,Reed Specialist Recruitment,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Holding Account - Cash Out,Capital Expenditure,26/06/2024,VI-116695,"3,291.75",Capital,Reed Specialist Recruitment,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Holding Account - Cash Out,Capital Expenditure,26/06/2024,VI-116702,"3,125.00",Capital,Reed Specialist Recruitment,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Holding Account - Cash Out,Capital Expenditure,26/06/2024,VI-116703,"4,488.75",Capital,Reed Specialist Recruitment,,,,,,,,,,,,,,,
Corporate Services,Miscellaneous Property,Holding Account - Cash Out,Capital Expenditure,26/06/2024,VI-115716,"28,511.68",Capital,Retain Roofing,,,,,,,,,,,,,,,
The Environment,Environmental Protection,Employee Expenses,Technical Training,18/06/2024,VI-115721,995.00,Revenue,RH Environmental Ltd,,,,,,,,,,,,,,,
Corporate Services,Human Resources,Employee Expenses,HR Corporate Training,21/06/2024,VI-115533,"1,800.00",Revenue,Richard Wills Training Associates,,,,,,,,,,,,,,,
Corporate Services,ICT,Supplies and Services,Other Office Expenses,07/06/2024,VI-115372,"2,352.36",Revenue,Riso (UK) Limited,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Supplies and Services,Consultants,07/06/2024,VI-115608,"2,000.00",Revenue,Robson Frankham Ltd,,,,,,,,,,,,,,,
Corporate Services,Miscellaneous Property,Premises Expenses,Building Services - Planned Maintenance,19/06/2024,VI-116221,"1,741.00",Revenue,Rock Compliance Limited,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Employee Expenses,Officer Professional Subscriptions,05/06/2024,VI-115414,437.00,Revenue,Royal College of Veterinary Surgeons,,,,,,,,,,,,,,,
Corporate Services,Assets and Property Services,Employee Expenses,HR Corporate Training,11/06/2024,VI-115578,663.00,Revenue,RICS,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Supplies and Services,Postages,06/06/2024,VI-114287,"1,267.14",Revenue,Royal Mail,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Supplies and Services,Postages,05/06/2024,VI-114379,"1,223.04",Revenue,Royal Mail,,,,,,,,,,,,,,,
Leader of the Council,Corporate and Democratic Management,Supplies and Services,Postages,01/06/2024,VI-116002,590.56,Revenue,Royal Mail,,,,,,,,,,,,,,,
Leader of the Council,Corporate and Democratic Management,Supplies and Services,Postages,21/06/2024,VI-115508,725.28,Revenue,Royal Mail,,,,,,,,,,,,,,,
Leader of the Council,Corporate and Democratic Management,Supplies and Services,Postages,28/06/2024,VI-115723,582.65,Revenue,Royal Mail,,,,,,,,,,,,,,,
Leader of the Council,Corporate and Democratic Management,Supplies and Services,Postages,12/06/2024,VI-118013,590.56,Revenue,Royal Mail,,,,,,,,,,,,,,,
Corporate Services,Admin Buildings,Supplies and Services,Postages,07/06/2024,VI-115550,"1,366.13",Revenue,Royal Mail,,,,,,,,,,,,,,,
Leader of the Council,Corporate and Democratic Management,Supplies and Services,Postages,07/06/2024,VI-115098,495.27,Revenue,Royal Mail,,,,,,,,,,,,,,,
Corporate Services,Admin Buildings,Supplies and Services,Postages,18/06/2024,VI-116181,"1,707.71",Revenue,Royal Mail,,,,,,,,,,,,,,,
Corporate Services,Admin Buildings,Supplies and Services,Postages,21/06/2024,VI-116494,"1,345.08",Revenue,Royal Mail,,,,,,,,,,,,,,,
Corporate Services,Admin Buildings,Supplies and Services,Postages,21/06/2024,VC-003210,-654.36,Revenue,Royal Mail,,,,,,,,,,,,,,,
Corporate Services,Admin Buildings,Supplies and Services,Postages,28/06/2024,VI-116767,"1,390.95",Revenue,Royal Mail,,,,,,,,,,,,,,,
Corporate Services,Cemeteries,Holding Account - Cash Out,Capital Expenditure,11/06/2024,VI-115644,"12,145.20",Capital,RSA Geotechnics Ltd,,,,,,,,,,,,,,,
Corporate Services,Cemeteries,Holding Account - Cash Out,Capital Expenditure,28/06/2024,VI-116787,"4,008.00",Capital,RSA Geotechnics Ltd,,,,,,,,,,,,,,,
Corporate Services,Cemeteries,Holding Account - Cash Out,Capital Expenditure,28/06/2024,VI-116786,"6,174.00",Capital,RSA Geotechnics Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Supervision and Management,Supplies and Services,Bank Fees,05/06/2024,VI-116198,438.41,Revenue,Santander Corporate Bank,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Tax Collection Cost,Supplies and Services,Bank Fees,05/06/2024,VI-116199,"1,311.83",Revenue,Santander Corporate Bank,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Caravan and Camping Sites,Employee Expenses,Contract Staff,25/06/2024,VI-116489,"1,800.00",Revenue,Sancus Security Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Community Development,Supplies and Services,Grants & Contributions,07/06/2024,VI-115650,970.00,Revenue,Saxmundham Music and Arts CIC,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Community Development,Supplies and Services,Grants & Contributions,14/06/2024,VI-116112,"2,000.00",Revenue,The Seagull Lowestoft CIC,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Software Purchases,07/06/2024,VI-115522,"20,400.00",Revenue,Secon Cyber Security Ltd,,,,,,,,,,,,,,,
Corporate Services,Miscellaneous Property,Holding Account - Cash Out,Capital Expenditure,28/06/2024,VI-116772,"238,153.38",Capital,SEH French Ltd,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Software Purchases,26/06/2024,VI-116722,"8,722.88",Revenue,Sharp Business Systems UK PLC,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Supplies and Services,Stationery,28/06/2024,VI-116794,"2,430.80",Revenue,Shaw & Sons Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Community Development,Supplies and Services,Grants & Contributions,18/06/2024,VI-116025,"33,333.67",Revenue,Shaw Trust Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Community Development,Supplies and Services,Grants & Contributions,18/06/2024,VI-116026,"45,500.00",Revenue,Shaw Trust Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,19/06/2024,VI-116464,300.00,Revenue,Shottisham Parish Council,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Development,Supplies and Services,Consultants,04/06/2024,VI-115205,"3,305.00",Revenue,SLR Consulting Ltd,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Development,Supplies and Services,Consultants,19/06/2024,VI-116119,444.55,Revenue,SLR Consulting Ltd,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Development,Supplies and Services,Consultants,19/06/2024,VI-116120,"2,346.59",Revenue,SLR Consulting Ltd,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Development,Supplies and Services,Consultants,19/06/2024,VI-116474,761.00,Revenue,SLR Consulting Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,14/06/2024,VI-115660,284.78,Revenue,Smith Brothers Timber (East Anglia) Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,18/06/2024,VI-116404,"2,541.60",Revenue,Smith Brothers Timber (East Anglia) Ltd,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Premises Expenses,Rents Payable,07/06/2024,VI-115594,300.00,Revenue,Snape Village Hall,,,,,,,,,,,,,,,
Corporate Services,Human Resources,Employee Expenses,Other Direct Salary Costs,12/06/2024,VI-115773,643.20,Revenue,Pluxee UK Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,04/06/2024,VI-115177,"1,000.00",Revenue,Southwold Sailing Club,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Community Development,Supplies and Services,Grants & Contributions,14/06/2024,VI-115993,"1,000.00",Revenue,Southwold Sailing Club,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Regeneration,Holding Account - Cash Out,Capital Expenditure,04/06/2024,VI-115243,"283,588.87",Capital,P J Spillings (Builders) Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Supplies and Services,Consultants,04/06/2024,VI-113214,794.88,Revenue,P J Spillings (Builders) Ltd,,,,,,,,,,,,,,,
Corporate Services,Miscellaneous Property,Holding Account - Cash Out,Capital Expenditure,14/06/2024,VI-116251,"8,525.00",Capital,P J Spillings (Builders) Ltd,,,,,,,,,,,,,,,
