Service Area Categorisation,Service Division Categorisation,Expenses Type,Detailed Expenses Type,Date,Transaction Number,Amount,Capital / Revenue,Supplier Name,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Premises Expenses,Rents Payable,10/05/2024,VI-113687,400.00,Revenue,St Marys Church Walton PCC,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Premises Expenses,Rents Payable,10/05/2024,VI-113682,400.00,Revenue,St Marys Church Walton PCC,,,,,,,,,,,,,,,
Planning and Coastal Management,Planning,Supplies and Services,Other Ext Provided Services,15/05/2024,VI-114129,"1,141.70",Revenue,Storetec Services Limited,,,,,,,,,,,,,,,
Leader of the Council,Corporate Management,Supplies and Services,General Purchases,10/05/2024,VI-113346,520.00,Revenue,Suffolk Agricultural Assoc,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Development,Supplies and Services,Corporate Subscriptions,03/05/2024,VI-113179,"1,000.00",Revenue,Suffolk County Council,,,,,,,,,,,,,,,
Leader of the Council,Corporate Management,Supplies and Services,Corporate Subscriptions,03/05/2024,VI-113326,"18,021.09",Revenue,Suffolk County Council,,,,,,,,,,,,,,,
Leader of the Council,Growth Programme Partnership,Supplies and Services,Consultants,03/05/2024,VI-113324,"21,550.00",Revenue,Suffolk County Council,,,,,,,,,,,,,,,
The Environment,Waste Management,Supplies and Services,Corporate Subscriptions,10/05/2024,VI-113863,"9,170.43",Revenue,Suffolk County Council,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Management and Support,Employee Expenses,Recruitment Advertising,10/05/2024,VI-113861,"3,967.50",Revenue,Suffolk County Council,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Employee Expenses,Recruitment Advertising,15/05/2024,VI-114199,"1,555.50",Revenue,Suffolk County Council,,,,,,,,,,,,,,,
Planning and Coastal Management,Planning,Supplies and Services,Other Ext Provided Services,21/05/2024,VI-113125,"2,265.00",Revenue,Suffolk County Council,,,,,,,,,,,,,,,
Planning and Coastal Management,Planning,Supplies and Services,Corporate Subscriptions,21/05/2024,VI-114444,"1,330.00",Revenue,Suffolk County Council,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Regeneration,Supplies and Services,Grants & Contributions,22/05/2024,VI-114602,"19,336.69",Revenue,Suffolk County Council,,,,,,,,,,,,,,,
The Environment,Street Scene,Premises Expenses,Building Services - Responsive Maintenance,24/05/2024,VI-114514,"1,350.00",Revenue,Suffolk County Council,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Employee Expenses,Recruitment Advertising,24/05/2024,VI-114601,"3,277.75",Revenue,Suffolk County Council,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Development,Holding Account - Cash In,Grant,29/05/2024,VI-114721,"14,025.00",Revenue,Suffolk County Council,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Holding Account - Cash Out,Payments,15/05/2024,VI-112558,"12,320,850.30",Revenue,Suffolk County Council,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Holding Account - Cash Out,Payments,20/05/2024,VI-112544,"3,116,353.47",Revenue,Suffolk County Council,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Collection Fund,Expenditure not charged to Cost of Service,Tariff Payment to Suffolk County Council,20/05/2024,VI-114726,"83,462.32",Revenue,Suffolk County Council,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Holding Account - Cash Out,Payments,31/05/2024,VI-115179,"898,640.66",Revenue,Suffolk County Council,,,,,,,,,,,,,,,
Corporate Services,Customer Services and Complaints,Premises Expenses,Rents Payable,08/05/2024,VI-113440,520.00,Revenue,Suffolk Libraries IPS Ltd,,,,,,,,,,,,,,,
Corporate Services,Customer Services and Complaints,Premises Expenses,Rents Payable,08/05/2024,VI-113442,910.00,Revenue,Suffolk Libraries IPS Ltd,,,,,,,,,,,,,,,
Corporate Services,Customer Services and Complaints,Premises Expenses,Rents Payable,08/05/2024,VI-113443,520.00,Revenue,Suffolk Libraries IPS Ltd,,,,,,,,,,,,,,,
Corporate Services,Customer Services and Complaints,Premises Expenses,Rents Payable,08/05/2024,VI-113444,520.00,Revenue,Suffolk Libraries IPS Ltd,,,,,,,,,,,,,,,
Corporate Services,Customer Services and Complaints,Premises Expenses,Rents Payable,08/05/2024,VI-113445,520.00,Revenue,Suffolk Libraries IPS Ltd,,,,,,,,,,,,,,,
Corporate Services,Customer Services and Complaints,Premises Expenses,Rents Payable,08/05/2024,VI-113446,520.00,Revenue,Suffolk Libraries IPS Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,01/05/2024,VI-113201,"10,000.00",Revenue,Suffolk Mind,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Holding Account - Cash Out,Payments,15/05/2024,VI-112532,"2,161,265.10",Revenue,Suffolk Police & Crime Commissioner,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Community Development,Supplies and Services,Grants & Contributions,17/05/2024,VI-114162,400.00,Revenue,Suffolk Wildlife Trust,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Development,Supplies and Services,Consultants,24/05/2024,VI-114595,"12,250.00",Revenue,SUMO Services Limited,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Community Development,Supplies and Services,Grants & Contributions,14/05/2024,VI-114086,280.00,Revenue,Sunrise Academy,,,,,,,,,,,,,,,
Planning and Coastal Management,Coastal Management,Supplies and Services,Furniture and Equipment,10/05/2024,VI-113288,"14,508.00",Revenue,Sunbelt Rentals Limited,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Regeneration,Supplies and Services,Consultants,10/05/2024,VI-112057,"1,608.72",Revenue,Sustrans Limited,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,DFG REFCUS,14/05/2024,VI-114080,"8,582.98",Revenue,T A K Building Maintenance Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,DFG REFCUS,14/05/2024,VI-114081,"1,627.00",Revenue,T A K Building Maintenance Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,DFG REFCUS,22/05/2024,VI-114566,"7,478.89",Revenue,T A K Building Maintenance Ltd,,,,,,,,,,,,,,,
Corporate Services,ICT,Supplies and Services,Software Maintenance,15/05/2024,VI-112879,"53,537.67",Revenue,Taranto System Ltd,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Management and Support,Supplies and Services,Hardware Maintenance,24/05/2024,VI-114768,271.50,Revenue,Taranto System Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Homelessness,Premises Expenses,Rents Payable,29/05/2024,VI-115051,550.00,Revenue,Taylor Holdings,,,,,,,,,,,,,,,
Deputy Leader and Housing,Homelessness,Premises Expenses,Rents Payable,21/05/2024,VI-114426,441.09,Revenue,Taylor Properties Trading Limited,,,,,,,,,,,,,,,
Deputy Leader and Housing,Homelessness,Premises Expenses,Rent Deposits,01/05/2024,VI-113216,625.00,Revenue,Taylor Properties (Clients account),,,,,,,,,,,,,,,
Deputy Leader and Housing,Homelessness,Premises Expenses,Rent Deposits,29/05/2024,VI-115050,625.00,Revenue,Taylor Properties (Clients account),,,,,,,,,,,,,,,
Economic Development and Transport,Economic Regeneration,Holding Account - Cash Out,Capital Expenditure,24/05/2024,VI-114688,"1,010.00",Capital,TBF Traffic Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Parks and Gardens,Holding Account - Cash Out,Capital Expenditure,14/05/2024,VI-113876,"1,538.75",Capital,Technicus Consulting,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,24/05/2024,VI-114795,250.00,Revenue,Theberton and Eastbridge Parish Council,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Community Development,Supplies and Services,Grants & Contributions,17/05/2024,VI-110647,"2,919.00",Revenue,The Offshoot Foundation,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,17/05/2024,VI-114246,600.00,Revenue,Theatre on the Coast,,,,,,,,,,,,,,,
Leader of the Council,Management and Support,Supplies and Services,Corporate Subscriptions,08/05/2024,VI-104830,"1,697.13",Revenue,Thomson Reuters,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Software Purchases,31/05/2024,VI-115137,"4,999.00",Revenue,Titan HQ c/o Copperfasten Technologies,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Harbours and Yacht Stations,Supplies and Services,Advertising,14/05/2024,VI-113836,"2,227.50",Revenue,PeopleScout Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Harbours and Yacht Stations,Supplies and Services,Advertising,15/05/2024,VI-114213,"2,192.50",Revenue,PeopleScout Ltd,,,,,,,,,,,,,,,
Planning and Coastal Management,Planning,Supplies and Services,Advertising,22/05/2024,VI-114604,352.28,Revenue,PeopleScout Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Miscellaneous Other Services,21/05/2024,VI-114472,808.67,Revenue,Total Merchandise Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Homelessness,Premises Expenses,Rents Payable,10/05/2024,VI-113355,422.46,Revenue,Travelodge,,,,,,,,,,,,,,,
Deputy Leader and Housing,Homelessness,Premises Expenses,Rents Payable,10/05/2024,VI-113358,368.30,Revenue,Travelodge,,,,,,,,,,,,,,,
Deputy Leader and Housing,Homelessness,Premises Expenses,Rents Payable,10/05/2024,VI-113364,301.62,Revenue,Travelodge,,,,,,,,,,,,,,,
Deputy Leader and Housing,Homelessness,Premises Expenses,Rents Payable,10/05/2024,VI-113382,326.64,Revenue,Travelodge,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,17/05/2024,VI-113161,"7,045.48",Revenue,Travis Perkins,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,Furniture and Equipment,17/05/2024,VI-114170,"15,522.35",Revenue,Travis Perkins,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,21/05/2024,VI-114515,268.44,Revenue,Travis Perkins,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,21/05/2024,VI-114518,588.55,Revenue,Travis Perkins,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,24/05/2024,VI-114754,"2,643.26",Revenue,Travis Perkins,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,24/05/2024,VI-114558,"24,024.59",Revenue,Travis Perkins,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Cost of Capital and Similar Charges,Holding Account - Cash Out,Capital Expenditure,24/05/2024,VI-114352,"5,002.69",Capital,Trail Services UK Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,15/05/2024,VI-113415,645.51,Revenue,Trimley Red Devils,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Revenue Grants,Supplies and Services,Conference Fees,17/05/2024,VI-114302,"6,295.00",Revenue,Trinity Park Events Ltd,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Management and Support,Supplies and Services,Furniture and Equipment,15/05/2024,VI-114640,"5,035.11",Revenue,Tusker,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,01/05/2024,VI-113222,315.00,Revenue,Ufford Parish Council,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Regeneration,Holding Account - Cash Out,Capital Expenditure,21/05/2024,VI-114506,"1,105.78",Capital,UK Power Networks,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Regeneration,Supplies and Services,Grants & Contributions,14/05/2024,VI-113656,"4,464.00",Revenue,UK Properties,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Holding Account - Cash In,Payroll Deductions,01/05/2024,VI-113150,"1,371.56",Revenue,Unison Eastern Region,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Holding Account - Cash In,Payroll Deductions,31/05/2024,VI-115186,"1,371.56",Revenue,Unison Eastern Region,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Hospitality,21/05/2024,VI-114404,"2,044.50",Revenue,University of Suffolk,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Premises Expenses,Rents Payable,24/05/2024,VI-114690,450.00,Revenue,Uplands Community Association,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Development,Supplies and Services,Consultants,14/05/2024,VI-113957,"2,000.00",Revenue,Useful Simple Group Ltd T/A Expedition,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Supplies and Services,Surveyor Fees,03/05/2024,VI-113322,"5,250.00",Revenue,Richard Utting LLP,,,,,,,,,,,,,,,
Planning and Coastal Management,Planning,Supplies and Services,Consultants,08/05/2024,VI-112834,"2,000.00",Revenue,Valuation Office Agency,,,,,,,,,,,,,,,
Deputy Leader and Housing,Homelessness,Premises Expenses,Rents Payable,21/05/2024,VI-114431,376.34,Revenue,Valtec Properties Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Homelessness,Premises Expenses,Rents Payable,21/05/2024,VI-114432,441.09,Revenue,Valtec Properties Ltd,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Management and Support,Premises Expenses,Electricity,08/05/2024,VI-113351,"165,001.10",Revenue,Vertas Group Ltd,,,,,,,,,,,,,,,
Corporate Services,Admin Buildings,Supplies and Services,Postages,21/05/2024,VC-003413,-621.87,Revenue,Vertas Group Ltd,,,,,,,,,,,,,,,
Corporate Services,Admin Buildings,Supplies and Services,Postages,21/05/2024,VC-003345,"-1,339.73",Revenue,Vertas Group Ltd,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Premises Expenses,Rents Payable,21/05/2024,VI-113293,"1,039.22",Revenue,Vertas Group Ltd,,,,,,,,,,,,,,,
Corporate Services,Admin Buildings,Supplies and Services,Postages,21/05/2024,VI-110658,"2,679.46",Revenue,Vertas Group Ltd,,,,,,,,,,,,,,,
Corporate Services,Admin Buildings,Supplies and Services,Postages,21/05/2024,VI-113251,"2,366.13",Revenue,Vertas Group Ltd,,,,,,,,,,,,,,,
Corporate Services,Admin Buildings,Supplies and Services,Postages,29/05/2024,VI-114756,799.36,Revenue,Vertas Group Ltd,,,,,,,,,,,,,,,
Corporate Services,Miscellaneous Land,Holding Account - Cash Out,Capital Expenditure,10/05/2024,VI-113466,"1,336.55",Capital,Richard Vest Architectural Design Ltd,,,,,,,,,,,,,,,
Leader of the Council,Corporate Management,Supplies and Services,General Purchases,10/05/2024,VI-113339,410.00,Revenue,The Victoria Hotel,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,31/05/2024,VI-115173,635.00,Revenue,Village Voices,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Transport Expenses,Repairs & Service,15/05/2024,VI-114196,990.00,Revenue,Vinyl Installation Ltd,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Regeneration,Supplies and Services,Marketing & Promotions,22/05/2024,VI-114569,"3,740.00",Revenue,Vinyl Installation Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Transport Expenses,Repairs & Service,29/05/2024,VI-114892,"1,980.00",Revenue,Vinyl Installation Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Transport Expenses,Repairs & Service,29/05/2024,VI-114893,990.00,Revenue,Vinyl Installation Ltd,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Development,Supplies and Services,Grants & Contributions,10/05/2024,VI-113663,"4,842.34",Revenue,Vintage Formula,,,,,,,,,,,,,,,
Deputy Leader and Housing,Homelessness,Employee Expenses,Contract Staff,10/05/2024,VI-113156,"1,350.00",Revenue,Vivid Resourcing,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Employee Expenses,Contract Staff,10/05/2024,VI-113928,"6,770.83",Revenue,Vivid Resourcing,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Employee Expenses,Contract Staff,10/05/2024,VI-113929,"3,758.40",Revenue,Vivid Resourcing,,,,,,,,,,,,,,,
Corporate Services,Assets and Property Services,Employee Expenses,Contract Staff,14/05/2024,VI-113558,"6,963.90",Revenue,Vivid Resourcing,,,,,,,,,,,,,,,
The Environment,Waste Management,Supplies and Services,Telephone Calls/Data/Broadband,14/05/2024,VI-113832,"4,745.31",Revenue,Vodafone Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Community Development,Supplies and Services,Grants & Contributions,22/05/2024,VC-003480,"-1,376.65",Revenue,Waldringfield Parish Council,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,21/05/2024,VI-114445,575.00,Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,21/05/2024,VI-114446,500.00,Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,29/05/2024,VI-114813,500.00,Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,29/05/2024,VI-114827,500.00,Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,29/05/2024,VI-114841,500.00,Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,31/05/2024,VI-115074,350.00,Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,31/05/2024,VC-003497,-500.00,Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,31/05/2024,VI-115073,500.00,Revenue,Warmpro Insulation Specialists Ltd,,,,,,,,,,,,,,,
Economic Development and Transport,Parking Services,Premises Expenses,Building Services - Responsive Maintenance,24/05/2024,VI-114490,"1,204.00",Revenue,W A S Limited,,,,,,,,,,,,,,,
Economic Development and Transport,Parking Services,Premises Expenses,Building Services - Responsive Maintenance,24/05/2024,VI-114492,"1,677.99",Revenue,W A S Limited,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Premises Expenses,Building Services - Responsive Maintenance,24/05/2024,VI-114757,275.00,Revenue,Waveney Aerials,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Holding Account - Cash In,Payroll Deductions,01/05/2024,VI-113144,525.00,Revenue,East Suffolk Conservative Councillors Group,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Holding Account - Cash In,Payroll Deductions,31/05/2024,VI-115181,525.00,Revenue,East Suffolk Conservative Councillors Group,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Holding Account - Cash Out,Capital Expenditure,29/05/2024,VI-114881,"4,200.00",Capital,Waveney Fencing,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Holding Account - Cash In,Payroll Deductions,01/05/2024,VI-113147,504.00,Revenue,East Suffolk Labour Group,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Holding Account - Cash In,Payroll Deductions,31/05/2024,VI-115184,504.00,Revenue,East Suffolk Labour Group,,,,,,,,,,,,,,,
Corporate Services,ICT,Supplies and Services,Software Maintenance,01/05/2024,VC-000246,"-4,480.00",Revenue,Welldata Ltd,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Regeneration,Supplies and Services,Hospitality,14/05/2024,VI-114172,330.00,Revenue,Well Well Well The Bathhouse Ltd,,,,,,,,,,,,,,,
Community Health,Health and Wellbeing,Supplies and Services,Grants & Contributions,03/05/2024,VI-113410,"1,699.08",Revenue,West Suffolk Council,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,General Purchases,10/05/2024,VI-113910,500.00,Revenue,West Suffolk Council,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,General Purchases,10/05/2024,VI-113912,500.00,Revenue,West Suffolk Council,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,03/05/2024,VI-113262,968.00,Revenue,Westbury Building Services,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,03/05/2024,VI-113287,420.00,Revenue,Westbury Building Services,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,03/05/2024,VI-112853,606.00,Revenue,Westbury Building Services,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,15/05/2024,VI-114156,630.00,Revenue,Westbury Building Services,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,24/05/2024,VI-114740,300.00,Revenue,Westbury Building Services,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Transport Expenses,Operational Vehicle Hire,29/05/2024,VI-114875,793.80,Revenue,West Wallasey Car Hire Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,DFG REFCUS,17/05/2024,VI-114238,"6,261.87",Revenue,Brandon Wetrooms,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,DFG REFCUS,21/05/2024,VI-114540,"14,994.00",Revenue,Brandon Wetrooms,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,29/05/2024,VI-115056,"1,000.00",Revenue,Witnesham & Swilland PC,,,,,,,,,,,,,,,
Corporate Services,ICT,Supplies and Services,Other Office Expenses,24/05/2024,VI-113235,"1,345.97",Revenue,Xerox Finance Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Bank Fees,31/05/2024,VI-115120,"2,820.00",Revenue,Gilbert Heating & Plumbing,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Holding Account - Cash Out,Payments,10/05/2024,VI-113376,"2,000.00",Revenue,Atanak Forwarding Ltd,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Furniture and Equipment,14/05/2024,VI-114148,493.29,Revenue,Zip Water UK Ltd,,,,,,,,,,,,,,,
Corporate Services,ICT,Supplies and Services,Software Maintenance,01/05/2024,VI-112717,"2,561.86",Revenue,Zoho Corporation Limited,,,,,,,,,,,,,,,
Corporate Services,ICT,Supplies and Services,Software Maintenance,01/05/2024,VI-112716,"7,731.44",Revenue,Zoho Corporation Limited,,,,,,,,,,,,,,,
Corporate Services,ICT,Supplies and Services,Software Maintenance,10/05/2024,VI-113320,"4,546.29",Revenue,Zoom,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Funding,Supplies and Services,Grants & Contributions,15/05/2024,VI-114200,"48,454.00",Revenue,Zoological Society of East Anglia,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Holding Account - Cash Out,Payments,24/05/2024,VI-114544,"1,303.28",Revenue,Zurich Municipal,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Holding Account - Cash Out,Payments,24/05/2024,VI-114543,"2,843.37",Revenue,Zurich Municipal,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
The following payments are in respect of the County Sports Partnership for which East Suffolk Council is the host authority.,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",County Sports Partnership,Supplies and Services,General Purchases,29/05/2024,VI-114814,"2,450.00",Revenue,Living Sport,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",County Sports Partnership,Supplies and Services,Marketing & Promotions,21/05/2024,VI-114513,630.00,Revenue,Simple By Designs,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",County Sports Partnership,Supplies and Services,General Purchases,01/05/2024,VI-115370,666.67,Revenue,Sports and Leisure Management Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",County Sports Partnership,Supplies and Services,General Purchases,24/05/2024,VI-114654,"1,070.00",Revenue,Thinklusive,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
The source of the data being used cannot separate out Value Added Tax which cannot be recovered. In these ,,,,,,,,,,,,,,,,,,,,,,,
instances the gross amount or full charge to the council has been shown.,,,,,,,,,,,,,,,,,,,,,,,
