Service Area Categorisation,Service Division Categorisation,Expenses Type,Detailed Expenses Type,Date,Transaction Number,Amount,Capital / Revenue,Supplier Name,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,06/11/2024,VI-124825,"2,496.00",Revenue,Melton Parish Council,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,29/11/2024,VI-126483,376.57,Revenue,Melton Parish Council,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,06/11/2024,VI-125192,"5,500.00",Revenue,MENTA - Mid Anglian Enterpirse Agency Ltd,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Development,Supplies and Services,Other Ext Provided Services,20/11/2024,VI-125999,"17,848.12",Revenue,MENTA - Mid Anglian Enterpirse Agency Ltd,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Development,Supplies and Services,Consultants,20/11/2024,VI-125998,"25,842.50",Revenue,MENTA - Mid Anglian Enterpirse Agency Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Supplies and Services,Architect Fees,08/11/2024,VI-125367,"11,320.00",Revenue,MEPK Architects Ltd,,,,,,,,,,,,,,,
Corporate Services,Miscellaneous Property,Premises Expenses,Building Services - Responsive Maintenance,29/11/2024,VI-126658,376.00,Revenue,S Michlmayr and Co Ltd,,,,,,,,,,,,,,,
Economic Development and Transport,Rights of Way,Supplies and Services,Consultants,22/11/2024,VI-126102,352.50,Revenue,Mid Suffolk District Council,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Holding Account - Cash Out,Payments,19/11/2024,VI-113634,"3,808,169.00",Revenue,"Dept Levelling Up, Housing & Communities",,,,,,,,,,,,,,,
Economic Development and Transport,Economic Development,Supplies and Services,Consultants,26/11/2024,VI-126147,500.00,Revenue,Mischa Photo Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Beach,Supplies and Services,Other Ext Provided Services,15/11/2024,VI-125650,723.20,Revenue,Mobile Mini UK Ltd,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Current Liabilities,Creditors - Other,01/11/2024,VI-124704,"22,000.00",Revenue,Mountain Builders,,,,,,,,,,,,,,,
Corporate Services,Cemeteries,Premises Expenses,Building Services - Planned Maintenance,08/11/2024,VI-125422,"13,576.80",Revenue,Mountain Builders,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,Clothing & Uniforms,15/11/2024,VI-125769,"1,486.85",Revenue,Munnings Supplies Ltd,,,,,,,,,,,,,,,
Excluded,Bank Accounts,Current Liabilities,Creditors - Unallocated,15/11/2024,VI-125468,645.30,Revenue,St Edmundsbury and Ipswich Diocesan MAT,,,,,,,,,,,,,,,
Economic Development and Transport,Parking Services,Supplies and Services,Stationery,06/11/2024,VI-125045,"1,240.00",Revenue,Nagels UK Ltd,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Heads of Service,Employee Expenses,Officer Professional Subscriptions,13/11/2024,VI-125569,304.00,Revenue,National Crime Agency,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Community Development,Supplies and Services,Grants & Contributions,01/11/2024,VI-124972,750.00,Revenue,Nature Play CIC,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,01/11/2024,VI-125027,"1,000.00",Revenue,Nature Play CIC,,,,,,,,,,,,,,,
Corporate Services,Admin Buildings,Premises Expenses,Rents Payable,13/11/2024,VI-125586,621.00,Revenue,Need 2 Store Ltd,,,,,,,,,,,,,,,
Planning and Coastal Management,Planning,Supplies and Services,Advertising,01/11/2024,VI-124522,605.60,Revenue,Newsquest Media Group Ltd,,,,,,,,,,,,,,,
Planning and Coastal Management,Planning,Supplies and Services,Advertising,05/11/2024,VI-123096,302.80,Revenue,Newsquest Media Group Ltd,,,,,,,,,,,,,,,
Planning and Coastal Management,Planning,Supplies and Services,Advertising,08/11/2024,VI-125270,423.92,Revenue,Newsquest Media Group Ltd,,,,,,,,,,,,,,,
Planning and Coastal Management,Planning,Supplies and Services,Advertising,13/11/2024,VI-125687,575.32,Revenue,Newsquest Media Group Ltd,,,,,,,,,,,,,,,
Planning and Coastal Management,Planning,Supplies and Services,Advertising,29/11/2024,VI-126444,402.72,Revenue,Newsquest Media Group Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Community Development,Supplies and Services,Grants & Contributions,05/11/2024,VI-125032,"18,250.00",Revenue,NHS Suffolk and North East Essex ICB,,,,,,,,,,,,,,,
Corporate Services,ICT,Supplies and Services,Software Purchases,15/11/2024,VI-125148,425.24,Revenue,Nominet UK,,,,,,,,,,,,,,,
The Environment,Environmental Protection,Supplies and Services,Analysts/Vets Fees,01/11/2024,VI-124686,"1,453.76",Revenue,Northumbrian Water Ltd,,,,,,,,,,,,,,,
Corporate Services,Miscellaneous Property,Premises Expenses,Building Services - Responsive Maintenance,01/11/2024,VI-124475,"1,145.00",Revenue,Norfolk & Suffolk Roller Shutter Doors Ltd,,,,,,,,,,,,,,,
Corporate Services,Miscellaneous Property,Premises Expenses,Building Services - Responsive Maintenance,01/11/2024,VI-124474,"2,670.00",Revenue,Norfolk & Suffolk Roller Shutter Doors Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Employee Expenses,Technical Training,12/11/2024,VI-125121,"5,160.00",Revenue,Norwich City Council,,,,,,,,,,,,,,,
Deputy Leader and Housing,Housing Needs,Employee Expenses,Medical Fees,15/11/2024,VI-125664,400.00,Revenue,NowMedical,,,,,,,,,,,,,,,
Corporate Services,Miscellaneous Property,Supplies and Services,Other Ext Provided Services,15/11/2024,VI-124209,"13,500.00",Revenue,NWES Property Services Ltd,,,,,,,,,,,,,,,
Corporate Services,Miscellaneous Property,Supplies and Services,Other Ext Provided Services,15/11/2024,VI-124208,"11,100.00",Revenue,NWES Property Services Ltd,,,,,,,,,,,,,,,
Corporate Services,Miscellaneous Property,Supplies and Services,Other Ext Provided Services,15/11/2024,VI-124654,"13,800.00",Revenue,NWES Property Services Ltd,,,,,,,,,,,,,,,
Corporate Services,Miscellaneous Property,Supplies and Services,Other Ext Provided Services,22/11/2024,VI-124656,"9,990.00",Revenue,NWES Property Services Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Holding Account - Cash Out,Capital Expenditure,12/11/2024,VI-125436,"1,473.00",Capital,Oaks CCTV Ltd,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Stationery,08/11/2024,VI-125452,637.38,Revenue,Office AZ Limited,,,,,,,,,,,,,,,
Planning and Coastal Management,Planning,Employee Expenses,Qualification Training,27/11/2024,VI-126380,"1,750.00",Revenue,The Open University,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Financial Services,Supplies and Services,Other Ext Provided Services,01/11/2024,VC-003629,"-3,462.00",Revenue,The Open University,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,15/11/2024,VI-125666,"1,000.00",Revenue,Opus Recording CIC,,,,,,,,,,,,,,,
Excluded,Bank Accounts,Current Liabilities,Creditors - Unallocated,26/11/2024,VI-126113,"1,562.50",Revenue,Orwell Housing Association,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Holding Account - Cash Out,Capital Expenditure,01/11/2024,VI-122008,"88,988.28",Capital,Orwell Housing Association,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Development,Supplies and Services,Grants & Contributions,29/11/2024,VI-126494,"5,000.00",Revenue,Ostara Wellbeing Ltd,,,,,,,,,,,,,,,
Planning and Coastal Management,Coastal Management,Supplies and Services,Consultants,06/11/2024,VI-124866,"20,000.00",Revenue,Ove Arup & Partners Ltd,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Holding Account - Cash Out,Payments,15/11/2024,VI-125756,358.50,Revenue,Oxford Innovation Ltd - Room Hire,,,,,,,,,,,,,,,
Corporate Services,Assets and Property Services,Employee Expenses,Contract Staff,06/11/2024,VI-125146,"3,025.00",Revenue,The Oyster Partnership,,,,,,,,,,,,,,,
Corporate Services,Assets and Property Services,Employee Expenses,Contract Staff,06/11/2024,VI-125145,"1,593.00",Revenue,The Oyster Partnership,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Employee Expenses,Contract Staff,06/11/2024,VI-125144,"2,294.39",Revenue,The Oyster Partnership,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Heads of Service,Employee Expenses,Contract Staff,06/11/2024,VI-125143,"1,700.00",Revenue,The Oyster Partnership,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Employee Expenses,Contract Staff,12/11/2024,VI-125594,"1,461.25",Revenue,The Oyster Partnership,,,,,,,,,,,,,,,
Corporate Services,Assets and Property Services,Employee Expenses,Contract Staff,13/11/2024,VI-125620,"1,593.00",Revenue,The Oyster Partnership,,,,,,,,,,,,,,,
Corporate Services,Assets and Property Services,Employee Expenses,Contract Staff,13/11/2024,VI-125605,"3,025.00",Revenue,The Oyster Partnership,,,,,,,,,,,,,,,
Corporate Services,Assets and Property Services,Employee Expenses,Contract Staff,20/11/2024,VI-125916,689.99,Revenue,The Oyster Partnership,,,,,,,,,,,,,,,
Corporate Services,Assets and Property Services,Employee Expenses,Contract Staff,20/11/2024,VI-125915,"2,069.97",Revenue,The Oyster Partnership,,,,,,,,,,,,,,,
Corporate Services,Assets and Property Services,Employee Expenses,Contract Staff,20/11/2024,VI-125914,"1,034.99",Revenue,The Oyster Partnership,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Heads of Service,Employee Expenses,Contract Staff,20/11/2024,VI-125913,"4,250.00",Revenue,The Oyster Partnership,,,,,,,,,,,,,,,
Corporate Services,Assets and Property Services,Employee Expenses,Contract Staff,20/11/2024,VI-125912,"1,593.00",Revenue,The Oyster Partnership,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Employee Expenses,Contract Staff,20/11/2024,VI-125911,"2,193.96",Revenue,The Oyster Partnership,,,,,,,,,,,,,,,
Corporate Services,Assets and Property Services,Employee Expenses,Contract Staff,20/11/2024,VI-125910,"3,327.50",Revenue,The Oyster Partnership,,,,,,,,,,,,,,,
Corporate Services,Assets and Property Services,Employee Expenses,Contract Staff,20/11/2024,VI-125909,345.00,Revenue,The Oyster Partnership,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Heads of Service,Employee Expenses,Contract Staff,20/11/2024,VI-125619,"2,975.00",Revenue,The Oyster Partnership,,,,,,,,,,,,,,,
Corporate Services,Assets and Property Services,Employee Expenses,Contract Staff,29/11/2024,VI-126331,"1,062.00",Revenue,The Oyster Partnership,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Heads of Service,Employee Expenses,Contract Staff,29/11/2024,VI-126330,"3,825.00",Revenue,The Oyster Partnership,,,,,,,,,,,,,,,
Corporate Services,Assets and Property Services,Employee Expenses,Contract Staff,29/11/2024,VI-126329,689.99,Revenue,The Oyster Partnership,,,,,,,,,,,,,,,
Corporate Services,Assets and Property Services,Employee Expenses,Contract Staff,29/11/2024,VI-126328,"3,025.00",Revenue,The Oyster Partnership,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Development,Supplies and Services,Grants & Contributions,22/11/2024,VI-126122,"20,455.00",Revenue,Bernard Page Wood,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Current Liabilities,Creditors - Other,19/11/2024,VI-125962,"1,116.30",Revenue,T Partridge Electrical Ltd,,,,,,,,,,,,,,,
The Environment,Environmental Protection,Supplies and Services,Analysts/Vets Fees,15/11/2024,VI-125822,579.16,Revenue,Paton and Lee,,,,,,,,,,,,,,,
Energy and Climate Change,Environmental Climate Change,Supplies and Services,Grants & Contributions,27/11/2024,VI-126386,"1,000.00",Revenue,Pathways Care Farm,,,,,,,,,,,,,,,
Economic Development and Transport,Parking Services,Supplies and Services,Other Ext Provided Services,15/11/2024,VI-125433,"1,305.25",Revenue,PATROL,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Development,Supplies and Services,Grants & Contributions,08/11/2024,VI-125388,"4,250.00",Revenue,Pearce Partnership,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Cost of Capital and Similar Charges,Premises Expenses,Asbestos,08/11/2024,VI-125480,278.54,Revenue,Pennington Choices Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Cost of Capital and Similar Charges,Premises Expenses,Asbestos,12/11/2024,VI-125481,371.22,Revenue,Pennington Choices Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,Consultants,13/11/2024,VI-125676,"28,139.61",Revenue,Pennington Choices Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Cost of Capital and Similar Charges,Premises Expenses,Asbestos,27/11/2024,VI-126422,278.54,Revenue,Pennington Choices Ltd,,,,,,,,,,,,,,,
Planning and Coastal Management,Coastal Management,Supplies and Services,Consultants,06/11/2024,VI-125230,"23,951.09",Revenue,Perfect Circle JV Ltd,,,,,,,,,,,,,,,
The Environment,Waste Management,Supplies and Services,External Printing,29/11/2024,VI-126393,"4,284.56",Revenue,PermiServ Ltd,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Holding Account - Cash Out,Payments,15/11/2024,VI-125653,"4,406.69",Revenue,Pier Marketing Limited,,,,,,,,,,,,,,,
Corporate Services,Miscellaneous Property,Premises Expenses,Building Services - Responsive Maintenance,01/11/2024,VI-124181,620.00,Revenue,Pitkin & Ruddock Limited,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Holding Account - Cash Out,Payments,15/11/2024,VI-125712,654.00,Revenue,PJR Communication Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Indoor Leisure,Third Party Payments,Private Contractors,06/11/2024,VI-125233,"11,845.09",Revenue,Places for people,,,,,,,,,,,,,,,
Planning and Coastal Management,Planning,Supplies and Services,Other Ext Provided Services,05/11/2024,VI-125028,263.70,Revenue,Planning Portal,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Caravan and Camping Sites,Holding Account - Cash Out,Capital Expenditure,12/11/2024,VI-125547,"9,000.00",Capital,CN Plumbing & Heating Ltd Facilities Manage Ltd,,,,,,,,,,,,,,,
Community Health,Food and Safety,Supplies and Services,Furniture and Equipment,11/11/2024,VI-125410,315.00,Revenue,Point Safety,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,01/11/2024,VI-124951,"7,076.29",Revenue,Polycastle NU-Span,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Premises Expenses,"HRA Drainage, Pumping Stat etc",29/11/2024,VI-126526,"2,560.00",Revenue,Precision Pipework Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,DFG REFCUS,01/11/2024,VI-125009,"2,830.85",Revenue,4Principles Construction Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,DFG REFCUS,08/11/2024,VI-125482,"4,083.54",Revenue,4Principles Construction Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,DFG REFCUS,22/11/2024,VI-126043,"3,995.00",Revenue,4Principles Construction Ltd,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Regeneration,Supplies and Services,Consultants,08/11/2024,VI-125448,720.00,Revenue,Proximity Futures Ltd,,,,,,,,,,,,,,,
Corporate Services,ICT,Holding Account - Cash Out,Capital Expenditure,12/11/2024,VI-118433,"8,911.00",Capital,Proximity Futures Ltd,,,,,,,,,,,,,,,
Corporate Services,ICT,Holding Account - Cash Out,Capital Expenditure,12/11/2024,VI-118435,"24,205.00",Capital,Proximity Futures Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Premises Expenses,HRA Solar Panels,05/11/2024,VI-125134,"4,676.00",Revenue,Protect and Detect Systems Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Premises Expenses,HRA Emergency Lighting,05/11/2024,VI-125155,"2,217.00",Revenue,Protect and Detect Systems Ltd,,,,,,,,,,,,,,,
Corporate Services,Miscellaneous Property,Holding Account - Cash Out,Capital Expenditure,08/11/2024,VI-124930,"32,227.59",Capital,Protect and Detect Systems Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Premises Expenses,HRA Fire Alarm Servicing,12/11/2024,VI-125371,"1,498.76",Revenue,Protect and Detect Systems Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Holding Account - Cash Out,Capital Expenditure,19/11/2024,VI-125631,"3,516.55",Capital,Protect and Detect Systems Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Premises Expenses,HRA Fire Alarm Servicing,19/11/2024,VI-125791,"2,193.04",Revenue,Protect and Detect Systems Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Premises Expenses,HRA Fire Alarm Servicing,19/11/2024,VI-125792,"3,176.36",Revenue,Protect and Detect Systems Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Premises Expenses,HRA Emergency Lighting,29/11/2024,VI-126465,"2,217.00",Revenue,Protect and Detect Systems Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Holding Account - Cash Out,Capital Expenditure,29/11/2024,VI-126542,"1,800.00",Capital,Protect and Detect Systems Ltd,,,,,,,,,,,,,,,
Corporate Services,Assets and Property Services,Employee Expenses,HR Corporate Training,11/11/2024,VI-124992,387.00,Revenue,Professional Conferences,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,29/11/2024,VI-126545,912.00,Revenue,Provide Care Solutions Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Supplies and Services,Other Ext Provided Services,05/11/2024,VI-125152,"2,501.52",Revenue,Pro Sentry Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Supplies and Services,Other Ext Provided Services,12/11/2024,VI-125610,"1,429.44",Revenue,Pro Sentry Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Supplies and Services,Other Ext Provided Services,15/11/2024,VI-125799,"3,573.60",Revenue,Pro Sentry Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Supplies and Services,Other Ext Provided Services,29/11/2024,VI-126556,"2,501.52",Revenue,Pro Sentry Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,27/11/2024,VI-126414,714.00,Revenue,R J Pryce and Co Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,29/11/2024,VI-126568,380.00,Revenue,R J Pryce and Co Ltd,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Analysts/Vets Fees,01/11/2024,VI-124960,"12,232.65",Revenue,Public Analyst Scientific Services,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Analysts/Vets Fees,08/11/2024,VI-125473,"4,828.55",Revenue,Public Analyst Scientific Services,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Analysts/Vets Fees,19/11/2024,VI-125849,296.45,Revenue,Public Analyst Scientific Services,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Analysts/Vets Fees,19/11/2024,VI-125965,"17,070.43",Revenue,Public Analyst Scientific Services,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Analysts/Vets Fees,26/11/2024,VI-126137,296.45,Revenue,Public Analyst Scientific Services,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Analysts/Vets Fees,26/11/2024,VI-126138,"8,106.60",Revenue,Public Analyst Scientific Services,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Other Financial Transactions,Expenditure not charged to Cost of Service,Finance Lease Interest Payable,01/11/2024,VI-125358,"60,882.33",Revenue,Pulse Fitness,,,,,,,,,,,,,,,
Corporate Services,Admin Buildings,Holding Account - Cash Out,Capital Expenditure,15/11/2024,VI-125483,"7,607.47",Capital,Pulse Design & Build Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,Surveyor Fees,01/11/2024,VI-124863,450.00,Revenue,Purcell Architecture Ltd,,,,,,,,,,,,,,,
Planning and Coastal Management,Planning,Supplies and Services,Consultants,05/11/2024,VI-124859,"1,320.00",Revenue,Purcell Architecture Ltd,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Development,Supplies and Services,Grants & Contributions,19/11/2024,VI-125974,"11,250.00",Revenue,Purple Pumpkin Creative Studio,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Employee Expenses,Technical Training,19/11/2024,VI-125803,"4,999.00",Revenue,Quality Education Solution Ltd - SurveySphere,,,,,,,,,,,,,,,
Planning and Coastal Management,Coastal Management,Supplies and Services,Consultants,06/11/2024,VI-125244,"1,513.87",Revenue,RAB Consultants Ltd,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Development,Supplies and Services,Hospitality,15/11/2024,VI-126037,947.52,Revenue,RAI Amsterdam B.V.,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,DFG REFCUS,22/11/2024,VI-126070,"6,753.63",Revenue,Ramp and Mobility Solutions,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,01/11/2024,VI-124888,928.71,Revenue,Raventree Ltd T/A Premiere Kitchens,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,01/11/2024,VI-124886,"1,002.09",Revenue,Raventree Ltd T/A Premiere Kitchens,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,01/11/2024,VI-124885,555.79,Revenue,Raventree Ltd T/A Premiere Kitchens,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,01/11/2024,VI-124884,957.52,Revenue,Raventree Ltd T/A Premiere Kitchens,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,12/11/2024,VC-003831,"-1,976.42",Revenue,Raventree Ltd T/A Premiere Kitchens,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,12/11/2024,VC-003832,-386.95,Revenue,Raventree Ltd T/A Premiere Kitchens,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,12/11/2024,VI-125607,"1,031.13",Revenue,Raventree Ltd T/A Premiere Kitchens,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,12/11/2024,VI-125608,"1,019.79",Revenue,Raventree Ltd T/A Premiere Kitchens,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,12/11/2024,VI-125609,940.04,Revenue,Raventree Ltd T/A Premiere Kitchens,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,29/11/2024,VI-126651,943.66,Revenue,Raventree Ltd T/A Premiere Kitchens,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,29/11/2024,VI-126665,625.72,Revenue,Raventree Ltd T/A Premiere Kitchens,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,29/11/2024,VI-126666,940.54,Revenue,Raventree Ltd T/A Premiere Kitchens,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Regeneration Towns Fund,Supplies and Services,Consultants,06/11/2024,VI-125235,"2,090.00",Revenue,Reach Timelapse Ltd,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Development,Supplies and Services,Grants & Contributions,19/11/2024,VI-125893,"14,602.50",Revenue,Recyclatrack Ltd,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Software Maintenance,15/11/2024,VI-125755,"9,705.60",Revenue,Redpalm Technology Services Ltd,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Software Purchases,11/11/2024,VI-125357,252.00,Revenue,RedGate,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Holding Account - Cash Out,Capital Expenditure,05/11/2024,VI-125038,"3,291.75",Capital,Reed Specialist Recruitment,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Holding Account - Cash Out,Capital Expenditure,05/11/2024,VI-125034,"3,125.00",Capital,Reed Specialist Recruitment,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Holding Account - Cash Out,Capital Expenditure,15/11/2024,VI-125649,"3,291.75",Capital,Reed Specialist Recruitment,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Holding Account - Cash Out,Capital Expenditure,19/11/2024,VI-125959,"3,125.00",Capital,Reed Specialist Recruitment,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Holding Account - Cash Out,Capital Expenditure,19/11/2024,VI-125960,"3,291.75",Capital,Reed Specialist Recruitment,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Holding Account - Cash Out,Capital Expenditure,22/11/2024,VI-126130,"3,125.00",Capital,Reed Specialist Recruitment,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Holding Account - Cash Out,Capital Expenditure,22/11/2024,VI-126131,"3,291.75",Capital,Reed Specialist Recruitment,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Holding Account - Cash Out,Capital Expenditure,29/11/2024,VI-126537,"2,500.00",Capital,Reed Specialist Recruitment,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Holding Account - Cash Out,Capital Expenditure,29/11/2024,VI-126535,"3,291.75",Capital,Reed Specialist Recruitment,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Community Development,Supplies and Services,Grants & Contributions,13/11/2024,VI-125660,686.25,Revenue,Re-Utilise,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Community Development,Supplies and Services,Grants & Contributions,15/11/2024,VI-125772,942.00,Revenue,Re-Utilise,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Community Development,Supplies and Services,Grants & Contributions,01/11/2024,VI-124917,930.00,Revenue,Reydon Parish Council,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Miscellaneous Other Services,12/11/2024,VI-125474,"17,862.92",Revenue,RH Environmental Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Premises Expenses,HRA Oil Heating,29/11/2024,VI-126567,"1,649.43",Revenue,Richmond Furniture Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Premises Expenses,HRA Oil Heating,29/11/2024,VI-126566,252.90,Revenue,Richmond Furniture Ltd,,,,,,,,,,,,,,,
Corporate Services,ICT,Supplies and Services,Hardware Maintenance,19/11/2024,VI-125923,"7,534.94",Revenue,RICOH UK Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,29/11/2024,VI-126486,"2,000.00",Revenue,The Rifle Hall Trust,,,,,,,,,,,,,,,
