Service Area Categorisation,Service Division Categorisation,Expenses Type,Detailed Expenses Type,Date,Transaction Number,Amount,Capital / Revenue,Supplier Name
Financial Resources and Value for Money,Other Financial Transactions,Expenditure not charged to Cost of Service,Finance Lease Interest Payable,45659,VI-129662,60882.33,Revenue,Pulse Fitness
Planning and Coastal Management,Coastal Management,Supplies and Services,Consultants,45678,VI-129756,4557,Revenue,RAB Consultants Ltd
Planning and Coastal Management,Coastal Management,Supplies and Services,Consultants,45681,VI-130254,4067.24,Revenue,RAB Consultants Ltd
Planning and Coastal Management,Coastal Management,Supplies and Services,Consultants,45685,VI-130256,3309.17,Revenue,RAB Consultants Ltd
Economic Development and Transport,Economic Development,Supplies and Services,Furniture and Equipment,45671,VI-129751,2051.46,Revenue,RAI Amsterdam B.V.
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,General Purchases,45664,VI-128825,1595,Revenue,Peter Ramsey General Building
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,45671,VI-129461,685,Revenue,Peter Ramsey General Building
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,DFG REFCUS,45672,VI-129565,3537.78,Revenue,Ramp and Mobility Solutions
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,DFG REFCUS,45672,VI-129553,4805.39,Revenue,Ramp and Mobility Solutions
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,DFG REFCUS,45672,VI-129552,7807.35,Revenue,Ramp and Mobility Solutions
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Grants & Contributions,45679,VI-130121,334.02,Revenue,Ramp and Mobility Solutions
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,DFG REFCUS,45679,VI-130127,1418.9,Revenue,Ramp and Mobility Solutions
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,45664,VC-003967,-424.74,Revenue,Raventree Ltd T/A Premiere Kitchens
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,45664,VC-003963,-274.07,Revenue,Raventree Ltd T/A Premiere Kitchens
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,45664,VI-128475,510.5,Revenue,Raventree Ltd T/A Premiere Kitchens
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,45664,VI-128172,424.74,Revenue,Raventree Ltd T/A Premiere Kitchens
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,45664,VI-127801,811.46,Revenue,Raventree Ltd T/A Premiere Kitchens
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,45671,VI-129351,510.5,Revenue,Raventree Ltd T/A Premiere Kitchens
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,45678,VI-129163,946.29,Revenue,Raventree Ltd T/A Premiere Kitchens
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,45681,VI-130263,846.65,Revenue,Raventree Ltd T/A Premiere Kitchens
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,45681,VI-130261,1236.32,Revenue,Raventree Ltd T/A Premiere Kitchens
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,45685,VI-130260,945.71,Revenue,Raventree Ltd T/A Premiere Kitchens
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,45685,VI-130262,1366.15,Revenue,Raventree Ltd T/A Premiere Kitchens
Economic Development and Transport,Economic Regeneration Towns Fund,Supplies and Services,Consultants,45667,VI-129038,465,Revenue,Reach Timelapse Ltd
Community Health,Port Health Authority,Holding Account - Cash Out,Capital Expenditure,45664,VI-128848,3291.75,Capital,Reed Specialist Recruitment
Community Health,Port Health Authority,Holding Account - Cash Out,Capital Expenditure,45664,VI-128845,3125,Capital,Reed Specialist Recruitment
Community Health,Port Health Authority,Holding Account - Cash Out,Capital Expenditure,45667,VI-129135,2500,Capital,Reed Specialist Recruitment
Community Health,Port Health Authority,Holding Account - Cash Out,Capital Expenditure,45667,VI-128954,1316.7,Capital,Reed Specialist Recruitment
Community Health,Port Health Authority,Holding Account - Cash Out,Capital Expenditure,45667,VI-128953,1875,Capital,Reed Specialist Recruitment
Community Health,Port Health Authority,Holding Account - Cash Out,Capital Expenditure,45674,VI-129720,3125,Capital,Reed Specialist Recruitment
Community Health,Port Health Authority,Holding Account - Cash Out,Capital Expenditure,45674,VI-129719,3291.75,Capital,Reed Specialist Recruitment
Community Health,Port Health Authority,Holding Account - Cash Out,Capital Expenditure,45686,VI-130503,3125,Capital,Reed Specialist Recruitment
Community Health,Port Health Authority,Holding Account - Cash Out,Capital Expenditure,45686,VI-130499,3291.75,Capital,Reed Specialist Recruitment
Financial Resources and Value for Money,Internal Audit and Corporate Investigations,Supplies and Services,Audit Fees,45671,VI-129450,3040,Revenue,Reed Talent Solutions t/a Consultancy
Financial Resources and Value for Money,Internal Audit and Corporate Investigations,Supplies and Services,Audit Fees,45686,VI-130549,1900.01,Revenue,Reed Talent Solutions t/a Consultancy
Financial Resources and Value for Money,Internal Audit and Corporate Investigations,Supplies and Services,Audit Fees,45686,VI-130548,1520,Revenue,Reed Talent Solutions t/a Consultancy
"Communities, Culture, Leisure and Tourism",Community Development,Supplies and Services,Grants & Contributions,45678,VI-130046,750,Revenue,Rendlesham Community Centre
Housing Revenue Account,HRA Special Services,Supplies and Services,Other Ext Provided Services,45688,VI-130662,2468.4,Revenue,Rentokil Ltd
"Communities, Culture, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,45688,VI-130764,6000,Revenue,Re-Utilise
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Miscellaneous Other Services,45674,VI-126492,9408.4,Revenue,RH Environmental Ltd
Corporate Services,ICT,Supplies and Services,Hardware Maintenance,45678,VI-129848,760,Revenue,RICOH UK Ltd
Corporate Services,Human Resources,Employee Expenses,HR Corporate Training,45667,VI-129184,1800,Revenue,Richard Wills Training Associates
Corporate Services,Human Resources,Employee Expenses,HR Corporate Training,45667,VI-129021,6787,Revenue,Richard Wills Training Associates
Community Health,Port Health Authority,Supplies and Services,Furniture and Equipment,45678,VI-129873,1258.39,Revenue,RJH Plastics Ltd
Financial Resources and Value for Money,Industrial Estates,Supplies and Services,Surveyor Fees,45679,VI-130104,6250,Revenue,Roche Chartered Surveyors
"Communities, Culture, Leisure and Tourism",Indoor Leisure,Holding Account - Cash Out,Capital Expenditure,45674,VI-129709,182921.95,Capital,Rock Merchanting Ltd
Corporate Services,Miscellaneous Property,Premises Expenses,Building Services - Planned Maintenance,45667,VI-128925,1091,Revenue,Rock Compliance Limited
Leader of the Council,Electoral Services,Supplies and Services,Postages,45667,VI-128768,536.88,Revenue,Royal Mail
Leader of the Council,Electoral Services,Supplies and Services,Postages,45660,VI-127639,830.16,Revenue,Royal Mail
Excluded,Holding Accounts,Supplies and Services,Postages,45674,VI-128861,1609.67,Revenue,Royal Mail
Leader of the Council,Electoral Services,Supplies and Services,Postages,45681,VI-129381,470.54,Revenue,Royal Mail
Corporate Services,Admin Buildings,Supplies and Services,Postages,45664,VI-128847,1283.97,Revenue,Royal Mail
Corporate Services,Admin Buildings,Supplies and Services,Postages,45667,VI-128879,745.26,Revenue,Royal Mail
Corporate Services,Admin Buildings,Supplies and Services,Postages,45667,VI-128924,474.02,Revenue,Royal Mail
Corporate Services,Admin Buildings,Supplies and Services,Postages,45674,VI-129671,1171.6,Revenue,Royal Mail
Corporate Services,Admin Buildings,Supplies and Services,Postages,45685,VI-130154,1251.62,Revenue,Royal Mail
Economic Development and Transport,Parking Services,Premises Expenses,Rents Payable,45664,VI-127987,1062.5,Revenue,Royal Mail Group Ltd
Planning and Coastal Management,Planning,Employee Expenses,Officer Professional Subscriptions,45665,VI-128852,368,Revenue,Royal Town Planning Institute
Planning and Coastal Management,Planning,Employee Expenses,Officer Professional Subscriptions,45665,VI-128850,368,Revenue,Royal Town Planning Institute
Planning and Coastal Management,Planning,Employee Expenses,Officer Professional Subscriptions,45665,VI-128851,368,Revenue,Royal Town Planning Institute
Planning and Coastal Management,Planning,Employee Expenses,Officer Professional Subscriptions,45686,VI-130541,368,Revenue,Royal Town Planning Institute
"Communities, Culture, Leisure and Tourism",Harbours and Yacht Stations,Supplies and Services,Consultants,45681,VI-129979,1799,Revenue,Rural Solutions Ltd
Corporate Services,Miscellaneous Property,Premises Expenses,Building Services - Responsive Maintenance,45671,VI-129395,711.91,Revenue,M A Salmon Services
Corporate Services,Assets and Property Services,Employee Expenses,Technical Training,45685,VI-129998,3150,Revenue,Salford University
Corporate Services,Assets and Property Services,Employee Expenses,Qualification Training,45685,VI-129999,3150,Revenue,Salford University
Community Health,Port Health Authority,Supplies and Services,Furniture and Equipment,45674,VI-129790,250.43,Revenue,Sampling Systems
Housing Revenue Account,HRA Supervision and Management,Supplies and Services,Bank Fees,45663,VI-129652,366.16,Revenue,Santander Corporate Bank
Financial Resources and Value for Money,Tax Collection Cost,Supplies and Services,Bank Fees,45663,VI-129653,1041.56,Revenue,Santander Corporate Bank
Community Health,Port Health Authority,Supplies and Services,Furniture and Equipment,45678,VI-129878,306.17,Revenue,Sarstedt Ltd
Community Health,Port Health Authority,Supplies and Services,Furniture and Equipment,45679,VC-004036,-306.17,Revenue,Sarstedt Ltd
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,DFG REFCUS,45665,VI-128984,4459.54,Revenue,SC Plumbing Services
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,DFG REFCUS,45665,VI-128983,1052.9,Revenue,SC Plumbing Services
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,DFG REFCUS,45672,VI-129567,3336.33,Revenue,SC Plumbing Services
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,DFG REFCUS,45686,VI-130527,1112.11,Revenue,SC Plumbing Services
Corporate Services,Miscellaneous Property,Holding Account - Cash Out,Capital Expenditure,45681,VI-128621,55494.85,Capital,SEH French Ltd
Corporate Services,ICT,Supplies and Services,Software Maintenance,45667,VI-129357,959.2,Revenue,Sendinblue
Community Health,Port Health Authority,Supplies and Services,Furniture and Equipment,45658,VC-004030,-321.98,Revenue,Siemens Financial Services
Community Health,Port Health Authority,Supplies and Services,Furniture and Equipment,45670,VI-130686,321.98,Revenue,Siemens Financial Services
Economic Development and Transport,Economic Development,Supplies and Services,Grants & Contributions,45674,VI-129735,2137.95,Revenue,Sirmani Foods Ltd
"Communities, Culture, Leisure and Tourism",Community Development,Supplies and Services,Grants & Contributions,45672,VI-129497,1028.5,Revenue,SLM Community Leisure Charitable Trust
Economic Development and Transport,North Felixstowe Garden Neighbourhood,Supplies and Services,Consultants,45667,VI-128715,2780.75,Revenue,SLR Consulting Ltd
Economic Development and Transport,North Felixstowe Garden Neighbourhood,Supplies and Services,Consultants,45688,VI-130754,804.5,Revenue,SLR Consulting Ltd
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,45664,VI-128869,484.22,Revenue,Smith Brothers Timber (East Anglia) Ltd
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,45671,VI-129358,417,Revenue,Smith Brothers Timber (East Anglia) Ltd
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,45671,VI-129366,417,Revenue,Smith Brothers Timber (East Anglia) Ltd
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,45678,VI-129815,1249.65,Revenue,Smith Brothers Timber (East Anglia) Ltd
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,45678,VI-129816,598.5,Revenue,Smith Brothers Timber (East Anglia) Ltd
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,45685,VI-130264,299,Revenue,Smith Brothers Timber (East Anglia) Ltd
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,45685,VI-130268,330,Revenue,Smith Brothers Timber (East Anglia) Ltd
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,45688,VI-130656,959.7,Revenue,Smith Brothers Timber (East Anglia) Ltd
Economic Development and Transport,Economic Development,Supplies and Services,Hospitality,45667,VI-129041,389.07,Revenue,Snape Maltings Trading Ltd
Corporate Services,Human Resources,Employee Expenses,Other Direct Salary Costs,45678,VI-129958,623.1,Revenue,Pluxee UK Ltd
Financial Resources and Value for Money,Recharge Accounts,Holding Account - Cash In,Payroll Deductions,45674,VI-129687,509,Revenue,Pluxee UK Ltd
Planning and Coastal Management,Coastal Management,Supplies and Services,Corporate Subscriptions,45671,VI-129071,500,Revenue,South Tyneside Council
Economic Development and Transport,Economic Development,Supplies and Services,Grants & Contributions,45685,VI-130328,5000,Revenue,Spacesuit Media Ltd
Economic Development and Transport,Economic Regeneration,Holding Account - Cash Out,Capital Expenditure,45664,VI-128702,141222.49,Capital,P J Spillings (Builders) Ltd
Corporate Services,Miscellaneous Land,Premises Expenses,Building Services - Responsive Maintenance,45667,VI-126674,2710.4,Revenue,P J Spillings (Builders) Ltd
Corporate Services,Miscellaneous Property,Premises Expenses,Building Services - Responsive Maintenance,45667,VI-128771,354.21,Revenue,P J Spillings (Builders) Ltd
Economic Development and Transport,Economic Regeneration Towns Fund,Holding Account - Cash Out,Capital Expenditure,45674,VI-129737,97077.85,Capital,P J Spillings (Builders) Ltd
"Communities, Culture, Leisure and Tourism",Beach,Supplies and Services,Other Ext Provided Services,45681,VI-130315,620.4,Revenue,P J Spillings (Builders) Ltd
Planning and Coastal Management,Coastal Management,Premises Expenses,Building Services - Planned Maintenance,45685,VC-003982,-300,Revenue,P J Spillings (Builders) Ltd
Planning and Coastal Management,Coastal Management,Premises Expenses,Building Services - Planned Maintenance,45685,VI-126676,779.7,Revenue,P J Spillings (Builders) Ltd
Planning and Coastal Management,Coastal Management,Premises Expenses,Building Services - Planned Maintenance,45685,VI-130306,4765,Revenue,P J Spillings (Builders) Ltd
Corporate Services,Miscellaneous Property,Premises Expenses,Asbestos,45685,VI-130313,2943.26,Revenue,P J Spillings (Builders) Ltd
Corporate Services,Miscellaneous Land,Holding Account - Cash Out,Capital Expenditure,45685,VI-130317,12960.5,Capital,P J Spillings (Builders) Ltd
Corporate Services,Miscellaneous Land,Supplies and Services,Health and Safety,45685,VI-130318,680,Revenue,P J Spillings (Builders) Ltd
Economic Development and Transport,Economic Regeneration,Holding Account - Cash Out,Capital Expenditure,45688,VI-130590,74722.52,Capital,P J Spillings (Builders) Ltd
Corporate Services,Miscellaneous Property,Holding Account - Cash Out,Capital Expenditure,45688,VI-130673,15179.75,Capital,P J Spillings (Builders) Ltd
"Communities, Culture, Leisure and Tourism",Indoor Leisure,Premises Expenses,Electricity,45687,VI-130408,481,Revenue,Sports and Leisure Management Ltd
The Environment,Waste Management,Supplies and Services,Furniture and Equipment,45688,VI-130364,17202,Revenue,SSI Schaefer Plastics UK Ltd
The Environment,Waste Management,Supplies and Services,Furniture and Equipment,45688,VI-130363,634.5,Revenue,SSI Schaefer Plastics UK Ltd
The Environment,Waste Management,Supplies and Services,Furniture and Equipment,45688,VI-130362,16379.5,Revenue,SSI Schaefer Plastics UK Ltd
Community Health,Port Health Authority,Supplies and Services,Software Purchases,45665,VI-128075,399.99,Revenue,SSL247 Ltd
Excluded,Holding Accounts,Holding Account - Cash In,Payroll Deductions,45671,VI-129448,2451,Revenue,Standard Life
Housing Revenue Account,HRA Special Services,Premises Expenses,HRA Lifts,45674,VI-129678,1299,Revenue,Stannah Lift Service Ltd
Economic Development and Transport,Parking Services,Holding Account - Cash Out,Capital Expenditure,45671,VI-129545,1072.5,Capital,Steria Consulting Ltd
Economic Development and Transport,Parking Services,Holding Account - Cash Out,Capital Expenditure,45671,VI-129544,4200,Capital,Steria Consulting Ltd
Corporate Services,Miscellaneous Land,Supplies and Services,Surveyor Fees,45678,VI-129759,3750,Revenue,Steria Consulting Ltd
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,Surveyor Fees,45686,VI-130570,632.5,Revenue,Steria Consulting Ltd
Corporate Services,Cemeteries,Premises Expenses,Building Services - Planned Maintenance,45688,VI-130597,950,Revenue,Steria Consulting Ltd
Planning and Coastal Management,Nationally Significant Infrastructure Planning,Supplies and Services,Other Ext Provided Services,45679,VI-129409,3627.27,Revenue,Storetec Services Limited
The Environment,Street Scene,Premises Expenses,Building Services - Responsive Maintenance,45664,VI-127971,5604,Revenue,Suffolk County Council
Planning and Coastal Management,Planning,Supplies and Services,Other Ext Provided Services,45665,VI-128066,3990,Revenue,Suffolk County Council
Economic Development and Transport,Economic Development,Supplies and Services,Hotel Accommodation,45665,VI-125679,442.08,Revenue,Suffolk County Council
Planning and Coastal Management,Planning,Supplies and Services,CIL REFCUS,45671,VI-129226,751642,Revenue,Suffolk County Council
Corporate Services,Human Resources,Employee Expenses,Recruitment Advertising,45671,VI-128907,1573.5,Revenue,Suffolk County Council
Financial Resources and Value for Money,Heads of Service,Employee Expenses,Recruitment Advertising,45671,VI-124487,1665,Revenue,Suffolk County Council
Community Health,Food and Safety,Employee Expenses,Recruitment Advertising,45674,VI-128779,832.5,Revenue,Suffolk County Council
Planning and Coastal Management,Planning,Supplies and Services,Grants & Contributions,45678,VI-129857,14000,Revenue,Suffolk County Council
Economic Development and Transport,Economic Development,Supplies and Services,Grants & Contributions,45678,VI-129294,50985,Revenue,Suffolk County Council
Economic Development and Transport,Economic Development,Supplies and Services,Grants & Contributions,45678,VI-129293,33990,Revenue,Suffolk County Council
Corporate Services,Admin Buildings,Premises Expenses,Electricity,45678,VI-129057,114774.66,Revenue,Suffolk County Council
"Communities, Culture, Leisure and Tourism",Community Development,Supplies and Services,Grants & Contributions,45679,VI-129967,900,Revenue,Suffolk County Council
"Communities, Culture, Leisure and Tourism",Harbours and Yacht Stations,Premises Expenses,Rents Payable,45679,VI-129624,1858.3,Revenue,Suffolk County Council
Corporate Services,Human Resources,Supplies and Services,Other Ext Provided Services,45681,VI-129970,56929.95,Revenue,Suffolk County Council
Excluded,Holding Accounts,Holding Account - Cash Out,Payments,45685,VI-130040,12413.52,Revenue,Suffolk County Council
Corporate Services,Human Resources,Employee Expenses,Recruitment Advertising,45688,VI-130448,1207.75,Revenue,Suffolk County Council
Planning and Coastal Management,Planning,Supplies and Services,Other Ext Provided Services,45688,VI-129855,3665,Revenue,Suffolk County Council
Excluded,Holding Accounts,Holding Account - Cash Out,Payments,45672,VI-112567,11916172,Revenue,Suffolk County Council
Excluded,Holding Accounts,Holding Account - Cash Out,Payments,45677,VI-112552,2807186.34,Revenue,Suffolk County Council
Excluded,Holding Accounts,Holding Account - Cash Out,Payments,45664,VI-128823,988097.76,Revenue,Suffolk County Council
Corporate Services,Human Resources,Supplies and Services,Miscellaneous Other Services,45674,VI-129459,800,Revenue,Suffolk Mind
Corporate Services,Human Resources,Supplies and Services,Miscellaneous Other Services,45667,VI-129473,275,Revenue,Suffolk Mind
Excluded,Holding Accounts,Holding Account - Cash Out,Payments,45672,VI-112540,2090245,Revenue,Suffolk Police & Crime Commissioner
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,General Purchases,45671,VI-129304,1129.2,Revenue,Sunhigh Ltd
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,General Purchases,45671,VI-129305,620.4,Revenue,Sunhigh Ltd
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,General Purchases,45671,VI-129408,982.8,Revenue,Sunhigh Ltd
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,General Purchases,45672,VI-129575,2022.6,Revenue,Sunhigh Ltd
Economic Development and Transport,Economic Regeneration Towns Fund,Holding Account - Cash Out,Capital Expenditure,45671,VI-129069,1440,Capital,SWT Trading Limited
The Environment,Waste Management,Supplies and Services,General Purchases,45667,VI-129424,320,Revenue,Symmons Madge Associates
Corporate Services,Cemeteries,Premises Expenses,Building Services - Responsive Maintenance,45672,VI-129487,850,Revenue,T4 Survey Limited
Corporate Services,Public Conveniences,Holding Account - Cash Out,Capital Expenditure,45674,VI-129488,48986.56,Capital,T4 Survey Limited
"Communities, Culture, Leisure and Tourism",Community Development,Supplies and Services,Grants & Contributions,45665,VI-127913,2160,Revenue,T800 Limited
"Communities, Culture, Leisure and Tourism",Revenue Grants,Supplies and Services,Other Ext Provided Services,45667,VI-129054,2430,Revenue,The TAS Partnership Ltd
Deputy Leader and Housing,Housing Needs,Premises Expenses,Rents Payable,45685,VI-130281,441.09,Revenue,Taylor Properties Trading Limited
Deputy Leader and Housing,Housing Needs,Premises Expenses,Rents Payable,45685,VI-130393,525,Revenue,Taylor Properties Trading Limited
Deputy Leader and Housing,Housing Needs,Premises Expenses,Rents Payable,45678,VI-129870,500,Revenue,Taylor Properties (Clients account)
Deputy Leader and Housing,Housing Needs,Premises Expenses,Rent Deposits,45685,VI-130392,600,Revenue,Taylor Properties (Clients account)
Deputy Leader and Housing,Housing Needs,Premises Expenses,Rent Deposits,45688,VI-130759,600,Revenue,Taylor Properties (Clients account)
Financial Resources and Value for Money,Procurement,Employee Expenses,Qualification Training,45678,VI-129416,2909,Revenue,Thomas Telford Limited
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,Furniture and Equipment,45667,VI-129743,419,Revenue,Test Meter Group
Leader of the Council,Legal,Supplies and Services,Corporate Subscriptions,45674,VI-129777,2005.92,Revenue,Thomson Reuters
Corporate Services,Miscellaneous Land,Premises Expenses,Building Services - Planned Maintenance,45686,VI-130353,1360,Revenue,T M O Traffic Highways Ltd
Planning and Coastal Management,Planning,Supplies and Services,Advertising,45674,VI-128698,321.18,Revenue,PeopleScout Ltd
Planning and Coastal Management,Planning,Supplies and Services,Advertising,45685,VI-130096,333.72,Revenue,PeopleScout Ltd
Planning and Coastal Management,Planning,Supplies and Services,Advertising,45686,VI-130568,250.44,Revenue,PeopleScout Ltd
"Communities, Culture, Leisure and Tourism",Community Development,Supplies and Services,General Purchases,45664,VI-128681,2588.25,Revenue,Total Merchandise Ltd
Community Health,Port Health Authority,Supplies and Services,Other Office Expenses,45684,VI-129850,702,Revenue,Tower Leasing Ltd
Energy and Climate Change,Environmental Climate Change,Supplies and Services,Grants & Contributions,45667,VI-128844,402,Revenue,Transition Woodbridge
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,45674,VI-129235,14190.07,Revenue,Travis Perkins
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,45678,VI-129858,5541.38,Revenue,Travis Perkins
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,45681,VI-129957,10988.15,Revenue,Travis Perkins
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,45688,VI-130691,3465.15,Revenue,Travis Perkins
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,45688,VI-130669,258.86,Revenue,Travis Perkins
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,45688,VI-130668,7055.98,Revenue,Travis Perkins
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,45688,VI-130695,15027.42,Revenue,Travis Perkins
Housing Revenue Account,HRA Supervision and Management,Supplies and Services,Legal Fees,45680,VI-130643,2924,Revenue,True Solicitors
Housing Revenue Account,HRA Supervision and Management,Supplies and Services,Legal Fees,45680,VI-130644,2000,Revenue,True Solicitors
Financial Resources and Value for Money,Recharge Accounts,Supplies and Services,Furniture and Equipment,45672,VI-128979,7000.31,Revenue,Tusker
Housing Revenue Account,HRA Repairs and Maintenance,Premises Expenses,HRA Lifts,45664,VI-128923,540,Revenue,Ray Tuttle Lift Services Limited
Housing Revenue Account,HRA Repairs and Maintenance,Premises Expenses,HRA Lifts,45688,VI-130680,450,Revenue,Ray Tuttle Lift Services Limited
Leader of the Council,Corporate and Democratic Management,Supplies and Services,General Purchases,45667,VI-129040,281.67,Revenue,Ufford Park
Leader of the Council,Corporate and Democratic Management,Supplies and Services,Corporate Subscriptions,45681,VI-129969,2700,Revenue,UK100 Cities Network Limited
Community Health,Port Health Authority,Supplies and Services,Analysts/Vets Fees,45678,VI-129479,3578.14,Revenue,UK Health Security Agency
Excluded,Holding Accounts,Holding Account - Cash In,Payroll Deductions,45671,VI-129444,1331.96,Revenue,Unison Eastern Region
Planning and Coastal Management,Coastal Management,Employee Expenses,Contract Staff,45681,VI-130221,5983.64,Revenue,University of East Anglia
Financial Resources and Value for Money,Recharge Accounts,Premises Expenses,Electricity,45671,VI-128829,32875.21,Revenue,Vertas Group Ltd
Corporate Services,Admin Buildings,Supplies and Services,General Purchases,45678,VI-128754,453.5,Revenue,Vertas Group Ltd
Corporate Services,Admin Buildings,Supplies and Services,Postages,45685,VI-130107,487.1,Revenue,Vertas Group Ltd
Financial Resources and Value for Money,Recharge Accounts,Premises Expenses,Electricity,45685,VI-130347,33022.31,Revenue,Vertas Group Ltd
Financial Resources and Value for Money,Financial Services,Supplies and Services,General Purchases,45684,VC-004029,-3004.68,Revenue,Vertas Group Ltd
Corporate Services,Cemeteries,Premises Expenses,Building Services - Planned Maintenance,45671,VI-129022,3646.85,Revenue,Richard Vest Architectural Design Ltd
Corporate Services,Miscellaneous Property,Premises Expenses,Building Services - Planned Maintenance,45671,VI-129052,2880.45,Revenue,Richard Vest Architectural Design Ltd
Economic Development and Transport,Economic Development,Supplies and Services,Consultants,45679,VI-129996,2500,Revenue,The Visitor Business
Deputy Leader and Housing,Private Sector Housing,Employee Expenses,Contract Staff,45679,VI-127549,840,Revenue,Vivid Resourcing
Deputy Leader and Housing,Private Sector Housing,Employee Expenses,Contract Staff,45679,VI-128430,3510,Revenue,Vivid Resourcing
Deputy Leader and Housing,Private Sector Housing,Employee Expenses,Contract Staff,45679,VI-129028,7627.89,Revenue,Vivid Resourcing
Deputy Leader and Housing,Private Sector Housing,Employee Expenses,Contract Staff,45679,VI-129029,5600,Revenue,Vivid Resourcing
Deputy Leader and Housing,Private Sector Housing,Employee Expenses,Contract Staff,45679,VI-129030,6862.5,Revenue,Vivid Resourcing
The Environment,Waste Management,Supplies and Services,Telephone Calls/Data/Broadband,45667,VI-128900,1872.75,Revenue,Vodafone Ltd
"Communities, Culture, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,45685,VI-130433,1000,Revenue,Wangford and District Community Council
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,45664,VI-128819,14294.5,Revenue,Warmpro Insulation Specialists Ltd
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,45664,VI-128820,4340,Revenue,Warmpro Insulation Specialists Ltd
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,45665,VI-128988,575,Revenue,Warmpro Insulation Specialists Ltd
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,45667,VI-129032,6485,Revenue,Warmpro Insulation Specialists Ltd
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,45667,VI-129023,7467.5,Revenue,Warmpro Insulation Specialists Ltd
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,45667,VI-129014,575,Revenue,Warmpro Insulation Specialists Ltd
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,45667,VI-128973,575,Revenue,Warmpro Insulation Specialists Ltd
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,45671,VI-129046,350,Revenue,Warmpro Insulation Specialists Ltd
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,45672,VI-129623,500,Revenue,Warmpro Insulation Specialists Ltd
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,45672,VI-129550,9700.5,Revenue,Warmpro Insulation Specialists Ltd
