Portfolio,Supplier_Name,Payment_Date,Transaction_Number,Net Amount,Merchant Category
"Renewal, Recreation and Housing",LIBERATA UK LIMITED,45100,5039992,2069.26,OTHER CREDS
"Children, Education and Families",MED-PTS AMBULANCE SERVICES LTD,45100,5039996,720,PCS HEALTH AUTH
"Children, Education and Families",REDACTED PERSONAL DATA,45100,5040000,1282,SOLETRADER
"Renewal, Recreation and Housing",ORCHARD & SHIPMAN GROUP T/A PINNACLE GROUP,45100,5040002,115952.5,TCR SUPPLIER GENERAL
Adult Care and Health,OVO ENERGY LTD,45100,5040003,629.67,TCR UTILITY
"Children, Education and Families",R & B DECORATORS & REFURBISHMENT,45100,5040004,21350.5,SUB-CONTRACTOR
"Resources, Commissioning and Contracts Management",REDACTED PERSONAL DATA,45100,5040005,1392,TCR SUPPLIER GENERAL
Environment & Community Services,REDACTED PERSONAL DATA,45100,5040006,1123.08,TCR SUPPLIER GENERAL
"Children, Education and Families",REMARK LTD,45100,5040007,530,TCR SUPPLIER GENERAL
"Children, Education and Families",THE NATIONAL FOSTERING AGENCY LTD,45100,5040009,3631.65,TCR SUPPLIER GENERAL
"Children, Education and Families",THE NATIONAL FOSTERING AGENCY LTD,45100,5040010,1991.55,TCR SUPPLIER GENERAL
"Children, Education and Families",THE NATIONAL FOSTERING AGENCY LTD,45100,5040010,3932.1,TCR SUPPLIER GENERAL
Adult Care and Health,ABSOLUTE CARE SERVICES LTD,45103,5040011,7657.27,TCR DOMICILIARY PROVIDER
Adult Care and Health,ABSOLUTE CARE SERVICES LTD,45103,5040011,303.44,TCR DOMICILIARY PROVIDER
Adult Care and Health,ABSOLUTE CARE SERVICES LTD,45103,5040011,671.8399999999999,TCR DOMICILIARY PROVIDER
"Children, Education and Families",ACADEMY TRAINING & CONSULTANCY,45103,5040012,1988,TCR SUPPLIER GENERAL
Adult Care and Health,AGE CONCERN ORPINGTON & DISTRICT,45103,5040013,572.3699999999999,TCR SUPPLIER GENERAL
Adult Care and Health,AGE CONCERN ORPINGTON & DISTRICT,45103,5040013,700.86,TCR SUPPLIER GENERAL
Adult Care and Health,AGE CONCERN ORPINGTON & DISTRICT,45103,5040013,59.58,TCR SUPPLIER GENERAL
Adult Care and Health,AGE CONCERN ORPINGTON & DISTRICT,45103,5040014,674.1899999999998,TCR SUPPLIER GENERAL
Adult Care and Health,AGE CONCERN ORPINGTON & DISTRICT,45103,5040014,721.36,TCR SUPPLIER GENERAL
Adult Care and Health,AGE CONCERN ORPINGTON & DISTRICT,45103,5040014,29.79,TCR SUPPLIER GENERAL
Adult Care and Health,AGE CONCERN ORPINGTON & DISTRICT,45103,5040015,1204.32,TCR SUPPLIER GENERAL
Adult Care and Health,AGE CONCERN ORPINGTON & DISTRICT,45103,5040015,1242.72,TCR SUPPLIER GENERAL
Adult Care and Health,AGE CONCERN ORPINGTON & DISTRICT,45103,5040015,59.58,TCR SUPPLIER GENERAL
RCCM Capital Total,REDACTED PERSONAL DATA,45103,5040016,2991.52,TCR SUPPLIER GENERAL
CEF Balance Sheet Total,REDACTED PERSONAL DATA,45103,5040017,16096.69,SUB-CONTRACTOR
RRH Capital Total,BLOOM PROCUREMENT SERVICES LTD,45103,5040020,2000,TCR STAFF AGENCY
Adult Care and Health,CARE OUTLOOK LIMITED,45103,5040022,1299.6299999999999,TCR SUPPLIER GENERAL
Adult Care and Health,CARE OUTLOOK LIMITED,45103,5040022,475.82,TCR SUPPLIER GENERAL
Adult Care and Health,REDACTED PERSONAL DATA,45103,5040023,11887.869999999999,TCR SUPPLIER GENERAL
Adult Care and Health,REDACTED PERSONAL DATA,45103,5040023,248.22,TCR SUPPLIER GENERAL
Adult Care and Health,REDACTED PERSONAL DATA,45103,5040023,490.45,TCR SUPPLIER GENERAL
Adult Care and Health,CHOICE SUPPORT,45103,5040024,5069.31,TCR RESIDENTIAL HOME
Adult Care and Health,CHRISTIES CARE LIMITED,45103,5040025,6014.4,TCR DOMICILIARY PROVIDER
"Children, Education and Families",CROYDON PRIVATE HIRE LTD,45103,5040026,1440,TCR TRANSPORT
"Children, Education and Families",CROYDON PRIVATE HIRE LTD,45103,5040027,64018,TCR TRANSPORT
"Children, Education and Families",CROYDON PRIVATE HIRE LTD,45103,5040027,2264,TCR TRANSPORT
Adult Care and Health,FABS DOMICILIARY HOMECARE LTD,45103,5040028,12003.839999999998,TCR DOMICILIARY PROVIDER
Adult Care and Health,FABS DOMICILIARY HOMECARE LTD,45103,5040028,675.99,TCR DOMICILIARY PROVIDER
Adult Care and Health,FABS DOMICILIARY HOMECARE LTD,45103,5040028,352.77,TCR DOMICILIARY PROVIDER
"Children, Education and Families",FORESHAW BUILDING SERVICES LIMITED,45103,5040029,3613.68,SUB-CONTRACTOR
Insurance Fund Holding Account Total,GROVE AUTOS LTD,45103,5040031,1167.16,TCR SUPPLIER GENERAL
Adult Care and Health,HARMONY HOME AID SERVICES LTD,45103,5040032,783.37,TCR DOMICILIARY PROVIDER
Adult Care and Health,HARMONY HOME AID SERVICES LTD,45103,5040032,35.42,TCR DOMICILIARY PROVIDER
Adult Care and Health,HASTINGS & BEXHILL MENCAP,45103,5040033,3340.8,TCR SUPPLIER GENERAL
Environment & Community Services,IDVERDE LTD,45103,5040034,481995.58,TCR SUPPLIER GENERAL
Adult Care and Health,REDACTED PERSONAL DATA,45103,5040035,7077.559999999996,TCR DOMICILIARY PROVIDER
"Children, Education and Families",KISIMUL GROUP LTD,45103,5040038,19043.78,TCR RESIDENTIAL HOME
"Children, Education and Families",KISIMUL GROUP LTD,45103,5040038,6714.56,TCR RESIDENTIAL HOME
"Resources, Commissioning and Contracts Management",LANDSWOOD DE COY LLP,45103,5040039,439.06,TCR LANDLORD
Adult Care and Health,LEONARD CHESHIRE SERVICES CIC,45103,5040040,29163.370000000014,TCR RESIDENTIAL HOME
RCCM Capital Total,MORGAN LOVELL PLC,45103,5040041,30200,SUB-CONTRACTOR
"Renewal, Recreation and Housing",REDACTED PERSONAL DATA,45103,5040042,9696,TCR LANDLORD
"Children, Education and Families",NOCN,45103,5040043,750,TCR SUPPLIER GENERAL
"Resources, Commissioning and Contracts Management",OPUS ENERGY LTD,45103,5040044,703.33,TCR UTILITY
Adult Care and Health,OZUMBA TRAINING & CONSULT. SERVICES LTD,45103,5040045,20583.120000000014,TCR DOMICILIARY PROVIDER
Adult Care and Health,OZUMBA TRAINING & CONSULT. SERVICES LTD,45103,5040045,380.45,TCR DOMICILIARY PROVIDER
Adult Care and Health,OZUMBA TRAINING & CONSULT. SERVICES LTD,45103,5040045,2051.8,TCR DOMICILIARY PROVIDER
Adult Care and Health,PETTS WOOD HOMECARE LTD,45103,5040047,1578.69,TCR SUPPLIER GENERAL
"Renewal, Recreation and Housing",PLEXUS UK (FIRST PROJECT) LTD,45103,5040048,28626.260000000002,TCR SUPPLIER GENERAL
Adult Care and Health,PRIORY CARE SERVICES LTD,45103,5040049,6177.300000000003,TCR DOMICILIARY PROVIDER
Adult Care and Health,PRIORY CARE SERVICES LTD,45103,5040049,240.87,TCR DOMICILIARY PROVIDER
Adult Care and Health,PRIORY CARE SERVICES LTD,45103,5040050,6290.56,TCR DOMICILIARY PROVIDER
Adult Care and Health,PRIORY CARE SERVICES LTD,45103,5040050,240.87,TCR DOMICILIARY PROVIDER
"Children, Education and Families",PROSPERO GROUP LTD,45103,5040051,702,TCR SUPPLIER GENERAL
"Renewal, Recreation and Housing",PURE LETTINGS (SOUTH EAST) LTD,45103,5040052,4000,TCR LANDLORD
Adult Care and Health,REDACTED PERSONAL DATA,45103,5040055,16384.31,TCR DOMICILIARY PROVIDER
Adult Care and Health,REDACTED PERSONAL DATA,45103,5040055,96.95,TCR DOMICILIARY PROVIDER
Adult Care and Health,REDACTED PERSONAL DATA,45103,5040055,574.84,TCR DOMICILIARY PROVIDER
"Renewal, Recreation and Housing",ST JOHN THE BAPTIST CHURCH,45103,5040056,3000,VOS CHARITY ORG
Adult Care and Health,REDACTED PERSONAL DATA,45103,5040057,27602.930000000004,TCR DOMICILIARY PROVIDER
Adult Care and Health,REDACTED PERSONAL DATA,45103,5040057,2432.8599999999997,TCR DOMICILIARY PROVIDER
Adult Care and Health,REDACTED PERSONAL DATA,45103,5040058,2483.4100000000003,TCR SUPPLIER GENERAL
Adult Care and Health,REDACTED PERSONAL DATA,45103,5040058,511.14,TCR SUPPLIER GENERAL
"Resources, Commissioning and Contracts Management",TUSKERDIRECT LTD,45103,5040059,569.56,TCR SUPPLIER GENERAL
Environment & Community Services,VIDEALERT LTD,45103,5040062,3900,TCR SUPPLIER GENERAL
"Renewal, Recreation and Housing",WATES PROPERTY SERVICES LTD,45103,5040063,2210.86,SUB-CONTRACTOR
"Resources, Commissioning and Contracts Management",2 DR JOHNSON'S BUILDINGS,45104,5040064,500,TCR LEGAL
"Resources, Commissioning and Contracts Management",2 DR JOHNSON'S BUILDINGS,45104,5040065,500,TCR LEGAL
"Resources, Commissioning and Contracts Management",2 DR JOHNSON'S BUILDINGS,45104,5040066,850,TCR LEGAL
"Resources, Commissioning and Contracts Management",4 BRICK COURT,45104,5040067,600,TCR LEGAL
"Resources, Commissioning and Contracts Management",4 BRICK COURT,45104,5040068,600,TCR LEGAL
"Resources, Commissioning and Contracts Management",4 BRICK COURT,45104,5040069,700,TCR LEGAL
"Resources, Commissioning and Contracts Management",4 BRICK COURT,45104,5040070,825,TCR LEGAL
Adult Care and Health,REDACTED PERSONAL DATA,45104,5040071,970,TCR SUPPLIER GENERAL
Adult Care and Health,ADDINGTON ROAD SURGERY,45104,5040072,3837,TCR CONSULTANT
Public Protection and Enforcement,ALLWAG PROMOTIONS LTD,45104,5040078,450,TCR SUPPLIER GENERAL
Adult Care and Health,ALWAYS CARING (BROMLEY) LTD,45104,5040079,7890.14,TCR DOMICILIARY PROVIDER
Adult Care and Health,ALWAYS CARING (BROMLEY) LTD,45104,5040079,3134.74,TCR DOMICILIARY PROVIDER
Adult Care and Health,ANCHOR HANOVER GROUP,45104,5040080,19043.800000000003,TCR RESIDENTIAL HOME
Adult Care and Health,ANCHOR HANOVER GROUP,45104,5040081,33859.4,TCR RESIDENTIAL HOME
Adult Care and Health,ANERLEY SURGERY,45104,5040082,817,OTHER CREDS
Control Balance Sheet Total,ARNOLD CLARK FINANCE LTD,45104,5040083,3257.1099999999997,VENDOR
Adult Care and Health,BALLATER SURGERY,45104,5040085,2297,TCR CONSULTANT
Environment & Community Services,BECKENHAM CHRISTCHURCH PCC,45104,5040087,10500,OTHER CREDS
Adult Care and Health,BLUEFIELD CARE SERVICES LTD,45104,5040088,12287.66,TCR DOMICILIARY PROVIDER
Adult Care and Health,BLUEFIELD CARE SERVICES LTD,45104,5040088,290.90000000000003,TCR DOMICILIARY PROVIDER
Adult Care and Health,BLUEFIELD CARE SERVICES LTD,45104,5040088,518.56,TCR DOMICILIARY PROVIDER
Adult Care and Health,BRISEN COMPANY LTD,45104,5040089,-257.92,TCR DOMICILIARY PROVIDER
Adult Care and Health,BRISEN COMPANY LTD,45104,5040089,989.74,TCR DOMICILIARY PROVIDER
Adult Care and Health,BROOMWOOD ROAD SURGERY,45104,5040090,3025,OTHER CREDS
"Children, Education and Families",BY THE BRIDGE LTD,45104,5040091,4606.5,OTHER CREDS
Adults Balance Sheet Total,CANNON CARS,45104,5040092,12049.36,TCR TRANSPORT
Adult Care and Health,CARING LANE LTD,45104,5040093,3624.6400000000003,TCR DOMICILIARY PROVIDER
Adult Care and Health,CHELSFIELD SURGERY,45104,5040095,2153,OTHER CREDS
Adult Care and Health,CREATIVE SUPPORT LTD,45104,5040096,249675.36,TCR SUPPLIER GENERAL
Adult Care and Health,REDACTED PERSONAL DATA,45104,5040099,11250.719999999998,TCR DOMICILIARY PROVIDER
Adult Care and Health,REDACTED PERSONAL DATA,45104,5040099,2115.34,TCR DOMICILIARY PROVIDER
Adult Care and Health,REDACTED PERSONAL DATA,45104,5040100,1294,TCR SUPPLIER GENERAL
Adult Care and Health,REDACTED PERSONAL DATA,45104,5040101,1429,TCR CONSULTANT
Adult Care and Health,REDACTED PERSONAL DATA,45104,5040102,2787,OTHER CREDS
Adult Care and Health,DR COLLINS & PARTNERS * 3032534,45104,5040104,1573,TCR SUPPLIER GENERAL
Adult Care and Health,REDACTED PERSONAL DATA,45104,5040106,717,TCR CONSULTANT
Adult Care and Health,REDACTED PERSONAL DATA,45104,5040107,595,TCR CONSULTANT
Adult Care and Health,REDACTED PERSONAL DATA,45104,5040108,2967,IND REFUND
"Children, Education and Families",DREAMFO HOUSING LTD,45104,5040109,3591.6600000000003,TCR RESIDENTIAL HOME
Adult Care and Health,REDACTED PERSONAL DATA,45104,5040110,4280,IND REFUND
"Children, Education and Families",REDACTED PERSONAL DATA,45104,5040111,540,CHILDRENS RES UNITS
"Children, Education and Families",REDACTED PERSONAL DATA,45104,5040112,4071.6,CHILDRENS RES UNITS
"Children, Education and Families",REDACTED PERSONAL DATA,45104,5040113,4928.4,CHILDRENS RES UNITS
Adult Care and Health,REDACTED PERSONAL DATA,45104,5040114,8685,IND REFUND
Adult Care and Health,ELM HOUSE SURGERY,45104,5040115,4594,PCS HEALTH AUTH
Adult Care and Health,ELMES HOMECARE LTD,45104,5040116,3540.6899999999996,TCR DOMICILIARY PROVIDER
Environment & Community Services,ENSIGNA CONSTRUCTION LTD,45104,5040117,49126.17,SUB-CONTRACTOR
Adult Care and Health,ETERNAL CARE UK LTD,45104,5040118,2292.29,TCR DOMICILIARY PROVIDER
Adult Care and Health,ETERNAL CARE UK LTD,45104,5040118,4440.58,TCR DOMICILIARY PROVIDER
Adult Care and Health,FABS DOMICILIARY HOMECARE LTD,45104,5040119,14266.06,TCR DOMICILIARY PROVIDER
Adult Care and Health,FABS DOMICILIARY HOMECARE LTD,45104,5040119,536.13,TCR DOMICILIARY PROVIDER
Adult Care and Health,FABS DOMICILIARY HOMECARE LTD,45104,5040119,352.77,TCR DOMICILIARY PROVIDER
Adult Care and Health,REDACTED PERSONAL DATA,45104,5040121,35669.480000000105,TCR DOMICILIARY PROVIDER
"Children, Education and Families",HEATH FARM FOSTERING,45104,5040123,7478.7,TCR SUPPLIER GENERAL
Adult Care and Health,HOMECARE BROMLEY,45104,5040124,4898.48,TCR RESIDENTIAL HOME
Adult Care and Health,HOMECARE BROMLEY,45104,5040124,179.72,TCR RESIDENTIAL HOME
Adult Care and Health,REDACTED PERSONAL DATA,45104,5040125,6833.779999999999,TCR DOMICILIARY PROVIDER
"Children, Education and Families",INEQE GROUP LTD,45104,5040126,1950,TCR SUPPLIER GENERAL
"Children, Education and Families",REDACTED PERSONAL DATA,45104,5040127,2517.5,TCR DOMICILIARY PROVIDER
Adult Care and Health,KELSEY HEALTHCARE LTD,45104,5040128,4246,PCS HEALTH AUTH
Adult Care and Health,REDACTED PERSONAL DATA,45104,5040130,3767,TCR CONSULTANT
Adult Care and Health,REDACTED PERSONAL DATA,45104,5040131,4086.3700000000003,TCR DOMICILIARY PROVIDER
Adult Care and Health,REDACTED PERSONAL DATA,45104,5040131,434.52,TCR DOMICILIARY PROVIDER
Adult Care and Health,REDACTED PERSONAL DATA,45104,5040131,242.81,TCR DOMICILIARY PROVIDER
Adult Care and Health,LEONARD CHESHIRE SERVICES CIC,45104,5040132,4389.44,TCR RESIDENTIAL HOME
Adult Care and Health,LEONARD CHESHIRE SERVICES CIC,45104,5040133,12623.44,TCR RESIDENTIAL HOME
Control Balance Sheet Total,LEX AUTOLEASE LTD,45104,5040134,4256.77,TCR SUPPLIER GENERAL
RCCM Capital Total,LIBERATA UK LIMITED,45104,5040135,11038.69,OTHER CREDS
RCCM Capital Total,LIBERATA UK LIMITED,45104,5040136,11038.72,OTHER CREDS
"Resources, Commissioning and Contracts Management",LIBERATA UK LIMITED,45104,5040137,88019.51,OTHER CREDS
"Resources, Commissioning and Contracts Management",LIBERATA UK LIMITED,45104,5040137,187644.19999999995,OTHER CREDS
"Resources, Commissioning and Contracts Management",LIBERATA UK LIMITED,45104,5040137,512943.64,OTHER CREDS
"Resources, Commissioning and Contracts Management",LIBERATA UK LIMITED,45104,5040137,1837.29,OTHER CREDS
"Resources, Commissioning and Contracts Management",LIBERATA UK LIMITED,45104,5040137,8810.76,OTHER CREDS
Adult Care and Health,LONDON LANE CLINIC,45104,5040141,5568,PCS HEALTH AUTH
Adult Care and Health,MACKLEY HOME CARE LTD,45104,5040143,876.3299999999999,TCR DOMICILIARY PROVIDER
Adult Care and Health,MANOR ROAD SURGERY,45104,5040144,3377,TCR CONSULTANT
Control Balance Sheet Total,MATRIX SCM LIMITED,45104,5040145,330207.76,IRC_JOB_AGENCY
"Renewal, Recreation and Housing",MONTAGU EVANS LLP,45104,5040147,46786,TCR CONSULTANT
"Children, Education and Families",REDACTED PERSONAL DATA,45104,5040148,41882,CHILDRENS RES UNITS
"Children, Education and Families",REDACTED PERSONAL DATA,45104,5040149,528.27,FOSTER PARENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45104,5040149,554.71,FOSTER PARENTS
Environment & Community Services,NEWSQUEST MEDIA GROUP,45104,5040152,614.2499999999999,TCR SUPPLIER GENERAL
"Children, Education and Families",NEXT STEP FOSTERING SERVICES LTD,45104,5040153,7214.360000000001,TCR SUPPLIER GENERAL
"Children, Education and Families",NEXT STEP FOSTERING SERVICES LTD,45104,5040154,7454.83,TCR SUPPLIER GENERAL
Adult Care and Health,NORHEADS LANE SURGERY,45104,5040155,1310,TCR CONSULTANT
Adult Care and Health,NUMBER 10 INTERIM,45104,5040156,5750,TCR SUPPLIER GENERAL
Adult Care and Health,REDACTED PERSONAL DATA,45104,5040157,2286,TCR DOCTOR
"Resources, Commissioning and Contracts Management",OPUS ENERGY LTD,45104,5040158,2808.4700000000003,TCR UTILITY
Adult Care and Health,PLUM CARE LTD,45104,5040160,11814.440000000002,TCR DOMICILIARY PROVIDER
Adult Care and Health,PLUM CARE LTD,45104,5040160,316.92,TCR DOMICILIARY PROVIDER
Adult Care and Health,REDACTED PERSONAL DATA,45104,5040162,3688,IND REFUND
"Resources, Commissioning and Contracts Management",POZITIVE ENERGY LTD,45104,5040163,686.52,TCR SUPPLIER GENERAL
Adult Care and Health,PRIORY CARE SERVICES LTD,45104,5040164,5911.099999999999,TCR DOMICILIARY PROVIDER
Adult Care and Health,PRIORY CARE SERVICES LTD,45104,5040164,240.87000000000012,TCR DOMICILIARY PROVIDER
Adult Care and Health,RIVER GARDEN CARE LTD,45104,5040165,10151.4,TCR RESIDENTIAL HOME
Adult Care and Health,RIVER GARDEN CARE LTD,45104,5040165,561.1,TCR RESIDENTIAL HOME
Adult Care and Health,RIVER GARDEN CARE LTD,45104,5040165,1110.58,TCR RESIDENTIAL HOME
Adult Care and Health,ROBIN HOOD SURGERY,45104,5040166,895,OTHER CREDS
"Resources, Commissioning and Contracts Management",SCHRODER INVESTMENT MANAGEMENT LTD,45104,5040168,15287.91,TCR SUPPLIER GENERAL
Adult Care and Health,SMITHFIELD HEALTH & SOCIALCARE LTD T/A VERILIFE,45104,5040169,24650.300000000025,TCR DOMICILIARY PROVIDER
Adult Care and Health,SMITHFIELD HEALTH & SOCIALCARE LTD T/A VERILIFE,45104,5040169,210.14,TCR DOMICILIARY PROVIDER
Adult Care and Health,SMITHFIELD HEALTH & SOCIALCARE LTD T/A VERILIFE,45104,5040169,460.15000000000003,TCR DOMICILIARY PROVIDER
Adult Care and Health,REDACTED PERSONAL DATA,45104,5040171,2005.24,TCR DOMICILIARY PROVIDER
"Resources, Commissioning and Contracts Management",SPIRIT ARTS YOUTH LTD,45104,5040173,1500,TCR SUPPLIER GENERAL
Adult Care and Health,ST MARY CRAY PRACTICE,45104,5040175,837,PCS HEALTH AUTH
Adult Care and Health,STATION ROAD SURGERY,45104,5040176,793,TCR CONSULTANT
Adult Care and Health,STOCK HILL SURGERY,45104,5040177,2720,VENDOR
Environment & Community Services,STRUTT & PARKER,45104,5040178,2811.7,TCR LANDLORD
Adult Care and Health,REDACTED PERSONAL DATA,45104,5040179,1432,TCR CONSULTANT
Adult Care and Health,REDACTED PERSONAL DATA,45104,5040180,2764,IND REFUND
Adult Care and Health,THE CHISLEHURST MEDICAL PRACTICE,45104,5040181,4903,OTHER CREDS
Adult Care and Health,THE FAMILY SURGERY,45104,5040183,971,TCR SUPPLIER GENERAL
Adult Care and Health,REDACTED PERSONAL DATA,45104,5040184,1260,IND REFUND
"Children, Education and Families",THE NATIONAL FOSTERING AGENCY LTD,45104,5040185,2442.84,TCR SUPPLIER GENERAL
Adult Care and Health,THE WOODLANDS PRACTICE,45104,5040187,7470,OTHER CREDS
"Children, Education and Families",REDACTED PERSONAL DATA,45104,5040188,7335,IND OTHER
"Resources, Commissioning and Contracts Management",THOMAS BINGHAM CHAMBERS LTD,45104,5040189,900,TCR LEGAL
Adult Care and Health,TUDOR WAY SURGERY,45104,5040190,2562,TCR CONSULTANT
Public Protection and Enforcement,TYCO FIRE & INTEGRATED SOLUTIONS,45104,5040192,2821.2,TCR SUPPLIER GENERAL
Control Balance Sheet Total,VOLKSWAGEN FINANCIAL SERVICES,45104,5040193,4116.1900000000005,TCR SUPPLIER GENERAL
"Children, Education and Families",WATKINS SOLICITORS,45104,5040194,9029.83,TCR SUPPLIER GENERAL
"Children, Education and Families",REDACTED PERSONAL DATA,45105,5040196,970.54,IND CARERS
"Children, Education and Families",A SAFE HOUSE LTD,45105,5040197,5550,TCR SUPPLIER GENERAL
"Children, Education and Families",REDACTED PERSONAL DATA,45105,5040198,560,SOLETRADER
Adult Care and Health,ABSOLUTE CARE SERVICES LTD,45105,5040199,6454.619999999998,TCR DOMICILIARY PROVIDER
Adult Care and Health,ABSOLUTE CARE SERVICES LTD,45105,5040199,303.44,TCR DOMICILIARY PROVIDER
Adult Care and Health,ABSOLUTE CARE SERVICES LTD,45105,5040199,671.8399999999999,TCR DOMICILIARY PROVIDER
CEF Balance Sheet Total,REDACTED PERSONAL DATA,45105,5040200,8583.21,IND OTHER
"Children, Education and Families",REDACTED PERSONAL DATA,45105,5040202,13470,IND OTHER
"Children, Education and Families",REDACTED PERSONAL DATA,45105,5040204,2017.08,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45105,5040204,908.96,IND FOSTER CARER
Adult Care and Health,ALWAYS CARING (BROMLEY) LTD,45105,5040208,7635.71,TCR DOMICILIARY PROVIDER
Adult Care and Health,ALWAYS CARING (BROMLEY) LTD,45105,5040208,3134.74,TCR DOMICILIARY PROVIDER
Adult Care and Health,AMY ADAMS HOMECARE UK LIMITED,45105,5040209,4640.7699999999995,TCR SUPPLIER GENERAL
Adult Care and Health,ANCHOR HANOVER GROUP,45105,5040210,8793.43,TCR RESIDENTIAL HOME
"Children, Education and Families",REDACTED PERSONAL DATA,45105,5040212,2396.64,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45105,5040213,1903.85,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45105,5040214,772.3199999999999,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45105,5040214,658.24,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45105,5040215,819.3199999999999,IND FOSTER CARER
Environment & Community Services,APCOA PARKING (UK) LTD,45105,5040216,9835.699999999999,TCR SUPPLIER GENERAL
Adult Care and Health,REDACTED PERSONAL DATA,45105,5040218,1049.8799999999999,IND BSAP PROVIDER
Adult Care and Health,REDACTED PERSONAL DATA,45105,5040218,979.9599999999999,IND BSAP PROVIDER
Adult Care and Health,REDACTED PERSONAL DATA,45105,5040220,1438.28,IND OTHER
Adult Care and Health,REDACTED PERSONAL DATA,45105,5040220,-714.48,IND OTHER
Adult Care and Health,BRIDGES HEALTHCARE & NURSING LTD,45105,5040228,2476.8300000000004,TCR RESIDENTIAL HOME
"Children, Education and Families",BRIGHT START MONTESSORI,45105,5040229,1006.75,OTHER CREDS
"Children, Education and Families",REDACTED PERSONAL DATA,45105,5040230,5000,TCR IND SCHOOL
"Children, Education and Families",REDACTED PERSONAL DATA,45105,5040236,1300.52,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45105,5040237,812,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45105,5040238,870,IND CARERS
Adult Care and Health,CHOICE SUPPORT,45105,5040241,5069.310000000001,TCR RESIDENTIAL HOME
Adult Care and Health,REDACTED PERSONAL DATA,45105,5040243,1585.68,IND OTHER
Adult Care and Health,REDACTED PERSONAL DATA,45105,5040243,-745.16,IND OTHER
"Children, Education and Families",REDACTED PERSONAL DATA,45105,5040244,1559.88,FOSTER PARENTS
Adult Care and Health,DARETHEALTHCARE UK LTD,45105,5040247,1832.5300000000002,TCR DOMICILIARY PROVIDER
Adult Care and Health,DARETHEALTHCARE UK LTD,45105,5040247,771.42,TCR DOMICILIARY PROVIDER
Adult Care and Health,DARETHEALTHCARE UK LTD,45105,5040247,163.62,TCR DOMICILIARY PROVIDER
"Children, Education and Families",REDACTED PERSONAL DATA,45105,5040250,6355,CHILDRENS RES UNITS
"Children, Education and Families",REDACTED PERSONAL DATA,45105,5040251,690,FOSTER PARENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45105,5040251,917.54,FOSTER PARENTS
Adult Care and Health,REDACTED PERSONAL DATA,45105,5040252,15777.689999999995,TCR DOMICILIARY PROVIDER
Adult Care and Health,REDACTED PERSONAL DATA,45105,5040252,2115.34,TCR DOMICILIARY PROVIDER
"Children, Education and Families",REDACTED PERSONAL DATA,45105,5040253,1000.96,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45105,5040256,3750,CHILDRENS RES UNITS
Environment & Community Services,EDF ENERGY CUSTOMERS PLC,45105,5040257,672.6,TCR UTILITY
"Resources, Commissioning and Contracts Management",ENCORE ENVELOPES LTD,45105,5040261,1512.5,TCR SUPPLIER GENERAL
Adult Care and Health,EUROPEAN NURSING AGENCY,45105,5040262,1201.2,OTHER CREDS
"Children, Education and Families",REDACTED PERSONAL DATA,45105,5040264,2000,IND OTHER
"Children, Education and Families",REDACTED PERSONAL DATA,45105,5040265,814.3199999999999,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45105,5040265,970.54,IND FOSTER CARER
Adult Care and Health,HARMONY HOME AID SERVICES LTD,45105,5040269,783.37,TCR DOMICILIARY PROVIDER
Adult Care and Health,HARMONY HOME AID SERVICES LTD,45105,5040269,35.42,TCR DOMICILIARY PROVIDER
Adult Care and Health,HOMECARE BROMLEY,45105,5040271,4727.669999999999,TCR RESIDENTIAL HOME
Adult Care and Health,HOMECARE BROMLEY,45105,5040271,179.72,TCR RESIDENTIAL HOME
"Children, Education and Families",REDACTED PERSONAL DATA,45105,5040274,3103.12,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45105,5040278,674.04,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45105,5040279,867.32,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45105,5040280,943.32,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45105,5040283,772.3199999999999,IND CARERS
"Children, Education and Families",REDACTED PERSONAL DATA,45105,5040284,1784.86,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45105,5040285,3334,TCR SUPPLIER GENERAL
"Children, Education and Families",REDACTED PERSONAL DATA,45105,5040286,3817,TCR SUPPLIER GENERAL
"Resources, Commissioning and Contracts Management",JC AUDIT TRAINING LTD,45105,5040288,975,TCR TRAINING
"Children, Education and Families",REDACTED PERSONAL DATA,45105,5040289,772.3199999999999,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45105,5040292,751.76,IND FOSTER CARER
