Portfolio,Supplier_Name,Payment_Date,Transaction_Number,Net Amount,Merchant Category
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031815,2187.4,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45035,5031816,734.52,IND FOSTER CARER
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031821,923.08,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45035,5031825,1760.94,IND FOSTER CARER
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031827,762.4199999999998,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031829,1570.6399999999999,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45035,5031831,734.52,FOSTER PARENTS
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031832,634.1600000000001,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031836,3179.6000000000004,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45035,5031838,986.74,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45035,5031840,1435.2399999999998,FOSTER PARENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45035,5031840,918.7,FOSTER PARENTS
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031841,2964.36,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031842,1774.0600000000002,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031843,2552.14,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031844,2151.34,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031845,888.92,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031846,643.86,PAYROLL
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031847,1587.3399999999997,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031851,2037.28,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031852,14283.36,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45035,5031853,2008.5799999999997,FOSTER PARENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45035,5031853,986.74,FOSTER PARENTS
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031855,1259.32,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031856,1125.28,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031857,1661.06,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031861,565.04,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45035,5031864,671.9,IND ADOPTERS
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031866,2041.6,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031869,1380.54,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031870,1951.8999999999999,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031873,877.07,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45035,5031874,1672.96,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031875,691.9,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031876,899.78,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45035,5031877,815.48,IND FOSTER CARER
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031881,2840.04,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031882,1052.98,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031891,4228.240000000001,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45035,5031893,1536.3999999999996,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45035,5031895,686.28,IND FOSTER CARER
"Resources, Commissioning and Contracts Management",REDACTED PERSONAL DATA,45035,5031898,850,TCR SUPPLIER GENERAL
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031903,1150.96,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45035,5031905,1135.08,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45035,5031906,739.52,IND FOSTER CARER
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031907,2060.35,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031909,1525.8600000000001,IND DIRECT PAYMENTS
"Resources, Commissioning and Contracts Management",OPUS ENERGY LTD,45035,5031910,612.6800000000001,TCR UTILITY
"Children, Education and Families",REDACTED PERSONAL DATA,45035,5031912,665.86,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45035,5031913,1734.1799999999996,FOSTER PARENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45035,5031913,1193.28,FOSTER PARENTS
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031914,737.64,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45035,5031915,556.96,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45035,5031916,986.74,FOSTER PARENTS
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031919,877.26,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45035,5031920,639.28,FOSTER PARENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45035,5031922,3063.4399999999996,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45035,5031922,1809.56,IND FOSTER CARER
"Resources, Commissioning and Contracts Management",PDP,45035,5031923,1092.5,VENDOR
CEF Capital Total,PELLINGS LLP,45035,5031925,3850,VENDOR
"Children, Education and Families",REDACTED PERSONAL DATA,45035,5031929,514.62,IND FOSTER CARER
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031937,2152.2,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031938,2366.18,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45035,5031941,291.5,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45035,5031941,694.0200000000001,IND FOSTER CARER
"Resources, Commissioning and Contracts Management",ROYAL MAIL GROUP PLC,45035,5031944,1442.73,VENDOR
"Children, Education and Families",REDACTED PERSONAL DATA,45035,5031946,986.74,IND FOSTER CARER
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031947,757.1,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031948,1525.8600000000001,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45035,5031953,928.42,IND FOSTER CARER
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031956,1866.7199999999998,IND DIRECT PAYMENTS
Insurance Fund Holding Account Total,SG FLEET SOLUTIONS UK LTD,45035,5031958,1017.54,TCR SUPPLIER GENERAL
"Children, Education and Families",REDACTED PERSONAL DATA,45035,5031959,1089.96,CHILDRENS RES UNITS
"Children, Education and Families",REDACTED PERSONAL DATA,45035,5031959,918.7,CHILDRENS RES UNITS
"Children, Education and Families",REDACTED PERSONAL DATA,45035,5031960,918.62,FOSTER PARENTS
Environment & Community Services,SOCIETY WORKS LTD,45035,5031963,14400,TCR SUPPLIER GENERAL
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031965,6532.449999999996,TCR DOMICILIARY PROVIDER
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031965,423.93,TCR DOMICILIARY PROVIDER
"Children, Education and Families",REDACTED PERSONAL DATA,45035,5031966,980.72,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45035,5031967,658,IND AGENCY CARERS
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031969,3063.5199999999995,IND DIRECT PAYMENTS
"Resources, Commissioning and Contracts Management",THOMSON REUTERS (PROFESSIONAL) UK LTD,45035,5031979,21923.88,TCR LEGAL
"Children, Education and Families",TIDDLYWINKS PRESCHOOL & POVEREST,45035,5031980,726.72,TCR NURSERY
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031981,4670.36,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031982,1246.4,IND DIRECT PAYMENTS
ECS Capital Total,TRACSIS TRAFFIC DATA LIMITED,45035,5031983,1645,TCR SUPPLIER GENERAL
"Children, Education and Families",REDACTED PERSONAL DATA,45035,5031984,2463.34,IND OTHER
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031985,8220.7,IND DIRECT PAYMENTS
Public Protection and Enforcement,TYCO FIRE & INTEGRATED SOLUTIONS,45035,5031987,2306.88,TCR SUPPLIER GENERAL
"Children, Education and Families",UK FOSTERING LTD,45035,5031988,5314.33,TCR SUPPLIER GENERAL
"Children, Education and Families",REDACTED PERSONAL DATA,45035,5031990,502.8,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45035,5031991,722,IND ADOPTERS
"Children, Education and Families",REDACTED PERSONAL DATA,45035,5031993,1734.1799999999996,FOSTER PARENTS
Adult Care and Health,VIBRANCE CLIENT ACCOUNT,45035,5031994,199475.56000000014,TCR SUPPLIER GENERAL
Adult Care and Health,VIBRANCE CLIENT ACCOUNT,45035,5031994,189980.1500000001,TCR SUPPLIER GENERAL
Adult Care and Health,VIBRANCE CLIENT ACCOUNT,45035,5031994,4939.320000000001,TCR SUPPLIER GENERAL
"Children, Education and Families",VIBRANCE CLIENT ACCOUNT,45035,5031994,60947.36999999964,TCR SUPPLIER GENERAL
"Renewal, Recreation and Housing",WATES PROPERTY SERVICES LTD,45035,5031996,1275.51,SUB-CONTRACTOR
"Renewal, Recreation and Housing",WATES PROPERTY SERVICES LTD,45035,5031997,1441.61,SUB-CONTRACTOR
"Renewal, Recreation and Housing",WATES PROPERTY SERVICES LTD,45035,5031998,19550.32,SUB-CONTRACTOR
"Children, Education and Families",REDACTED PERSONAL DATA,45035,5031999,579.9,IND FOSTER CARER
Adult Care and Health,REDACTED PERSONAL DATA,45035,5032000,690.27,IND DIRECT PAYMENTS
Adult Care and Health,WOODHAM ENTERPRISES LIMITED,45035,5032003,8318.8,TCR RESIDENTIAL HOME
Adult Care and Health,WOODHAM ENTERPRISES LIMITED,45035,5032003,5746.72,TCR RESIDENTIAL HOME
"Children, Education and Families",YOUNG FUTURES CIC,45035,5032006,9964.33,TCR SUPPLIER GENERAL
"Resources, Commissioning and Contracts Management",6 PUMP COURT CHAMBERS,45036,5032010,3000,TCR LEGAL
Adult Care and Health,ABSOLUTE CARE SERVICES LTD,45036,5032011,5389.459999999999,TCR DOMICILIARY PROVIDER
Adult Care and Health,ABSOLUTE CARE SERVICES LTD,45036,5032011,276.26,TCR DOMICILIARY PROVIDER
Adult Care and Health,ABSOLUTE CARE SERVICES LTD,45036,5032011,380.25,TCR DOMICILIARY PROVIDER
Adult Care and Health,ALWAYS CARING (BROMLEY) LTD,45036,5032012,7292.740000000001,TCR DOMICILIARY PROVIDER
Adult Care and Health,ALWAYS CARING (BROMLEY) LTD,45036,5032012,2662.1,TCR DOMICILIARY PROVIDER
Adult Care and Health,AMBIENT SUPPORT LIMITED,45036,5032013,6106.8,TCR RESIDENTIAL HOME
"Resources, Commissioning and Contracts Management",ASH INFORMATION SYSTEMS LTD,45036,5032014,2250,TCR SUPPLIER GENERAL
Adult Care and Health,ASJJ LIMITED,45036,5032015,780,TCR SUPPLIER GENERAL
Adult Care and Health,ASPENS ENTERPRISES LTD,45036,5032016,6813.28,TCR SUPPLIER GENERAL
Adult Care and Health,ASPENS ENTERPRISES LTD,45036,5032017,18724.92,TCR SUPPLIER GENERAL
Adult Care and Health,ASPENS ENTERPRISES LTD,45036,5032018,18724.92,TCR SUPPLIER GENERAL
"Renewal, Recreation and Housing",BEEHIVE AFFORDABLE HOMES (BROMLEY 1),45036,5032019,389171.55000000005,TCR LANDLORD
"Children, Education and Families",CANSFORD LABORATORIES LTD,45036,5032025,565,TCR SUPPLIER GENERAL
Adult Care and Health,CHOICE SUPPORT,45036,5032027,780.9,TCR RESIDENTIAL HOME
Adult Care and Health,CHOICE SUPPORT,45036,5032028,5539.74,TCR RESIDENTIAL HOME
"Children, Education and Families",CLOVER INDEPENDENT LIVING LTD,45036,5032033,3852.85,TCR SUPPLIER GENERAL
Adult Care and Health,CREATIVE SUPPORT LTD,45036,5032034,7611,TCR SUPPLIER GENERAL
"Children, Education and Families",REDACTED PERSONAL DATA,45036,5032035,3373.25,IND CARERS/MOTHERS
Adult Care and Health,REDACTED PERSONAL DATA,45036,5032037,8588.69,TCR DOMICILIARY PROVIDER
Adult Care and Health,REDACTED PERSONAL DATA,45036,5032037,1862.83,TCR DOMICILIARY PROVIDER
"Children, Education and Families",REDACTED PERSONAL DATA,45036,5032038,8753.48,TCR SUPPLIER GENERAL
Adult Care and Health,ELMES HOMECARE LTD,45036,5032040,3880.0499999999997,TCR DOMICILIARY PROVIDER
Environment & Community Services,EXACTRAK,45036,5032041,580,TCR SUPPLIER GENERAL
"Children, Education and Families",EXPERT IN MIND,45036,5032042,1591.2,TCR CONSULTANT
"Renewal, Recreation and Housing",HOMESDALE PROPERTY LTD,45036,5032044,2153.85,TCR LANDLORD
Adult Care and Health,HORIZON CARE & WELFARE ASSOCIATION,45036,5032045,5500.97,VENDOR
Adult Care and Health,REDACTED PERSONAL DATA,45036,5032046,3681.7999999999993,TCR DOMICILIARY PROVIDER
Adult Care and Health,REDACTED PERSONAL DATA,45036,5032048,574.5999999999999,TCR DOMICILIARY PROVIDER
Adult Care and Health,REDACTED PERSONAL DATA,45036,5032048,48.60000000000019,TCR DOMICILIARY PROVIDER
"Renewal, Recreation and Housing",REDACTED PERSONAL DATA,45036,5032049,1200,TCR SUPPLIER GENERAL
Adult Care and Health,JIGSAW OCCUPATIONAL THERAPY LTD,45036,5032050,1660.88,TCR SUPPLIER GENERAL
"Children, Education and Families",REDACTED PERSONAL DATA,45036,5032051,757.9,TCR TRANSPORT
"Resources, Commissioning and Contracts Management",LANDMARK CHAMBERS,45036,5032054,5250,TCR LEGAL
Adult Care and Health,LEWISHAM NEXUS SERVICE T/A AURORA NEXUS,45036,5032055,3750,TCR SUPPLIER GENERAL
Adult Care and Health,LIAISE (SOUTH) LIMITED * 3007987,45036,5032057,10941.28,TCR RESIDENTIAL HOME
Adult Care and Health,LIAISE (SOUTH) LIMITED * 3007987,45036,5032058,10941.28,TCR RESIDENTIAL HOME
"Resources, Commissioning and Contracts Management",LIBERATA UK LIMITED,45036,5032059,582.36,OTHER CREDS
Control Balance Sheet Total,MATRIX SCM LIMITED,45036,5032063,262732.66,IRC_JOB_AGENCY
Adult Care and Health,MEARS EXTRA CARE LIMITED,45036,5032065,25618.48,TCR DOMICILIARY PROVIDER
"Renewal, Recreation and Housing",REDACTED PERSONAL DATA,45036,5032068,600,TCR LANDLORD
"Children, Education and Families",REDACTED PERSONAL DATA,45036,5032069,694.8,TCR TRANSPORT
Adult Care and Health,NOMASE CARE LTD,45036,5032073,3191.71,IND RESIDENTIAL
"Children, Education and Families",NONSTOP CONSULTING LTD,45036,5032074,6000,TCR STAFF AGENCY
"Children, Education and Families",PARKWOOD HALL CO-OPERATIVE ACADEMY,45036,5032075,1573,TCR IND SCHOOL
"Children, Education and Families",PATHWAYS CARE GROUP LTD,45036,5032076,17445.36,TCR RESIDENTIAL HOME
Adult Care and Health,PERCY HEDLEY FOUNDATION,45036,5032077,19422.97,TCR IND SCHOOL
Adult Care and Health,PETTS WOOD HOMECARE LTD,45036,5032078,1733.1399999999999,TCR SUPPLIER GENERAL
Adult Care and Health,PLUM CARE LTD,45036,5032079,14307.320000000007,TCR DOMICILIARY PROVIDER
Adult Care and Health,PLUM CARE LTD,45036,5032079,553.3499999999999,TCR DOMICILIARY PROVIDER
Adult Care and Health,PRIORY CARE SERVICES LTD,45036,5032082,6353.4400000000005,TCR DOMICILIARY PROVIDER
Adult Care and Health,PRIORY CARE SERVICES LTD,45036,5032082,219.03,TCR DOMICILIARY PROVIDER
"Resources, Commissioning and Contracts Management",REDACTED PERSONAL DATA,45036,5032084,865,TCR SUPPLIER GENERAL
"Resources, Commissioning and Contracts Management",RESTORE PLC,45036,5032086,2314.78,TCR SUPPLIER GENERAL
Adult Care and Health,SCOTTS PROJECT TRUST,45036,5032089,676.76,VOS CHARITY ORG
Adult Care and Health,SUNBIRD CARE LTD,45036,5032093,982.94,TCR DOMICILIARY PROVIDER
Adult Care and Health,REDACTED PERSONAL DATA,45036,5032094,2333.0499999999997,TCR SUPPLIER GENERAL
Adult Care and Health,REDACTED PERSONAL DATA,45036,5032094,213.64000000000001,TCR SUPPLIER GENERAL
Adult Care and Health,TRIPLE O&A LTD,45036,5032098,2550,TCR SUPPLIER GENERAL
"Resources, Commissioning and Contracts Management",TRUSTEE FIRE & SECURITY LTD,45036,5032099,1000,TCR SUPPLIER GENERAL
"Resources, Commissioning and Contracts Management",TUSKERDIRECT LTD,45036,5032100,778.4,TCR SUPPLIER GENERAL
"Children, Education and Families",VIBRANCE CLIENT ACCOUNT,45036,5032101,634.8299999999999,TCR SUPPLIER GENERAL
"Children, Education and Families",APEX HOUSING SOLUTIONS LTD,45037,5032103,1798,TCR LANDLORD
"Children, Education and Families",APEX HOUSING SOLUTIONS LTD,45037,5032104,3422,TCR LANDLORD
Adult Care and Health,ARVAL UK LTD,45037,5032105,606.58,OTHER CREDS
Control Balance Sheet Total,ARVAL UK LTD,45037,5032105,9475.900000000001,OTHER CREDS
Insurance Fund Holding Account Total,ARVAL UK LTD,45037,5032105,452.29,OTHER CREDS
"Renewal, Recreation and Housing",CAMPBELL TICKELL LIMITED,45037,5032107,850,TCR SUPPLIER GENERAL
"Resources, Commissioning and Contracts Management",CANON (UK) LTD,45037,5032108,1107,OTHER CREDS
"Resources, Commissioning and Contracts Management",CANON (UK) LTD,45037,5032109,1107,OTHER CREDS
"Renewal, Recreation and Housing",CAREBASE LTD,45037,5032110,6950,COMPANY
"Children, Education and Families",CAREMARK BROMLEY,45037,5032111,16223.84,TCR SUPPLIER GENERAL
"Renewal, Recreation and Housing",CLARION HOUSING ASSOCIATION,45037,5032114,5000,TCR LANDLORD
"Children, Education and Families",COMPASS FOSTERING LONDON LIMITED,45037,5032115,3334.98,TCR SUPPLIER GENERAL
"Children, Education and Families",COMPASS FOSTERING LONDON LIMITED,45037,5032116,3511.68,TCR SUPPLIER GENERAL
Adult Care and Health,CREATIVE SUPPORT LTD,45037,5032117,2838.08,TCR SUPPLIER GENERAL
Adult Care and Health,CREATIVE SUPPORT LTD,45037,5032118,10776,TCR SUPPLIER GENERAL
Adult Care and Health,CREATIVE SUPPORT LTD,45037,5032119,11352.320000000002,TCR SUPPLIER GENERAL
"Resources, Commissioning and Contracts Management",GARTNER U.K. LTD,45037,5032123,87200,OTHER CREDS
"Resources, Commissioning and Contracts Management",GOVNET COMMUNICATIONS,45037,5032124,621,OTHER CREDS
RRH Capital Total,HOME ADAPTATIONS SOUTHEAST LTD,45037,5032125,6794.5,TCR SUPPLIER GENERAL
"Children, Education and Families",LADYBIRDS 1991 LTD,45037,5032129,5280,TCR SUPPLIER GENERAL
"Children, Education and Families",REDACTED PERSONAL DATA,45037,5032130,549.88,IND ADOPTERS
"Resources, Commissioning and Contracts Management",LAVAT CONSULTING LTD,45037,5032131,800,TCR CONSULTANT
RRH Capital Total,LIBRA CONSTRUCTION SERVICES LTD,45037,5032132,29653,SUB-CONTRACTOR
Environment & Community Services,MPD FM LTD,45037,5032133,8190.16,TCR SUPPLIER GENERAL
RCCM Capital Total,NUMBER 10 INTERIM,45037,5032136,2300,TCR SUPPLIER GENERAL
Adult Care and Health,OATLEIGH CARE LTD,45037,5032137,44351.19999999999,TCR RESIDENTIAL HOME
Adults Balance Sheet Total,PG PASSENGER SERVICES LTD,45037,5032138,1740,TCR TRANSPORT
"Renewal, Recreation and Housing",PURE LETTINGS (SOUTH EAST) LTD,45037,5032139,4000,TCR LANDLORD
"Resources, Commissioning and Contracts Management",ROYAL MAIL GROUP PLC,45037,5032140,4611.83,VENDOR
"Children, Education and Families",SECTION 31 TRAINING & CONSULTANCY LTD,45037,5032141,755,TCR TRAINING
Adult Care and Health,SIGNIS LTD,45037,5032142,9900,TCR SUPPLIER GENERAL
Adult Care and Health,SOUTHSIDE PARTNERSHIP,45037,5032143,2068.67,TCR RESIDENTIAL HOME
"Children, Education and Families",THRIIVER LTD,45037,5032145,780,TCR SUPPLIER GENERAL
Environment & Community Services,VALTECH LTD,45037,5032147,518.88,TCR SUPPLIER GENERAL
RRH Capital Total,WATERSIDE & ASSOCIATES LTD,45037,5032148,5911,SUB-CONTRACTOR
Pension Rev Total,KENT COUNTY COUNCIL,45040,1000594,83661.14,PCS LOCAL AUTH
"Children, Education and Families",3PB MANAGEMENT SERVICES LTD,45040,5032150,1440,TCR LEGAL
"Resources, Commissioning and Contracts Management",4 BRICK COURT,45040,5032151,825,TCR LEGAL
"Resources, Commissioning and Contracts Management",4 BRICK COURT,45040,5032152,825,TCR LEGAL
ECS Capital Total,ACCESS SPORT CIO,45040,5032153,600,TCR SUPPLIER GENERAL
"Children, Education and Families",ADO THERAPY,45040,5032155,990,TCR SUPPLIER GENERAL
"Children, Education and Families",ADO THERAPY,45040,5032156,6270,TCR SUPPLIER GENERAL
"Children, Education and Families",ADO THERAPY,45040,5032157,6915,TCR SUPPLIER GENERAL
"Children, Education and Families",ADO THERAPY,45040,5032158,16545,TCR SUPPLIER GENERAL
"Children, Education and Families",REDACTED PERSONAL DATA,45040,5032161,520,TCR CONSULTANT
Adult Care and Health,AVANTE CARE AND SUPPORT LTD,45040,5032163,2806.68,TCR RESIDENTIAL HOME
"Resources, Commissioning and Contracts Management",REDACTED PERSONAL DATA,45040,5032164,2314,TCR SUPPLIER GENERAL
Adult Care and Health,BM HOMECARE LTD,45040,5032169,4205.09,TCR DOMICILIARY PROVIDER
Adult Care and Health,BM HOMECARE LTD,45040,5032169,401.5,TCR DOMICILIARY PROVIDER
Adult Care and Health,BM HOMECARE LTD,45040,5032169,255.5,TCR DOMICILIARY PROVIDER
"Children, Education and Families",REDACTED PERSONAL DATA,45040,5032171,-2950,TCR IND SCHOOL
"Children, Education and Families",REDACTED PERSONAL DATA,45040,5032171,7000,TCR IND SCHOOL
"Renewal, Recreation and Housing",CAMPBELL TICKELL LIMITED,45040,5032172,425,TCR SUPPLIER GENERAL
Adult Care and Health,CARE DIRECT UK LTD,45040,5032177,11228.91,TCR SUPPLIER GENERAL
Adult Care and Health,CARE DIRECT UK LTD,45040,5032177,739.1500000000001,TCR SUPPLIER GENERAL
"Children, Education and Families",CAREOLINE CARERS SERVICES LTD,45040,5032178,1694,TCR TRANSPORT
Adult Care and Health,CHOICE SUPPORT,45040,5032179,4949.85,TCR RESIDENTIAL HOME
"Renewal, Recreation and Housing",CIPFA BUSINESS LTD,45040,5032180,1125,VENDOR
"Resources, Commissioning and Contracts Management",CITY CLEANING & SUPPORT SERVICES LTD,45040,5032181,20048.13,TCR SUPPLIER GENERAL
"Resources, Commissioning and Contracts Management",CIVICA UK LTD,45040,5032182,14400,VENDOR
"Children, Education and Families",REDACTED PERSONAL DATA,45040,5032183,576,SOLETRADER
Adult Care and Health,CLARION HOUSING ASSOCIATION,45040,5032184,11000,TCR LANDLORD
Adult Care and Health,COMMUNITY LINKS BROMLEY,45040,5032185,1989,OTHER CREDS
"Children, Education and Families",COMPASS FOSTERING SOUTH LTD,45040,5032186,2023.56,TCR SUPPLIER GENERAL
"Children, Education and Families",COMPASS FOSTERING SOUTH LTD,45040,5032187,4046.91,TCR SUPPLIER GENERAL
RCCM Capital Total,REDACTED PERSONAL DATA,45040,5032188,402.78,TCR SUPPLIER GENERAL
"Resources, Commissioning and Contracts Management",REDACTED PERSONAL DATA,45040,5032188,4430.55,TCR SUPPLIER GENERAL
"Children, Education and Families",COXLEASE SCHOOL ASPRIS CHILDRENS SERVICES,45040,5032189,32859.67,TCR IND SCHOOL
"Children, Education and Families",CPCAB,45040,5032190,1008,VENDOR
"Children, Education and Families",CREATIVE BEHAVIOURAL SOLUTIONS LTD,45040,5032191,14368.75,TCR CONSULTANT
"Children, Education and Families",HORIZON EDUCATION (SOUTH LONDON) LTD,45040,5032192,292386.12,TCR IND SCHOOL
"Children, Education and Families",CRYSTAL PALACE COMMUNITY DEVELOPMENT TRUST,45040,5032193,3150,OTHER CREDS
Insurance Fund Holding Account Total,DAC BEACHCROFT CLAIMS LTD,45040,5032195,660,TCR LEGAL
"Children, Education and Families",REDACTED PERSONAL DATA,45040,5032198,1135,TCR SUPPLIER GENERAL
Insurance Fund Holding Account Total,DWF LLP,45040,5032199,1526,TCR SUPPLIER GENERAL
"Children, Education and Families",REDACTED PERSONAL DATA,45040,5032200,3750,CHILDRENS RES UNITS
"Children, Education and Families",REDACTED PERSONAL DATA,45040,5032201,4071.6,CHILDRENS RES UNITS
"Children, Education and Families",REDACTED PERSONAL DATA,45040,5032202,1507.99,TCR CONSULTANT
Public Protection and Enforcement,ENIGMA CCTV LTD,45040,5032203,26539.38,TCR CORP CONTRACTS
Adult Care and Health,FABS DOMICILIARY HOMECARE LTD,45040,5032206,7996.899999999997,TCR DOMICILIARY PROVIDER
Adult Care and Health,FABS DOMICILIARY HOMECARE LTD,45040,5032206,551.72,TCR DOMICILIARY PROVIDER
Adult Care and Health,FABS DOMICILIARY HOMECARE LTD,45040,5032206,302.55,TCR DOMICILIARY PROVIDER
"Renewal, Recreation and Housing",FLOCK CREATIVE LTD,45040,5032207,4424.49,TCR CONSULTANT
"Resources, Commissioning and Contracts Management",FORESHAW BUILDING SERVICES LIMITED,45040,5032208,7265.12,SUB-CONTRACTOR
"Resources, Commissioning and Contracts Management",REDACTED PERSONAL DATA,45040,5032209,5743.7,LBB OTHER
"Resources, Commissioning and Contracts Management",REDACTED PERSONAL DATA,45040,5032210,5743.7,LBB OTHER
"Children, Education and Families",HEADSIGHT SERVICES LTD,45040,5032211,1250,TCR SUPPLIER GENERAL
"Children, Education and Families",REDACTED PERSONAL DATA,45040,5032212,630,IND OTHER
"Children, Education and Families",REDACTED PERSONAL DATA,45040,5032213,16028.56,CHILDRENS RES UNITS
"Children, Education and Families",REDACTED PERSONAL DATA,45040,5032216,1710,TCR DOMICILIARY PROVIDER
Adult Care and Health,REDACTED PERSONAL DATA,45040,5032217,2510.1800000000007,TCR DOMICILIARY PROVIDER
Adult Care and Health,REDACTED PERSONAL DATA,45040,5032218,2363.4900000000002,TCR DOMICILIARY PROVIDER
Adult Care and Health,REDACTED PERSONAL DATA,45040,5032218,4435.2,TCR DOMICILIARY PROVIDER
Adult Care and Health,REDACTED PERSONAL DATA,45040,5032219,25332.369999999995,TCR DOMICILIARY PROVIDER
Adult Care and Health,REDACTED PERSONAL DATA,45040,5032219,12345.500000000002,TCR DOMICILIARY PROVIDER
Adult Care and Health,REDACTED PERSONAL DATA,45040,5032219,1501.2600000000002,TCR DOMICILIARY PROVIDER
"Children, Education and Families",REDACTED PERSONAL DATA,45040,5032220,46702.25,TCR DOMICILIARY PROVIDER
"Children, Education and Families",REDACTED PERSONAL DATA,45040,5032220,3478.25,TCR DOMICILIARY PROVIDER
"Children, Education and Families",REDACTED PERSONAL DATA,45040,5032220,3209.5,TCR DOMICILIARY PROVIDER
