SERVICE_AREA,PORTFOLIO,SUBJECTIVE,SUBJ_DESCRIPTION,SUPPLIER_NAME_REDACTED,SUPPLIER_NUMBER,PAYMENT_NUMBER,PAYMENT_DATE,Net Amount,VENDOR_TYPE_LOOKUP_CODE
 Mental Health Services,Adult Care and Health,65516,Long Term Support Community Day Services,AGE CONCERN ORPINGTON & DISTRICT,3127729,5075090,45373,29.79,TCR SUPPLIER GENERAL
 Public Protection,Public Protection and Enforcement,64712,Membership and Subscriptions,ASSOCIATION OF LONDON ENVIRONMENTAL HEALTH MANAGERS,3101152,5075091,45373,4950,TCR SUPPLIER GENERAL
 Allocations & Accommodation,"Renewal, Recreation and Housing",65552,Private Rented Leased Fee,BEULAH PROPERTIES LTD,3127792,5075095,45373,22189.8,TCR SUPPLIER GENERAL
 0-25 Children Service,"Children, Education and Families",66112,Looked After Cost Other,BEXLEY ACCESSIBLE TRANSPORT SCHEME,3129352,5075096,45373,1067.5,TCR SUPPLIER GENERAL
 Public Health,Adult Care and Health,64331,Miscellaneous Expenses,BROMLEY BOUNCY CASTLES LTD,3204375,5075098,45373,795,COMPANY
 CLA and Care Leavers,"Children, Education and Families",65518,Fostering Agency Placements,BY THE BRIDGE LTD,3034433,5075099,45373,8943.82,OTHER CREDS
 CLA and Care Leavers,"Children, Education and Families",65518,Fostering Agency Placements,CAPSTONE FOSTER CARE (SOUTH EAST) LTD,3145642,5075101,45373,3591.8,TCR SUPPLIER GENERAL
 Assessment and Care Management,Adult Care and Health,65520,Long Term Support Community Homecare,CARE DIRECT UK LTD,3134821,5075102,45373,6463.59,TCR SUPPLIER GENERAL
 Learning Disabilities Services,Adult Care and Health,65520,Long Term Support Community Homecare,CARE DIRECT UK LTD,3134821,5075102,45373,699.23,TCR SUPPLIER GENERAL
 Assessment and Care Management,Adult Care and Health,65520,Long Term Support Community Homecare,CARE DIRECT UK LTD,3134821,5075103,45373,6531.62,TCR SUPPLIER GENERAL
 Learning Disabilities Services,Adult Care and Health,65520,Long Term Support Community Homecare,CARE DIRECT UK LTD,3134821,5075103,45373,728.49,TCR SUPPLIER GENERAL
 Safeguarding and Care Planning East,"Children, Education and Families",64353,Placement Support,CAREMARK BROMLEY,3148215,5075104,45373,455,TCR SUPPLIER GENERAL
 Safeguarding and Care Planning West,"Children, Education and Families",64353,Placement Support,CAREMARK BROMLEY,3148215,5075104,45373,434,TCR SUPPLIER GENERAL
 Learning Disabilities Services,Adult Care and Health,65536,Long Term Nursing Care Spot Contract,CAREY CARE SERVICES LTD,3204440,5075105,45373,24580.79,TCR RESIDENTIAL HOME
 Investment and Non-Operational Property,"Resources, Commissioning and Contracts Management",64331,Miscellaneous Expenses,CAXTONS COMMERCIAL LTD,3124776,5075106,45373,4160,TCR LANDLORD
" Strategy, Performance and Engagement","Resources, Commissioning and Contracts Management",65570,IT Contract,CODESTONE SOLUTIONS LTD,3203577,5075107,45373,1062.75,TCR SUPPLIER GENERAL
" Strategy, Performance and Engagement","Resources, Commissioning and Contracts Management",65570,IT Contract,CODESTONE SOLUTIONS LTD,3203577,5075108,45373,10291.91,TCR SUPPLIER GENERAL
 Information & Early Intervention,Adult Care and Health,65411,Payments to Voluntary Sector,COMMUNITY LINKS BROMLEY,3010823,5075109,45373,2498,OTHER CREDS
 Allocations & Accommodation,"Renewal, Recreation and Housing",65552,Private Rented Leased Fee,CREST MANOR LTD,3130528,5075110,45373,9393,TCR SUPPLIER GENERAL
 Early Intervention and Family Support,"Children, Education and Families",64333,Translators and Interpreters,CROYDON COUNCIL,3003866,5075112,45373,549.35,PCS LOCAL AUTH
 CLA and Care Leavers,"Children, Education and Families",64333,Translators and Interpreters,CROYDON COUNCIL,3003866,5075113,45373,3506.37,PCS LOCAL AUTH
 CLA and Care Leavers,"Children, Education and Families",64333,Translators and Interpreters,CROYDON COUNCIL,3003866,5075114,45373,7844.38,PCS LOCAL AUTH
 Facilities & Support,"Resources, Commissioning and Contracts Management",62126,Reactive Repairs,DALE POWER SOLUTIONS LTD,3152446,5075115,45373,1495,SUB-CONTRACTOR
 Permanency,"Children, Education and Families",65555,Client Support Third Party,DR J L ELLIOTT,3145537,5075116,45373,2250,TCR SUPPLIER GENERAL
 CLA and Care Leavers,"Children, Education and Families",65555,Client Support Third Party,REDACTED PERSONAL DATA,3151003,5075117,45373,332.01,CHILDRENS RES UNITS
 CLA and Care Leavers,"Children, Education and Families",66112,Looked After Cost Other,REDACTED PERSONAL DATA,3151003,5075117,45373,3542.99,CHILDRENS RES UNITS
 CLA and Care Leavers,"Children, Education and Families",66112,Looked After Cost Other,REDACTED PERSONAL DATA,3151003,5075118,45373,3985.67,CHILDRENS RES UNITS
 CLA and Care Leavers,"Children, Education and Families",65555,Client Support Third Party,REDACTED PERSONAL DATA,3151003,5075118,45373,1107.01,CHILDRENS RES UNITS
 Allocations & Accommodation,"Renewal, Recreation and Housing",65552,Private Rented Leased Fee,ELDERFLOWER ESTATE LTD,3143363,5075119,45373,1782.5,TCR LANDLORD
 Learning Disabilities Services,Adult Care and Health,65516,Long Term Support Community Day Services,REDACTED PERSONAL DATA,3152806,5075120,45373,8192,TCR DOMICILIARY PROVIDER
 Allocations & Accommodation,"Renewal, Recreation and Housing",65552,Private Rented Leased Fee,ELLIOT LEIGH PROPERTY MANAGEMENT LTD,3204133,5075121,45373,23018,TCR LANDLORD
 Allocations & Accommodation,"Renewal, Recreation and Housing",65552,Private Rented Leased Fee,EMERGENCY HOUSING LTD,3136991,5075122,45373,74144.5,TCR SUPPLIER GENERAL
 Assessment and Care Management,Adult Care and Health,65520,Long Term Support Community Homecare,ENTERPRISE CARE SUPPORT LTD,3152900,5075123,45373,11987.069999999994,TCR DOMICILIARY PROVIDER
 Mental Health Services,Adult Care and Health,65520,Long Term Support Community Homecare,ENTERPRISE CARE SUPPORT LTD,3152900,5075123,45373,476.2,TCR DOMICILIARY PROVIDER
 CLA and Care Leavers,"Children, Education and Families",65584,Community Homes,REDACTED PERSONAL DATA,3203706,5075124,45373,50138.64,CHILDRENS RESIDENTIAL UNITS
 Safeguarding and Care Planning East,"Children, Education and Families",65584,Community Homes,ESLAND SOUTH LTD,3138978,5075125,45373,24578.57,TCR SUPPLIER GENERAL
 0-25 Children Service,"Children, Education and Families",65584,Community Homes,ESLAND SOUTH LTD,3138978,5075125,45373,20766.9,TCR SUPPLIER GENERAL
 Learning Disabilities Services,Adult Care and Health,65516,Long Term Support Community Day Services,FORGETMENOT ADULT CENTRE LTD,3137037,5075127,45373,1934.4,TCR SUPPLIER GENERAL
 Safeguarding and Care Planning East,"Children, Education and Families",65518,Fostering Agency Placements,FOSTER CARE ASSOCIATES,3018454,5075128,45373,4146.01,OTHER CREDS
 Referral and Assessment Service,"Children, Education and Families",65518,Fostering Agency Placements,FOSTERING SUPPORT GROUP LTD,3106777,5075129,45373,784.42,VENDOR
 CLA and Care Leavers,"Children, Education and Families",65518,Fostering Agency Placements,FOSTERING SUPPORT GROUP LTD,3106777,5075130,45373,3128.83,VENDOR
 0-25 Children Service,"Children, Education and Families",65520,Long Term Support Community Homecare,GRAPECROFT LTD T/A HARMONY HEALTHCARE,3204279,5075131,45373,720,TCR DOMICILIARY PROVIDER
 Libraries and Museums,"Renewal, Recreation and Housing",65556,Third Party Payment Not Government,GREENWICH LEISURE LTD,3107407,5075132,45373,378489.63,TCR SUPPLIER GENERAL
 Safeguarding and Care Planning East,"Children, Education and Families",65518,Fostering Agency Placements,HEATH FARM FOSTERING,3139082,5075133,45373,13929.67,TCR SUPPLIER GENERAL
 Exchequer - Revenue & Benefits,"Resources, Commissioning and Contracts Management",65573,Payroll & Pensions Contract,HEYWOOD LTD,3119683,5075135,45373,452.54,TCR SUPPLIER GENERAL
 Allocations & Accommodation,"Renewal, Recreation and Housing",65552,Private Rented Leased Fee,HOMESOLVE PROPERTY MANAGEMENT LTD,3143364,5075136,45373,8391,TCR LANDLORD
 Assessment and Care Management,Adult Care and Health,65520,Long Term Support Community Homecare,REDACTED PERSONAL DATA,3151820,5075137,45373,3665.88,TCR DOMICILIARY PROVIDER
 Assessment and Care Management,Adult Care and Health,65520,Long Term Support Community Homecare,REDACTED PERSONAL DATA,3123502,5075138,45373,1697.69,TCR DOMICILIARY PROVIDER
 Learning Disabilities Services,Adult Care and Health,65520,Long Term Support Community Homecare,REDACTED PERSONAL DATA,3123502,5075138,45373,624.15,TCR DOMICILIARY PROVIDER
 Mental Health Services,Adult Care and Health,65520,Long Term Support Community Homecare,REDACTED PERSONAL DATA,3123502,5075138,45373,866.97,TCR DOMICILIARY PROVIDER
 Learning Disabilities Services,Adult Care and Health,65539,Long Term Support Community Supported Living,JIGSAW OCCUPATIONAL THERAPY LTD,3151450,5075139,45373,2018.62,TCR SUPPLIER GENERAL
 Public Protection,Public Protection and Enforcement,64331,Miscellaneous Expenses,KENT COUNTY COUNCIL,2167220,5075142,45373,3468.53,PCS LOCAL AUTH
 Public Protection,Public Protection and Enforcement,65111,Payment to Other Local Authorities,KENT COUNTY COUNCIL,2167220,5075142,45373,402.48,PCS LOCAL AUTH
 Assessment and Care Management,Adult Care and Health,65542,Long Term Residential Spot Contract,LEONARD CHESHIRE SERVICES CIC,3146063,5075143,45373,8188,TCR RESIDENTIAL HOME
 Assessment and Care Management,Adult Care and Health,65542,Long Term Residential Spot Contract,LEONARD CHESHIRE SERVICES CIC,3146063,5075144,45373,8188,TCR RESIDENTIAL HOME
 Assessment and Care Management,Adult Care and Health,65536,Long Term Nursing Care Spot Contract,LEONARD CHESHIRE SERVICES CIC,3146063,5075145,45373,10917.8,TCR RESIDENTIAL HOME
 Assessment and Care Management,Adult Care and Health,65536,Long Term Nursing Care Spot Contract,LEONARD CHESHIRE SERVICES CIC,3146063,5075146,45373,10917.8,TCR RESIDENTIAL HOME
 Assessment and Care Management,Adult Care and Health,65536,Long Term Nursing Care Spot Contract,LEONARD CHESHIRE SERVICES CIC,3146063,5075147,45373,10917.8,TCR RESIDENTIAL HOME
 Assessment and Care Management,Adult Care and Health,65536,Long Term Nursing Care Spot Contract,LEONARD CHESHIRE SERVICES CIC,3146063,5075148,45373,10917.8,TCR RESIDENTIAL HOME
 Assessment and Care Management,Adult Care and Health,65536,Long Term Nursing Care Spot Contract,LEONARD CHESHIRE SERVICES CIC,3146063,5075149,45373,10917.8,TCR RESIDENTIAL HOME
 Allocations & Accommodation,"Renewal, Recreation and Housing",65552,Private Rented Leased Fee,LETTING INTERNATIONAL LTD,3152564,5075150,45373,109298,TCR LANDLORD
 Safeguarding and Care Planning West,"Children, Education and Families",66112,Looked After Cost Other,REDACTED PERSONAL DATA,3151184,5075151,45373,4256,IND AGENCY CARERS
 Safeguarding and Care Planning West,"Children, Education and Families",65520,Long Term Support Community Homecare,REDACTED PERSONAL DATA,3151184,5075151,45373,16542,IND AGENCY CARERS
 Learning Disabilities Services,Adult Care and Health,65539,Long Term Support Community Supported Living,LIAISE MANAGEMENT LTD,3151856,5075152,45373,10194.64,TCR RESIDENTIAL HOME
 Exchequer - Revenue & Benefits,"Resources, Commissioning and Contracts Management",65578,Revenue & Benefits Contract,LIBERATA UK LIMITED,3020486,5075153,45373,435573.32,OTHER CREDS
 Exchequer - Revenue & Benefits,"Resources, Commissioning and Contracts Management",65573,Payroll & Pensions Contract,LIBERATA UK LIMITED,3020486,5075153,45373,77224.3,OTHER CREDS
 Exchequer - Payments & Income,"Resources, Commissioning and Contracts Management",65558,A P Contract,LIBERATA UK LIMITED,3020486,5075153,45373,52398.85,OTHER CREDS
 Exchequer - Payments & Income,"Resources, Commissioning and Contracts Management",65578,Revenue & Benefits Contract,LIBERATA UK LIMITED,3020486,5075153,45373,71234.79,OTHER CREDS
 Exchequer - Payments & Income,"Resources, Commissioning and Contracts Management",65568,Finance Assessment Team Contract,LIBERATA UK LIMITED,3020486,5075153,45373,43608.64,OTHER CREDS
 Exchequer - Payments & Income,"Resources, Commissioning and Contracts Management",65559,Appointeeship & Deputyship Team Contract,LIBERATA UK LIMITED,3020486,5075153,45373,20401.92,OTHER CREDS
 Contact Centre,"Resources, Commissioning and Contracts Management",65588,Customer Service Centre,LIBERATA UK LIMITED,3020486,5075153,45373,88019.51,OTHER CREDS
 Assessment and Care Management,Adult Care and Health,65520,Long Term Support Community Homecare,LONE CARE SERVICES LTD,3146246,5075155,45373,1416.3000000000002,TCR DOMICILIARY PROVIDER
 Learning Disabilities Services,Adult Care and Health,65520,Long Term Support Community Homecare,LONE CARE SERVICES LTD,3146246,5075155,45373,818.1,TCR DOMICILIARY PROVIDER
 Assessment and Care Management,Adult Care and Health,65520,Long Term Support Community Homecare,MACKLEY HOME CARE LTD,3022707,5075156,45373,599.62,TCR DOMICILIARY PROVIDER
 Insur. Premium Holding Acct,Insurance Fund Holding Account Total,68612,Insurance Fund Policies,MARSH LTD,3151211,5075158,45373,6681.3,TCR SUPPLIER GENERAL
 Safeguarding and Care Planning West,"Children, Education and Families",66112,Looked After Cost Other,MARVELLOUS PROPERTIES LTD,3127037,5075159,45373,3591.79,TCR SUPPLIER GENERAL
 Safeguarding and Care Planning West,"Children, Education and Families",64353,Placement Support,MARVELLOUS PROPERTIES LTD,3127037,5075159,45373,797.15,TCR SUPPLIER GENERAL
 Control - Comensura Acct,Control Balance Sheet Total,21444,Other Creditors Other Entities and Individuals,MATRIX SCM LIMITED,3151110,5075160,45373,372417.12,IRC_JOB_AGENCY
 Control - Comensura Acct,Control Balance Sheet Total,21444,Other Creditors Other Entities and Individuals,MATRIX SCM LIMITED,3151110,5075161,45373,376337.64,IRC_JOB_AGENCY
 HR,"Resources, Commissioning and Contracts Management",65572,Occupational Health Contract,MEDIGOLD HEALTH CONSULTANCY LTD,3140559,5075162,45373,3402,TCR SUPPLIER GENERAL
 Assessment and Care Management,Adult Care and Health,65520,Long Term Support Community Homecare,OZUMBA TRAINING & CONSULT. SERVICES LTD,3141982,5075166,45373,14124.310000000001,TCR DOMICILIARY PROVIDER
 Mental Health Services,Adult Care and Health,65520,Long Term Support Community Homecare,OZUMBA TRAINING & CONSULT. SERVICES LTD,3141982,5075166,45373,518.45,TCR DOMICILIARY PROVIDER
 Early Intervention and Family Support,"Children, Education and Families",65564,Contract Expenses,PLAN FOR SAFETY CONSULTANCY LTD,3143247,5075168,45373,529,TCR SUPPLIER GENERAL
 CLA and Care Leavers,"Children, Education and Families",65518,Fostering Agency Placements,RAINBOW FOSTERING SERVICES LTD,3141188,5075170,45373,11492.130000000001,TCR SUPPLIER GENERAL
 Referral and Assessment Service,"Children, Education and Families",65518,Fostering Agency Placements,RAINBOW FOSTERING SERVICES LTD,3141188,5075170,45373,15017.29,TCR SUPPLIER GENERAL
 Strategic & Operational Property,"Resources, Commissioning and Contracts Management",64332,Storage and Archiving,RESTORE PLC,3144005,5075171,45373,2467.84,TCR SUPPLIER GENERAL
 Community Safety,Public Protection and Enforcement,64331,Miscellaneous Expenses,REVEAL MEDIA LTD,3149985,5075172,45373,2755,TCR SUPPLIER GENERAL
 Assessment and Care Management,Adult Care and Health,65520,Long Term Support Community Homecare,RIVER GARDEN CARE LTD,3134448,5075173,45373,6067.919999999999,TCR RESIDENTIAL HOME
 Learning Disabilities Services,Adult Care and Health,65520,Long Term Support Community Homecare,RIVER GARDEN CARE LTD,3134448,5075173,45373,561.1,TCR RESIDENTIAL HOME
 Mental Health Services,Adult Care and Health,65520,Long Term Support Community Homecare,RIVER GARDEN CARE LTD,3134448,5075173,45373,1253.3300000000002,TCR RESIDENTIAL HOME
 Safeguarding and Care Planning East,"Children, Education and Families",65520,Long Term Support Community Homecare,SCODEF LTD T/A SODEF CARE,3147940,5075175,45373,630,TCR SUPPLIER GENERAL
 Safeguarding and Care Planning East,"Children, Education and Families",66112,Looked After Cost Other,SCODEF LTD T/A SODEF CARE,3147940,5075175,45373,180,TCR SUPPLIER GENERAL
 0-25 Children Service,"Children, Education and Families",65520,Long Term Support Community Homecare,SCODEF LTD T/A SODEF CARE,3147940,5075175,45373,2670,TCR SUPPLIER GENERAL
 Safeguarding and Care Planning East,"Children, Education and Families",65520,Long Term Support Community Homecare,SCODEF LTD T/A SODEF CARE,3147940,5075176,45373,600,TCR SUPPLIER GENERAL
 Safeguarding and Care Planning East,"Children, Education and Families",66112,Looked After Cost Other,SCODEF LTD T/A SODEF CARE,3147940,5075176,45373,150,TCR SUPPLIER GENERAL
 0-25 Children Service,"Children, Education and Families",65520,Long Term Support Community Homecare,SCODEF LTD T/A SODEF CARE,3147940,5075176,45373,3240,TCR SUPPLIER GENERAL
 Safeguarding and Care Planning East,"Children, Education and Families",65520,Long Term Support Community Homecare,SCODEF LTD T/A SODEF CARE,3147940,5075177,45373,930,TCR SUPPLIER GENERAL
 Safeguarding and Care Planning East,"Children, Education and Families",66112,Looked After Cost Other,SCODEF LTD T/A SODEF CARE,3147940,5075177,45373,435,TCR SUPPLIER GENERAL
 Safeguarding and Care Planning West,"Children, Education and Families",65520,Long Term Support Community Homecare,SCODEF LTD T/A SODEF CARE,3147940,5075177,45373,180,TCR SUPPLIER GENERAL
 0-25 Children Service,"Children, Education and Families",65520,Long Term Support Community Homecare,SCODEF LTD T/A SODEF CARE,3147940,5075177,45373,4230,TCR SUPPLIER GENERAL
 SEN and Inclusion (DSG),"Children, Education and Families",65587,Alternative Programmes,SEND UK SOLUTIONS,3150471,5075178,45373,4441.5,TCR TRAINING
 RAAC Surveys and Works,RRH Capital Total,68155,Consultants Costs,SHARPE PRITCHARD LLP,1997599,5075179,45373,1260,OTHER CREDS
 Assessment and Care Management,Adult Care and Health,65520,Long Term Support Community Homecare,REDACTED PERSONAL DATA,3151872,5075180,45373,7595.1,TCR DOMICILIARY PROVIDER
 Learning Disabilities Services,Adult Care and Health,65520,Long Term Support Community Homecare,REDACTED PERSONAL DATA,3151872,5075180,45373,135.73000000000002,TCR DOMICILIARY PROVIDER
 Mental Health Services,Adult Care and Health,65520,Long Term Support Community Homecare,REDACTED PERSONAL DATA,3151872,5075180,45373,700.24,TCR DOMICILIARY PROVIDER
 CLA and Care Leavers,"Children, Education and Families",66112,Looked After Cost Other,ST CHRISTOPHERS FELLOWSHIP,3124822,5075181,45373,3039.96,VOS CHARITY ORG
 Allocations & Accommodation,"Renewal, Recreation and Housing",65552,Private Rented Leased Fee,STARTING CARE LTD,3130188,5075182,45373,10741.5,TCR SUPPLIER GENERAL
 Assessment and Care Management,Adult Care and Health,65520,Long Term Support Community Homecare,REDACTED PERSONAL DATA,3103377,5075183,45373,19812.34999999999,TCR DOMICILIARY PROVIDER
 Mental Health Services,Adult Care and Health,65520,Long Term Support Community Homecare,REDACTED PERSONAL DATA,3103377,5075183,45373,728.5699999999999,TCR DOMICILIARY PROVIDER
 Assessment and Care Management,Adult Care and Health,65520,Long Term Support Community Homecare,REDACTED PERSONAL DATA,3143000,5075184,45373,6751.970000000001,TCR SUPPLIER GENERAL
 Mental Health Services,Adult Care and Health,65520,Long Term Support Community Homecare,REDACTED PERSONAL DATA,3143000,5075184,45373,164.16,TCR SUPPLIER GENERAL
 Allocations & Accommodation,"Renewal, Recreation and Housing",65552,Private Rented Leased Fee,SURESTART HOMES LTD,3136571,5075185,45373,7347,TCR SUPPLIER GENERAL
 Parks and Green Space,Environment & Community Services,62112,Major Repairs and Structural,T J LOUGHMAN & CO LTD,1851187,5075186,45373,98625.54,SUB-CONTRACTOR
 CLA and Care Leavers,"Children, Education and Families",66112,Looked After Cost Other,REDACTED PERSONAL DATA,3203962,5075187,45373,2092.86,CHILDRENS RESIDENTIAL UNITS
 CLA and Care Leavers,"Children, Education and Families",65555,Client Support Third Party,REDACTED PERSONAL DATA,3203962,5075187,45373,750,CHILDRENS RESIDENTIAL UNITS
 CLA and Care Leavers,"Children, Education and Families",65555,Client Support Third Party,THE ARTEMIS TEAM LTD,3033092,5075189,45373,2756,OTHER CREDS
 CLA and Care Leavers,"Children, Education and Families",66112,Looked After Cost Other,THE ARTEMIS TEAM LTD,3033092,5075189,45373,15210,OTHER CREDS
 Allocations & Accommodation,"Renewal, Recreation and Housing",65552,Private Rented Leased Fee,THEORI HOUSING MANAGEMENT SERVICES LTD,3150935,5075190,45373,43944.32,TCR LANDLORD
 Adult Education Centres,"Children, Education and Families",64344,Exam Fees,TRINITY COLLEGE LONDON,3139048,5075191,45373,2708,TCR IND SCHOOL
 Replacement of District Heating System Boilers & Works to Walnut Leisure Centre,RCCM Capital Total,68112,Construction and Conversion Costs,WINSKELL ENTERPRISES LTD,1198637,5075192,45373,4788,SUB-CONTRACTOR
 CLA and Care Leavers,"Children, Education and Families",66112,Looked After Cost Other,YOUNG FUTURES SOCIAL CARE LTD,3204351,5075193,45373,996.34,TCR SUPPLIER GENERAL
 Safeguarding and Care Planning East,"Children, Education and Families",65584,Community Homes,YOUNG FUTURES SOCIAL CARE LTD,3204351,5075193,45373,9964.33,TCR SUPPLIER GENERAL
 Safeguarding and Care Planning East,"Children, Education and Families",66112,Looked After Cost Other,YOUNG FUTURES SOCIAL CARE LTD,3204351,5075193,45373,270.32,TCR SUPPLIER GENERAL
 CLA and Care Leavers,"Children, Education and Families",66112,Looked After Cost Other,YOUNG VIBRANT,3147946,5075194,45373,3780,TCR SUPPLIER GENERAL
 CLA and Care Leavers,"Children, Education and Families",65555,Client Support Third Party,YOUNG VIBRANT,3147946,5075194,45373,400,TCR SUPPLIER GENERAL
 Allocations & Accommodation,"Renewal, Recreation and Housing",65552,Private Rented Leased Fee,ZFA LTD,3135558,5075195,45373,7021.5,TCR SUPPLIER GENERAL
 Schools - Payment of AVCs,CEF Balance Sheet Total,15753,Other Debtor Entities and Individuals,PRUDENTIAL,3104238,220544,45376,1836.72,OTHER CREDS
 Schools - Payments to Teachers Pension Agency,CEF Balance Sheet Total,15753,Other Debtor Entities and Individuals,TEACHERS PENSIONS,3028435,220545,45376,91690.9,OTHER CREDS
 Better Care Fund,Adult Care and Health,65211,Payment to Health Authorities,NHS SOUTH EAST LONDON ICB (QKK),3149500,220547,45376,4291260,PCS HEALTH AUTH
 Superannuation Fund,Pension Rev Total,61614,Lump Sum Retirement Benefit,REDACTED PERSONAL DATA,3204477,1001095,45376,1994.16,PAYROLL
 Superannuation Fund,Pension Rev Total,61617,Return of Contributions,REDACTED PERSONAL DATA,3204498,1001096,45376,1010.52,PAYROLL
 Superannuation Fund,Pension Rev Total,61621,Return of Contributions - Tax,REDACTED PERSONAL DATA,3204498,1001096,45376,-202.1,PAYROLL
 Superannuation Fund,Pension Rev Total,54113,Cash Deposit Interest Earned Income,REDACTED PERSONAL DATA,3204498,1001096,45376,62.75,PAYROLL
 Superannuation Fund,Pension Rev Total,61611,Retirement Pension Payment,REDACTED PERSONAL DATA,3204500,1001098,45376,18912.54,PAYROLL
 Superannuation Fund,Pension Rev Total,54113,Cash Deposit Interest Earned Income,REDACTED PERSONAL DATA,3204500,1001098,45376,513.55,PAYROLL
 Assessment and Care Management,Adult Care and Health,65542,Long Term Residential Spot Contract,AVANTE CARE AND SUPPORT LTD,3136732,5075197,45376,2918.96,TCR RESIDENTIAL HOME
 Assessment and Care Management,Adult Care and Health,65542,Long Term Residential Spot Contract,AVANTE CARE AND SUPPORT LTD,3136732,5075198,45376,30496,TCR RESIDENTIAL HOME
 Facilities & Support,"Resources, Commissioning and Contracts Management",64331,Miscellaneous Expenses,BEVAN BRITTAN,3123412,5075199,45376,1250.5,TCR LEGAL
 0-25 Children Service,"Children, Education and Families",66112,Looked After Cost Other,REDACTED PERSONAL DATA,3149355,5075200,45376,624,IND AGENCY CARERS
 CLA and Care Leavers,"Children, Education and Families",65518,Fostering Agency Placements,BY THE BRIDGE LTD,3034433,5075202,45376,4798.8,OTHER CREDS
" Housing Strategy, Advice and Enabling","Renewal, Recreation and Housing",64348,General Contingency,CHARTERED INSTITUTE OF HOUSING,1928856,5075204,45376,7015,OTHER CREDS
 0-25 Children Service,"Children, Education and Families",65584,Community Homes,CHERRY CARE CHILDRENS HOME,3152240,5075205,45376,38572.84,CHILDRENS RES UNITS
 CLA and Care Leavers,"Children, Education and Families",65518,Fostering Agency Placements,REDACTED PERSONAL DATA,3138067,5075207,45376,5464.86,IND CARERS/MOTHERS
 Assessment and Care Management,Adult Care and Health,65520,Long Term Support Community Homecare,ENTERPRISE CARE SUPPORT LTD,3152900,5075208,45376,13156.369999999997,TCR DOMICILIARY PROVIDER
 Mental Health Services,Adult Care and Health,65520,Long Term Support Community Homecare,ENTERPRISE CARE SUPPORT LTD,3152900,5075208,45376,476.2,TCR DOMICILIARY PROVIDER
 Safeguarding and Care Planning East,"Children, Education and Families",65584,Community Homes,REDACTED PERSONAL DATA,3110976,5075210,45376,17868.18,CHILDRENS RES UNITS
 CLA and Care Leavers,"Children, Education and Families",65518,Fostering Agency Placements,FOSTERING SUPPORT GROUP LTD,3106777,5075211,45376,13171.9,VENDOR
 Access and Inclusion,"Children, Education and Families",63213,Client Transport,HATS GROUP LTD,3143529,5075213,45376,192554.22,TCR SUPPLIER GENERAL
 Learning Disabilities Services,Adult Care and Health,63213,Client Transport,HATS GROUP LTD,3143529,5075213,45376,1519.36,TCR SUPPLIER GENERAL
 CLA and Care Leavers,"Children, Education and Families",65518,Fostering Agency Placements,HEATH FARM FOSTERING,3139082,5075214,45376,12696.98,TCR SUPPLIER GENERAL
 CLA and Care Leavers,"Children, Education and Families",66112,Looked After Cost Other,REDACTED PERSONAL DATA,3151114,5075215,45376,10407.130000000001,CHILDRENS RES UNITS
 CLA and Care Leavers,"Children, Education and Families",65555,Client Support Third Party,REDACTED PERSONAL DATA,3151114,5075215,45376,620,CHILDRENS RES UNITS
 Safeguarding and Care Planning West,"Children, Education and Families",64353,Placement Support,REDACTED PERSONAL DATA,3151114,5075215,45376,442.86,CHILDRENS RES UNITS
 CLA and Care Leavers,"Children, Education and Families",65518,Fostering Agency Placements,INTEGRATED SERVICES PROGRAMME,2084996,5075217,45376,11413.369999999999,OTHER CREDS
 Safeguarding and Care Planning East,"Children, Education and Families",65518,Fostering Agency Placements,INTEGRATED SERVICES PROGRAMME,2084996,5075217,45376,8451.31,OTHER CREDS
 Assessment and Care Management,Adult Care and Health,65520,Long Term Support Community Homecare,REDACTED PERSONAL DATA,3123502,5075219,45376,2843.860000000001,TCR DOMICILIARY PROVIDER
 Learning Disabilities Services,Adult Care and Health,65520,Long Term Support Community Homecare,REDACTED PERSONAL DATA,3123502,5075219,45376,2778.7500000000005,TCR DOMICILIARY PROVIDER
 Access and Inclusion,"Children, Education and Families",63213,Client Transport,LADYBIRDS 1991 LTD,3133008,5075220,45376,70972.25,TCR SUPPLIER GENERAL
 Learning Disabilities Services,Adult Care and Health,63213,Client Transport,LADYBIRDS 1991 LTD,3133008,5075220,45376,2017.75,TCR SUPPLIER GENERAL
 Safeguarding and Care Planning East,"Children, Education and Families",65533,Kinship Special Guardianship Order,REDACTED PERSONAL DATA,3203920,5075221,45376,1038.29,IND CARERS
 Assessment and Care Management,Adult Care and Health,65542,Long Term Residential Spot Contract,LEONARD CHESHIRE SERVICES CIC,3146063,5075222,45376,1517.36,TCR RESIDENTIAL HOME
 Assessment and Care Management,Adult Care and Health,53236,Fairer Charging Nursing Care Income,LEONARD CHESHIRE SERVICES CIC,3146063,5075223,45376,-4691.64,TCR RESIDENTIAL HOME
 Assessment and Care Management,Adult Care and Health,65536,Long Term Nursing Care Spot Contract,LEONARD CHESHIRE SERVICES CIC,3146063,5075223,45376,10062.36,TCR RESIDENTIAL HOME
 Assessment and Care Management,Adult Care and Health,53236,Fairer Charging Nursing Care Income,LEONARD CHESHIRE SERVICES CIC,3146063,5075224,45376,-4691.64,TCR RESIDENTIAL HOME
