Beneficiary,Category/Purpose,Department,Net value,VAT Value,Gross,Date incurred -Payment Date
Santa Care Homes,Supptd Accommodation,Mental Health  - S75,2692.86,0,2692.86,45131
Santa Care Homes,Rec Cost Ext Non-Vat,Mental Health  - S75,-754,0,-754,45131
Santa Care Homes,Supptd Accommodation,Mental Health  - S75,2785.71,0,2785.71,45191
Santa Care Homes,Rec Cost Ext Non-Vat,Mental Health  - S75,-835.71,0,-835.71,45191
Santa Care Homes,Supptd Accommodation,Mental Health  - S75,2657.15,0,2657.15,45162
Santa Care Homes,Rec Cost Ext Non-Vat,Mental Health  - S75,-664.28,0,-664.28,45162
Santa Care Homes,Supptd Accommodation,Mental Health  - S75,2785.71,0,2785.71,45191
Santa Care Homes,Rec Cost Ext Non-Vat,Mental Health  - S75,-780,0,-780,45191
Santa Care Homes,Supptd Accommodation,Mental Health  - S75,2878.57,0,2878.57,45162
Santa Care Homes,Rec Cost Ext Non-Vat,Mental Health  - S75,-863.57,0,-863.57,45162
Santa Care Homes,Supptd Accommodation,Mental Health  - S75,2878.57,0,2878.57,45162
Santa Care Homes,Rec Cost Ext Non-Vat,Mental Health  - S75,-806,0,-806,45162
Santa Care Homes,Residential Placemnt,Mental Health  - S75,3521.43,0,3521.43,45131
Santa Care Homes,Rec Cost Ext Non-Vat,Mental Health  - S75,-1338.14,0,-1338.14,45131
Santa Care Homes,Residential Placemnt,Mental Health  - S75,3642.86,0,3642.86,45191
Santa Care Homes,Rec Cost Ext Non-Vat,Mental Health  - S75,-1384.29,0,-1384.29,45191
Santa Care Homes,Residential Placemnt,Mental Health  - S75,3764.28,0,3764.28,45162
Santa Care Homes,Rec Cost Ext Non-Vat,Mental Health  - S75,-1430.43,0,-1430.43,45162
Santa Care Homes,Supptd Accommodation,Mental Health  - S75,3231.43,0,3231.43,45131
Santa Care Homes,Rec Cost Ext Non-Vat,Mental Health  - S75,-807.86,0,-807.86,45131
Santa Care Homes,Supptd Accommodation,Mental Health  - S75,3342.86,0,3342.86,45191
Santa Care Homes,Rec Cost Ext Non-Vat,Mental Health  - S75,-835.71,0,-835.71,45191
Santa Care Homes,Supptd Accommodation,Long Term Care,2571.43,0,2571.43,45191
Santa Care Homes,Supptd Accommodation,Mental Health  - S75,3454.28,0,3454.28,45162
Santa Care Homes,Rec Cost Ext Non-Vat,Mental Health  - S75,-863.57,0,-863.57,45162
Santa Care Homes,Supptd Accommodation,Long Term Care,2657.14,0,2657.14,45131
Santa Care Homes,Supptd Accommodation,Long Term Care,2657.15,0,2657.15,45162
Santa Care Homes,Supptd Accommodation,Mental Health  - S75,2692.86,0,2692.86,45131
Santa Care Homes,Supptd Accommodation,Mental Health  - S75,3293.57,0,3293.57,45131
Santa Care Homes,Rec Cost Ext Non-Vat,Mental Health  - S75,-592.84,0,-592.84,45131
Santa Care Homes,Supptd Accommodation,Mental Health  - S75,2785.71,0,2785.71,45191
Santa Care Homes,Supptd Accommodation,Mental Health  - S75,3407.14,0,3407.14,45191
Santa Care Homes,Rec Cost Ext Non-Vat,Mental Health  - S75,-613.29,0,-613.29,45191
Santa Care Homes,Supptd Accommodation,Mental Health  - S75,2878.57,0,2878.57,45162
Santa Care Homes,Supptd Accommodation,Mental Health  - S75,3520.72,0,3520.72,45162
Santa Care Homes,Rec Cost Ext Non-Vat,Mental Health  - S75,-633.73,0,-633.73,45162
Santa Care Homes,Supptd Accommodation,Mental Health  - S75,2900,0,2900,45131
Santa Care Homes,Supptd Accommodation,Mental Health  - S75,3000,0,3000,45191
Santa Care Homes,Supptd Accommodation,Mental Health  - S75,3100,0,3100,45162
Santa Care Homes,Residential Placemnt,Working Together - Learning Disability,3372.86,0,3372.86,45191
Santa Care Homes,Residential Placemnt,Working Together - Learning Disability,3485.28,0,3485.28,45162
Santa Care Homes,Residential Placemnt,Working Together - Learning Disability,3485.29,0,3485.29,45131
Santa Care Homes,Residential Placemnt,Working Together - Learning Disability,3852.86,0,3852.86,45191
Santa Care Homes,Residential Placemnt,Working Together - Learning Disability,3981.28,0,3981.28,45162
Santa Care Homes,Residential Placemnt,Working Together - Learning Disability,3981.29,0,3981.29,45131
Santa Care Homes,Residential Placemnt,Working Together - Learning Disability,4049.83,0,4049.83,45191
Santa Care Homes,Residential Placemnt,Working Together - Learning Disability,4184.82,0,4184.82,45131
Santa Care Homes,Residential Placemnt,Working Together - Learning Disability,4184.83,0,4184.83,45162
Sara Dawson Psychology,Staff training - Gen,Access to Resources Team,1235,0,1235,45183
Sarah121Hooper Ltd,Misc Supp & Serv Cst,Safeguarding Adults & Quality Assurance,2842.14,0,2842.14,45156
SBIT Support,Computer Software,Cap- IT,7610,1522,9132,45154
SBW Law,Legal Fees,Housing Repairs,4500,0,4500,45146
SC Law Solicitors Limited client account number 1,Other Agencies,Liability Insurance,15718,0,15718,45125
School's Publishing Ltd,Other Professionals,Harrow Arts Centre,680,136,816,45148
Scotwork UK Ltd,Staff training - Gen,Procurement,-2985,-597,-3582,45197
Scotwork UK Ltd,Staff training - Gen,Procurement,2985,597,3582,45169
Scotwork UK Ltd,Staff training - Gen,Procurement,5970,1194,7164,45126
Scotwork UK Ltd,Staff training - Gen,Procurement,8955,1791,10746,45197
SDK Environmental Ltd,Animal Services,Animal Services,2329.16,465.832,2794.9919999999997,45194
SDK Environmental Ltd,Animal Services,Animal Services,2329.16,465.832,2794.9919999999997,45194
SDK Environmental Ltd,Animal Services,Animal Services,2329.16,465.832,2794.9919999999997,45194
SDK Environmental Ltd,Animal Services,Animal Services,2449.16,489.832,2938.9919999999997,45135
SDS Shelton Development Services,Computer Maintenance,Affordable Housing Programme,10734.38,2146.876,12881.256,45133
Secure Site UK Limited,Security Costs,Civic Centre De-Commissioning,2160,432,2592,45153
Secure Site UK Limited,Security Costs,Civic Centre De-Commissioning,28993.2,5798.64,34791.840000000004,45149
Secure Site UK Limited,Security Costs,Civic Centre De-Commissioning,30429.6,6085.92,36515.52,45152
SECUREmedia Ltd,Private Contractors,Parking A/C-On Street Enfrcmnt,931.2,186.24,1117.44,45111
SECUREmedia Ltd,Private Contractors,Network & Traffic Team,1289.9,257.98,1547.88,45111
SECUREmedia Ltd,Private Contractors,Car Parking,1725.2,345.04,2070.2400000000002,45111
SECUREmedia Ltd,Private Contractors,Parking A/C-On Street Enfrcmnt,1957,391.4,2348.4,45117
SECUREmedia Ltd,Private Contractors,Parking A/C-On Street Enfrcmnt,2948.8,589.76,3538.5600000000004,45111
SECUREmedia Ltd,Private Contractors,Car Parking,3093,618.6,3711.6,45132
SECUREmedia Ltd,Private Contractors,Parking Services Overheads,3753.5,750.7,4504.2,45119
Seeability,Residential Placemnt,Working Together - Learning Disability,1834.65,0,1834.65,45177
Seeability,Residential Placemnt,Working Together - Learning Disability,2340.5,0,2340.5,45177
Seeability,Residential Placemnt,Working Together - Learning Disability,7533,0,7533,45131
Seeability,Residential Placemnt,Working Together - Learning Disability,7533,0,7533,45162
Seeability,Residential Placemnt,Working Together - Learning Disability,7654.5,0,7654.5,45191
Seeability,Residential Placemnt,Working Together - Learning Disability,9610,0,9610,45131
Seeability,Residential Placemnt,Working Together - Learning Disability,9610,0,9610,45162
Seeability,Residential Placemnt,Working Together - Learning Disability,9765,0,9765,45191
Seeta Investments Ltd,Accommodation,Private Sector Supply,3753.57,0,3753.57,45196
Sena Care Ltd,Domiciliary Care,Personalisation,511.64,0,511.64,45177
Sena Care Ltd,Domiciliary Care,Personalisation,523.24,0,523.24,45120
Sena Care Ltd,Domiciliary Care,Personalisation,523.24,0,523.24,45148
Sena Care Ltd,Domiciliary Care,Personalisation,478.62,0,478.62,45189
Sena Care Ltd,Carer's Service,Personalisation,44.88,0,44.88,45189
Sena Care Ltd,Domiciliary Care,Personalisation,537.01,0,537.01,45148
Sena Care Ltd,Domiciliary Care,Personalisation,542.48,0,542.48,45120
Sena Care Ltd,Domiciliary Care,Personalisation,542.48,0,542.48,45148
Sena Care Ltd,Domiciliary Care,Personalisation,550.04,0,550.04,45177
Sena Care Ltd,Domiciliary Care,Personalisation,553.14,0,553.14,45148
Sena Care Ltd,Domiciliary Care,Personalisation,570.28,0,570.28,45177
Sena Care Ltd,Domiciliary Care,Personalisation,581.46,0,581.46,45177
Sena Care Ltd,Domiciliary Care,Personalisation,597.6,0,597.6,45148
Sena Care Ltd,Domiciliary Care,Personalisation,619.52,0,619.52,45120
Sena Care Ltd,Domiciliary Care,Personalisation,630.8,0,630.8,45119
Sena Care Ltd,Domiciliary Care,Personalisation,677.62,0,677.62,45140
Sena Care Ltd,Domiciliary Care,Personalisation,697.2,0,697.2,45142
Sena Care Ltd,Domiciliary Care,Personalisation,708.48,0,708.48,45120
Sena Care Ltd,Domiciliary Care,Personalisation,708.48,0,708.48,45148
Sena Care Ltd,Domiciliary Care,Personalisation,712.32,0,712.32,45196
Sena Care Ltd,Domiciliary Care,Personalisation,719.49,0,719.49,45120
Sena Care Ltd,Domiciliary Care,Personalisation,774.88,0,774.88,45120
Sena Care Ltd,Domiciliary Care,Personalisation,774.88,0,774.88,45120
Sena Care Ltd,Domiciliary Care,Personalisation,774.88,0,774.88,45148
Sena Care Ltd,Domiciliary Care,Personalisation,774.88,0,774.88,45148
Sena Care Ltd,Domiciliary Care,Personalisation,796.8,0,796.8,45120
Sena Care Ltd,Domiciliary Care,Personalisation,796.8,0,796.8,45127
Sena Care Ltd,Domiciliary Care,Personalisation,814.22,0,814.22,45177
Sena Care Ltd,Domiciliary Care,Personalisation,814.22,0,814.22,45196
Sena Care Ltd,Domiciliary Care,Personalisation,814.56,0,814.56,45177
Sena Care Ltd,Domiciliary Care,Personalisation,814.56,0,814.56,45177
Sena Care Ltd,Domiciliary Care,Personalisation,841.28,0,841.28,45120
Sena Care Ltd,Domiciliary Care,Personalisation,841.28,0,841.28,45148
Sena Care Ltd,Domiciliary Care,Personalisation,851.92,0,851.92,45148
Sena Care Ltd,Domiciliary Care,Personalisation,884.27,0,884.27,45189
Sena Care Ltd,Domiciliary Care,Personalisation,884.36,0,884.36,45177
Sena Care Ltd,Domiciliary Care,Personalisation,915.65,0,915.65,45119
Sena Care Ltd,Domiciliary Care,Personalisation,915.66,0,915.66,45161
Sena Care Ltd,Domiciliary Care,Personalisation,929.6,0,929.6,45120
Sena Care Ltd,Domiciliary Care,Personalisation,929.6,0,929.6,45120
Sena Care Ltd,Domiciliary Care,Personalisation,929.6,0,929.6,45120
Sena Care Ltd,Domiciliary Care,Personalisation,929.6,0,929.6,45148
Sena Care Ltd,Domiciliary Care,Personalisation,929.6,0,929.6,45148
Sena Care Ltd,Domiciliary Care,Personalisation,929.6,0,929.6,45148
Sena Care Ltd,Domiciliary Care,Personalisation,940.88,0,940.88,45120
Sena Care Ltd,Domiciliary Care,Personalisation,940.88,0,940.88,45148
Sena Care Ltd,Domiciliary Care,Personalisation,968.28,0,968.28,45174
Sena Care Ltd,Domiciliary Care,Personalisation,977.2,0,977.2,45177
Sena Care Ltd,Domiciliary Care,Personalisation,977.2,0,977.2,45177
Sena Care Ltd,Domiciliary Care,Personalisation,977.2,0,977.2,45177
Sena Care Ltd,Domiciliary Care,Personalisation,977.2,0,977.2,45177
Sena Care Ltd,Domiciliary Care,Personalisation,989.08,0,989.08,45177
Sena Care Ltd,Domiciliary Care,Personalisation,996,0,996,45120
Sena Care Ltd,Domiciliary Care,Personalisation,996,0,996,45148
Sena Care Ltd,Domiciliary Care,Personalisation,996,0,996,45148
Sena Care Ltd,Domiciliary Care,Personalisation,1007.28,0,1007.28,45120
Sena Care Ltd,Domiciliary Care,Personalisation,1007.28,0,1007.28,45148
Sena Care Ltd,Domiciliary Care,Personalisation,1007.28,0,1007.28,45148
Sena Care Ltd,Domiciliary Care,Personalisation,1047,0,1047,45177
Sena Care Ltd,Domiciliary Care,Personalisation,1058.88,0,1058.88,45177
Sena Care Ltd,Domiciliary Care,Personalisation,1058.88,0,1058.88,45177
Sena Care Ltd,Domiciliary Care,Personalisation,1084.32,0,1084.32,45120
Sena Care Ltd,Domiciliary Care,Personalisation,1084.32,0,1084.32,45148
Sena Care Ltd,Domiciliary Care,Personalisation,929.6,0,929.6,45120
Sena Care Ltd,Domiciliary Care,Personalisation,929.6,0,929.6,45148
Sena Care Ltd,Carer's Service,Personalisation,199.2,0,199.2,45120
Sena Care Ltd,Carer's Service,Personalisation,199.2,0,199.2,45148
Sena Care Ltd,Domiciliary Care,Personalisation,1139.84,0,1139.84,45177
Sena Care Ltd,Domiciliary Care,Self funders Personalisation - Adult Soc,1150.83,0,1150.83,45148
Sena Care Ltd,Domiciliary Care,Personalisation,1162,0,1162,45160
Sena Care Ltd,Domiciliary Care,Personalisation,977.2,0,977.2,45177
Sena Care Ltd,Carer's Service,Personalisation,199.2,0,199.2,45177
Sena Care Ltd,Domiciliary Care,Personalisation,1007.28,0,1007.28,45120
Sena Care Ltd,Domiciliary Care,Personalisation,1007.28,0,1007.28,45148
Sena Care Ltd,Carer's Service,Personalisation,199.2,0,199.2,45120
Sena Care Ltd,Carer's Service,Personalisation,199.2,0,199.2,45148
Sena Care Ltd,Domiciliary Care,Personalisation,1221.52,0,1221.52,45177
Sena Care Ltd,Domiciliary Care,Self funders Personalisation - Adult Soc,1239.36,0,1239.36,45140
Sena Care Ltd,Domiciliary Care,Personalisation,1058.88,0,1058.88,45177
Sena Care Ltd,Carer's Service,Personalisation,199.2,0,199.2,45177
Sena Care Ltd,Domiciliary Care,Personalisation,1394.4,0,1394.4,45180
Sena Care Ltd,Domiciliary Care,Personalisation,1394.4,0,1394.4,45180
Sena Care Ltd,Domiciliary Care,Personalisation,1394.4,0,1394.4,45180
Sena Care Ltd,Domiciliary Care,Working Together - Learning Disability,1478.92,0,1478.92,45120
Sena Care Ltd,Domiciliary Care,Working Together - Learning Disability,1478.92,0,1478.92,45148
Sena Care Ltd,Domiciliary Care,Working Together - Learning Disability,1478.92,0,1478.92,45177
Sena Care Ltd,Domiciliary Care,Personalisation,1491.99,0,1491.99,45189
Sena Care Ltd,Domiciliary Care,Personalisation,1549.12,0,1549.12,45120
Sena Care Ltd,Domiciliary Care,Personalisation,1549.12,0,1549.12,45148
Sena Care Ltd,Domiciliary Care,Personalisation,1628.44,0,1628.44,45177
Sena Care Ltd,Domiciliary Care,Personalisation,1704.41,0,1704.41,45166
Sena Care Ltd,Domiciliary Care,Personalisation,1704.48,0,1704.48,45120
Sena Care Ltd,Domiciliary Care,Personalisation,1704.48,0,1704.48,45148
Sena Care Ltd,Domiciliary Care,Personalisation,1737.68,0,1737.68,45120
Sena Care Ltd,Domiciliary Care,Personalisation,1759.26,0,1759.26,45148
Sena Care Ltd,Domiciliary Care,Personalisation,1770.88,0,1770.88,45148
Sena Care Ltd,Domiciliary Care,Personalisation,1791.76,0,1791.76,45177
Sena Care Ltd,Domiciliary Care,Personalisation,1798.28,0,1798.28,45187
Sena Care Ltd,Domiciliary Care,Personalisation,1798.53,0,1798.53,45148
Sena Care Ltd,Domiciliary Care,Personalisation,1859.2,0,1859.2,45120
Sena Care Ltd,Domiciliary Care,Personalisation,1859.2,0,1859.2,45120
Sena Care Ltd,Domiciliary Care,Personalisation,1859.2,0,1859.2,45148
Sena Care Ltd,Domiciliary Care,Personalisation,1859.2,0,1859.2,45148
Sena Care Ltd,Domiciliary Care,Personalisation,1859.2,0,1859.2,45148
Sena Care Ltd,Domiciliary Care,Personalisation,1861.56,0,1861.56,45177
Sena Care Ltd,Domiciliary Care,Personalisation,1865.37,0,1865.37,45120
Sena Care Ltd,Domiciliary Care,Personalisation,1936.88,0,1936.88,45120
Sena Care Ltd,Domiciliary Care,Personalisation,1936.88,0,1936.88,45120
Sena Care Ltd,Domiciliary Care,Personalisation,1936.88,0,1936.88,45132
Sena Care Ltd,Domiciliary Care,Personalisation,1936.88,0,1936.88,45148
Sena Care Ltd,Domiciliary Care,Personalisation,1936.88,0,1936.88,45148
Sena Care Ltd,Domiciliary Care,Personalisation,1954.4,0,1954.4,45177
Sena Care Ltd,Domiciliary Care,Personalisation,1954.4,0,1954.4,45177
Sena Care Ltd,Domiciliary Care,Personalisation,1954.4,0,1954.4,45177
Sena Care Ltd,Domiciliary Care,Personalisation,2013.92,0,2013.92,45120
Sena Care Ltd,Domiciliary Care,Personalisation,2013.92,0,2013.92,45120
Sena Care Ltd,Domiciliary Care,Personalisation,2013.92,0,2013.92,45120
Sena Care Ltd,Domiciliary Care,Personalisation,2013.92,0,2013.92,45120
Sena Care Ltd,Domiciliary Care,Personalisation,2013.92,0,2013.92,45148
Sena Care Ltd,Domiciliary Care,Personalisation,2013.92,0,2013.92,45148
Sena Care Ltd,Domiciliary Care,Personalisation,2013.92,0,2013.92,45148
Sena Care Ltd,Domiciliary Care,Personalisation,2013.92,0,2013.92,45148
Sena Care Ltd,Domiciliary Care,Personalisation,2014.08,0,2014.08,45148
Sena Care Ltd,Domiciliary Care,Personalisation,2032.92,0,2032.92,45127
Sena Care Ltd,Domiciliary Care,Personalisation,2036.08,0,2036.08,45177
Sena Care Ltd,Domiciliary Care,Personalisation,2036.08,0,2036.08,45177
Sena Care Ltd,Domiciliary Care,Personalisation,1704.48,0,1704.48,45120
Sena Care Ltd,Domiciliary Care,Personalisation,1704.48,0,1704.48,45148
Sena Care Ltd,Carer's Service,Personalisation,398.4,0,398.4,45120
Sena Care Ltd,Carer's Service,Personalisation,398.4,0,398.4,45148
Sena Care Ltd,Domiciliary Care,Personalisation,2117.04,0,2117.04,45177
Sena Care Ltd,Domiciliary Care,Personalisation,2117.04,0,2117.04,45177
Sena Care Ltd,Domiciliary Care,Personalisation,2117.04,0,2117.04,45177
Sena Care Ltd,Domiciliary Care,Personalisation,2117.04,0,2117.04,45177
Sena Care Ltd,Domiciliary Care,Personalisation,2117.74,0,2117.74,45189
Sena Care Ltd,Domiciliary Care,Personalisation,2169.28,0,2169.28,45120
Sena Care Ltd,Domiciliary Care,Personalisation,2169.28,0,2169.28,45120
Sena Care Ltd,Domiciliary Care,Personalisation,2169.28,0,2169.28,45120
Sena Care Ltd,Domiciliary Care,Personalisation,2169.28,0,2169.28,45148
Sena Care Ltd,Domiciliary Care,Personalisation,2169.28,0,2169.28,45148
Sena Care Ltd,Domiciliary Care,Personalisation,2169.28,0,2169.28,45148
Sena Care Ltd,Domiciliary Care,Personalisation,1791.76,0,1791.76,45177
Sena Care Ltd,Carer's Service,Personalisation,398.4,0,398.4,45177
Sena Care Ltd,Domiciliary Care,Personalisation,2213.28,0,2213.28,45132
Sena Care Ltd,Domiciliary Care,Personalisation,2280.36,0,2280.36,45177
Sena Care Ltd,Domiciliary Care,Personalisation,2280.36,0,2280.36,45177
Sena Care Ltd,Domiciliary Care,Personalisation,2280.36,0,2280.36,45177
Sena Care Ltd,Domiciliary Care,Personalisation,2302.08,0,2302.08,45120
Sena Care Ltd,Domiciliary Care,Personalisation,2302.08,0,2302.08,45120
Sena Care Ltd,Domiciliary Care,Personalisation,2302.08,0,2302.08,45148
Sena Care Ltd,Domiciliary Care,Personalisation,2324,0,2324,45120
Sena Care Ltd,Domiciliary Care,Personalisation,2324,0,2324,45120
Sena Care Ltd,Domiciliary Care,Personalisation,2324,0,2324,45120
Sena Care Ltd,Domiciliary Care,Personalisation,2324,0,2324,45148
Sena Care Ltd,Domiciliary Care,Personalisation,2324,0,2324,45148
Sena Care Ltd,Domiciliary Care,Personalisation,2401.68,0,2401.68,45120
Sena Care Ltd,Domiciliary Care,Personalisation,2401.68,0,2401.68,45148
Sena Care Ltd,Domiciliary Care,Personalisation,2419.96,0,2419.96,45177
Sena Care Ltd,Domiciliary Care,Personalisation,2419.96,0,2419.96,45177
Sena Care Ltd,Domiciliary Care,Personalisation,2443,0,2443,45177
Sena Care Ltd,Domiciliary Care,Personalisation,2443,0,2443,45177
Sena Care Ltd,Domiciliary Care,Personalisation,2322.1,0,2322.1,45161
Sena Care Ltd,Carer's Service,Personalisation,156.51,0,156.51,45161
Sena Care Ltd,Domiciliary Care,Personalisation,2478.72,0,2478.72,45120
Sena Care Ltd,Domiciliary Care,Self funders Personalisation - Adult Soc,2478.86,0,2478.86,45119
Sena Care Ltd,Domiciliary Care,Personalisation,2511.92,0,2511.92,45120
Sena Care Ltd,Domiciliary Care,Personalisation,2511.92,0,2511.92,45148
Sena Care Ltd,Domiciliary Care,Personalisation,2567.68,0,2567.68,45120
Sena Care Ltd,Domiciliary Care,Personalisation,2567.68,0,2567.68,45148
Sena Care Ltd,Domiciliary Care,Personalisation,2390.4,0,2390.4,45120
Sena Care Ltd,Domiciliary Care,Personalisation,2390.4,0,2390.4,45148
Sena Care Ltd,Carer's Service,Personalisation,199.2,0,199.2,45120
Sena Care Ltd,Carer's Service,Personalisation,199.2,0,199.2,45148
Sena Care Ltd,Domiciliary Care,Personalisation,2634.08,0,2634.08,45120
Sena Care Ltd,Domiciliary Care,Personalisation,2634.08,0,2634.08,45148
Sena Care Ltd,Domiciliary Care,Personalisation,2640.52,0,2640.52,45177
Sena Care Ltd,Domiciliary Care,Personalisation,2699.16,0,2699.16,45177
Sena Care Ltd,Domiciliary Care,Personalisation,2768.96,0,2768.96,45177
Sena Care Ltd,Domiciliary Care,Personalisation,2931.6,0,2931.6,45177
Sena Care Ltd,Domiciliary Care,Personalisation,3095.56,0,3095.56,45149
Sena Care Ltd,Domiciliary Care,Personalisation,3098.88,0,3098.88,45148
Sena Care Ltd,Domiciliary Care,Personalisation,3257.56,0,3257.56,45177
Senad Ltd,Consultants Fees,Ind & Non Maint Res Sch,5394.04,0,5394.04,45198
Senad Ltd,Consultants Fees,Ind & Non Maint Res Sch,107880.83,0,107880.83,45198
Senator International Limited,Furniture,Cap - Environment,15125,3025,18150,45159
Senior Care Solutions@Home Ltd,Domiciliary Care,Personalisation,688.9,0,688.9,45118
Senior Care Solutions@Home Ltd,Domiciliary Care,Personalisation,697.2,0,697.2,45118
Senior Care Solutions@Home Ltd,Domiciliary Care,Mental Health  - S75,697.2,0,697.2,45149
Senior Care Solutions@Home Ltd,Domiciliary Care,Personalisation,714,0,714,45149
Senior Care Solutions@Home Ltd,Domiciliary Care,Personalisation,732.92,0,732.92,45176
Senior Care Solutions@Home Ltd,Domiciliary Care,Mental Health  - S75,732.92,0,732.92,45176
Sense CAS,Residential Placemnt,Working Together - Learning Disability,1625.84,0,1625.84,45177
Sense CAS,Residential Placemnt,Working Together - Learning Disability,2137.51,0,2137.51,45177
Sense CAS,Day Care Payments,Working Together - Learning Disability,2352.48,0,2352.48,45147
Sense CAS,Day Care Payments,Working Together - Learning Disability,2646.54,0,2646.54,45121
Sense CAS,Residential Placemnt,Working Together - Learning Disability,2784.23,0,2784.23,45177
Sense CAS,Day Care Payments,Working Together - Learning Disability,2793.57,0,2793.57,45182
Sense CAS,Supptd Accommodation,Working Together - Learning Disability,3756.81,0,3756.81,45191
Sense CAS,Supptd Accommodation,Working Together - Learning Disability,3882.04,0,3882.04,45162
Sense CAS,Residential Placemnt,Working Together - Learning Disability,6675.23,0,6675.23,45131
Sense CAS,Residential Placemnt,Working Together - Learning Disability,6675.23,0,6675.23,45162
Sense CAS,Residential Placemnt,Working Together - Learning Disability,6782.91,0,6782.91,45191
Sense CAS,Residential Placemnt,Working Together - Learning Disability,8776.72,0,8776.72,45131
Sense CAS,Residential Placemnt,Working Together - Learning Disability,8776.72,0,8776.72,45162
Sense CAS,Supptd Accommodation,Working Together - Learning Disability,8891.13,0,8891.13,45131
Sense CAS,Residential Placemnt,Working Together - Learning Disability,8918.27,0,8918.27,45191
Sense CAS,Residential Placemnt,Working Together - Learning Disability,11431.73,0,11431.73,45162
Sense CAS,Residential Placemnt,Working Together - Learning Disability,11431.74,0,11431.74,45131
Sense CAS,Residential Placemnt,Working Together - Learning Disability,11616.13,0,11616.13,45191
Sequence Care Ltd,Residential Placemnt,Long Term Care,2309.22,0,2309.22,45180
Sequence Care Ltd,Residential Placemnt,Long Term Care,9481.26,0,9481.26,45131
Sequence Care Ltd,Residential Placemnt,Long Term Care,9481.26,0,9481.26,45162
Sequence Care Ltd,Residential Placemnt,Long Term Care,9634.2,0,9634.2,45191
Serenity Point Ltd,Supptd Accommodation,Mental Health  - S75,5357.14,0,5357.14,45191
Serenity Point Ltd,Rec Cost Ext Non-Vat,Mental Health  - S75,-2678.57,0,-2678.57,45191
Serenity Point Ltd,Supptd Accommodation,Mental Health  - S75,10714.29,0,10714.29,45183
Serenity Point Ltd,Rec Cost Ext Non-Vat,Mental Health  - S75,-5357.14,0,-5357.14,45183
Seva Care Group,Rec Cost Ext Non-Vat,Working Together - Learning Disability,-5710.65,0,-5710.65,45162
Seva Care Group,Rec Cost Ext Non-Vat,Working Together - Learning Disability,-5710.64,0,-5710.64,45131
Seva Care Group,Rec Cost Ext Non-Vat,Working Together - Learning Disability,-921.07,0,-921.07,45191
Seva Care Group,Supptd Accommodation,Working Together - Learning Disability,578.57,0,578.57,45191
Seva Care Group,Supptd Accommodation,Working Together - Learning Disability,597.85,0,597.85,45162
Seva Care Group,Supptd Accommodation,Working Together - Learning Disability,597.86,0,597.86,45131
Seva Care Group,Respite Costs,Working Together - Learning Disability,945.32,0,945.32,45131
Seva Care Group,Rec Cost Ext Non-Vat,Working Together - Learning Disability,-189.08,0,-189.08,45131
Seva Care Group,Respite Costs,Working Together - Learning Disability,1330,0,1330,45191
Seva Care Group,Respite Costs,Working Together - Learning Disability,1710,0,1710,45191
Seva Care Group,Residential Placemnt,Working Together - Learning Disability,1842.15,0,1842.15,45191
Seva Care Group,Respite Costs,Working Together - Learning Disability,2802.06,0,2802.06,45191
Seva Care Group,Respite Costs,Working Together - Learning Disability,3080,0,3080,45131
Seva Care Group,Supptd Accommodation,Working Together - Learning Disability,3642.86,0,3642.86,45191
Seva Care Group,Supptd Accommodation,Long Term Care,3642.86,0,3642.86,45191
Seva Care Group,Supptd Accommodation,Working Together - Learning Disability,3764.28,0,3764.28,45162
Seva Care Group,Supptd Accommodation,Long Term Care,3764.28,0,3764.28,45162
Seva Care Group,Supptd Accommodation,Working Together - Learning Disability,3764.29,0,3764.29,45131
Seva Care Group,Supptd Accommodation,Long Term Care,3764.29,0,3764.29,45131
Seva Care Group,Supptd Accommodation,Working Together - Learning Disability,4165.71,0,4165.71,45191
Seva Care Group,Supptd Accommodation,Working Together - Learning Disability,4232.57,0,4232.57,45191
Seva Care Group,Residential Placemnt,Working Together - Learning Disability,4285.71,0,4285.71,45191
Seva Care Group,Supptd Accommodation,Working Together - Learning Disability,4304.57,0,4304.57,45131
Seva Care Group,Supptd Accommodation,Working Together - Learning Disability,4304.57,0,4304.57,45162
Seva Care Group,Supptd Accommodation,Working Together - Learning Disability,4373.65,0,4373.65,45162
Seva Care Group,Supptd Accommodation,Working Together - Learning Disability,4373.66,0,4373.66,45131
Seva Care Group,Residential Placemnt,Working Together - Learning Disability,4428.57,0,4428.57,45131
Seva Care Group,Residential Placemnt,Working Together - Learning Disability,4428.57,0,4428.57,45162
Seva Care Group,Supptd Accommodation,Working Together - Learning Disability,4551.43,0,4551.43,45191
Seva Care Group,Supptd Accommodation,Working Together - Learning Disability,4703.14,0,4703.14,45131
Seva Care Group,Supptd Accommodation,Working Together - Learning Disability,4703.15,0,4703.15,45162
Seva Care Group,Residential Placemnt,Working Together - Learning Disability,6150,0,6150,45191
Seva Care Group,Residential Placemnt,Working Together - Learning Disability,6355,0,6355,45131
Seva Care Group,Residential Placemnt,Working Together - Learning Disability,6355,0,6355,45162
Seva Care Group,Supptd Accommodation,Working Together - Learning Disability,7286.44,0,7286.44,45191
Seva Care Group,Supptd Accommodation,Working Together - Learning Disability,7529.32,0,7529.32,45131
Seva Care Group,Supptd Accommodation,Working Together - Learning Disability,7529.33,0,7529.33,45162
