Organisation,Supplier Name,Unique reference number,Payment Date,Cost Center/Capital Project Description,GL Account Description,Amount £ (Ex VAT)
LBHF,Bravo Care Limited,3009202330153,45194,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,999.48
LBHF,Bravo Care Limited,3009202330154,45194,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,999.48
LBHF,Bravo Care Limited,3009202330155,45194,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,281.6
LBHF,Bravo Care Limited,3009202330156,45194,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,211.2
LBHF,Bravo Care Limited,3009202330157,45194,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1601.6
LBHF,Bravo Care Limited,3009202330158,45194,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1883.2
LBHF,Bravo Care Limited,3009202330159,45194,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,70.4
LBHF,Bravo Care Limited,3009202330160,45194,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,259.6
LBHF,Bravo Care Limited,3009202330161,45194,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1288.28
LBHF,Bravo Care Limited,3009202330162,45194,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,133.84
LBHF,Bravo Care Limited,3009202330163,45194,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1288.28
LBHF,Bravo Care Limited,3009202330164,45194,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,748
LBHF,Bravo Care Limited,3009202330165,45194,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,140.8
LBHF,Bravo Care Limited,3009202330166,45194,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,281.6
LBHF,Bravo Care Limited,3009202330167,45194,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1971.2
LBHF,Bravo Care Limited,3009202330168,45194,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1971.2
LBHF,Bravo Care Limited,3009202330169,45194,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,492.8
LBHF,Bravo Care Limited,3009202330170,45194,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,140.8
LBHF,Bravo Care Limited,3009202330171,45194,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,70.4
LBHF,Bravo Care Limited,3009202330172,45194,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,492.8
LBHF,Bravo Care Limited,3009202330173,45194,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,616
LBHF,Bravo Care Limited,3009202330174,45194,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,140.8
LBHF,Bravo Care Limited,3009202330175,45194,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,369.6
LBHF,Bravo Care Limited,3009202330176,45194,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,264
LBHF,Bravo Care Limited,3009202330177,45194,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,118.8
LBHF,Bravo Care Limited,3009202330178,45194,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,492.8
LBHF,Bravo Care Limited,3009202330179,45194,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,18.08
LBHF,Bravo Care Limited,3009202330180,45194,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1645.36
LBHF,Bravo Care Limited,3009202330181,45194,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1645.36
LBHF,Bravo Care Limited,3009202330182,45194,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,211.2
LBHF,Bravo Care Limited,3009202330183,45194,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,739.2
LBHF,Bravo Care Limited,3009202330184,45194,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,862.4
LBHF,Bravo Care Limited,3009202330185,45194,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,990
LBHF,Bravo Care Limited,3009202330186,45194,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,990
LBHF,Bravo Care Limited,3009202330187,45194,"MH Placements, Community Packages and DP",OE-Home Care,211.2
LBHF,Salus Care Ltd,3009202330188,45194,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,70.4
LBHF,Salus Care Ltd,3009202330189,45194,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1478.4
LBHF,Salus Care Ltd,3009202330190,45194,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,13.2
LBHF,Salus Care Ltd,3009202330191,45194,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,105.6
LBHF,Salus Care Ltd,3009202330192,45194,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1355.2
LBHF,Salus Care Ltd,3009202330193,45194,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,123.2
LBHF,Personal Data - Name Redacted,3009202330194,45194,Family Support & Child Protection Team 3,OE-Kinship Allowance,5091.43
LBHF,Personal Data - Name Redacted,3009202330195,45194,Family Support & Child Protection Team 3,OE-Kinship Allowance,5091.43
LBHF,One-time vendors,3009202330196,45194,Business Engagement & Inward Investment,Activities & Events,99
LBHF,Chubb Systems Ltd,3009202330197,45195,FM Fire ( soft services ),Reac R&M-P&M Maint,160.9
LBHF,Chubb Systems Ltd,3009202330198,45195,FM Fire ( soft services ),Reac R&M-P&M Maint,69.75
LBHF,Chubb Systems Ltd,3009202330199,45195,FM Fire ( soft services ),Reac R&M-P&M Maint,158.5
LBHF,Chubb Systems Ltd,3009202330200,45195,FM Fire ( soft services ),Reac R&M-P&M Maint,14.9
LBHF,Chubb Systems Ltd,3009202330201,45195,FM Fire ( soft services ),Reac R&M-P&M Maint,147.8
LBHF,Chubb Systems Ltd,3009202330202,45195,FM Fire ( soft services ),Reac R&M-P&M Maint,185.85
LBHF,Chubb Systems Ltd,3009202330203,45195,FM Fire ( soft services ),Reac R&M-P&M Maint,28.35
LBHF,Chubb Systems Ltd,3009202330204,45195,FM Fire ( soft services ),Reac R&M-P&M Maint,44.85
LBHF,Chubb Systems Ltd,3009202330205,45195,FM Fire ( soft services ),Reac R&M-P&M Maint,96.2
LBHF,Chubb Systems Ltd,3009202330206,45195,FM Fire ( soft services ),Reac R&M-P&M Maint,165.3
LBHF,Chubb Systems Ltd,3009202330207,45195,FM Fire ( soft services ),Reac R&M-P&M Maint,75.8
LBHF,Ocean Media Group Ltd,3009202330208,45195,Head of Delivery - Operations HRA,Newspaper&Publiction,86
LBHF,Ocean Media Group Ltd,3009202330209,45195,Head of Delivery - Operations HRA,Newspaper&Publiction,40
LBHF,Housemark Ltd,3009202330210,45195,Business Development (AD Op)- HRA,IT Software,10000
LBHF,F.M Conway Ltd,3009202330211,45195,Hammersmith Bridge Stabilisation,Contr- New & Enhcmnt,29780.82
LBHF,F.M Conway Ltd,3009202330212,45195,Hammersmith Bridge Stabilisation,Contr-Design & Dev,17025
LBHF,F.M Conway Ltd,3009202330213,45195,Hammersmith Bridge pre restoration works,Contr-Design & Dev,8719.45
LBHF,F.M Conway Ltd,3009202330214,45195,Hammersmith Bridge pre restoration works,Contr-Design & Dev,330132.69
LBHF,F.M Conway Ltd,3009202330215,45195,Hammersmith Bridge pre restoration works,Contr-Design & Dev,13202.75
LBHF,F.M Conway Ltd,3009202330216,45195,Engineering Private Works,Pmts to Private Cont,958.92
LBHF,F.M Conway Ltd,3009202330217,45195,Street Lighting,Pmts to Private Cont,6115.98
LBHF,F.M Conway Ltd,3009202330218,45195,Street Lighting,Pmts to Private Cont,12932.56
LBHF,F.M Conway Ltd,3009202330219,45195,Street Lighting,Pmts to Private Cont,1848.08
LBHF,F.M Conway Ltd,3009202330220,45195,Street Lighting,Pmts to Private Cont,2887.95
LBHF,F.M Conway Ltd,3009202330221,45195,Street Lighting,Pmts to Private Cont,1932.92
LBHF,F.M Conway Ltd,3009202330222,45195,Street Lighting,Pmts to Private Cont,207.01
LBHF,F.M Conway Ltd,3009202330223,45195,Street Lighting,Pmts to Private Cont,208.37
LBHF,Ebb Office Ltd,3009202330224,45195,Central Costs and Building Maintenance,Equipment,592.02
LBHF,British Telecommunications Plc,3009202330225,45195,Network and Telephony,Telephony,2208
LBHF,Royal Mail Group Plc,3009202330226,45195,Resident Contacts,Postage and Delivery,1012.5
LBHF,Baily Garner LLP,3009202330227,45195,H&F Maintenance (FRA works),OE-Other Payments,11422.11
LBHF,Baily Garner LLP,3009202330228,45195,H&F Maintenance (FRA works),OE-Other Payments,3217.5
LBHF,Baily Garner LLP,3009202330229,45195,H&F Maintenance (FRA works),OE-Other Payments,1750
LBHF,Baily Garner LLP,3009202330230,45195,H&F Maintenance (FRA works),OE-Other Payments,16789.6
LBHF,Baily Garner LLP,3009202330231,45195,H&F Maintenance (FRA works),OE-Other Payments,10944
LBHF,Provida,3009202330232,45195,FM DLO (Hard),Reac R&M-P&M Maint,594
LBHF,C & P Hygiene,3009202330233,45195,Indepenent Living & Well Being,Clean & Domstic Supp,732
LBHF,C & P Hygiene,3009202330234,45195,Indepenent Living & Well Being,Clean & Domstic Supp,1033.4
LBHF,Central London Community Healthcare,3009202330235,45195,Sexual Health GUM Services,Pmts to Health Auth,3744.76
LBHF,Woodlane London Limited,3009202330236,45195,Bed and Breakfast,OE-Temp Acc,5580
LBHF,Woodlane London Limited,3009202330237,45195,Bed and Breakfast,OE-Temp Acc,5220
LBHF,Hqn Ltd,3009202330238,45195,Repairs Client Side Team,Training Expenses,130
LBHF,Civica Uk Ltd,3009202330239,45195,Director of Housing,IT Software,25695
LBHF,Core Projects Ltd,3009202330240,45195,Sullivan Workshops,Reac R&M-Rep & Maint,4845
LBHF,Core Projects Ltd,3009202330241,45195,Commercial Rents,Fees-Property Mgt,335
LBHF,Starchoice Services Ltd T/A Kall Kwik Chiswick,3009202330242,45195,Communications,"Pubcty,Promo&Advert",30
LBHF,Cromwood Housing Ltd,3009202330243,45195,Bed and Breakfast,Premises Rent,200
LBHF,Central Housing Group Ltd,3009202330244,45195,PSL Scheme,OE-Temp Acc,14699.89
LBHF,Central Housing Group Ltd,3009202330245,45195,PSL Scheme,OE-Temp Acc,2346.48
LBHF,Thames Water Utilities Ltd,3009202330246,45195,Wood Lane Community Centre,Water Services,280.81
LBHF,RBKC (Non-Pension Fund),3009202330247,45195,People & Talent,Fees-Tech&Prof Consu,781.25
LBHF,Personal Data - Name Redacted,3009202330248,45195,Family Support and Child Protection,Legal Costs,770
LBHF,Personal Data - Name Redacted,3009202330249,45195,Family Support and Child Protection,Legal Costs,930
LBHF,Personal Data - Name Redacted,3009202330250,45195,Family Support and Child Protection,Legal Costs,300
LBHF,Peak Law Costs,3009202330251,45195,Disrepairs-Client Team,Fees-Tech&Prof Consu,265
LBHF,Bell Decorating & Building Ltd,3009202330252,45195,Central Costs and Building Maintenance,Reac R&M-Rep & Maint,970
LBHF,Bell Decorating & Building Ltd,3009202330253,45195,Central Costs and Building Maintenance,Reac R&M-Rep & Maint,4325
LBHF,Shawscreen Products,3009202330254,45195,Communications,"Pubcty,Promo&Advert",316.25
LBHF,Homerton University Hospital NHS Foundation Trust,3009202330255,45195,Sexual Health GUM Services,Pmts to Health Auth,368.27
LBHF,Screwfix Direct Ltd,3009202330256,45195,FM DLO (Hard),Reac R&M-Materials,3.69
LBHF,Screwfix Direct Ltd,3009202330257,45195,FM DLO (Hard),Reac R&M-Rep & Maint,15.65
LBHF,Screwfix Direct Ltd,3009202330258,45195,FM DLO (Hard),Reac R&M-Rep & Maint,96.32
LBHF,Screwfix Direct Ltd,3009202330259,45195,FM DLO (Hard),Reac R&M-Rep & Maint,9.23
LBHF,Screwfix Direct Ltd,3009202330260,45195,FM DLO (Hard),Reac R&M-Rep & Maint,16.74
LBHF,Personal Data - Name Redacted,3009202330261,45195,Communications,Fees-Interpreters,1487.5
LBHF,Gowling WLG (UK) LLP,3009202330262,45195,West King Street Renewal Programme,Legal Costs,4433.3
LBHF,Gowling WLG (UK) LLP,3009202330263,45195,West King Street Renewal Programme,Legal Costs,795.9
LBHF,Rapid Mailing CIC,3009202330264,45195,Resident Involvement,"Print,Publict'n&Copy",157.61
LBHF,Rapid Mailing CIC,3009202330265,45195,Resident Involvement,"Print,Publict'n&Copy",619.27
LBHF,Personal Data - Name Redacted,3009202330266,45195,Legal Holding Code,Legal Costs,130
LBHF,Personal Data - Name Redacted,3009202330267,45195,Legal Holding Code,Legal Costs,150.8
LBHF,Personal Data - Name Redacted,3009202330268,45195,Legal Holding Code,Legal Costs,130
LBHF,Red Squirrel Tree Surgery Ltd,3009202330269,45195,Arboricultural,Plan R&M-Grounds,621
LBHF,First Choice Marshalls Ltd,3009202330270,45195,Landlord´s Electrical Upgrades,Contr- New & Enhcmnt,269.09
LBHF,Personal Data - Name Redacted,3009202330271,45195,Family Support & Child Protection Team 2,Fees-Tech&Prof Consu,187.6
LBHF,Water Plus Limited,3009202330272,45195,Utilities holding account,Water Services,28005.48
LBHF,Water Plus Limited,3009202330273,45195,HRA Holding -Residential &Waste Water,Water Services,2973.2
LBHF,NORTHGATE VEHICLE HIRE,3009202330274,45195,H&F maintenance (DLO),Veh Lease&Hire Costs,-27.5
LBHF,NORTHGATE VEHICLE HIRE,3009202330275,45195,H&F maintenance (DLO),Veh Lease&Hire Costs,-65
LBHF,NORTHGATE VEHICLE HIRE,3009202330276,45195,H&F maintenance (DLO),Veh Lease&Hire Costs,-27.5
LBHF,NORTHGATE VEHICLE HIRE,3009202330277,45195,H&F maintenance (DLO),Veh Lease&Hire Costs,-60
LBHF,NORTHGATE VEHICLE HIRE,3009202330278,45195,H&F Maintenance (FRA works),Veh Lease&Hire Costs,27.5
LBHF,NORTHGATE VEHICLE HIRE,3009202330279,45195,H&F Maintenance (FRA works),Veh Lease&Hire Costs,65
LBHF,NORTHGATE VEHICLE HIRE,3009202330280,45195,H&F Maintenance (FRA works),Veh Lease&Hire Costs,-27.5
LBHF,NORTHGATE VEHICLE HIRE,3009202330281,45195,H&F Maintenance (FRA works),Veh Lease&Hire Costs,-65
LBHF,Romulus Fulham Limited,3009202330282,45195,West King Street Renewal Decant,Acc&Facilities Hire,3804.04
LBHF,Oakleaf Surveying Limited,3009202330283,45195,Fire Risk Assessors,Contr-Refurb & Restn,6900
LBHF,Charles Care Services Ltd,3009202330284,45195,Short Breaks,OE-Care Packages,401.15
LBHF,Charles Care Services Ltd,3009202330285,45195,Short Breaks,OE-Care Packages,168
LBHF,Charles Care Services Ltd,3009202330286,45195,Short Breaks,OE-Care Packages,275.4
LBHF,Charles Care Services Ltd,3009202330287,45195,Short Breaks,OE-Care Packages,419.1
LBHF,Charles Care Services Ltd,3009202330288,45195,Short Breaks,OE-Care Packages,1337
LBHF,Charles Care Services Ltd,3009202330289,45195,Short Breaks,OE-Care Packages,83.85
LBHF,Charles Care Services Ltd,3009202330290,45195,Short Breaks,OE-Care Packages,65.85
LBHF,ZFA Group Ltd,3009202330291,45195,Bed and Breakfast,OE-Temp Acc,1500
LBHF,ZFA Group Ltd,3009202330292,45195,Bed and Breakfast,OE-Temp Acc,1820
LBHF,ZFA Group Ltd,3009202330293,45195,Bed and Breakfast,OE-Temp Acc,1120
LBHF,ZFA Group Ltd,3009202330294,45195,Bed and Breakfast,OE-Temp Acc,1705
LBHF,Kier Services Ltd,3009202330295,45195,Edward Woods Fire Safety works,Contr-Refurb & Restn,88703.74
LBHF,Kier Services Ltd,3009202330296,45195,Edward Woods Fire Safety works,Contr-Refurb & Restn,133733.49
LBHF,NORTH SV LIMITED,3009202330297,45195,CCTV,Telephony,24436.09
LBHF,Candid Housing Solutions Ltd,3009202330298,45195,Bed and Breakfast,OE-Temp Acc,9145
LBHF,Q House,3009202330299,45195,Short Breaks,OE-Residential,52947
LBHF,Q House,3009202330300,45195,Short Breaks,OE-Residential,60102
LBHF,Harmony Care Support,3009202330301,45195,Short Breaks,OE-Care Packages,300
LBHF,Harmony Care Support,3009202330302,45195,Short Breaks,OE-Care Packages,300
LBHF,Harmony Care Support,3009202330303,45195,Short Breaks,OE-Care Packages,300
LBHF,Personal Data - Name Redacted,3009202330304,45195,Communications,"Pubcty,Promo&Advert",481
LBHF,Acorn to Oak Education Ltd,3009202330305,45195,Top-up Non maintained and Independent,OE-Elmnt3-Topup Fund,88826.4
LBHF,Acorn to Oak Education Ltd,3009202330306,45195,Top-up Non maintained and Independent,OE-Elmnt3-Topup Fund,-14804.4
LBHF,Evolution Internet Ltd,3009202330307,45195,Early Careers Teacher Service,Fees-Tech&Prof Consu,264.52
LBHF,Evolution Internet Ltd,3009202330308,45195,Early Careers Teacher Service,Fees-Tech&Prof Consu,237.01
LBHF,Evolution Internet Ltd,3009202330309,45195,Early Careers Teacher Service,Fees-Tech&Prof Consu,235.69
LBHF,Evolution Internet Ltd,3009202330310,45195,Early Careers Teacher Service,Fees-Tech&Prof Consu,265.45
LBHF,RTS Technology Solutions T/A Vanti Ltd,3009202330311,45195,Resident Involvement,Fees-General,7130.51
LBHF,RTS Technology Solutions T/A Vanti Ltd,3009202330312,45195,Resident Involvement,Fees-General,7130.51
LBHF,Educ8sen Limited,3009202330313,45195,Top-up Non maintained and Independent,OE-Elmnt3-Topup Fund,261699.25
LBHF,Fresh Start in Education Ltd,3009202330314,45195,Home Tuition,Other Est-SEN-Sec,4752
LBHF,Anu’s Comprehensive Education Limited,3009202330315,45195,Belongings placements,OE-Unspecified,1462.5
LBHF,Personal Data - Name Redacted,3009202330316,45195,Housing Services North,Legal Costs,2250
LBHF,Personal Data - Name Redacted,3009202330317,45195,Housing Services North,Legal Costs,-2250
LBHF,Personal Data - Name Redacted,3009202330318,45195,Housing Services North,Legal Costs,2250
LBHF,Personal Data - Name Redacted,3009202330319,45195,Housing Services North,Legal Costs,-2250
LBHF,Always Furthering & Nurturing Development,3009202330320,45195,Vaccine Hesitancy & Community Engagement,Activities & Events,3215
LBHF,Personal Data - Name Redacted,3009202330321,45195,Top-up Non maintained and Independent,OE - SEN - Pri,2340
LBHF,Eritrean Social Community,3009202330322,45195,Vaccine Hesitancy & Community Engagement,Activities & Events,3190
LBHF,Personal Data - Name Redacted,3009202330323,45195,Disrepairs-Client Team,Legal Costs,225
LBHF,Coram Family and Childcare,3009202330324,45195,Children's Centres,Professional Subscri,310
LBHF,Northamptonshire Healthcare,3009202330325,45195,Sexual Health GUM Services,Pmts to Health Auth,136
LBHF,Forfar Chelsea Ltd,3009202330326,45195,Top-up Maintained schools,OE-Early Years,6046
LBHF,Personal Data - Name Redacted,3009202330327,45195,Permanence and Post Order Supp,OE-SGO,193.65
LBHF,Capstone Foster Care (South East) L,3009202330328,45195,Asylum Leaving Care Placements 18+,OE-Priv Rented Acc,1928.4
LBHF,Nexus Fostering Limited,3009202330329,45195,Leaving Care Placements 18+,OE-Priv Rented Acc,1646.4
LBHF,Personal Data - Name Redacted,3009202330330,45195,Permanence and Post Order Supp,OE-SGO,182
LBHF,Personal Data - Name Redacted,3009202330331,45195,Permanence and Post Order Supp,OE-SGO,-24
LBHF,Personal Data - Name Redacted,3009202330332,45195,Permanence and Post Order Supp,OE-SGO,150.71
LBHF,Personal Data - Name Redacted,3009202330333,45195,"Fostering Duty, Supervision & Support",OE-Int Foster Enhmts,540
LBHF,Personal Data - Name Redacted,3009202330334,45195,"Fostering Duty, Supervision & Support",Other Est - LAC Sav,-12
LBHF,Personal Data - Name Redacted,3009202330335,45195,"Fostering Duty, Supervision & Support",Other Est - LAC Sav,-10.3
LBHF,Personal Data - Name Redacted,3009202330336,45195,"Fostering Duty, Supervision & Support",Other Est - LAC Sav,-12
LBHF,Personal Data - Name Redacted,3009202330337,45195,Permanence and Post Order Supp,OE-SGO,216
LBHF,Personal Data - Name Redacted,3009202330338,45195,Permanence and Post Order Supp,OE-SGO,208
LBHF,Personal Data - Name Redacted,3009202330339,45195,"Fostering Duty, Supervision & Support",Other Est - LAC Sav,-10.3
LBHF,Personal Data - Name Redacted,3009202330340,45195,Permanence and Post Order Supp,OE-SGO,246
LBHF,Personal Data - Name Redacted,3009202330341,45195,Permanence and Post Order Supp,OE-SGO,-297.14
LBHF,Personal Data - Name Redacted,3009202330342,45195,Permanence and Post Order Supp,OE-SGO,505.14
LBHF,Personal Data - Name Redacted,3009202330343,45195,Permanence and Post Order Supp,OE-SGO,334.13
LBHF,Personal Data - Name Redacted,3009202330344,45195,"Fostering Duty, Supervision & Support",Other Est - LAC Sav,-8.1
LBHF,Personal Data - Name Redacted,3009202330345,45195,"Fostering Duty, Supervision & Support",Other Est - LAC Sav,-10.3
LBHF,Personal Data - Name Redacted,3009202330346,45195,"Fostering Duty, Supervision & Support",Other Est - LAC Sav,-10.3
LBHF,Personal Data - Name Redacted,3009202330347,45195,"Fostering Duty, Supervision & Support",Other Est - LAC Sav,-12
LBHF,Personal Data - Name Redacted,3009202330348,45195,Permanence and Post Order Supp,OE-SGO,208
LBHF,Personal Data - Name Redacted,3009202330349,45195,"Fostering Duty, Supervision & Support",Other Est - LAC Sav,-12
LBHF,Personal Data - Name Redacted,3009202330350,45195,Looked After Children External Placement,Other Est - LAC Sav,-12
LBHF,Personal Data - Name Redacted,3009202330351,45195,"Fostering Duty, Supervision & Support",Other Est - LAC Sav,-12
LBHF,Askews & Holts Library Service,3009202330352,45195,Libraries Content & Resources,"Books, DVDs and CDs",58.83
LBHF,Askews & Holts Library Service,3009202330353,45195,Libraries Content & Resources,"Books, DVDs and CDs",92.87
LBHF,Askews & Holts Library Service,3009202330354,45195,Libraries Content & Resources,"Books, DVDs and CDs",55.36
LBHF,Askews & Holts Library Service,3009202330355,45195,Libraries Content & Resources,"Books, DVDs and CDs",102.41
LBHF,Askews & Holts Library Service,3009202330356,45195,Libraries Content & Resources,"Books, DVDs and CDs",100.87
LBHF,Askews & Holts Library Service,3009202330357,45195,Libraries Content & Resources,"Books, DVDs and CDs",68.32
LBHF,Askews & Holts Library Service,3009202330358,45195,Libraries Content & Resources,"Books, DVDs and CDs",190.16
LBHF,Askews & Holts Library Service,3009202330359,45195,Libraries Content & Resources,"Books, DVDs and CDs",84.1
LBHF,Askews & Holts Library Service,3009202330360,45195,Libraries Content & Resources,"Books, DVDs and CDs",6.7
LBHF,Askews & Holts Library Service,3009202330361,45195,Libraries Content & Resources,"Books, DVDs and CDs",176.9
LBHF,Askews & Holts Library Service,3009202330362,45195,Libraries Content & Resources,"Books, DVDs and CDs",17.06
LBHF,Askews & Holts Library Service,3009202330363,45195,Libraries Content & Resources,"Books, DVDs and CDs",10.3
LBHF,Askews & Holts Library Service,3009202330364,45195,Libraries Content & Resources,"Books, DVDs and CDs",34.22
LBHF,Askews & Holts Library Service,3009202330365,45195,Libraries Content & Resources,"Books, DVDs and CDs",60.15
LBHF,Askews & Holts Library Service,3009202330366,45195,Libraries Content & Resources,"Books, DVDs and CDs",13.97
LBHF,Askews & Holts Library Service,3009202330367,45195,Libraries Content & Resources,"Books, DVDs and CDs",102.54
LBHF,Askews & Holts Library Service,3009202330368,45195,Libraries Content & Resources,"Books, DVDs and CDs",5.38
LBHF,Askews & Holts Library Service,3009202330369,45195,Libraries Content & Resources,"Books, DVDs and CDs",221.2
LBHF,Askews & Holts Library Service,3009202330370,45195,Libraries Content & Resources,"Books, DVDs and CDs",122.33
LBHF,Askews & Holts Library Service,3009202330371,45195,Libraries Content & Resources,"Books, DVDs and CDs",206.01
LBHF,Askews & Holts Library Service,3009202330372,45195,Libraries Content & Resources,"Books, DVDs and CDs",129.16
LBHF,Askews & Holts Library Service,3009202330373,45195,Libraries Content & Resources,"Books, DVDs and CDs",39.5
LBHF,Askews & Holts Library Service,3009202330374,45195,Libraries Content & Resources,"Books, DVDs and CDs",54.01
LBHF,Personal Data - Name Redacted,3009202330375,45195,"Fostering Duty, Supervision & Support",Other Est - LAC Sav,-9.05
LBHF,Personal Data - Name Redacted,3009202330376,45195,Permanence and Post Order Supp,OE-SGO,208
LBHF,Personal Data - Name Redacted,3009202330377,45195,"Fostering Duty, Supervision & Support",Other Est - LAC Sav,-9.05
LBHF,Personal Data - Name Redacted,3009202330378,45195,"Fostering Duty, Supervision & Support",Other Est - LAC Sav,-10.3
LBHF,Personal Data - Name Redacted,3009202330379,45195,"Fostering Duty, Supervision & Support",Other Est - LAC Sav,-10.3
LBHF,Personal Data - Name Redacted,3009202330380,45195,"Fostering Duty, Supervision & Support",Other Est - LAC Sav,-12
LBHF,Personal Data - Name Redacted,3009202330381,45195,Permanence and Post Order Supp,OE-SGO,179
LBHF,Personal Data - Name Redacted,3009202330382,45195,Permanence and Post Order Supp,OE-SGO,246
LBHF,Personal Data - Name Redacted,3009202330383,45195,Permanence and Post Order Supp,OE-SGO,177.62
LBHF,Personal Data - Name Redacted,3009202330384,45195,"Fostering Duty, Supervision & Support",Other Est - LAC Sav,-8.1
LBHF,Personal Data - Name Redacted,3009202330385,45195,Permanence and Post Order Supp,OE-SGO,246
LBHF,Personal Data - Name Redacted,3009202330386,45195,Permanence and Post Order Supp,OE-SGO,105.8
LBHF,Personal Data - Name Redacted,3009202330387,45195,Permanence and Post Order Supp,OE-SGO,168.33
LBHF,Personal Data - Name Redacted,3009202330388,45195,"Fostering Duty, Supervision & Support",Other Est - LAC Sav,-9.05
LBHF,Personal Data - Name Redacted,3009202330389,45195,Permanence and Post Order Supp,OE-SGO,246
LBHF,Personal Data - Name Redacted,3009202330390,45195,Permanence and Post Order Supp,OE-SGO,205.04
LBHF,Personal Data - Name Redacted,3009202330391,45195,Permanence and Post Order Supp,OE-SGO,246
LBHF,Personal Data - Name Redacted,3009202330392,45195,Permanence and Post Order Supp,OE-SGO,182
LBHF,Personal Data - Name Redacted,3009202330393,45195,Permanence and Post Order Supp,OE-SGO,246
LBHF,Personal Data - Name Redacted,3009202330394,45195,Permanence and Post Order Supp,OE-SGO,246
LBHF,Personal Data - Name Redacted,3009202330395,45195,Permanence and Post Order Supp,OE-SGO,224.1
LBHF,Personal Data - Name Redacted,3009202330396,45195,Permanence and Post Order Supp,OE-SGO,216
LBHF,Personal Data - Name Redacted,3009202330397,45195,Permanence and Post Order Supp,OE-SGO,187.1
LBHF,Personal Data - Name Redacted,3009202330398,45195,Permanence and Post Order Supp,OE-SGO,208
LBHF,Personal Data - Name Redacted,3009202330399,45195,"Fostering Duty, Supervision & Support",Other Est - LAC Sav,-9.05
LBHF,Personal Data - Name Redacted,3009202330400,45195,"Fostering Duty, Supervision & Support",Other Est - LAC Sav,-8.1
LBHF,Hammersmith & Fulham Mencap,3009202330401,45195,Learning Disability Team,Fees-General,6500
LBHF,Personal Data - Name Redacted,3009202330402,45195,Permanence and Post Order Supp,OE-SGO,246
LBHF,Personal Data - Name Redacted,3009202330403,45195,"Fostering Duty, Supervision & Support",OE-Kinship Allowance,237
LBHF,Personal Data - Name Redacted,3009202330404,45195,"Fostering Duty, Supervision & Support",OE-Kinship Allowance,203
LBHF,Personal Data - Name Redacted,3009202330405,45195,"Fostering Duty, Supervision & Support",Other Est - LAC Sav,-9.05
LBHF,Personal Data - Name Redacted,3009202330406,45195,Permanence and Post Order Supp,OE-SGO,224.1
LBHF,Personal Data - Name Redacted,3009202330407,45195,Permanence and Post Order Supp,OE-SGO,216
LBHF,Personal Data - Name Redacted,3009202330408,45195,Permanence and Post Order Supp,OE-SGO,157
LBHF,Personal Data - Name Redacted,3009202330409,45195,Permanence and Post Order Supp,OE-SGO,176.74
LBHF,Personal Data - Name Redacted,3009202330410,45195,Permanence and Post Order Supp,OE-SGO,232
LBHF,Personal Data - Name Redacted,3009202330411,45195,Permanence and Post Order Supp,OE-SGO,182
LBHF,Personal Data - Name Redacted,3009202330412,45195,Permanence and Post Order Supp,OE-SGO,55
LBHF,Personal Data - Name Redacted,3009202330413,45195,Permanence and Post Order Supp,OE-SGO,187.1
