Transparency Report - December 2024,,,,,
Date,Supplier,Department ,CC Description,Ledger Code,Amount
23/12/2024,NPower Ltd,Inclusive Economy,Ex-HRA Shops,Electricity,£318.40
23/12/2024,NPower Ltd,Inclusive Economy,Ex-HRA Shops,Electricity,£330.54
23/12/2024,NPower Ltd,Inclusive Economy,Ex-HRA Shops,Electricity,£349.37
23/12/2024,NPower Ltd,Inclusive Economy,Ex-HRA Shops,Electricity,£281.05
23/12/2024,NPower Ltd,Inclusive Economy,Ex-HRA Shops,Electricity,£340.21
23/12/2024,NPower Ltd,Inclusive Economy,Ex-HRA Shops,Electricity,£345.24
23/12/2024,NPower Ltd,Inclusive Economy,Ex-HRA Shops,Electricity,£363.42
23/12/2024,NPower Ltd,Inclusive Economy,Ex-HRA Shops,Electricity,£403.39
23/12/2024,NPower Ltd,Inclusive Economy,Ex-HRA Shops,Electricity,£507.11
23/12/2024,NPower Ltd,Inclusive Economy,Ex-HRA Shops,Electricity,£527.02
23/12/2024,NPower Ltd,Inclusive Economy,Ex-HRA Shops,Electricity,£559.16
23/12/2024,NPower Ltd,Inclusive Economy,Ex-HRA Shops,Electricity,£575.88
23/12/2024,NPower Ltd,Inclusive Economy,Ex-HRA Shops,Electricity,£793.27
13/12/2024,Doree Bonner International / Kelerbay Limited,Inclusive Economy,Outlying Offices Pooled Costs,Reactive Repair & Maintenance (temp.allocation),"£8,110.00"
06/12/2024,Mackay Associates,Inclusive Economy,Outlying Offices Pooled Costs,"Asbestos, Management/Removal",£275.00
06/12/2024,On Advice Ltd,Inclusive Economy,Outlying Offices Pooled Costs,"Asbestos, Management/Removal",£514.14
06/12/2024,On Advice Ltd,Inclusive Economy,Outlying Offices Pooled Costs,"Asbestos, Management/Removal",£627.66
06/12/2024,On Advice Ltd,Inclusive Economy,Outlying Offices Pooled Costs,"Asbestos, Management/Removal",£313.50
06/12/2024,On Advice Ltd,Inclusive Economy,Outlying Offices Pooled Costs,"Asbestos, Management/Removal",£460.02
06/12/2024,On Advice Ltd,Inclusive Economy,Outlying Offices Pooled Costs,"Asbestos, Management/Removal",£460.02
06/12/2024,On Advice Ltd,Inclusive Economy,Outlying Offices Pooled Costs,"Asbestos, Management/Removal",£740.50
06/12/2024,Luton Environmental Ltd,Inclusive Economy,Outlying Offices Pooled Costs,"Asbestos, Management/Removal",£900.00
06/12/2024,Luton Environmental Ltd,Inclusive Economy,Outlying Offices Pooled Costs,"Asbestos, Management/Removal",£900.00
06/12/2024,Luton Environmental Ltd,Inclusive Economy,Outlying Offices Pooled Costs,"Asbestos, Management/Removal",£900.00
06/12/2024,Luton Environmental Ltd,Inclusive Economy,Outlying Offices Pooled Costs,"Asbestos, Management/Removal",£450.00
06/12/2024,Luton Environmental Ltd,Inclusive Economy,Outlying Offices Pooled Costs,"Asbestos, Management/Removal",£900.00
13/12/2024,Mackay Associates,Inclusive Economy,Outlying Offices Pooled Costs,"Asbestos, Management/Removal",£525.00
13/12/2024,On Advice Ltd,Inclusive Economy,Outlying Offices Pooled Costs,"Asbestos, Management/Removal",£855.00
19/12/2024,Mackay Associates,Inclusive Economy,Outlying Offices Pooled Costs,"Asbestos, Management/Removal",£275.00
19/12/2024,MRER Ltd,Inclusive Economy,Outlying Offices Pooled Costs,"Asbestos, Management/Removal","£3,256.50"
19/12/2024,MRER Ltd,Inclusive Economy,Outlying Offices Pooled Costs,"Asbestos, Management/Removal","£2,310.00"
23/12/2024,On Advice Ltd,Inclusive Economy,Outlying Offices Pooled Costs,"Asbestos, Management/Removal","£2,162.82"
23/12/2024,On Advice Ltd,Inclusive Economy,Outlying Offices Pooled Costs,"Asbestos, Management/Removal","£4,423.32"
12/12/2024,GES Water,Inclusive Economy,Outlying Offices Pooled Costs,Legionella Risk Assessments,£502.50
12/12/2024,GES Water,Inclusive Economy,Outlying Offices Pooled Costs,Legionella Risk Assessments,£502.50
12/12/2024,GES Water,Inclusive Economy,Outlying Offices Pooled Costs,Legionella Risk Assessments,£753.75
12/12/2024,GES Water,Inclusive Economy,Outlying Offices Pooled Costs,Legionella Risk Assessments,£502.50
19/12/2024,GES Water,Inclusive Economy,Outlying Offices Pooled Costs,Legionella Risk Assessments,£502.50
23/12/2024,GES Water,Inclusive Economy,Outlying Offices Pooled Costs,Legionella Risk Assessments,£502.50
06/12/2024,David Nott & Sons Ltd,Inclusive Economy,Town Hall,General Repair & Maintenance,"£6,028.88"
12/12/2024,MRER Ltd,Inclusive Economy,Town Hall,General Repair & Maintenance,£450.00
13/12/2024,MRER Ltd,Inclusive Economy,Town Hall,General Repair & Maintenance,"£1,830.00"
17/12/2024,Doree Bonner International / Kelerbay Limited,Inclusive Economy,Town Hall,General Repair & Maintenance,£273.50
23/12/2024,MRER Ltd,Inclusive Economy,Town Hall,General Repair & Maintenance,£280.00
12/12/2024,Constant Cooling Limited,Inclusive Economy,Town Hall,Electrical Works,£252.00
24/12/2024,Lift Specialists Limited,Inclusive Economy,Town Hall,Electrical Works,"£1,525.00"
24/12/2024,Lift Specialists Limited,Inclusive Economy,Town Hall,Electrical Works,"£2,760.00"
23/12/2024,Heattreat Ltd,Inclusive Economy,Town Hall,Mechanical Incl.Heating & Plumbing,£695.34
23/12/2024,Heattreat Ltd,Inclusive Economy,Town Hall,Mechanical Incl.Heating & Plumbing,£496.80
23/12/2024,Heattreat Ltd,Inclusive Economy,Town Hall,Mechanical Incl.Heating & Plumbing,£751.79
06/12/2024,T F Tull Ltd,Inclusive Economy,Town Hall,Service Contracts,£550.00
13/12/2024,WCS Group,Inclusive Economy,Town Hall,Service Contracts,"£3,049.60"
23/12/2024,Thorlux Lighting,Inclusive Economy,Town Hall,Service Contracts,"£1,383.00"
24/12/2024,SMS Environmental Ltd,Inclusive Economy,Town Hall,Service Contracts,£690.00
24/12/2024,SMS Environmental Ltd,Inclusive Economy,Town Hall,Service Contracts,"£1,115.00"
24/12/2024,SMS Environmental Ltd,Inclusive Economy,Town Hall,Service Contracts,"£1,071.00"
19/12/2024,Formula Aluminium Systems Ltd,Inclusive Economy,Town Hall,Maintenance Auto Doors Shutters Barriers,£450.60
19/12/2024,Formula Aluminium Systems Ltd,Inclusive Economy,Town Hall,Maintenance Auto Doors Shutters Barriers,"£1,973.70"
19/12/2024,Formula Aluminium Systems Ltd,Inclusive Economy,Town Hall,Maintenance Auto Doors Shutters Barriers,£403.00
19/12/2024,Formula Aluminium Systems Ltd,Inclusive Economy,Town Hall,Maintenance Auto Doors Shutters Barriers,£596.00
17/12/2024,Reliance High-Tech Ltd,Inclusive Economy,Town Hall,Electricity,£275.00
18/12/2024,NPower Ltd,Inclusive Economy,Town Hall,Electricity,"£18,701.75"
03/12/2024,Bates Office Services Ltd,Inclusive Economy,Town Hall,Furniture & Fittings Purchase,£402.20
09/12/2024,Shred Station,Inclusive Economy,Town Hall,Shredding,£481.27
05/12/2024,Guardforce Security Services Ltd,Inclusive Economy,Town Hall,Services - Security,"£2,919.75"
05/12/2024,Guardforce Security Services Ltd,Inclusive Economy,Town Hall,Services - Security,"£2,907.00"
20/12/2024,PHS Group plc,Inclusive Economy,Town Hall,Personal Hygiene Supplies,"£1,763.20"
03/12/2024,Reliance High-Tech Ltd,Inclusive Economy,Apex House,Gen. Repair & Maintenance,"£1,176.78"
17/12/2024,Reliance High-Tech Ltd,Inclusive Economy,Apex House,Gen. Repair & Maintenance,"£2,693.00"
23/12/2024,Heattreat Ltd,Inclusive Economy,Apex House,Mechanical Incl.Heating & Plumbing,£735.07
23/12/2024,Heattreat Ltd,Inclusive Economy,Apex House,Mechanical Incl.Heating & Plumbing,£300.00
23/12/2024,Heattreat Ltd,Inclusive Economy,Apex House,Mechanical Incl.Heating & Plumbing,"£1,233.63"
24/12/2024,SMS Environmental Ltd,Inclusive Economy,Apex House,Service Contracts,£600.00
18/12/2024,NPower Ltd,Inclusive Economy,Apex House,Electricity,"£3,126.80"
24/12/2024,SMS Environmental Ltd,Inclusive Economy,Clemitson House,Service Contracts,£345.00
18/12/2024,NPower Ltd,Inclusive Economy,Clemitson House,Electricity,"£4,102.31"
23/12/2024,Kirkby Diamond LLP,Inclusive Economy,Central Depot,Reactive Repair & Maintenance  - General,"£4,500.00"
06/12/2024,Churchill Specialist Contracting Ltd,Inclusive Economy,Central Depot,Reactive R & M Electrical,"£1,320.60"
19/12/2024,Formula Aluminium Systems Ltd,Inclusive Economy,Central Depot,Reactive R & M Electrical,£599.00
19/12/2024,Formula Aluminium Systems Ltd,Inclusive Economy,Central Depot,Reactive R & M Electrical,"£3,897.60"
19/12/2024,Formula Aluminium Systems Ltd,Inclusive Economy,Central Depot,Reactive R & M Electrical,"£1,153.00"
19/12/2024,Formula Aluminium Systems Ltd,Inclusive Economy,Central Depot,Reactive R & M Electrical,£410.00
19/12/2024,Formula Aluminium Systems Ltd,Inclusive Economy,Central Depot,Reactive R & M Electrical,"£1,157.90"
23/12/2024,Heattreat Ltd,Inclusive Economy,Central Depot,Mechanical Incl.Heating & Plumbing,£290.09
24/12/2024,Alltask Ltd,Inclusive Economy,Central Depot,Mechanical Incl.Heating & Plumbing,"£3,156.50"
12/12/2024,Clearwater Technology Ltd,Inclusive Economy,Central Depot,Service Contracts,"£2,772.36"
24/12/2024,SMS Environmental Ltd,Inclusive Economy,Central Depot,Service Contracts,£315.00
24/12/2024,SMS Environmental Ltd,Inclusive Economy,Central Depot,Service Contracts,"£1,540.00"
19/12/2024,Formula Aluminium Systems Ltd,Inclusive Economy,Central Depot,Maintenance Auto Doors Shutters Barriers,"£3,592.38"
19/12/2024,Formula Aluminium Systems Ltd,Inclusive Economy,Central Depot,Maintenance Auto Doors Shutters Barriers,"£1,269.80"
13/12/2024,AMP Clean Energy,Inclusive Economy,Central Depot,Wood Pellets,"£5,592.40"
23/12/2024,Heattreat Ltd,Inclusive Economy,Luton Registrars Off (see YNB104&XNH104),Mechanical Incl.Heating & Plumbing,£695.34
23/12/2024,NPower Ltd,Inclusive Economy,Luton Registrars Off (see YNB104&XNH104),Electricity,£396.73
24/12/2024,SMS Environmental Ltd,Inclusive Economy,The Hat Factory,Service Contracts,£790.00
19/12/2024,Formula Aluminium Systems Ltd,Inclusive Economy,The Hat Factory,Maintenance Auto Doors Shutters Barriers,£250.00
19/12/2024,Formula Aluminium Systems Ltd,Inclusive Economy,The Hat Factory,Maintenance Auto Doors Shutters Barriers,£944.00
23/12/2024,Gordonson Fire Protection Limited,Inclusive Economy,Arndale House,Reactive Repair & Maintenance - General,£420.00
23/12/2024,Gordonson Fire Protection Limited,Inclusive Economy,Arndale House,Reactive R & M Electrical,£614.00
24/12/2024,Target Lifts Ltd,Inclusive Economy,Arndale House,Reactive R & M Electrical,"£1,050.00"
06/12/2024,Constant Cooling Limited,Inclusive Economy,Arndale House,Reactive R & M Heating,£378.00
19/12/2024,Constant Cooling Limited,Inclusive Economy,Arndale House,Reactive R & M Heating,£378.00
23/12/2024,Gordonson Fire Protection Limited,Inclusive Economy,Arndale House,Reactive R & M Heating,"£3,360.00"
23/12/2024,Gordonson Fire Protection Limited,Inclusive Economy,Arndale House,Reactive R & M Heating,£385.00
12/12/2024,Constant Cooling Limited,Inclusive Economy,Arndale House,Service Contracts -1,"£2,156.30"
24/12/2024,SMS Environmental Ltd,Inclusive Economy,Arndale House,Service Contracts -1,£325.00
24/12/2024,Target Lifts Ltd,Inclusive Economy,Arndale House,Service Contracts -1,£772.50
18/12/2024,NPower Ltd,Inclusive Economy,Arndale House,Electricity,"£1,593.83"
18/12/2024,NPower Ltd,Inclusive Economy,Arndale House,Electricity,"£7,123.32"
26/12/2024,Southern Communications Ltd,Inclusive Economy,Arndale House,Telephones,£317.26
19/12/2024,Formula Aluminium Systems Ltd,Inclusive Economy,LewseyComCntr Libr&HousAdvice LandraceRd,Electrical Works,£337.00
19/12/2024,Formula Aluminium Systems Ltd,Inclusive Economy,LewseyComCntr Libr&HousAdvice LandraceRd,Electrical Works,"£1,867.80"
24/12/2024,SMS Environmental Ltd,Inclusive Economy,LewseyComCntr Libr&HousAdvice LandraceRd,Service Contracts,£330.00
06/12/2024,MRER Ltd,Inclusive Economy,Farley Centre & New Horizons,General Building,"£3,785.74"
12/12/2024,MRER Ltd,Inclusive Economy,Farley Centre & New Horizons,General Building,"£1,939.00"
12/12/2024,MRER Ltd,Inclusive Economy,Farley Centre & New Horizons,General Building,"£8,292.40"
24/12/2024,Alltask Ltd,Inclusive Economy,Farley Centre & New Horizons,General Building,"£3,755.00"
24/12/2024,SMS Environmental Ltd,Inclusive Economy,Farley Centre & New Horizons,Service Contracts,£360.00
19/12/2024,Formula Aluminium Systems Ltd,Inclusive Economy,Farley Centre & New Horizons,Maintenance Auto Doors Shutters Barriers,£603.00
06/12/2024,Arjo UK Limited,Inclusive Economy,Hockwell Community Centre,Service Contracts,£360.00
24/12/2024,SMS Environmental Ltd,Inclusive Economy,Hockwell Community Centre,Service Contracts,£270.00
24/12/2024,SMS Environmental Ltd,Inclusive Economy,Park Town Community Centre,Service Contracts,£285.00
23/12/2024,NPower Ltd,Inclusive Economy,Park Town Community Centre,Electricity,£453.22
24/12/2024,SMS Environmental Ltd,Inclusive Economy,Bury Park CommResourceCntr161DunstableRd,Service Contracts,£315.00
19/12/2024,Formula Aluminium Systems Ltd,Inclusive Economy,Bury Park CommResourceCntr161DunstableRd,Maintenance Auto Doors Shutters Barriers,£488.00
06/12/2024,David Nott & Sons Ltd,Inclusive Economy,High Town Community Centre,General Building,"£1,215.00"
12/12/2024,MRER Ltd,Inclusive Economy,High Town Community Centre,General Building,"£3,576.10"
06/12/2024,David Nott & Sons Ltd,Inclusive Economy,High Town Community Centre,Mechanical Incl.Heating & Plumbing,£405.00
19/12/2024,Formula Aluminium Systems Ltd,Inclusive Economy,Chaul End Centre,Electrical Works,"£1,372.20"
23/12/2024,Heattreat Ltd,Inclusive Economy,Chaul End Centre,Mechanical Incl.Heating & Plumbing,"£1,875.00"
23/12/2024,Heattreat Ltd,Inclusive Economy,Chaul End Centre,Mechanical Incl.Heating & Plumbing,"£2,386.00"
23/12/2024,Heattreat Ltd,Inclusive Economy,Chaul End Centre,Mechanical Incl.Heating & Plumbing,£695.34
23/12/2024,Heattreat Ltd,Inclusive Economy,Chaul End Centre,Mechanical Incl.Heating & Plumbing,£900.00
23/12/2024,Heattreat Ltd,Inclusive Economy,Chaul End Centre,Mechanical Incl.Heating & Plumbing,"£1,209.90"
19/12/2024,Constant Cooling Limited,Inclusive Economy,Chaul End Centre,Service Contracts,£720.00
24/12/2024,SMS Environmental Ltd,Inclusive Economy,Chaul End Centre,Service Contracts,£605.00
24/12/2024,SMS Environmental Ltd,Inclusive Economy,Chaul End Centre,Service Contracts,£490.00
24/12/2024,SMS Environmental Ltd,Inclusive Economy,Wardown Park Offices,Service Contracts,£810.00
24/12/2024,SMS Environmental Ltd,Inclusive Economy,Wardown Park Offices,Service Contracts,£290.00
24/12/2024,SMS Environmental Ltd,Inclusive Economy,Wigmore Hall,Service Contracts,£330.00
24/12/2024,SMS Environmental Ltd,Inclusive Economy,Luton Memorial Park,Service Contracts,£325.00
24/12/2024,SMS Environmental Ltd,Inclusive Economy,Luton Memorial Park,Service Contracts,£295.00
24/12/2024,SMS Environmental Ltd,Inclusive Economy,Ashcroft Recreation Ground,Service Contracts,£347.50
24/12/2024,SMS Environmental Ltd,Inclusive Economy,Ashcroft Recreation Ground,Service Contracts,£285.00
24/12/2024,SMS Environmental Ltd,Inclusive Economy,Icknield Rec Grd/Limbury Comm Centre,Service Contracts,£700.00
24/12/2024,SMS Environmental Ltd,Inclusive Economy,Icknield Rec Grd/Limbury Comm Centre,Service Contracts,£375.00
24/12/2024,SMS Environmental Ltd,Inclusive Economy,Lancaster Avenue Sports Ground,Service Contracts,£355.00
24/12/2024,SMS Environmental Ltd,Inclusive Economy,Lancaster Avenue Sports Ground,Service Contracts,£355.00
24/12/2024,SMS Environmental Ltd,Inclusive Economy,Leagrave Park,Service Contracts,£370.00
24/12/2024,SMS Environmental Ltd,Inclusive Economy,Leagrave Park,Service Contracts,£310.00
24/12/2024,SMS Environmental Ltd,Inclusive Economy,Lewsey Park,Service Contracts,£325.00
24/12/2024,SMS Environmental Ltd,Inclusive Economy,Lewsey Park,Service Contracts,£340.00
19/12/2024,Luton Learning & Community Partnership Ltd,Inclusive Economy,Inspire Luton Sports Village,Service Charge,"£35,669.36"
19/12/2024,Luton Learning & Community Partnership Ltd,Inclusive Economy,Inspire Luton Sports Village,Service Charge,"£48,716.07"
24/12/2024,Alltask Ltd,Inclusive Economy,Lewsey Swimming Pool,General Building,"£4,640.00"
05/12/2024,Guardforce Security Services Ltd,Inclusive Economy,Luton Central Library,General Building,"£4,440.63"
27/12/2024,Doree Bonner International / Kelerbay Limited,Inclusive Economy,Luton Central Library,General Building,£715.00
24/12/2024,Lift Specialists Limited,Inclusive Economy,Luton Central Library,Electrical Works,"£1,097.16"
24/12/2024,Lift Specialists Limited,Inclusive Economy,Luton Central Library,Electrical Works,"£1,418.96"
24/12/2024,SMS Environmental Ltd,Inclusive Economy,Luton Central Library,Service Contracts,£337.50
24/12/2024,SMS Environmental Ltd,Inclusive Economy,Luton Central Library,Service Contracts,£775.00
19/12/2024,Formula Aluminium Systems Ltd,Inclusive Economy,Luton Central Library,Maintenance Auto Doors Shutters Barriers,"£1,125.00"
19/12/2024,Formula Aluminium Systems Ltd,Inclusive Economy,Luton Central Library,Maintenance Auto Doors Shutters Barriers,"£1,279.00"
18/12/2024,NPower Ltd,Inclusive Economy,Luton Central Library,Electricity,"£7,440.48"
24/12/2024,SMS Environmental Ltd,Inclusive Economy,Stopsley Library Site,Service Contracts,"£1,050.00"
06/12/2024,David Nott & Sons Ltd,Inclusive Economy,Wardown House (Museum),General Building,£390.75
