Transparency Report - October 2024,,,,,
Date,Suppliers,Department ,CC Description,Ledger Code,Value £
 09-Oct-2024,House of Advocacy,Population Wellbeing,Strategic Safeguarding Team,Miscellaneous Expenses,£263.25
 09-Oct-2024,House of Advocacy,Population Wellbeing,Strategic Safeguarding Team,Miscellaneous Expenses,£276.30
 09-Oct-2024,House of Advocacy,Population Wellbeing,Strategic Safeguarding Team,Miscellaneous Expenses,£274.05
 15-Oct-2024,Redacted Personal Payment,Population Wellbeing,Strategic Safeguarding Team,Miscellaneous Expenses,£330.00
 24-Oct-2024,Umbrella - Company Limited,Population Wellbeing,Strategic Safeguarding Team,Miscellaneous Expenses,£408.00
 22-Oct-2024,NPower Ltd,Population Wellbeing,"DART (Discharge,Assessment,Rehab Team)",Electricity,£285.32
 17-Oct-2024,Ambassador House,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sect-Res Care Homes-Short Stay,"£2,800.00"
 17-Oct-2024,Ambassador House,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sect-Res Care Homes-Short Stay,"£2,800.00"
 17-Oct-2024,Ambassador House,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sect-Res Care Homes-Short Stay,"£2,800.00"
 17-Oct-2024,Edwardian Care Home Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sect-Res Care Homes-Short Stay,"£3,931.20"
 17-Oct-2024,Edwardian Care Home Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sect-Res Care Homes-Short Stay,"£3,931.20"
 17-Oct-2024,Rowles House Care Home,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sect-Res Care Homes-Short Stay,"£1,870.00"
 17-Oct-2024,Rowles House Care Home,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sect-Res Care Homes-Short Stay,"£1,980.00"
 17-Oct-2024,St Annes Residential Home,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sect-Res Care Homes-Short Stay,"£2,800.00"
 17-Oct-2024,St Annes Residential Home,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sect-Res Care Homes-Short Stay,"£1,900.00"
 17-Oct-2024,St Annes Residential Home,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sect-Res Care Homes-Short Stay,"£2,800.00"
 17-Oct-2024,St Annes Residential Home,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sect-Res Care Homes-Short Stay,"£2,800.00"
 17-Oct-2024,St Marys Nursing Centre,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sect-Res Care Homes-Short Stay,"£2,800.00"
 17-Oct-2024,St Marys Nursing Centre,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sect-Res Care Homes-Short Stay,"£1,400.00"
 17-Oct-2024,Castletroy Nursing Home Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sect-Res Care Homes-Short Stay,"£3,080.00"
 17-Oct-2024,Castletroy Nursing Home Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sect-Res Care Homes-Short Stay,"£1,650.00"
 17-Oct-2024,Castletroy Nursing Home Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sect-Res Care Homes-Short Stay,"£3,080.00"
 17-Oct-2024,Castletroy Nursing Home Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sect-Res Care Homes-Short Stay,"£3,080.00"
 17-Oct-2024,Apex Homes Limited,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sect-Res Care Homes-Short Stay,"£4,800.00"
 17-Oct-2024,Apex Homes Limited,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sect-Res Care Homes-Short Stay,"£2,057.14"
 17-Oct-2024,Rosedale,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sect-Res Care Homes-Short Stay,"£3,080.00"
 17-Oct-2024,Rosedale,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sect-Res Care Homes-Short Stay,"£3,080.00"
 17-Oct-2024,Rosedale,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sect-Res Care Homes-Short Stay,"£1,100.00"
 17-Oct-2024,Rosedale,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sect-Res Care Homes-Short Stay,"£3,080.00"
 17-Oct-2024,Rosedale,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sect-Res Care Homes-Short Stay,"£3,080.00"
 17-Oct-2024,Rosedale,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sect-Res Care Homes-Short Stay,"£3,080.00"
 17-Oct-2024,Rosedale,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sect-Res Care Homes-Short Stay,£330.00
 17-Oct-2024,St Brendans,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sect-Res Care Homes-Short Stay,"£3,080.00"
 17-Oct-2024,Runwood Home plc,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sect-Res Care Homes-Short Stay,"£2,800.00"
 17-Oct-2024,Runwood Home plc,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sect-Res Care Homes-Short Stay,"£1,149.61"
 17-Oct-2024,Runwood Home plc,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sect-Res Care Homes-Short Stay,£522.55
 17-Oct-2024,Runwood Home plc,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sect-Res Care Homes-Short Stay,"£3,080.00"
 17-Oct-2024,Runwood Home plc,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sect-Res Care Homes-Short Stay,"£2,800.00"
 17-Oct-2024,Collinson Care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sect-Res Care Homes-Short Stay,"£2,800.00"
 17-Oct-2024,Collinson Care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sect-Res Care Homes-Short Stay,"£2,800.00"
 17-Oct-2024,Collinson Care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sect-Res Care Homes-Short Stay,"£1,700.00"
 17-Oct-2024,Collinson Care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sect-Res Care Homes-Short Stay,"£1,400.00"
 17-Oct-2024,Collinson Care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sect-Res Care Homes-Short Stay,"£3,080.00"
 17-Oct-2024,Collinson Care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sect-Res Care Homes-Short Stay,"£3,080.00"
 17-Oct-2024,Collinson Care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sect-Res Care Homes-Short Stay,"£1,100.00"
 17-Oct-2024,Collinson Care Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sect-Res Care Homes-Short Stay,"£1,430.00"
 17-Oct-2024,Bond Care (Moorlands Gardens),Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sect-Res Care Homes-Short Stay,£399.71
 17-Oct-2024,Bond Care (Moorlands Gardens),Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sect-Res Care Homes-Short Stay,"£5,596.00"
 17-Oct-2024,Lillibet House,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sect-Res Care Homes-Short Stay,"£5,800.00"
 17-Oct-2024,DMP Healthcare - Barton Lodge Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sect-Res Care Homes-Short Stay,"£1,214.29"
 17-Oct-2024,DMP Healthcare - Barton Lodge Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sect-Res Care Homes-Short Stay,"£1,335.71"
 17-Oct-2024,DMP Healthcare - Barton Lodge Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sect-Res Care Homes-Short Stay,"£3,400.00"
 17-Oct-2024,DMP Healthcare - Barton Lodge Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sect-Res Care Homes-Short Stay,"£3,400.00"
 17-Oct-2024,DMP Healthcare - Barton Lodge Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sect-Res Care Homes-Short Stay,"£1,214.29"
 17-Oct-2024,DMP Healthcare - Barton Lodge Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sect-Res Care Homes-Short Stay,£880.00
 17-Oct-2024,DMP Healthcare - Barton Lodge Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sect-Res Care Homes-Short Stay,£770.00
 17-Oct-2024,DMP Healthcare - Barton Lodge Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sect-Res Care Homes-Short Stay,"£3,400.00"
 17-Oct-2024,DMP Healthcare - Barton Lodge Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sect-Res Care Homes-Short Stay,"£1,942.86"
 17-Oct-2024,DMP Healthcare - Barton Lodge Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sect-Res Care Homes-Short Stay,"£3,400.00"
 17-Oct-2024,DMP Healthcare - Barton Lodge Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sect-Res Care Homes-Short Stay,"£1,457.14"
 17-Oct-2024,Care UK Community Partnership Ltd - Cuttlebrook Ha,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sect-Res Care Homes-Short Stay,"£6,596.00"
 17-Oct-2024,Ambassador House,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Res Care Homes - Pymts,"£3,080.00"
 17-Oct-2024,Ambassador House,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Res Care Homes - Pymts,"£3,080.00"
 17-Oct-2024,Ambassador House,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Res Care Homes - Pymts,"£3,080.00"
 17-Oct-2024,Ambassador House,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Res Care Homes - Pymts,"£3,080.00"
 17-Oct-2024,Ambassador House,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Res Care Homes - Pymts,"£3,080.00"
 17-Oct-2024,Ambassador House,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Res Care Homes - Pymts,"£3,080.00"
 17-Oct-2024,Ambassador House,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Res Care Homes - Pymts,"£2,800.00"
 17-Oct-2024,Ambassador House,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Res Care Homes - Pymts,"£2,800.00"
 17-Oct-2024,Ambassador House,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Res Care Homes - Pymts,"£2,800.00"
 17-Oct-2024,Ambassador House,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Res Care Homes - Pymts,"£2,800.00"
 17-Oct-2024,Ambassador House,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Res Care Homes - Pymts,"£2,800.00"
 17-Oct-2024,Ambassador House,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Res Care Homes - Pymts,"£2,800.00"
 17-Oct-2024,Edwardian Care Home Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Res Care Homes - Pymts,"£3,080.00"
 17-Oct-2024,Edwardian Care Home Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Res Care Homes - Pymts,£330.00
 17-Oct-2024,Rowles House Care Home,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Res Care Homes - Pymts,"£3,080.00"
 17-Oct-2024,Rowles House Care Home,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Res Care Homes - Pymts,"£2,800.00"
 17-Oct-2024,Rowles House Care Home,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Res Care Homes - Pymts,"£2,800.00"
 17-Oct-2024,Rowles House Care Home,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Res Care Homes - Pymts,"£3,080.00"
 17-Oct-2024,Rowles House Care Home,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Res Care Homes - Pymts,"£3,080.00"
 17-Oct-2024,Rowles House Care Home,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Res Care Homes - Pymts,£440.00
 17-Oct-2024,Rowles House Care Home,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Res Care Homes - Pymts,"£3,080.00"
 17-Oct-2024,Rowles House Care Home,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Res Care Homes - Pymts,"£3,080.00"
 17-Oct-2024,Rowles House Care Home,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Res Care Homes - Pymts,"£3,080.00"
 17-Oct-2024,Rowles House Care Home,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Res Care Homes - Pymts,"£2,800.00"
 17-Oct-2024,Rowles House Care Home,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Res Care Homes - Pymts,"£3,080.00"
 17-Oct-2024,Rowles House Care Home,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Res Care Homes - Pymts,"£3,080.00"
 17-Oct-2024,St Annes Residential Home,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Res Care Homes - Pymts,"£3,800.00"
 17-Oct-2024,St Annes Residential Home,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Res Care Homes - Pymts,"£3,080.00"
 17-Oct-2024,St Annes Residential Home,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Res Care Homes - Pymts,"£3,080.00"
 17-Oct-2024,St Annes Residential Home,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Res Care Homes - Pymts,"£3,080.00"
 17-Oct-2024,St Annes Residential Home,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Res Care Homes - Pymts,"£3,080.00"
 17-Oct-2024,St Annes Residential Home,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Res Care Homes - Pymts,"£3,880.00"
 17-Oct-2024,St Annes Residential Home,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Res Care Homes - Pymts,"£3,080.00"
 17-Oct-2024,St Annes Residential Home,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Res Care Homes - Pymts,"£3,080.00"
 17-Oct-2024,St Marys Nursing Centre,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Res Care Homes - Pymts,"£3,353.92"
 17-Oct-2024,St Marys Nursing Centre,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Res Care Homes - Pymts,"£2,800.00"
 17-Oct-2024,St Marys Nursing Centre,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Res Care Homes - Pymts,"£3,080.00"
 17-Oct-2024,St Marys Nursing Centre,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Res Care Homes - Pymts,"£2,310.00"
 17-Oct-2024,Widecombe Nursing Home,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Res Care Homes - Pymts,"£3,357.20"
