Transparency Report March 2024,,,,,
Date,Supplier,Dept,CC Description,Ledger Code,Value £
 27-Mar-2024,Cambridgeshire County Council,Inclusive Economy,Flood Risk Management,Bramingham Community Engagement Project,"£1,536.48"
 06-Mar-2024,Youth Network CIC,Inclusive Economy,Climate Change,Climate Change Project,"£1,225.00"
 19-Mar-2024,Groundwork Luton & Bedfordshire,Inclusive Economy,Climate Change,Climate Change Project,£300.00
 19-Mar-2024,Groundwork Luton & Bedfordshire,Inclusive Economy,Climate Change,Climate Change Project,"£1,650.00"
 18-Mar-2024,Volker Highways Crowley Ltd,Inclusive Economy,Emergency active travel fund (EATF),Services - Professional,£576.51
 11-Mar-2024,Total Traffic Surveys Ltd,Inclusive Economy,Active Travel Capability Fund,Consultancy Fees,"£1,525.00"
 18-Mar-2024,Volker Highways Crowley Ltd,Inclusive Economy,Active Travel Capability Fund,CAF - Feasibility,"£8,765.67"
 12-Mar-2024,Living Streets,Inclusive Economy,Road Safety Education Team,Education & Publicity,"£3,495.00"
 12-Mar-2024,Living Streets,Inclusive Economy,Road Safety Education Team,Education & Publicity,£412.00
 12-Mar-2024,Living Streets,Inclusive Economy,Road Safety Education Team,Education & Publicity,"-£3,495.00"
 12-Mar-2024,Living Streets,Inclusive Economy,Road Safety Education Team,Education & Publicity,-£412.00
 12-Mar-2024,Living Streets,Inclusive Economy,Road Safety Education Team,Education & Publicity,"£3,495.00"
 12-Mar-2024,Living Streets,Inclusive Economy,Road Safety Education Team,Education & Publicity,£412.00
 04-Mar-2024,Outspoken Training,Inclusive Economy,Cycle Training & Promotion Unit,Services - Projects - Project Provision,"£1,485.00"
 27-Mar-2024,Flamme Rouge Cycles Limited,Inclusive Economy,Cycle Training & Promotion Unit,Services - Projects - Project Provision,"£1,400.00"
 13-Mar-2024,MRER Ltd,Inclusive Economy,Travel Centre,Reactive Repair & Maintenance  - General,£411.20
 13-Mar-2024,Heattreat Ltd,Inclusive Economy,Travel Centre,Reactive Repair,£623.91
 15-Mar-2024,Churches Fire Security,Inclusive Economy,Travel Centre,Service Contracts,£395.13
 20-Mar-2024,Sky Dunstable Cars Ltd,Inclusive Economy,Fleet & Operations,Agency Staff,"£2,792.00"
 20-Mar-2024,Sky Dunstable Cars Ltd,Inclusive Economy,Fleet & Operations,Agency Staff,"£2,600.00"
 20-Mar-2024,Citilink Solutions Limited,Inclusive Economy,Fleet & Operations,Agency Staff,"£1,665.00"
 20-Mar-2024,Citilink Solutions Limited,Inclusive Economy,Fleet & Operations,Agency Staff,"£1,984.50"
 20-Mar-2024,Sky Dunstable Cars Ltd,Inclusive Economy,Fleet & Operations,Agency Staff,"£5,296.00"
 20-Mar-2024,Sky Dunstable Cars Ltd,Inclusive Economy,Fleet & Operations,Agency Staff,£880.00
 21-Mar-2024,Sky Dunstable Cars Ltd,Inclusive Economy,Fleet & Operations,Agency Staff,"£2,832.00"
 21-Mar-2024,Sky Dunstable Cars Ltd,Inclusive Economy,Fleet & Operations,Agency Staff,"£1,296.00"
 11-Mar-2024,BraunAbility ltd,Inclusive Economy,Fleet & Operations,Cleaning Materials,"£1,819.55"
 04-Mar-2024,London Hire Ltd,Inclusive Economy,Fleet & Operations,External Hire Of Vehicles,"£1,767.52"
 05-Mar-2024,London Hire Ltd,Inclusive Economy,Fleet & Operations,External Hire Of Vehicles,"£1,767.52"
 05-Mar-2024,London Hire Ltd,Inclusive Economy,Fleet & Operations,External Hire Of Vehicles,"£1,767.52"
 05-Mar-2024,London Hire Ltd,Inclusive Economy,Fleet & Operations,External Hire Of Vehicles,"£1,767.52"
 05-Mar-2024,London Hire Ltd,Inclusive Economy,Fleet & Operations,External Hire Of Vehicles,"£1,767.52"
 18-Mar-2024,CCS Media Limited,Inclusive Economy,Corporate Director of Inclusive Economy,Purchase Of Hardware,"£3,639.40"
 08-Mar-2024,Vector Lighting Ltd,Inclusive Economy,Promotional Events,Promotional Activities,£895.00
 14-Mar-2024,JNB Publishing Limited,Inclusive Economy,Promotional Events,Promotional Activities,£677.50
 06-Mar-2024,The TAS Partnership Limited,Inclusive Economy,Passenger Transport Combined Unit,Consultancy Fees,"£1,470.00"
 14-Mar-2024,Bond Solon Training Ltd,Inclusive Economy,Service Director of Neighbourhood Servic,Priority 1 Training,£570.00
 19-Mar-2024,Kielder newport west Ltd-KNW training,Inclusive Economy,Service Director of Neighbourhood Servic,Priority 1 Training,£662.00
 11-Mar-2024,Boyer Planning Ltd,Inclusive Economy,Development Management,Consultancy Fees,"£2,600.00"
 12-Mar-2024,Boyer Planning Ltd,Inclusive Economy,Development Management,Consultancy Fees,"-£2,600.00"
 12-Mar-2024,Boyer Planning Ltd,Inclusive Economy,Development Management,Consultancy Fees,"£2,600.00"
 25-Mar-2024,Beams Ltd,Inclusive Economy,Development Management,Consultancy Fees,£375.00
 25-Mar-2024,Alpha Planning Ltd,Inclusive Economy,Development Management,Consultancy Fees,"£1,218.75"
 11-Mar-2024,Redacted (Legal),Inclusive Economy,Development Management,Legal Expenses,"£27,600.00"
 11-Mar-2024,Redacted (Legal),Inclusive Economy,Development Management,Legal Expenses,"£8,100.00"
 11-Mar-2024,Redacted (Legal),Inclusive Economy,Development Management,Legal Expenses,"£27,450.00"
 11-Mar-2024,Redacted (Legal),Inclusive Economy,Development Management,Legal Expenses,"£4,175.00"
 27-Mar-2024,Hertfordshire County Council,Inclusive Economy,Development Management,Major Planning Inquiries,"£31,254.93"
 27-Mar-2024,National World Publishing Limited,Inclusive Economy,Development Management,Other Advertising - Stat Notices,£447.80
 07-Mar-2024,Rubicon Building Consultancy Ltd,Inclusive Economy,Building Regulation Charges,Consultancy Fees,"£7,033.16"
 08-Mar-2024,Rubicon Building Consultancy Ltd,Inclusive Economy,Building Regulation Charges,Consultancy Fees,"£6,179.40"
 14-Mar-2024,Redacted Personal Payment,Inclusive Economy,Nature Conservation,Conservation Management,£590.00
 14-Mar-2024,Redacted Personal Payment,Inclusive Economy,Nature Conservation,Conservation Management,£590.00
 14-Mar-2024,Redacted Personal Payment,Inclusive Economy,Nature Conservation,Conservation Management,£590.00
 27-Mar-2024,Masternaut Uk Ltd,Inclusive Economy,Fleet Management,Vehicle Tracking,"£1,860.04"
 28-Mar-2024,Masternaut Uk Ltd,Inclusive Economy,Fleet Management,Vehicle Tracking,"£1,314.00"
 04-Mar-2024,Sema Lease UL Limited,Inclusive Economy,External Vehicle Hire,Hire Of Vehs & Plant (Add),£580.58
 05-Mar-2024,Alpha Hire Solutions Ltd t/a Mayday Vehicle Rental,Inclusive Economy,External Vehicle Hire,Hire Of Vehs & Plant (Add),£476.00
 05-Mar-2024,Alpha Hire Solutions Ltd t/a Mayday Vehicle Rental,Inclusive Economy,External Vehicle Hire,Hire Of Vehs & Plant (Add),£896.00
 06-Mar-2024,Long Marsh Limited,Inclusive Economy,External Vehicle Hire,Hire Of Vehs & Plant (Add),£957.00
 06-Mar-2024,Long Marsh Limited,Inclusive Economy,External Vehicle Hire,Hire Of Vehs & Plant (Add),£768.50
 06-Mar-2024,Long Marsh Limited,Inclusive Economy,External Vehicle Hire,Hire Of Vehs & Plant (Add),£768.50
 06-Mar-2024,Long Marsh Limited,Inclusive Economy,External Vehicle Hire,Hire Of Vehs & Plant (Add),£870.00
 06-Mar-2024,Long Marsh Limited,Inclusive Economy,External Vehicle Hire,Hire Of Vehs & Plant (Add),£768.50
 06-Mar-2024,Long Marsh Limited,Inclusive Economy,External Vehicle Hire,Hire Of Vehs & Plant (Add),£899.00
 06-Mar-2024,Long Marsh Limited,Inclusive Economy,External Vehicle Hire,Hire Of Vehs & Plant (Add),"£1,160.00"
 06-Mar-2024,Long Marsh Limited,Inclusive Economy,External Vehicle Hire,Hire Of Vehs & Plant (Add),£870.00
 06-Mar-2024,Long Marsh Limited,Inclusive Economy,External Vehicle Hire,Hire Of Vehs & Plant (Add),"£1,160.00"
 06-Mar-2024,Alpha Hire Solutions Ltd t/a Mayday Vehicle Rental,Inclusive Economy,External Vehicle Hire,Hire Of Vehs & Plant (Add),£476.00
 06-Mar-2024,C P Davidson & Sons Ltd,Inclusive Economy,External Vehicle Hire,Hire Of Vehs & Plant (Add),"£4,410.00"
 06-Mar-2024,C P Davidson & Sons Ltd,Inclusive Economy,External Vehicle Hire,Hire Of Vehs & Plant (Add),"£4,410.00"
 06-Mar-2024,C P Davidson & Sons Ltd,Inclusive Economy,External Vehicle Hire,Hire Of Vehs & Plant (Add),"£4,410.00"
 06-Mar-2024,Vale Engineering (York) Ltd,Inclusive Economy,External Vehicle Hire,Hire Of Vehs & Plant (Add),"£1,000.00"
 06-Mar-2024,Vale Engineering (York) Ltd,Inclusive Economy,External Vehicle Hire,Hire Of Vehs & Plant (Add),"£1,000.00"
 06-Mar-2024,C P Davidson & Sons Ltd,Inclusive Economy,External Vehicle Hire,Hire Of Vehs & Plant (Add),"£4,410.00"
 06-Mar-2024,Long Marsh Limited,Inclusive Economy,External Vehicle Hire,Hire Of Vehs & Plant (Add),£870.00
 06-Mar-2024,Long Marsh Limited,Inclusive Economy,External Vehicle Hire,Hire Of Vehs & Plant (Add),£725.00
 06-Mar-2024,Star Platforms Ltd,Inclusive Economy,External Vehicle Hire,Hire Of Vehs & Plant (Add),£347.12
 11-Mar-2024,Stable Hire Ltd,Inclusive Economy,External Vehicle Hire,Hire Of Vehs & Plant (Add),"£2,919.00"
 11-Mar-2024,Stable Hire Ltd,Inclusive Economy,External Vehicle Hire,Hire Of Vehs & Plant (Add),£420.00
 11-Mar-2024,Stable Hire Ltd,Inclusive Economy,External Vehicle Hire,Hire Of Vehs & Plant (Add),£258.00
 11-Mar-2024,Thrifty Car and Van Rental,Inclusive Economy,External Vehicle Hire,Hire Of Vehs & Plant (Add),£862.40
 11-Mar-2024,Alpha Hire Solutions Ltd t/a Mayday Vehicle Rental,Inclusive Economy,External Vehicle Hire,Hire Of Vehs & Plant (Add),£476.00
 11-Mar-2024,Alpha Hire Solutions Ltd t/a Mayday Vehicle Rental,Inclusive Economy,External Vehicle Hire,Hire Of Vehs & Plant (Add),"£1,148.00"
 12-Mar-2024,Stable Hire Ltd,Inclusive Economy,External Vehicle Hire,Hire Of Vehs & Plant (Add),"-£2,919.00"
 12-Mar-2024,Stable Hire Ltd,Inclusive Economy,External Vehicle Hire,Hire Of Vehs & Plant (Add),"£2,919.00"
 13-Mar-2024,Alpha Hire Solutions Ltd t/a Mayday Vehicle Rental,Inclusive Economy,External Vehicle Hire,Hire Of Vehs & Plant (Add),£635.97
 18-Mar-2024,Fiveways Municipal Vehicle Hire Ltd,Inclusive Economy,External Vehicle Hire,Hire Of Vehs & Plant (Add),£325.00
 18-Mar-2024,Dawson Rentals Sweepers,Inclusive Economy,External Vehicle Hire,Hire Of Vehs & Plant (Add),"£1,263.90"
 20-Mar-2024,Alpha Hire Solutions Ltd t/a Mayday Vehicle Rental,Inclusive Economy,External Vehicle Hire,Hire Of Vehs & Plant (Add),£476.00
 20-Mar-2024,Alpha Hire Solutions Ltd t/a Mayday Vehicle Rental,Inclusive Economy,External Vehicle Hire,Hire Of Vehs & Plant (Add),£896.00
 27-Mar-2024,Alpha Hire Solutions Ltd t/a Mayday Vehicle Rental,Inclusive Economy,External Vehicle Hire,Hire Of Vehs & Plant (Add),£476.00
 11-Mar-2024,Eastern Cash Registers (Norwich)Ltd,Inclusive Economy,MOT Bay,Purchase Of Equipment,£815.00
 20-Mar-2024,WNV Systems Ltd,Inclusive Economy,Vehicle Wash,Maintenance Of Equipment,£537.70
 21-Mar-2024,WNV Systems Ltd,Inclusive Economy,Vehicle Wash,Maintenance Of Equipment,-£537.70
 21-Mar-2024,WNV Systems Ltd,Inclusive Economy,Vehicle Wash,Maintenance Of Equipment,£537.70
 11-Mar-2024,Fumex Ltd,Inclusive Economy,Workshops,Maintenance Of Equipment,£388.00
 06-Mar-2024,Ziebe Ltd,Inclusive Economy,Transport Stores,Purchase of Consumable Materials,£526.75
 07-Mar-2024,BOC Ltd,Inclusive Economy,Transport Stores,Purchase of Consumable Materials,£323.20
 07-Mar-2024,Alliance Automotive t/as Motor Serv,Inclusive Economy,Transport Stores,Purchase of Consumable Materials,£468.00
 11-Mar-2024,Alliance Automotive t/as Motor Serv,Inclusive Economy,Transport Stores,Purchase of Consumable Materials,£443.65
 18-Mar-2024,JEFFCO,Inclusive Economy,Transport Stores,Purchase of Consumable Materials,£302.35
 05-Mar-2024,Faun Zoeller UK,Inclusive Economy,Transport Stores,In Contract Materials - Non-Stock,£277.55
 06-Mar-2024,Shaw Bros,Inclusive Economy,Transport Stores,In Contract Materials - Non-Stock,£250.00
 07-Mar-2024,Heathrow Truck Centre Ltd,Inclusive Economy,Transport Stores,In Contract Materials - Non-Stock,£970.45
 07-Mar-2024,Faun Zoeller UK,Inclusive Economy,Transport Stores,In Contract Materials - Non-Stock,£851.25
 07-Mar-2024,Doyles Steam Cleaning Ltd,Inclusive Economy,Transport Stores,In Contract Materials - Non-Stock,£990.00
 07-Mar-2024,Alliance Automotive t/as Motor Serv,Inclusive Economy,Transport Stores,In Contract Materials - Non-Stock,£397.58
 07-Mar-2024,Alliance Automotive t/as Motor Serv,Inclusive Economy,Transport Stores,In Contract Materials - Non-Stock,£374.48
 07-Mar-2024,Geo Browns Implements Ltd,Inclusive Economy,Transport Stores,In Contract Materials - Non-Stock,£375.62
 07-Mar-2024,Geo Browns Implements Ltd,Inclusive Economy,Transport Stores,In Contract Materials - Non-Stock,£308.07
 11-Mar-2024,Heathrow Truck Centre Ltd,Inclusive Economy,Transport Stores,In Contract Materials - Non-Stock,£397.75
 11-Mar-2024,Heathrow Truck Centre Ltd,Inclusive Economy,Transport Stores,In Contract Materials - Non-Stock,£970.45
 11-Mar-2024,Passenger Lift Serv Ltd,Inclusive Economy,Transport Stores,In Contract Materials - Non-Stock,£490.56
 11-Mar-2024,R T Machinery Ltd,Inclusive Economy,Transport Stores,In Contract Materials - Non-Stock,£491.79
 11-Mar-2024,R T Machinery Ltd,Inclusive Economy,Transport Stores,In Contract Materials - Non-Stock,£478.23
 11-Mar-2024,AEBI Schmidt UK Ltd,Inclusive Economy,Transport Stores,In Contract Materials - Non-Stock,£426.63
 11-Mar-2024,Faun Zoeller UK,Inclusive Economy,Transport Stores,In Contract Materials - Non-Stock,"£1,108.00"
 11-Mar-2024,Faun Zoeller UK,Inclusive Economy,Transport Stores,In Contract Materials - Non-Stock,£339.20
 11-Mar-2024,Faun Zoeller UK,Inclusive Economy,Transport Stores,In Contract Materials - Non-Stock,£328.38
 11-Mar-2024,Alliance Automotive t/as Motor Serv,Inclusive Economy,Transport Stores,In Contract Materials - Non-Stock,£273.90
 11-Mar-2024,Scarab Sweepers Ltd,Inclusive Economy,Transport Stores,In Contract Materials - Non-Stock,£633.74
 12-Mar-2024,Faun Zoeller UK,Inclusive Economy,Transport Stores,In Contract Materials - Non-Stock,£250.00
 12-Mar-2024,Faun Zoeller UK,Inclusive Economy,Transport Stores,In Contract Materials - Non-Stock,£250.00
 15-Mar-2024,Motus Truck & Van,Inclusive Economy,Transport Stores,In Contract Materials - Non-Stock,£274.07
 15-Mar-2024,Passenger Lift Serv Ltd,Inclusive Economy,Transport Stores,In Contract Materials - Non-Stock,£398.45
 18-Mar-2024,Motus Truck & Van,Inclusive Economy,Transport Stores,In Contract Materials - Non-Stock,£364.00
 18-Mar-2024,R T Machinery Ltd,Inclusive Economy,Transport Stores,In Contract Materials - Non-Stock,£276.00
 26-Mar-2024,Heathrow Truck Centre Ltd,Inclusive Economy,Transport Stores,In Contract Materials - Non-Stock,£500.00
 26-Mar-2024,Heathrow Truck Centre Ltd,Inclusive Economy,Transport Stores,In Contract Materials - Non-Stock,£635.00
 26-Mar-2024,Faun Zoeller UK,Inclusive Economy,Transport Stores,In Contract Materials - Non-Stock,£277.05
 26-Mar-2024,Faun Zoeller UK,Inclusive Economy,Transport Stores,In Contract Materials - Non-Stock,£290.90
 26-Mar-2024,Bedfordshire Auto Electrics Ltd,Inclusive Economy,Transport Stores,In Contract Materials - Non-Stock,£313.50
 27-Mar-2024,Heathrow Truck Centre Ltd,Inclusive Economy,Transport Stores,In Contract Materials - Non-Stock,£545.00
 06-Mar-2024,Prestige Design and Workwear Ltd,Inclusive Economy,Transport Stores,Clothing for Street Services,£445.50
 11-Mar-2024,R&J Strang Tyre Services Limited,Inclusive Economy,Transport Stores,Contractors - Tyres,£342.53
 27-Mar-2024,R&J Strang Tyre Services Limited,Inclusive Economy,Transport Stores,Contractors - Tyres,£728.92
 05-Mar-2024,Geo Browns Implements Ltd,Inclusive Economy,Transport Stores,Contractors - General Repairs,"£1,230.96"
 11-Mar-2024,PHS Besafe,Inclusive Economy,Transport Stores,Contractors - General Repairs,£561.47
 12-Mar-2024,BMC Bodyshop,Inclusive Economy,Transport Stores,Contractors - General Repairs,£854.17
 12-Mar-2024,BMC Bodyshop,Inclusive Economy,Transport Stores,Contractors - General Repairs,£767.22
 12-Mar-2024,Doyles Steam Cleaning Ltd,Inclusive Economy,Transport Stores,Contractors - General Repairs,£600.00
 12-Mar-2024,Doyles Steam Cleaning Ltd,Inclusive Economy,Transport Stores,Contractors - General Repairs,£400.00
 12-Mar-2024,Doyles Steam Cleaning Ltd,Inclusive Economy,Transport Stores,Contractors - General Repairs,£250.00
 12-Mar-2024,Doyles Steam Cleaning Ltd,Inclusive Economy,Transport Stores,Contractors - General Repairs,£250.00
 12-Mar-2024,Doyles Steam Cleaning Ltd,Inclusive Economy,Transport Stores,Contractors - General Repairs,£250.00
 12-Mar-2024,Doyles Steam Cleaning Ltd,Inclusive Economy,Transport Stores,Contractors - General Repairs,£250.00
 12-Mar-2024,Heathrow Truck Centre Ltd,Inclusive Economy,Transport Stores,Contractors - General Repairs,£281.00
 12-Mar-2024,Faun Zoeller UK,Inclusive Economy,Transport Stores,Contractors - General Repairs,£281.40
 18-Mar-2024,Faun Zoeller UK,Inclusive Economy,Transport Stores,Contractors - General Repairs,£464.25
 27-Mar-2024,Thurlow Nunn (MV) Ltd,Inclusive Economy,Transport Stores,Contractors - General Repairs,"£1,073.57"
 01-Mar-2024,Heathrow Truck Centre Ltd,Inclusive Economy,Transport Stores,Labour Recharged - NMD,-£475.00
 28-Mar-2024,VecTec Ltd,Inclusive Economy,Transport Fuel,Diesel Pump Maintenance,£450.00
 21-Mar-2024,Allstar Business Solutions Limited,Inclusive Economy,Transport Fuel,Purchase with Fuel Cards,£413.12
 18-Mar-2024,Geo Browns Implements Ltd,Inclusive Economy,Dacorum Council,Cost of Direct Orders,£860.00
 18-Mar-2024,Geo Browns Implements Ltd,Inclusive Economy,Dacorum Council,Cost of Direct Orders,£334.08
 18-Mar-2024,Geo Browns Implements Ltd,Inclusive Economy,Dacorum Council,Cost of Direct Orders,£387.00
 18-Mar-2024,Geo Browns Implements Ltd,Inclusive Economy,Dacorum Council,Cost of Direct Orders,£303.12
 18-Mar-2024,Geo Browns Implements Ltd,Inclusive Economy,Dacorum Council,Cost of Direct Orders,£852.84
 04-Mar-2024,Allstar Business Solutions Limited,Inclusive Economy,Ryebridge,Fuel,£706.94
 21-Mar-2024,Allstar Business Solutions Limited,Inclusive Economy,Ryebridge,Fuel,£600.38
 27-Mar-2024,R&J Strang Tyre Services Limited,Inclusive Economy,Schools and Colleges,Cost of Direct Orders,£572.65
 18-Mar-2024,R&J Strang Tyre Services Limited,Inclusive Economy,Others,Cost of Direct Orders,£259.62
 01-Mar-2024,Citilink Solutions Limited,Inclusive Economy,PTU External Transport Holding Account,Payments to Contractors,"£17,898.63"
 01-Mar-2024,Citilink Solutions Limited,Inclusive Economy,PTU External Transport Holding Account,Payments to Contractors,"£67,793.53"
 01-Mar-2024,Dilshan Transport Group Ltd,Inclusive Economy,PTU External Transport Holding Account,Payments to Contractors,"-£7,300.00"
 01-Mar-2024,Dilshan Transport Group Ltd,Inclusive Economy,PTU External Transport Holding Account,Payments to Contractors,£400.00
 01-Mar-2024,Dilshan Transport Group Ltd,Inclusive Economy,PTU External Transport Holding Account,Payments to Contractors,"£1,219.00"
 01-Mar-2024,Dilshan Transport Group Ltd,Inclusive Economy,PTU External Transport Holding Account,Payments to Contractors,"£130,627.50"
 07-Mar-2024,24x7 Ltd,Inclusive Economy,PTU External Transport Holding Account,Payments to Contractors,"£2,880.00"
