OrganisationName,OrganisationalUnit,BeneficiaryName,PaymentDate,Amount,Purpose,CategoryInternal,OrganisationURI,
Staffordshire County Council,Moorlands LD Team,Creative Support Ltd,05/05/2023,2771.94,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Cannock Chase LD Team,Creative Support Ltd,05/05/2023,2599.62,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Moorlands LD Team,Creative Support Ltd,22/05/2023,2350.86,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Cannock Chase LD Team,Creative Support Ltd,22/05/2023,2553.58,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Moorlands LD Team,Creative Support Ltd,22/05/2023,2065.24,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Cannock Chase LD Team,Creative Support Ltd,22/05/2023,2556.10,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Moorlands LD Team,Creative Support Ltd,22/05/2023,2607.32,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Cannock Chase LD Team,Creative Support Ltd,22/05/2023,2453.48,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Newcastle Invoice Led Physical,Crossroads (Staffs)Carng for Carers,11/05/2023,723.85,Practical Care,Practical Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,East Staffs Invoice Led Older ,CSPC Healthcare Ltd,05/05/2023,686.70,Practical Care,Practical Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Lichfield Invoice Led Older Pe,CSPC Healthcare Ltd,05/05/2023,686.70,Practical Care,Practical Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Lichfield Invoice Led Older Pe,CSPC Healthcare Ltd,15/05/2023,686.70,Practical Care,Practical Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Lichfield Invoice Led Older Pe,CSPC Healthcare Ltd,22/05/2023,735.75,Practical Care,Practical Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Lichfield Invoice Led Older Pe,CSPC Healthcare Ltd,26/05/2023,735.75,Practical Care,Practical Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,E Staffs MH Team U65,Cygnet (OE) Limited,05/05/2023,9122.24,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,E Staffs MH Team U65,Cygnet (OE) Limited,22/05/2023,8631.62,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Tamworth OP Team 1,Deafblind Uk,05/05/2023,1700.76,INTERPRETERS SERVICE,INTERPRETERS SERVICE,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Newc OP - South,Deafblind Uk,05/05/2023,1037.12,INTERPRETERS SERVICE,INTERPRETERS SERVICE,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Newc OP - South,Deafblind Uk,05/05/2023,600.48,INTERPRETERS SERVICE,INTERPRETERS SERVICE,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Newc OP - South,Deafblind Uk,05/05/2023,681.84,INTERPRETERS SERVICE,INTERPRETERS SERVICE,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Newc OP - South,Deafblind Uk,05/05/2023,2094.40,INTERPRETERS SERVICE,INTERPRETERS SERVICE,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Lichfield OP Team 1,Deafblind Uk,05/05/2023,12062.40,INTERPRETERS SERVICE,INTERPRETERS SERVICE,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Tamworth OP Team 1,Deafblind Uk,05/05/2023,1033.92,INTERPRETERS SERVICE,INTERPRETERS SERVICE,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Newc OP - South,Deafblind Uk,22/05/2023,554.88,INTERPRETERS SERVICE,INTERPRETERS SERVICE,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Newc OP - South,Deafblind Uk,22/05/2023,627.84,INTERPRETERS SERVICE,INTERPRETERS SERVICE,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Lichfield OP Team 1,Deafblind Uk,22/05/2023,1831.20,INTERPRETERS SERVICE,INTERPRETERS SERVICE,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Newc OP - South,Deafblind Uk,22/05/2023,976.64,INTERPRETERS SERVICE,INTERPRETERS SERVICE,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Newc OP - South,Deafblind Uk,22/05/2023,1953.28,INTERPRETERS SERVICE,INTERPRETERS SERVICE,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,IF-I.S.P.,Delam Care Ltd,23/05/2023,13438.50,Specialist Childs Res Services,Specialist Childs Res Services,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Stafford LD Team,Dimensions UK,05/05/2023,2346.10,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,E Staffs LD Team,Dimensions UK,05/05/2023,2280.00,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,S Staffs LD Team,Dimensions UK,05/05/2023,2809.00,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Stafford LD Team,Dimensions UK,05/05/2023,1597.02,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Stafford LD Team,Dimensions UK,05/05/2023,2169.30,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Stafford LD Team,Dimensions UK,05/05/2023,1796.46,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Stafford LD Team,Dimensions UK,22/05/2023,2195.68,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,E Staffs LD Team,Dimensions UK,22/05/2023,2133.62,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,S Staffs LD Team,Dimensions UK,22/05/2023,2643.06,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Stafford LD Team,Dimensions UK,22/05/2023,1398.60,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Stafford LD Team,Dimensions UK,22/05/2023,1641.24,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Stafford LD Team,Dimensions UK,22/05/2023,2808.30,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Stafford LD Team,Dimensions UK,22/05/2023,2074.08,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,East Staffs Invoice Led Older ,Diverse Care Services Ltd,05/05/2023,500.15,Practical Care,Practical Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,East Staffs Invoice Led Older ,Diverse Care Services Ltd,05/05/2023,562.66,Practical Care,Practical Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,East Staffs Invoice Led Older ,Diverse Care Services Ltd,05/05/2023,562.66,Practical Care,Practical Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,East Staffs Invoice Led Older ,Diverse Care Services Ltd,05/05/2023,553.73,Practical Care,Practical Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,East Staffs Invoice Led Older ,Diverse Care Services Ltd,05/05/2023,725.00,Practical Care,Practical Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,East Staffs Invoice Led Older ,Diverse Care Services Ltd,05/05/2023,770.00,Practical Care,Practical Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,East Staffs Invoice Led Older ,Diverse Care Services Ltd,15/05/2023,625.17,Practical Care,Practical Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,East Staffs Invoice Led Older ,Diverse Care Services Ltd,15/05/2023,571.59,Practical Care,Practical Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,East Staffs Invoice Led Older ,Diverse Care Services Ltd,22/05/2023,562.66,Practical Care,Practical Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,East Staffs Invoice Led Older ,Diverse Care Services Ltd,22/05/2023,562.66,Practical Care,Practical Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,East Staffs Invoice Led Older ,Diverse Care Services Ltd,22/05/2023,770.00,Practical Care,Practical Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,East Staffs Invoice Led Older ,Diverse Care Services Ltd,16/05/2023,770.00,Practical Care,Practical Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,East Staffs Invoice Led Older ,Diverse Care Services Ltd,30/05/2023,770.00,Practical Care,Practical Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,East Staffs Invoice Led Older ,Diverse Care Services Ltd,30/05/2023,562.66,Practical Care,Practical Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,East Staffs Invoice Led Older ,Diverse Care Services Ltd,30/05/2023,562.66,Practical Care,Practical Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Headquarters - I.S.P,Diverse Fostering Limited,23/05/2023,4873.60,Social Services Oth Local Auth,Social Services Oth Local Auth,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Headquarters - I.S.P,Diverse Fostering Limited,23/05/2023,6951.75,Social Services Oth Local Auth,Social Services Oth Local Auth,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Tamworth Invoice Led Older Peo,Diversity Care Ltd,02/05/2023,664.50,Practical Care,Practical Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Tamworth Invoice Led Older Peo,Diversity Care Ltd,05/05/2023,630.00,Practical Care,Practical Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Tamworth Invoice Led Older Peo,Diversity Care Ltd,09/05/2023,664.50,Practical Care,Practical Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Tamworth Invoice Led Older Peo,Diversity Care Ltd,12/05/2023,630.00,Practical Care,Practical Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Tamworth Invoice Led Older Peo,Diversity Care Ltd,16/05/2023,664.50,Practical Care,Practical Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Tamworth Invoice Led Older Peo,Diversity Care Ltd,23/05/2023,664.50,Practical Care,Practical Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Tamworth Invoice Led Older Peo,Diversity Care Ltd,19/05/2023,630.00,Practical Care,Practical Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Tamworth Invoice Led Older Peo,Diversity Care Ltd,26/05/2023,630.00,Practical Care,Practical Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Headquarters - I.S.P,DMR Services Ltd,23/05/2023,16896.15,Specialist Childs Res Services,Specialist Childs Res Services,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Tamworth Invoice Led Older Peo,Doves Care and Support Ltd,05/05/2023,720.00,Practical Care,Practical Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Newcastle MH Team U65,East Cheshire Housing Consortium,05/05/2023,1395.20,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Newcastle MH Team U65,East Cheshire Housing Consortium,22/05/2023,1395.20,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,S Staffs Invoice Led Physic Di,Edith Healthcare Wolverhampton,25/05/2023,1236.00,Practical Care,Practical Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Newcastle Invoice Led Physical,Elite Domiciliary Care Pvt Ltd.,10/05/2023,571.65,Practical Care,Practical Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Moorlands Invoice Led Phys Dis,Elite Domiciliary Care Pvt Ltd.,10/05/2023,576.80,Practical Care,Practical Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Moorlands Invoice Led Older Pe,Elite Domiciliary Care Pvt Ltd.,18/05/2023,3172.40,Practical Care,Practical Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Moorlands Invoice Led Older Pe,Elite Domiciliary Care Pvt Ltd.,10/05/2023,1009.40,Practical Care,Practical Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Moorlands Invoice Led Older Pe,Elite Domiciliary Care Pvt Ltd.,10/05/2023,576.80,Practical Care,Practical Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Moorlands Invoice Led Older Pe,Elite Domiciliary Care Pvt Ltd.,10/05/2023,2224.80,Practical Care,Practical Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Newcastle Invoice Led Older Pe,Elite Domiciliary Care Pvt Ltd.,10/05/2023,535.60,Practical Care,Practical Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Newcastle Invoice Led Older Pe,Elite Domiciliary Care Pvt Ltd.,10/05/2023,576.80,Practical Care,Practical Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Newcastle Invoice Led Older Pe,Elite Domiciliary Care Pvt Ltd.,10/05/2023,2307.20,Practical Care,Practical Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Stafford LD Team,Elm House (Transparent Care Ltd),05/05/2023,2612.86,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Stafford LD Team,Elm House (Transparent Care Ltd),05/05/2023,2584.74,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Stafford LD Team,Elm House (Transparent Care Ltd),22/05/2023,2413.36,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Stafford LD Team,Elm House (Transparent Care Ltd),22/05/2023,2387.40,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,SStaffs Invoice Led Older Peop,ELR Homecare Ltd,12/05/2023,809.25,Practical Care,Practical Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,SStaffs Invoice Led Older Peop,ELR Homecare Ltd,12/05/2023,2320.50,Practical Care,Practical Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Headquarters - I.S.P,Emerge Care & Therapeutic Sols Ltd,23/05/2023,26376.00,Specialist Childs Res Services,Specialist Childs Res Services,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,BLT MH Team U65,Empowerment Care ltd,05/05/2023,1980.16,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,BLT MH Team U65,Empowerment Care ltd,22/05/2023,1874.08,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Tamworth LD Team,Empowerment Care ltd,22/05/2023,3445.71,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Headquarters - I.S.P,Evergreen Foster Care Ltd,23/05/2023,8048.05,Social Services Oth Local Auth,Social Services Oth Local Auth,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Tamworth LD Team,Executive Carers Ltd,04/05/2023,883.50,Practical Care,Practical Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Tamworth LD Team,Executive Carers Ltd,04/05/2023,741.00,Practical Care,Practical Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Tamworth LD Team,Executive Carers Ltd,04/05/2023,684.00,Practical Care,Practical Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Tamworth LD Team,Executive Carers Ltd,19/05/2023,513.00,Practical Care,Practical Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Cannock Invoice Led Phys Disab,Executive Carers Ltd,19/05/2023,1680.00,Practical Care,Practical Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Cannock Invoice Led Phys Disab,Executive Carers Ltd,19/05/2023,1110.00,Practical Care,Practical Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Lichfield Invoice Led Older Pe,Executive Carers Ltd,25/05/2023,732.72,Practical Care,Practical Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Cannock Chase LD Team,Executive Carers Ltd,25/05/2023,540.00,Practical Care,Practical Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Moorlands Invoice Led Older Pe,Families Care,15/05/2023,4770.52,Practical Care,Practical Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Headquarters - I.S.P,Families First Fostering Ltd,23/05/2023,5330.23,Social Services Oth Local Auth,Social Services Oth Local Auth,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Headquarters - I.S.P,Families First Fostering Ltd,23/05/2023,9067.10,Social Services Oth Local Auth,Social Services Oth Local Auth,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Headquarters - I.S.P,FATHER HUDSONS SOCIETY,23/05/2023,3360.83,Social Services Oth Local Auth,Social Services Oth Local Auth,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,SWS MH Team U65,First Rate Housing Ltd,05/05/2023,11707.96,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,SWS MH Team U65,First Rate Housing Ltd,22/05/2023,11707.96,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Headquarters - I.S.P,FIVE RIVERS CHILDCARE CONS LTD,23/05/2023,17722.76,Social Services Oth Local Auth,Social Services Oth Local Auth,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Headquarters - I.S.P,FIVE RIVERS CHILDCARE CONS LTD,23/05/2023,3587.13,Social Services Oth Local Auth,Social Services Oth Local Auth,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,IF-I.S.P.,FLYING COLOURS FOSTER CARE LTD,23/05/2023,4162.85,Social Services Oth Local Auth,Social Services Oth Local Auth,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Headquarters - I.S.P,Forge Care,23/05/2023,127263.58,Specialist Childs Res Services,Specialist Childs Res Services,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Headquarters - I.S.P,Foster Care Associates Ltd,23/05/2023,3452.64,Social Services Oth Local Auth,Social Services Oth Local Auth,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Headquarters - I.S.P,Foster Care Associates Ltd,23/05/2023,3640.45,Social Services Oth Local Auth,Social Services Oth Local Auth,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Headquarters - I.S.P,Foster Care Associates Ltd,23/05/2023,3635.28,Social Services Oth Local Auth,Social Services Oth Local Auth,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Headquarters - I.S.P,Foster Care Associates Ltd,23/05/2023,7325.39,Social Services Oth Local Auth,Social Services Oth Local Auth,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Headquarters - I.S.P,Foster Care Associates Ltd,23/05/2023,3699.54,Social Services Oth Local Auth,Social Services Oth Local Auth,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Headquarters - I.S.P,Foster Care Associates Ltd,23/05/2023,6477.38,Social Services Oth Local Auth,Social Services Oth Local Auth,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Headquarters - I.S.P,Foster Care Associates Ltd,23/05/2023,3999.43,Social Services Oth Local Auth,Social Services Oth Local Auth,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Headquarters - I.S.P,Foster Care Associates Ltd,23/05/2023,3836.33,Social Services Oth Local Auth,Social Services Oth Local Auth,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Headquarters - I.S.P,Foster Care Associates Ltd,23/05/2023,3573.68,Social Services Oth Local Auth,Social Services Oth Local Auth,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Headquarters - I.S.P,Foster Care Associates Ltd,23/05/2023,3858.48,Social Services Oth Local Auth,Social Services Oth Local Auth,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Headquarters - I.S.P,FOSTER CARE CO-OPERATIVE LTD,23/05/2023,3631.43,Social Services Oth Local Auth,Social Services Oth Local Auth,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Headquarters - I.S.P,FOSTER CARE CO-OPERATIVE LTD,23/05/2023,6418.86,Social Services Oth Local Auth,Social Services Oth Local Auth,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Headquarters - I.S.P,Fostering People Ltd,23/05/2023,9930.76,Social Services Oth Local Auth,Social Services Oth Local Auth,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Headquarters - I.S.P,Fostering People Ltd,23/05/2023,3328.86,Social Services Oth Local Auth,Social Services Oth Local Auth,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Headquarters - I.S.P,Fostering People Ltd,23/05/2023,3559.23,Social Services Oth Local Auth,Social Services Oth Local Auth,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Headquarters - I.S.P,Fostering People Ltd,23/05/2023,6894.43,Social Services Oth Local Auth,Social Services Oth Local Auth,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Headquarters - I.S.P,Fostering People Ltd,23/05/2023,3437.71,Social Services Oth Local Auth,Social Services Oth Local Auth,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Headquarters - I.S.P,Fostering People Ltd,23/05/2023,3581.03,Social Services Oth Local Auth,Social Services Oth Local Auth,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,IF-I.S.P.,FOSTERING SOLUTIONS LTD,23/05/2023,3631.79,Social Services Oth Local Auth,Social Services Oth Local Auth,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Headquarters - I.S.P,FOSTERING SOLUTIONS LTD,23/05/2023,3595.43,Social Services Oth Local Auth,Social Services Oth Local Auth,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Headquarters - I.S.P,FOSTERING SOLUTIONS LTD,23/05/2023,3820.27,Social Services Oth Local Auth,Social Services Oth Local Auth,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Headquarters - I.S.P,FOSTERING SOLUTIONS LTD,23/05/2023,9596.01,Social Services Oth Local Auth,Social Services Oth Local Auth,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Headquarters - I.S.P,FOSTERING SOLUTIONS LTD,23/05/2023,11017.83,Social Services Oth Local Auth,Social Services Oth Local Auth,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Headquarters - I.S.P,FOSTERING SOLUTIONS LTD,23/05/2023,3730.28,Social Services Oth Local Auth,Social Services Oth Local Auth,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Headquarters - I.S.P,FOSTERING SOLUTIONS LTD,23/05/2023,3370.77,Social Services Oth Local Auth,Social Services Oth Local Auth,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Headquarters - I.S.P,FOSTERING SOLUTIONS LTD,23/05/2023,3404.82,Social Services Oth Local Auth,Social Services Oth Local Auth,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Headquarters - I.S.P,FOSTERING SOLUTIONS LTD,23/05/2023,3730.28,Social Services Oth Local Auth,Social Services Oth Local Auth,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Headquarters - I.S.P,FOSTERING SOLUTIONS LTD,23/05/2023,6966.24,Social Services Oth Local Auth,Social Services Oth Local Auth,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Headquarters - I.S.P,FOSTERPLUS  LTD,23/05/2023,3631.79,Social Services Oth Local Auth,Social Services Oth Local Auth,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Stafford LD Team,Freedom Support Limited,17/05/2023,615.85,Practical Care,Practical Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Lichfield LD Team,Freedom Support Limited,17/05/2023,642.51,Practical Care,Practical Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Stafford Invoice Led Phys Disa,Freedom Support Limited,17/05/2023,3858.10,Practical Care,Practical Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Stafford Invoice Led Phys Disa,Freedom Support Limited,17/05/2023,3654.00,Practical Care,Practical Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Stafford Invoice Led Phys Disa,Freedom Support Limited,22/05/2023,10760.40,Practical Care,Practical Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Headquarters - I.S.P,FUTURE IN MIND LTD,23/05/2023,46345.00,Specialist Childs Res Services,Specialist Childs Res Services,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Headquarters - I.S.P,FUTURE IN MIND LTD,23/05/2023,14850.00,Specialist Childs Res Services,Specialist Childs Res Services,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Tamworth Invoice Led Phy Disab,Givecare Ltd,05/05/2023,529.64,Practical Care,Practical Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Tamworth Invoice Led Phy Disab,Givecare Ltd,05/05/2023,854.05,Practical Care,Practical Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,S Staffs LD Team,Godfrey Barnes Care SL,05/05/2023,26036.96,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,E Staffs MH Team U65,Golden Living Care Services Ltd,22/05/2023,2064.86,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
