SEFTON COUNCIL: Supplier Payments where charge to specific cost centre is >= +/-£500 for period September 2023,,,,,,,,,,,,
SUPPLIER,AMOUNT,TRANSACTION DATE,COST CENTRE,ACCOUNT,DEPARTMENT,SUMMARY OF EXPENDITURE,,,,,,
National Autistic Society,"17,026.00",07/09/2023,EH31,R4159,Education Excellence,Special General Expenditure (High Needs) - Outreach Support ASD Pupils,,,,,,
National Governance Association,624.30,21/09/2023,YL63,R2868,Education Excellence,Governor Services - Subscriptions,,,,,,
Natterjacks Childcare Ltd,"1,680.00",01/08/2023,EH05,R2451,Education Excellence,Resourced Nursery  Sen Support - Fees & Services - Other,,,,,,
Natural Breaks Ltd,"2,117.92",14/09/2023,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living,,,,,,
Natural Breaks Ltd,"5,294.80",14/09/2023,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living,,,,,,
Natural Breaks Ltd,"5,294.80",14/09/2023,AH10,R4043,Adult Social Care,Learning Disabilities-Pooled Budget - Supported Living,,,,,,
Natural Breaks Ltd,"7,942.20",14/09/2023,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living,,,,,,
Natural Breaks Ltd,"13,766.48",14/09/2023,AH10,R4043,Adult Social Care,Learning Disabilities-Pooled Budget - Supported Living,,,,,,
NatWest,544.69,15/09/2023,YS61,R2225,Children's Social Care,"Fostering Placements - Printing, Stationery & General Office Expenses",,,,,,
NatWest,556.80,29/09/2023,YS26,R2116,Children's Social Care,Locality North - Personal Needs,,,,,,
NatWest,660.00,22/09/2023,YS28,R2116,Children's Social Care,Locality South - Personal Needs,,,,,,
NatWest,731.54,02/10/2023,GF32,R2941,Corporate Resources,Authority Wide Costs Bank And Audit Fees - Bank Charges,,,,,,
NatWest,769.37,02/10/2023,GF32,R2941,Corporate Resources,Authority Wide Costs Bank And Audit Fees - Bank Charges,,,,,,
NatWest,775.84,02/10/2023,GF32,R2941,Corporate Resources,Authority Wide Costs Bank And Audit Fees - Bank Charges,,,,,,
NatWest,822.09,02/10/2023,GF32,R2941,Corporate Resources,Authority Wide Costs Bank And Audit Fees - Bank Charges,,,,,,
NatWest,864.43,02/10/2023,GF32,R2941,Corporate Resources,Authority Wide Costs Bank And Audit Fees - Bank Charges,,,,,,
NatWest,932.57,15/09/2023,YS27,R2116,Children's Social Care,Locality Central - Personal Needs,,,,,,
NatWest,938.15,02/10/2023,GF32,R2941,Corporate Resources,Authority Wide Costs Bank And Audit Fees - Bank Charges,,,,,,
NatWest,946.58,29/09/2023,YS92,R2225,Children's Social Care,"Childrens & Families Administration - Printing, Stationery & General Office Expenses",,,,,,
NatWest,968.82,02/10/2023,GF32,R2941,Corporate Resources,Authority Wide Costs Bank And Audit Fees - Bank Charges,,,,,,
NatWest,985.12,15/09/2023,GF32,R2941,Corporate Resources,Authority Wide Costs Bank And Audit Fees - Bank Charges,,,,,,
NatWest,"1,014.54",02/10/2023,GF32,R2941,Corporate Resources,Authority Wide Costs Bank And Audit Fees - Bank Charges,,,,,,
NatWest,"1,026.58",02/10/2023,GF32,R2941,Corporate Resources,Authority Wide Costs Bank And Audit Fees - Bank Charges,,,,,,
NatWest,"1,049.97",02/10/2023,GF32,R2941,Corporate Resources,Authority Wide Costs Bank And Audit Fees - Bank Charges,,,,,,
NatWest,"1,050.00",08/09/2023,YS33,R2116,Children's Social Care,Leaving Care - Personal Needs,,,,,,
NatWest,"1,065.94",02/10/2023,GF32,R2941,Corporate Resources,Authority Wide Costs Bank And Audit Fees - Bank Charges,,,,,,
NatWest,"1,132.03",22/09/2023,YS92,R2116,Children's Social Care,Childrens & Families Administration - Personal Needs,,,,,,
NatWest,"1,194.26",02/10/2023,GF32,R2941,Corporate Resources,Authority Wide Costs Bank And Audit Fees - Bank Charges,,,,,,
NatWest,"1,411.00",22/09/2023,YS33,R2116,Children's Social Care,Leaving Care - Personal Needs,,,,,,
NatWest,"1,725.40",15/09/2023,YS26,R2116,Children's Social Care,Locality North - Personal Needs,,,,,,
NatWest,"1,939.08",02/10/2023,GF32,R2941,Corporate Resources,Authority Wide Costs Bank And Audit Fees - Bank Charges,,,,,,
NatWest,"1,974.81",02/10/2023,GF32,R2941,Corporate Resources,Authority Wide Costs Bank And Audit Fees - Bank Charges,,,,,,
NatWest,"1,985.46",02/10/2023,GF32,R2941,Corporate Resources,Authority Wide Costs Bank And Audit Fees - Bank Charges,,,,,,
NatWest,"2,121.09",02/10/2023,GF32,R2941,Corporate Resources,Authority Wide Costs Bank And Audit Fees - Bank Charges,,,,,,
NatWest,"2,200.50",02/10/2023,GF32,R2941,Corporate Resources,Authority Wide Costs Bank And Audit Fees - Bank Charges,,,,,,
NatWest,"2,277.41",02/10/2023,GF32,R2941,Corporate Resources,Authority Wide Costs Bank And Audit Fees - Bank Charges,,,,,,
NatWest,"2,505.77",08/09/2023,YS26,R2116,Children's Social Care,Locality North - Personal Needs,,,,,,
NatWest,"2,541.00",22/09/2023,YS26,R2116,Children's Social Care,Locality North - Personal Needs,,,,,,
NatWest,"3,346.04",02/10/2023,GF32,R2941,Corporate Resources,Authority Wide Costs Bank And Audit Fees - Bank Charges,,,,,,
NatWest,"3,504.23",02/10/2023,GF32,R2941,Corporate Resources,Authority Wide Costs Bank And Audit Fees - Bank Charges,,,,,,
NatWest,"3,544.14",02/10/2023,GF32,R2941,Corporate Resources,Authority Wide Costs Bank And Audit Fees - Bank Charges,,,,,,
NatWest,"3,686.34",02/10/2023,GF32,R2941,Corporate Resources,Authority Wide Costs Bank And Audit Fees - Bank Charges,,,,,,
NatWest,"3,697.17",02/10/2023,GF32,R2941,Corporate Resources,Authority Wide Costs Bank And Audit Fees - Bank Charges,,,,,,
NatWest,"3,804.00",15/09/2023,YS28,R2116,Children's Social Care,Locality South - Personal Needs,,,,,,
NatWest,"3,838.48",15/09/2023,YS33,R2116,Children's Social Care,Leaving Care - Personal Needs,,,,,,
NatWest,"3,902.07",02/10/2023,GF32,R2941,Corporate Resources,Authority Wide Costs Bank And Audit Fees - Bank Charges,,,,,,
NatWest,"8,452.91",29/09/2023,GF32,R2941,Corporate Resources,Authority Wide Costs Bank And Audit Fees - Bank Charges,,,,,,
Nazareth House Rh,"-2,413.17",14/09/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes,,,,,,
Nazareth House Rh,"1,113.77",14/09/2023,AP10,R4045,Adult Social Care,Physical Support - Older People 65+ - Residential - Short Term,,,,,,
Nazareth House Rh,"2,598.80",14/09/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes,,,,,,
Nazareth House Rh,"2,598.80",14/09/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes,,,,,,
Nazareth House Rh,"2,598.80",14/09/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes,,,,,,
Nazareth House Rh,"2,598.80",14/09/2023,AM10,R4045,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Residential - Short Term,,,,,,
Nazareth House Rh,"2,598.80",14/09/2023,AM10,R4045,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Residential - Short Term,,,,,,
Nazareth House Rh,"2,598.80",14/09/2023,AG25,R4041,Adult Social Care,Social Support : Support For Social Isolation / Other - Private Residential Care Rest Homes,,,,,,
Nazareth House Rh,"2,598.80",14/09/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes,,,,,,
Nazareth House Rh,"2,598.80",14/09/2023,AM10,R4041,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Private Residential Care Rest Homes,,,,,,
Nazareth House Rh,"2,598.80",14/09/2023,AP10,R4062,Adult Social Care,Physical Support - Older People 65+ - Transitional Beds - Residential,,,,,,
Nazareth House Rh,"2,598.80",14/09/2023,AL10,R4041,Adult Social Care,Learning Disability Support - Older People 65+ - Private Residential Care Rest Homes,,,,,,
Nazareth House Rh,"2,598.80",14/09/2023,AM10,R4041,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Private Residential Care Rest Homes,,,,,,
Nazareth House Rh,"2,598.80",14/09/2023,AM10,R4041,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Private Residential Care Rest Homes,,,,,,
Nazareth House Rh,"2,598.80",14/09/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes,,,,,,
Nazareth House Rh,"2,598.80",14/09/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes,,,,,,
Nazareth House Rh,"2,598.80",14/09/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes,,,,,,
Nazareth House Rh,"2,598.80",14/09/2023,AM10,R4045,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Residential - Short Term,,,,,,
Nazareth House Rh,"2,598.80",14/09/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes,,,,,,
Nazareth House Rh,"2,598.80",14/09/2023,AP10,R4045,Adult Social Care,Physical Support - Older People 65+ - Residential - Short Term,,,,,,
Nazareth House Rh,"2,598.80",14/09/2023,AM10,R4041,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Private Residential Care Rest Homes,,,,,,
Nazareth House Rh,"2,598.80",14/09/2023,AP10,R4045,Adult Social Care,Physical Support - Older People 65+ - Residential - Short Term,,,,,,
Nazareth House Rh,"2,598.80",14/09/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes,,,,,,
Nazareth House Rh,"2,598.80",14/09/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes,,,,,,
Nazareth House Rh,"2,598.80",14/09/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes,,,,,,
Nazareth House Rh,"2,598.80",14/09/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes,,,,,,
Nazareth House Rh,"2,598.80",14/09/2023,AM10,R4045,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Residential - Short Term,,,,,,
Nazareth House Rh,"2,598.80",14/09/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes,,,,,,
Nazareth House Rh,"2,598.80",14/09/2023,AM10,R4041,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Private Residential Care Rest Homes,,,,,,
Nazareth House Rh,"2,598.80",14/09/2023,AM10,R4041,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Private Residential Care Rest Homes,,,,,,
Nazareth House Rh,"2,940.36",14/09/2023,AN10,R4041,Adult Social Care,Mental Health Support - Older People 65+ - Private Residential Care Rest Homes,,,,,,
Nazareth House Rh,"2,940.36",14/09/2023,AP10,R4045,Adult Social Care,Physical Support - Older People 65+ - Residential - Short Term,,,,,,
Nazareth House Rh,"2,940.36",14/09/2023,AM10,R4041,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Private Residential Care Rest Homes,,,,,,
Nazareth House Rh,"3,619.76",14/09/2023,AP10,R4062,Adult Social Care,Physical Support - Older People 65+ - Transitional Beds - Residential,,,,,,
Nazareth House Rh,"4,176.64",14/09/2023,AP10,R4062,Adult Social Care,Physical Support - Older People 65+ - Transitional Beds - Residential,,,,,,
Nazareth House Rh,"4,362.27",14/09/2023,AP10,R4062,Adult Social Care,Physical Support - Older People 65+ - Transitional Beds - Residential,,,,,,
Neater Solutions Ltd,"2,308.00",07/09/2023,CAP1,C1000,Capital,Capital - Capital Expenditure,,,,,,
New Horizons (NW) Ltd,840.00,20/07/2021,EH31,R2501,Education Excellence,Special General Expenditure (High Needs) - Bought In Professional Services-Curriculum,,,,,,
New Horizons (NW) Ltd,896.00,20/07/2021,EH31,R2501,Education Excellence,Special General Expenditure (High Needs) - Bought In Professional Services-Curriculum,,,,,,
New Reflexions,"3,505.71",12/09/2023,EH31,R4156,Education Excellence,Special General Expenditure (High Needs) - Non-Maintained Residential Schools,,,,,,
Newgate Lodge (EMI) Ltd,"2,864.00",14/09/2023,AM10,R4041,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Private Residential Care Rest Homes,,,,,,
Newlyn Healthcare Ltd,"4,210.38",21/09/2023,AE32,R2052,Adult Social Care,"NHSÊ Equipment, Aids & Adaptations - Aids, Appliances And Adaptations",,,,,,
Newlyn Plc,716.25,02/09/2023,GF26,R2423,Corporate Resources,Council Tax Collection - Fees - Bailiffs VAT In,,,,,,
Newlyn Plc,803.02,26/08/2023,GF26,R2423,Corporate Resources,Council Tax Collection - Fees - Bailiffs VAT In,,,,,,
Newlyn Plc,"2,861.12",28/08/2023,GF27,R2423,Corporate Resources,Non Domestic Rates (NNDR) - Fees - Bailiffs VAT In,,,,,,
Newsquest Media Group,601.20,31/08/2023,HA01,R2927,Communities,The Atkinson - Advertising & Marketing,,,,,,
Nhs Southport & Formby Ccg,"4,060.00",14/09/2023,AN05,R4043,Adult Social Care,Mental Health Support - Adults 18-64 - Supported Living,,,,,,
NHS Supply Chain,"1,901.88",29/08/2023,PH08,R4344,Health and Wellbeing,Childrens 0-19 - Pay-External Providers,,,,,,
Nightingale Environmental Ltd,"3,880.00",13/09/2023,SG61,R1001,Operational In-House Services,Green Sefton Service - Land Management - Repair & Mtce Of Land & Buildings,,,,,,
Nightsearcher Limited,"2,083.03",31/08/2023,HS28,R2021,Communities,Sports Development Community Grants - Equipment - Purchase,,,,,,
Nisbets,669.48,24/08/2023,BT80,R2021,Economic Growth and Housing,Southport Market Hall - Equipment - Purchase,,,,,,
Nisbets,685.38,22/09/2023,HL29,R1711,Communities,National Portfolio Organisation (NPO) Funding - Fixtures & Fittings,,,,,,
Nisbets,865.89,15/08/2023,YL51,R2226,Economic Growth and Housing,Adult And Community Learning Service (AEC Crosby) - Schools Learning Resources Non ICT,,,,,,
Nisbets,"1,799.99",11/09/2023,HS52,R2021,Communities,SHOL Miscellaneous Expenses - Equipment - Purchase,,,,,,
Nisbets,"1,934.95",11/09/2023,HS52,R2021,Communities,SHOL Miscellaneous Expenses - Equipment - Purchase,,,,,,
Normans (Burton On Trent) Ltd,"3,846.70",08/08/2023,YL58,R2021,Education Excellence,Music Service - Equipment - Purchase,,,,,,
Normans (Burton On Trent) Ltd,"5,340.00",24/08/2023,YL58,R2021,Education Excellence,Music Service - Equipment - Purchase,,,,,,
North West Marquee Hire Limited,"1,300.00",18/09/2023,BT22,R2498,Economic Growth and Housing,Southport Airshow - Major Events,,,,,,
North West Medical Solutions,"3,816.00",27/06/2023,BT20,R2498,Economic Growth and Housing,Events - Major Events,,,,,,
North West Timber Treatments Ltd,700.00,30/08/2023,SG23,R1001,Operational In-House Services,Green Sefton Service - Facilities & Resources - Repair & Mtce Of Land & Buildings,,,,,,
North West Timber Treatments Ltd,"1,050.00",30/08/2023,SG23,R1001,Operational In-House Services,Green Sefton Service - Facilities & Resources - Repair & Mtce Of Land & Buildings,,,,,,
Northern Counties,721.48,14/09/2023,AM10,R4041,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Private Residential Care Rest Homes,,,,,,
Northern Counties,"2,227.54",14/09/2023,AP10,R4062,Adult Social Care,Physical Support - Older People 65+ - Transitional Beds - Residential,,,,,,
Northern Counties,"2,598.80",14/09/2023,AM10,R4045,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Residential - Short Term,,,,,,
Northern Counties,"2,598.80",14/09/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes,,,,,,
Northern Counties,"2,598.80",14/09/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes,,,,,,
Northern Counties,"2,598.80",14/09/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes,,,,,,
Northern Counties,"2,598.80",14/09/2023,AM10,R4041,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Private Residential Care Rest Homes,,,,,,
Northern Counties,"2,598.80",14/09/2023,AL05,R4041,Adult Social Care,Learning Disability Support -Adults 18-64 - Private Residential Care Rest Homes,,,,,,
Northern Counties,"2,940.36",14/09/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes,,,,,,
Northern Golf & Sports Ltd,747.00,26/09/2023,SG63,R2354,Operational In-House Services,Green Sefton Service - Bootle Golf - General Provisions,,,,,,
Northern Home Care Ltd,582.12,07/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
Northern Municipal Spares Ltd,"1,069.06",05/09/2023,TB02,H0101,Operational In-House Services,Stock / Stock Adjustment Account - Stock - Hawthorne Road Depot - Vehicle Maintenance,,,,,,
Northern Municipal Spares Ltd,"1,320.89",21/08/2023,TB02,H0101,Operational In-House Services,Stock / Stock Adjustment Account - Stock - Hawthorne Road Depot - Vehicle Maintenance,,,,,,
Nottingham Rehab Ltd,510.40,18/09/2023,CAP1,C1000,Capital,Capital - Capital Expenditure,,,,,,
Nottingham Rehab Ltd,742.25,12/09/2023,CAP1,C1000,Capital,Capital - Capital Expenditure,,,,,,
Nottingham Rehab Ltd,923.99,18/09/2023,CAP1,C1000,Capital,Capital - Capital Expenditure,,,,,,
NOVA Acoustics Ltd,"4,065.00",04/08/2023,CAP1,C1000,Capital,Capital - Capital Expenditure,,,,,,
NSL Ltd,598.30,31/08/2023,BC30,R3301,Highways and Public Protection,Environmental Enforcement - Hired Transport General,,,,,,
NSL Ltd,782.73,31/08/2023,BC15,R2451,Highways and Public Protection,Civic Hall Hougoument Ave Car Parks - Fees & Services - Other,,,,,,
NSL Ltd,793.65,31/08/2023,BC20,R2451,Highways and Public Protection,Bootle Multi Storey Car Park - Fees & Services - Other,,,,,,
NSL Ltd,887.85,31/08/2023,BC09,R3301,Highways and Public Protection,DECRIM (CPE) - North - Hired Transport General,,,,,,
NSL Ltd,"1,159.34",31/08/2023,BC18,R2451,Highways and Public Protection,Park & Ride (Excl Kew) - Fees & Services - Other,,,,,,
NSL Ltd,"1,259.88",31/08/2023,BC27,R2451,Highways and Public Protection,Car Parks - Burbo Bank - Fees & Services - Other,,,,,,
NSL Ltd,"1,273.86",31/08/2023,BC25,R2451,Highways and Public Protection,Car Parks - Crosby Lakeside Adventure Centre - Fees & Services - Other,,,,,,
NSL Ltd,"1,307.00",31/08/2023,BC05,R3301,Highways and Public Protection,Highway Safety - Parking - Hired Transport General,,,,,,
NSL Ltd,"1,480.23",31/08/2023,BC03,R2451,Highways and Public Protection,T+A-Floral Hall - Fees & Services - Other,,,,,,
NSL Ltd,"1,688.42",31/08/2023,BC14,R2451,Highways and Public Protection,Sumner Road Formby Car Park - Fees & Services - Other,,,,,,
NSL Ltd,"2,377.63",31/08/2023,BC17,R2451,Highways and Public Protection,"Car Parks-Coastline, Marine Drive - Fees & Services - Other",,,,,,
NSL Ltd,"2,897.97",31/08/2023,BC11,R2451,Highways and Public Protection,"Derby Road Central 12 Car Park, Southport - Fees & Services - Other",,,,,,
