SEFTON COUNCIL: Supplier Payments where charge to specific cost centre is >= +/-£500 for period January 2023,,,,,,
Supplier,Amount,Date,Cost Centre,Account,Department,Summary of Expenditure
Brothers Of Charity,"1,310.40",04/01/2023,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Brothers Of Charity,"1,431.20",04/01/2023,AL05,R4054,Adult Social Care,Learning Disability Support -Adults 18-64 - Community Support
Brothers Of Charity,"1,608.96",04/01/2023,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Brothers Of Charity,"1,891.87",04/01/2023,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Brothers Of Charity,"2,346.40",04/01/2023,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Brothers Of Charity,"2,346.40",04/01/2023,AP05,R4043,Adult Social Care,Physical Support - Adults 18-64 - Supported Living
Brothers Of Charity,"2,346.40",04/01/2023,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Brothers Of Charity,"2,384.93",04/01/2023,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Brothers Of Charity,"2,413.44",04/01/2023,AP05,R4043,Adult Social Care,Physical Support - Adults 18-64 - Supported Living
Brothers Of Charity,"2,424.24",04/01/2023,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Brothers Of Charity,"4,012.70",04/01/2023,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Brothers Of Charity,"5,506.48",04/01/2023,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Brothers Of Charity,"12,067.20",04/01/2023,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Brunswick Youth & Community Centre,"6,250.00",23/12/2022,YE62,R4171,Communities,Integrated Youth Commissioning - Voluntary & Faith Sector
BT Openreach,"3,000.00",01/01/2023,BH28,R1271,Highways and Public Protection,TS BT Lines - Highways Management Works
BT Openreach,"5,024.87",01/12/2022,BH28,R1271,Highways and Public Protection,TS BT Lines - Highways Management Works
Busy Bees Nurseries Ltd,572.00,01/12/2022,YS27,R2116,Children's Social Care,Locality Central - Personal Needs
Busy Bees Nurseries Ltd,572.00,01/01/2023,YS27,R2116,Children's Social Care,Locality Central - Personal Needs
Byron Court Care Home Limited,"2,278.52",04/01/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Byron Court Care Home Limited,"2,278.52",04/01/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Byron Court Care Home Limited,"2,278.52",04/01/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Byron Court Care Home Limited,"2,278.52",04/01/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Byron Court Care Home Limited,"2,278.52",04/01/2023,AM10,R4041,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Private Residential Care Rest Homes
Byron Court Care Home Limited,"2,278.52",04/01/2023,AM10,R4041,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Private Residential Care Rest Homes
Byron Court Care Home Limited,"2,342.04",04/01/2023,AP10,R4042,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Nursing Ho
Byron Court Care Home Limited,"2,342.04",04/01/2023,AP10,R4049,Adult Social Care,Physical Support - Older People 65+ - Nursing- Short Term
Byron Court Care Home Limited,"2,342.04",04/01/2023,AP10,R4042,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Nursing Ho
Byron Court Care Home Limited,"2,342.04",04/01/2023,AP10,R4042,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Nursing Ho
Byron Court Care Home Limited,"2,342.04",04/01/2023,AP10,R4042,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Nursing Ho
Byron Court Care Home Limited,"2,342.04",04/01/2023,AP10,R4042,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Nursing Ho
Byron Court Care Home Limited,"2,342.04",04/01/2023,AP10,R4042,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Nursing Ho
Byron Court Care Home Limited,"2,342.04",04/01/2023,AP10,R4042,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Nursing Ho
Byron Court Care Home Limited,"2,342.04",04/01/2023,AP10,R4042,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Nursing Ho
Byron Court Care Home Limited,"2,342.04",04/01/2023,AP10,R4042,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Nursing Ho
Byron Court Care Home Limited,"2,342.04",04/01/2023,AP05,R4042,Adult Social Care,Physical Support - Adults 18-64 - Private Residential Care Nursing Ho
Byron Court Care Home Limited,"2,573.52",04/01/2023,AN10,R4045,Adult Social Care,Mental Health Support - Older People 65+ - Residential - Short Term
Byron Court Care Home Limited,"2,573.52",04/01/2023,AM10,R4041,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Private Residential Care Rest Homes
Byron Court Care Home Limited,"2,573.52",04/01/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Byron Court Care Home Limited,"2,573.52",04/01/2023,AP10,R4045,Adult Social Care,Physical Support - Older People 65+ - Residential - Short Term
Byron Court Care Home Limited,"2,599.16",04/01/2023,AP10,R4042,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Nursing Ho
Byron Court Care Home Limited,"2,599.16",04/01/2023,AP10,R4042,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Nursing Ho
Byron Court Care Home Limited,"2,599.16",04/01/2023,AN05,R4042,Adult Social Care,Mental Health Support - Adults 18-64 - Private Residential Care Nursing Ho
Byron Court Care Home Limited,"2,599.16",04/01/2023,AP10,R4042,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Nursing Ho
Byron Court Care Home Limited,"2,599.16",04/01/2023,AP10,R4042,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Nursing Ho
Byron Court Care Home Limited,"2,599.16",04/01/2023,AP10,R4047,Adult Social Care,Physical Support - Older People 65+ - Property Case - Residential Nursing Homes
Byron Court Care Home Limited,"3,144.56",04/01/2023,AN10,R4042,Adult Social Care,Mental Health Support - Older People 65+ - Private Residential Care Nursing Ho
Byron Court Care Home Limited,"3,336.40",04/01/2023,AP10,R4045,Adult Social Care,Physical Support - Older People 65+ - Residential - Short Term
Byron Court Care Home Limited,"3,446.75",04/01/2023,AS05,R4062,Adult Social Care,Sensory Support - Adults 18-64 - Transitional Beds - Residential
Byron Court Care Home Limited,"13,392.00",04/01/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Campbell & McGovern,618.00,30/01/2023,YS10,R2116,Children's Social Care,Social Worker Academy - Personal Needs
Candle Limited,"5,000.00",28/11/2022,EH31,R2501,Education Excellence,Special General Expenditure (High Needs) - Bought In Professional Services-Curriculum
Candle Limited,"6,163.50",10/01/2023,EH31,R2501,Education Excellence,Special General Expenditure (High Needs) - Bought In Professional Services-Curriculum
CAPITA BUSINESS SERVICES,636.00,29/01/2023,HL02,R2966,Communities,Libraries and Information Service - Licences
Captain's Quarters Guesthouse,860.00,25/01/2023,BI39,R4344,Communities,Housing Accommodation-Bed & Breakfast - Pay-External Providers
Captain's Quarters Guesthouse,"1,110.00",05/01/2023,BI39,R4344,Communities,Housing Accommodation-Bed & Breakfast - Pay-External Providers
Captain's Quarters Guesthouse,"1,220.00",06/01/2023,BI39,R4344,Communities,Housing Accommodation-Bed & Breakfast - Pay-External Providers
Captain's Quarters Guesthouse,"2,000.00",13/01/2023,BI39,R4344,Communities,Housing Accommodation-Bed & Breakfast - Pay-External Providers
Care and Rehab at Home Ltd (T/A CARAH Care),512.46,04/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Care and Rehab at Home Ltd (T/A CARAH Care),536.19,04/01/2023,AP10,R4059,Adult Social Care,Physical Support - Older People 65+ - Re-Enablement
Care and Rehab at Home Ltd (T/A CARAH Care),540.93,04/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Care and Rehab at Home Ltd (T/A CARAH Care),555.17,04/01/2023,AP10,R4059,Adult Social Care,Physical Support - Older People 65+ - Re-Enablement
Care and Rehab at Home Ltd (T/A CARAH Care),602.62,04/01/2023,AM10,R4051,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Domiciliary Care
Care and Rehab at Home Ltd (T/A CARAH Care),626.34,04/01/2023,AM10,R4051,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Domiciliary Care
Care and Rehab at Home Ltd (T/A CARAH Care),664.30,04/01/2023,AP05,R4051,Adult Social Care,Physical Support - Adults 18-64 - Domiciliary Care
Care and Rehab at Home Ltd (T/A CARAH Care),763.95,04/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Care and Rehab at Home Ltd (T/A CARAH Care),797.16,04/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Care and Rehab at Home Ltd (T/A CARAH Care),806.65,04/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Care and Rehab at Home Ltd (T/A CARAH Care),858.72,04/01/2023,AL05,R4054,Adult Social Care,Learning Disability Support -Adults 18-64 - Community Support
Care and Rehab at Home Ltd (T/A CARAH Care),"1,043.90",04/01/2023,AP10,R4059,Adult Social Care,Physical Support - Older People 65+ - Re-Enablement
Care and Rehab at Home Ltd (T/A CARAH Care),"1,077.12",04/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Care and Rehab at Home Ltd (T/A CARAH Care),"1,081.86",04/01/2023,AP05,R4051,Adult Social Care,Physical Support - Adults 18-64 - Domiciliary Care
Care and Rehab at Home Ltd (T/A CARAH Care),"1,143.55",04/01/2023,AS10,R4051,Adult Social Care,Sensory Support - Older People 65+ - Domiciliary Care
Care and Rehab at Home Ltd (T/A CARAH Care),"1,309.62",04/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Care and Rehab at Home Ltd (T/A CARAH Care),"1,390.29",04/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Care and Rehab at Home Ltd (T/A CARAH Care),"1,722.44",04/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Care and Rehab at Home Ltd (T/A CARAH Care),"1,793.61",04/01/2023,AN10,R4051,Adult Social Care,Mental Health Support - Older People 65+ - Domiciliary Care
Care and Rehab at Home Ltd (T/A CARAH Care),"2,567.05",04/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Care and Rehab at Home Ltd (T/A CARAH Care),"2,733.12",04/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Care and Rehab at Home Ltd (T/A CARAH Care),"3,498.01",04/01/2023,AP05,R4051,Adult Social Care,Physical Support - Adults 18-64 - Domiciliary Care
Care Concern Nw Ltd,626.34,03/01/2023,AP05,R4051,Adult Social Care,Physical Support - Adults 18-64 - Domiciliary Care
Care Concern Nw Ltd,768.69,03/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Care Concern Nw Ltd,986.96,03/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Care Concern Nw Ltd,"1,176.76",03/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Care Concern Nw Ltd,"2,004.24",03/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Care Confidence Ltd,521.95,04/01/2023,AS10,R4051,Adult Social Care,Sensory Support - Older People 65+ - Domiciliary Care
Care Confidence Ltd,531.44,04/01/2023,AN05,R4051,Adult Social Care,Mental Health Support - Adults 18-64 - Domiciliary Care
Care Confidence Ltd,531.44,04/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Care Confidence Ltd,531.44,04/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Care Confidence Ltd,700.00,04/01/2023,AL05,R4054,Adult Social Care,Learning Disability Support -Adults 18-64 - Community Support
Care Confidence Ltd,797.16,04/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Care Confidence Ltd,797.16,04/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Care Confidence Ltd,911.04,04/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Care Confidence Ltd,"1,062.88",04/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Care Confidence Ltd,"1,195.74",04/01/2023,AN10,R4051,Adult Social Care,Mental Health Support - Older People 65+ - Domiciliary Care
Care Confidence Ltd,"1,195.74",04/01/2023,AM10,R4051,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Domiciliary Care
Care Confidence Ltd,"1,328.60",04/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Care Connect,507.72,09/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Care Connect,512.46,09/01/2023,AP05,R4051,Adult Social Care,Physical Support - Adults 18-64 - Domiciliary Care
Care Connect,522.27,09/01/2023,AP05,R4051,Adult Social Care,Physical Support - Adults 18-64 - Domiciliary Care
Care Connect,574.15,09/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Care Connect,588.38,09/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Care Connect,597.87,09/01/2023,AM10,R4051,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Domiciliary Care
Care Connect,599.13,09/01/2023,AN05,R4051,Adult Social Care,Mental Health Support - Adults 18-64 - Domiciliary Care
Care Connect,621.60,09/01/2023,AN05,R4051,Adult Social Care,Mental Health Support - Adults 18-64 - Domiciliary Care
Care Connect,639.31,09/01/2023,AS10,R4051,Adult Social Care,Sensory Support - Older People 65+ - Domiciliary Care
Care Connect,744.97,09/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Care Connect,755.40,09/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Care Connect,760.78,09/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Care Connect,773.44,09/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Care Connect,788.93,09/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Care Connect,825.63,09/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Care Connect,831.32,09/01/2023,AP05,R4051,Adult Social Care,Physical Support - Adults 18-64 - Domiciliary Care
Care Connect,863.59,09/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Care Connect,882.57,09/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Care Connect,986.96,09/01/2023,AN05,R4051,Adult Social Care,Mental Health Support - Adults 18-64 - Domiciliary Care
Care Connect,996.77,09/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Care Connect,"1,045.80",09/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Care Connect,"1,083.13",09/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Care Connect,"1,228.32",09/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Care Connect,"1,271.66",09/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Care Connect,"1,295.39",09/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Care Connect,"1,367.51",09/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Care Connect,"1,494.68",09/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
