Directorate Name,Process Used,Purchasing Body,Contract Reference,Contract Title,Contract Description,Supplier Company Name,Supplier Postcode, Annual Value , Total Contract Value (including extensions) ,OJEU?,Start Date,End Date,Contract Duration (months),Option to extend (months),How many extensions,Extension 1 Taken?,Extension 2 Taken?,Current Expiry Date,SME Supplier?,ProClass Classification,ProClass Description,Company Number,Visibility
Place,Other,Salford City Council ,PR-18674,Legal fees for letting of part 2nd floor 100 Embankment,Legal fees for letting of part 2nd floor 100 Embankment,CMS Cameron McKenna Nabarro Olswang LLP,M3 3AP ,"£10,500.00","£10,500.00",No,07/08/2023,11/08/2023,0.2,0,0,N/A,N/A,11/08/2023,,390000,"Works - Construction, Repair & Maintenance ",OC310335,Public
Place,Other,Salford City Council ,PR-18652,Salford Museum and Art Gallery - Vent A/C Upgrade,Salford Museum and Art Gallery - Vent A/C Upgrade,J Fletchers (Engineering) Ltd,M30 0SF,"£27,624.00","£27,624.00",No,27/11/2023,23/12/2023,1,0,0,N/A,N/A,23/12/2023,Yes,390000,"Works - Construction, Repair & Maintenance ",4072464,Public
Place,Other,Salford City Council ,PR-18630,"Approval to commission Proval appraisals for Derive Ordsall sites at cost of £7,000","Approval to commission Proval appraisals for Derive Ordsall sites at cost of £7,000",Identity Consult Limited,SR5 2AQ,"£7,000.00","£7,000.00",No,12/07/2023,04/08/2023,1,0,0,N/A,N/A,04/08/2023,,150000,Consultancy,5416411,Public
Service Reform,Other,Salford City Council ,PR-18650,Funding of the Concerto Property System in 2023/24,Funding of the Concerto Property System in 2023/24,Concerto Support Services Ltd,LE1 6LP,"£92,115.00","£92,115.00",No,01/09/2023,31/08/2024,12,0,0,N/A,N/A,31/08/2024,,270000,Information Communication Technology,5124418,Public
Place,Other,Salford City Council ,PR-18702,Buile Hill Park Mansion External Works - Tree retention & removal,Buile Hill Park Mansion External Works - Tree retention & removal,Greater Manchester Tree Station Limited,M12 5FQ,"£13,630.00","£13,630.00",No,18/09/2023,13/10/2023,12,0,0,N/A,N/A,13/10/2023,Yes,240000,Horticultural,31552R ,Public
People,CSO Exception,Salford City Council ,S1196,Alternative Provision: Part time: Construction 2023-24 Accademic Year,Alternative Provision: Part time: Construction 2023-24 Accademic Year,ForViva,M30 0BP,"£40,000.00","£40,000.00",No,01/09/2023,30/08/2024,12,0,0,N/A,N/A,30/08/2024,No,170000,Education,9609061,Public
People,CSO Exception,Salford City Council ,S1196,Alternative Provision: Part time: Sport/Health and Social Care 2023-24 Accademic Year,Alternative Provision: Part time: Sport/Health and Social Care 2023-24 Accademic Year,"Edintervention
JEP Youth Engagment","SK5 6UQ
BL0 9BW","£133,000.00","£133,000.00",No,01/09/2023,30/08/2024,12,0,0,N/A,N/A,30/08/2024,No,170000,Education,"12040381
12868385",Public
People,CSO Exception,Salford City Council ,S1196,Alternative Provision: Part time: Hair and Beauty 2023-24 Accademic Year,Alternative Provision: Part time: Hair and Beauty 2023-24 Accademic Year,Social Inclusion Network LTD,M26 3TE,"£63,000.00","£63,000.00",No,01/09/2023,30/08/2024,12,0,0,N/A,N/A,30/08/2024,No,170000,Education,9787425,Public
People,CSO Exception,Salford City Council ,S1196,Alternative Provision: Part time: Complimentary/Innovation 2023-24 Accademic Year,Alternative Provision: Part time: Complimentary/Innovation 2023-24 Accademic Year,"Brighter Futures, CSIN, EdIntervention, EdStart, ForHousing, JEP Engagement, Next Level Learning, Vision for Education, YMCA, SMS education, Citywall Navigators",Various,"£149,600.00","£149,600.00",No,01/09/2023,30/08/2024,12,0,0,N/A,N/A,30/08/2024,No,170000,Education,Various,Public
People,CSO Exception,Salford City Council ,S1196,Alternative Provision: Full Time 2023-24 Accademic Year,Alternative Provision: Full Time 2023-24 Accademic Year,Edstart Specialist Education Ltd,M6 6DN,"£63,000.00","£63,000.00",No,01/09/2023,30/08/2024,12,0,0,N/A,N/A,30/08/2024,No,170000,Education,9094059,Public
People,CSO Exception,Salford City Council ,S1196,Alternative Provision: 1 to 1 Tutoring 2023-24 Accademic Year,Alternative Provision: 1 to 1 Tutoring 2023-24 Accademic Year,"Social Inclusion Network, Next Level Learning, Vision for Education, YMCA",Various,"£83,000.00","£83,000.00",No,01/09/2023,30/08/2024,12,0,0,N/A,N/A,30/08/2024,No,170000,Education,Various,Public
Place,CSO Exception,Salford City Council ,S1602,Tour of Britain 2023 Traffic Management,Tour of Britain 2023 Traffic Management,Traffic Direct Ltd,M38 9ST,"£76,239.36","£76,239.36",No,29/08/2023,30/09/2023,1,0,0,N/A,N/A,30/09/2023,Yes,350000,Street & Traffic Management,5552434,Public
Place,RFQ,Salford City Council ,S1603,Better Bus Routes – Salford Crescent to MediaCity UK Topographical Survey,Better Bus Routes – Salford Crescent to MediaCity UK Topographical Survey,Malcolm Hughes Land Surveyors Limited,WA3 6BX,"£25,200.00","£25,200.00",No,29/08/2023,22/12/2023,4,1,1,,,22/12/2023,Yes,231810,Surveys,1319080,Public
