Authority Name,Date of Payment,DocumentNo,Gross,VAT,Net,Vendor Name,Service Area,GL Description,
Salford City Council,02/07/2024,6003930820,1095.20,0.00,1095.20,Redacted Data,People (Childrens),Payment to social care clients,
Salford City Council,02/07/2024,6003930801,1104.00,0.00,1104.00,Redacted Data,People (Childrens),Payment to social care clients,
Salford City Council,02/07/2024,6003931670,1132.20,0.00,1132.20,Redacted Data,People (Adults),Payment to social care clients,
Salford City Council,02/07/2024,6003931594,1219.20,0.00,1219.20,Redacted Data,People (Adults),Payment to social care clients,
Salford City Council,02/07/2024,6003930814,1450.40,0.00,1450.40,Redacted Data,People (Childrens),Payment to social care clients,
Salford City Council,02/07/2024,6003931687,1834.96,0.00,1834.96,Redacted Data,People (Adults),Payment to social care clients,
Salford City Council,02/07/2024,6003930807,1865.44,0.00,1865.44,Redacted Data,People (Childrens),Payment to social care clients,
Salford City Council,02/07/2024,6003930813,1931.91,0.00,1931.91,Redacted Data,People (Childrens),Payment to social care clients,
Salford City Council,02/07/2024,6003930815,2545.92,0.00,2545.92,Redacted Data,People (Childrens),Payment to social care clients,
Salford City Council,02/07/2024,6003930817,2775.84,0.00,2775.84,Redacted Data,People (Childrens),Payment to social care clients,
Salford City Council,02/07/2024,6003931636,3734.68,0.00,3734.68,Redacted Data,People (Adults),Payment to social care clients,
Salford City Council,02/07/2024,6003931620,4044.44,0.00,4044.44,Redacted Data,People (Adults),Payment to social care clients,
Salford City Council,02/07/2024,6003931647,5076.20,0.00,5076.20,Redacted Data,People (Adults),Payment to social care clients,
Salford City Council,02/07/2024,6003930803,5123.91,0.00,5123.91,Redacted Data,People (Childrens),Payment to social care clients,
Salford City Council,02/07/2024,6003931646,8756.24,0.00,8756.24,Redacted Data,People (Adults),Payment to social care clients,
Salford City Council,02/07/2024,6003930818,11724.18,0.00,11724.18,Redacted Data,People (Childrens),Payment to social care clients,
Salford City Council,02/07/2024,6003930934,572.00,0.00,572.00,Redacted Data,People (Adults),Residents Personal Allowances - Private Sector,
Salford City Council,02/07/2024,6003930916,1009.60,0.00,1009.60,Redacted Data,People (Adults),Residents Personal Allowances - Private Sector,
Salford City Council,02/07/2024,6003930910,1573.80,0.00,1573.80,Redacted Data,People (Adults),Residents Personal Allowances - Private Sector,
Salford City Council,02/07/2024,1600736612,24978.30,0.00,24978.30,Reed Talent Solutions,People (Childrens),Agency Fees,
Salford City Council,02/07/2024,1600737555,6120.00,1020.00,5100.00,Reed Talent Solutions,People (Childrens),Other Professional Fees,
Salford City Council,02/07/2024,1600737574,654.00,109.00,545.00,Richard L Thomas Associates Ltd,Capital Expenditure,Works & Building,
Salford City Council,02/07/2024,1600737567,1554.00,259.00,1295.00,Richard L Thomas Associates Ltd,Capital Expenditure,Works & Building,
Salford City Council,02/07/2024,1600737549,1500.00,0.00,1500.00,Rioghnach Connolly - Musical Servic,People (Childrens),Other Professional Fees,
Salford City Council,02/07/2024,1600737546,3590.55,598.43,2992.12,Rr Consultancy Ltd,People (Childrens),Payments to Agencies,
Salford City Council,02/07/2024,1600737547,4558.80,759.80,3799.00,Rr Consultancy Ltd,People (Childrens),Payments to Agencies,
Salford City Council,02/07/2024,1600737533,1375.74,229.29,1146.45,S & S Marquees Ltd,Resources & Transformation,Equipment Hire,
Salford City Council,02/07/2024,1600736659,990002.30,165000.38,825001.92,S & W Tlp (Project Co One) Ltd,People (Childrens),Unitary Charge,
Salford City Council,02/07/2024,1600736654,1164996.33,194166.06,970830.27,S & W Tlp (Project Co Two) Ltd,People (Childrens),Unitary Charge,
Salford City Council,02/07/2024,1600737496,88006.00,0.00,88006.00,Salford Community Leisure Ltd,People (Adults),Grants - Externally Funded,
Salford City Council,02/07/2024,1600737510,1695.60,282.60,1413.00,Schofield & Sons Ltd,Place,UV Day to Day Repairs,
Salford City Council,02/07/2024,1600737573,1736.52,289.42,1447.10,Schofield & Sons Ltd,Place,UV Day to Day Repairs,
Salford City Council,02/07/2024,1600737572,4744.80,790.80,3954.00,Schofield & Sons Ltd,Place,UV Day to Day Repairs,
Salford City Council,02/07/2024,1600737507,3711.17,618.53,3092.64,Schofield & Sons Ltd,Place,UV Lighting and Fire Detection,
Salford City Council,02/07/2024,601527775,1320.00,220.00,1100.00,Sefton Council,Resources & Transformation,Subscriptions,
Salford City Council,02/07/2024,6003931031,21769.15,0.00,21769.15,Shannon Court Nursing Home,People (Adults),Nursing Home,
Salford City Council,02/07/2024,1600736696,45989.88,0.00,45989.88,Special Catering Company Salford Lt,Resources & Transformation,Hire of Facilities,
Salford City Council,02/07/2024,1600737580,3845.00,0.00,3845.00,Stannah Stairlifts Ltd,Capital Expenditure,Miscellaneous Grants,
Salford City Council,02/07/2024,601527926,3349.52,558.25,2791.27,T/A Printerland.Co.Uk,People (Childrens),Computer Consumables,
Salford City Council,02/07/2024,6003930960,24600.36,0.00,24600.36,T/A Sage Care Ltd,People (Adults),Supported Tenancies,
Salford City Council,02/07/2024,601527884,536.72,89.45,447.27,Teaching Personnel Ltd,People (Childrens),Agency Fees,
Salford City Council,02/07/2024,601527890,715.63,119.27,596.36,Teaching Personnel Ltd,People (Childrens),Agency Fees,
Salford City Council,02/07/2024,601527783,894.54,149.09,745.45,Teaching Personnel Ltd,People (Childrens),Agency Fees,
Salford City Council,02/07/2024,601527785,894.54,149.09,745.45,Teaching Personnel Ltd,People (Childrens),Agency Fees,
Salford City Council,02/07/2024,601527787,894.54,149.09,745.45,Teaching Personnel Ltd,People (Childrens),Agency Fees,
Salford City Council,02/07/2024,601527807,894.54,149.09,745.45,Teaching Personnel Ltd,People (Childrens),Agency Fees,
Salford City Council,02/07/2024,601527780,1041.96,173.66,868.30,Teaching Personnel Ltd,People (Childrens),Agency Fees,
Salford City Council,02/07/2024,601527888,1041.96,173.66,868.30,Teaching Personnel Ltd,People (Childrens),Agency Fees,
Salford City Council,02/07/2024,601527784,1073.04,178.84,894.20,Teaching Personnel Ltd,People (Childrens),Agency Fees,
Salford City Council,02/07/2024,601527781,1073.45,178.91,894.54,Teaching Personnel Ltd,People (Childrens),Agency Fees,
Salford City Council,02/07/2024,601527883,1341.30,223.55,1117.75,Teaching Personnel Ltd,People (Childrens),Agency Fees,
Salford City Council,02/07/2024,601527782,1572.00,262.00,1310.00,Teaching Personnel Ltd,People (Childrens),Agency Fees,
Salford City Council,02/07/2024,601527887,1572.00,262.00,1310.00,Teaching Personnel Ltd,People (Childrens),Agency Fees,
Salford City Council,02/07/2024,601527786,1828.38,304.73,1523.65,Teaching Personnel Ltd,People (Childrens),Agency Fees,
Salford City Council,02/07/2024,601527885,1828.38,304.73,1523.65,Teaching Personnel Ltd,People (Childrens),Agency Fees,
Salford City Council,02/07/2024,601527773,3113.52,518.92,2594.60,Teaching Personnel Ltd,People (Childrens),Agency Fees,
Salford City Council,02/07/2024,601527762,5792.17,965.36,4826.81,Teaching Personnel Ltd,People (Childrens),Agency Fees,
Salford City Council,02/07/2024,601527893,1898.19,0.00,1898.19,The Albion Academy,Place,Electricity,
Salford City Council,02/07/2024,6003931017,218350.02,0.00,218350.02,The Willows Nursing Home,People (Adults),Nursing Home,
Salford City Council,02/07/2024,601527792,2957.83,0.00,2957.83,Together Housing Association,People (Adults),Grants,
Salford City Council,02/07/2024,1600737526,1680.00,280.00,1400.00,Transport For Greater Manchester,Capital Expenditure,Other Works,
Salford City Council,02/07/2024,1600737486,776.40,129.40,647.00,United Utilities Water Ltd,Capital Expenditure,Other Works,
Salford City Council,02/07/2024,1600736144,9648.00,0.00,9648.00,Unlimited Potential,People (Childrens),Other Professional Fees,
Salford City Council,02/07/2024,1600737511,854.50,142.42,712.08,Valtech Ltd,Resources & Transformation,Other Professional Fees,
Salford City Council,02/07/2024,601527796,1161.00,0.00,1161.00,W.A.Hardman & Co Ltd,People (Adults),Grants,
Salford City Council,02/07/2024,6003930959,105340.52,0.00,105340.52,Wcg Fountains Ltd,People (Adults),Nursing Home,
Salford City Council,02/07/2024,601527769,594.00,99.00,495.00,Welcare Secure Escorts Ltd,People (Childrens),Staffed Security Service,
Salford City Council,02/07/2024,6003931134,82817.58,0.00,82817.58,Wellington Healthcare (Arden) Ltd,People (Adults),Nursing Home,
Salford City Council,03/07/2024,601527943,630.00,105.00,525.00,Aarhus Fire Protection Limited,People (Adults),Contractors,
Salford City Council,03/07/2024,6003932274,2895.40,0.00,2895.40,Adobe,Resources & Transformation,Computer Software (no annual fee),
Salford City Council,03/07/2024,6003932138,1460.00,0.00,1460.00,Airbnb * Hmz544Rwya,People (Childrens),Foster Care,
Salford City Council,03/07/2024,1600737729,2437.30,406.22,2031.08,Alliance Disposables Ltd,Place,Catering Materials,
Salford City Council,03/07/2024,1600737733,1588.56,264.76,1323.80,Alliance Disposables Ltd,Place,Cleaning Materials,
Salford City Council,03/07/2024,1600737703,540.00,90.00,450.00,Ambutech Pre-Hospital Care Ltd,Resources & Transformation,Other Professional Fees,
Salford City Council,03/07/2024,6003932130,1484.00,0.00,1484.00,Barton Huxley Management,People (Adults),Staff Travel,
Salford City Council,03/07/2024,6003932197,2100.00,0.00,2100.00,Barton Huxley Management,People (Adults),Staff Travel,
Salford City Council,03/07/2024,6003932167,2820.00,0.00,2820.00,Barton Huxley Management,People (Adults),Staff Travel,
Salford City Council,03/07/2024,6003932149,2968.00,0.00,2968.00,Barton Huxley Management,People (Adults),Staff Travel,
Salford City Council,03/07/2024,6003932218,2968.00,0.00,2968.00,Barton Huxley Management,People (Adults),Staff Travel,
Salford City Council,03/07/2024,6003932162,3600.00,0.00,3600.00,Barton Huxley Management,People (Adults),Staff Travel,
Salford City Council,03/07/2024,6003932164,4140.00,0.00,4140.00,Barton Huxley Management,People (Adults),Staff Travel,
Salford City Council,03/07/2024,6003932219,4452.00,0.00,4452.00,Barton Huxley Management,People (Adults),Staff Travel,
Salford City Council,03/07/2024,6003932213,5740.00,0.00,5740.00,Barton Huxley Management,People (Adults),Staff Travel,
Salford City Council,03/07/2024,6003932216,5880.00,0.00,5880.00,Barton Huxley Management,People (Adults),Staff Travel,
Salford City Council,03/07/2024,6003932134,6020.00,0.00,6020.00,Barton Huxley Management,People (Adults),Staff Travel,
Salford City Council,03/07/2024,1600737623,731.52,121.92,609.60,Beesley And Fildes Ltd,Place,Equipment Purchase,
Salford City Council,03/07/2024,6003932233,2150.00,0.00,2150.00,Bigsam Global Logistics,People (Adults),Removal Expenses,
Salford City Council,03/07/2024,1600737681,5247.92,0.00,5247.92,Central Manchester University,Public Health,Payments to Agencies,
Salford City Council,03/07/2024,601527988,1104.00,184.00,920.00,Choice Teachers Ltd,People (Childrens),Agency Fees,
Salford City Council,03/07/2024,1600737627,2612.52,435.42,2177.10,Christians Environmental Ltd,Place,Contractors,
Salford City Council,03/07/2024,601527989,651.02,108.50,542.52,Communitybrands,People (Childrens),IT  Licence Fees,
Salford City Council,03/07/2024,6003932263,2120.16,0.00,2120.16,Divrse Ltd,People (Adults),Rents,
Salford City Council,03/07/2024,6003932273,4013.16,0.00,4013.16,Divrse Ltd,People (Adults),Rents,
Salford City Council,03/07/2024,6003932682,502.59,17.36,485.23,Dunsters Farm Limited,Place,Food and refreshments,
Salford City Council,03/07/2024,6003932575,504.69,8.68,496.01,Dunsters Farm Limited,Place,Food and refreshments,
Salford City Council,03/07/2024,6003932333,507.14,0.00,507.14,Dunsters Farm Limited,Place,Food and refreshments,
Salford City Council,03/07/2024,6003932570,509.70,1.50,508.20,Dunsters Farm Limited,Place,Food and refreshments,
Salford City Council,03/07/2024,6003932584,520.75,2.92,517.83,Dunsters Farm Limited,Place,Food and refreshments,
Salford City Council,03/07/2024,6003932304,524.22,8.68,515.54,Dunsters Farm Limited,Place,Food and refreshments,
Salford City Council,03/07/2024,6003932470,534.07,16.02,518.05,Dunsters Farm Limited,Place,Food and refreshments,
Salford City Council,03/07/2024,6003932550,537.68,8.09,529.59,Dunsters Farm Limited,Place,Food and refreshments,
Salford City Council,03/07/2024,6003932515,546.52,0.00,546.52,Dunsters Farm Limited,Place,Food and refreshments,
Salford City Council,03/07/2024,6003932335,549.20,0.75,548.45,Dunsters Farm Limited,Place,Food and refreshments,
Salford City Council,03/07/2024,6003932600,556.37,27.54,528.83,Dunsters Farm Limited,Place,Food and refreshments,
Salford City Council,03/07/2024,6003932388,559.75,10.38,549.37,Dunsters Farm Limited,Place,Food and refreshments,
Salford City Council,03/07/2024,6003932652,603.55,0.00,603.55,Dunsters Farm Limited,Place,Food and refreshments,
