,,,,April 2023 £500 spend data,,,,
Payment Date,Transaction Number,Non Recoverable VAT,Amount,Supplier,Supplier Number,Expense Type,Directorate,Service Area
04/04/2023,860602,0,1284.46,REDACTED PERSONAL DATA,1000026600,Fostering Allowance,Children's Services,Children Social Care & Safegua
04/04/2023,860420,0,1333.4,REDACTED PERSONAL DATA,1000027900,Fostering Allowance,Children's Services,Children Social Care & Safegua
04/04/2023,860382,0,1054.88,REDACTED PERSONAL DATA,1000028500,Fostering Allowance,Children's Services,Children Social Care & Safegua
04/04/2023,860573,0,1020.6,REDACTED PERSONAL DATA,1000028600,Fostering Allowance,Children's Services,Children Social Care & Safegua
04/04/2023,860146,0,2027.12,REDACTED PERSONAL DATA,1000029000,Fostering Allowance,Children's Services,Children Social Care & Safegua
04/04/2023,860487,0,1214.88,REDACTED PERSONAL DATA,1000030000,Fostering Allowance,Children's Services,Children Social Care & Safegua
04/04/2023,860278,0,2700.24,REDACTED PERSONAL DATA,1000030100,Fostering Allowance,Children's Services,Children Social Care & Safegua
04/04/2023,860327,0,2408.76,REDACTED PERSONAL DATA,1000031300,Fostering Allowance,Children's Services,Children Social Care & Safegua
04/04/2023,860206,0,972.24,REDACTED PERSONAL DATA,1000032600,Fostering Allowance,Children's Services,Children Social Care & Safegua
04/04/2023,860358,0,1419.64,REDACTED PERSONAL DATA,1000032700,Fostering Allowance,Children's Services,Children Social Care & Safegua
04/04/2023,860499,0,1103.44,REDACTED PERSONAL DATA,1000033000,Fostering Allowance,Children's Services,Children Social Care & Safegua
04/04/2023,860225,0,1103.44,REDACTED PERSONAL DATA,1000034000,Fostering Allowance,Children's Services,Children Social Care & Safegua
04/04/2023,860408,0,1054.88,REDACTED PERSONAL DATA,1000034900,Fostering Allowance,Children's Services,Children Social Care & Safegua
04/04/2023,860645,0,1944.48,REDACTED PERSONAL DATA,1000036200,Fostering Allowance,Children's Services,Children Social Care & Safegua
04/04/2023,860303,0,1574.02,REDACTED PERSONAL DATA,1000038100,Fostering Allowance,Children's Services,Children Social Care & Safegua
04/04/2023,860410,0,864.2,REDACTED PERSONAL DATA,1000039300,Fostering Allowance,Children's Services,Children Social Care & Safegua
04/04/2023,860511,0,1196.18,REDACTED PERSONAL DATA,1000040100,Fostering Allowance,Children's Services,Children Social Care & Safegua
04/04/2023,860346,0,1080.88,REDACTED PERSONAL DATA,1000042100,Fostering Allowance,Children's Services,Children Social Care & Safegua
04/04/2023,860291,0,772.28,REDACTED PERSONAL DATA,1000042300,Fostering Allowance,Children's Services,Children Social Care & Safegua
04/04/2023,860266,0,1020.6,REDACTED PERSONAL DATA,1000043700,Fostering Allowance,Children's Services,Children Social Care & Safegua
04/04/2023,860409,0,712,REDACTED PERSONAL DATA,1000043900,Fostering Allowance,Children's Services,Children Social Care & Safegua
04/04/2023,860394,0,1419.64,REDACTED PERSONAL DATA,1000044000,Fostering Allowance,Children's Services,Children Social Care & Safegua
04/04/2023,860072,0,709.82,REDACTED PERSONAL DATA,1000046000,Fostering Allowance,Children's Services,Children Social Care & Safegua
04/04/2023,860433,0,1391.98,REDACTED PERSONAL DATA,1000046200,Fostering Allowance,Children's Services,Children Social Care & Safegua
04/04/2023,860370,0,2000,REDACTED PERSONAL DATA,1000047100,Fostering Allowance,Children's Services,Children Social Care & Safegua
04/04/2023,860129,0,1117,REDACTED PERSONAL DATA,1000048300,Fostering Allowance,Children's Services,Children Social Care & Safegua
04/04/2023,860116,0,2882.04,REDACTED PERSONAL DATA,1000049300,Fostering Allowance,Children's Services,Children Social Care & Safegua
04/04/2023,860470,0,1054.88,REDACTED PERSONAL DATA,1000051200,Fostering Allowance,Children's Services,Children Social Care & Safegua
04/04/2023,860167,0,1718.4,REDACTED PERSONAL DATA,1000051600,Fostering Allowance,Children's Services,Children Social Care & Safegua
04/04/2023,860716,0,1544.56,REDACTED PERSONAL DATA,1000051900,Fostering Allowance,Children's Services,Children Social Care & Safegua
04/04/2023,860704,0,1538.96,REDACTED PERSONAL DATA,1000052900,Fostering Allowance,Children's Services,Children Social Care & Safegua
04/04/2023,860691,0,682.16,REDACTED PERSONAL DATA,1000053200,Fostering Allowance,Children's Services,Children Social Care & Safegua
04/04/2023,860132,0,772.28,REDACTED PERSONAL DATA,1000054400,Fostering Allowance,Children's Services,Children Social Care & Safegua
04/04/2023,860254,0,1454.44,REDACTED PERSONAL DATA,1000055100,Fostering Allowance,Children's Services,Children Social Care & Safegua
04/04/2023,860070,0,1020.6,REDACTED PERSONAL DATA,1000055900,Fostering Allowance,Children's Services,Children Social Care & Safegua
04/04/2023,860180,0,2612.8,REDACTED PERSONAL DATA,1000059200,Fostering Allowance,Children's Services,Children Social Care & Safegua
04/04/2023,860590,0,1796.48,REDACTED PERSONAL DATA,1000060000,Fostering Allowance,Children's Services,Children Social Care & Safegua
04/04/2023,860524,0,1177,REDACTED PERSONAL DATA,1000060600,Fostering Allowance,Children's Services,Children Social Care & Safegua
04/04/2023,860659,0,932.28,REDACTED PERSONAL DATA,1000066100,Fostering Allowance,Children's Services,Children Social Care & Safegua
04/04/2023,860290,0,1103.44,REDACTED PERSONAL DATA,1000072100,Fostering Allowance,Children's Services,Children Social Care & Safegua
04/04/2023,860633,0,1454.44,REDACTED PERSONAL DATA,1000073600,Fostering Allowance,Children's Services,Children Social Care & Safegua
04/04/2023,860692,0,682.96,REDACTED PERSONAL DATA,1000073900,Fostering Allowance,Children's Services,Children Social Care & Safegua
04/04/2023,860205,0,709.82,REDACTED PERSONAL DATA,1000075400,Fostering Allowance,Children's Services,Children Social Care & Safegua
04/04/2023,860191,0,709.82,REDACTED PERSONAL DATA,1000075500,Fostering Allowance,Children's Services,Children Social Care & Safegua
04/04/2023,860618,0,864.2,REDACTED PERSONAL DATA,1000075700,Fostering Allowance,Children's Services,Children Social Care & Safegua
04/04/2023,860097,0,682.16,REDACTED PERSONAL DATA,1000076300,Fostering Allowance,Children's Services,Children Social Care & Safegua
04/04/2023,860047,0,2101.8,REDACTED PERSONAL DATA,1000076400,Fostering Allowance,Children's Services,Children Social Care & Safegua
04/04/2023,860658,0,512.18,REDACTED PERSONAL DATA,1000076900,Fostering Allowance,Children's Services,Children Social Care & Safegua
04/04/2023,860422,0,682.16,REDACTED PERSONAL DATA,1002510300,Fostering Allowance,Children's Services,Children Social Care & Safegua
04/04/2023,860118,0,658.32,REDACTED PERSONAL DATA,1002510500,Fostering Allowance,Children's Services,Children Social Care & Safegua
04/04/2023,860672,0,682.16,REDACTED PERSONAL DATA,1002511700,Fostering Allowance,Children's Services,Children Social Care & Safegua
04/04/2023,860130,0,864.2,REDACTED PERSONAL DATA,1002511800,Fostering Allowance,Children's Services,Children Social Care & Safegua
04/04/2023,860578,0,682.16,REDACTED PERSONAL DATA,1002511900,Fostering Allowance,Children's Services,Children Social Care & Safegua
04/04/2023,860103,0,682.16,REDACTED PERSONAL DATA,1002513000,Fostering Allowance,Children's Services,Children Social Care & Safegua
04/04/2023,860121,0,772.28,REDACTED PERSONAL DATA,1002513100,Fostering Allowance,Children's Services,Children Social Care & Safegua
04/04/2023,860096,0,1636.48,REDACTED PERSONAL DATA,1002513300,Fostering Allowance,Children's Services,Children Social Care & Safegua
04/04/2023,860617,0,2129.46,REDACTED PERSONAL DATA,1002513500,Fostering Allowance,Children's Services,Children Social Care & Safegua
04/04/2023,860062,0,1419.64,REDACTED PERSONAL DATA,1002513600,Fostering Allowance,Children's Services,Children Social Care & Safegua
04/04/2023,860671,0,2901.74,REDACTED PERSONAL DATA,1002513700,Fostering Allowance,Children's Services,Children Social Care & Safegua
04/04/2023,860100,0,772.28,REDACTED PERSONAL DATA,1002514000,Fostering Allowance,Children's Services,Children Social Care & Safegua
04/04/2023,860101,0,709.82,REDACTED PERSONAL DATA,1002514200,Fostering Allowance,Children's Services,Children Social Care & Safegua
04/04/2023,860120,0,500,REDACTED PERSONAL DATA,1002514800,Fostering Allowance,Children's Services,Children Social Care & Safegua
04/04/2023,860395,0,682.16,REDACTED PERSONAL DATA,1002514900,Fostering Allowance,Children's Services,Children Social Care & Safegua
04/04/2023,860212,0,512.18,REDACTED PERSONAL DATA,1002515000,Fostering Allowance,Children's Services,Children Social Care & Safegua
04/04/2023,860678,0,1129.9,REDACTED PERSONAL DATA,1002515200,Fostering Allowance,Children's Services,Children Social Care & Safegua
04/04/2023,860396,0,682.16,REDACTED PERSONAL DATA,1002518600,Fostering Allowance,Children's Services,Children Social Care & Safegua
04/04/2023,860446,0,1391.98,REDACTED PERSONAL DATA,1002520300,Fostering Allowance,Children's Services,Children Social Care & Safegua
04/04/2023,860334,0,682.16,REDACTED PERSONAL DATA,1002520900,Fostering Allowance,Children's Services,Children Social Care & Safegua
04/04/2023,860512,0,709.82,REDACTED PERSONAL DATA,1002527500,Fostering Allowance,Children's Services,Children Social Care & Safegua
04/04/2023,860332,0,709.82,REDACTED PERSONAL DATA,1002528100,Fostering Allowance,Children's Services,Children Social Care & Safegua
04/04/2023,860238,0,1333.4,REDACTED PERSONAL DATA,1002529000,Fostering Allowance,Children's Services,Children Social Care & Safegua
04/04/2023,860122,0,500,REDACTED PERSONAL DATA,1002529400,Fostering Allowance,Children's Services,Children Social Care & Safegua
04/04/2023,860083,0,2414.38,REDACTED PERSONAL DATA,1002529800,Fostering Allowance,Children's Services,Children Social Care & Safegua
04/04/2023,860240,0,932.08,REDACTED PERSONAL DATA,1002530100,Fostering Allowance,Children's Services,Children Social Care & Safegua
04/04/2023,860620,0,659.92,REDACTED PERSONAL DATA,1002530300,Fostering Allowance,Children's Services,Children Social Care & Safegua
04/04/2023,860098,0,840.16,REDACTED PERSONAL DATA,1002531300,Fostering Allowance,Children's Services,Children Social Care & Safegua
04/04/2023,860575,0,715.24,REDACTED PERSONAL DATA,1002531900,Fostering Allowance,Children's Services,Children Social Care & Safegua
04/04/2023,860722,0,772.28,REDACTED PERSONAL DATA,1000054400,Fostering Respite,Children's Services,Children Social Care & Safegua
04/04/2023,860721,0,512,REDACTED PERSONAL DATA,1000061600,Fostering Respite,Children's Services,Children Social Care & Safegua
04/04/2023,861473,0,2000,REDACTED PERSONAL DATA,9999999800,Leaving Care Grant,Children's Services,Children Social Care & Safegua
04/04/2023,861479,0,864.2,REDACTED PERSONAL DATA,1000006100,Leaving Care Staying Put,Children's Services,Children Social Care & Safegua
04/04/2023,861480,0,512.18,REDACTED PERSONAL DATA,1000040100,Leaving Care Staying Put,Children's Services,Children Social Care & Safegua
04/04/2023,861475,0,512.18,REDACTED PERSONAL DATA,1000046500,Leaving Care Staying Put,Children's Services,Children Social Care & Safegua
04/04/2023,861477,0,512.18,REDACTED PERSONAL DATA,1000049200,Leaving Care Staying Put,Children's Services,Children Social Care & Safegua
04/04/2023,861478,0,512.18,REDACTED PERSONAL DATA,1000053600,Leaving Care Staying Put,Children's Services,Children Social Care & Safegua
04/04/2023,861476,0,512.18,REDACTED PERSONAL DATA,1000064800,Leaving Care Staying Put,Children's Services,Children Social Care & Safegua
04/04/2023,861486,0,666.67,REDACTED PERSONAL DATA,1000021500,Leaving Care Univ Bursary,Children's Services,Children Social Care & Safegua
04/04/2023,861483,0,666.67,REDACTED PERSONAL DATA,1002518000,Leaving Care Univ Bursary,Children's Services,Children Social Care & Safegua
04/04/2023,861484,0,666.66,REDACTED PERSONAL DATA,1002521000,Leaving Care Univ Bursary,Children's Services,Children Social Care & Safegua
04/04/2023,861536,0,512.18,REDACTED PERSONAL DATA,1000007500,LeavingCareOver18AsylumSupport,Children's Services,Children Social Care & Safegua
04/04/2023,861530,0,500,REDACTED PERSONAL DATA,1000009900,LeavingCareOver18AsylumSupport,Children's Services,Children Social Care & Safegua
04/04/2023,861529,0,1376.38,REDACTED PERSONAL DATA,1000013000,LeavingCareOver18AsylumSupport,Children's Services,Children Social Care & Safegua
04/04/2023,861501,0,500,REDACTED PERSONAL DATA,1000028900,LeavingCareOver18AsylumSupport,Children's Services,Children Social Care & Safegua
04/04/2023,861531,0,500,REDACTED PERSONAL DATA,1000032300,LeavingCareOver18AsylumSupport,Children's Services,Children Social Care & Safegua
04/04/2023,861534,0,500,REDACTED PERSONAL DATA,1000036800,LeavingCareOver18AsylumSupport,Children's Services,Children Social Care & Safegua
04/04/2023,861516,0,1012.18,REDACTED PERSONAL DATA,1000038000,LeavingCareOver18AsylumSupport,Children's Services,Children Social Care & Safegua
04/04/2023,861517,0,500,REDACTED PERSONAL DATA,1000039900,LeavingCareOver18AsylumSupport,Children's Services,Children Social Care & Safegua
04/04/2023,861500,0,1500,REDACTED PERSONAL DATA,1000044300,LeavingCareOver18AsylumSupport,Children's Services,Children Social Care & Safegua
04/04/2023,861488,0,500,REDACTED PERSONAL DATA,1000045500,LeavingCareOver18AsylumSupport,Children's Services,Children Social Care & Safegua
04/04/2023,861537,0,512.18,REDACTED PERSONAL DATA,1000052900,LeavingCareOver18AsylumSupport,Children's Services,Children Social Care & Safegua
04/04/2023,861535,0,512.18,REDACTED PERSONAL DATA,1000060600,LeavingCareOver18AsylumSupport,Children's Services,Children Social Care & Safegua
04/04/2023,861548,0,1950,REDACTED PERSONAL DATA,10145500,Major Repairs and Structural,Place,Housing and Strategic Planning
04/04/2023,861833,0,1419.64,REDACTED PERSONAL DATA,1000002000,Special Guardianship Allowance,Children's Services,Children Social Care & Safegua
04/04/2023,861735,0,682.16,REDACTED PERSONAL DATA,1000002701,Special Guardianship Allowance,Children's Services,Children Social Care & Safegua
04/04/2023,861843,0,709.82,REDACTED PERSONAL DATA,1000006600,Special Guardianship Allowance,Children's Services,Children Social Care & Safegua
04/04/2023,861914,0,715.98,REDACTED PERSONAL DATA,1000008500,Special Guardianship Allowance,Children's Services,Children Social Care & Safegua
04/04/2023,861887,0,1740.94,REDACTED PERSONAL DATA,1000008900,Special Guardianship Allowance,Children's Services,Children Social Care & Safegua
04/04/2023,861698,0,641.12,REDACTED PERSONAL DATA,1000010000,Special Guardianship Allowance,Children's Services,Children Social Care & Safegua
04/04/2023,861737,0,639.02,REDACTED PERSONAL DATA,1000010600,Special Guardianship Allowance,Children's Services,Children Social Care & Safegua
04/04/2023,861837,0,718.52,REDACTED PERSONAL DATA,1000014000,Special Guardianship Allowance,Children's Services,Children Social Care & Safegua
04/04/2023,861805,0,774.06,REDACTED PERSONAL DATA,1000014700,Special Guardianship Allowance,Children's Services,Children Social Care & Safegua
04/04/2023,861789,0,967.72,REDACTED PERSONAL DATA,1000015200,Special Guardianship Allowance,Children's Services,Children Social Care & Safegua
04/04/2023,861710,0,1461.28,REDACTED PERSONAL DATA,1000016900,Special Guardianship Allowance,Children's Services,Children Social Care & Safegua
04/04/2023,861750,0,801.74,REDACTED PERSONAL DATA,1000017500,Special Guardianship Allowance,Children's Services,Children Social Care & Safegua
04/04/2023,861804,0,1391.98,REDACTED PERSONAL DATA,1000018800,Special Guardianship Allowance,Children's Services,Children Social Care & Safegua
04/04/2023,861855,0,2191.92,REDACTED PERSONAL DATA,1000019400,Special Guardianship Allowance,Children's Services,Children Social Care & Safegua
04/04/2023,861821,0,772.28,REDACTED PERSONAL DATA,1000023700,Special Guardianship Allowance,Children's Services,Children Social Care & Safegua
04/04/2023,861662,0,682.16,REDACTED PERSONAL DATA,1000024900,Special Guardianship Allowance,Children's Services,Children Social Care & Safegua
04/04/2023,861752,0,675.12,REDACTED PERSONAL DATA,1000026000,Special Guardianship Allowance,Children's Services,Children Social Care & Safegua
04/04/2023,861900,0,1350.28,REDACTED PERSONAL DATA,1000026700,Special Guardianship Allowance,Children's Services,Children Social Care & Safegua
04/04/2023,861791,0,675.6,REDACTED PERSONAL DATA,1000026900,Special Guardianship Allowance,Children's Services,Children Social Care & Safegua
04/04/2023,861836,0,658.82,REDACTED PERSONAL DATA,1000027200,Special Guardianship Allowance,Children's Services,Children Social Care & Safegua
04/04/2023,861820,0,683.92,REDACTED PERSONAL DATA,1000028200,Special Guardianship Allowance,Children's Services,Children Social Care & Safegua
04/04/2023,861683,0,658.66,REDACTED PERSONAL DATA,1000028800,Special Guardianship Allowance,Children's Services,Children Social Care & Safegua
04/04/2023,861913,0,1770.36,REDACTED PERSONAL DATA,1000029400,Special Guardianship Allowance,Children's Services,Children Social Care & Safegua
04/04/2023,861749,0,1200.1,REDACTED PERSONAL DATA,1000030600,Special Guardianship Allowance,Children's Services,Children Social Care & Safegua
04/04/2023,861856,0,795.4,REDACTED PERSONAL DATA,1000030700,Special Guardianship Allowance,Children's Services,Children Social Care & Safegua
04/04/2023,861669,0,864.2,REDACTED PERSONAL DATA,1000032400,Special Guardianship Allowance,Children's Services,Children Social Care & Safegua
04/04/2023,861875,0,709.82,REDACTED PERSONAL DATA,1000032500,Special Guardianship Allowance,Children's Services,Children Social Care & Safegua
04/04/2023,861871,0,721.92,REDACTED PERSONAL DATA,1000033600,Special Guardianship Allowance,Children's Services,Children Social Care & Safegua
04/04/2023,861751,0,801.74,REDACTED PERSONAL DATA,1000034300,Special Guardianship Allowance,Children's Services,Children Social Care & Safegua
04/04/2023,861834,0,675.6,REDACTED PERSONAL DATA,1000037000,Special Guardianship Allowance,Children's Services,Children Social Care & Safegua
04/04/2023,861806,0,688.88,REDACTED PERSONAL DATA,1000037700,Special Guardianship Allowance,Children's Services,Children Social Care & Safegua
04/04/2023,861857,0,711.6,REDACTED PERSONAL DATA,1000039200,Special Guardianship Allowance,Children's Services,Children Social Care & Safegua
04/04/2023,861929,0,688.74,REDACTED PERSONAL DATA,1000040300,Special Guardianship Allowance,Children's Services,Children Social Care & Safegua
04/04/2023,861927,0,721.9,REDACTED PERSONAL DATA,1000044601,Special Guardianship Allowance,Children's Services,Children Social Care & Safegua
04/04/2023,861835,0,772.28,REDACTED PERSONAL DATA,1000046200,Special Guardianship Allowance,Children's Services,Children Social Care & Safegua
04/04/2023,861819,0,887.3,REDACTED PERSONAL DATA,1000047100,Special Guardianship Allowance,Children's Services,Children Social Care & Safegua
04/04/2023,861734,0,1544.56,REDACTED PERSONAL DATA,1000047600,Special Guardianship Allowance,Children's Services,Children Social Care & Safegua
04/04/2023,861788,0,1381.68,REDACTED PERSONAL DATA,1000048001,Special Guardianship Allowance,Children's Services,Children Social Care & Safegua
