Authority,Department,Spending Area,Expense Type,Posting Date,Reference,       Amount,Cap / Rev,Supplier Name
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-FareWest,Payments to Private Contractors,15.04.2014,2210205502,613,R,DEES DOMICILIARY CARE SERVICES
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-FareWest,Payments to Private Contractors,01.04.2014,2210178952,1251.44,R,EUROPEAN NURSING AGENCY LTD
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-FareWest,Payments to Private Contractors,17.04.2014,2210209849,2562.28,R,GLYN (DOMICILIARY) LTD
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-FareWest,Payments to Private Contractors,14.04.2014,2210202670,856.8,R,HOMECARE FINDER LTD
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-FareWest,Payments to Private Contractors,15.04.2014,2210205400,583.68,R,NIGHTINGALES GOLDEN CARE LTD
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-FareWest,Payments to Private Contractors,03.04.2014,2210192008,690.76,R,NURSE PLUS & CARER PLUS (UK) LTD
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-FareWest,Payments to Private Contractors,03.04.2014,2210192289,676.8,R,NURSE PLUS & CARER PLUS (UK) LTD
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-FareWest,Payments to Private Contractors,29.04.2014,2210225367,729.53,R,NURSE PLUS & CARER PLUS (UK) LTD
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-FareWest,Payments to Private Contractors,29.04.2014,2210225608,592.2,R,NURSE PLUS & CARER PLUS (UK) LTD
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-FareWest,Payments to Private Contractors,03.04.2014,2210189594,1300.2,R,PERSONAL PAYMENTS
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-FareWest,Payments to Private Contractors,25.04.2014,2210220587,1737.91,R,POMPEY HOMECARE LTD
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-FareWest,Payments to Private Contractors,03.04.2014,2210188506,785.34,R,WE CARE HOMECARE SERVICE
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-FareWest,Payments to Private Contractors,03.04.2014,2210188556,771.45,R,WE CARE HOMECARE SERVICE
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-FareWest,Payments to Voluntary bodies,15.04.2014,2210203952,565.8,R,LOCKS HEATH DAY CARE TRUST
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-FareWest,Payments to Voluntary bodies,11.04.2014,2210200728,2867.38,R,SOLENT CARE AT HOME
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-GospNorth,B*Payments To Independent and Voluntary,03.04.2014,2210190275,777,R,COMMUNITY CARE SERVICE
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-GospNorth,B*Payments To Independent and Voluntary,10.04.2014,2210198595,621.6,R,COMMUNITY CARE SERVICE
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-GospNorth,Payments to Private Contractors,10.04.2014,2210197692,500.55,R,APEX CARE
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-GospNorth,Payments to Private Contractors,10.04.2014,2210198899,726.16,R,APEX CARE
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-GospNorth,Payments to Private Contractors,25.04.2014,2210218622,1287.05,R,ASHWOOD CARE
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-GospNorth,Payments to Private Contractors,14.04.2014,2210203121,1059.52,R,BLUEBIRD CARE (FAREHAM & GOSPORT)
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-GospNorth,Payments to Private Contractors,15.04.2014,2210203610,1312.36,R,BLUEBIRD CARE (FAREHAM & GOSPORT)
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-GospNorth,Payments to Private Contractors,15.04.2014,2210204564,908.6,R,BLUEBIRD CARE (FAREHAM & GOSPORT)
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-GospNorth,Payments to Private Contractors,03.04.2014,2210191152,879.2,R,CAREWATCH (MERIDIAN)
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-GospNorth,Payments to Private Contractors,03.04.2014,2210191162,659.4,R,CAREWATCH (MERIDIAN)
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-GospNorth,Payments to Private Contractors,03.04.2014,2210191244,761.59,R,CAREWATCH (MERIDIAN)
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-GospNorth,Payments to Private Contractors,22.04.2014,2210211397,879.2,R,CAREWATCH (MERIDIAN)
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-GospNorth,Payments to Private Contractors,22.04.2014,2210211401,659.4,R,CAREWATCH (MERIDIAN)
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-GospNorth,Payments to Private Contractors,22.04.2014,2210211496,769.44,R,CAREWATCH (MERIDIAN)
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-GospNorth,Payments to Private Contractors,03.04.2014,2210191168,1489.32,R,CAREWATCH (SOUTHAMPTON)
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-GospNorth,Payments to Private Contractors,22.04.2014,2210211402,1489.32,R,CAREWATCH (SOUTHAMPTON)
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-GospNorth,Payments to Private Contractors,03.04.2014,2210189383,941.45,R,CARING HANDS DOMICILIARY SERVICES L
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-GospNorth,Payments to Private Contractors,03.04.2014,2210189808,1026.01,R,CARING HANDS DOMICILIARY SERVICES L
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-GospNorth,Payments to Private Contractors,28.04.2014,2210222828,810.98,R,CARING HANDS DOMICILIARY SERVICES L
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-GospNorth,Payments to Private Contractors,28.04.2014,2210223018,1202.05,R,CARING HANDS DOMICILIARY SERVICES L
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-GospNorth,Payments to Private Contractors,28.04.2014,2210221786,987.28,R,COMMUNITY ANGELS LTD
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-GospNorth,Payments to Private Contractors,15.04.2014,2210204341,789.6,R,CRESCENT COMMUNITY CARE
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-GospNorth,Payments to Private Contractors,16.04.2014,2210205945,733.2,R,MEARS CARE LTD - PORTSMOUTH
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-GospNorth,Payments to Private Contractors,25.04.2014,2210220321,1776.88,R,MEARS CARE LTD - PORTSMOUTH
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-GospNorth,Payments to Private Contractors,15.04.2014,2210205389,1520.3,R,NIGHTINGALES GOLDEN CARE LTD
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-GospNorth,Payments to Private Contractors,15.04.2014,2210205391,713.88,R,NIGHTINGALES GOLDEN CARE LTD
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-GospNorth,Payments to Private Contractors,04.04.2014,2210193000,556.94,R,NURSE PLUS & CARER PLUS (UK) LTD
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-GospNorth,Payments to Private Contractors,03.04.2014,2210188438,611.72,R,WE CARE HOMECARE SERVICE
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-GospNorth,Payments to Private Contractors,03.04.2014,2210188454,1327.42,R,WE CARE HOMECARE SERVICE
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-HavWest,Client Contributions - Non Resident,14.04.2014,3110505652,597.25,R,PERSONAL PAYMENTS
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-HavWest,Payments to Private Contractors,15.04.2014,2210204389,1679.6,R,ADMIRAL CARE LTD
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-HavWest,Payments to Private Contractors,16.04.2014,2210205938,4949.4,R,ADMIRAL CARE LTD
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-HavWest,Payments to Private Contractors,16.04.2014,2210205938,2612.04,R,ADMIRAL CARE LTD
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-HavWest,Payments to Private Contractors,10.04.2014,2210199606,1138.59,R,APEX CARE
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-HavWest,Payments to Private Contractors,03.04.2014,2210191167,1823.19,R,BS CARE AGENCY
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-HavWest,Payments to Private Contractors,03.04.2014,2210191348,1018.17,R,BS CARE AGENCY
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-HavWest,Payments to Private Contractors,03.04.2014,2210191402,1949.99,R,BS CARE AGENCY
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-HavWest,Payments to Private Contractors,03.04.2014,2210191405,594.16,R,BS CARE AGENCY
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-HavWest,Payments to Private Contractors,03.04.2014,2210191437,1009.92,R,BS CARE AGENCY
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-HavWest,Payments to Private Contractors,03.04.2014,2210191479,2837.24,R,BS CARE AGENCY
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-HavWest,Payments to Private Contractors,03.04.2014,2210191494,746.45,R,BS CARE AGENCY
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-HavWest,Payments to Private Contractors,16.04.2014,2210206020,889.38,R,CASTLE ROCK RECRUITMENT AGENCY
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-HavWest,Payments to Private Contractors,28.04.2014,2210221859,874.34,R,COMMUNITY ANGELS LTD
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-HavWest,Payments to Private Contractors,14.04.2014,2210202522,702.24,R,HAMPSHIRE PARTNERSHIP NHS TRUST
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-HavWest,Payments to Private Contractors,03.04.2014,2210190728,1017.23,R,HELPING HANDS ALLCARE LTD
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-HavWest,Payments to Private Contractors,03.04.2014,2210190794,1983.28,R,HELPING HANDS ALLCARE LTD
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-HavWest,Payments to Private Contractors,28.04.2014,2210221195,1364.36,R,HELPING HANDS HOMECARE
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-HavWest,Payments to Private Contractors,28.04.2014,2210221203,1364.36,R,HELPING HANDS HOMECARE
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-HavWest,Payments to Private Contractors,28.04.2014,2210221211,1364.36,R,HELPING HANDS HOMECARE
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-HavWest,Payments to Private Contractors,28.04.2014,2210221222,1364.36,R,HELPING HANDS HOMECARE
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-HavWest,Payments to Private Contractors,28.04.2014,2210221230,1364.36,R,HELPING HANDS HOMECARE
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-HavWest,Payments to Private Contractors,02.04.2014,2210187596,2522.68,R,HOMECARE PERSONNEL
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-HavWest,Payments to Private Contractors,02.04.2014,2210187659,2584.28,R,HOMECARE PERSONNEL
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-HavWest,Payments to Private Contractors,01.04.2014,2210178999,1147.5,R,LILLYFIELDS CARE
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-HavWest,Payments to Private Contractors,29.04.2014,2210223571,1134,R,LILLYFIELDS CARE
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-HavWest,Payments to Private Contractors,15.04.2014,2210205396,1136.92,R,NIGHTINGALES GOLDEN CARE LTD
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-HavWest,Payments to Private Contractors,16.04.2014,2210206092,806.96,R,NIGHTINGALES GOLDEN CARE LTD
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-HavWest,Payments to Private Contractors,03.04.2014,2210189196,1324.2,R,PERSONAL PAYMENTS
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-HavWest,Payments to Private Contractors,25.04.2014,2210220616,1300.77,R,POMPEY HOMECARE LTD
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-HavWest,Payments to Private Contractors,30.04.2014,2210228475,877.7,R,SISTERLY CARE LTD
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-HavWest,Payments to Private Contractors,22.04.2014,2210212875,1844.43,R,SOMERSET CARE LTD
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-HavWest,Payments to Private Contractors,22.04.2014,2210212889,649.25,R,SOMERSET CARE LTD
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-HavWest,Payments to Private Contractors,23.04.2014,2210213695,556.53,R,SOMERSET CARE LTD
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-HavWest,Payments to Private Contractors,23.04.2014,2210213824,853.4,R,SOMERSET CARE LTD
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-HavWest,Payments to Private Contractors,16.04.2014,2210205871,6486,R,UNIVERSAL CARE AGENCY LTD
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-HavWest,Payments to Voluntary bodies,23.04.2014,2210213519,697.68,R,CHOICE SUPPORT
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-HavWest,Payments to Voluntary bodies,15.04.2014,2210205560,1173.6,R,GUINNESS CARE HAVANT
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-HavWest,Payments to Voluntary bodies,15.04.2014,2210205563,1785.6,R,GUINNESS CARE HAVANT
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-HavWest,Payments to Voluntary bodies,16.04.2014,2210206428,806.4,R,GUINNESS CARE HAVANT
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-HavWest,Payments to Voluntary bodies,25.04.2014,2210219123,1231.2,R,GUINNESS CARE HAVANT
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-HavWest,Payments to Voluntary bodies,03.04.2014,2210188734,810.77,R,RADIAN SUPPORT
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-HavWest,Payments to Voluntary bodies,03.04.2014,2210188806,1533.41,R,RADIAN SUPPORT
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-HavWest,Payments to Voluntary bodies,03.04.2014,2210188858,705.28,R,RADIAN SUPPORT
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-HavWest,Payments to Voluntary bodies,03.04.2014,2210188946,796.65,R,RADIAN SUPPORT
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-HavWest,Payments to Voluntary bodies,03.04.2014,2210188952,969.45,R,RADIAN SUPPORT
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-HavWest,Payments to Voluntary bodies,03.04.2014,2210189146,870.5,R,RADIAN SUPPORT
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-HavWest,Payments to Voluntary bodies,16.04.2014,2210206163,807.22,R,RADIAN SUPPORT
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-HavWest,Payments to Voluntary bodies,16.04.2014,2210206197,1649.63,R,RADIAN SUPPORT
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-HavWest,Payments to Voluntary bodies,16.04.2014,2210206236,705.28,R,RADIAN SUPPORT
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-HavWest,Payments to Voluntary bodies,16.04.2014,2210206283,1022.25,R,RADIAN SUPPORT
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-HavWest,Payments to Voluntary bodies,16.04.2014,2210206285,916.59,R,RADIAN SUPPORT
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-HavWest,Payments to Voluntary bodies,16.04.2014,2210206458,930.42,R,RADIAN SUPPORT
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-HavWest,Payments to Voluntary bodies,11.04.2014,2210200728,5734.74,R,SOLENT CARE AT HOME
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-NF East Community,Payments to Private Contractors,25.04.2014,2210218911,592.2,R,ABIA CARE SOLUTIONS
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-NF East Community,Payments to Private Contractors,15.04.2014,2210204721,1764,R,BUTTERFLIES IN SOUTHAMPTON
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-NF East Community,Payments to Private Contractors,23.04.2014,2210215111,1974,R,CARE RANGERS LTD
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-NF East Community,Payments to Private Contractors,23.04.2014,2210214950,1128,R,CAREWATCH (SOUTHAMPTON)
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-NF East Community,Payments to Private Contractors,23.04.2014,2210214953,1419.6,R,CAREWATCH (SOUTHAMPTON)
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-NF East Community,Payments to Private Contractors,24.04.2014,2210215889,987,R,CAREWATCH (SOUTHAMPTON)
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-NF East Community,Payments to Private Contractors,16.04.2014,2210206673,1240.8,R,KIVERNELL CARE LTD
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-NF East Community,Payments to Private Contractors,04.04.2014,2210196004,592.2,R,THE COMPLETE CARE HOME & COMMUNITY
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-NF East Community,Payments to Private Contractors,17.04.2014,2210210855,1392.54,R,WILLOW TREE HOMECARE LTD
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-NF East Community,Payments to Private Contractors,22.04.2014,2210212259,1402.86,R,WILLOW TREE HOMECARE LTD
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-NF East Community,Payments to Private Contractors,24.04.2014,2210216168,1300.92,R,WILLOW TREE HOMECARE LTD
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-NF East Community,Payments to Voluntary bodies,10.04.2014,2210199480,504.07,R,COMMUNITY FIRST NEW FOREST
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-NF East Community,Payments to Voluntary bodies,25.04.2014,2210219565,511.11,R,COMMUNITY FIRST NEW FOREST
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-NFCommNorth,Payments to Private Contractors,04.04.2014,2210193222,1903.29,R,AGINCARE (RINGWOOD)
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-NFCommNorth,Payments to Private Contractors,04.04.2014,2210193806,1579.21,R,AGINCARE (RINGWOOD)
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-NFCommNorth,Payments to Private Contractors,03.04.2014,2210189201,1237.27,R,HELPING HANDS & COMPANY
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-NFCommNorth,Payments to Private Contractors,03.04.2014,2210191087,1240.8,R,HELPING HANDS & COMPANY
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-NFCommNorth,Payments to Private Contractors,24.04.2014,2210217763,2740,R,LOGA CARE LTD
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-NFCommNorth,Payments to Private Contractors,03.04.2014,2210191806,1564.5,R,PORTER MOORE LTD
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-NFCommNorth,Payments to Private Contractors,22.04.2014,2210211745,599.17,R,WILLOW TREE HOMECARE LTD
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-NFCommNorth,Payments to Private Contractors,24.04.2014,2210215854,592.13,R,WILLOW TREE HOMECARE LTD
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-NFCommNorth,Payments to Voluntary bodies,10.04.2014,2210199398,592.2,R,COMMUNITY FIRST NEW FOREST
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-NFCommNorth,Payments to Voluntary bodies,11.04.2014,2210199766,584.9,R,COMMUNITY FIRST NEW FOREST
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-NFCommNorth,Payments to Voluntary bodies,11.04.2014,2210199811,571.07,R,COMMUNITY FIRST NEW FOREST
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-NFCommNorth,Payments to Voluntary bodies,25.04.2014,2210219483,616.88,R,COMMUNITY FIRST NEW FOREST
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-NFCommNorth,Payments to Voluntary bodies,25.04.2014,2210220182,595.48,R,COMMUNITY FIRST NEW FOREST
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-NFCommNorth,Payments to Voluntary bodies,25.04.2014,2210220324,592.21,R,COMMUNITY FIRST NEW FOREST
Hampshire County Council,ADULT SERVICES,PD-Domiciliary-P-NFCommSouth,Payments to Private Contractors,02.04.2014,2210186502,4160,R,ALLIED CARE LTD
