Cost Centre,Account,Expense Type,Supplier,Supplier Name,Trans,Payment,Amount
Delivery Director - Metro,31571,External Advice,9071,Midland Metro Ltd,7048187,45352,600
Metro Director,32423,MML - Subsidy/Franchise Fee,9071,Midland Metro Ltd,7048271,45377,2077288
Concessions Schemes,32430,Child Travel Pass Concession,9071,Midland Metro Ltd,40636,45364,1870
Metro Programme Director,60001,Project Support Costs,9071,Midland Metro Ltd,7042295,45377,11011
Metro Programme Director,60001,Project Support Costs,9071,Midland Metro Ltd,7048224,45362,8267.9
Metro Programme Director,60001,Project Support Costs,9071,Midland Metro Ltd,7048225,45358,1955.25
Metro Programme Director,60001,Project Support Costs,9071,Midland Metro Ltd,7048226,45358,11010.54
Metro Programme Director,60001,Project Support Costs,9071,Midland Metro Ltd,7048788,45377,8267.9
Metro Programme Director,60001,Project Support Costs,9071,Midland Metro Ltd,7048880,45377,1955.25
Metro Programme Director,60870,Training,9071,Midland Metro Ltd,7048189,45358,1750
Delivery Director - Sustainable Transport,60870,Training,9071,Midland Metro Ltd,7048223,45364,950
Metro Programme Director,60870,Training,9071,Midland Metro Ltd,7049422,45377,1200
Metro Programme Director,60870,Training,9071,Midland Metro Ltd,7049424,45377,2100
Metro Programme Director,60870,Training,9071,Midland Metro Ltd,7049425,45377,900
Metro Director,31572,Consultants,9076,JFN Engineering,7048196,45358,6160
UKSPF,31572,Consultants,9078,Warwick university,7048438,45364,17176.5
Industrial Strategy,31572,Consultants,9078,Warwick university,7048832,45371,2083.33
"Executive Director of Strategy, Integration and Ne",31572,Consultants,9096,West Midlands Employers,7048665,45366,546
Executive Director WMRE,31767,Events / Exhibitions,9102,BusinessAdapts Limited,7048729,45366,2877.5
Executive Director WMRE,31769,Promotional Material,9102,BusinessAdapts Limited,7048390,45377,4000
Director of Housing & Regeneration,30008,Agency Staff ( Established Posts),9104,Sellick Partnership Limited,7046319,45373,1716.9
Head of Governance,30008,Agency Staff ( Established Posts),9104,Sellick Partnership Limited,7048035,45352,1904
Head of Governance,30008,Agency Staff ( Established Posts),9104,Sellick Partnership Limited,7048036,45352,952
Head of Governance,30008,Agency Staff ( Established Posts),9104,Sellick Partnership Limited,7048039,45352,1428
Head of Governance,30008,Agency Staff ( Established Posts),9104,Sellick Partnership Limited,7048040,45352,952
Head of Governance,30008,Agency Staff ( Established Posts),9104,Sellick Partnership Limited,7048041,45352,952
Director of Housing & Regeneration,30008,Agency Staff ( Established Posts),9104,Sellick Partnership Limited,7049132,45373,2003.05
Director of Housing & Regeneration,30008,Agency Staff ( Established Posts),9104,Sellick Partnership Limited,7049173,45373,2003.05
Director of Housing & Regeneration,30008,Agency Staff ( Established Posts),9104,Sellick Partnership Limited,7049174,45373,1545.21
Director of Housing & Regeneration,30008,Agency Staff ( Established Posts),9104,Sellick Partnership Limited,7049175,45373,1888.59
Director of Housing & Regeneration,30008,Agency Staff ( Established Posts),9104,Sellick Partnership Limited,7049176,45373,2003.05
Director of Housing & Regeneration,30008,Agency Staff ( Established Posts),9104,Sellick Partnership Limited,7049178,45373,1945.82
Director of Housing & Regeneration,30008,Agency Staff ( Established Posts),9104,Sellick Partnership Limited,7049181,45373,1831.36
Director of Housing & Regeneration,30008,Agency Staff ( Established Posts),9104,Sellick Partnership Limited,7049182,45373,1602.44
Director of Housing & Regeneration,30008,Agency Staff ( Established Posts),9104,Sellick Partnership Limited,7049183,45373,1831.36
Director of Housing & Regeneration,30008,Agency Staff ( Established Posts),9104,Sellick Partnership Limited,7049184,45373,2060.28
Director of Housing & Regeneration,30008,Agency Staff ( Established Posts),9104,Sellick Partnership Limited,7049185,45373,2060.28
Director of Housing & Regeneration,30008,Agency Staff ( Established Posts),9104,Sellick Partnership Limited,7049186,45373,1602.44
Director of Housing & Regeneration,30008,Agency Staff ( Established Posts),9104,Sellick Partnership Limited,7049187,45373,1945.82
Head of Operational Assets - Bus Stations,30881,Removal of Refuse,9130,Biffa Waste Services Ltd,7048340,45358,524.37
Head of Operational Assets - Bus Stations,30881,Removal of Refuse,9130,Biffa Waste Services Ltd,7048342,45358,572.04
Head of Operational Assets - Bus Stations,30881,Removal of Refuse,9130,Biffa Waste Services Ltd,7048343,45358,524.37
16 Summer Lane FM,30881,Removal of Refuse,9130,Biffa Waste Services Ltd,7048889,45373,713.25
16 Summer Lane FM,30881,Removal of Refuse,9130,Biffa Waste Services Ltd,7048890,45373,667.38
Investment Programme Financing,60111,Land Advice,9151,Gateley Hamer,7048169,45377,594
Delivery Director - Rail,60111,Land Advice,9151,Gateley Hamer,7048170,45377,1441
European Structural & Investment Funding,32752,Provider Delivery Fees - Contract,9156,Shaw Trust,7048763,45366,160470.66
IPS Programme,32752,Provider Delivery Fees - Contract,9156,Shaw Trust,7048841,45371,519540.33
Head of Operational Assets - Rail Car Parks,30502,Routine Maintenance,9172,DABS Ltd,7049427,45377,800
Director of Housing & Regeneration,31571,External Advice,9177,Thomas Lister ltd,7048437,45364,10640
Director of Housing & Regeneration,60001,Project Support Costs,9177,Thomas Lister ltd,7048791,45371,9400
Metro Programme Director,60392,Enabling Works,9179,CPC Civils,7048670,45366,25458.2
Metro Programme Director,60612,Electricity Utility Costs,9179,CPC Civils,7048670,45366,42775.81
Metro Programme Director,60613,Water Utility Costs,9179,CPC Civils,7048670,45366,51765.9
Metro Programme Director,60614,Sewerage Utility Costs,9179,CPC Civils,7048670,45366,40944.92
Delivery Director - Sustainable Transport,30008,Agency Staff ( Established Posts),9183,Waterman Aspen,7048137,45352,3280
Delivery Director - Sustainable Transport,30008,Agency Staff ( Established Posts),9183,Waterman Aspen,7048430,45362,3280
Delivery Director - Sustainable Transport,30008,Agency Staff ( Established Posts),9183,Waterman Aspen,7048827,45371,3280
Delivery Director - Sustainable Transport,30008,Agency Staff ( Established Posts),9183,Waterman Aspen,7049063,45373,3280
EU and Other PSI Projects,31571,External Advice,9183,Waterman Aspen,7048086,45352,9600
EU and Other PSI Projects,31571,External Advice,9183,Waterman Aspen,7048431,45362,960
EU and Other PSI Projects,31571,External Advice,9183,Waterman Aspen,7048828,45371,960
EU and Other PSI Projects,31571,External Advice,9183,Waterman Aspen,7049065,45373,960
EU and Other PSI Projects,31571,External Advice,9183,Waterman Aspen,7049309,45377,2400
EU and Other PSI Projects,31571,External Advice,9183,Waterman Aspen,7049310,45377,9600
Sprint,60001,Project Support Costs,9183,Waterman Aspen,7048134,45352,2400
Metro Programme Director,60001,Project Support Costs,9183,Waterman Aspen,7048135,45352,3825
Sprint,60001,Project Support Costs,9183,Waterman Aspen,7048136,45352,4800
Metro Programme Director,60001,Project Support Costs,9183,Waterman Aspen,7048152,45352,44287.5
Sprint,60001,Project Support Costs,9183,Waterman Aspen,7048472,45364,2400
Metro Programme Director,60001,Project Support Costs,9183,Waterman Aspen,7048473,45371,4575
Head of Swift,60001,Project Support Costs,9183,Waterman Aspen,7048501,45364,8100
Metro Programme Director,60001,Project Support Costs,9183,Waterman Aspen,7048826,45371,4800
Sprint,60001,Project Support Costs,9183,Waterman Aspen,7048830,45371,2400
Metro Programme Director,60001,Project Support Costs,9183,Waterman Aspen,7049064,45377,3825
Delivery Director - Sustainable Transport,60001,Project Support Costs,9183,Waterman Aspen,7049066,45373,13740
Delivery Director - Sustainable Transport,60054,Investigations and Surveys,9183,Waterman Aspen,7048132,45352,1080
Delivery Director - Sustainable Transport,60054,Investigations and Surveys,9183,Waterman Aspen,7048432,45362,1170
Delivery Director - Sustainable Transport,60054,Investigations and Surveys,9183,Waterman Aspen,7048829,45371,1080
Metro Programme Director,60616,Utilities Management,9183,Waterman Aspen,7047348,45371,1536
Tendered Bus Services,32425,Subsidised Services,9191,Kevs Cars & Coaches,40632,45364,23563.31
Tendered Bus Services,32425,Subsidised Services,9191,Kevs Cars & Coaches,40633,45364,70689.93
Cycling for Everyone,31763,Monitoring,9207,Living Streets,7048409,45371,40000
Adult Education,32751,Provider Delivery Fees - Grant,9237,SOUTH & CITY COLLEGE BIRMINGHAM,8015647,45372,1878159.08
Adult Education,32751,Provider Delivery Fees - Grant,9238,BIRMINGHAM METROPOLITAN COLLEGE,8015647,45372,688487.74
Adult Education,32751,Provider Delivery Fees - Grant,9238,BIRMINGHAM METROPOLITAN COLLEGE,8015653,45372,44266.66
Adult Education,32751,Provider Delivery Fees - Grant,9240,SANDWELL COLLEGE,8015647,45372,375150.67
Adult Education,32751,Provider Delivery Fees - Grant,9240,SANDWELL COLLEGE,8015653,45372,14049.58
Adult Education,32751,Provider Delivery Fees - Grant,9241,DUDLEY COLLEGE,8015647,45372,449578.28
Adult Education,32751,Provider Delivery Fees - Grant,9241,DUDLEY COLLEGE,8015653,45372,41430.39
Adult Education,32751,Provider Delivery Fees - Grant,9242,WALSALL COLLEGE,8015647,45372,610815.17
Adult Education,32751,Provider Delivery Fees - Grant,9242,WALSALL COLLEGE,8015653,45372,83676.04
Adult Education,32751,Provider Delivery Fees - Grant,9243,SOLIHULL COLLEGE AND UNIVERSITY CENTRE,8015647,45372,454693
Adult Education,32751,Provider Delivery Fees - Grant,9243,SOLIHULL COLLEGE AND UNIVERSITY CENTRE,8015653,45372,16877.85
Adult Education,32751,Provider Delivery Fees - Grant,9249,fircroft college,8015647,45372,170767.5
Delivery Director - Rail,60194,Transport Planning,9260,SLC Aecom JV,7048318,45358,2420.83
Delivery Director - Rail,60194,Transport Planning,9260,SLC Aecom JV,7048413,45362,105464.79
Director of Midlands Connect,31571,External Advice,9265,BECG,7048389,45358,6500
Adult Education,32751,Provider Delivery Fees - Grant,9273,Heart of Worcester College Redditch,8015647,45372,108582.17
Adult Education,32751,Provider Delivery Fees - Grant,9273,Heart of Worcester College Redditch,8015653,45372,6345.48
Adult Education,32751,Provider Delivery Fees - Grant,9288,Coventry College,8015647,45372,298702.17
Adult Education,32751,Provider Delivery Fees - Grant,9288,Coventry College,8015653,45372,12301.99
Adult Education,32751,Provider Delivery Fees - Grant,9289,South Staffordshire College,8015647,45372,23904.67
Adult Education,32751,Provider Delivery Fees - Grant,9289,South Staffordshire College,8015653,45372,1356.31
Adult Education,32751,Provider Delivery Fees - Grant,9290,Joseph Chamberlain Sixth Form College,8015647,45372,201726.5
Adult Education,32751,Provider Delivery Fees - Grant,9293,Halesowen College,8015647,45372,118027
Adult Education,32751,Provider Delivery Fees - Grant,9293,Halesowen College,8015653,45372,35280.19
Adult Education,32751,Provider Delivery Fees - Grant,9294,Telford College,8015647,45372,221174.63
Adult Education,32751,Provider Delivery Fees - Grant,9294,Telford College,8015653,45372,532.42
Inclusion,31774,Promotional Literature,9296,Inclusive Companies Limited,7048760,45366,1295
Adult Education,32751,Provider Delivery Fees - Grant,9297,Hereward College,8015647,45372,6932.67
Adult Education,32751,Provider Delivery Fees - Grant,9297,Hereward College,8015653,45372,6288.83
Adult Education,32751,Provider Delivery Fees - Grant,9298,North Warwickshire and South Leicestershire Colleg,8015647,45372,73495.67
Adult Education,32752,Provider Delivery Fees - Contract,9298,North Warwickshire and South Leicestershire Colleg,8015653,45372,1761.22
Director of Network Resilience,31571,External Advice,9305,Liquid Public Relations Limited,7047320,45362,3200
Adult Education,32752,Provider Delivery Fees - Contract,9311,Pilot IMS Limited,8015652,45372,86989.98
Adult Education,32751,Provider Delivery Fees - Grant,9379,Warwickshire College Group,8015647,45372,31438.1
Adult Education,32751,Provider Delivery Fees - Grant,9379,Warwickshire College Group,8015653,45372,799.16
Internal Communications,31610,Mobile Computing,9409,Invotra,7046883,45358,2303.19
Internal Communications,31610,Mobile Computing,9409,Invotra,7048103,45358,2339.05
Head of Research & Intelligence,31604,IT Software Licenses and Applications,9428,Improvement and Development Agency (IDEA),7048510,45377,3995
Multiply,31571,External Advice,9442,Learning and Work institute,7049228,45377,24965
Adult Education,31571,External Advice,9442,Learning and Work institute,7049473,45377,26234
Director of Housing & Regeneration,31571,External Advice,9446,Amion Consulting Ltd,7048244,45358,1620
Director of Housing & Regeneration,31571,External Advice,9446,Amion Consulting Ltd,7048245,45358,4535
Head of Operational Assets - Bus Infrastructure,30755,EPI Maintenance,9460,Bizz Creative,7049082,45377,901
Homelessness,31571,External Advice,9463,St Basils,7048720,45366,2555
Net Zero Neighbourhood,31671,Revenue Contributions to Third Parties,9463,St Basils,7048728,45366,50974.5
Net Zero Neighbourhood,60001,Project Support Costs,9463,St Basils,7048727,45366,287437.96
Director of Integrated Network Services,30117,Health & Safety,9507,Bodyguard Workwear Limited,7049445,45377,607.5
Head of Swift,60001,Project Support Costs,9522,Gravitas Recruitment Group Ltd,7048816,45371,2875
West Midlands 5G,31671,Revenue Contributions to Third Parties,9531,WM5G Limited,7048719,45371,156250
Investment Programme - Funding Control,31775,Targeted Measures / Initiatives,9531,WM5G Limited,3004406,45358,324197
Investment Programme - Funding Control,31775,Targeted Measures / Initiatives,9531,WM5G Limited,3004509,45373,620761.39
Environment,31571,External Advice,9546,Koala,7049290,45377,17048.75
Delivery Director - Rail,60001,Project Support Costs,9560,Faithful+Gould,7047562,45352,11000
"Director of Policy, Strategy & Innovation",30104,Subs to Trade Bodies,9564,Ertico,7046868,45378,4372.81
Learning and Development,30112,Learning & Development,9565,NEC Group,7048757,45371,8295
Director of Network Resilience,31770,Marketing,9566,One Black Bear Limited,7048553,45364,5000
Head of IT Delivery,31609,IT Consumables,9575,Sumillion,7048075,45371,4361.85
Head of IT Delivery,31609,IT Consumables,9575,Sumillion,7049282,45377,2725.9
Sprint,60800,IT Hardware - Capital,9581,thinkproject UK Limited,7048821,45371,4950
Director of Development & Delivery,60801,IT Software - Capital,9581,thinkproject UK Limited,7048914,45373,2168.1
Investment Programme Financing,60801,IT Software - Capital,9581,thinkproject UK Limited,7048914,45373,4401.9
Adult Education,32752,Provider Delivery Fees - Contract,9589,BCTG Limited,8015652,45372,1110188.39
Adult Education,32751,Provider Delivery Fees - Grant,9593,Shrewsbury Colleges Group,8015647,45372,6089.66
Adult Education,32752,Provider Delivery Fees - Contract,9594,Netcom Training Ltd,8015652,45372,361120.54
Adult Education,32752,Provider Delivery Fees - Contract,9594,Netcom Training Ltd,8015653,45372,21899.83
West Midlands Cycle Hire,31578,Management Fees,9596,Serco Ltd,7048106,45352,118733.71
West Midlands Cycle Hire,31671,Revenue Contributions to Third Parties,9596,Serco Ltd,7048107,45352,1607.7
Adult Education,32752,Provider Delivery Fees - Contract,9598,Back 2 Work Complete Training Ltd,8015652,45372,35016.03
Adult Education,32752,Provider Delivery Fees - Contract,9601,Enterkey Training Ltd,8015652,45372,20465.73
Adult Education,32752,Provider Delivery Fees - Contract,9603,Challenge TRG Skills Limited,8015652,45372,72830.39
Adult Education,32752,Provider Delivery Fees - Contract,9603,Challenge TRG Skills Limited,8015653,45372,19241.22
Adult Education,32752,Provider Delivery Fees - Contract,9604,Release Potential Ltd,8015652,45372,130281.52
Adult Education,32752,Provider Delivery Fees - Contract,9604,Release Potential Ltd,8015653,45372,25880.28
Transport Assets,30691,Rates,9612,Dudley Metropolitan Borough Council,7048960,45377,1160.18
Transport Assets,30691,Rates,9612,Dudley Metropolitan Borough Council,7048961,45377,45045
Transport Assets,30691,Rates,9612,Dudley Metropolitan Borough Council,7048962,45377,19656
Transport Assets,30691,Rates,9612,Dudley Metropolitan Borough Council,7048963,45377,33033
Transport Assets,30691,Rates,9612,Dudley Metropolitan Borough Council,7048964,45377,848.3
Careers,31671,Revenue Contributions to Third Parties,9612,Dudley Metropolitan Borough Council,7049444,45377,2733.53
Adult Education,32751,Provider Delivery Fees - Grant,9612,Dudley Metropolitan Borough Council,8015647,45372,125526.17
Adult Education,32751,Provider Delivery Fees - Grant,9613,University College Birmingham,8015647,45372,55258.18
Adult Education,32751,Provider Delivery Fees - Grant,9614,The Workers Education Association,8015647,45372,62637
Adult Education,32752,Provider Delivery Fees - Contract,9614,The Workers Education Association,7049415,45377,946.17
Adult Education,32752,Provider Delivery Fees - Contract,9614,The Workers Education Association,8015653,45372,950.81
Adult Education,32751,Provider Delivery Fees - Grant,9615,NCG trading as Kidderminster College,8015647,45372,5005.63
Accessible Transport,32424,Grant Payments to Section 19 Operators,9619,West Midlands Accessible Transport LTD,3004447,45364,472081.96
Accessible Transport,32424,Grant Payments to Section 19 Operators,9619,West Midlands Accessible Transport LTD,3004449,45364,467043.34
Accessible Transport,32424,Grant Payments to Section 19 Operators,9619,West Midlands Accessible Transport LTD,3004546,45377,470377.6
Metro Programme Director,60394,Traffic Management,9634,Sandwell MBC,7048199,45358,1155
Metro Programme Director,60394,Traffic Management,9634,Sandwell MBC,7048200,45358,2310
Director of Network Resilience,60561,Contributions to 3rd Parties,9634,Sandwell MBC,3004459,45366,520638.5
Head of Operational Assets - Bus Stations,30502,Routine Maintenance,9640,Durolas,7048138,45352,1500
Head of Operational Assets - Bus Stations,30502,Routine Maintenance,9640,Durolas,7048799,45371,2490
Head of Operational Assets - Rail Car Parks,30502,Routine Maintenance,9640,Durolas,7049465,45377,1250
Head of Operational Assets - Bus Stations,60395,Physical Construction,9640,Durolas,7048140,45352,2495
Head of Operational Assets - Bus Stations,60395,Physical Construction,9640,Durolas,7048154,45352,2116
Director of Development & Delivery,60395,Physical Construction,9640,Durolas,7048197,45352,77235
Head of Operational Assets - Bus Stations,60395,Physical Construction,9640,Durolas,7048800,45371,2950
Head of Operational Assets - Bus Stations,60395,Physical Construction,9640,Durolas,7049145,45373,1950
Head of Operational Assets - Bus Stations,60395,Physical Construction,9640,Durolas,7049147,45373,2568
Head of Operational Assets - Rail Car Parks,60395,Physical Construction,9640,Durolas,7049466,45377,7088
Adult Education,32752,Provider Delivery Fees - Contract,9661,Generation You Employed UK,8015652,45372,3311.8
Youth Combined Authority,31571,External Advice,9667,Colebridge Trust,7048935,45373,600
Construction Skills,32752,Provider Delivery Fees - Contract,9668,The Skills Centre,7049474,45377,18900
Head of IT Delivery,31608,Software Maintenance,9684,8X8,7048402,45358,2340
Accessible Transport - Customer Service,31608,Software Maintenance,9684,8X8,7048403,45358,1379
Head of Swift,31608,Software Maintenance,9698,Ticketer,7048361,45364,1152
UKSPF,31572,Consultants,9703,C&W Business Solutions,7048388,45358,9121.7
Industrial Strategy,31671,Revenue Contributions to Third Parties,9703,C&W Business Solutions,7048444,45364,185046.24
Industrial Strategy,31671,Revenue Contributions to Third Parties,9703,C&W Business Solutions,7049096,45373,80508.91
UKSPF,31767,Events / Exhibitions,9703,C&W Business Solutions,7048381,45362,1125
Director of Development & Delivery,60001,Project Support Costs,9727,Highway Traffic Management Limited,7048293,45364,9785
Director of Network Resilience,60001,Project Support Costs,9743,Colas Limited,7048737,45366,43641.59
Head of Network Transformation,60002,Local Authority Staff Costs,9765,Birmingham City Council,7048810,45371,10672.85
Sprint,60002,Local Authority Staff Costs,9765,Birmingham City Council,7049194,45373,4514.66
Head of Network Transformation,60002,Local Authority Staff Costs,9765,Birmingham City Council,7049195,45373,2841.09
Head of Network Transformation,60002,Local Authority Staff Costs,9765,Birmingham City Council,7049196,45373,2244.13
Head of Network Transformation,60002,Local Authority Staff Costs,9765,Birmingham City Council,7049197,45373,2841.09
Sprint,60002,Local Authority Staff Costs,9765,Birmingham City Council,7049300,45377,4131.27
Head of Bus,60002,Local Authority Staff Costs,9765,Birmingham City Council,7049438,45377,3269.04
Sprint,60002,Local Authority Staff Costs,9765,Birmingham City Council,7049441,45377,4131.27
Delivery Director - Rail,60080,Planning Approval Costs,9765,Birmingham City Council,3004271,45378,49858.7
"Director of Policy, Strategy & Innovation",31604,IT Software Licenses and Applications,9769,Interact Computer Services Ltd,7049418,45377,30000
Head of Operational Assets - Bus Infrastructure,30757,Shelter Repairs,9779,Eon Energy Solutions Ltd (SE),7048851,45371,525.74
Head of Operational Assets - Rail Car Parks,30502,Routine Maintenance,9780,Network Cable + Pipe Supports Ltd,7048238,45358,675
UKSPF,31571,External Advice,9784,Winning Moves Limited,7049230,45377,23158
Adult Education,31577,Professional Advice,9784,Winning Moves Limited,7049291,45377,5300
Adult Education,31577,Professional Advice,9784,Winning Moves Limited,7049292,45377,20900
Head of Operational Assets - Bus Infrastructure,30757,Shelter Repairs,9799,Dudley MBC,7048420,45362,558
Net Zero Neighbourhood,31671,Revenue Contributions to Third Parties,9799,Dudley MBC,7048368,45371,744
Careers,31671,Revenue Contributions to Third Parties,9799,Dudley MBC,7049107,45373,9780.31
Net Zero Neighbourhood,31671,Revenue Contributions to Third Parties,9799,Dudley MBC,7049280,45377,3217.51
Metro Programme Director,60394,Traffic Management,9799,Dudley MBC,7048420,45362,1496
Metro Programme Director,60394,Traffic Management,9799,Dudley MBC,7048685,45371,1000
Metro Programme Director,60394,Traffic Management,9799,Dudley MBC,7048686,45371,1000
Metro Programme Director,60394,Traffic Management,9799,Dudley MBC,7048687,45371,1000
Metro Programme Director,60394,Traffic Management,9799,Dudley MBC,7048908,45373,752
Delivery Director - Sustainable Transport,60561,Contributions to 3rd Parties,9799,Dudley MBC,3004434,45364,14751.73
CRSTS - Capital,60563,Local Authority CRSTS Costs,9799,Dudley MBC,3004423,45362,481772
Delivery Director - Sustainable Transport,60630,Land Acquisition,9799,Dudley MBC,7048247,45362,80530.72
Concessions Schemes,32433,Other Concessions ( Metro & Rail ),9801,First Trenitalia West Coast Rail Limited,3004525,45377,13738.76
"Director of Policy, Strategy & Innovation",31571,External Advice,9825,Atkins Realis UK Limited,7048285,45358,13781.25
Director of Midlands Connect,31571,External Advice,9825,Atkins Realis UK Limited,7049148,45373,5000
Head of Bus,60191,Design Works,9825,Atkins Realis UK Limited,7048925,45373,12640
Delivery Director - Sustainable Transport,60191,Design Works,9825,Atkins Realis UK Limited,7049191,45373,2751.66
Head of Finance & Business Planning,30961,Insurance,9837,Arthur J Gallagher Insurance Brokers Limited,7048475,45364,4750.01
Delivery Director - Sustainable Transport,60395,Physical Construction,9847,M&A Doocey Civil Engineering Limited,7048663,45364,33891.1
Head of Operational Assets - Bus Stations,60395,Physical Construction,9854,Thorlux Lighting,7049246,45377,29743.83
Commonwealth Games Legacy Fund,31572,Consultants,9878,ARTS COUNCIL ENGLAND,7048116,45358,4244.63
"Director of Policy, Strategy & Innovation",31571,External Advice,9881,White Willow Consulting Limited,7048782,45371,3530
"Director of Policy, Strategy & Innovation",60001,Project Support Costs,9881,White Willow Consulting Limited,7048248,45358,2500
Head of Organisational Development,30104,Subs to Trade Bodies,9897,Living Wage Foundation,7049209,45377,553
Leadership,31671,Revenue Contributions to Third Parties,9934,West of England Combined Authority,7048778,45371,20000
Director of Housing & Regeneration,60001,Project Support Costs,9942,Frontier Development Capital,7049312,45377,1500
Head of Policy & Public Affairs,31571,External Advice,9969,SQW,7049417,45377,9999
Transport Assets,31571,External Advice,9971,PJA Civil Engineering Limited,7046990,45364,5400
Metro Programme Director,60001,Project Support Costs,9973,Bloom Procurement Services Limited,7048351,45371,8190
Metro Programme Director,60001,Project Support Costs,9973,Bloom Procurement Services Limited,7048360,45377,9261
Metro Programme Director,60001,Project Support Costs,9973,Bloom Procurement Services Limited,7048768,45371,14505.2
Metro Programme Director,60001,Project Support Costs,9973,Bloom Procurement Services Limited,7048769,45371,14505.2
Metro Programme Director,60001,Project Support Costs,9973,Bloom Procurement Services Limited,7049086,45377,11121.56
