Department,Entity,Date,Expense Type,Expense Area,Supplier ,Transaction Number,Amount,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type,Vat Registration Num
DEFRA,EA,12/06/2024,EXP - PURCHASE OF GOODS/SERVICES - HOTELS & ACCOMMODATION - FOREIGN ACCOMODATION,BALANCE SHEET - EA ITEMS,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1001534045,294158.88,Travel-Business Travel Accommodation-Hotels,BD1 5HQ,SUPPLIER,,,Expense,GB 708374122
DEFRA,EA,12/06/2024,EXP - PURCHASE OF GOODS/SERVICES - HOTELS & ACCOMMODATION - FOREIGN ACCOMODATION,BALANCE SHEET - EA ITEMS,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1001534045,348402.10,Travel-Business Travel Accommodation-Hotels,BD1 5HQ,SUPPLIER,,,Expense,GB 708374122
DEFRA,EA,12/06/2024,EXP EU CAPITAL GRANTS TO PTE SECTOR - PERS & NON PROFIT INSTIT'NS SERVING H'HOLD - CWEIY,EA Ops-CLA-Mgt,AMALGAMATED CONSTRUCTION LTD,1001534195,391401.44,Professional Services Other-Technical Services-Civil engineering,S75 1HT,CIS SUPPLIER,,ENV0004274C,Expense,GB927150433
DEFRA,EA,12/06/2024,EXP - PURCHASE OF GOODS/SERVICES - HOTELS & ACCOMMODATION - FOREIGN ACCOMODATION,BALANCE SHEET - EA ITEMS,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1001534045,391532.77,Travel-Business Travel Accommodation-Hotels,BD1 5HQ,SUPPLIER,,,Expense,GB 708374122
DEFRA,EA,13/06/2024,EXP EU CAPITAL GRANTS TO PTE SECTOR - PERS & NON PROFIT INSTIT'NS SERVING H'HOLD - CWEIY,EA Ops-WMD-Mgt,FLOOD CONTROL NI LTD,1001534245,25116.00,Construction-Construction Service Providers-Building and Construction and Maintenance Services,BT19 7QT,SUPPLIER,,ENV0004762C,Expense,
DEFRA,EA,13/06/2024,EXP - PURCHASE OF GOODS/SERVICES - OTHER TRAINING,EA Ops-COO-SPP-Learning and Development,CALDERS CONFERENCE LTD,1001534262,25685.19,Learning and Development-Learning and Development-Education & Training Services,LS16 6RF,SUPPLIER,,ENVHOL&D00002,Expense,
DEFRA,EA,13/06/2024,Exp - Purchase Of Goods/Services - Contractors,EA Ops-KSL-Mgt,JEREMY BENN ASSOCIATES LTD,1001534272,26143.36,Professional Services Other-Technical Services-Civil engineering,BD23 3AE,SUPPLIER,,ENV7000713R,Expense,665 3009 41
DEFRA,EA,13/06/2024,Exp - Purchase Of Goods/Services - Contractors,EA Ops-KSL-FCRM OPS East Kent-Field Stour,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1001534301,26833.00,Facilities-Building Operation-Electrical equipment maintenance or repair,BS31 2GN,SUPPLIER,,ENV6006888R,Expense,416706654
DEFRA,EA,13/06/2024,PPE - POA & AUC (OWNED) - COST - O/BAL,EA Ops-HNL-Mgt,BAM NUTTALL LTD,1001534340,27035.85,Professional Services Other-Technical Services-Civil engineering,GU15 3XW,CIS SUPPLIER,,ENV0004744C,Asset,GB340316204
DEFRA,EA,13/06/2024,EXP EU CAPITAL GRANTS TO PTE SECTOR - PERS & NON PROFIT INSTIT'NS SERVING H'HOLD - CWEIY,EA Ops-GMC-Mgt,AE YATES LTD,1001534234,28938.65,Professional Services Other-Technical Services-Civil engineering,BL6 4SB,CIS SUPPLIER,,ENV0004706C,Expense,145 6698 31
DEFRA,EA,13/06/2024,EXP EU CAPITAL GRANTS TO PTE SECTOR - PERS & NON PROFIT INSTIT'NS SERVING H'HOLD - CWEIY,EA FCRM Dir-MPPD-CAFM-Centre of Excellence,OVE ARUP & PARTNERS LTD,1001534237,30035.92,Professional Services Other-Technical Services-Civil engineering,NE1 3PL,SUPPLIER,,ENV0003664C,Expense,GB524461265
DEFRA,EA,13/06/2024,EXP EU CAPITAL GRANTS TO PTE SECTOR - PERS & NON PROFIT INSTIT'NS SERVING H'HOLD - CWEIY,EA Ops-SSD-Mgt,JEREMY BENN ASSOCIATES LTD,1001534272,34246.15,Professional Services Other-Technical Services-Civil engineering,BD23 3AE,SUPPLIER,,ENVIMSE100376,Expense,665 3009 41
DEFRA,EA,13/06/2024,"EXP - PURCHASE OF GOODS/SERVICES - OTHER - V&P, BOATS & AIRCRAFT - HIRE",EA Ops-COO-SFSO-DGFS-Mgt,ENTERPRISE RENT A CAR,1001534419,35443.19,Fleet-Vehicle Hire and Lease-Agriculture and Construction Plant and Vehicle Hire,BS99 7PP,SUPPLIER,,ENVHORES00187,Expense,215557314
DEFRA,EA,13/06/2024,Exp - Purchase Of Goods/Services - Contractors,EA Ops-KSL-FCRM OPS East Kent-Field Stour,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1001534301,36121.10,Facilities-Building Operation-Electrical equipment maintenance or repair,BS31 2GN,SUPPLIER,,ENV6006888R,Expense,416706654
DEFRA,EA,13/06/2024,Exp - Purchase Of Goods/Services - Contractors,EA Ops-WC-Mgt,GALLIFORD TRY CONSTRUCTION LTD,1001534269,39265.25,Construction-Construction Service Providers-Building and Construction and Maintenance Services,UB8 2AD,CIS SUPPLIER,,ENV6006948R,Expense,GB223413506
DEFRA,EA,13/06/2024,Exp - Purchase Of Goods/Services - Contractors,EA Ops-CLA-Nuclear-RARM,SOCOTEC UK LTD,1001534442,42813.23,Professional Services Other-Environmental Services-Environmental (Land Use & Biodiversity) Services,DE15 0YZ,SUPPLIER,,ENVHOOP000055,Expense,GB-864124823
DEFRA,EA,13/06/2024,EXP EU CAPITAL GRANTS TO PTE SECTOR - PERS & NON PROFIT INSTIT'NS SERVING H'HOLD - CWEIY,EA Ops-CLA-Mgt,WSP UK LTD.,1001534390,45485.87,Professional Services Other-Technical Services-Coastal engineering,WC2A 1AF,SUPPLIER,,ENV0000489C,Expense,GB 618184140
DEFRA,EA,13/06/2024,EXP - PURCHASE OF GOODS/SERVICES - PERSONNEL RELATED,EA Ops-COO-SPP-HS&W,PEOPLESAFE LTD,1001534259,45767.79,Personnel Related-Staff Health and Safety-Staff Health and Safety,KT17 1HS,Company,,,Expense,285808854
DEFRA,EA,13/06/2024,EXP - PURCHASE OF GOODS/SERVICES - CONSULTANCY - TECHNICAL,EA Ops-CLA-FCRM-PSO Cumbria,JACOBS UK LTD,1001534236,46380.44,Professional Services Other-Technical Services-Civil engineering,SE1 2QG,SUPPLIER,,ENV7005817R,Expense,GB624298920
DEFRA,EA,13/06/2024,Exp - Purchase Of Goods/Services - Consultancy,EA FCRM Dir-MPPD-NEAS-Ops,WSP UK LTD,1001534490,50624.13,Professional Services-CCL-Consultancy-Consultancy-Unclassified,WC2A 1AF,SUPPLIER,,,Expense,GB 905 0549 42
DEFRA,EA,13/06/2024,EXP - PURCHASE OF GOODS/SERVICES - ICT OUTSOURCING & MAINT/SUPPORT,EA Ops-IM&R-DigiS-Internal Services,ESRI UK LTD,1001534341,59170.00,ICT-IT Managed/Outsourced Services-IT service-Unclassified,HP21 7QG,SUPPLIER,,,Expense,787430791
DEFRA,EA,13/06/2024,EXP - PURCHASE OF GOODS/SERVICES - END USER SOFTWARE AND HARDWARE,EA Ops-COO-SFSO-Data Digital & IT,UK CENTRE FOR ECOLOGY & HYDROLOGY ENTERPRISE LTD,1001534528,66000.00,ICT-ICT Services-Data Software licences,OX10 8BB,SUPPLIER,,,Expense,336940192
DEFRA,EA,13/06/2024,PPE - POA & AUC (OWNED) - COST - O/BAL,EA FCRM Dir-MPPD-PCM-Mids,ARCADIS LLP,1001534475,78745.64,Professional Services-CCL-Consultancy-Consultancy-Unclassified,EC3M 4BY,SUPPLIER,,ENV0006006C,Asset,872799950
DEFRA,EA,13/06/2024,PPE - POA & AUC (OWNED) - COST - O/BAL,EA Ops-EAN-Mgt,JEREMY BENN ASSOCIATES LTD,1001534272,79848.02,Professional Services Other-Technical Services-Civil engineering,BD23 3AE,SUPPLIER,,ENV0005257C,Asset,665 3009 41
DEFRA,EA,13/06/2024,EXP EU CAPITAL GRANTS TO PTE SECTOR - PERS & NON PROFIT INSTIT'NS SERVING H'HOLD - CWEIY,EA Ops-GMC-Mgt,A E YATES LTD,1001534554,85151.38,Construction-Construction Service Providers-Building and Construction and Maintenance Services,BL6 4SB,SUPPLIER,,ENV0005584C,Expense,GB145669831
DEFRA,EA,13/06/2024,Exp - Purchase Of Goods/Services - Consultancy,EA FCRM Dir-MPPD-PCM-SE,MOTT MACDONALD LTD,1001534488,85248.35,Professional Services-CCL-Consultancy-Consultancy-Unclassified,CR0 2EE,SUPPLIER,,,Expense,GB 523765636
DEFRA,EA,13/06/2024,Exp - Purchase Of Goods/Services - Contractors,EA Ops-WC-Mgt,GALLIFORD TRY CONSTRUCTION LTD,1001534269,155776.36,Construction-Construction Service Providers-Building and Construction and Maintenance Services,UB8 2AD,CIS SUPPLIER,,ENV6006948R,Expense,GB223413506
DEFRA,EA,13/06/2024,PPE - POA & AUC (OWNED) - COST - O/BAL,EA Ops-WSX-Mgt,KIER INTERGRATED SERVICES LTD,1001534506,156402.90,Professional Services Other-Technical Services-Civil engineering,SG19 2BD,SUPPLIER,,ENV0000761C,Asset,1055 40018
DEFRA,EA,14/06/2024,EXP EU CAPITAL GRANTS TO PTE SECTOR - PERS & NON PROFIT INSTIT'NS SERVING H'HOLD - CWEIY,EA Ops-EAN-Mgt,JEREMY BENN ASSOCIATES LTD,1001534797,25422.95,Professional Services Other-Technical Services-Civil engineering,BD23 3AE,SUPPLIER,,ENV0001891C,Expense,665 3009 41
DEFRA,EA,14/06/2024,PPE - POA & AUC (OWNED) - COST - O/BAL,EA Ops-WSX-Mgt,LAND & WATER SERVICES LTD,1001534811,25934.18,Professional Services Other-Technical Services-Civil engineering,GU5 9AF,CIS SUPPLIER,,ENV0001741C,Asset,GB880055431
DEFRA,EA,14/06/2024,EXP EU CAPITAL GRANTS TO PTE SECTOR - PERS & NON PROFIT INSTIT'NS SERVING H'HOLD - CWEIY,EA Ops-EAN-Mgt,ECS ENGINEERING SERVICES LTD,1001534612,26331.00,Professional Services Other-Technical Services-Civil engineering,NG17 2JW,CIS SUPPLIER,,ENV0003319C,Expense,646710631
DEFRA,EA,14/06/2024,Exp - Purchase Of Goods/Services - Contractors,EA Ops-NEA-FCRM OPS-Asset Perf,ESH CONSTRUCTION LTD,1001534798,27889.40,Construction-Construction Service Providers-Building and Construction and Maintenance Services,DH6 5PF,CIS SUPPLIER,,ENV6006931R,Expense,177995292
DEFRA,EA,14/06/2024,Exp - Purchase Of Goods/Services - Contractors,EA FCRM Dir-MPPD-PCM-NE,BAM NUTTALL LTD,1001534616,28940.08,Professional Services Other-Technical Services-Civil engineering,GU15 3XW,CIS SUPPLIER,,ENV7002366R,Expense,GB340316204
DEFRA,EA,14/06/2024,Exp - Purchase Of Goods/Services - Contractors,EA Ops-CLA-Nuclear-RARM,UK HEALTH SECURITY AGENCY,2001001693,29516.56,Professional Services Other-Environmental Services-Environmental (Land Use & Biodiversity) Services,SP4 0JG,SUPPLIER,,ENVHOOP000055,Expense,GB 888851648
DEFRA,EA,14/06/2024,EXP EU CAPITAL GRANTS TO PTE SECTOR - PERS & NON PROFIT INSTIT'NS SERVING H'HOLD - CWEIY,EA Ops-SSD-Mgt,JEREMY BENN ASSOCIATES LTD,1001534797,30556.10,Professional Services Other-Technical Services-Civil engineering,BD23 3AE,SUPPLIER,,ENV0002137C,Expense,665 3009 41
DEFRA,EA,14/06/2024,EXP EU CAPITAL GRANTS TO PTE SECTOR - PERS & NON PROFIT INSTIT'NS SERVING H'HOLD - CWEIY,EA Ops-DCS-Mgt,BRIDGE CIVIL ENGINEERING,1001534577,32439.81,Professional Services Other-Technical Services-Civil engineering,TQ13 0DF,CIS SUPPLIER,,ENVIMSW001349,Expense,GB717667210
DEFRA,EA,14/06/2024,PPE - POA & AUC (OWNED) - COST - O/BAL,EA Ops-DCS-Mgt,KIER INTERGRATED SERVICES LTD,1001534730,32829.72,Professional Services Other-Technical Services-Civil engineering,SG19 2BD,SUPPLIER,,ENV0004444C,Asset,1055 40018
DEFRA,EA,14/06/2024,EXP EU CAPITAL GRANTS TO PTE SECTOR - PERS & NON PROFIT INSTIT'NS SERVING H'HOLD - CWEIY,EA Ops-HNL-Mgt,BAM NUTTALL LTD,1001534616,32922.60,Professional Services Other-Technical Services-Civil engineering,GU15 3XW,CIS SUPPLIER,,ENV0004931C,Expense,GB340316204
DEFRA,EA,14/06/2024,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROFESSIONAL SERVICES,EA Ops-RMC-Monitoring-Survey-AirContracts,UK CENTRE FOR ECOLOGY & HYDROLOGY,1001534729,32981.25,Professional Services Other-Environmental Services-Air pollution monitoring or measurement services,OX10 8BB,SUPPLIER,,,Expense,336 940192
DEFRA,EA,14/06/2024,EXP EU CAPITAL GRANTS TO PTE SECTOR - PERS & NON PROFIT INSTIT'NS SERVING H'HOLD - CWEIY,EA FCRM Dir-MPPD-CAFM-Centre of Excellence,VOLKERSTEVIN INFRASTRUCTURE LTD,1001534795,34786.57,Professional Services Other-Technical Services-Civil engineering,EN11 9BX,CIS SUPPLIER,,ENV0003664C,Expense,GB424894330
DEFRA,EA,14/06/2024,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROFESSIONAL SERVICES,EA Ops-THM-Mgt,BURGES SALMON LLP,1001534694,36540.07,Professional Services Other-Legal-Legal Services,BS2 0ZX,SUPPLIER,,ENVIMSE500177,Expense,123415648
DEFRA,EA,14/06/2024,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROFESSIONAL SERVICES,EA Ops-RMC-Monitoring-Labs-Starcross Support,LGC LTD,1001534579,36596.30,Professional Services Other.Professional Services Other.Prof servic Other-Unclassified,BL9 5BT,SUPPLIER,,,Expense,
DEFRA,EA,14/06/2024,PPE - POA & AUC (OWNED) - COST - O/BAL,EA Ops-KSL-Mgt,JEREMY BENN ASSOCIATES LTD,1001534797,41968.68,Professional Services Other-Technical Services-Civil engineering,BD23 3AE,SUPPLIER,,ENV0004363C,Asset,665 3009 41
DEFRA,EA,14/06/2024,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROFESSIONAL SERVICES,EA Ops-RMC-Monitoring-Survey-AirContracts,BUREAU VERITAS UK LTD,1001534833,54574.91,Professional Services Other-Environmental Services-Air pollution monitoring or measurement services,M22 5PR,SUPPLIER,,,Expense,725440254
DEFRA,EA,14/06/2024,Exp - Purchase Of Goods/Services - Contractors,EA Ops-EMD-FCRM OPS North-Field Askham,RIVER STEWARDSHIP COMPANY,1001534751,63632.80,Professional Services Other-Environmental Services-Flood protection or control services,S9 2TW,CIS SUPPLIER,,ENV6003426R,Expense,GB975669843
DEFRA,EA,14/06/2024,EXP - PURCHASE OF GOODS/SERVICES - END USER SOFTWARE AND HARDWARE,EA FCRM Dir-AME-Asset Management Systems,PROGRAM FRAMEWORK LTD,1001534639,73233.17,ICT-IT Managed/Outsourced Services-Software Maintenance & Support,EC3M 5DJ,SUPPLIER,,,Expense,GB 867667460
DEFRA,EA,14/06/2024,EXP EU CAPITAL GRANTS TO PTE SECTOR - PERS & NON PROFIT INSTIT'NS SERVING H'HOLD - CWEIY,EA Ops-LNA-Mgt,OVE ARUP & PARTNERS LTD,1001534580,74056.17,Professional Services Other-Technical Services-Civil engineering,NE1 3PL,SUPPLIER,,ENV0002658C,Expense,GB524461265
DEFRA,EA,14/06/2024,PPE - POA & AUC (OWNED) - COST - O/BAL,EA Ops-DCS-Mgt,LAND & WATER SERVICES LTD,1001534811,84776.47,Professional Services Other-Technical Services-Civil engineering,GU5 9AF,CIS SUPPLIER,,ENV0003048C,Asset,GB880055431
DEFRA,EA,14/06/2024,EXP EU CAPITAL GRANTS TO PTE SECTOR - PERS & NON PROFIT INSTIT'NS SERVING H'HOLD - CWEIY,EA Ops-CLA-Mgt,VOLKERSTEVIN INFRASTRUCTURE LTD,1001534795,128700.02,Professional Services Other-Technical Services-Civil engineering,EN11 9BX,CIS SUPPLIER,,ENV0000495C,Expense,GB424894330
DEFRA,EA,14/06/2024,PPE - POA & AUC (OWNED) - COST - O/BAL,EA Ops-DCS-Mgt,KIER INTERGRATED SERVICES LTD,1001534581,158898.23,Professional Services Other-Technical Services-Civil engineering,M2 2EE,SUPPLIER,,ENV0003975C,Asset,1055 40018
DEFRA,EA,14/06/2024,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,EA FINANCE-CORP FINANCE-FIN CONTROL,ALEXANDER MANN SOLUTIONS LTD-2WM,1001534653,230661.53,Professional Services - CCL-Contingent Labour-Temp clerical/admin assistance,EC2N 3AQ,SUPPLIER,,,Expense,744492612
DEFRA,EA,14/06/2024,PPE - POA & AUC (OWNED) - COST - O/BAL,EA Ops-LNA-Mgt,BMM JV LTD,1001534620,301976.16,Professional Services Other-Technical Services-Flood and Coastal Engineering,GU15 3XW,CIS SUPPLIER,,ENVIMAN001472,Asset,171071731
DEFRA,EA,14/06/2024,EXP EU CAPITAL GRANTS TO PTE SECTOR - PERS & NON PROFIT INSTIT'NS SERVING H'HOLD - CWEIY,EA Ops-WSX-Mgt,KIER INTERGRATED SERVICES LTD,1001534730,1354311.20,Professional Services Other-Technical Services-Civil engineering,SG19 2BD,SUPPLIER,,ENVIMSW002130,Expense,1055 40018
DEFRA,EA,17/06/2024,Exp - Purchase Of Goods/Services - Contractors,EA Ops-THM-Waterways-Team D,ATM LTD,1001535140,26700.00,Professional Services-CCL-Consultancy-Consultancy-Unclassified,YO51 9HY,CIS SUPPLIER,,ENVRESE500193,Expense,343036878
DEFRA,EA,17/06/2024,EXP EU CAPITAL GRANTS TO PTE SECTOR - PERS & NON PROFIT INSTIT'NS SERVING H'HOLD - CWEIY,EA Ops-YOR-Mgt,OVE ARUP & PARTNERS LTD,1001535142,26885.15,Professional Services Other-Technical Services-Civil engineering,NE1 3PL,SUPPLIER,,ENV0000593C,Expense,GB524461265
DEFRA,EA,17/06/2024,EXP EU CAPITAL GRANTS TO PTE SECTOR - PERS & NON PROFIT INSTIT'NS SERVING H'HOLD - CWEIY,EA Ops-LNA-Mgt,OVE ARUP & PARTNERS LTD,1001535142,27954.64,Professional Services Other-Technical Services-Civil engineering,NE1 3PL,SUPPLIER,,ENV0002658C,Expense,GB524461265
DEFRA,EA,17/06/2024,EXP EU CAPITAL GRANTS TO PTE SECTOR - PERS & NON PROFIT INSTIT'NS SERVING H'HOLD - CWEIY,EA Ops-DCS-Mgt,KIER INTERGRATED SERVICES LTD,1001534907,28226.01,Professional Services Other-Technical Services-Civil engineering,M2 2EE,SUPPLIER,,ENV0002591C,Expense,1055 40018
DEFRA,EA,17/06/2024,Exp - Purchase Of Goods/Services - Contractors,EA Ops-EAN-FCRM OPS East-Field Colne,INTEGRATED WATER SERVICES LTD,1001535094,28240.55,Professional Services Other-Technical Services-Engineering equipment maintenance services,WS2 7PD,SUPPLIER,,ENV6006759R,Expense,
DEFRA,EA,17/06/2024,EXP - PURCHASE OF GOODS/SERVICES - CONSULTANCY - ADVISORY,EA Ops-COO-SPP-People & Change-People Programme,TMP WORLDWIDE,1001535022,35488.00,Professional Services Other-Business Process Outsourcing Services-Recruitment Services,E4 9JD,SUPPLIER,,ENV6006162R,Expense,GB872904 502
DEFRA,EA,17/06/2024,EXP - PURCHASE OF GOODS/SERVICES - CONSULTANCY - TECHNICAL,EA Ops-KSL-FCRM-Mgt,JEREMY BENN ASSOCIATES LTD,1001535050,35937.42,Professional Services Other-Technical Services-Civil engineering,BD23 3AE,SUPPLIER,,ENVIMSO001088R,Expense,665 3009 41
DEFRA,EA,17/06/2024,PPE - POA & AUC (OWNED) - COST - O/BAL,EA Ops-COO-SFSO-DGFS-Mgt,T H WHITE LTD,1001535144,37600.00,Fleet-Purchase-Agriculture and Construction Plant and Vehicle Purchase,GL8 8QY,SUPPLIER,,ENV0005455C,Asset,GB137567053
DEFRA,EA,17/06/2024,PPE - POA & AUC (OWNED) - COST - O/BAL,EA Ops-COO-SFSO-DGFS-Mgt,T H WHITE LTD,1001535144,37600.00,Fleet-Purchase-Agriculture and Construction Plant and Vehicle Purchase,GL8 8QY,SUPPLIER,,ENV0005455C,Asset,GB137567053
DEFRA,EA,17/06/2024,PPE - POA & AUC (OWNED) - COST - O/BAL,EA Ops-COO-SFSO-DGFS-Mgt,T H WHITE LTD,1001535144,37600.00,Fleet-Purchase-Agriculture and Construction Plant and Vehicle Purchase,GL8 8QY,SUPPLIER,,ENV0005455C,Asset,GB137567053
DEFRA,EA,17/06/2024,PPE - POA & AUC (OWNED) - COST - O/BAL,EA Ops-COO-SFSO-DGFS-Mgt,T H WHITE LTD,1001535144,37600.00,Fleet-Purchase-Agriculture and Construction Plant and Vehicle Purchase,GL8 8QY,SUPPLIER,,ENV0005455C,Asset,GB137567053
DEFRA,EA,17/06/2024,PPE - POA & AUC (OWNED) - COST - O/BAL,EA Ops-COO-SFSO-DGFS-Mgt,T H WHITE LTD,1001535144,37600.00,Fleet-Purchase-Agriculture and Construction Plant and Vehicle Purchase,GL8 8QY,SUPPLIER,,ENV0005455C,Asset,GB137567053
DEFRA,EA,17/06/2024,PPE - POA & AUC (OWNED) - COST - O/BAL,EA Ops-COO-SFSO-DGFS-Mgt,T H WHITE LTD,1001535144,37600.00,Fleet-Purchase-Agriculture and Construction Plant and Vehicle Purchase,GL8 8QY,SUPPLIER,,ENV0005455C,Asset,GB137567053
DEFRA,EA,17/06/2024,PPE - POA & AUC (OWNED) - COST - O/BAL,EA Ops-COO-SFSO-DGFS-Mgt,T H WHITE LTD,1001535144,37600.00,Fleet-Purchase-Agriculture and Construction Plant and Vehicle Purchase,GL8 8QY,SUPPLIER,,ENV0005455C,Asset,GB137567053
DEFRA,EA,17/06/2024,PPE - POA & AUC (OWNED) - COST - O/BAL,EA Ops-KSL-Mgt,JT MACKLEY & CO LTD,1001535042,39011.55,Professional Services Other-Technical Services-Civil engineering,BN5 9XQ,CIS SUPPLIER,,ENV0003867C,Asset,GB315857150
DEFRA,EA,17/06/2024,EXP - PURCHASE OF GOODS/SERVICES - OTHER - EQUIPMENT - OPERATIONAL,EA Ops-RMC-Monitoring-Fish&Ecology,RS AQUA LTD,1001535105,41554.98,Research-Science and Environmental Research-Science and Environmental Research-Unclassified,PO6 4TR,SUPPLIER,,ENVWLB00598R,Expense,GB370059760
DEFRA,EA,17/06/2024,EXP EU CAPITAL GRANTS TO PTE SECTOR - PERS & NON PROFIT INSTIT'NS SERVING H'HOLD - CWEIY,EA FCRM Dir-AME-Asset Operations and Improvements,MODULAR CUBED LTD,1001535113,46620.00,Construction-Construction Supplies-Concrete and mortars,EX20 1BG,SUPPLIER,,ENV0004514C,Expense,GB262946283
DEFRA,EA,17/06/2024,EXP - PURCHASE OF GOODS/SERVICES - VEHICLE MAINTENANCE,EA Ops-COO-SSO-DGFS-Holding Account,PLYMOUTH MARINE LTD,1001535039,57041.46,Fleet-Fleet Management-Vehicle maintenance and repair services,PL9 7HP,SUPPLIER,,,Expense,856027618
DEFRA,EA,17/06/2024,EXP EU CAPITAL GRANTS TO PTE SECTOR - PERS & NON PROFIT INSTIT'NS SERVING H'HOLD - CWEIY,EA Ops-LNA-Mgt,OVE ARUP & PARTNERS LTD,1001535142,60867.70,Professional Services Other-Technical Services-Civil engineering,NE1 3PL,SUPPLIER,,ENV0002658C,Expense,GB524461265
DEFRA,EA,17/06/2024,EXP EU CAPITAL GRANTS TO PTE SECTOR - PERS & NON PROFIT INSTIT'NS SERVING H'HOLD - CWEIY,EA Ops-EMD-Mgt,WHITEHOUSE CONSTRUCTION CO LTD,1001534864,81942.56,Construction-Construction Service Providers-Building and Construction and Maintenance Services,DE6 1JU,CIS SUPPLIER,,ENV0004297C,Expense,GB295396506
DEFRA,EA,17/06/2024,Exp - Purchase Of Goods/Services - Contractors,EA Ops-YOR-FCRM W&SY-Mgt,SWALE & URE DRAINAGE BOARD,1001535093,87120.00,Professional Services - CCL-Contingent Labour-Specialist Contractors,HG5 0HG,SUPPLIER,,ENV6006557R,Expense,
DEFRA,EA,17/06/2024,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROFESSIONAL SERVICES,EA Ops-RMC-Monitoring-Survey-AirContracts,RICARDO AEA LTD,1001534909,102394.25,Professional Services Other-Environmental Services-Air pollution monitoring or measurement services,OX11 0QR,CIS SUPPLIER,,,Expense,GB 212 836524
DEFRA,EA,17/06/2024,"EXP - PURCHASE OF GOODS/SERVICES - OTHER - V&P, BOATS & AIRCRAFT - HIRE",EA Ops-COO-SSO-DGFS-Holding Account,ENTERPRISE RENT A CAR,1001534938,117636.10,Fleet-Vehicle Hire and Lease-Agriculture and Construction Plant and Vehicle Hire,BS99 7PP,SUPPLIER,,,Expense,215557314
DEFRA,EA,17/06/2024,EXP EU CAPITAL GRANTS TO PTE SECTOR - PERS & NON PROFIT INSTIT'NS SERVING H'HOLD - CWEIY,EA Ops-THM-Mgt,LAND & WATER SERVICES LTD,1001535139,170003.42,Construction-Construction Service Providers-Building and Construction and Maintenance Services,GU5 9AF,CIS SUPPLIER,,ENV0003744C,Expense,GB880055431
DEFRA,EA,17/06/2024,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROFESSIONAL SERVICES,EA Ops-RMC-Monitoring-Survey-AirContracts,BUREAU VERITAS UK LTD,1001535118,206820.28,Professional Services Other-Environmental Services-Air pollution monitoring or measurement services,M22 5PR,SUPPLIER,,,Expense,725440254
DEFRA,EA,17/06/2024,EXP EU CAPITAL GRANTS TO PTE SECTOR - PERS & NON PROFIT INSTIT'NS SERVING H'HOLD - CWEIY,EA Ops-WSX-Mgt,KIER INTERGRATED SERVICES LTD,1001534907,236713.23,Professional Services Other-Technical Services-Civil engineering,M2 2EE,SUPPLIER,,ENV0000727C,Expense,1055 40018
DEFRA,EA,17/06/2024,EXP EU CAPITAL GRANTS TO PTE SECTOR - PERS & NON PROFIT INSTIT'NS SERVING H'HOLD - CWEIY,EA Ops-YOR-Mgt,BAM NUTTALL LTD,1001534862,469159.14,Professional Services Other-Technical Services-Civil engineering,GU15 3XW,CIS SUPPLIER,,ENV0001487C,Expense,GB340316204
DEFRA,EA,17/06/2024,PPE - POA & AUC (OWNED) - COST - O/BAL,EA Ops-WSX-Mgt,KIER INTERGRATED SERVICES LTD,1001535086,616176.34,Professional Services Other-Technical Services-Civil engineering,SG19 2BD,SUPPLIER,,ENV0002496C,Asset,1055 40018
DEFRA,EA,17/06/2024,PPE - POA & AUC (OWNED) - COST - O/BAL,EA Ops-WSX-Mgt,KIER INTERGRATED SERVICES LTD,1001535086,812632.27,Professional Services Other-Technical Services-Civil engineering,SG19 2BD,SUPPLIER,,ENVIMSW002039,Asset,1055 40018
DEFRA,EA,18/06/2024,Exp - Purchase Of Goods/Services - Consultancy,EA FCRM Dir-MPPD-PCM-East,ARCADIS LLP,1001535220,27146.82,Professional Services-CCL-Consultancy-Consultancy-Unclassified,EC3M 4BY,SUPPLIER,,,Expense,872799950
DEFRA,EA,18/06/2024,Exp - Purchase Of Goods/Services - Contractors,EA Ops-WSX-FCRM OPS W-Field Bawdrip,KIER INTERGRATED SERVICES LTD,1001535486,27688.97,Professional Services Other-Technical Services-Civil engineering,M2 2EE,SUPPLIER,,ENVFRAINC014,Expense,1055 40018
DEFRA,EA,18/06/2024,EXP EU CAPITAL GRANTS TO PTE SECTOR - PERS & NON PROFIT INSTIT'NS SERVING H'HOLD - CWEIY,EA Ops-SSD-Mgt,JEREMY BENN ASSOCIATES LTD,1001535183,28979.72,Professional Services Other-Technical Services-Civil engineering,BD23 3AE,SUPPLIER,,ENV0003857C,Expense,665 3009 41
