Department,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount
Home Office,Home Office,19/01/2024,IT RUN COST,PSG - Public Safety Group,EE LTD,1262100-1800332186-425623-14915853-1-2024,149158.53
Home Office,Home Office,19/01/2024,OTHER GOVERNMENT DEPARTMENTS,PSG - Public Safety Group,LONDON FIRE & EPA,1292511-IN059876-249961-29126995-1-2024,291269.95
Home Office,Home Office,22/01/2024,CONTINGENT LABOUR OTHER,PSG - Public Safety Group,ALEXANDER MANN SOLUTIONS LTD,1265001-2960384-560478-70000-1-2024,84000
Home Office,Home Office,22/01/2024,SYSTEM CLEARING,PSG - Public Safety Group,ALEXANDER MANN SOLUTIONS LTD,1892016-2960381-560478-45675767-1-2024,456757.67
Home Office,Home Office,22/01/2024,IT RUN COST,PSG - Public Safety Group,CIVICA UK LTD,1892014-C/HT294544-421184-2407315-1-2024,28887.78
Home Office,Home Office,22/01/2024,IT RUN COST,PSG - Public Safety Group,EE LTD,1262100-1800332192-425623-6227905-1-2024,62279.05
Home Office,Home Office,22/01/2024,IT RUN COST,PSG - Public Safety Group,EE LTD,1262100-1800332197-425623-7145146-1-2024,71451.46
Home Office,Home Office,22/01/2024,IT RUN COST,PSG - Public Safety Group,EE LTD,1262100-1800332193-425623-10125386-1-2024,101253.86
Home Office,Home Office,22/01/2024,SYSTEM CLEARING,PSG - Public Safety Group,FUJITSU SERVICES LTD,1892019-1030021502-106173-67415-1-2024,67415
Home Office,Home Office,22/01/2024,ADVICE,PSG - Public Safety Group,QINETIQ LTD,1830007-117074796-112688-5311868-1-2024,53118.68
Home Office,Home Office,22/01/2024,RESEARCH AND DEVELOPMENT,PSG - Public Safety Group,TORCHLIGHT GROUP LTD,1286565-TLG-001740-50792-6938856-1-2024,83266.27
Home Office,Home Office,23/01/2024,IT RUN COST,PSG - Public Safety Group,CAPGEMINI UK PLC,1892023-2600110406003-112696-21450-1-2024,21450
Home Office,Home Office,23/01/2024,IT RUN COST,PSG - Public Safety Group,CAPGEMINI UK PLC,1892023-2600110405993-112696-256986-1-2024,25698.6
Home Office,Home Office,23/01/2024,IT RUN COST,PSG - Public Safety Group,CAPGEMINI UK PLC,1892023-2600110406004-112696-29313-1-2024,29313
Home Office,Home Office,23/01/2024,BASIC SALARY,PSG - Public Safety Group,COUNTY DURHAM & DARLINGTON FIRE & RESCUE SERVICE,1262100-10011751-494682-2798793-1-2024,27987.93
Home Office,Home Office,23/01/2024,IT RUN COST,PSG - Public Safety Group,DATALYNX LTD,1892014-1265-184817-218650-1-2024,218650
Home Office,Home Office,23/01/2024,CURRENT GRANTS TO OVERSEAS BODIES,PSG - Public Safety Group,FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE,1286565-20012850-113026-5878938-1-2024,58789.38
Home Office,Home Office,23/01/2024,IT RUN COST,PSG - Public Safety Group,IBM UNITED KINGDOM LTD,1486609-5801240359-101457-29176888-1-2024,291768.88
Home Office,Home Office,23/01/2024,SYSTEM CLEARING,PSG - Public Safety Group,LENDLEASE CONSTRUCTION (EUROPE) LTD,1262100-14100019923-468614-30948991-1-2024,309489.91
Home Office,Home Office,23/01/2024,IT RUN COST,PSG - Public Safety Group,METRICELL LTD,1262100-INV-1842-59817-87500-1-2024,87500
Home Office,Home Office,24/01/2024,IT RUN COST,PSG - Public Safety Group,CAPGEMINI UK PLC,1892018-2600110406052-112696-1242425-1-2024,124242.5
Home Office,Home Office,24/01/2024,RESEARCH AND DEVELOPMENT,PSG - Public Safety Group,DELOITTE LLP,1286565-8004348908-112904-2906515-1-2024,34878.18
Home Office,Home Office,24/01/2024,RESEARCH AND DEVELOPMENT,PSG - Public Safety Group,DELOITTE LLP,1286565-8004348907-112904-1094767-1-2024,131372.04
Home Office,Home Office,24/01/2024,SYSTEM CLEARING,PSG - Public Safety Group,EE LTD,1262100-1800332227-425623-2190839-1-2024,21908.39
Home Office,Home Office,24/01/2024,IT RUN COST,PSG - Public Safety Group,EE LTD,1262100-1800332228-425623-3509462-1-2024,35094.62
Home Office,Home Office,24/01/2024,IT RUN COST,PSG - Public Safety Group,EE LTD,1262100-1800332224-425623-3718366-1-2024,37183.66
Home Office,Home Office,24/01/2024,IT RUN COST,PSG - Public Safety Group,EE LTD,1262100-1800332225-425623-4097179-1-2024,40971.79
Home Office,Home Office,24/01/2024,IT RUN COST,PSG - Public Safety Group,EE LTD,1262100-1800332219-425623-4153308-1-2024,41533.08
Home Office,Home Office,24/01/2024,IT RUN COST,PSG - Public Safety Group,EE LTD,1262100-1800332222-425623-5517568-1-2024,55175.68
Home Office,Home Office,24/01/2024,IT RUN COST,PSG - Public Safety Group,LEIDOS INNOVATIONS UK LTD,1486609-INV02-000650739-136199-2287047-1-2024,27444.56
Home Office,Home Office,24/01/2024,IT RUN COST,PSG - Public Safety Group,LEIDOS INNOVATIONS UK LTD,1486609-INV02-000650679-136199-5272205-1-2024,63266.46
Home Office,Home Office,24/01/2024,IT RUN COST,PSG - Public Safety Group,MASTEK (UK) LTD,1486609-90399417-351665-31942952-1-2024,351372.47
Home Office,Home Office,24/01/2024,RESEARCH,PSG - Public Safety Group,MULTICULTURAL MARKETING CONSULTANCY,1230011-080-59063-48945-1-2024,58734
Home Office,Home Office,24/01/2024,IT RUN COST,PSG - Public Safety Group,PA CONSULTING SERVICES LTD,1892014-0000029480-100039-44820-1-2024,53784
Home Office,Home Office,24/01/2024,RESEARCH AND DEVELOPMENT,PSG - Public Safety Group,TORCHLIGHT GROUP LTD,1286565-TLG-001739-50792-4233859-1-2024,50806.31
Home Office,Home Office,24/01/2024,SYSTEM CLEARING,PSG - Public Safety Group,WHP TELECOMS LTD,1262116-SINV110478-55174-4771821-1-2024,57261.85
Home Office,Home Office,24/01/2024,SYSTEM CLEARING,PSG - Public Safety Group,WHP TELECOMS LTD,1262116-SINV110477-55174-7424874-1-2024,89098.49
Home Office,Home Office,24/01/2024,SYSTEM CLEARING,PSG - Public Safety Group,WHP TELECOMS LTD,1262116-SINV110498-55174-55207949-1-2024,662495.39
Home Office,Home Office,25/01/2024,SYSTEM CLEARING,PSG - Public Safety Group,EE LTD,1262100-1800332195-425623-3487128-1-2024,34871.28
Home Office,Home Office,25/01/2024,SYSTEM CLEARING,PSG - Public Safety Group,EE LTD,1262100-1800332189-425623-6085351-1-2024,60853.51
Home Office,Home Office,25/01/2024,IT RUN COST,PSG - Public Safety Group,EE LTD,1262100-1800332178-425623-18126902-1-2024,181269.02
Home Office,Home Office,25/01/2024,IT RUN COST,PSG - Public Safety Group,LEIDOS INNOVATIONS UK LTD,1486609-INV02-000650706-136199-16371-1-2024,16371
Home Office,Home Office,25/01/2024,IT RUN COST,PSG - Public Safety Group,LEIDOS INNOVATIONS UK LTD,1486609-INV02-000650740-136199-3393548-1-2024,40722.58
Home Office,Home Office,25/01/2024,RESEARCH AND DEVELOPMENT,PSG - Public Safety Group,QE ASSESSMENTS LTD,1230011-16/23-24/DHRE-53800-28771-1-2024,34525.2
Home Office,Home Office,25/01/2024,SYSTEM CLEARING,PSG - Public Safety Group,SOLIRIUS LTD,1892016-9023-CAID-WP007-04-58468-36750-1-2024,36750
Home Office,Home Office,25/01/2024,SYSTEM CLEARING,PSG - Public Safety Group,SOLIRIUS LTD,1892016-8896-CAID-WP007-02-58468-57750-1-2024,57750
Home Office,Home Office,25/01/2024,SYSTEM CLEARING,PSG - Public Safety Group,SOPRA STERIA LTD,1892017-100215205-112699-100416-1-2024,100416
Home Office,Home Office,26/01/2024,RESEARCH AND DEVELOPMENT,PSG - Public Safety Group,ALCIS HOLDINGS LTD,1286565-AH0467-59858-5170225-1-2024,51702.25
Home Office,Home Office,26/01/2024,CONTINGENT LABOUR OTHER,PSG - Public Safety Group,ALEXANDER MANN SOLUTIONS LTD,1262116-2963750-560478-282305-1-2024,3387.66
Home Office,Home Office,26/01/2024,CONTINGENT LABOUR OTHER,PSG - Public Safety Group,ALEXANDER MANN SOLUTIONS LTD,1862112-2963750-560478-575456-1-2024,6905.47
Home Office,Home Office,26/01/2024,CONTINGENT LABOUR OTHER,PSG - Public Safety Group,ALEXANDER MANN SOLUTIONS LTD,1486609-2963750-560478-11322-1-2024,13586.4
Home Office,Home Office,26/01/2024,CONTINGENT LABOUR OTHER,PSG - Public Safety Group,ALEXANDER MANN SOLUTIONS LTD,1892018-2963750-560478-1253117-1-2024,15037.4
Home Office,Home Office,26/01/2024,CONTINGENT LABOUR OTHER,PSG - Public Safety Group,ALEXANDER MANN SOLUTIONS LTD,1830007-2963750-560478-136754-1-2024,16410.48
Home Office,Home Office,26/01/2024,IT RUN COST,PSG - Public Safety Group,ALEXANDER MANN SOLUTIONS LTD,1892018-2964811-560478-28374-1-2024,28374
Home Office,Home Office,26/01/2024,CONTINGENT LABOUR OTHER,PSG - Public Safety Group,ALEXANDER MANN SOLUTIONS LTD,1892008-2963750-560478-3140886-1-2024,37690.63
Home Office,Home Office,26/01/2024,CONTINGENT LABOUR OTHER,PSG - Public Safety Group,ALEXANDER MANN SOLUTIONS LTD,1892023-2963750-560478-440755-1-2024,52890.6
Home Office,Home Office,26/01/2024,CONTINGENT LABOUR OTHER,PSG - Public Safety Group,ALEXANDER MANN SOLUTIONS LTD,1262100-2963750-560478-19302238-1-2024,193022.38
Home Office,Home Office,26/01/2024,CONTINGENT LABOUR OTHER,PSG - Public Safety Group,ALEXANDER MANN SOLUTIONS LTD,1892014-2963750-560478-24137139-1-2024,289645.66
Home Office,Home Office,26/01/2024,FULL COST,PSG - Public Safety Group,BROOK STREET (UK) LTD,1220012-30816320-24-100385-9129-1-2024,1095.48
Home Office,Home Office,26/01/2024,FULL COST,PSG - Public Safety Group,BROOK STREET (UK) LTD,1262100-30816320-24-100385-117882-1-2024,1178.82
Home Office,Home Office,26/01/2024,FULL COST,PSG - Public Safety Group,BROOK STREET (UK) LTD,1295014-30816320-24-100385-1621-1-2024,1945.2
Home Office,Home Office,26/01/2024,FULL COST,PSG - Public Safety Group,BROOK STREET (UK) LTD,1295054-30816320-24-100385-1888972-1-2024,22667.65
Home Office,Home Office,26/01/2024,IT RUN COST,PSG - Public Safety Group,DELOITTE LLP,1262100-8004231578-112904-1139590-1-2024,1139590
Home Office,Home Office,26/01/2024,IT RUN COST,PSG - Public Safety Group,EE LTD,1262100-1800332221-425623-2353376-1-2024,23533.76
Home Office,Home Office,26/01/2024,IT RUN COST,PSG - Public Safety Group,EE LTD,1262100-1800332220-425623-8208733-1-2024,82087.33
Home Office,Home Office,26/01/2024,SYSTEM CLEARING,PSG - Public Safety Group,EE LTD,1262100-1800332196-425623-66647384-1-2024,666473.84
Home Office,Home Office,26/01/2024,IT RUN COST,PSG - Public Safety Group,EE LTD,1262100-1800334425-425623-7504056-1-2024,750405.6
Home Office,Home Office,26/01/2024,IT RUN COST,PSG - Public Safety Group,EE LTD,1262100-1800333194-425623-57943214-1-2024,5794321.4
Home Office,Home Office,26/01/2024,UTILISATION,PSG - Public Safety Group,GOVERNMENT LEGAL DEPARTMENT,1205000-Z1523107-113504-32000000-1-2024,32000000
Home Office,Home Office,26/01/2024,IT RUN COST,PSG - Public Safety Group,HANDSFREE GROUP LTD,1262100-2051878-55082-689500-1-2024,689500
Home Office,Home Office,26/01/2024,IT RUN COST,PSG - Public Safety Group,LEIDOS INNOVATIONS UK LTD,1486609-INV02-000633579-136199-3094031-1-2024,30940.31
Home Office,Home Office,26/01/2024,IT RUN COST,PSG - Public Safety Group,MOTOROLA LIMITED,1262100-1980003954-100573-129166666-1-2024,1291666.66
Home Office,Home Office,29/01/2024,BASIC SALARY,PSG - Public Safety Group,NOTTINGHAMSHIRE FIRE & RESCUE SERVICE,1262100-FS5002060-448252-3969795-1-2024,39697.95
Home Office,Home Office,29/01/2024,BASIC SALARY,PSG - Public Safety Group,SCOTTISH POLICE AUTHORITY,1709505-S0029095-194742-275645-1-2024,27564.5
Home Office,Home Office,30/01/2024,IT RUN COST,PSG - Public Safety Group,APPVIA LTD,1892023-SOW7_INV-0322-50296-22550-1-2024,22550
Home Office,Home Office,30/01/2024,IT RUN COST,PSG - Public Safety Group,APPVIA LTD,1892023-SOW6_INV-0322-50296-27500-1-2024,27500
Home Office,Home Office,30/01/2024,IT RUN COST,PSG - Public Safety Group,APPVIA LTD,1892023-SOW8_INV-0321-50296-183700-1-2024,183700
Home Office,Home Office,30/01/2024,IT RUN COST,PSG - Public Safety Group,BAE SYSTEMS APPLIED INTELLIGENCE LIMITED,1892023-1001058589-136604-6749738-1-2024,67497.38
Home Office,Home Office,30/01/2024,IT RUN COST,PSG - Public Safety Group,CAPGEMINI UK PLC,1892023-2600110405999-112696-3089625-1-2024,30896.25
Home Office,Home Office,30/01/2024,IT RUN COST,PSG - Public Safety Group,CAPGEMINI UK PLC,1892023-2600110405998-112696-574675-1-2024,57467.5
Home Office,Home Office,30/01/2024,IT RUN COST,PSG - Public Safety Group,CAPGEMINI UK PLC,1892023-2600110406002-112696-300930-1-2024,300930
Home Office,Home Office,30/01/2024,IT RUN COST,PSG - Public Safety Group,CGI IT UK LTD,1892009-GB014122796-240306-147365-1-2024,147365
Home Office,Home Office,30/01/2024,SYSTEM CLEARING,PSG - Public Safety Group,FUJITSU SERVICES LTD,1892018-1030021920-106173-8090513-1-2024,80905.13
Home Office,Home Office,30/01/2024,AD PRODUCTION,PSG - Public Safety Group,OMNICOM MEDIA GROUP UK,1292511-F47497-258111-8969072-1-2024,89690.72
Home Office,Home Office,30/01/2024,AD PRODUCTION,PSG - Public Safety Group,OMNICOM MEDIA GROUP UK,1230011-F47495-258111-16089016-1-2024,160890.16
Home Office,Home Office,30/01/2024,ADVICE,PSG - Public Safety Group,QINETIQ LTD,1286721-117074303-112688-4190562-1-2024,50286.74
Home Office,Home Office,30/01/2024,SYSTEM CLEARING,PSG - Public Safety Group,SOPRA STERIA LTD,1892014-100215265-112699-23370-1-2024,28044
Home Office,Home Office,30/01/2024,SYSTEM CLEARING,PSG - Public Safety Group,SOPRA STERIA LTD,1892017-100215266-112699-1836789-1-2024,183678.9
Home Office,Home Office,31/01/2024,SYSTEM CLEARING,PSG - Public Safety Group,BAE SYSTEMS APPLIED INTELLIGENCE LIMITED,1892023-1001058521-136604-23160-1-2024,23160
Home Office,Home Office,31/01/2024,IT RUN COST,PSG - Public Safety Group,BAE SYSTEMS APPLIED INTELLIGENCE LIMITED,1892024-1001058353-136604-38520-1-2024,38520
Home Office,Home Office,31/01/2024,SYSTEM CLEARING,PSG - Public Safety Group,BAE SYSTEMS APPLIED INTELLIGENCE LIMITED,1892023-1001058215-136604-3926392-1-2024,39263.92
Home Office,Home Office,31/01/2024,AD PRODUCTION,PSG - Public Safety Group,OMNICOM MEDIA GROUP UK,1292511-F47895-258111-291736-1-2024,29173.6
Home Office,Home Office,31/01/2024,AD PRODUCTION,PSG - Public Safety Group,OMNICOM MEDIA GROUP UK,1292511-F47894-258111-3851584-1-2024,38515.84
Home Office,Home Office,31/01/2024,SYSTEM CLEARING,PSG - Public Safety Group,SPECIALIST COMPUTER CENTRES PLC,1892016-OP/ N483903-100774-3144814-1-2024,31448.14
Home Office,Home Office,02/01/2024,CONTINGENT LABOUR OTHER,"STARS -  Science, Technology, Analysis, Research & Strategy",ALEXANDER MANN SOLUTIONS LTD,1805091-2949716-560478-83786-1-2024,1005.43
Home Office,Home Office,02/01/2024,CONTINGENT LABOUR OTHER,"STARS -  Science, Technology, Analysis, Research & Strategy",ALEXANDER MANN SOLUTIONS LTD,1805055-2949716-560478-2119-1-2024,2542.8
Home Office,Home Office,03/01/2024,RESEARCH AND DEVELOPMENT,"STARS -  Science, Technology, Analysis, Research & Strategy",ECORYS UK LTD,1805055-7008718-51235-171983-1-2024,206379.6
Home Office,Home Office,04/01/2024,ADVICE,"STARS -  Science, Technology, Analysis, Research & Strategy",INTERSEC CONSULTANCY LTD,1283022-1166-558638-2576092-1-2024,30178.42
Home Office,Home Office,05/01/2024,CONTINGENT LABOUR OTHER,"STARS -  Science, Technology, Analysis, Research & Strategy",ALEXANDER MANN SOLUTIONS LTD,1805055-2952165-560478-246215-1-2024,2954.58
Home Office,Home Office,05/01/2024,FULL COST,"STARS -  Science, Technology, Analysis, Research & Strategy",BROOK STREET (UK) LTD,1805091-30782870-24-100385-53218-1-2024,638.62
Home Office,Home Office,08/01/2024,EXTERNAL,"STARS -  Science, Technology, Analysis, Research & Strategy",CAPITA BUSINESS SERVICES LTD,1283022-6004162698-138018-78999-1-2024,78999
Home Office,Home Office,09/01/2024,RAIL TRAVEL,"STARS -  Science, Technology, Analysis, Research & Strategy",FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE,1771142-20011260-113026-7028-1-2024,70.28
Home Office,Home Office,09/01/2024,MOBILE PHONES,"STARS -  Science, Technology, Analysis, Research & Strategy",FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE,1771142-20011260-113026-7986-1-2024,79.86
Home Office,Home Office,09/01/2024,FCO CHARGES,"STARS -  Science, Technology, Analysis, Research & Strategy",FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE,1771142-20011260-113026-31986-1-2024,319.86
Home Office,Home Office,09/01/2024,OTHER,"STARS -  Science, Technology, Analysis, Research & Strategy",FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE,1771142-20012074-113026-41242-1-2024,412.42
Home Office,Home Office,09/01/2024,SUBSISTENCE,"STARS -  Science, Technology, Analysis, Research & Strategy",FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE,1771142-20011260-113026-42734-1-2024,427.34
Home Office,Home Office,09/01/2024,FOREIGN SUBSISTENCE,"STARS -  Science, Technology, Analysis, Research & Strategy",FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE,1771142-20011260-113026-56746-1-2024,567.46
Home Office,Home Office,09/01/2024,HOTELS & ACCOMODATION,"STARS -  Science, Technology, Analysis, Research & Strategy",FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE,1771142-20011260-113026-57746-1-2024,577.46
Home Office,Home Office,09/01/2024,FOREIGN SUBSISTENCE,"STARS -  Science, Technology, Analysis, Research & Strategy",FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE,1771142-20012074-113026-124083-1-2024,1240.83
Home Office,Home Office,09/01/2024,OTHER FOREIGN TRAVEL,"STARS -  Science, Technology, Analysis, Research & Strategy",FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE,1771142-20011260-113026-147043-1-2024,1470.43
Home Office,Home Office,09/01/2024,CONFERENCES,"STARS -  Science, Technology, Analysis, Research & Strategy",FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE,1771142-20012074-113026-15145-1-2024,1514.5
Home Office,Home Office,09/01/2024,SYSTEM CLEARING,"STARS -  Science, Technology, Analysis, Research & Strategy",IBM UNITED KINGDOM LTD,1492000-5812230692-101457-30940-1-2024,30940
Home Office,Home Office,09/01/2024,SYSTEM CLEARING,"STARS -  Science, Technology, Analysis, Research & Strategy",IBM UNITED KINGDOM LTD,1492000-5812231033-101457-5211025-1-2024,52110.25
Home Office,Home Office,12/01/2024,FULL COST,"STARS -  Science, Technology, Analysis, Research & Strategy",BROOK STREET (UK) LTD,1805091-30791401-24-100385-7136-1-2024,856.32
Home Office,Home Office,15/01/2024,ADVICE,"STARS -  Science, Technology, Analysis, Research & Strategy",CROWN INTEGRATED SERVICES LTD,1283022-1013-59148-20893874-1-2024,247025.73
Home Office,Home Office,15/01/2024,ADVICE,"STARS -  Science, Technology, Analysis, Research & Strategy",GRESTON ASSOCIATES LTD,1283022-131-2023-524581-9404866-1-2024,112858.39
Home Office,Home Office,15/01/2024,ADVICE,"STARS -  Science, Technology, Analysis, Research & Strategy",OFFICE OF THE POLICE & CRIME COMMISSIONER FOR SUFFOLK,1771141-9422006930-101704-8427772-1-2024,84277.72
Home Office,Home Office,15/01/2024,ADVICE,"STARS -  Science, Technology, Analysis, Research & Strategy",SMART ACCOMMODATION FOR RESIDENTIAL COMPLEXES COMPANY,1283022-000754-566980-220000-1-2024,220000
Home Office,Home Office,16/01/2024,CONTINGENT LABOUR OTHER,"STARS -  Science, Technology, Analysis, Research & Strategy",ALEXANDER MANN SOLUTIONS LTD,1805055-2955329-560478-296582-1-2024,3558.99
Home Office,Home Office,16/01/2024,ADVICE,"STARS -  Science, Technology, Analysis, Research & Strategy",DELOITTE LLP,1295051-8004346636-112904-589875-1-2024,70785
Home Office,Home Office,16/01/2024,MOBILE PHONES,"STARS -  Science, Technology, Analysis, Research & Strategy",FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE,1771142-20012712-113026-1443-1-2024,14.43
Home Office,Home Office,16/01/2024,RECHARGE COST,"STARS -  Science, Technology, Analysis, Research & Strategy",FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE,1444089-20012712-113026-2945-1-2024,29.45
Home Office,Home Office,16/01/2024,OTHER,"STARS -  Science, Technology, Analysis, Research & Strategy",FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE,1771142-20012712-113026-11801-1-2024,118.01
Home Office,Home Office,16/01/2024,CATERING & HOSPITALITY,"STARS -  Science, Technology, Analysis, Research & Strategy",FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE,1771142-20012712-113026-1616-1-2024,161.6
Home Office,Home Office,16/01/2024,MOBILE PHONES,"STARS -  Science, Technology, Analysis, Research & Strategy",FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE,1862107-20012712-113026-23231-1-2024,232.31
Home Office,Home Office,16/01/2024,FOREIGN TAXI SERVICES,"STARS -  Science, Technology, Analysis, Research & Strategy",FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE,1771142-20012712-113026-31477-1-2024,314.77
Home Office,Home Office,16/01/2024,FOREIGN SUBSISTENCE,"STARS -  Science, Technology, Analysis, Research & Strategy",FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE,1771142-20012712-113026-75408-1-2024,754.08
Home Office,Home Office,16/01/2024,OTHER FOREIGN TRAVEL,"STARS -  Science, Technology, Analysis, Research & Strategy",FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE,1771142-20012712-113026-160298-1-2024,1602.98
Home Office,Home Office,16/01/2024,RECHARGE COST,"STARS -  Science, Technology, Analysis, Research & Strategy",FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE,1771142-20012712-113026-552456-1-2024,5524.56
