Auth,Proclass,Supplier,Date,Dept,Invoiced
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,United Response Services Ltd,45098,Health and Adult Care (formerly OCO),1948.6
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,United Response Services Ltd,45098,Health and Adult Care (formerly OCO),1963.6
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,United Response Services Ltd,45098,Health and Adult Care (formerly OCO),2016.66
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,United Response Services Ltd,45098,Health and Adult Care (formerly OCO),2681.28
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,United Response Services Ltd,45098,Health and Adult Care (formerly OCO),2688.88
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,United Response Services Ltd,45098,Health and Adult Care (formerly OCO),3154.36
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,United Response Services Ltd,45098,Health and Adult Care (formerly OCO),3154.36
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,United Response Services Ltd,45098,Health and Adult Care (formerly OCO),3980.25
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,United Response Services Ltd,45098,Health and Adult Care (formerly OCO),4175.56
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,United Response Services Ltd,45098,Health and Adult Care (formerly OCO),4351.74
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,United Response Services Ltd,45098,Health and Adult Care (formerly OCO),4829.37
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,United Response Services Ltd,45098,Health and Adult Care (formerly OCO),5307
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,United Response Services Ltd,45098,Health and Adult Care (formerly OCO),5567.41
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,United Response Services Ltd,45098,Health and Adult Care (formerly OCO),5802.32
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,United Response Services Ltd,45098,Health and Adult Care (formerly OCO),6203.68
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,United Response Services Ltd,45098,Health and Adult Care (formerly OCO),6203.68
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,United Response Services Ltd,45098,Health and Adult Care (formerly OCO),6439.16
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Valorum Care Limited,45098,Health and Adult Care (formerly OCO),3518.76
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Valorum Care Limited,45098,Health and Adult Care (formerly OCO),5000.04
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Valorum Care Limited,45098,Health and Adult Care (formerly OCO),5573.16
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Voyage Care,45098,Health and Adult Care (formerly OCO),2509.52
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Voyage Care,45098,Health and Adult Care (formerly OCO),9885.16
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Voyage Ltd,45098,Health and Adult Care (formerly OCO),1267.38
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Voyage Ltd,45098,Health and Adult Care (formerly OCO),2534.76
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Voyage Ltd,45098,Health and Adult Care (formerly OCO),2534.76
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Voyage Ltd,45098,Health and Adult Care (formerly OCO),2534.76
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Voyage Ltd,45098,Health and Adult Care (formerly OCO),2752.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Voyage Ltd,45098,Health and Adult Care (formerly OCO),5505.6
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Voyage Ltd,45098,Health and Adult Care (formerly OCO),5505.6
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Voyage Ltd,45098,Health and Adult Care (formerly OCO),5505.6
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Wellington Healthcare (Arden) Ltd t/a Carders Court,45098,Health and Adult Care (formerly OCO),2193.6
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Wellington Healthcare (Arden) Ltd t/a Carders Court,45098,Health and Adult Care (formerly OCO),2193.6
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Wellington Healthcare (Arden) Ltd t/a Carders Court,45098,Health and Adult Care (formerly OCO),2253.6
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Wellington Healthcare (Arden) Ltd t/a Carders Court,45098,Health and Adult Care (formerly OCO),2292
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Wellington Healthcare (Arden) Ltd t/a Carders Court,45098,Health and Adult Care (formerly OCO),2292
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Wellington Healthcare (Arden) Ltd t/a Carders Court,45098,Health and Adult Care (formerly OCO),2292
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Wellington Healthcare (Arden) Ltd t/a Carders Court,45098,Health and Adult Care (formerly OCO),2311.6
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Wellington Healthcare (Arden) Ltd t/a Carders Court,45098,Health and Adult Care (formerly OCO),2700
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Wellington Healthcare (Arden) Ltd t/a Carders Court,45098,Health and Adult Care (formerly OCO),3169.71
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Whitefield House Ltd,45098,Health and Adult Care (formerly OCO),850.97
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Whitefield House Ltd,45098,Health and Adult Care (formerly OCO),1215.44
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Whitefield House Ltd,45098,Health and Adult Care (formerly OCO),1328.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Whitefield House Ltd,45098,Health and Adult Care (formerly OCO),1446.16
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Whitefield House Ltd,45098,Health and Adult Care (formerly OCO),1489.2
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Whitefield House Ltd,45098,Health and Adult Care (formerly OCO),1489.2
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Whitefield House Ltd,45098,Health and Adult Care (formerly OCO),1489.2
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Whitefield House Ltd,45098,Health and Adult Care (formerly OCO),1588.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Whitefield House Ltd,45098,Health and Adult Care (formerly OCO),2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Whitefield House Ltd,45098,Health and Adult Care (formerly OCO),2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Whitefield House Ltd,45098,Health and Adult Care (formerly OCO),2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Whitefield House Ltd,45098,Health and Adult Care (formerly OCO),2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Whitefield House Ltd,45098,Health and Adult Care (formerly OCO),2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Whitefield House Ltd,45098,Health and Adult Care (formerly OCO),2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Whitefield House Ltd,45098,Health and Adult Care (formerly OCO),2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Whitefield House Ltd,45098,Health and Adult Care (formerly OCO),2651.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Whitefield House Ltd,45098,Health and Adult Care (formerly OCO),3462.76
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Whitefield House Ltd,45098,Health and Adult Care (formerly OCO),11520
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Wings Care (North West) LLP,45098,Health and Adult Care (formerly OCO),4527.12
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Dept For Work & Pensions,45099,Non-Service Specific,688
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Dept For Work & Pensions,45091,Non-Service Specific,743
Bury Metropolitan Borough Council,Sports / Playground Equipment and Maintenance,TRUTURF,45104,Department of Operations,541.67
Bury Metropolitan Borough Council,Sports / Playground Equipment and Maintenance,TRUTURF,45104,Department of Operations,541.67
Bury Metropolitan Borough Council,Sports / Playground Equipment and Maintenance,TRUTURF,45104,Department of Operations,541.67
Bury Metropolitan Borough Council,Sports / Playground Equipment and Maintenance,TRUTURF,45078,Department of Operations,541.67
Bury Metropolitan Borough Council,Sports / Playground Equipment and Maintenance,TRUTURF,45078,Department of Operations,541.67
Bury Metropolitan Borough Council,Sports / Playground Equipment and Maintenance,TRUTURF,45078,Department of Operations,541.67
Bury Metropolitan Borough Council,Sports / Playground Equipment and Maintenance,House Martins Care Ltd,45098,Health and Adult Care (formerly OCO),6548.96
Bury Metropolitan Borough Council,Stationery,jrcreative,45078,"Business, Growth & Infrastructure",720
Bury Metropolitan Borough Council,Stationery,Newsquest Media Group Ltd,45103,"Business, Growth & Infrastructure",549.78
Bury Metropolitan Borough Council,Stationery,Newsquest Media Group Ltd,45097,"Business, Growth & Infrastructure",706.86
Bury Metropolitan Borough Council,Stationery,Newsquest Media Group Ltd,45079,"Business, Growth & Infrastructure",785.4
Bury Metropolitan Borough Council,Stationery,Newsquest Media Group Ltd,45092,Children & Young People,1300
Bury Metropolitan Borough Council,Stationery,Andrew Jenner Ltd t/a RCD,45091,Corporate Core Services,17061
Bury Metropolitan Borough Council,Stationery,Branded Items Group ltd,45099,Department of Operations,1761.5
Bury Metropolitan Borough Council,Stationery,Bury Signs Ltd,45082,Department of Operations,555
Bury Metropolitan Borough Council,Stationery,Jenkinsons Office Supplies,45097,Department of Operations,7377.6
Bury Metropolitan Borough Council,Stationery,Newsquest Media Group Ltd,45086,Department of Operations,510.51
Bury Metropolitan Borough Council,Stationery,Newsquest Media Group Ltd,45105,Department of Operations,659.54
Bury Metropolitan Borough Council,Stationery,Newsquest Media Group Ltd,45098,Department of Operations,667.59
Bury Metropolitan Borough Council,Stationery,Newsquest Media Group Ltd,45105,Department of Operations,706.86
Bury Metropolitan Borough Council,Stationery,Newsquest Media Group Ltd,45086,Department of Operations,756.42
Bury Metropolitan Borough Council,Stationery,Newsquest Media Group Ltd,45086,Department of Operations,824.67
Bury Metropolitan Borough Council,Stationery,Newsquest Media Group Ltd,45086,Department of Operations,1099.56
Bury Metropolitan Borough Council,Stationery,Ulverscroft Large Print Books Ltd,45093,Department of Operations,551.04
Bury Metropolitan Borough Council,Stationery,Ulverscroft Large Print Books Ltd,45092,Department of Operations,559.04
Bury Metropolitan Borough Council,Stationery,J McGrath Media (UK) Ltd,45086,Health and Adult Care (formerly OCO),1131.45
