Auth,Proclass,Supplier,Date,Dept,Cost,Invoiced
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Nazareth Care Charitable Trust (NCCT),45210,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Nazareth Care Charitable Trust (NCCT),45210,Health and Adult Care (formerly OCO),Community Care - Older Peoples Mental Health Team,2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Nazareth Care Charitable Trust (NCCT),45210,Health and Adult Care (formerly OCO),Community Care - North INT,2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Nazareth Care Charitable Trust (NCCT),45210,Health and Adult Care (formerly OCO),Community Care - Bury East INT,2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Nazareth Care Charitable Trust (NCCT),45210,Health and Adult Care (formerly OCO),Community Care - Hospital Social Work Team,2812
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Nazareth Care Charitable Trust (NCCT),45210,Health and Adult Care (formerly OCO),Community Care - Bury East INT,2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Nazareth Care Charitable Trust (NCCT),45210,Health and Adult Care (formerly OCO),Community Care - Bury East INT,2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Nazareth Care Charitable Trust (NCCT),45210,Health and Adult Care (formerly OCO),Community Care - Hospital Social Work Team,2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,N-Compass Towards a Brighter Future Ltd,45205,Health and Adult Care (formerly OCO),Advocacy Service,13099.75
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,N-Compass Towards a Brighter Future Ltd,45205,Health and Adult Care (formerly OCO),Carers Service,16337.25
Bury Metropolitan Borough Council,ICT,NEC Software Solutions UK Limited,45226,Corporate Core Finance,Revenues billing & Recovery,1312.5
Bury Metropolitan Borough Council,ICT,NEC Software Solutions UK Limited,45226,Corporate Core Finance,Benefits,1312.5
Bury Metropolitan Borough Council,ICT,NEC Software Solutions UK Limited,45230,Corporate Core Finance,Benefits,1312.5
Bury Metropolitan Borough Council,ICT,NEC Software Solutions UK Limited,45230,Corporate Core Finance,Revenues billing & Recovery,1312.5
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Nest Woodland Adventures Ltd,45218,Children & Young People,DFE Individual Grants,6700
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,New Horizons (Stockport) Ltd,45203,Children & Young People,Childrens Residential,17016.9
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,New Horizons (Stockport) Ltd,45203,Children & Young People,Childrens Residential,15859.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,New Horizons (Stockport) Ltd,45210,Children & Young People,Childrens Residential,17584.13
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,New Horizons (Stockport) Ltd,45210,Children & Young People,Childrens Residential,16388.46
Bury Metropolitan Borough Council,Art & Leisure Services,New Springs Community Project Group,45218,Children & Young People,DFE Individual Grants,2539.5
Bury Metropolitan Borough Council,Stationery,Newsquest Media Group Ltd,45202,Department of Operations,Traffic Management Works account,599.52
Bury Metropolitan Borough Council,Stationery,Newsquest Media Group Ltd,45208,"Business, Growth & Infrastructure",Development Management,667.59
Bury Metropolitan Borough Council,Stationery,Newsquest Media Group Ltd,45222,Department of Operations,Traffic Management Works account,981.75
Bury Metropolitan Borough Council,Stationery,Newsquest Media Group Ltd,45222,Department of Operations,Traffic Management Works account,981.75
Bury Metropolitan Borough Council,Stationery,Newsquest Media Group Ltd,45222,Department of Operations,Traffic Management Works account,568.24
Bury Metropolitan Borough Council,Stationery,Newsquest Media Group Ltd,45222,Department of Operations,Traffic Management Works account,570.59
Bury Metropolitan Borough Council,Stationery,Newsquest Media Group Ltd,45222,Department of Operations,Traffic Management Works account,860.99
Bury Metropolitan Borough Council,Stationery,Newsquest Media Group Ltd,45229,"Business, Growth & Infrastructure",Development Management,785.4
Bury Metropolitan Borough Council,Stationery,Newsquest Media Group Ltd,45229,Department of Operations,Traffic Management Works account,706.86
Bury Metropolitan Borough Council,Stationery,Newsquest Media Group Ltd,45229,Department of Operations,Traffic Management Works account,903.21
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Next Chapter Healthcare Ltd,45217,Health and Adult Care (formerly OCO),Community Care - Bury East INT,1193
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Next Chapter Healthcare Ltd,45217,Health and Adult Care (formerly OCO),Community Care - Bury East INT,1391.88
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Next Chapter Healthcare Ltd,45217,Health and Adult Care (formerly OCO),Community Care - Bury West INT,2226.96
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Next Chapter Healthcare Ltd,45217,Health and Adult Care (formerly OCO),Community Care - Bury West INT,1193
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Next Chapter Healthcare Ltd,45217,Health and Adult Care (formerly OCO),Community Care - Bury West INT,1391.88
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Next Chapter Healthcare Ltd,45217,Health and Adult Care (formerly OCO),Community Care - Bury West INT,2226.96
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Next Chapter Healthcare Ltd,45217,Health and Adult Care (formerly OCO),Community Care - Bury West INT,1193
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Next Chapter Healthcare Ltd,45217,Health and Adult Care (formerly OCO),Community Care - Bury East INT,2226.96
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Next Chapter Healthcare Ltd,45217,Health and Adult Care (formerly OCO),Community Care - Bury West INT,1391.88
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Next Chapter Healthcare Ltd,45217,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,2226.96
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Next Chapter Healthcare Ltd,45217,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,1193
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Next Chapter Healthcare Ltd,45217,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,1391.88
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,"Next Stage ""A Way Forward"" 4 Life Ltd",45210,Children & Young People,Through Care Support Costs,6239.99
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,"Next Stage ""A Way Forward"" 4 Life Ltd",45215,Children & Young People,Through Care Support Costs,5580
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,"Next Stage ""A Way Forward"" 4 Life Ltd",45215,Children & Young People,Through Care Support Costs,1811.61
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,"Next Stage ""A Way Forward"" Ltd",45212,Health and Adult Care (formerly OCO),Community Care - Bury East INT,990.64
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,"Next Stage ""A Way Forward"" Ltd",45212,Health and Adult Care (formerly OCO),Community Care - Bury East INT,990.64
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,"Next Stage ""A Way Forward"" Ltd",45212,Health and Adult Care (formerly OCO),Community Care - Bury East INT,990.64
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,"Next Stage ""A Way Forward"" Ltd",45217,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,1558.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,"Next Stage ""A Way Forward"" Ltd",45217,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,654.92
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,"Next Stage ""A Way Forward"" Ltd",45217,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,1590.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,"Next Stage ""A Way Forward"" Ltd",45217,Health and Adult Care (formerly OCO),Community Care - Bury East INT,1669.92
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,"Next Stage ""A Way Forward"" Ltd",45217,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,1789.52
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,"Next Stage ""A Way Forward"" Ltd",45217,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,735.69
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,"Next Stage ""A Way Forward"" Ltd",45217,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,556.74
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,"Next Stage ""A Way Forward"" Ltd",45217,Health and Adult Care (formerly OCO),Community Care - Bury East INT,1558.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,"Next Stage ""A Way Forward"" Ltd",45217,Health and Adult Care (formerly OCO),Community Care - Bury East INT,654.92
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,"Next Stage ""A Way Forward"" Ltd",45217,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,1214.68
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,"Next Stage ""A Way Forward"" Ltd",45217,Health and Adult Care (formerly OCO),Community Care - Bury East INT,795.2
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,"Next Stage ""A Way Forward"" Ltd",45217,Health and Adult Care (formerly OCO),Community Care - North INT,1558.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,"Next Stage ""A Way Forward"" Ltd",45217,Health and Adult Care (formerly OCO),Community Care - North INT,654.92
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,"Next Stage ""A Way Forward"" Ltd",45217,Health and Adult Care (formerly OCO),Community Care - North INT,2226.56
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,"Next Stage ""A Way Forward"" Ltd",45217,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,636.16
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,"Next Stage ""A Way Forward"" Ltd",45217,Health and Adult Care (formerly OCO),Community Care - Bury East INT,654.92
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,"Next Stage ""A Way Forward"" Ltd",45217,Health and Adult Care (formerly OCO),Community Care - Bury East INT,1113.28
