Transparency Report August 2024,,,,,,,,
Body Name,Service Code,Service Label,Exp Code,Exp Category Code,Date,Transaction Number,Supplier Name,Sum of Amount
Stoke City Council,4CAF,Children and Family Services,EG218,6EG1,45520,SOT1110258,Chris Hamriding Estate Agents,2139.84
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,6EG1,45505,SOT1105952,CHRISTCHURCH COURT,4359.2
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,6EG1,45519,SOT1109819,CHRISTCHURCH COURT,4359.2
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,6EG1,45533,SOT1115981,CHRISTCHURCH COURT,4359.2
Stoke City Council,4HGDC,"Housing, Development & Growth Capital",QXWBE,6XFE,45506,SOT1104474,Christopher Taylor Design Ltd,1000
Stoke City Council,4HGDC,"Housing, Development & Growth Capital",QXWBE,6XFE,45518,SOT1109374,Christopher Taylor Design Ltd,762.6
Stoke City Council,4STAR,Strategy & Resources,AA700,6AA7,45513,SOT1100358,Christrock Enterprise Limited,6300
Stoke City Council,4CAF,Children and Family Services,eg183,6EG1,45520,SOT1107671,Church of the Ascension PCC,552
Stoke City Council,4HDG,"Housing, Development & Growth",DC101,6DC1,45525,SOT1110871,CID Trading Ltd T/A CID Group,654
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,6EG1,45505,SOT1105982,Cima Care Burton Ltd - The Pines,10898
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,6EG1,45519,SOT1109845,Cima Care Burton Ltd - The Pines,10898
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,6EG1,45533,SOT1116006,Cima Care Burton Ltd - The Pines,10898
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,6EG1,45505,SOT1105996,Cinnabar Support and Living Ltd,1618.2
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,6EG1,45519,SOT1109859,Cinnabar Support and Living Ltd,1618.2
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,6EG1,45533,SOT1116019,Cinnabar Support and Living Ltd,1618.2
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,6EG1,45505,SOT1105996,Cinnabar Support and Living Ltd,1618.2
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,6EG1,45519,SOT1109859,Cinnabar Support and Living Ltd,1618.2
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,6EG1,45533,SOT1116019,Cinnabar Support and Living Ltd,1618.2
Stoke City Council,4CAF,Children and Family Services,DH105,6DH1,45509,SOT1079344,City & Guilds Of London Institute,-900
Stoke City Council,4CAF,Children and Family Services,DH105,6DH1,45509,SOT1105206,City & Guilds Of London Institute,1501.5
Stoke City Council,4CAF,Children and Family Services,CC109,6CC1,45506,SOT1106231,City Cabs Buses and Coaches Ltd,632
Stoke City Council,4CAF,Children and Family Services,CC109,6CC1,45506,SOT1106231,City Cabs Buses and Coaches Ltd,2543.75
Stoke City Council,4CAF,Children and Family Services,CC109,6CC1,45506,SOT1106231,City Cabs Buses and Coaches Ltd,698.83
Stoke City Council,4CAF,Children and Family Services,CC109,6CC1,45506,SOT1106232,City Cabs Buses and Coaches Ltd,750.5
Stoke City Council,4CAF,Children and Family Services,CC109,6CC1,45506,SOT1106232,City Cabs Buses and Coaches Ltd,44268
Stoke City Council,4CAF,Children and Family Services,CC109,6CC1,45506,SOT1106232,City Cabs Buses and Coaches Ltd,8300.67
Stoke City Council,4CAF,Children and Family Services,CC109,6CC1,45518,SOT1108959,City Cabs Buses and Coaches Ltd,671.5
Stoke City Council,4CAF,Children and Family Services,CC109,6CC1,45518,SOT1108959,City Cabs Buses and Coaches Ltd,2643.5
Stoke City Council,4CAF,Children and Family Services,CC109,6CC1,45518,SOT1108959,City Cabs Buses and Coaches Ltd,532.83
Stoke City Council,4CAF,Children and Family Services,CC109,6CC1,45520,SOT1110079,City Cabs Buses and Coaches Ltd,-812.5
Stoke City Council,4CAF,Children and Family Services,CC109,6CC1,45520,SOT1110080,City Cabs Buses and Coaches Ltd,33742.5
Stoke City Council,4CAF,Children and Family Services,CC109,6CC1,45520,SOT1110080,City Cabs Buses and Coaches Ltd,6420.33
Stoke City Council,4CAF,Children and Family Services,eg217,6EG1,45506,SOT1106231,City Cabs Buses and Coaches Ltd,1987.5
Stoke City Council,4CAF,Children and Family Services,eg217,6EG1,45506,SOT1106231,City Cabs Buses and Coaches Ltd,1911.75
Stoke City Council,4CAF,Children and Family Services,eg217,6EG1,45506,SOT1106232,City Cabs Buses and Coaches Ltd,1205
Stoke City Council,4CAF,Children and Family Services,eg217,6EG1,45518,SOT1108959,City Cabs Buses and Coaches Ltd,1509
Stoke City Council,4CAF,Children and Family Services,eg217,6EG1,45518,SOT1108959,City Cabs Buses and Coaches Ltd,1972
Stoke City Council,4CAF,Children and Family Services,eg217,6EG1,45520,SOT1110080,City Cabs Buses and Coaches Ltd,1740
Stoke City Council,4DSG,Dedicated Schools Grant,EC105,6EC1,45506,SOT1106232,City Cabs Buses and Coaches Ltd,1380
Stoke City Council,4DSG,Dedicated Schools Grant,EC105,6EC1,45520,SOT1110080,City Cabs Buses and Coaches Ltd,1035
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,CC109,6CC1,45506,SOT1106231,City Cabs Buses and Coaches Ltd,3531.67
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,CC109,6CC1,45506,SOT1106232,City Cabs Buses and Coaches Ltd,3553.33
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,CC109,6CC1,45518,SOT1108959,City Cabs Buses and Coaches Ltd,3296.67
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,CC109,6CC1,45520,SOT1110080,City Cabs Buses and Coaches Ltd,3794.67
Stoke City Council,4CAF,Children and Family Services,CC109,6CC1,45520,SOT1110060,City Centre Central,20494
Stoke City Council,4CAF,Children and Family Services,CC109,6CC1,45520,SOT1110060,City Centre Central,2970
Stoke City Council,4CAF,Children and Family Services,CC109,6CC1,45520,SOT1110062,City Centre Central,1548.31
Stoke City Council,4DSG,Dedicated Schools Grant,EC105,6EC1,45520,SOT1110060,City Centre Central,2580
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,CC109,6CC1,45520,SOT1110060,City Centre Central,1000
Stoke City Council,4CAF,Children and Family Services,CC109,6CC1,45523,SOT1110575,City of Wolverhampton Council,1149.12
Stoke City Council,4HDG,"Housing, Development & Growth",DE105,6DE1,45534,SOT1116161,Civica Uk Ltd,57750
Stoke City Council,4CAF,Children and Family Services,EA147,6EA1,45532,SOT1114390,Clay Housing,3454.29
Stoke City Council,4CAF,Children and Family Services,EA147,6EA1,45532,SOT1114391,Clay Housing,3985.71
Stoke City Council,4CAF,Children and Family Services,EA147,6EA1,45532,SOT1114393,Clay Housing,979.2
Stoke City Council,4CAF,Children and Family Services,EA147,6EA1,45532,SOT1114394,Clay Housing,7595
Stoke City Council,4CAF,Children and Family Services,EG133,6EG1,45532,SOT1114392,Clay Housing,4871.43
Stoke City Council,4DSG,Dedicated Schools Grant,EC105,6EC1,45509,SOT1106413,Clayton Hall Academy/South Newcastle Trust,1440
Stoke City Council,4DSG,Dedicated Schools Grant,EC105,6EC1,45534,SOT1116116,Clayton Hall Academy/South Newcastle Trust,666.66
Stoke City Council,4PUBH,Public Health,BH100,6BH1,45511,SOT1106095,Cleaning & Hygiene Dist. Ltd,668.92
Stoke City Council,4HGDC,"Housing, Development & Growth Capital",QXWRC,6XW,45532,SOT1103346,Closomat Ltd,-4025
Stoke City Council,4HGDC,"Housing, Development & Growth Capital",QXWRC,6XW,45532,SOT1103347,Closomat Ltd,4607
Stoke City Council,4HGDC,"Housing, Development & Growth Capital",QXWRC,6XW,45532,SOT1115198,Closomat Ltd,3840
Stoke City Council,4CAFSC,Children & Family services CAP,QXABE,6XL,45532,SOT1114228,Clowes & Co Solicitors,1010
Stoke City Council,4HRADRC,Housing Development and Regen Capital,QXWLE,6XFE,45532,SOT1088791,Collington Winter Environmental Limited,1000
Stoke City Council,4CAF,Children and Family Services,AA700,6AA7,45520,SOT1109891,Comensura Ltd,779.1
Stoke City Council,4CAF,Children and Family Services,AA700,6AA7,45520,SOT1109891,Comensura Ltd,774.78
Stoke City Council,4CAF,Children and Family Services,AA700,6AA7,45520,SOT1109891,Comensura Ltd,12785.79
Stoke City Council,4CAF,Children and Family Services,AA700,6AA7,45520,SOT1109891,Comensura Ltd,12278.92
Stoke City Council,4CAF,Children and Family Services,AA700,6AA7,45520,SOT1109891,Comensura Ltd,10384.99
Stoke City Council,4CAF,Children and Family Services,AA700,6AA7,45520,SOT1109891,Comensura Ltd,3168.3999999999996
Stoke City Council,4CAF,Children and Family Services,AA700,6AA7,45520,SOT1109891,Comensura Ltd,1844.75
Stoke City Council,4CAF,Children and Family Services,AA700,6AA7,45520,SOT1109891,Comensura Ltd,515.12
Stoke City Council,4CAF,Children and Family Services,AA700,6AA7,45520,SOT1109891,Comensura Ltd,718.86
Stoke City Council,4CAF,Children and Family Services,AA700,6AA7,45520,SOT1109957,Comensura Ltd,701.49
Stoke City Council,4CAF,Children and Family Services,AA700,6AA7,45520,SOT1109957,Comensura Ltd,13642.080000000002
Stoke City Council,4CAF,Children and Family Services,AA700,6AA7,45520,SOT1109957,Comensura Ltd,2656.92
Stoke City Council,4CAF,Children and Family Services,AA700,6AA7,45520,SOT1109957,Comensura Ltd,19177.96
Stoke City Council,4CAF,Children and Family Services,AA700,6AA7,45520,SOT1109957,Comensura Ltd,11427.77
Stoke City Council,4CAF,Children and Family Services,AA700,6AA7,45520,SOT1109957,Comensura Ltd,2950.38
Stoke City Council,4CAF,Children and Family Services,AA700,6AA7,45520,SOT1109957,Comensura Ltd,1844.75
Stoke City Council,4CAF,Children and Family Services,AA700,6AA7,45520,SOT1109957,Comensura Ltd,1198.12
Stoke City Council,4CAF,Children and Family Services,AA700,6AA7,45520,SOT1110263,Comensura Ltd,13129.08
Stoke City Council,4CAF,Children and Family Services,AA700,6AA7,45520,SOT1110263,Comensura Ltd,4428.2
Stoke City Council,4CAF,Children and Family Services,AA700,6AA7,45520,SOT1110263,Comensura Ltd,17218.5
Stoke City Council,4CAF,Children and Family Services,AA700,6AA7,45520,SOT1110263,Comensura Ltd,7817.33
Stoke City Council,4CAF,Children and Family Services,AA700,6AA7,45520,SOT1110263,Comensura Ltd,3719.96
Stoke City Council,4CAF,Children and Family Services,AA700,6AA7,45520,SOT1110263,Comensura Ltd,1844.75
Stoke City Council,4CAF,Children and Family Services,AA700,6AA7,45520,SOT1110263,Comensura Ltd,506.53
Stoke City Council,4CAF,Children and Family Services,AA700,6AA7,45520,SOT1110263,Comensura Ltd,1198.12
Stoke City Council,4CAF,Children and Family Services,AA700,6AA7,45520,SOT1110263,Comensura Ltd,987.1
Stoke City Council,4CAF,Children and Family Services,AA700,6AA7,45520,SOT1110264,Comensura Ltd,816.2
Stoke City Council,4CAF,Children and Family Services,AA700,6AA7,45520,SOT1110264,Comensura Ltd,1564.01
Stoke City Council,4CAF,Children and Family Services,AA700,6AA7,45520,SOT1110264,Comensura Ltd,13072.94
Stoke City Council,4CAF,Children and Family Services,AA700,6AA7,45520,SOT1110264,Comensura Ltd,4428.2
Stoke City Council,4CAF,Children and Family Services,AA700,6AA7,45520,SOT1110264,Comensura Ltd,15377.07
Stoke City Council,4CAF,Children and Family Services,AA700,6AA7,45520,SOT1110264,Comensura Ltd,11319.23
Stoke City Council,4CAF,Children and Family Services,AA700,6AA7,45520,SOT1110264,Comensura Ltd,3255.63
Stoke City Council,4CAF,Children and Family Services,AA700,6AA7,45520,SOT1110264,Comensura Ltd,1844.75
Stoke City Council,4CAF,Children and Family Services,AA700,6AA7,45520,SOT1110264,Comensura Ltd,609.56
Stoke City Council,4CAF,Children and Family Services,AA700,6AA7,45520,SOT1110264,Comensura Ltd,1198.12
Stoke City Council,4CAF,Children and Family Services,AA700,6AA7,45520,SOT1110264,Comensura Ltd,9001.68
Stoke City Council,4CAF,Children and Family Services,AA700,6AA7,45534,SOT1116202,Comensura Ltd,556.5
Stoke City Council,4CAF,Children and Family Services,AA700,6AA7,45534,SOT1116202,Comensura Ltd,12884.880000000001
Stoke City Council,4CAF,Children and Family Services,AA700,6AA7,45534,SOT1116202,Comensura Ltd,4428.2
Stoke City Council,4CAF,Children and Family Services,AA700,6AA7,45534,SOT1116202,Comensura Ltd,15492.809999999998
Stoke City Council,4CAF,Children and Family Services,AA700,6AA7,45534,SOT1116202,Comensura Ltd,16746.99
Stoke City Council,4CAF,Children and Family Services,AA700,6AA7,45534,SOT1116202,Comensura Ltd,1642.06
Stoke City Council,4CAF,Children and Family Services,AA700,6AA7,45534,SOT1116202,Comensura Ltd,1844.75
Stoke City Council,4CAF,Children and Family Services,AA700,6AA7,45534,SOT1116202,Comensura Ltd,515.12
Stoke City Council,4CAF,Children and Family Services,AA700,6AA7,45534,SOT1116202,Comensura Ltd,1198.12
Stoke City Council,4CAF,Children and Family Services,AA700,6AA7,45534,SOT1116202,Comensura Ltd,9001.68
Stoke City Council,4CITD,City Director,aa100,6AA1,45520,SOT1109957,Comensura Ltd,3988.6
Stoke City Council,4CITD,City Director,AA700,6AA7,45520,SOT1109891,Comensura Ltd,4525.6
Stoke City Council,4CITD,City Director,AA700,6AA7,45520,SOT1109891,Comensura Ltd,3918.64
Stoke City Council,4CITD,City Director,AA700,6AA7,45520,SOT1109957,Comensura Ltd,5031.740000000001
Stoke City Council,4CITD,City Director,AA700,6AA7,45520,SOT1110263,Comensura Ltd,7940.84
Stoke City Council,4CITD,City Director,AA700,6AA7,45520,SOT1110263,Comensura Ltd,3872
Stoke City Council,4CITD,City Director,AA700,6AA7,45520,SOT1110264,Comensura Ltd,4584.96
Stoke City Council,4CITD,City Director,AA700,6AA7,45520,SOT1110264,Comensura Ltd,3872
Stoke City Council,4CITD,City Director,AA700,6AA7,45534,SOT1116202,Comensura Ltd,2593.85
Stoke City Council,4CITD,City Director,AA700,6AA7,45534,SOT1116202,Comensura Ltd,8399.830000000002
Stoke City Council,4CITD,City Director,AA700,6AA7,45534,SOT1116202,Comensura Ltd,3988.6
Stoke City Council,4CITD,City Director,DE105,6DE1,45520,SOT1109891,Comensura Ltd,2529.52
Stoke City Council,4CITD,City Director,DE105,6DE1,45520,SOT1110263,Comensura Ltd,1264.76
Stoke City Council,4DSG,Dedicated Schools Grant,AA700,6AA7,45520,SOT1109891,Comensura Ltd,626.98
Stoke City Council,4DSG,Dedicated Schools Grant,AA700,6AA7,45520,SOT1110263,Comensura Ltd,618.8
Stoke City Council,4DSG,Dedicated Schools Grant,AA700,6AA7,45520,SOT1110264,Comensura Ltd,618.8
Stoke City Council,4DSG,Dedicated Schools Grant,AA700,6AA7,45520,SOT1110264,Comensura Ltd,1253.96
Stoke City Council,4HDG,"Housing, Development & Growth",AA700,6AA7,45520,SOT1109891,Comensura Ltd,1653.2
Stoke City Council,4HDG,"Housing, Development & Growth",AA700,6AA7,45520,SOT1109891,Comensura Ltd,1870
Stoke City Council,4HDG,"Housing, Development & Growth",AA700,6AA7,45520,SOT1109891,Comensura Ltd,874.4
Stoke City Council,4HDG,"Housing, Development & Growth",AA700,6AA7,45520,SOT1109891,Comensura Ltd,2384.2
Stoke City Council,4HDG,"Housing, Development & Growth",AA700,6AA7,45520,SOT1109891,Comensura Ltd,11336.7
Stoke City Council,4HDG,"Housing, Development & Growth",AA700,6AA7,45520,SOT1109957,Comensura Ltd,1653.19
Stoke City Council,4HDG,"Housing, Development & Growth",AA700,6AA7,45520,SOT1109957,Comensura Ltd,1870
Stoke City Council,4HDG,"Housing, Development & Growth",AA700,6AA7,45520,SOT1109957,Comensura Ltd,2980.25
Stoke City Council,4HDG,"Housing, Development & Growth",AA700,6AA7,45520,SOT1109957,Comensura Ltd,13353.919999999998
Stoke City Council,4HDG,"Housing, Development & Growth",AA700,6AA7,45520,SOT1110263,Comensura Ltd,6042.639999999999
Stoke City Council,4HDG,"Housing, Development & Growth",AA700,6AA7,45520,SOT1110263,Comensura Ltd,1870
Stoke City Council,4HDG,"Housing, Development & Growth",AA700,6AA7,45520,SOT1110263,Comensura Ltd,1694.16
Stoke City Council,4HDG,"Housing, Development & Growth",AA700,6AA7,45520,SOT1110263,Comensura Ltd,520.41
Stoke City Council,4HDG,"Housing, Development & Growth",AA700,6AA7,45520,SOT1110263,Comensura Ltd,2980.25
Stoke City Council,4HDG,"Housing, Development & Growth",AA700,6AA7,45520,SOT1110263,Comensura Ltd,11336.7
Stoke City Council,4HDG,"Housing, Development & Growth",AA700,6AA7,45520,SOT1110264,Comensura Ltd,3847.92
Stoke City Council,4HDG,"Housing, Development & Growth",AA700,6AA7,45520,SOT1110264,Comensura Ltd,1870
Stoke City Council,4HDG,"Housing, Development & Growth",AA700,6AA7,45520,SOT1110264,Comensura Ltd,1530.19
Stoke City Council,4HDG,"Housing, Development & Growth",AA700,6AA7,45520,SOT1110264,Comensura Ltd,559.82
Stoke City Council,4HDG,"Housing, Development & Growth",AA700,6AA7,45520,SOT1110264,Comensura Ltd,2980.25
Stoke City Council,4HDG,"Housing, Development & Growth",AA700,6AA7,45520,SOT1110264,Comensura Ltd,10205.599999999999
Stoke City Council,4HDG,"Housing, Development & Growth",AA700,6AA7,45534,SOT1116202,Comensura Ltd,7678.64
Stoke City Council,4HDG,"Housing, Development & Growth",AA700,6AA7,45534,SOT1116202,Comensura Ltd,1870
Stoke City Council,4HDG,"Housing, Development & Growth",AA700,6AA7,45534,SOT1116202,Comensura Ltd,529.16
Stoke City Council,4HDG,"Housing, Development & Growth",AA700,6AA7,45534,SOT1116202,Comensura Ltd,2980.25
Stoke City Council,4HDG,"Housing, Development & Growth",AA700,6AA7,45534,SOT1116202,Comensura Ltd,6134.2
Stoke City Council,4HGDC,"Housing, Development & Growth Capital",QXPPE,6XFE,45534,SOT1116202,Comensura Ltd,2063.31
Stoke City Council,4HRAHT,Housing Transformation,AA700,6AA7,45520,SOT1109891,Comensura Ltd,2843.25
Stoke City Council,4HRAHT,Housing Transformation,AA700,6AA7,45520,SOT1109957,Comensura Ltd,2558.92
Stoke City Council,4HRAHT,Housing Transformation,AA700,6AA7,45520,SOT1110263,Comensura Ltd,1705.95
Stoke City Council,4HRAHT,Housing Transformation,AA700,6AA7,45520,SOT1110264,Comensura Ltd,2843.25
Stoke City Council,4HRAHT,Housing Transformation,AA700,6AA7,45534,SOT1116202,Comensura Ltd,2843.25
Stoke City Council,4HRAHT,Housing Transformation,GI100,6GI1,45534,SOT1116202,Comensura Ltd,1375.54
Stoke City Council,4PUBH,Public Health,AA700,6AA7,45520,SOT1109891,Comensura Ltd,3559.75
Stoke City Council,4PUBH,Public Health,AA700,6AA7,45520,SOT1109957,Comensura Ltd,3559.75
Stoke City Council,4PUBH,Public Health,AA700,6AA7,45520,SOT1110263,Comensura Ltd,3559.75
Stoke City Council,4PUBH,Public Health,AA700,6AA7,45520,SOT1110264,Comensura Ltd,2847.8
Stoke City Council,4PUBH,Public Health,AA700,6AA7,45534,SOT1116202,Comensura Ltd,1320.32
Stoke City Council,4PUBH,Public Health,AA700,6AA7,45534,SOT1116202,Comensura Ltd,2847.8
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,AA700,6AA7,45520,SOT1109891,Comensura Ltd,5307.84
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,AA700,6AA7,45520,SOT1109891,Comensura Ltd,4131.04
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,AA700,6AA7,45520,SOT1109891,Comensura Ltd,11718.42
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,AA700,6AA7,45520,SOT1109900,Comensura Ltd,34340
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,AA700,6AA7,45520,SOT1109957,Comensura Ltd,8029.87
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,AA700,6AA7,45520,SOT1109957,Comensura Ltd,1159.51
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,AA700,6AA7,45520,SOT1109957,Comensura Ltd,15756.17
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,AA700,6AA7,45520,SOT1110263,Comensura Ltd,4813.51
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,AA700,6AA7,45520,SOT1110263,Comensura Ltd,2546.05
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,AA700,6AA7,45520,SOT1110263,Comensura Ltd,11753.64
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,AA700,6AA7,45520,SOT1110264,Comensura Ltd,4276.57
