Supplier Name,Supplier Code,Transaction Ref/No,Payment Date,Gross Value (Detail),Vat Amount,Service Label,Service code,Expenditure Code,Expenditure Category,Service Division,,Directorate,Directorate Description,Department,Department Description,Sub Team,Sub Team Description
Mcauley Mount Care Home,1003852,48046,30/06/2023,"1,128.30",0,Residential Placements,20391,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Thornton Care Ltd (Thornton Lodge),1000389,48047,30/06/2023,"1,196.76",0,Residential Placements,20220,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Parkview Care Home,1003955,48048,30/06/2023,778.66,0,Nursing Placements,20434,64506,Nursing Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Qualia Care Ltd T/A Gilwood Lodge,1002847,48049,30/06/2023,"1,066.90",0,Nursing Placements,20167,64506,Nursing Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Moriah House Limited,1004036,48051,30/06/2023,818.56,0,Residential Placements,20232,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Thornlea Care Home,1000090,48052,30/06/2023,485.86,0,Residential Placements,20474,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Barchester Healthcare,1000278,48054,30/06/2023,"1,450.50",0,Nursing Placements,20455,64506,Nursing Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Arc Community Care Ltd - Rosehaven,1002967,48055,30/06/2023,874.62,0,Residential Placements,20435,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Pnp Care Homes Ltd,1003031,48056,30/06/2023,855.34,0,Residential Placements,20220,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Nightingales Care Limited,1000201,48057,30/06/2023,"2,336.74",0,Nursing Placements,20167,64506,Nursing Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Highcroft Care Blackpool Ltd,1000184,48058,30/06/2023,904.62,0,Residential Placements,20232,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Bupa Care Homes (Gl)  Limited - Mount Hall,1004097,48059,30/06/2023,401.38,0,Residential Placements,20391,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Thornlea Care Home,1000090,48060,30/06/2023,764.86,0,Residential Placements,20474,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Arrowsmith Rest Home Ltd -Westfield Rest Home,1000301,48061,30/06/2023,918.32,0,Residential Placements,20232,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Annacliffe Residential Home,1000488,48063,30/06/2023,"1,734.52",0,Residential Placements,20391,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Susash Blackpool Ltd - Carlin Lodge,1003846,48065,30/06/2023,"1,270.50",0,Residential Placements,20474,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Red Oak Rest Home,1000152,48066,30/06/2023,"1,234.94",0,Residential Placements,20153,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Fylde Care 2004 Ltd,1000388,48067,30/06/2023,734.2,0,Residential Placements,20232,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Barchester Healthcare,1000278,48069,30/06/2023,916.9,0,Residential Placements,20273,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Red Oak Rest Home,1000152,48070,30/06/2023,878.54,0,Residential Placements,20346,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Deafway,1000230,48073,30/06/2023,"2,790.42",0,Residential Placements,20112,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Sands Care Morecambe Limited,1004200,48074,30/06/2023,"1,412.74",0,Residential Placements,20168,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Lancashire Property Investment Find Ltd,1000186,48076,30/06/2023,"1,150.52",0,Residential Placements,20456,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Arc Community Care Ltd - Rosehaven,1002967,48077,30/06/2023,854.4,0,Residential Placements,20232,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Winnie Care Macclesfield Ltd - Genesis C.H.,1004281,48078,30/06/2023,557.36,0,Residential Placements,20474,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Berwick House Rest Home,1000470,48079,30/06/2023,907.76,0,Residential Placements,20391,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Susash Blackpool Ltd - Carlin Lodge,1003846,48081,30/06/2023,"1,270.50",0,Residential Placements,20474,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Duxbury House Residential Care Home,1000089,48082,30/06/2023,976.8,0,Residential Placements,20135,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Orchard Care Homes - Penwortham Grange Lodge,1003311,48083,30/06/2023,"1,251.60",0,Residential Placements,20474,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Majestic Care Home Ltd - Waterside,1000071,48085,30/06/2023,"1,270.50",0,Residential Placements,20220,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Sonia Solanki T/A Abode Care Home,1003874,48086,30/06/2023,"1,412.74",0,Residential Placements,20153,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Jah-Jireh (Charity) Homes Reg.No,1000293,48088,30/06/2023,"1,150.52",0,Residential Placements,20232,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
New Victoria Care Home,1000202,48089,30/06/2023,872.98,0,Nursing Placements,20455,64506,Nursing Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Barchester Healthcare,1000278,48090,30/06/2023,740.78,0,Nursing Placements,20473,64506,Nursing Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Arc Community Care Ltd - Rosehaven,1002967,48091,30/06/2023,804.92,0,Residential Placements,20361,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Red Oak Rest Home,1000152,48092,30/06/2023,551.72,0,Residential Placements,20232,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Barchester Healthcare,1000278,48094,30/06/2023,"1,330.52",0,Residential Placements,20474,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Diamond Care Home Langdales Ltd,1003189,48096,30/06/2023,"1,270.50",0,Residential Placements,20168,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Arrowsmith Rest Home Ltd -Westfield Rest Home,1000301,48097,30/06/2023,"1,036.84",0,Residential Placements,20418,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Annacliffe Residential Home,1000488,48099,30/06/2023,"1,270.50",0,Residential Placements,20474,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Annacliffe Residential Home,1000488,48100,30/06/2023,919.84,0,Residential Placements,20456,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Merwood Residential Care Home,1000215,48101,30/06/2023,841.8,0,Residential Placements,20474,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Jah-Jireh (Charity) Homes Reg.No,1000293,48103,30/06/2023,"1,150.52",0,Residential Placements,20391,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Berwick House Rest Home,1000470,48104,30/06/2023,845.08,0,Residential Placements,20456,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Amber Court Care Home,1001492,48105,30/06/2023,"1,918.62",0,Nursing Placements,20374,64506,Nursing Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Highgrove Rest Home (Blackpool) Ltd,1007930,48107,30/06/2023,"1,270.50",0,Residential Placements,20208,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Pro Care Homes (Bpool) Ltd - The Sylvester,1007933,48108,30/06/2023,"1,150.52",0,Residential Placements,20418,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Sanctuary Care Ltd - Guy'S Court Nursing Home,1003281,48109,30/06/2023,483.77,0,Respite Care,20214,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Ashbourne Lodge Jm Ltd,1000288,48111,30/06/2023,"1,270.50",0,Residential Placements,20232,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
North Fylde Care Ltd - Fairhaven Care Home,1000106,48112,30/06/2023,"1,067.14",0,Residential Placements,20474,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Balmoral Care Home,1000469,48113,30/06/2023,930.32,0,Residential Placements,20375,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Balmoral Care Home,1000469,48115,30/06/2023,924.9,0,Short Term Care,20467,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Haddon Court Rest Home,1000489,48116,30/06/2023,804.92,0,Residential Placements,20474,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Lancashire Property Investment Find Ltd,1000186,48117,30/06/2023,889.92,0,Residential Placements,20391,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Hollins Lodge Care Home,1005781,48118,30/06/2023,876.32,0,Residential Placements,20220,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Arrowsmith Rest Home Ltd -Westfield Rest Home,1000301,48121,30/06/2023,804.92,0,Residential Placements,20168,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Majestic Care Home Ltd - Waterside,1000071,48122,30/06/2023,924.9,0,Residential Placements,20375,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Prory Court Developments,1000166,48123,30/06/2023,924.9,0,Nursing Placements,20390,64506,Nursing Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
North Fylde Care Ltd - Fairhaven Care Home,1000106,48125,30/06/2023,"1,067.14",0,Residential Placements,20361,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Highcroft Care Blackpool Ltd,1000184,48126,30/06/2023,"1,209.60",0,Short Term Care,20145,47583,Indep Sect Nursing Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Fylde & Wyre Society For The Blind,1000445,48127,30/06/2023,"2,069.93",0,Short Term Care,20215,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Fairhaven Lodge Care Home,1001424,48128,30/06/2023,"1,766.86",0,Residential Placements,20232,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Sheridan Care Ltd T/A Elmsdene N/Home,1000051,48129,30/06/2023,804.92,0,Residential Placements,20474,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Haddon Court Rest Home,1000489,48130,30/06/2023,"1,089.00",0,Short Term Care,20162,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Haddon Court Rest Home,1000489,48131,30/06/2023,924.9,0,Residential Placements,20456,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Diamond Care Home Langdales Ltd,1003189,48133,30/06/2023,"2,541.00",0,Residential Placements,20474,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Annacliffe Residential Home,1000488,48134,30/06/2023,"1,270.50",0,Residential Placements,20232,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Westlive Ltd,1000035,48135,30/06/2023,319.36,0,Residential Placements,20474,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Annacliffe Residential Home,1000488,48136,30/06/2023,"2,312.25",0,Residential Placements,20456,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Majestic Care Home Ltd - Waterside,1000071,48138,30/06/2023,"1,270.50",0,Residential Placements,20391,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Westlive Ltd,1000035,48139,30/06/2023,924.9,0,Nursing Placements,20473,64506,Nursing Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Barchester Healthcare,1000278,48140,30/06/2023,"1,069.50",0,Nursing Placements,20455,64506,Nursing Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Merwood Residential Care Home,1000215,48142,30/06/2023,"1,028.90",0,Residential Placements,20418,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Hollins Lodge Care Home,1005781,48143,30/06/2023,691.2,0,Short Term Care,20429,47583,Indep Sect Nursing Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Amber Court Care Home,1001492,48144,30/06/2023,691.2,0,Short Term Care,20368,47582,Indep Sect Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Priory Court Nursing Home,1000430,48145,30/06/2023,993.34,0,Short Term Care,20368,47582,Indep Sect Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Pro Care Homes (Blackpool) Ltd - Moor Villa,1007934,48146,30/06/2023,"1,284.72",0,Short Term Care,20340,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Berwick House Rest Home,1000470,48147,30/06/2023,451.36,0,Short Term Care,20450,47583,Ola-Stc With Carers-Resident,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Autumn Leaves Uk Ltd,1000476,48149,30/06/2023,"1,570.90",0,Residential Placements,20474,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
G Rose Care Ltd - Lavender Lodge,1003549,48150,30/06/2023,"1,458.02",0,Residential Placements,20220,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Parade Rest Home Ltd,1004039,48153,30/06/2023,826.77,0,Short Term Care,20370,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Olivia Josephine Care Ltd - Willows Care Home,1001720,48155,30/06/2023,432.22,0,Short Term Care,20227,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Nightingales Care Limited,1000201,48156,30/06/2023,"1,089.90",0,Nursing Placements,20390,64506,Nursing Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Qualia Care Ltd T/A Gilwood Lodge,1002847,48159,30/06/2023,"1,470.50",0,Nursing Placements,20231,64506,Nursing Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Ashbourne Lodge Jm Ltd,1000288,48160,30/06/2023,"1,134.90",0,Residential Placements,20375,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Glenholme Healthcare Ltd - Bispham Gardens,1003867,48161,30/06/2023,"1,656.30",0,Nursing Placements,20345,64506,Nursing Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Amber Court Care Home,1001492,48162,30/06/2023,267.46,0,Short Term Care,20374,64506,Ola-Stc With Carers-Nursing,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Nightingales Care Limited,1000201,48163,30/06/2023,"1,570.50",0,Nursing Placements,20434,64506,Nursing Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
HIGHFIELD HALL CARE LTD,1139417,48164,30/06/2023,"1,087.14",0,Residential Placements,20474,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Autumn Leaves Uk Ltd,1000476,48165,30/06/2023,691.2,0,Short Term Care,20215,47583,Indep Sect Nursing Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Sheridan Care Limited,1000154,48167,30/06/2023,804.92,0,Residential Placements,20435,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Ashbourne Lodge Jm Ltd,1000288,48168,30/06/2023,"1,118.92",0,Residential Placements,20196,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Methodist Homes - Pennystone Court,1001440,48169,30/06/2023,286.6,0,Respite Care,20226,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Pro Care Homes (Bpool) Ltd - The Sylvester,1007933,48170,30/06/2023,"1,170.38",0,Residential Placements,20418,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Lancashire Property Investment Find Ltd,1000186,48171,30/06/2023,"1,068.00",0,Residential Placements,20418,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Parade Rest Home Ltd,1004039,48172,30/06/2023,"1,495.24",0,Short Term Care,20190,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Berwick House Rest Home,1000470,48174,30/06/2023,924.9,0,Residential Placements,20456,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Parade Rest Home Ltd,1004039,48175,30/06/2023,599.44,0,Short Term Care,20232,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Unified Care T/A Redlands,1002472,48177,30/06/2023,536.64,0,Short Term Care,20450,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Westlive Ltd,1000035,48178,30/06/2023,"1,318.00",0,Short Term Care,20467,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Arc Community Care Ltd - Rosehaven,1002967,48179,30/06/2023,"4,913.91",0,Residential Placements,20474,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
New Care Project Lytham (Opco) Ltd,1003407,48180,30/06/2023,325.43,0,Short Term Care,20467,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Barchester Healthcare,1000278,48182,30/06/2023,"2,178.00",0,Residential Placements,20220,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Cpm Care Ltd - Breck Lodge,1000443,48183,30/06/2023,"10,797.37",0,Residential Placements,20153,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Highcroft Care Blackpool Ltd,1000184,48184,30/06/2023,"1,849.80",0,Short Term Care,20370,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Parkview Care Home,1003955,48185,30/06/2023,"4,220.70",0,Short Term Care,20162,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Hollins Lodge Care Home,1005781,48186,30/06/2023,"2,241.02",0,Short Term Care,20411,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Parkview Care Home,1003955,48187,30/06/2023,"2,895.87",0,Nursing Placements,20219,64506,Nursing Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Haddon Court Rest Home,1000489,48188,30/06/2023,"2,394.48",0,Residential Placements,20474,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Arc Community Care Ltd - Rosehaven,1002967,48189,30/06/2023,"1,994.06",0,Short Term Care,20411,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Fylde & Wyre Society For The Blind,1000445,48190,30/06/2023,"1,329.50",0,Short Term Care,20077,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Arc Community Care Ltd - Rosehaven,1002967,48191,30/06/2023,"5,971.16",0,Suspense - Int - Mosaic Residential,99966,99966,Suspense - Int - Mosaic Residential,Not Applicable,,NA,Not Applicable,NA,Not Applicable,NA,Not Applicable
Arc Community Care Ltd - Rosehaven,1002967,48192,30/06/2023,"1,003.10",0,Respite Care,20226,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Berwick House Rest Home,1000470,48193,30/06/2023,"4,365.81",0,Short Term Care,20208,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Haddon Court Rest Home,1000489,48194,30/06/2023,"2,510.44",0,Residential Placements,20196,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Glenthorne Care Home Limited,1000049,48195,30/06/2023,"1,684.03",0,Short Term Care,20340,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Fylde & Wyre Society For The Blind,1000445,48196,30/06/2023,"2,174.69",0,Residential Placements,20435,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Arc Community Care Ltd - Rosehaven,1002967,48198,30/06/2023,"2,012.30",0,Short Term Care,20450,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Annacliffe Residential Home,1000488,48199,30/06/2023,"1,897.31",0,Residential Placements,20135,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Highcroft Care Blackpool Ltd,1000184,48200,30/06/2023,"1,270.50",0,Short Term Care,20126,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
