Body_Code,Body_Name,Supplier Name,Document Number,GL Code,GL Code Description,Service,Posting Date,Doc Net Amount
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,The Brandon Trust,3111835096,OCC/5688,Supported Living,Support at Home U65 Learning Disability,10/01/2025,3684.97
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Dimensions (UK) Ltd,3111834635,OCC/5688,Supported Living,Support at Home U65 Learning Disability,10/01/2025,3686.17
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,The Kingwood Trust,3111831981,OCC/5691,Home Sup Non ContrOC,Support at Home U65 MH OBC Contract,08/01/2025,3687.95
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,The Kingwood Trust,3111831983,OCC/5691,Home Sup Non ContrOC,Support at Home U65 MH OBC Contract,08/01/2025,3687.95
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,The Kingwood Trust,3111836393,OCC/5691,Home Sup Non ContrOC,Support at Home U65 MH OBC Contract,13/01/2025,3687.95
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Tam Language Services,2201306549,OCC/1362,Creditors GR/IR -,Temporary Service Family Accommodation,15/01/2025,3688
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,D’Arrive Ltd,3111832291,OCC/5227,Other Transport Arra,DISABILITIES TEAM-N,09/01/2025,3690
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Oxon Transport Services Ltd,3111839429,OCC/4330,Transport to School,POST 16 SEN,16/01/2025,3690
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Golden Atara Ltd,3111844012,OCC/5699,Home Support – Home,Support at Home 65+ Physical Support,28/01/2025,3691.89
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Cambian Autism Services,3111841047,OCC/5537,Payments to Other Es,Teachers Pension Grant,15/01/2025,3693.9
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Huckleberry Therapeutic School,3111841046,OCC/5537,Payments to Other Es,Teachers Pension Grant,15/01/2025,3693.9
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Redacted Data,3111837568,OCC/5899,Direct Payments ASC,Support at Home U65 Learning Disability,14/01/2025,3694.96
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Coaching Transformations Ltd,2201305581,OCC/1362,Creditors GR/IR -,School Improvement Grant,14/01/2025,3696
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Acquire Care Ltd,3111842725,OCC/5699,Home Support – Home,Support at Home 65+ Physical Support,28/01/2025,3696.73
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Acquire Care Ltd,3111842748,OCC/5699,Home Support – Home,Support at Home 65+ Physical Support,28/01/2025,3699.16
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,PURPLE ZEST LIMITED,3111837319,OCC/5899,Direct Payments ASC,Support at Home 65+ Physical Support,14/01/2025,3699.88
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Esland North Ltd,3111845636,OCC/5558,On-Contract,Mainstream Res,29/01/2025,3700
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Redacted Data,3111837736,OCC/5899,Direct Payments ASC,Personal Health Budgets  - U65,14/01/2025,3700.92
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Enstone House,3111833807,OCC/5686,Residential Home Bed,Care Homes - Over 65 Memory & Cognition,10/01/2025,3702.64
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,SureCare Oxfordshire,3111844592,OCC/5699,Home Support – Home,Support at Home U65 Physical Support,28/01/2025,3706.43
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,PURPLE ZEST LIMITED,3111837597,OCC/5899,Direct Payments ASC,Support at Home U65 Learning Disability,14/01/2025,3712.88
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Robelec Ltd,2201306958,OCC/1362,Creditors GR/IR -,9020/Not assigned,16/01/2025,3715
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Coverage Care Services Ltd (Stone H,3111833640,OCC/5686,Residential Home Bed,Care Homes - Over 65 Physical Sypport,10/01/2025,3715.57
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Genuine Carers Ltd,3111844004,OCC/5699,Home Support – Home,Support at Home 65+ Physical Support,28/01/2025,3719.51
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Barnes Coaches Ltd,3111836341,OCC/4330,Transport to School,MAINSTREAM-PRIMARY,13/01/2025,3720
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Fostering UK Ltd,3111839239,OCC/5561,IFA s (SCF),Independent Foster,15/01/2025,3720
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Oxford Blue Taxis Ltd,3111840204,OCC/5227,Other Transport Arra,TRANSPORT COSTS,21/01/2025,3720
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,YA TAXIS LIMITED,3111845987,OCC/4330,Transport to School,SEN TRANSPORT,30/01/2025,3720
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,You and Me Supported Living,3111834997,OCC/5688,Supported Living,Support at Home U65 Learning Disability,10/01/2025,3720.09
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Long Wittenham Pre-School,3111839014,OCC/5537,Payments to Other Es,2 YEAR OLD FUNDING - DISADVANTAGED,17/01/2025,3720.82
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,The Kingwood Trust,3111831980,OCC/5691,Home Sup Non ContrOC,Support at Home U65 MH OBC Contract,08/01/2025,3721.43
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,The Kingwood Trust,3111831982,OCC/5691,Home Sup Non ContrOC,Support at Home U65 MH OBC Contract,08/01/2025,3721.43
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,The Kingwood Trust,3111836392,OCC/5691,Home Sup Non ContrOC,Support at Home U65 MH OBC Contract,13/01/2025,3721.43
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Windrush Door & Window Services Ltd,2201309420,OCC/8102,Pymnts to main cont.,9020/Not assigned,23/01/2025,3725
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,LINK SHIRES LTD,3111839324,OCC/4330,Transport to School,SEN TRANSPORT,16/01/2025,3735
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Schon Executive Cars Ltd,3111839364,OCC/4330,Transport to School,SEN TRANSPORT,16/01/2025,3735
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Redacted Data,3111838097,OCC/5899,Direct Payments ASC,Support at Home 65+ Memory & Cognition,14/01/2025,3735.2
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,The School Lunch Company,2201307058,OCC/4939,Free Sch Meal-Pupils,SMCP-SCHOOL MEALS,01/01/2025,3736.8
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,The School Lunch Company,2201310928,OCC/4939,Free Sch Meal-Pupils,LNGP-SCHOOL MEALS,17/01/2025,3736.81
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Kare Plus Oxford,3111844115,OCC/5699,Home Support – Home,Support at Home 65+ Physical Support,28/01/2025,3738.02
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Genuine Carers Ltd,3111843203,OCC/5689,Home Support,Support at Home 65+ Physical Support,28/01/2025,3739.37
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,RAINBOW FOSTERING SERVICES LTD,3111841318,OCC/5561,IFA s (SCF),Independent Foster,22/01/2025,3741
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,RAINBOW FOSTERING SERVICES LTD,3111841319,OCC/5561,IFA s (SCF),Independent Foster,22/01/2025,3741
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,RAINBOW FOSTERING SERVICES LTD,3111841320,OCC/5561,IFA s (SCF),Independent Foster,22/01/2025,3741
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,RAINBOW FOSTERING SERVICES LTD,3111841336,OCC/5561,IFA s (SCF),Independent Foster,22/01/2025,3741
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,RAINBOW FOSTERING SERVICES LTD,3111841337,OCC/5561,IFA s (SCF),Independent Foster,22/01/2025,3741
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,RAINBOW FOSTERING SERVICES LTD,3111841338,OCC/5561,IFA s (SCF),Independent Foster,22/01/2025,3741
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,RAINBOW FOSTERING SERVICES LTD,3111841339,OCC/5561,IFA s (SCF),Independent Foster,22/01/2025,3741
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,RAINBOW FOSTERING SERVICES LTD,3111841340,OCC/5561,IFA s (SCF),Independent Foster,22/01/2025,3741
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,RAINBOW FOSTERING SERVICES LTD,3111841341,OCC/5561,IFA s (SCF),Independent Foster,22/01/2025,3741
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,RAINBOW FOSTERING SERVICES LTD,3111841342,OCC/5561,IFA s (SCF),Independent Foster,22/01/2025,3741
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,RAINBOW FOSTERING SERVICES LTD,3111841343,OCC/5561,IFA s (SCF),Independent Foster,22/01/2025,3741
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,RAINBOW FOSTERING SERVICES LTD,3111841344,OCC/5561,IFA s (SCF),Independent Foster,22/01/2025,3741
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Crown Cabs Travel Ltd,3111830613,OCC/4330,Transport to School,SEN TRANSPORT,06/01/2025,3750
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Oxford Travel Transport,3111831217,OCC/4330,Transport to School,SEN TRANSPORT,07/01/2025,3750
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Oxon Transport Services Ltd,3111836410,OCC/4330,Transport to School,MAINSTREAM-PRIMARY,14/01/2025,3750
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Oxon Transport Services Ltd,3111845879,OCC/4330,Transport to School,SEN TRANSPORT,30/01/2025,3750
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Jah Jireh Charity Homes,3111834880,OCC/5686,Residential Home Bed,Care Homes - Over 65 Physical Sypport,10/01/2025,3751
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Orders of St John,3111834388,OCC/5686,Residential Home Bed,Care Homes - Over 65 Memory & Cognition,10/01/2025,3754.01
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,PURPLE ZEST LIMITED,3111837914,OCC/5899,Direct Payments ASC,Support at Home U65 Memory & Cognition,14/01/2025,3754.28
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,H J Webb & Son,2201306400,OCC/8102,Pymnts to main cont.,9020/Not assigned,15/01/2025,3755.5
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Compass Fostering West Limited,3111839162,OCC/5561,IFA s (SCF),UASC 16&17,15/01/2025,3756.58
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Compass Fostering West Limited,3111839166,OCC/5561,IFA s (SCF),Independent Foster,15/01/2025,3756.58
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Compass Fostering West Limited,3111839167,OCC/5561,IFA s (SCF),Independent Foster,15/01/2025,3756.58
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Redacted Data,3111837969,OCC/5899,Direct Payments ASC,Support at Home 65+ Memory & Cognition,14/01/2025,3757.24
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Redacted Data,3111838407,OCC/5899,Direct Payments ASC,Support at Home 65+ Mental Health,14/01/2025,3759.24
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Dimensions (UK) Ltd,3111834720,OCC/5688,Supported Living,Support at Home U65 Learning Disability,10/01/2025,3759.59
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Wiltshire Cars Limited,3111832266,OCC/4330,Transport to School,SEN TRANSPORT,09/01/2025,3763.2
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Leeming Bar Limited,3111835063,OCC/5686,Residential Home Bed,Care Homes - Over 65 Memory & Cognition,10/01/2025,3764.29
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Mount ProSupport Services Ltd,3111832100,OCC/5558,On-Contract,UASC 16&17,08/01/2025,3764.29
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Mount ProSupport Services Ltd,3111832101,OCC/5558,On-Contract,UASC 16&17,08/01/2025,3764.29
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Mount ProSupport Services Ltd,3111832107,OCC/5558,On-Contract,PLACEMENTS- RELEVANT,08/01/2025,3764.29
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Mount ProSupport Services Ltd,3111832108,OCC/5558,On-Contract,UASC 16&17,08/01/2025,3764.29
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,FAMILY PLACEMENT.COM,3111839179,OCC/5561,IFA s (SCF),Independent Foster,15/01/2025,3764.33
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,FAMILY PLACEMENT.COM,3111839180,OCC/5561,IFA s (SCF),Independent Foster,15/01/2025,3764.33
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,FAMILY PLACEMENT.COM,3111839185,OCC/5559,Off-Contract,Independent Foster,15/01/2025,3764.33
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,FAMILY PLACEMENT.COM,3111839187,OCC/5559,Off-Contract,Independent Foster,15/01/2025,3764.33
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,FAMILY PLACEMENT.COM,3111839188,OCC/5559,Off-Contract,Independent Foster,15/01/2025,3764.33
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,FAMILY PLACEMENT.COM,3111839201,OCC/5561,IFA s (SCF),Independent Foster,15/01/2025,3764.33
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,FAMILY PLACEMENT.COM,3111839202,OCC/5561,IFA s (SCF),Independent Foster,15/01/2025,3764.33
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Calvary Care Ltd,3111843162,OCC/5699,Home Support – Home,Support at Home 65+ Physical Support,28/01/2025,3764.57
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Esland North Ltd,3111845640,OCC/5558,On-Contract,Mainstream Res,29/01/2025,3771.43
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Fostering Hearts Ltd,3111839234,OCC/5559,Off-Contract,UASC 16&17,15/01/2025,3771.81
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Abingdon & Witney College,3111846757,OCC/5537,Payments to Other Es,SEN ISP and FE College Funding,31/01/2025,3772.64
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Dean Court Community Association,3111839407,OCC/4940,Other Services,Councillors Priorities Fund,16/01/2025,3774
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Style Acre,3111836036,OCC/5688,Supported Living,Support at Home U65 Learning Disability,10/01/2025,3777.17
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,The Hummingbird Centre,3111841380,OCC/4940,Other Services,Councillors Priorities Fund,23/01/2025,3778
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Wallingford Schools Academy,3111832794,OCC/4861,Hired and Contracted,SEN Alternative Provision,10/01/2025,3778.6
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Direct Link Care Ltd,3111843881,OCC/5699,Home Support – Home,Support at Home U65 Physical Support,28/01/2025,3779.1
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,We-Care-Recruitment Ltd,3111844747,OCC/5699,Home Support – Home,Support at Home 65+ Memory & Cognition,28/01/2025,3779.1
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Matthew Arnold School,3111846644,OCC/4861,Hired and Contracted,SEN Alternative Provision,31/01/2025,3779.74
