Directorate,Service,Supplier,Transaction Number,Transaction Date,Payment Date,Invoice Line Value (net of VAT),Account,Bal Sheet Level 1,Bal Sheet Level 2
Neighbourhood Services and Resources,Building Services,A STAR SCAFFOLDING,55599180,31/01/2025,11/03/2025,985,Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Neighbourhood Services and Resources,Building Services,ADT FIRE & SECURITY PLC,55599442,07/11/2024,13/03/2025,"1,542.41",Repairs - Building Fabric,PREMISES,"REPAIRS, ALT, MAINT OF BLDGS"
Neighbourhood Services and Resources,Building Services,ALAN WADKINS LTD,55599367,28/02/2025,28/03/2025,518,Equipment,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,Building Services,ASHCOURT (DURHAM & TEES VALLEY),55597045,31/01/2025,12/03/2025,671.8,Premises Related Hire Charges,PREMISES,RENTS
Neighbourhood Services and Resources,Building Services,BLACK BOX SECURITY ALARM SYSTEMS LIMITED,55598813,25/02/2025,25/03/2025,530,Cyclical - Intruder Alarms,PREMISES,"REPAIRS, ALT, MAINT OF BLDGS"
Neighbourhood Services and Resources,Building Services,CENTRICA BUSINESS SOLUTIONS (GENERATION) LTD,55599649,01/03/2025,18/03/2025,"3,342.54",Electricity,PREMISES,ENERGY COSTS
Neighbourhood Services and Resources,Building Services,CORONA ENERGY LTD,57737189,18/02/2025,07/03/2025,"12,792.45",Gas,PREMISES,ENERGY COSTS
Neighbourhood Services and Resources,Building Services,CORONA ENERGY LTD,57737185,18/02/2025,07/03/2025,"32,803.85",Gas,PREMISES,ENERGY COSTS
Neighbourhood Services and Resources,Building Services,CORONA ENERGY LTD,57737204,18/02/2025,07/03/2025,"2,724.54",Gas,PREMISES,ENERGY COSTS
Neighbourhood Services and Resources,Building Services,CORONA ENERGY LTD,57737193,18/02/2025,07/03/2025,"3,569.54",Gas,PREMISES,ENERGY COSTS
Neighbourhood Services and Resources,Building Services,CORONA ENERGY LTD,57737222,18/02/2025,07/03/2025,589.12,Gas,PREMISES,ENERGY COSTS
Neighbourhood Services and Resources,Building Services,CORONA ENERGY LTD,57737200,18/02/2025,07/03/2025,828.43,Gas,PREMISES,ENERGY COSTS
Neighbourhood Services and Resources,Building Services,CORONA ENERGY LTD,57737202,18/02/2025,07/03/2025,930.55,Gas,PREMISES,ENERGY COSTS
Neighbourhood Services and Resources,Building Services,CORONA ENERGY LTD,57737198,18/02/2025,07/03/2025,776.73,Gas,PREMISES,ENERGY COSTS
Neighbourhood Services and Resources,Building Services,CORONA ENERGY LTD,57737236,18/02/2025,07/03/2025,"5,283.49",Gas,PREMISES,ENERGY COSTS
Neighbourhood Services and Resources,Building Services,CORONA ENERGY LTD,57737235,18/02/2025,07/03/2025,"3,774.54",Gas,PREMISES,ENERGY COSTS
Neighbourhood Services and Resources,Building Services,CORONA ENERGY LTD,57737231,18/02/2025,07/03/2025,"1,642.87",Gas,PREMISES,ENERGY COSTS
Neighbourhood Services and Resources,Building Services,CORONA ENERGY LTD,57737233,18/02/2025,07/03/2025,827.27,Gas,PREMISES,ENERGY COSTS
Neighbourhood Services and Resources,Building Services,CORONA ENERGY LTD,57737224,18/02/2025,07/03/2025,572.53,Gas,PREMISES,ENERGY COSTS
Neighbourhood Services and Resources,Building Services,CORONA ENERGY LTD,57737221,18/02/2025,07/03/2025,"15,937.16",Gas,PREMISES,ENERGY COSTS
Neighbourhood Services and Resources,Building Services,CORONA ENERGY LTD,57737238,18/02/2025,07/03/2025,"1,235.07",Gas,PREMISES,ENERGY COSTS
Neighbourhood Services and Resources,Building Services,CORONA ENERGY LTD,57737188,18/02/2025,07/03/2025,"7,140.10",Gas,PREMISES,ENERGY COSTS
Neighbourhood Services and Resources,Building Services,CORONA ENERGY LTD,57737214,18/02/2025,07/03/2025,827.33,Gas,PREMISES,ENERGY COSTS
Neighbourhood Services and Resources,Building Services,CORONA ENERGY LTD,57737213,18/02/2025,07/03/2025,564.83,Gas,PREMISES,ENERGY COSTS
Neighbourhood Services and Resources,Building Services,CROSSLING LTD,55598984,26/02/2025,25/03/2025,"1,720.86",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,Building Services,CROSSLING LTD,55599305,28/02/2025,28/03/2025,"1,014.84",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,Building Services,CROSSLING LTD,55599316,28/02/2025,28/03/2025,511.65,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,Building Services,CROSSLING LTD,55599908,04/03/2025,01/04/2025,"1,130.62",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,Building Services,CROSSLING LTD,55599082,27/02/2025,27/03/2025,"1,189.41",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,Building Services,CROSSLING LTD,55598985,26/02/2025,25/03/2025,"1,189.41",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,Building Services,CROSSLING LTD,55598983,26/02/2025,25/03/2025,"1,032.42",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,Building Services,CROSSLING LTD,55598648,21/02/2025,21/03/2025,"1,189.41",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,Building Services,CROSSLING LTD,55600371,28/02/2025,20/03/2025,704.91,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,Building Services,CROSSLING LTD,55598455,20/02/2025,20/03/2025,565.57,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,Building Services,CROSSLING LTD,55599911,04/03/2025,01/04/2025,"1,145.60",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,Building Services,CROSSLING LTD,55599916,04/03/2025,01/04/2025,"1,135.47",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,Building Services,CROSSLING LTD,55599307,28/02/2025,28/03/2025,"1,377.78",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,Building Services,CROSSLING LTD,55598016,18/02/2025,18/03/2025,960.02,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,Building Services,CROSSLING LTD,55598642,24/02/2025,21/03/2025,886.65,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,Building Services,CROSSLING LTD,55597332,06/02/2025,06/03/2025,899.47,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,Building Services,CROSSLING LTD,55597299,06/02/2025,06/03/2025,"1,346.86",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,Building Services,CROSSLING LTD,55597405,07/02/2025,07/03/2025,"1,905.85",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,Building Services,CROSSLING LTD,55599906,04/03/2025,01/04/2025,"1,161.21",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,Building Services,CROSSLING LTD,55598391,19/02/2025,19/03/2025,"1,725.16",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,Building Services,CROSSLING LTD,55599304,28/02/2025,28/03/2025,"1,720.86",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,Building Services,CROSSLING LTD,55599306,28/02/2025,28/03/2025,"1,057.20",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,Building Services,CROSSLING LTD,55598475,21/02/2025,21/03/2025,"1,463.04",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,Building Services,CROSSLING LTD,55598392,19/02/2025,19/03/2025,"1,210.64",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,Building Services,CROSSLING LTD,55598988,26/02/2025,25/03/2025,"1,332.29",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,Building Services,CROSSLING LTD,55598641,24/02/2025,21/03/2025,"1,509.94",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,Building Services,CROSSLING LTD,55598454,20/02/2025,20/03/2025,"1,436.48",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,Building Services,CROSSLING LTD,55598474,21/02/2025,21/03/2025,900.36,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,Building Services,CROSSLING LTD,55598394,19/02/2025,19/03/2025,898.31,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,Building Services,CROSSLING LTD,55599310,28/02/2025,28/03/2025,987.08,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,Building Services,CROSSLING LTD,55599308,28/02/2025,28/03/2025,552.65,Repairs - Building Fabric,PREMISES,"REPAIRS, ALT, MAINT OF BLDGS"
Neighbourhood Services and Resources,Building Services,DURHAM COUNTY COUNCIL,55599721,30/01/2025,18/03/2025,800,Cyclical-Lift Maintenance,PREMISES,"REPAIRS, ALT, MAINT OF BLDGS"
Neighbourhood Services and Resources,Building Services,E.ON CONTROL SOLUTIONS LTD,55599206,19/02/2025,11/03/2025,510,Repairs - Building Fabric,PREMISES,"REPAIRS, ALT, MAINT OF BLDGS"
Neighbourhood Services and Resources,Building Services,EASBY FLOORING LTD,55601305,06/03/2025,01/04/2025,933.2,Alterations & Improvements - Decoration,PREMISES,"REPAIRS, ALT, MAINT OF BLDGS"
Neighbourhood Services and Resources,Building Services,EASBY FLOORING LTD,55599644,28/02/2025,18/03/2025,"3,059.86",Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Neighbourhood Services and Resources,Building Services,EASBY FLOORING LTD,55599485,28/02/2025,28/03/2025,574.08,Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Neighbourhood Services and Resources,Building Services,EDF ENERGY CUSTOMERS LTD,57737797,11/02/2025,14/03/2025,697.2,Electricity,PREMISES,ENERGY COSTS
Neighbourhood Services and Resources,Building Services,EDF ENERGY CUSTOMERS LTD,57737785,10/02/2025,14/03/2025,"1,481.75",Electricity,PREMISES,ENERGY COSTS
Neighbourhood Services and Resources,Building Services,EDF ENERGY CUSTOMERS LTD,57737842,06/02/2025,14/03/2025,"1,767.54",Electricity,PREMISES,ENERGY COSTS
Neighbourhood Services and Resources,Building Services,EDF ENERGY CUSTOMERS LTD,57737858,04/02/2025,14/03/2025,966.04,Electricity,PREMISES,ENERGY COSTS
Neighbourhood Services and Resources,Building Services,EDF ENERGY CUSTOMERS LTD,57737883,03/02/2025,14/03/2025,"51,350.37",Electricity,PREMISES,ENERGY COSTS
Neighbourhood Services and Resources,Building Services,EDF ENERGY CUSTOMERS LTD,57737867,03/02/2025,14/03/2025,"17,582.39",Electricity,PREMISES,ENERGY COSTS
Neighbourhood Services and Resources,Building Services,EDF ENERGY CUSTOMERS LTD,57737865,03/02/2025,14/03/2025,"4,418.73",Electricity,PREMISES,ENERGY COSTS
Neighbourhood Services and Resources,Building Services,EDF ENERGY CUSTOMERS LTD,57737873,03/02/2025,14/03/2025,"3,037.35",Electricity,PREMISES,ENERGY COSTS
Neighbourhood Services and Resources,Building Services,EDF ENERGY CUSTOMERS LTD,57737872,03/02/2025,14/03/2025,"1,661.55",Electricity,PREMISES,ENERGY COSTS
Neighbourhood Services and Resources,Building Services,EDF ENERGY CUSTOMERS LTD,57737875,03/02/2025,14/03/2025,"3,180.86",Electricity,PREMISES,ENERGY COSTS
Neighbourhood Services and Resources,Building Services,EDF ENERGY CUSTOMERS LTD,57738045,31/01/2025,14/03/2025,805.2,Electricity,PREMISES,ENERGY COSTS
Neighbourhood Services and Resources,Building Services,EDF ENERGY CUSTOMERS LTD,57738050,11/02/2025,14/03/2025,642.1,Electricity,PREMISES,ENERGY COSTS
Neighbourhood Services and Resources,Building Services,EDF ENERGY CUSTOMERS LTD,57738059,26/01/2025,14/03/2025,"4,122.80",Electricity,PREMISES,ENERGY COSTS
Neighbourhood Services and Resources,Building Services,EDF ENERGY CUSTOMERS LTD,57738077,29/01/2025,14/03/2025,"4,296.86",Electricity,PREMISES,ENERGY COSTS
Neighbourhood Services and Resources,Building Services,EDF ENERGY CUSTOMERS LTD,57738080,26/01/2025,14/03/2025,"4,149.75",Electricity,PREMISES,ENERGY COSTS
Neighbourhood Services and Resources,Building Services,EDF ENERGY CUSTOMERS LTD,57738087,29/01/2025,14/03/2025,"2,614.38",Electricity,PREMISES,ENERGY COSTS
Neighbourhood Services and Resources,Building Services,EDF ENERGY CUSTOMERS LTD,57738088,26/01/2025,14/03/2025,"2,538.14",Electricity,PREMISES,ENERGY COSTS
Neighbourhood Services and Resources,Building Services,EDF ENERGY CUSTOMERS LTD,57738114,11/02/2025,14/03/2025,895.66,Electricity,PREMISES,ENERGY COSTS
Neighbourhood Services and Resources,Building Services,EDF ENERGY CUSTOMERS LTD,57737881,03/02/2025,14/03/2025,652.34,Electricity,PREMISES,ENERGY COSTS
Neighbourhood Services and Resources,Building Services,EDF ENERGY CUSTOMERS LTD,57737849,06/02/2025,14/03/2025,727.49,Electricity,PREMISES,ENERGY COSTS
Neighbourhood Services and Resources,Building Services,EDF ENERGY CUSTOMERS LTD,57737882,03/02/2025,14/03/2025,"1,619.52",Electricity,PREMISES,ENERGY COSTS
Neighbourhood Services and Resources,Building Services,EDF ENERGY CUSTOMERS LTD,57737868,03/02/2025,14/03/2025,"2,496.69",Electricity,PREMISES,ENERGY COSTS
Neighbourhood Services and Resources,Building Services,EDF ENERGY CUSTOMERS LTD,57737887,03/02/2025,14/03/2025,"2,895.53",Electricity,PREMISES,ENERGY COSTS
Neighbourhood Services and Resources,Building Services,EDF ENERGY CUSTOMERS LTD,57737917,31/01/2025,14/03/2025,786.38,Electricity,PREMISES,ENERGY COSTS
Neighbourhood Services and Resources,Building Services,EDF ENERGY CUSTOMERS LTD,57737995,31/01/2025,14/03/2025,502.84,Electricity,PREMISES,ENERGY COSTS
Neighbourhood Services and Resources,Building Services,EDF ENERGY CUSTOMERS LTD,57737869,03/02/2025,14/03/2025,"55,149.41",Electricity,PREMISES,ENERGY COSTS
Neighbourhood Services and Resources,Building Services,EDF ENERGY CUSTOMERS LTD,57737888,03/02/2025,14/03/2025,"4,313.92",Electricity,PREMISES,ENERGY COSTS
Neighbourhood Services and Resources,Building Services,EDF ENERGY CUSTOMERS LTD,57737929,31/01/2025,14/03/2025,952.82,Electricity,PREMISES,ENERGY COSTS
Neighbourhood Services and Resources,Building Services,EDF ENERGY CUSTOMERS LTD,57737948,31/01/2025,14/03/2025,586.56,Electricity,PREMISES,ENERGY COSTS
Neighbourhood Services and Resources,Building Services,EDF ENERGY CUSTOMERS LTD,57738002,31/01/2025,14/03/2025,703.93,Electricity,PREMISES,ENERGY COSTS
Neighbourhood Services and Resources,Building Services,EDF ENERGY CUSTOMERS LTD,57737890,03/02/2025,14/03/2025,"5,658.12",Electricity,PREMISES,ENERGY COSTS
Neighbourhood Services and Resources,Building Services,ENTERPRISE RENT-A-CAR,55599918,04/03/2025,01/04/2025,542.91,Vehicle Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Neighbourhood Services and Resources,Building Services,GEO GREEN POWER LTD,55599285,25/02/2025,25/03/2025,795,Repairs - Building Fabric,PREMISES,"REPAIRS, ALT, MAINT OF BLDGS"
Neighbourhood Services and Resources,Building Services,GEOFFREY ROBINSON,55599386,28/02/2025,28/03/2025,"15,482.85",Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Neighbourhood Services and Resources,Building Services,GOOM ELECTRICAL,55601293,28/02/2025,28/03/2025,800,Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Neighbourhood Services and Resources,Building Services,GOOM ELECTRICAL,55596938,16/12/2024,12/03/2025,"3,191.62",Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Neighbourhood Services and Resources,Building Services,GOOM ELECTRICAL,55601284,28/02/2025,28/03/2025,"3,000.00",Alterations & Improvements - Electrical,PREMISES,"REPAIRS, ALT, MAINT OF BLDGS"
Neighbourhood Services and Resources,Building Services,GOOM ELECTRICAL,55601285,03/03/2025,28/03/2025,"2,621.27",Alterations & Improvements - Electrical,PREMISES,"REPAIRS, ALT, MAINT OF BLDGS"
Neighbourhood Services and Resources,Building Services,HADRIAN AIR CONDITIONING & REFRIGE,55599208,28/02/2025,28/03/2025,947,Cyclical - Air Conditioning,PREMISES,FIXTURES & FITTINGS
Neighbourhood Services and Resources,Building Services,HADRIAN AIR CONDITIONING & REFRIGE,55599320,28/02/2025,28/03/2025,"1,769.25",Cyclical - Air Conditioning,PREMISES,FIXTURES & FITTINGS
Neighbourhood Services and Resources,Building Services,J T ATKINSON & SONS LTD,55598059,17/02/2025,14/03/2025,"4,757.93",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,Building Services,JCB FINANCE (LEASING LTD),55600751,10/02/2025,25/03/2025,"1,710.37",Leasing Charges,CAPITAL CHARGES,CAPITAL CHARGES
Neighbourhood Services and Resources,Building Services,JCB FINANCE (LEASING LTD),55600752,10/02/2025,25/03/2025,"8,160.60",Leasing Charges,CAPITAL CHARGES,CAPITAL CHARGES
Neighbourhood Services and Resources,Building Services,K M ELECTRICAL SERVICES,55599400,28/02/2025,28/03/2025,"2,529.70",Alterations & Improvements - Electrical,PREMISES,"REPAIRS, ALT, MAINT OF BLDGS"
Neighbourhood Services and Resources,Building Services,LIGNUM CONSTRUCTION NE LTD,55597890,15/02/2025,14/03/2025,"2,640.00",Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Neighbourhood Services and Resources,Building Services,LYTESTREAM ELECTRICAL CONTRACTORS,55598358,20/02/2025,20/03/2025,"1,216.46",Responsive Repairs (General),PREMISES,"REPAIRS, ALT, MAINT OF BLDGS"
Neighbourhood Services and Resources,Building Services,LYTESTREAM ELECTRICAL CONTRACTORS,55599358,28/02/2025,28/03/2025,572.75,Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Neighbourhood Services and Resources,Building Services,MAGNIT GLOBAL GRI LTD,11166354,02/03/2025,28/03/2025,803.26,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
Neighbourhood Services and Resources,Building Services,MAGNIT GLOBAL GRI LTD,11166354,02/03/2025,28/03/2025,667.44,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
Neighbourhood Services and Resources,Building Services,MAGNIT GLOBAL GRI LTD,11166354,02/03/2025,28/03/2025,"1,365.49",Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
Neighbourhood Services and Resources,Building Services,MAGNIT GLOBAL GRI LTD,11166354,02/03/2025,28/03/2025,772.63,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
Neighbourhood Services and Resources,Building Services,MAGNIT GLOBAL GRI LTD,11166354,02/03/2025,28/03/2025,"1,156.31",Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
Neighbourhood Services and Resources,Building Services,MAGNIT GLOBAL GRI LTD,11166354,02/03/2025,28/03/2025,"1,156.31",Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
Neighbourhood Services and Resources,Building Services,MAGNIT GLOBAL GRI LTD,11166354,02/03/2025,28/03/2025,992.79,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
Neighbourhood Services and Resources,Building Services,MAGNIT GLOBAL GRI LTD,11166354,02/03/2025,28/03/2025,"1,039.51",Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
Neighbourhood Services and Resources,Building Services,MAGNIT GLOBAL GRI LTD,11166354,02/03/2025,28/03/2025,864.31,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
Neighbourhood Services and Resources,Building Services,MAGNIT GLOBAL GRI LTD,11166354,02/03/2025,28/03/2025,864.31,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
Neighbourhood Services and Resources,Building Services,MAGNIT GLOBAL GRI LTD,11166354,02/03/2025,28/03/2025,826.92,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
Neighbourhood Services and Resources,Building Services,MAGNIT GLOBAL GRI LTD,11166354,02/03/2025,28/03/2025,660.97,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
Neighbourhood Services and Resources,Building Services,MAGNIT GLOBAL GRI LTD,11166354,02/03/2025,28/03/2025,992.57,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
Neighbourhood Services and Resources,Building Services,MAGNIT GLOBAL GRI LTD,11166354,02/03/2025,28/03/2025,984.43,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
Neighbourhood Services and Resources,Building Services,MAGNIT GLOBAL GRI LTD,11166354,02/03/2025,28/03/2025,788.83,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
Neighbourhood Services and Resources,Building Services,MAGNIT GLOBAL GRI LTD,11166354,02/03/2025,28/03/2025,764.83,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
Neighbourhood Services and Resources,Building Services,MAGNIT GLOBAL GRI LTD,11166354,02/03/2025,28/03/2025,874.11,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
Neighbourhood Services and Resources,Building Services,MAGNIT GLOBAL GRI LTD,11166354,02/03/2025,28/03/2025,874.11,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
Neighbourhood Services and Resources,Building Services,MITIE PROPERTY SERVICES (NORTH EAST) LTD,55599059,27/02/2025,27/03/2025,"3,666.00",Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Neighbourhood Services and Resources,Building Services,N T SWEETING ROOFING CONTRACTORS LTD,55598396,20/02/2025,20/03/2025,840,Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Neighbourhood Services and Resources,Building Services,NICEIC,55599810,04/03/2025,01/04/2025,595,Subscriptions,SUPPLIES & SERVICES,GRANTS & SUBSCRIPTIONS
Neighbourhood Services and Resources,Building Services,OCTANE HOLDING GROUP LIMITED,55600184,28/02/2025,20/03/2025,"16,070.92",Repairs - Building Fabric,PREMISES,"REPAIRS, ALT, MAINT OF BLDGS"
Neighbourhood Services and Resources,Building Services,PYROCEL LIMITED,55598035,18/02/2025,18/03/2025,548.47,Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Neighbourhood Services and Resources,Building Services,RIDER INDUSTRIAL LTD,55598885,30/01/2025,11/03/2025,550,Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Neighbourhood Services and Resources,Building Services,RIDER INDUSTRIAL LTD,55598887,30/01/2025,11/03/2025,640,Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Neighbourhood Services and Resources,Building Services,RJH SOLUTION SERVICES LTD,55598783,25/02/2025,25/03/2025,"1,925.00",Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Neighbourhood Services and Resources,Building Services,SAINT-GOBAIN BLDG DIST LTD - T/A JEWSON,55599349,28/02/2025,28/03/2025,622.5,Plant Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Neighbourhood Services and Resources,Building Services,SAINT-GOBAIN BLDG DIST LTD - T/A JEWSON,55599229,31/01/2025,11/03/2025,696.37,Plant Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Neighbourhood Services and Resources,Building Services,SAINT-GOBAIN BLDG DIST LTD - T/A JEWSON,55598292,20/02/2025,20/03/2025,"1,025.00",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,Building Services,SAINT-GOBAIN BLDG DIST LTD - T/A JEWSON,55599443,05/03/2025,18/03/2025,"1,629.72",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,Building Services,SAINT-GOBAIN BLDG DIST LTD - T/A JEWSON,55598445,19/02/2025,19/03/2025,"1,371.63",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,Building Services,SAINT-GOBAIN BLDG DIST LTD - T/A JEWSON,55598908,26/02/2025,25/03/2025,"1,255.08",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,Building Services,SAINT-GOBAIN BLDG DIST LTD - T/A JEWSON,55598293,20/02/2025,20/03/2025,"1,607.99",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,Building Services,SAINT-GOBAIN BLDG DIST LTD - T/A JEWSON,55598560,21/02/2025,21/03/2025,"1,116.73",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,Building Services,SAINT-GOBAIN BLDG DIST LTD - T/A JEWSON,55599231,31/01/2025,11/03/2025,680.63,Plant Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Neighbourhood Services and Resources,Building Services,SAINT-GOBAIN BLDG DIST LTD - T/A JEWSON,55597429,07/02/2025,07/03/2025,"1,827.96",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,Building Services,SAINT-GOBAIN BLDG DIST LTD - T/A JEWSON,55597456,09/02/2025,07/03/2025,"1,660.90",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,Building Services,SAINT-GOBAIN BLDG DIST LTD - T/A JEWSON,55597455,09/02/2025,07/03/2025,556.58,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,Building Services,SAINT-GOBAIN BLDG DIST LTD - T/A JEWSON,55597651,13/02/2025,13/03/2025,"1,826.99",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Neighbourhood Services and Resources,Building Services,SAINT-GOBAIN BLDG DIST LTD - T/A JEWSON,55599568,04/03/2025,01/04/2025,"1,443.05",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
