DCC Transparency Report Supplier Payment over £500,,,,,,,,,,,
,,,,,,,,,,,
Directorate Description,Department Description,Division Description,Section Description,Supplier Name,Payment Date,Payment Reference,System Reference,Exclusive Amount,Purpose of Spend,Procurement Classification,Selection Code 3 Description
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,MGB CARE SERVICES,12/12/2023,60354,256384,"1,796.88",Ordinary Lives LD (under 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,BROOMHOUSE,12/12/2023,60428,256385,"4,200.00",Ordinary Lives LD (under 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,DALE TOPCO LTD,12/12/2023,60869,256386,"1,713.60",West/South MH Support OP (over 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,DALE TOPCO LTD,12/12/2023,60869,256387,"2,570.40",West/South MH Support OP (over 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,DALE TOPCO LTD,12/12/2023,60869,256388,"1,713.60",West/South MH Memory Support (under 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,DALE TOPCO LTD,12/12/2023,60869,256389,"2,416.16",West/South MH PD Support (over 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,DALE TOPCO LTD,12/12/2023,60869,256390,"2,760.00",West/South MH Support Adults (under 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Sensory Support,DALE TOPCO LTD,12/12/2023,60869,256391,"2,570.40",Central OP (over 65) Sensory - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Support with Memory and Cognition,DALE TOPCO LTD,12/12/2023,60869,256392,"2,570.40",South OP (over 65) Memory - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,DALE TOPCO LTD,12/12/2023,60869,256393,"4,600.00",Central/East MH Support Adults (under 65) - R/N,,SME
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,REDACTED,12/12/2023,61022,256397,969.3,Home To School Transport - SEN,,Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,CANAL VUE,12/12/2023,61175,256399,"2,452.80",East OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,CANAL VUE,12/12/2023,61175,256400,"1,147.20",East OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,CASTLE DONINGTON NH,12/12/2023,60348,256401,"1,500.00",West/South MH Support OP (over 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,DALE TOPCO LTD,12/12/2023,60869,256402,"4,691.20",Central/East MH Support OP (over 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,CAXTON LODGE,12/12/2023,60462,256403,"5,564.52",Ordinary Lives LD (under 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,CEDAR COURT NURSING HOME YOUR HEALTH LTD,12/12/2023,60329,256404,"2,423.68",Ordinary Lives MH Support (over 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Sensory Support,LIME TREE CARE LTD,12/12/2023,61236,256405,"6,200.00",Central OP (over 65) Sensory - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Support with Memory and Cognition,CASTLE DONINGTON NH,12/12/2023,60348,256406,"3,600.00",South OP (over 65) Memory - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,CYGNET LEARNING DISABILITIES MIDLANDS LIMITED,12/12/2023,60999,256407,"7,522.60",Central Adults (under 65) LD - R/N,,Company
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,ELIZABETH FITZROY HOMES,12/12/2023,60253,256409,"6,741.56",Ordinary Lives LD (under 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,DEVONSHIRE COURT,12/12/2023,60483,256410,"1,842.08",South OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,DERBY ROAD CARE HOME,12/12/2023,60414,256411,"10,208.40",Ordinary Lives LD (under 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,DERBY ROAD CARE HOME,12/12/2023,60414,256412,"10,487.80",Ordinary Lives LD (under 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,WINSLOW COURT LTD,12/12/2023,61326,256413,"14,347.12",Preparing for adulthood 18-24 LD ? R/N,,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,WINSLOW COURT LTD,12/12/2023,61326,256414,"13,844.96",Preparing for adulthood 18-24 LD ? R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,FULLWOOD HOUSE ACH LTD,12/12/2023,60702,256416,"3,206.52",West/South MH Support OP (over 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,FULLWOOD HOUSE ACH LTD,12/12/2023,60702,256417,"4,587.28",West/South MH Support OP (over 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,FULLWOOD HOUSE ACH LTD,12/12/2023,60702,256418,"1,500.00",West/South MH Support OP (over 65) - R/N,,SME
Communities & Place,Communities,Strategic Housing,Housing and Advice,ZAYAN PROPERTIES LIMITED,12/12/2023,61049,256419,560,Housing Options (Private),,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,FULLWOOD HOUSE ACH LTD,12/12/2023,60702,256420,"10,714.29",West/South MH Support OP (over 65) - R/N,,SME
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,AHS CARS LTD,12/12/2023,61167,256421,"1,887.00",Home To School Transport - SEN,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,FULLWOOD HOUSE ACH LTD,12/12/2023,60702,256422,"7,522.27",West/South MH Support OP (over 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,GILBY HOUSE NURSING HOME,12/12/2023,60806,256423,992.6,Central/East MH Support Adults (under 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,MINSTER CARE GROUP,12/12/2023,61150,256424,"2,096.08",East OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,S2 CARE LTD GOKUL VRANDAVAN RESIDENTIAL HOME,12/12/2023,61546,256425,"2,507.12",Central OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,VALORUM CARE LTD,12/12/2023,61065,256429,"5,008.00",Central/East MH Support Adults (under 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,VALORUM CARE LTD,12/12/2023,61065,256430,"4,589.20",Ordinary Lives LD (under 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,VALORUM CARE LTD,12/12/2023,61065,256431,"2,504.00",Central/East MH Support Adults (under 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,VALORUM CARE LTD,12/12/2023,61065,256432,"2,504.00",Central/East MH Support Adults (under 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,VALORUM CARE LTD,12/12/2023,61065,256433,"2,504.00",Central/East MH Support Adults (under 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,VALORUM CARE LTD,12/12/2023,61065,256435,"4,589.20",Ordinary Lives LD (under 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,MGB CARE SERVICES,12/12/2023,60354,256438,"7,618.56",Ordinary Lives LD (under 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,MGB CARE SERVICES,12/12/2023,60354,256439,"5,369.24",Ordinary Lives LD (under 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,MGB CARE SERVICES,12/12/2023,60354,256440,"8,635.96",Ordinary Lives LD (under 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,MGB CARE SERVICES,12/12/2023,60354,256441,"3,617.72",Central OP (Over 65) LD - R/N,,SME
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,REDACTED,12/12/2023,60658,256442,699.3,Home To School Transport - SEN,,Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,MONARCH CONSULTANTS LIMITED,12/12/2023,61043,256443,"1,221.68",West/South MH Support OP (over 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,CRAEGMOOR HEALTHCARE,12/12/2023,60391,256444,"1,604.60",West OP (Over 65) LD - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,HAREWOOD PARK NURSING HOME,12/12/2023,60290,256445,"3,541.16",Central OP (Over 65) LD - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,HEATHCOTES M LTD,12/12/2023,60964,256447,"9,803.60",Central/East MH Support Adults (under 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,HEATHCOTES M LTD,12/12/2023,60963,256448,"7,205.72",Preparing for adulthood 18-24 LD ? R/N,,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,HEATHCOTES M LTD,12/12/2023,60963,256449,"11,474.12",Ordinary Lives LD (under 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,HEATHCOTES M LTD,12/12/2023,60963,256450,"1,608.04",Ordinary Lives PD Support (under 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,HEATHCOTES M LTD,12/12/2023,60963,256451,"9,005.00",Ordinary Lives PD Support (under 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,HEATHCOTES M LTD,12/12/2023,60963,256452,"9,005.00",Ordinary Lives PD Support (under 65) - R/N,,SME
Communities & Place,Communities,Strategic Housing,Housing and Advice,ZAYAN PROPERTIES LIMITED,12/12/2023,61049,256453,560,Housing Options (Private),,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,HEATHCOTES M LTD,12/12/2023,60963,256454,"9,005.00",Ordinary Lives PD Support (under 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,HEATHCOTES M LTD,12/12/2023,60963,256455,"9,005.00",Ordinary Lives PD Support (under 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,HEATHCOTES M LTD,12/12/2023,60963,256456,"9,005.00",Ordinary Lives PD Support (under 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,HEATHCOTES M LTD,12/12/2023,60963,256457,"9,005.00",Ordinary Lives PD Support (under 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,HEATHCOTES M LTD,12/12/2023,60963,256458,"9,005.00",Ordinary Lives PD Support (under 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,HEATHCOTES M LTD,12/12/2023,60963,256459,"9,005.00",Ordinary Lives PD Support (under 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,HEATHCOTES M LTD,12/12/2023,60963,256460,"9,005.00",Ordinary Lives PD Support (under 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,HEATHCOTES M LTD,12/12/2023,60963,256462,"9,005.00",Ordinary Lives PD Support (under 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,HEATHCOTES M LTD,12/12/2023,60963,256463,"1,608.04",Ordinary Lives PD Support (under 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,HEATHCOTES M LTD,12/12/2023,60963,256464,"2,894.46",Ordinary Lives PD Support (under 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,HEATHCOTES M LTD,12/12/2023,60963,256465,"4,822.18",Ordinary Lives PD Support (under 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,HEATHCOTES M LTD,12/12/2023,60963,256466,"9,644.36",Ordinary Lives PD Support (under 65) - R/N,,SME
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,AHS CARS LTD,12/12/2023,61167,256467,"2,369.80",Home To School Transport - SEN,,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,HEATHCOTES M LTD,12/12/2023,60963,256468,"9,644.36",Ordinary Lives PD Support (under 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,HEATHCOTES M LTD,12/12/2023,60963,256469,"9,644.36",Ordinary Lives PD Support (under 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,HEATHCOTES M LTD,12/12/2023,60963,256470,"9,644.36",Ordinary Lives PD Support (under 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,HEATHCOTES M LTD,12/12/2023,60963,256471,"9,644.36",Ordinary Lives PD Support (under 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,HEATHCOTES M LTD,12/12/2023,60963,256473,"9,644.36",Ordinary Lives PD Support (under 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,HEATHCOTES M LTD,12/12/2023,60963,256474,"9,644.36",Ordinary Lives PD Support (under 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,HEATHCOTES M LTD,12/12/2023,60963,256475,"9,644.36",Ordinary Lives PD Support (under 65) - R/N,,SME
