DCC Transparency Report Supplier Payment over £500,,,,,,,,,,,
,,,,,,,,,,,
Directorate Description,Department Description,Division Description,Section Description,Supplier Name,Payment Date,Payment Reference,System Reference,Exclusive Amount,Purpose of Spend,Procurement Classification,Selection Code 3 Description
Communities & Place,Planning & Transportation,Traffic & Transportation,Traffic and Transport other,NATIONAL GRID ELECTRICITY DISTRIBUTION PLC,11/07/2023,20663,80478,521.37,Central Traffic Management,,Company
Corporate Resources,Digital Services & Customer Management,Digital Services & Customer Management,Digital Services,TRUE COMMERCE OLDHAM LTD,11/07/2023,20160,81053,753.02,Information Systems,,Company
Communities & Place,Public Protection and Streetride,"Waste, Street Cleansing & Fleet",Stores Road Depot & Fleet Management,AEBI SCHMIDT,11/07/2023,19949,94069,"1,019.56",Vehicle Maintenance,,Company
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,REDACTED,11/07/2023,20799,94376,"4,378.38",West OP (Over 65) Physical - R/N,,Public/Government Agency
Corporate Resources,Property,Facilities Management,Cleaning & Caretaking,BUNZL CLEANING AND HYGIENE SUPPLIES,11/07/2023,19820,94606,664.7,Cleaning Operating Account,,SME
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,WESTERN CARS CO,11/07/2023,19817,95050,"1,700.00",Home To School Transport - SEN,,SME
Communities & Place,Public Protection and Streetride,Highways and Grounds Maintenance,Highways Maintenance,THE TRAINING SOCIETY,11/07/2023,20512,95310,"1,785.00",Highways Maintenance Reactionary Works,,SME
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,ADEEL SHOAIB AWAMI TRAVEL LTD,11/07/2023,20416,95917,"2,059.03",Home To School Transport - SEN,,Sole Trader
Communities & Place,Public Protection and Streetride,"Waste, Street Cleansing & Fleet",Stores Road Depot & Fleet Management,T C HARRISON FORD,11/07/2023,19873,95946,702.07,Vehicle Maintenance,,SME
Communities & Place,Public Protection and Streetride,"Waste, Street Cleansing & Fleet",Stores Road Depot & Fleet Management,T C HARRISON FORD,11/07/2023,19873,95951,661.6,Vehicle Maintenance,,SME
Corporate Resources,Digital Services & Customer Management,Digital Services & Customer Management,Customer Management,COMMUNITY ACTION DERBY LTD,11/07/2023,19815,96331,"28,577.83",Local Assistance,,SME
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,REDACTED,11/07/2023,19903,96335,"1,305.00",Home To School Transport - SEN,,SME
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,REDACTED,11/07/2023,19903,96342,"1,665.00",Home To School Transport - SEN,,SME
Adults Health and Housing,Adults Health and Housing,Adults Health and Housing,Adults Health and Housing,BASSETLAW DISTRICT COUNCIL,11/07/2023,19942,96375,620,REFCUS - Disabled Facilities Grant 96 Act,,Public/Government Agency
Adults Health and Housing,Adults Health and Housing,Adults Health and Housing,Adults Health and Housing,PREMIER MOBILITY (UK) LIMITED,11/07/2023,19913,96378,"4,985.00",REFCUS - Disabled Facilities Grant 96 Act,,SME
Adults Health and Housing,Adults Health and Housing,Adults Health and Housing,Adults Health and Housing,PREMIER MOBILITY (UK) LIMITED,11/07/2023,19913,96382,"4,399.00",REFCUS - Disabled Facilities Grant 96 Act,,SME
Communities & Place,City Development & Growth,Strategic Housing,Housing and Advice,PREMIER MOBILITY (UK) LIMITED,11/07/2023,19913,96385,"4,995.50",REFCUS - Disabled Facilities Grant 96 Act,,SME
Communities & Place,"Leisure, Culture and Tourism","Culture, Business Development & Tourism","Culture, Business Development & Tourism",PHIL MCINTYRE LIVE LIMITED,11/07/2023,20742,96398,"33,883.98",Derby Live - Presented,,Company
Communities & Place,City Development & Growth,Strategic Housing,Housing and Advice,PREMIER MOBILITY (UK) LIMITED,11/07/2023,19913,96404,"11,156.96",REFCUS - Disabled Facilities Grant 96 Act,,SME
Communities & Place,City Development & Growth,Strategic Housing,Housing and Advice,PREMIER MOBILITY (UK) LIMITED,11/07/2023,19913,96406,"1,834.43",REFCUS - Disabled Facilities Grant 96 Act,,SME
Communities & Place,City Development & Growth,Strategic Housing,Housing and Advice,PREMIER MOBILITY (UK) LIMITED,11/07/2023,19913,96409,"4,148.84",REFCUS - Disabled Facilities Grant 96 Act,,SME
Communities & Place,City Development & Growth,Strategic Housing,Housing and Advice,CLOSOMAT LTD,11/07/2023,20320,96412,"6,016.23",REFCUS - Disabled Facilities Grant 96 Act,,SME
Communities & Place,City Development & Growth,Strategic Housing,Housing and Advice,CLOSOMAT LTD,11/07/2023,20320,96414,"5,689.72",REFCUS - Disabled Facilities Grant 96 Act,,SME
Adults Health and Housing,Adults Health and Housing,Adults Health and Housing,Adults Health and Housing,CLOSOMAT LTD,11/07/2023,20320,96418,"5,645.00",REFCUS - Disabled Facilities Grant 96 Act,,SME
People Services - Children & Young People,Non-Schools,Learning & Inclusion,Adult Learning - SFA,DOOH MEDIA LIMITED,11/07/2023,20366,96445,"1,800.00",Adult Learning Service - Operational,,SME
Communities & Place,Public Protection and Streetride,"Waste, Street Cleansing & Fleet",Stores Road Depot & Fleet Management,CERTAS ENERGY UK LIMITED,11/07/2023,20590,96446,"1,320.00",Fleet Hire,,SME
Corporate Resources,Property,Facilities Management,Cleaning & Caretaking,PHS GROUP PLC,11/07/2023,19863,96448,709.67,Cleaning Operating Account,,Company
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,TEACHING PERSONNEL LTD.,11/07/2023,19823,96450,994.62,Pupil Premium Grant,,SME
Neighbourhoods,Neighbourhoods,Neighbourhoods,Neighbourhoods,FAITHFUL AND GOULD LIMITED,11/07/2023,20329,96453,"4,110.54",Safer Streets Fund - Phase 4,,Company
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,TEACHING PERSONNEL LTD.,11/07/2023,19823,96454,994.62,Pupil Premium Grant,,SME
Neighbourhoods,Neighbourhoods,Neighbourhoods,Neighbourhoods,GREENHATCH GROUP LIMITED,11/07/2023,20497,96457,750,Design of Future Years Schemes,,SME
People Services - Children & Young People,Schools Block,Learning & Inclusion - Schools Block,Learning & Inclusion - Schools Block,BRIDGE THE GAP CHILD MENTAL HEALTH CIC.,11/07/2023,20636,96460,"2,400.00",Primary FAP,,SME
Communities & Place,Public Protection and Streetride,"Waste, Street Cleansing & Fleet",Stores Road Depot & Fleet Management,AMA SUPPLIES LTD,11/07/2023,19870,96468,837,Stores Road Depot,,SME
Communities & Place,City Development & Growth,Strategic Housing,Housing and Advice,PREMIER MOBILITY (UK) LIMITED,11/07/2023,19913,96470,"5,127.34",REFCUS - Disabled Facilities Grant 96 Act,,SME
Communities & Place,City Development & Growth,Strategic Housing,Housing and Advice,PREMIER MOBILITY (UK) LIMITED,11/07/2023,19913,96472,"3,275.40",REFCUS - Disabled Facilities Grant 96 Act,,SME
Communities & Place,Public Protection and Streetride,Highways and Grounds Maintenance,Grounds Maintenance,SHARROCKS,11/07/2023,20537,96473,501.41,Grounds Maintenance,,SME
Communities & Place,City Development & Growth,Strategic Housing,Housing and Advice,CLOSOMAT LTD,11/07/2023,20320,96476,"5,725.54",REFCUS - Disabled Facilities Grant 96 Act,,SME
Communities & Place,City Development & Growth,Strategic Housing,Housing and Advice,CLOSOMAT LTD,11/07/2023,20320,96477,"6,563.16",REFCUS - Disabled Facilities Grant 96 Act,,SME
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,REDACTED,11/07/2023,19903,96479,"1,665.00",Home To School Transport - SEN,,SME
Adults Health and Housing,Adults Health and Housing,Adults Health and Housing,Adults Health and Housing,A M PROPERTY SERVICES LTD,11/07/2023,19836,96483,920,REFCUS - Healthy Housing Assistance,,SME
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,REDACTED,11/07/2023,19903,96484,"1,250.00",Home To School Transport - SEN,,SME
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,REDACTED,11/07/2023,19903,96494,"1,650.00",Home To School Transport - SEN,,SME
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,SAYMEZ CARS,11/07/2023,20482,96499,540,Home To School Transport - SEN,,SME
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,REDACTED,11/07/2023,19903,96507,"2,459.50",Home To School Transport - SEN,,SME
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,SAYMEZ CARS,11/07/2023,20482,96515,970,Home To School Transport - SEN,,SME
Adults Health and Housing,Adults Health and Housing,Adults Health and Housing,Adults Health and Housing,A M PROPERTY SERVICES LTD,11/07/2023,19836,96524,645,REFCUS - Healthy Housing Assistance,,SME
Communities & Place,City Development & Growth,Strategic Housing,Housing and Advice,CLOSOMAT LTD,11/07/2023,20320,96526,"5,896.75",REFCUS - Disabled Facilities Grant 96 Act,,SME
Communities & Place,City Development & Growth,Strategic Housing,Housing and Advice,TYGER HOLDINGS LTD,11/07/2023,20627,96533,"1,200.00",Housing Options (Private),,SME
Communities & Place,City Development & Growth,Strategic Housing,Housing and Advice,TYGER HOLDINGS LTD,11/07/2023,20627,96542,"1,280.00",Housing Options (Private),,SME
Communities & Place,City Development & Growth,Strategic Housing,Housing and Advice,TYGER HOLDINGS LTD,11/07/2023,20627,96563,"2,480.00",Housing Options (Private),,SME
Communities & Place,Public Protection and Streetride,Highways and Grounds Maintenance,Highways Maintenance,WOLSELEY UK LTD,11/07/2023,19864,96570,"3,430.16",Highways Maintenance Reactionary Works,,Public/Government Agency
Communities & Place,City Development & Growth,Strategic Housing,Housing and Advice,TYGER HOLDINGS LTD,11/07/2023,20627,96575,"3,040.00",Housing Options (Private),,SME
Communities & Place,Public Protection and Streetride,Highways and Grounds Maintenance,Highways Maintenance,WOLSELEY UK LTD,11/07/2023,19864,96577,"3,339.84",Highways Maintenance Reactionary Works,,Public/Government Agency
People Services - Children & Young People,Non-Schools,Integrated Services,Fostering,REDACTED,11/07/2023,20052,96629,700,Fostering Allowances,,Individual (Non Business)
People Services - Children & Young People,Non-Schools,Integrated Services,Fostering,REDACTED,11/07/2023,20772,96804,"1,129.65",Fostering Allowances,,Individual (Non Business)
People Services - Children & Young People,Non-Schools,Integrated Services,Children In Care,REDACTED,11/07/2023,20422,97311,836.54,Adoption,,Individual (Non Business)
People Services - Children & Young People,Non-Schools,Integrated Services,Children In Care,REDACTED,11/07/2023,19990,97353,866.27,Adoption,,Individual (Non Business)
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,REDACTED,11/07/2023,20510,97488,639,Special Guardianship,,Individual (Non Business)
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,REDACTED,11/07/2023,20241,97523,626.83,Special Guardianship,,Individual (Non Business)
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,REDACTED,11/07/2023,20664,97542,688,Special Guardianship,,Individual (Non Business)
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,REDACTED,11/07/2023,20701,97549,698,Special Guardianship,,Individual (Non Business)
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,REDACTED,11/07/2023,20401,97630,545.54,Special Guardianship,,Individual (Non Business)
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,REDACTED,11/07/2023,20433,97637,634.48,Special Guardianship,,Individual (Non Business)
Communities & Place,Public Protection and Streetride,Highways and Grounds Maintenance,Highways Maintenance,WOLSELEY UK LTD,11/07/2023,19864,98037,982.55,Highways Maintenance Reactionary Works,,Public/Government Agency
Communities & Place,City Development & Growth,Strategic Housing,Housing and Advice,TYGER HOLDINGS LTD,11/07/2023,20627,98043,800,Housing Options (Private),,SME
Communities & Place,Public Protection and Streetride,Highways and Grounds Maintenance,Highways Maintenance,AGGREGATE INDUSTRIES UK LTD,11/07/2023,19976,98045,"1,368.80",Highways Maintenance Works,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,HOME SUPPORT SERVICES,11/07/2023,19822,98051,"1,176.08",South OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,HOME SUPPORT SERVICES,11/07/2023,19822,98052,"1,176.08",South OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Learning Disability Support,Community Support - Learning Disability,HOME SUPPORT SERVICES,11/07/2023,19822,98054,"1,608.36",South Adults (under 65) LD - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,HOME SUPPORT SERVICES,11/07/2023,19822,98056,"1,002.48",South OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,HOME SUPPORT SERVICES,11/07/2023,19822,98057,"1,002.48",South OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,HOME SUPPORT SERVICES,11/07/2023,19822,98058,"1,594.12",South OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,HOME SUPPORT SERVICES,11/07/2023,19822,98059,918.88,South OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,HOME SUPPORT SERVICES,11/07/2023,19822,98062,"1,287.24",South OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,HOME SUPPORT SERVICES,11/07/2023,19822,98063,"1,287.24",South OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Support with Memory and Cognition,Community Support - Support with Memory,HOME SUPPORT SERVICES,11/07/2023,19822,98065,"1,092.48",East OP (over 65) Memory - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Support with Memory and Cognition,Community Support - Support with Memory,HOME SUPPORT SERVICES,11/07/2023,19822,98066,"1,092.48",East OP (over 65) Memory - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,HOME SUPPORT SERVICES,11/07/2023,19822,98067,657.4,South OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,QUALITY CARE SERVICES,11/07/2023,19840,98068,896.43,East OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,QUALITY CARE SERVICES,11/07/2023,19840,98070,586.02,East OP (over 65) Physical - DP/Mgd,,SME
