Service_Label,Service_Code,Service_Division_Label,Service_Division_Code,Organisational_Unit_Label,Organisational_Unit_Code,Merchant_Category,Summary_of_the_purpose_of_the_expenditure,Date,Transaction_Number,Capital_and_Revenue,Supplier_Name,Supplier_ID,Net_Amount
Environment & Net Zero,ENVZERO,City Services - Waste Operations,EN50,Waste - Bulk Residual Collections,AT0070,"Tools, Equipment, Furniture & Materials",Equipment Repairs & Maintenance,06/02/2025,3733795,Revenue - General Fund,UK Container Maintenance Ltd,28035,6833
Environment & Net Zero,ENVZERO,City Services - Waste Operations,EN50,Waste - Bulk Residual Collections,AT0070,"Tools, Equipment, Furniture & Materials",Equipment Repairs & Maintenance,24/03/2025,3743737,Revenue - General Fund,UK Container Maintenance Ltd,28035,4168
Environment & Net Zero,ENVZERO,City Services - Waste Operations,EN50,Waste - Management and Overheads,AT0050,"Clothing, Uniforms & Laundry","Uniforms, Clothing & Protective Clothing",04/02/2025,3732436,Revenue - General Fund,SMI INT Group Ltd,18367,1182.69
Environment & Net Zero,ENVZERO,City Services - Waste Operations,EN50,Waste - Management and Overheads,AT0050,"Clothing, Uniforms & Laundry","Uniforms, Clothing & Protective Clothing",07/03/2025,3736481,Revenue - General Fund,SMI INT Group Ltd,18367,1881.39
Environment & Net Zero,ENVZERO,City Services - Waste Operations,EN50,Waste - Management and Overheads,AT0050,Interview & Training Expenses,Staff Training,20/03/2025,3741002,Revenue - General Fund,HSQE Limited,27696,750
Environment & Net Zero,ENVZERO,City Services - Waste Operations,EN50,Waste - Trade Waste Collections,AT0130,Cleaning & Domestic Supplies,Tipping Costs,01/04/2025,3743348,Revenue - General Fund,TJ Waste & Recycling Limited,13939,5690.11
Environment & Net Zero,ENVZERO,City Services - Waste Operations,EN50,Waste - Trade Waste Collections,AT0130,Cleaning & Domestic Supplies,Tipping Costs,01/04/2025,3743603,Revenue - General Fund,TJ Waste & Recycling Limited,13939,7591.42
Environment & Net Zero,ENVZERO,City Services - Waste Operations,EN50,Waste - Trade Waste Collections,AT0130,Cleaning & Domestic Supplies,Tipping Costs,05/02/2025,3731385,Revenue - General Fund,TJ Waste & Recycling Limited,13939,6913.84
Environment & Net Zero,ENVZERO,City Services - Waste Operations,EN50,Waste - Trade Waste Collections,AT0130,Cleaning & Domestic Supplies,Tipping Costs,05/02/2025,3731839,Revenue - General Fund,TJ Waste & Recycling Limited,13939,7289.06
Environment & Net Zero,ENVZERO,City Services - Waste Operations,EN50,Waste - Trade Waste Collections,AT0130,Cleaning & Domestic Supplies,Tipping Costs,05/02/2025,3732338,Revenue - General Fund,TJ Waste & Recycling Limited,13939,6935.78
Environment & Net Zero,ENVZERO,City Services - Waste Operations,EN50,Waste - Trade Waste Collections,AT0130,Cleaning & Domestic Supplies,Tipping Costs,06/01/2025,3720997,Revenue - General Fund,TJ Waste & Recycling Limited,13939,9355.74
Environment & Net Zero,ENVZERO,City Services - Waste Operations,EN50,Waste - Trade Waste Collections,AT0130,Cleaning & Domestic Supplies,Tipping Costs,06/01/2025,3722226,Revenue - General Fund,TJ Waste & Recycling Limited,13939,6483.11
Environment & Net Zero,ENVZERO,City Services - Waste Operations,EN50,Waste - Trade Waste Collections,AT0130,Cleaning & Domestic Supplies,Tipping Costs,06/01/2025,3722977,Revenue - General Fund,TJ Waste & Recycling Limited,13939,7515.61
Environment & Net Zero,ENVZERO,City Services - Waste Operations,EN50,Waste - Trade Waste Collections,AT0130,Cleaning & Domestic Supplies,Tipping Costs,06/01/2025,3724493,Revenue - General Fund,TJ Waste & Recycling Limited,13939,6790.06
Environment & Net Zero,ENVZERO,City Services - Waste Operations,EN50,Waste - Trade Waste Collections,AT0130,Cleaning & Domestic Supplies,Tipping Costs,06/01/2025,3724935,Revenue - General Fund,TJ Waste & Recycling Limited,13939,6202.05
Environment & Net Zero,ENVZERO,City Services - Waste Operations,EN50,Waste - Trade Waste Collections,AT0130,Cleaning & Domestic Supplies,Tipping Costs,07/03/2025,3736889,Revenue - General Fund,TJ Waste & Recycling Limited,13939,8781.83
Environment & Net Zero,ENVZERO,City Services - Waste Operations,EN50,Waste - Trade Waste Collections,AT0130,Cleaning & Domestic Supplies,Tipping Costs,07/03/2025,3737087,Revenue - General Fund,TJ Waste & Recycling Limited,13939,5840.12
Environment & Net Zero,ENVZERO,City Services - Waste Operations,EN50,Waste - Trade Waste Collections,AT0130,Cleaning & Domestic Supplies,Tipping Costs,07/03/2025,3737703,Revenue - General Fund,TJ Waste & Recycling Limited,13939,4396.13
Environment & Net Zero,ENVZERO,City Services - Waste Operations,EN50,Waste - Trade Waste Collections,AT0130,Cleaning & Domestic Supplies,Tipping Costs,07/03/2025,3738234,Revenue - General Fund,TJ Waste & Recycling Limited,13939,5467.4
Environment & Net Zero,ENVZERO,City Services - Waste Operations,EN50,Waste - Trade Waste Collections,AT0130,Cleaning & Domestic Supplies,Tipping Costs,07/03/2025,3738249,Revenue - General Fund,TJ Waste & Recycling Limited,13939,8837.78
Environment & Net Zero,ENVZERO,City Services - Waste Operations,EN50,Waste - Trade Waste Collections,AT0130,Cleaning & Domestic Supplies,Tipping Costs,07/03/2025,3738465,Revenue - General Fund,TJ Waste & Recycling Limited,13939,6299.64
Environment & Net Zero,ENVZERO,City Services - Waste Operations,EN50,Waste - Trade Waste Collections,AT0130,Cleaning & Domestic Supplies,Tipping Costs,10/02/2025,3732659,Revenue - General Fund,TJ Waste & Recycling Limited,13939,5642.42
Environment & Net Zero,ENVZERO,City Services - Waste Operations,EN50,Waste - Trade Waste Collections,AT0130,Cleaning & Domestic Supplies,Tipping Costs,10/02/2025,3733164,Revenue - General Fund,TJ Waste & Recycling Limited,13939,5920.3
Environment & Net Zero,ENVZERO,City Services - Waste Operations,EN50,Waste - Trade Waste Collections,AT0130,Cleaning & Domestic Supplies,Tipping Costs,10/02/2025,3734450,Revenue - General Fund,TJ Waste & Recycling Limited,13939,7075.41
Environment & Net Zero,ENVZERO,City Services - Waste Operations,EN50,Waste - Trade Waste Collections,AT0130,Cleaning & Domestic Supplies,Tipping Costs,11/03/2025,3740475,Revenue - General Fund,TJ Waste & Recycling Limited,13939,7322.92
Environment & Net Zero,ENVZERO,City Services - Waste Operations,EN50,Waste - Trade Waste Collections,AT0130,Cleaning & Domestic Supplies,Tipping Costs,14/03/2025,3739312,Revenue - General Fund,TJ Waste & Recycling Limited,13939,6400.39
Environment & Net Zero,ENVZERO,City Services - Waste Operations,EN50,Waste - Trade Waste Collections,AT0130,Cleaning & Domestic Supplies,Tipping Costs,14/03/2025,3740345,Revenue - General Fund,TJ Waste & Recycling Limited,13939,6964.48
Environment & Net Zero,ENVZERO,City Services - Waste Operations,EN50,Waste - Trade Waste Collections,AT0130,Cleaning & Domestic Supplies,Tipping Costs,14/03/2025,3740346,Revenue - General Fund,TJ Waste & Recycling Limited,13939,4655.54
Environment & Net Zero,ENVZERO,City Services - Waste Operations,EN50,Waste - Trade Waste Collections,AT0130,Cleaning & Domestic Supplies,Tipping Costs,14/03/2025,3741562,Revenue - General Fund,TJ Waste & Recycling Limited,13939,6128.53
Environment & Net Zero,ENVZERO,City Services - Waste Operations,EN50,Waste - Trade Waste Collections,AT0130,Cleaning & Domestic Supplies,Tipping Costs,16/01/2025,3725724,Revenue - General Fund,TJ Waste & Recycling Limited,13939,8161.55
Environment & Net Zero,ENVZERO,City Services - Waste Operations,EN50,Waste - Trade Waste Collections,AT0130,Cleaning & Domestic Supplies,Tipping Costs,21/01/2025,3726671,Revenue - General Fund,TJ Waste & Recycling Limited,13939,5040.26
Environment & Net Zero,ENVZERO,City Services - Waste Operations,EN50,Waste - Trade Waste Collections,AT0130,Cleaning & Domestic Supplies,Tipping Costs,21/01/2025,3727158,Revenue - General Fund,TJ Waste & Recycling Limited,13939,7509.42
Environment & Net Zero,ENVZERO,City Services - Waste Operations,EN50,Waste - Trade Waste Collections,AT0130,Cleaning & Domestic Supplies,Tipping Costs,21/01/2025,3727494,Revenue - General Fund,TJ Waste & Recycling Limited,13939,5728.41
Environment & Net Zero,ENVZERO,City Services - Waste Operations,EN50,Waste - Trade Waste Collections,AT0130,Cleaning & Domestic Supplies,Tipping Costs,21/01/2025,3727946,Revenue - General Fund,TJ Waste & Recycling Limited,13939,6324.56
Environment & Net Zero,ENVZERO,City Services - Waste Operations,EN50,Waste - Trade Waste Collections,AT0130,Cleaning & Domestic Supplies,Tipping Costs,21/01/2025,3728925,Revenue - General Fund,TJ Waste & Recycling Limited,13939,8804.36
Environment & Net Zero,ENVZERO,City Services - Waste Operations,EN50,Waste - Trade Waste Collections,AT0130,Cleaning & Domestic Supplies,Tipping Costs,21/01/2025,3729172,Revenue - General Fund,TJ Waste & Recycling Limited,13939,6286.34
Environment & Net Zero,ENVZERO,City Services - Waste Operations,EN50,Waste - Trade Waste Collections,AT0130,Cleaning & Domestic Supplies,Tipping Costs,23/01/2025,3730563,Revenue - General Fund,TJ Waste & Recycling Limited,13939,6979.51
Environment & Net Zero,ENVZERO,City Services - Waste Operations,EN50,Waste - Trade Waste Collections,AT0130,Cleaning & Domestic Supplies,Tipping Costs,24/02/2025,3734809,Revenue - General Fund,TJ Waste & Recycling Limited,13939,7003.45
Environment & Net Zero,ENVZERO,City Services - Waste Operations,EN50,Waste - Trade Waste Collections,AT0130,Cleaning & Domestic Supplies,Tipping Costs,24/02/2025,3735325,Revenue - General Fund,TJ Waste & Recycling Limited,13939,7878.88
Environment & Net Zero,ENVZERO,City Services - Waste Operations,EN50,Waste - Trade Waste Collections,AT0130,Cleaning & Domestic Supplies,Tipping Costs,24/02/2025,3735666,Revenue - General Fund,TJ Waste & Recycling Limited,13939,5862.53
Environment & Net Zero,ENVZERO,City Services - Waste Operations,EN50,Waste - Trade Waste Collections,AT0130,Cleaning & Domestic Supplies,Tipping Costs,25/03/2025,3742443,Revenue - General Fund,TJ Waste & Recycling Limited,13939,6131.06
Environment & Net Zero,ENVZERO,City Services - Waste Operations,EN50,Waste - Trade Waste Collections,AT0130,Cleaning & Domestic Supplies,Tipping Costs,27/01/2025,3729893,Revenue - General Fund,TJ Waste & Recycling Limited,13939,5407.34
Environment & Net Zero,ENVZERO,City Services - Waste Operations,EN50,Waste - Trade Waste Collections,AT0130,Cleaning & Domestic Supplies,Tipping Costs,27/01/2025,3730115,Revenue - General Fund,TJ Waste & Recycling Limited,13939,5764.21
Environment & Net Zero,ENVZERO,City Services - Waste Operations,EN50,Waste - Trade Waste Collections,AT0130,Cleaning & Domestic Supplies,Tipping Costs,27/03/2025,3744442,Revenue - General Fund,TJ Waste & Recycling Limited,13939,6008.92
Environment & Net Zero,ENVZERO,City Services - Waste Operations,EN50,Waste - Trade Waste Collections,AT0130,"Tools, Equipment, Furniture & Materials",Equipment Repairs & Maintenance,25/03/2025,3744245,Revenue - General Fund,Storm Environmental Ltd,28111,1530
Environment & Net Zero,ENVZERO,Resident Services Management,RESI,City Services Senior Management,AT0059,Agency Staff,External Agency Staff,20/03/2025,3743607,Revenue - General Fund,G2V Recruitment Group Limited T/A Vivid Resourcing,54713,3250
Environment & Net Zero,ENVZERO,Resident Services Management,RESI,City Services Senior Management,AT0059,Services,Legal Expenses,20/02/2025,3736857,Revenue - General Fund,TJD Law,54666,750
Finance & Resources,FINRES,Central Repairs & Maintenance,LS02,Planned Repairs & Maintenance,AG0600,Repair & Maintenance of Buildings,Repairs & Maintenance,11/03/2025,3737473,Revenue - General Fund,Novar Systems Ltd (Honeywell),15741,4759.9
Finance & Resources,FINRES,Central Repairs & Maintenance,LS02,Planned Repairs & Maintenance,AG0600,Repair & Maintenance of Buildings,Repairs & Maintenance,11/03/2025,3737681,Revenue - General Fund,Novar Systems Ltd (Honeywell),15741,3701.62
Finance & Resources,FINRES,Central Repairs & Maintenance,LS02,Planned Repairs & Maintenance,AG0600,Repair & Maintenance of Buildings,Repairs & Maintenance,18/02/2025,3733691,Revenue - General Fund,Independent Fire Inspections LTD,21414,13000
Finance & Resources,FINRES,Central Repairs & Maintenance,LS02,Planned Repairs & Maintenance,AG0600,Repair & Maintenance of Buildings,Repairs & Maintenance,21/03/2025,3742601,Revenue - General Fund,Novar Systems Ltd (Honeywell),15741,4122.91
Finance & Resources,FINRES,Central Repairs & Maintenance,LS02,Planned Repairs & Maintenance,AG0600,Repair & Maintenance of Buildings,Repairs & Maintenance,24/03/2025,3740243,Revenue - General Fund,Novar Systems Ltd (Honeywell),15741,3503.88
Finance & Resources,FINRES,Central Repairs & Maintenance,LS02,Planned Repairs & Maintenance,AG0600,Services,Consultancy - Professional Expertise & Advice,06/03/2025,3739691,Revenue - General Fund,AtkinsRéalis PPS Limited,15245,38414.4
Finance & Resources,FINRES,Central Repairs & Maintenance,LS02,Planned Repairs & Maintenance,AG0600,Services,Consultancy - Professional Expertise & Advice,26/03/2025,3742657,Revenue - General Fund,Independent Fire Inspections LTD,21414,4430
Finance & Resources,FINRES,Central Repairs & Maintenance,LS02,Planned Repairs & Maintenance,AG0600,Services,Consultancy - Professional Expertise & Advice,27/03/2025,3743197,Revenue - General Fund,Perfect Circle JV Ltd,14225,2208.52
Finance & Resources,FINRES,Central Repairs & Maintenance,LS02,Planned Repairs & Maintenance,AG0600,Services,Consultancy - Professional Expertise & Advice,30/01/2025,3722064,Revenue - General Fund,Perfect Circle JV Ltd,14225,8576.74
Finance & Resources,FINRES,Central Repairs & Maintenance,LS02,Reactive Repairs - Buildings,AG0580,Repair & Maintenance of Buildings,Repairs & Maintenance,02/03/2025,3736604,Revenue - General Fund,Kestrel Guards Ltd,17629,974
Finance & Resources,FINRES,Central Repairs & Maintenance,LS02,Reactive Repairs - Buildings,AG0580,Repair & Maintenance of Buildings,Repairs & Maintenance,02/03/2025,3736766,Revenue - General Fund,Kestrel Guards Ltd,17629,871
Finance & Resources,FINRES,Central Repairs & Maintenance,LS02,Reactive Repairs - Buildings,AG0580,Repair & Maintenance of Buildings,Repairs & Maintenance,02/03/2025,3737147,Revenue - General Fund,Kestrel Guards Ltd,17629,525
Finance & Resources,FINRES,Central Repairs & Maintenance,LS02,Reactive Repairs - Buildings,AG0580,Repair & Maintenance of Buildings,Repairs & Maintenance,02/03/2025,3737166,Revenue - General Fund,Kestrel Guards Ltd,17629,974
Finance & Resources,FINRES,Central Repairs & Maintenance,LS02,Reactive Repairs - Buildings,AG0580,Repair & Maintenance of Buildings,Repairs & Maintenance,02/03/2025,3738261,Revenue - General Fund,Kestrel Guards Ltd,17629,8570
Finance & Resources,FINRES,Central Repairs & Maintenance,LS02,Reactive Repairs - Buildings,AG0580,Repair & Maintenance of Buildings,Repairs & Maintenance,03/02/2025,3730998,Revenue - General Fund,Bi-Fold Rolfe Ltd,14740,926.55
Finance & Resources,FINRES,Central Repairs & Maintenance,LS02,Reactive Repairs - Buildings,AG0580,Repair & Maintenance of Buildings,Repairs & Maintenance,03/03/2025,3737119,Revenue - General Fund,Kestrel Guards Ltd,17629,525
Finance & Resources,FINRES,Central Repairs & Maintenance,LS02,Reactive Repairs - Buildings,AG0580,Repair & Maintenance of Buildings,Repairs & Maintenance,03/03/2025,3737124,Revenue - General Fund,Kestrel Guards Ltd,17629,974
Finance & Resources,FINRES,Central Repairs & Maintenance,LS02,Reactive Repairs - Buildings,AG0580,Repair & Maintenance of Buildings,Repairs & Maintenance,03/03/2025,3737130,Revenue - General Fund,Kestrel Guards Ltd,17629,2625
Finance & Resources,FINRES,Central Repairs & Maintenance,LS02,Reactive Repairs - Buildings,AG0580,Repair & Maintenance of Buildings,Repairs & Maintenance,03/03/2025,3738718,Revenue - General Fund,Kestrel Guards Ltd,17629,974
Finance & Resources,FINRES,Central Repairs & Maintenance,LS02,Reactive Repairs - Buildings,AG0580,Repair & Maintenance of Buildings,Repairs & Maintenance,03/03/2025,3738719,Revenue - General Fund,Kestrel Guards Ltd,17629,574
Finance & Resources,FINRES,Central Repairs & Maintenance,LS02,Reactive Repairs - Buildings,AG0580,Repair & Maintenance of Buildings,Repairs & Maintenance,06/03/2025,3737343,Revenue - General Fund,Bi-Fold Rolfe Ltd,14740,565.19
Finance & Resources,FINRES,Central Repairs & Maintenance,LS02,Reactive Repairs - Buildings,AG0580,Repair & Maintenance of Buildings,Repairs & Maintenance,10/02/2025,3733625,Revenue - General Fund,STC Southern Ltd,53774,3695
Finance & Resources,FINRES,Central Repairs & Maintenance,LS02,Reactive Repairs - Buildings,AG0580,Repair & Maintenance of Buildings,Repairs & Maintenance,11/03/2025,3740451,Revenue - General Fund,STC Southern Ltd,53774,2002.5
Finance & Resources,FINRES,Central Repairs & Maintenance,LS02,Reactive Repairs - Buildings,AG0580,Repair & Maintenance of Buildings,Repairs & Maintenance,13/01/2025,3727171,Revenue - General Fund,STC Southern Ltd,53774,2618
Finance & Resources,FINRES,Central Repairs & Maintenance,LS02,Reactive Repairs - Buildings,AG0580,Repair & Maintenance of Buildings,Repairs & Maintenance,18/03/2025,3741283,Revenue - General Fund,Opal Systems Ltd,54476,2303.25
Finance & Resources,FINRES,Central Repairs & Maintenance,LS02,Reactive Repairs - Buildings,AG0580,Repair & Maintenance of Buildings,Repairs & Maintenance,21/03/2025,3743508,Revenue - General Fund,Halo Solar Limited,15346,1260
Finance & Resources,FINRES,Central Repairs & Maintenance,LS02,Reactive Repairs - Buildings,AG0580,Repair & Maintenance of Buildings,Repairs & Maintenance,22/01/2025,3730113,Revenue - General Fund,Kestrel Guards Ltd,17629,3962.5
Finance & Resources,FINRES,Central Repairs & Maintenance,LS02,Reactive Repairs - Buildings,AG0580,Repair & Maintenance of Buildings,Repairs & Maintenance,30/03/2025,3744243,Revenue - General Fund,Tersus Consultancy Limited,45298,3560
Finance & Resources,FINRES,Central Repairs & Maintenance,LS02,Reactive Repairs - Buildings,AG0580,Services,Security Services,17/02/2025,3734932,Revenue - General Fund,Oakpark Security Systems Ltd,27329,1129.76
Finance & Resources,FINRES,Central Repairs & Maintenance,LS02,Reactive Repairs - Buildings,AG0580,Services,Security Services,21/01/2025,3727932,Revenue - General Fund,Oakpark Security Systems Ltd,27329,1129.76
Finance & Resources,FINRES,Central Repairs & Maintenance,LS02,Reactive Repairs - Buildings,AG0580,Services,Security Services,21/03/2025,3742364,Revenue - General Fund,Oakpark Security Systems Ltd,27329,1129.76
Finance & Resources,FINRES,Central Repairs & Maintenance,LS02,Reactive Repairs - Electrical,AG0570,Repair & Maintenance of Buildings,Repairs & Maintenance,04/03/2025,3734289,Revenue - General Fund,Bi-Fold Rolfe Ltd,14740,573.6
Finance & Resources,FINRES,Central Repairs & Maintenance,LS02,Reactive Repairs - Electrical,AG0570,Repair & Maintenance of Buildings,Repairs & Maintenance,18/03/2025,3741420,Revenue - General Fund,DQM Limited,15195,687
Finance & Resources,FINRES,Central Repairs & Maintenance,LS02,Reactive Repairs - Mechanical,AG0560,Repair & Maintenance of Buildings,Repairs & Maintenance,13/01/2025,3727058,Revenue - General Fund,Corrigenda Ltd,18264,50509.18
Finance & Resources,FINRES,Central Repairs & Maintenance,LS02,Reactive Repairs - Mechanical,AG0560,Repair & Maintenance of Buildings,Repairs & Maintenance,18/02/2025,3736117,Revenue - General Fund,Metro Rod Ltd,16262,1445
Finance & Resources,FINRES,Central Repairs & Maintenance,LS02,Reactive Repairs - Mechanical,AG0560,Repair & Maintenance of Buildings,Repairs & Maintenance,18/03/2025,3738877,Revenue - General Fund,Facultatieve Technologies Limited,21029,1261.41
Finance & Resources,FINRES,Central Repairs & Maintenance,LS02,Reactive Repairs - Mechanical,AG0560,Repair & Maintenance of Buildings,Repairs & Maintenance,18/03/2025,3740471,Revenue - General Fund,Facultatieve Technologies Limited,21029,1667.4
Finance & Resources,FINRES,Central Repairs & Maintenance,LS02,Reactive Repairs - Mechanical,AG0560,Repair & Maintenance of Buildings,Repairs & Maintenance,21/01/2025,3729027,Revenue - General Fund,Facultatieve Technologies Limited,21029,2039.04
Finance & Resources,FINRES,Central Repairs & Maintenance,LS02,Reactive Repairs - Mechanical,AG0560,Repair & Maintenance of Buildings,Repairs & Maintenance,21/01/2025,3729042,Revenue - General Fund,RJ Lifts Group Ltd,51997,2464.44
Finance & Resources,FINRES,Central Repairs & Maintenance,LS02,Reactive Repairs - Mechanical,AG0560,Repair & Maintenance of Buildings,Repairs & Maintenance,22/01/2025,3730214,Revenue - General Fund,Corrigenda Ltd,18264,63152.62
Finance & Resources,FINRES,Central Repairs & Maintenance,LS02,Reactive Repairs - Mechanical,AG0560,Repair & Maintenance of Buildings,Repairs & Maintenance,29/01/2025,3730207,Revenue - General Fund,RJ Lifts Group Ltd,51997,2479.47
Finance & Resources,FINRES,Central Repairs & Maintenance,LS02,Term Servicing,AG0590,Repair & Maintenance of Buildings,Repairs & Maintenance,10/02/2025,3733786,Revenue - General Fund,Swiftclean (Uk) Ltd,18610,550
Finance & Resources,FINRES,Central Repairs & Maintenance,LS02,Term Servicing,AG0590,Repair & Maintenance of Buildings,Repairs & Maintenance,10/03/2025,3739335,Revenue - General Fund,Freeston Water Treatment Ltd,19575,5000
Finance & Resources,FINRES,Central Repairs & Maintenance,LS02,Term Servicing,AG0590,Repair & Maintenance of Buildings,Repairs & Maintenance,13/01/2025,3727809,Revenue - General Fund,Freeston Water Treatment Ltd,19575,5000
Finance & Resources,FINRES,Central Repairs & Maintenance,LS02,Term Servicing,AG0590,Repair & Maintenance of Buildings,Repairs & Maintenance,18/02/2025,3716803,Revenue - General Fund,Culligan (UK) Limited,15505,3836.17
Finance & Resources,FINRES,Central Repairs & Maintenance,LS02,Term Servicing,AG0590,Repair & Maintenance of Buildings,Repairs & Maintenance,18/02/2025,3735490,Revenue - General Fund,Trinity Fire & Security Systems Ltd,16767,2130.04
Finance & Resources,FINRES,Central Repairs & Maintenance,LS02,Term Servicing,AG0590,Repair & Maintenance of Buildings,Repairs & Maintenance,25/02/2025,3736145,Revenue - General Fund,Freeston Water Treatment Ltd,19575,5000
Finance & Resources,FINRES,Contracting & Procurement,PROC,Contracting and Procurement,AB0140,Agency Staff,External Agency Staff,16/01/2025,3727687,Revenue - General Fund,Comensura,37398,-5768.32
Finance & Resources,FINRES,Contracting & Procurement,PROC,Contracting and Procurement,AB0140,Interview & Training Expenses,Staff Training,18/02/2025,3736274,Revenue - General Fund,WorldCC UK Ltd,33535,3588
Finance & Resources,FINRES,Corporate Management,CS02,Corporate Management Team,AF0090,Advertising,Recruitment Expenses,06/01/2025,3725193,Revenue - General Fund,Penna Plc,20760,2361.05
Finance & Resources,FINRES,Corporate Management,CS02,Corporate Management Team,AF0090,Advertising,Recruitment Expenses,07/01/2025,3725192,Revenue - General Fund,Penna Plc,20760,1900
Finance & Resources,FINRES,Corporate Management,CS02,Corporate Management Team,AF0090,Advertising,Recruitment Expenses,20/01/2025,3727820,Revenue - General Fund,Penna Plc,20760,1700
Finance & Resources,FINRES,Corporate Management,CS02,Corporate Management Team,AF0090,Miscellaneous and Initiative Expenses,Audit Fees,13/02/2025,3735178,Revenue - General Fund,Fiander Tovell LLP,19303,3200
Finance & Resources,FINRES,Corporate Management,CS02,Corporate Management Team,AF0090,Rents,Building Rents,07/01/2025,3726723,Revenue - General Fund,Novotel Southampton (Leopard Bidco Ltd),16220,3045.83
Finance & Resources,FINRES,Corporate Management,CS02,Corporate Management Team,AF0090,Services,Contracted Services,06/02/2025,3726753,Revenue - General Fund,Penna Plc,20760,18585
Finance & Resources,FINRES,Corporate Management,CS02,Corporate Management Team,AF0090,Services,Contracted Services,24/03/2025,3743827,Revenue - General Fund,Penna Plc,20760,23364
Finance & Resources,FINRES,Customer Services,CE,"Service Centre			",AI0080,Communications and Computing,Postages,01/04/2025,3746119,Revenue - General Fund,Royal Mail Group Ltd,17153,2844.71
Finance & Resources,FINRES,Customer Services,CE,"Service Centre			",AI0080,Communications and Computing,Postages,03/03/2025,3738344,Revenue - General Fund,Royal Mail Group Ltd,17153,1859.43
Finance & Resources,FINRES,Customer Services,CE,"Service Centre			",AI0080,Communications and Computing,Postages,03/03/2025,3738345,Revenue - General Fund,Royal Mail Group Ltd,17153,2666.48
Finance & Resources,FINRES,Customer Services,CE,"Service Centre			",AI0080,Communications and Computing,Postages,13/03/2025,3740532,Revenue - General Fund,Royal Mail Group Ltd,17153,2392.89
Finance & Resources,FINRES,Customer Services,CE,"Service Centre			",AI0080,Communications and Computing,Postages,14/03/2025,3742380,Revenue - General Fund,Royal Mail Group Ltd,17153,2330.69
Finance & Resources,FINRES,Customer Services,CE,"Service Centre			",AI0080,Communications and Computing,Postages,18/02/2025,3735245,Revenue - General Fund,Royal Mail Group Ltd,17153,2312.11
Finance & Resources,FINRES,Customer Services,CE,"Service Centre			",AI0080,Communications and Computing,Postages,23/01/2025,3730283,Revenue - General Fund,Royal Mail Group Ltd,17153,956.39
Finance & Resources,FINRES,Customer Services,CE,"Service Centre			",AI0080,Communications and Computing,Postages,28/01/2025,3731172,Revenue - General Fund,Royal Mail Group Ltd,17153,2943
Finance & Resources,FINRES,Customer Services,CE,"Service Centre			",AI0080,Miscellaneous and Initiative Expenses,Ex Gratia & Compensation Payments,10/02/2025,3734549,Revenue - General Fund,Sundry Creditor BACS,47628,3000
Finance & Resources,FINRES,Customer Services,CE,"Service Centre			",AI0080,"Printing, Stationery & General Office Expenses",Stationery,07/03/2025,3739780,Revenue - General Fund,Lyreco UK Ltd,13788,750
Finance & Resources,FINRES,Democratic Representation & Management,LP05,Members,AL0030,Expenses,Conference & Seminars,13/03/2025,3741056,Revenue - General Fund,Local Government Association,18266,1056
Finance & Resources,FINRES,Digital Services,DIG,IT Services,AB0030,Communications and Computing,Broadband Charges,14/02/2025,3735254,Revenue - General Fund,Virgin Media Business Ltd,20516,25993.83
Finance & Resources,FINRES,Digital Services,DIG,IT Services,AB0030,Communications and Computing,Capital - ICT Hardware,20/02/2025,3736878,Revenue - General Fund,Vohkus Limited,41605,725
Finance & Resources,FINRES,Digital Services,DIG,IT Services,AB0030,Communications and Computing,Capital - ICT Hardware,27/03/2025,3744793,Revenue - General Fund,Vohkus Limited,41605,1250
Finance & Resources,FINRES,Digital Services,DIG,IT Services,AB0030,Communications and Computing,Capital - ICT Software,06/02/2025,3733596,Revenue - General Fund,The Solar Design and Training Company Limited,54603,718.25
Finance & Resources,FINRES,Digital Services,DIG,IT Services,AB0030,Communications and Computing,Capital - ICT Software,13/01/2025,3728011,Revenue - General Fund,Trimble UK Ltd,54170,1120
Finance & Resources,FINRES,Digital Services,DIG,IT Services,AB0030,Communications and Computing,Capital - ICT Software,21/02/2025,3736984,Revenue - General Fund,Vohkus Limited,41605,757.88
Finance & Resources,FINRES,Digital Services,DIG,IT Services,AB0030,Communications and Computing,Capital - ICT Software,21/02/2025,3737094,Revenue - General Fund,Adobe Systems Software Ireland Ltd,21252,654.12
Finance & Resources,FINRES,Digital Services,DIG,IT Services,AB0030,Communications and Computing,Capital - ICT Software,21/03/2025,3743732,Revenue - General Fund,Trimble UK Ltd,54170,823.83
Finance & Resources,FINRES,Digital Services,DIG,IT Services,AB0030,Communications and Computing,Capital - ICT Software,27/01/2025,3731187,Revenue - General Fund,Trustmarque Solutions Ltd,16183,2976.74
Finance & Resources,FINRES,Digital Services,DIG,IT Services,AB0030,Communications and Computing,Capital - ICT Software,29/01/2025,3731427,Revenue - General Fund,Team Viewer GmBH,20768,996.7
Finance & Resources,FINRES,Digital Services,DIG,IT Services,AB0030,Communications and Computing,Capital - ICT Software,30/01/2025,3731185,Revenue - General Fund,Trustmarque Solutions Ltd,16183,-2976.74
Finance & Resources,FINRES,Digital Services,DIG,IT Services,AB0030,Communications and Computing,Computing - Purchase of Hardware,31/03/2025,3745521,Revenue - General Fund,Vohkus Limited,41605,3762.26
