Service Division Org,Expense Type,Detailed Expense Typ,Expense Code,Amount,Supplier Name,Payment Date,,
Support Functions,Capital Charges,Capital Charges,Vehicles Purchase,,"3,776.22 Wessex Garages (Holdings) Ltd",11/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Criminal Justice Arrangements,Supplies & Services,Other Expenses,Remand costs,845.00,Charles Fellows Supplies Ltd,11/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Specialist Operations,Transport,Vehicle Allowances,Vehicle mileage allowance,"1,920.15",PCC for Gloucestershire,28/11/2024,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Support Functions,Supplies & Services,Communications & Computing,Voice & Data,349.39,BRITISH TELECOMMUNICATIONS PLC,14/11/2024,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Investigative Support,Supplies & Services,Capital Charges,Forensic Science Services,"2,880.00",Audio Video Forensics Ltd,28/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Disused,Premises,Rent Rates & Water,National Non Domestic Rates,591.00,Bath & North East Somerset,07/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Local Policing,Supplies & Services,Communications & Computing,Software - Purchases (S&M),"8,461.00",Altia Solutions Ltd,07/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Premises,Rent Rates & Water,National Non Domestic Rates,763.00,Somerset Council,07/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Specialist Operations,Employees,Police Pay & Allowances,"Police Inspector - Basic Pay, NI & Pension","15,825.76",PCC for Wiltshire,21/11/2024,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Disused,Supplies & Services,Other Expenses,Licences & Orders,40.50,EE Limited,07/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Specialist Operations,Supplies & Services,Other Expenses,Courses Fees,"6,616.00",College of Policing Ltd,14/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Premises,Unplanned Repair & Maintenance,Reactive Maintenance - Building Fabric,"1,217.16",DRA Maintenance Ltd,21/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Capital Charges,Capital Charges,Construction & Conversion Fees,"1,888.76",TLT SOLICITORS,14/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Specialist Operations,Premises,Energy Costs,Gas,79.42,PCC for Dorset,14/11/2024,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Support Functions,Premises,Planned Repair & Maintenance,Planned Maintenance - Building Services,651.00,DRA Maintenance Ltd,21/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Operational Support,Supplies & Services,Other Expenses,Courses Fees,"1,299.00",College of Policing Ltd,07/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Transport,Vehicle Maintenance,Vehicle costs - repair and maintenance,626.85,GOODYEAR TYRES UK LTD,21/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Specialist Operations,Employees,Police Pay & Allowances,Police PC - Basic Pay & NI,"56,370.75",PCC for Dorset,11/11/2024,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Roads Policing,Supplies & Services,Printing Stationery & Office Exp,Postage,"10,610.47",,11/11/2024,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Specialist Operations,Employees,Police Pay & Allowances,Police PC - OT & Pension,"10,244.03",PCC for Dorset,28/11/2024,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Support Functions,Supplies & Services,Professional Fees & Consultancy,Professional Fees & Consultancy,500.00,Somerset Council Pension Fund,11/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Roads Policing,Employees,Police Staff Pay & Allowances,Staffing Agency,"2,946.90",Hays Specialist Recruitment Ltd,07/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Premises,Unplanned Repair & Maintenance,Reactive Maintenance - Building Services,656.30,Sovereign Fire & Security Ltd,11/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Capital Charges,Capital Charges,Vehicle Conversions,"4,645.25",Halls Electrical Ltd,21/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Capital Charges,Capital Charges,Vehicles Purchase,,"3,776.22 Wessex Garages (Holdings) Ltd",11/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Premises,Unplanned Repair & Maintenance,Reactive Maintenance - Building Services,"1,068.92",Sovereign Fire & Security Ltd,28/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Premises,Planned Repair & Maintenance,Planned Maintenance - Building Fabric,"4,570.00",Avon Armour Limited,07/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Premises,Planned Repair & Maintenance,Planned Maintenance - Building Services,"-1,788.38  PHS Group Ltd",,07/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Disused,Premises,Energy Costs,Electricity,"1,656.08",SSE Energy Supply Limited,26/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Specialist Operations,Employees,Police Overtime,Police PC - OT,"12,249.75",PCC for Gloucestershire,28/11/2024,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Specialist Operations,Employees,Police Overtime,Police PC - OT,"3,996.98",PCC for Wiltshire,25/11/2024,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Support Functions,Transport,Vehicle Maintenance,Vehicle costs - repair and maintenance,"1,031.60",Cary Uk Ltd,18/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Premises,Planned Repair & Maintenance,Planned Maintenance - Building Fabric,"127,600.00",SVE Services Limited,21/11/2024,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Specialist Operations,Supplies & Services,Subsistence & Conference,Subsistence,119.03,PCC for Gloucestershire,28/11/2024,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Investigative Support,Supplies & Services,Other Expenses,Courses Fees,"26,400.00",Alecto Forensic Services Ltd,28/11/2024,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Support Functions,Capital Charges,Capital Charges,ICT Equipment Purchase,"1,825.00",Davies Porter Solutions Limited,21/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Equipment Furniture & Materials,Equipment,"1,436.80",Safeguard Medical Technologies Ltd,25/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Criminal Justice Arrangements,Supplies & Services,Equipment - Consumables,Equipment - Consumables,,"1,116.60 WA Products (UK) Ltd t/a SceneSafe",14/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Criminal Justice Arrangements,Transport,Vehicle Allowances,Travel fares,200.49,PCC for Devon & Cornwall,28/11/2024,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Specialist Operations,Supplies & Services,Equipment Furniture & Materials,Equipment,63.85,PCC for Devon & Cornwall,14/11/2024,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Criminal Justice Arrangements,Supplies & Services,Clothing Uniforms & Laundry,Laundry & Dry Cleaning,652.94,Elis,04/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Criminal Justice Arrangements,Supplies & Services,Medical Fees,Doctors - call out fees,"104,064.78",,07/11/2024,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Support Functions,Supplies & Services,Other Expenses,Courses Fees,"3,874.00",Complete Tuition Ltd,21/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Premises,Unplanned Repair & Maintenance,Reactive Maintenance - Building Fabric,795.00,King Electrical Contracting Ltd,21/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Local Policing,Supplies & Services,Communications & Computing,Software - Licences,"91,899.60",PHOENIX SOFTWARE LTD,14/11/2024,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Dealing with the Public,Supplies & Services,Subsistence & Conference,Conference & Meeting Expenses,796.00,South West Contact Centre Forum,21/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Operational Support,Supplies & Services,Subsistence & Conference,Subsistence,85.40,PCC for Devon & Cornwall,28/11/2024,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Analyse,Capital Financing,External Interest,Debt Charges - Interest,"110,500.00",Public Works Loan Board,14/11/2024,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Local Policing,Supplies & Services,Communications & Computing,Software - Licences,678.38,PHOENIX SOFTWARE LTD,07/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Capital Charges,Capital Charges,Vehicle Conversions,"1,338.10",PVL UK Ltd,11/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Other Expenses,Legal Costs & Services,"6,325.20",,04/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Premises,Rent Rates & Water,National Non Domestic Rates,"22,932.00",Bristol City Council,07/11/2024,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Specialist Operations,Employees,Police Staff Pay & Allowances,"Police Staff - Basic Pay, NI & Pension","3,561.50",PCC for Wiltshire,21/11/2024,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Support Functions,Supplies & Services,Professional Fees & Consultancy,Professional Fees & Consultancy,"1,370.00",,11/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Investigative Support,Supplies & Services,Equipment - Consumables,Equipment - Consumables,,"2,342.05 WA Products (UK) Ltd t/a SceneSafe",21/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Investigative Support,Supplies & Services,Capital Charges,Forensic Science Services,"1,228.70",Orchid Cellmark Ltd,25/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Transport,Vehicle Maintenance,Vehicle costs - fuel,"36,340.79",Allstar Business Solutions Ltd,07/11/2024,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Investigative Support,Supplies & Services,Other Expenses,Courses Fees,,927.00 Media Training Ltd,28/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Communications & Computing,Voice & Data,541.67,BT PLC,14/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Premises,Planned Repair & Maintenance,Grounds Maintenance,"2,150.00",Landscape Services South West Ltd,28/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Transport,Vehicle Maintenance,Vehicle costs - repair and maintenance,999.98,Serenco (UK) Ltd,21/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Roads Policing,Supplies & Services,Printing Stationery & Office Exp,Stationery,"-4,199.00  Pitney Bowes Ltd",,21/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Investigative Support,Supplies & Services,Equipment - Consumables,Equipment - Consumables,,562.90 WA Products (UK) Ltd t/a SceneSafe,11/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Criminal Justice Arrangements,Supplies & Services,Other Expenses,Maintenance of dogs/cats,,"13,950.00 Woodborough Gardens Kennels & Catte",14/11/2024,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Support Functions,Supplies & Services,Other Expenses,Legal Fees 3rd Party,"5,125.00",,11/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Specialist Operations,Employees,Police Pay & Allowances,Police Sergeant - Basic Pay,"8,540.98",PCC for Gloucestershire,28/11/2024,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Roads Policing,Supplies & Services,Equipment Furniture & Materials,Equipment,"1,015.00",Centiel UK Ltd,07/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Specialist Operations,Supplies & Services,Other Expenses,Courses Fees,"1,900.00",CM Logistics,14/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Investigative Support,Supplies & Services,Capital Charges,Forensic Science Services,"-7,718.00",Forensic Access Limited,28/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Local Policing,Employees,Police Pay & Allowances,Police PC - Basic Pay,"14,849.34",PCC for Devon & Cornwall,28/11/2024,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Local Policing,Third Party Payments,Other Local Authorities or Forces,Contributions to Other Forces,"108,790.00",PCC for Wiltshire,04/11/2024,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Specialist Operations,Employees,Police Pay & Allowances,Police Sergeant - OT & NI,"4,551.56",PCC for Gloucestershire,28/11/2024,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Support Services,Capital Charges,Capital Charges,Construction & Conversion Fees,"1,450.00",R J Lifts Group Ltd,25/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Roads Policing,Supplies & Services,Communications & Computing,Network Services,"42,375.50",BT PLC,21/11/2024,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Roads Policing,Supplies & Services,Printing Stationery & Office Exp,Stationery,"1,248.00",Banner t/a Complete Business,14/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Operational Support,Supplies & Services,Contractors/ Fees & Hired Services,Fees & Hired,530.00,DC SMITH,07/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Operational Support,Supplies & Services,Capital Charges,Forensic Science Services,"2,913.55",SOCOTEC UK Ltd,14/11/2024,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Support Functions,Transport,Vehicle Hire,Hired Vehicle Costs,"1,162.50",COUNTY CARS,14/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Local Policing,Transport,Vehicle Allowances,Travel fares,74.71,Corporate Support HQ Imprest,04/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Specialist Operations,Supplies & Services,Subsistence & Conference,Subsistence,456.18,PCC for Dorset,28/11/2024,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Roads Policing,Employees,Police Staff Pay & Allowances,Staffing Agency,"2,946.90",Hays Specialist Recruitment Ltd,07/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Communications & Computing,Equipment ICT  Lease,"6,485.00",Service Desk Institute,14/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Equipment Furniture & Materials,Equipment Operational,"1,912.50",Aero Healthcare Ltd,28/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Analyse,Supplies & Services,Other Expenses,Courses Fees,,"3,000.00 Metropolitan Police Service",14/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Capital Charges,Capital Charges,Vehicles Purchase,"19,810.16",Norton Way Mazda,11/11/2024,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Support Functions,Transport,Vehicle Maintenance,Vehicle costs - repair and maintenance,804.40,GOODYEAR TYRES UK LTD,28/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Criminal Justice Arrangements,Supplies & Services,Communications & Computing,Hardware - Purchases,"2,791.00",Sonic Communications (INT) Ltd,18/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Specialist Operations,Employees,Police Pay & Allowances,"Police PC - Basic Pay, NI, Pension & Unsociable Hours","41,563.03",PCC for Gloucestershire,28/11/2024,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Investigative Support,Supplies & Services,Capital Charges,Forensic Science Services,"18,544.00",Systems Technology Consultants Ltd,14/11/2024,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Support Functions,Transport,Vehicle Workshops/Maintenance,Vehicle Workshop,505.60,SAFETY KLEEN UK LTD,18/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Roads Policing,Employees,Police Staff Pay & Allowances,Staffing Agency,"2,946.90",Hays Specialist Recruitment Ltd,11/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Specialist Operations,Premises,Rent Rates & Water,Rents,"1,413.25",PCC for Devon & Cornwall,14/11/2024,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Support Functions,Capital Charges,Capital Charges,ICT Equipment Purchase,"1,974.00",Vocalink,28/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Transport,Vehicle Maintenance,Vehicle costs - repair and maintenance,586.80,Cary Uk Ltd,11/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Specialist Operations,Supplies & Services,Communications & Computing,Hardware - R&M,"1,888.85",Vodafone Ltd,14/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Capital Charges,Capital Charges,Additions:Non Enhanc Cn&Wk B&I,,"448,500.00 Modis International Limited t/a Akk",28/11/2024,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Specialist Operations,Supplies & Services,Contractors/ Fees & Hired Services,Fees & Hired,"1,325.00",Thames Valley Police - HQ North,11/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Capital Charges,Capital Charges,ICT Equipment Purchase,"2,340.00",Hays Specialist Recruitment Ltd,25/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Premises,Unplanned Repair & Maintenance,Reactive Maintenance - Building Services,"8,995.00",SVE Services Limited,28/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Local Policing,Transport,Vehicle Allowances,Travel fares,36.00,PCC for Gloucestershire,28/11/2024,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Support Functions,Supplies & Services,Equipment - Consumables,Equipment - Consumables,,587.62 WA Products (UK) Ltd t/a SceneSafe,21/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Subsistence & Conference,Conference & Meeting Expenses,"4,979.17",The Castle Hotel,04/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Criminal Justice Arrangements,Transport,Vehicle Hire,Hired Vehicle Costs,"2,790.00",COUNTY CARS,14/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Other Expenses,Courses Fees,"1,332.50",Souters,28/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Equipment Furniture & Materials,Equipment Cleaning & Materials,"1,013.31",Protect Signs,25/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Specialist Operations,Supplies & Services,Other Expenses,Courses Fees,"2,460.00",National Crime Agency,28/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Clothing Uniforms & Laundry,Clothing & Uniforms - Issues,"7,425.00",Cooneen Protection,25/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Contractors/ Fees & Hired Services,Fees & Hired,"4,809.00",College of Policing Ltd,14/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Specialist Operations,Supplies & Services,Equipment Furniture & Materials,Equipment,7.49,PCC for Wiltshire,25/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Premises,Energy Costs,Electricity,"3,907.19",EDF ENERGY 1 LIMITED,26/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Transport,Vehicle Maintenance,Vehicle costs - repair and maintenance,911.30,City West Commercials Ltd,14/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Capital Charges,Capital Charges,Vehicle Conversions,"16,170.56",Victory Conversions,28/11/2024,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Support Functions,Premises,Unplanned Repair & Maintenance,Reactive Maintenance - Building Services,962.50,Sovereign Fire & Security Ltd,11/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Transport,Vehicle Maintenance,Vehicle costs - repair and maintenance,648.90,GOODYEAR TYRES UK LTD,18/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Employees,Police Staff Pay & Allowances,Staffing Agency,"2,021.64",Hays Specialist Recruitment Ltd,25/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Other Expenses,Legal Costs & Services,"1,375.00",,21/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Investigations,Third Party Payments,Other Local Authorities or Forces,Agency Payments - OLAs,"1,666.67",SOMERSET COUNCIL,11/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Transport,Vehicle Maintenance,Vehicle costs - repair and maintenance,,"3,674.16 Waylands Bristol",14/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Capital Charges,Capital Charges,ICT Equipment Purchase,"1,768.14",Hays Specialist Recruitment Ltd,25/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Investigative Support,Transport,Vehicle Allowances,Travel fares,4.17,Corporate Support HQ Imprest,25/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Other Expenses,Courses Fees,"1,500.00",UNIVERSITY OF BATH,25/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Specialist Operations,Supplies & Services,Equipment Furniture & Materials,Equipment,203.00,PCC for Dorset,28/11/2024,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Specialist Operations,Employees,Police Pay & Allowances,"Police PC - Basic Pay, NI & Pension","37,267.53",PCC for Wiltshire,21/11/2024,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Support Functions,Supplies & Services,Subsistence & Conference,Subsistence,150.09,Corporate Support HQ Imprest,04/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Transport,Vehicle Maintenance,Vehicle costs - repair and maintenance,844.20,CO-STAR ELECTRONIC COMPONENTS,11/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Equipment Furniture & Materials,Equipment,"2,570.95 MedTree",,21/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Premises,Rent Rates & Water,National Non Domestic Rates,"1,497.00",Bristol City Council,07/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Investigative Support,Supplies & Services,Capital Charges,Forensic Science Services,"3,025.35",Orchid Cellmark Ltd,14/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Transport,Vehicle Maintenance,Vehicle costs - repair and maintenance,"1,226.14",GOODYEAR TYRES UK LTD,14/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Investigative Support,Supplies & Services,Medical Fees,Pathologists reports,"6,642.00",Dr R J Delaney,14/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Other Expenses,Legal Costs & Services,"7,500.00",,07/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Criminal Justice Arrangements,Employees,Police Pay & Allowances,"Police PC - Basic Pay, OT, NI & Pension","33,955.54",PCC for Devon & Cornwall,28/11/2024,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Criminal Justice Arrangements,Supplies & Services,Equipment Furniture & Materials,Equipment,10.00,PCC for Devon & Cornwall,28/11/2024,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Investigations,Transport,Vehicle Maintenance,Vehicle costs - fuel,25.00,Corporate Support HQ Imprest,04/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Roads Policing,Third Party Payments,Contribution,Contribution,"148,185.53",PCC for Devon & Cornwall,21/11/2024,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Support Functions,Premises,Rent Rates & Water,National Non Domestic Rates,"3,078.00",North Somerset Council,07/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Specialist Operations,Employees,Police Overtime,"Police PC - Basic Pay, OT, NI & Pension","157,267.04",PCC for Devon & Cornwall,28/11/2024,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Investigative Support,Supplies & Services,Communications & Computing,Software - Licences,"15,885.00",Demux Video Services Ltd,11/11/2024,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Support Functions,Transport,Vehicle Maintenance,Vehicle costs - repair and maintenance,"3,037.00",Pomphrey and Sons Ltd,07/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Investigative Support,Supplies & Services,Capital Charges,Forensic Science Services,"9,150.36",SOCOTEC UK Ltd,14/11/2024,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Specialist Operations,Supplies & Services,Equipment Furniture & Materials,Equipment,"1,020.00",Sonic Communications (INT) Ltd,14/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Specialist Operations,Supplies & Services,Other Expenses,Licences & Orders,364.50,EE Limited,07/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Capital Charges,Forensic Science Services,"1,609.28",Abbott Toxicology Ltd,28/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Specialist Operations,Transport,Vehicle Allowances,Travel fares,4.10,PCC for Gloucestershire,28/11/2024,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Specialist Operations,Supplies & Services,Other Expenses,Courses Fees,"3,177.00",College of Policing Ltd,28/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Local Policing,Supplies & Services,Equipment Furniture & Materials,Equipment,"1,458.00",Datatag ID Ltd,04/11/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Analyse,Capital Financing,External Interest,Debt Charges - Interest,"14,838.71",Public Works Loan Board,14/11/2024,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Local Policing,Third Party Payments,Payments to Clients,Grants - Voluntary Orgs,"106,467.19",Cranstoun Services Limited,07/11/2024,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
