Line,Clearance Date,Reference,Type,Value,Supplier or Redacted Statement,Supplier No.,Directorate/Balance Sheet Heading,Area of Spend,Service Level,Expense Code,Expense Description,,
9386,2025-02-24 00:00:00,0041347672,INV,9750,KYNDI LIMITED,04090100,"REGENERATION, CULT&ENVIRONMENT",FRONT LINE SERVICES,REGULATORY SERVICES,35800,P&S DigtlMed,4T94735800000000,PARTNSHIPFDCAD Other Fees
9387,2025-02-24 00:00:00,0041347672,INV,1450,KYNDI LIMITED,04090100,"REGENERATION, CULT&ENVIRONMENT",FRONT LINE SERVICES,REGULATORY SERVICES,35800,P&S DigtlMed,4T94735800000000,PARTNSHIPFDCAD Other Fees
9388,2025-02-10 00:00:00,0041342392,INV,470,BDR TECHNICAL SOLUTIONS LTD,02537400,"REGENERATION, CULT&ENVIRONMENT",FRONT LINE SERVICES,REGULATORY SERVICES,35800,P&S DigtlMed,4T94735800000000,PARTNSHIPFDCAD Other Fees
9389,2025-02-10 00:00:00,0041342392,INV,84.67,BDR TECHNICAL SOLUTIONS LTD,02537400,"REGENERATION, CULT&ENVIRONMENT",FRONT LINE SERVICES,REGULATORY SERVICES,35800,P&S DigtlMed,4T94735800000000,PARTNSHIPFDCAD Other Fees
9390,2025-02-11 00:00:00,0041343938,INV,275,BDR TECHNICAL SOLUTIONS LTD,02537400,"REGENERATION, CULT&ENVIRONMENT",FRONT LINE SERVICES,REGULATORY SERVICES,35800,P&S DigtlMed,4T94735800000000,PARTNSHIPFDCAD Other Fees
9391,2025-02-11 00:00:00,0041343938,INV,84.67,BDR TECHNICAL SOLUTIONS LTD,02537400,"REGENERATION, CULT&ENVIRONMENT",FRONT LINE SERVICES,REGULATORY SERVICES,35800,P&S DigtlMed,4T94735800000000,PARTNSHIPFDCAD Other Fees
9392,2025-02-20 00:00:00,0041347827,INV,4139.71,JASCOM ELECTRICAL CONTRACTORS LTD,80104100,"REGENERATION, CULT&ENVIRONMENT",REGENERATION,ECONOMIC DEVELOPMENT,11000,Repairs LL,4T96111000000000,MEDWYINNOVCTRE R&M Bldgs Gen
9393,2025-02-20 00:00:00,0041347828,INV,997.08,JASCOM ELECTRICAL CONTRACTORS LTD,80104100,"REGENERATION, CULT&ENVIRONMENT",REGENERATION,ECONOMIC DEVELOPMENT,11000,Repairs LL,4T96111000000000,MEDWYINNOVCTRE R&M Bldgs Gen
9394,2025-02-06 00:00:00,0041346470,INV,350,LEWS CLEARANCE,04011800,"REGENERATION, CULT&ENVIRONMENT",REGENERATION,ECONOMIC DEVELOPMENT,11000,Repairs LL,4T96111000000000,MEDWYINNOVCTRE R&M Bldgs Gen
9395,2025-02-24 00:00:00,0041347497,INV,631.78,JASCOM ELECTRICAL CONTRACTORS LTD,80104100,"REGENERATION, CULT&ENVIRONMENT",REGENERATION,ECONOMIC DEVELOPMENT,11000,Repairs LL,4T96111000000000,MEDWYINNOVCTRE R&M Bldgs Gen
9396,2025-02-20 00:00:00,0041347825,INV,280.06,JASCOM ELECTRICAL CONTRACTORS LTD,80104100,"REGENERATION, CULT&ENVIRONMENT",REGENERATION,ECONOMIC DEVELOPMENT,11000,Repairs LL,4T96111000000000,MEDWYINNOVCTRE R&M Bldgs Gen
9397,2025-02-18 00:00:00,0041347482,INV,3000,GRAY IT LTD,13794400,"REGENERATION, CULT&ENVIRONMENT",REGENERATION,ECONOMIC DEVELOPMENT,36107,Line Rental,4T96136107000000,MEDWYINNOVCTRE Line Rental
9398,2025-02-06 00:00:00,0041346201,INV,777.96,TELCOM NETWORKS LTD,14463700,"REGENERATION, CULT&ENVIRONMENT",REGENERATION,ECONOMIC DEVELOPMENT,36107,Line Rental,4T96136107000000,MEDWYINNOVCTRE Line Rental
9399,2025-02-13 00:00:00,0041347157,INV,723.47,TELCOM NETWORKS LTD,14463700,"REGENERATION, CULT&ENVIRONMENT",REGENERATION,ECONOMIC DEVELOPMENT,36107,Line Rental,4T96136107000000,MEDWYINNOVCTRE Line Rental
9400,2025-02-06 00:00:00,0041346387,INV,2000,MEDWAY NORSE LTD,03759400,"REGENERATION, CULT&ENVIRONMENT",REGENERATION,ECONOMIC DEVELOPMENT,36300,Postage,4T96136300000000,MEDWYINNOVCTRE Postage
9401,2025-02-13 00:00:00,0041347115,INV,540,STORMCHASERS EVENTS LTD,03574800,"REGENERATION, CULT&ENVIRONMENT",REGENERATION,ECONOMIC DEVELOPMENT,36022,Eco Dev Init   Strat Bus Markt,4T97136022000000,EC DEV PROJCTS ED BusEv&Mktng
9402,2025-02-03 00:00:00,0041345972,INV,2200,LAVENDER BLUE MEDIA LTD,04097700,"REGENERATION, CULT&ENVIRONMENT",REGENERATION,ECONOMIC DEVELOPMENT,36022,Eco Dev Init   Strat Bus Markt,4T97136022000000,EC DEV PROJCTS ED BusEv&Mktng
9403,2025-02-13 00:00:00,0041347078,INV,1000,REACH PUBLISHING SERVICES LIMITED,14238600,"REGENERATION, CULT&ENVIRONMENT",REGENERATION,ECONOMIC DEVELOPMENT,36022,Eco Dev Init   Strat Bus Markt,4T97136022000000,EC DEV PROJCTS ED BusEv&Mktng
9404,2025-02-06 00:00:00,0041345687,INV,50000,KENT COUNTY COUNCIL,00922700,"REGENERATION, CULT&ENVIRONMENT",REGENERATION,ECONOMIC DEVELOPMENT,46046,Prvt Contract  Inward Investmt,4T97146046000000,EC DEV PROJCTS Inward Investm
9405,2025-02-10 00:00:00,0041346137,INV,295,I R CAWLEY HOLDINGS LIMITED,14387200,"REGENERATION, CULT&ENVIRONMENT",REGENERATION,ECONOMIC DEVELOPMENT,11000,Repairs LL,4T99111000000000,INNOVSTUDSTROD R&M Bldgs Gen
9406,2025-02-20 00:00:00,0041347147,INV,1020,KYNDI LIMITED,04090100,"REGENERATION, CULT&ENVIRONMENT",REGENERATION,ECONOMIC DEVELOPMENT,11000,Repairs LL,4T99111000000000,INNOVSTUDSTROD R&M Bldgs Gen
9407,2025-02-20 00:00:00,0041347552,INV,600,MARTY GARDENING SERVICES,03494900,"REGENERATION, CULT&ENVIRONMENT",REGENERATION,ECONOMIC DEVELOPMENT,11500,Grounds Maint,4T99111500000000,INNOVSTUDSTROD Grnd Mtce Gen
9408,2025-02-06 00:00:00,0041346321,INV,809.9,MEDWAY NORSE LTD,03759400,"REGENERATION, CULT&ENVIRONMENT",REGENERATION,ECONOMIC DEVELOPMENT,16205,Trade Refuse,4T99116205000000,INNOVSTUDSTROD Trade Refuse
9409,2025-02-18 00:00:00,0041345706,INV,390,WARD SECURITY LTD,02875900,"REGENERATION, CULT&ENVIRONMENT",REGENERATION,ECONOMIC DEVELOPMENT,18000,Premises Security,4T99118000000000,INNOVSTUDSTROD Prem Security
9410,2025-02-06 00:00:00,0041346498,INV,798.6,WARD SECURITY LTD,02875900,"REGENERATION, CULT&ENVIRONMENT",REGENERATION,ECONOMIC DEVELOPMENT,18000,Premises Security,4T99118000000000,INNOVSTUDSTROD Prem Security
9411,2025-02-18 00:00:00,0041347481,INV,6000,GRAY IT LTD,13794400,"REGENERATION, CULT&ENVIRONMENT",REGENERATION,ECONOMIC DEVELOPMENT,36107,Line Rental,4T99136107000000,INNOVSTUDSTROD Line Rental
9412,2025-02-03 00:00:00,0041345942,INV,229.83,KENT FROZEN FOODS LTD,13647200,"REGENERATION, CULT&ENVIRONMENT",REGENERATION,ECONOMIC DEVELOPMENT,31700,Catering Provisions,4T99531700000000,ICM - CAFÉ Catering Prov
9413,2025-02-03 00:00:00,0041345942,INV,56.46,KENT FROZEN FOODS LTD,13647200,"REGENERATION, CULT&ENVIRONMENT",REGENERATION,ECONOMIC DEVELOPMENT,31700,Catering Provisions,4T99531700000000,ICM - CAFÉ Catering Prov
9414,2025-02-03 00:00:00,0041345942,INV,0.1,KENT FROZEN FOODS LTD,13647200,"REGENERATION, CULT&ENVIRONMENT",REGENERATION,ECONOMIC DEVELOPMENT,31700,Catering Provisions,4T99531700000000,ICM - CAFÉ Catering Prov
9415,2025-02-06 00:00:00,0041346511,INV,309.29,LANSDELL SOFT DRINKS LTD,00606600,"REGENERATION, CULT&ENVIRONMENT",REGENERATION,ECONOMIC DEVELOPMENT,31700,Catering Provisions,4T99531700000000,ICM - CAFÉ Catering Prov
9416,2025-02-17 00:00:00,0041347271,INV,250.78,HORMOZI & CO LTD,00352700,"REGENERATION, CULT&ENVIRONMENT",REGENERATION,ECONOMIC DEVELOPMENT,31700,Catering Provisions,4T99531700000000,ICM - CAFÉ Catering Prov
9417,2025-02-06 00:00:00,0041346531,INV,330,ANDY JARVIS YOGA SERVICES,14458400,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,"SPORT,LEISURE,TOURISM,HERITAGE",04800,Admin Staff,6D03304800000000,COZENTON PK SC Admin Staff
9418,2025-02-25 00:00:00,0041347669,INV,333.23,CLEAN IMAGE HYGIENE LTD,00089500,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,"SPORT,LEISURE,TOURISM,HERITAGE",16100,Cleaning Mats/Domestic Sups,6D03316100000000,COZENTON PK SC Cln Mats&Toil
9419,2025-02-03 00:00:00,0041345774,INV,210,KENT COMMERCIAL & RESIDENTIAL CLEAN,13778200,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,"SPORT,LEISURE,TOURISM,HERITAGE",16100,Cleaning Mats/Domestic Sups,6D03316100000000,COZENTON PK SC Cln Mats&Toil
9420,2025-02-27 00:00:00,0041348185,INV,210,KENT COMMERCIAL & RESIDENTIAL CLEAN,13778200,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,"SPORT,LEISURE,TOURISM,HERITAGE",16100,Cleaning Mats/Domestic Sups,6D03316100000000,COZENTON PK SC Cln Mats&Toil
9421,2025-02-13 00:00:00,0041347043,INV,463.27,MEDWAY NORSE LTD,03759400,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,"SPORT,LEISURE,TOURISM,HERITAGE",31100,ChildOutreach,6D03331100000000,COZENTON PK SC Equip/Furn/Mats
9422,2025-02-13 00:00:00,0041347043,INV,-0.01,MEDWAY NORSE LTD,03759400,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,"SPORT,LEISURE,TOURISM,HERITAGE",31100,ChildOutreach,6D03331100000000,COZENTON PK SC Equip/Furn/Mats
9423,2025-02-04 00:00:00,0041346142,INV,10,PROCOM COMMUNICATION SERVICES,00606100,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,"SPORT,LEISURE,TOURISM,HERITAGE",31100,ChildOutreach,6D03331100000000,COZENTON PK SC Equip/Furn/Mats
9424,2025-02-06 00:00:00,0041346381,INV,208.82,MEDWAY NORSE LTD,03759400,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,"SPORT,LEISURE,TOURISM,HERITAGE",31100,ChildOutreach,6D03331100000000,COZENTON PK SC Equip/Furn/Mats
9425,2025-02-06 00:00:00,0041346381,INV,2.87,MEDWAY NORSE LTD,03759400,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,"SPORT,LEISURE,TOURISM,HERITAGE",31100,ChildOutreach,6D03331100000000,COZENTON PK SC Equip/Furn/Mats
9426,2025-02-10 00:00:00,0041346450,INV,629.54,J P LENNARD LTD,00518900,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,"SPORT,LEISURE,TOURISM,HERITAGE",31100,ChildOutreach,6D03331100000000,COZENTON PK SC Equip/Furn/Mats
9427,2025-02-17 00:00:00,0041346945,INV,350,PROCOM COMMUNICATION SERVICES,00606100,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,"SPORT,LEISURE,TOURISM,HERITAGE",31100,ChildOutreach,6D03331100000000,COZENTON PK SC Equip/Furn/Mats
9428,2025-02-17 00:00:00,0041346945,INV,10,PROCOM COMMUNICATION SERVICES,00606100,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,"SPORT,LEISURE,TOURISM,HERITAGE",31100,ChildOutreach,6D03331100000000,COZENTON PK SC Equip/Furn/Mats
9429,2025-02-03 00:00:00,0041346085,INV,507.87,DELTA COMPUTER SERVICES,14323900,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,"SPORT,LEISURE,TOURISM,HERITAGE",31100,ChildOutreach,6D03331100000000,COZENTON PK SC Equip/Furn/Mats
9430,2025-02-03 00:00:00,0041345543,INV,461.96,J P LENNARD LTD,00518900,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,"SPORT,LEISURE,TOURISM,HERITAGE",31100,ChildOutreach,6D03331100000000,COZENTON PK SC Equip/Furn/Mats
9431,2025-02-03 00:00:00,0041345543,INV,14.55,J P LENNARD LTD,00518900,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,"SPORT,LEISURE,TOURISM,HERITAGE",31100,ChildOutreach,6D03331100000000,COZENTON PK SC Equip/Furn/Mats
9432,2025-02-04 00:00:00,0041346142,INV,415,PROCOM COMMUNICATION SERVICES,00606100,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,"SPORT,LEISURE,TOURISM,HERITAGE",31100,ChildOutreach,6D03331100000000,COZENTON PK SC Equip/Furn/Mats
9433,2025-02-17 00:00:00,0041347121,INV,799,CLEAN IMAGE HYGIENE LTD,00089500,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,"SPORT,LEISURE,TOURISM,HERITAGE",31111,Chlorine,6D03331111000000,COZENTON PK SC Chlorine
9434,2025-02-13 00:00:00,0041347138,INV,979.9,NISBETS,00302900,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,"SPORT,LEISURE,TOURISM,HERITAGE",31600,Items for Resale,6D03331600000000,COZENTON PK SC Items for Sale
9435,2025-02-27 00:00:00,0041347918,INV,427,ZOGGS,02046500,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,"SPORT,LEISURE,TOURISM,HERITAGE",31600,Items for Resale,6D03331600000000,COZENTON PK SC Items for Sale
9436,2025-02-20 00:00:00,0041347487,INV,792.41,NEWITTS,00299500,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,"SPORT,LEISURE,TOURISM,HERITAGE",31700,Catering Provisions,6D03331700000000,COZENTON PK SC Catering Prov
9437,2025-02-20 00:00:00,0041347488,INV,1059.46,NEWITTS,00299500,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,"SPORT,LEISURE,TOURISM,HERITAGE",31700,Catering Provisions,6D03331700000000,COZENTON PK SC Catering Prov
9438,2025-02-20 00:00:00,0041347488,INV,15.46,NEWITTS,00299500,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,"SPORT,LEISURE,TOURISM,HERITAGE",31700,Catering Provisions,6D03331700000000,COZENTON PK SC Catering Prov
9439,2025-02-25 00:00:00,0041347647,INV,307.96,VIKING DIRECT,03618300,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,"SPORT,LEISURE,TOURISM,HERITAGE",34002,Stationery,6D03334002000000,COZENTON PK SC Stationery
9440,2025-02-20 00:00:00,0016970535,INV,100,BDI SECURITIES UK LTD,14315500,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,"SPORT,LEISURE,TOURISM,HERITAGE",34100,External Bank Charges,6D03334100000000,COZENTON PK SC Ext Bank Chgs
9441,2025-02-10 00:00:00,0041345884,INV,247.94,CLEAN IMAGE HYGIENE LTD,00089500,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,"SPORT,LEISURE,TOURISM,HERITAGE",16100,Cleaning Mats/Domestic Sups,6D04416100000000,STROOD S C Cln Mats&Toil
9442,2025-02-13 00:00:00,0041347110,INV,3745,INSPACE FITNESS LIMITED,14270800,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,"SPORT,LEISURE,TOURISM,HERITAGE",31100,ChildOutreach,6D04431100000000,STROOD S C Equip/Furn/Mats
9443,2025-02-20 00:00:00,0041347575,INV,490,INSPACE FITNESS LIMITED,14270800,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,"SPORT,LEISURE,TOURISM,HERITAGE",31100,ChildOutreach,6D04431100000000,STROOD S C Equip/Furn/Mats
9444,2025-02-13 00:00:00,0041346151,INV,339,VIKING DIRECT,03618300,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,"SPORT,LEISURE,TOURISM,HERITAGE",31100,ChildOutreach,6D04431100000000,STROOD S C Equip/Furn/Mats
9445,2025-02-13 00:00:00,0041346151,INV,13.95,VIKING DIRECT,03618300,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,"SPORT,LEISURE,TOURISM,HERITAGE",31100,ChildOutreach,6D04431100000000,STROOD S C Equip/Furn/Mats
9446,2025-02-11 00:00:00,0041346948,INV,800,FITPRO,14362300,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,"SPORT,LEISURE,TOURISM,HERITAGE",31100,ChildOutreach,6D04431100000000,STROOD S C Equip/Furn/Mats
9447,2025-02-10 00:00:00,0041345885,INV,912,CLEAN IMAGE HYGIENE LTD,00089500,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,"SPORT,LEISURE,TOURISM,HERITAGE",31111,Chlorine,6D04431111000000,STROOD S C Chlorine
9448,2025-02-17 00:00:00,0041347036,INV,289.25,SWIM ENGLAND TRADING LIMITED,00225900,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,"SPORT,LEISURE,TOURISM,HERITAGE",31600,Items for Resale,6D04431600000000,STROOD S C Items for Sale
9449,2025-02-13 00:00:00,0041346881,INV,252,J P LENNARD LTD,00518900,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,"SPORT,LEISURE,TOURISM,HERITAGE",31600,Items for Resale,6D04431600000000,STROOD S C Items for Sale
9450,2025-02-20 00:00:00,0041347479,INV,347.77,LANSDELL SOFT DRINKS LTD,00606600,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,"SPORT,LEISURE,TOURISM,HERITAGE",31700,Catering Provisions,6D04431700000000,STROOD S C Catering Prov
9451,2025-02-20 00:00:00,0041347479,INV,3.29,LANSDELL SOFT DRINKS LTD,00606600,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,"SPORT,LEISURE,TOURISM,HERITAGE",31700,Catering Provisions,6D04431700000000,STROOD S C Catering Prov
9452,2025-02-18 00:00:00,0041347480,INV,325.52,LANSDELL SOFT DRINKS LTD,00606600,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,"SPORT,LEISURE,TOURISM,HERITAGE",31700,Catering Provisions,6D04431700000000,STROOD S C Catering Prov
9453,2025-02-25 00:00:00,0041347650,INV,258.28,UKVENDING LTD,00394100,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,"SPORT,LEISURE,TOURISM,HERITAGE",31700,Catering Provisions,6D04431700000000,STROOD S C Catering Prov
9454,2025-02-20 00:00:00,0041346206,INV,212.67,UKVENDING LTD,00394100,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,"SPORT,LEISURE,TOURISM,HERITAGE",31700,Catering Provisions,6D04431700000000,STROOD S C Catering Prov
9455,2025-02-20 00:00:00,0041346206,INV,132.33,UKVENDING LTD,00394100,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,"SPORT,LEISURE,TOURISM,HERITAGE",31700,Catering Provisions,6D04431700000000,STROOD S C Catering Prov
9456,2025-02-06 00:00:00,0041346267,INV,307.86,LANSDELL SOFT DRINKS LTD,00606600,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,"SPORT,LEISURE,TOURISM,HERITAGE",31700,Catering Provisions,6D04431700000000,STROOD S C Catering Prov
9457,2025-02-06 00:00:00,0041346267,INV,1.55,LANSDELL SOFT DRINKS LTD,00606600,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,"SPORT,LEISURE,TOURISM,HERITAGE",31700,Catering Provisions,6D04431700000000,STROOD S C Catering Prov
9458,2025-02-13 00:00:00,0041347137,INV,345,UKVENDING LTD,00394100,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,"SPORT,LEISURE,TOURISM,HERITAGE",31700,Catering Provisions,6D04431700000000,STROOD S C Catering Prov
9459,2025-02-11 00:00:00,0041346949,INV,400,GEMMA QUINNELL,14456500,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,"SPORT,LEISURE,TOURISM,HERITAGE",35000,HR Approved Ag,6D04435000000000,STROOD S C HR Approved Agency
9460,2025-02-20 00:00:00,0016970535,INV,100,BDI SECURITIES UK LTD,14315500,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,"SPORT,LEISURE,TOURISM,HERITAGE",35210,Agency Staff Security,6D04435210000000,STROOD S C Age StSecurity
9461,2025-02-04 00:00:00,0041346148,INV,403.75,INSTITUTE OF SWIMMING,03218400,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,"SPORT,LEISURE,TOURISM,HERITAGE",06700,SStaffHMSMedwa,6D04506700000000,HOO SWIMMING P Sessional Stff
9462,2025-02-04 00:00:00,0041346149,INV,303.05,INSTITUTE OF SWIMMING,03218400,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,"SPORT,LEISURE,TOURISM,HERITAGE",06700,SStaffHMSMedwa,6D04506700000000,HOO SWIMMING P Sessional Stff
9463,2025-02-13 00:00:00,0041347052,INV,26147,MEDWAY NORSE LTD,03759400,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,"SPORT,LEISURE,TOURISM,HERITAGE",31100,ChildOutreach,6D04531100000000,HOO SWIMMING P Equip/Furn/Mats
9464,2025-02-13 00:00:00,0041347052,INV,0.2,MEDWAY NORSE LTD,03759400,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,"SPORT,LEISURE,TOURISM,HERITAGE",31100,ChildOutreach,6D04531100000000,HOO SWIMMING P Equip/Furn/Mats
9465,2025-02-20 00:00:00,0041347697,INV,210,RAPID SECURE LTD,03700500,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,"SPORT,LEISURE,TOURISM,HERITAGE",31100,ChildOutreach,6D04531100000001,HOO SWIMMING P Outdoor Facil
9466,2025-02-25 00:00:00,0041345373,INV,296.92,ZOGGS,02046500,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,"SPORT,LEISURE,TOURISM,HERITAGE",31600,Items for Resale,6D04531600000000,HOO SWIMMING P Items for Sale
9467,2025-02-25 00:00:00,0041345373,INV,19.34,ZOGGS,02046500,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,"SPORT,LEISURE,TOURISM,HERITAGE",31600,Items for Resale,6D04531600000000,HOO SWIMMING P Items for Sale
9468,2025-02-20 00:00:00,0016970535,INV,75,BDI SECURITIES UK LTD,14315500,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,"SPORT,LEISURE,TOURISM,HERITAGE",35210,Agency Staff Security,6D04535210000000,HOO SWIMMING P Age StSecurity
9469,2025-02-06 00:00:00,0041346631,INV,2254.39,BUSINESS STREAM,04133000,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,"SPORT,LEISURE,TOURISM,HERITAGE",14100,Water Charges,6D05214100000000,MEDWAY PARK LC Water & Sewer
9470,2025-02-24 00:00:00,0041347510,INV,1471.93,CLEAN IMAGE HYGIENE LTD,00089500,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,"SPORT,LEISURE,TOURISM,HERITAGE",16100,Cleaning Mats/Domestic Sups,6D05216100000000,MEDWAY PARK LC Cln Mats&Toil
9471,2025-02-13 00:00:00,0041347055,INV,2733.5,MEDWAY NORSE LTD,03759400,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,"SPORT,LEISURE,TOURISM,HERITAGE",31100,ChildOutreach,6D05231100000000,MEDWAY PARK LC Equip/Furn/Mats
9472,2025-02-17 00:00:00,0041347255,INV,702,MEDWAY NORSE LTD,03759400,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,"SPORT,LEISURE,TOURISM,HERITAGE",31100,ChildOutreach,6D05231100000000,MEDWAY PARK LC Equip/Furn/Mats
9473,2025-02-20 00:00:00,0041347119,INV,799,CLEAN IMAGE HYGIENE LTD,00089500,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,"SPORT,LEISURE,TOURISM,HERITAGE",31111,Chlorine,6D05231111000000,MEDWAY PARK LC Chlorine
9474,2025-02-20 00:00:00,0041347162,INV,539.7,CLEAN IMAGE HYGIENE LTD,00089500,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,"SPORT,LEISURE,TOURISM,HERITAGE",31111,Chlorine,6D05231111000000,MEDWAY PARK LC Chlorine
9475,2025-02-10 00:00:00,0041346533,INV,941.31,LANSDELL SOFT DRINKS LTD,00606600,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,"SPORT,LEISURE,TOURISM,HERITAGE",31700,Catering Provisions,6D05231700000000,MEDWAY PARK LC Catering Prov
9476,2025-02-13 00:00:00,0041347202,INV,700,UKVENDING LTD,00394100,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,"SPORT,LEISURE,TOURISM,HERITAGE",31700,Catering Provisions,6D05231700000000,MEDWAY PARK LC Catering Prov
9477,2025-02-20 00:00:00,0041347644,INV,840,LANSDELL SOFT DRINKS LTD,00606600,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,"SPORT,LEISURE,TOURISM,HERITAGE",31700,Catering Provisions,6D05231700000000,MEDWAY PARK LC Catering Prov
9478,2025-02-20 00:00:00,0041347644,INV,13.46,LANSDELL SOFT DRINKS LTD,00606600,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,"SPORT,LEISURE,TOURISM,HERITAGE",31700,Catering Provisions,6D05231700000000,MEDWAY PARK LC Catering Prov
9479,2025-02-20 00:00:00,0016970535,INV,125,BDI SECURITIES UK LTD,14315500,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,"SPORT,LEISURE,TOURISM,HERITAGE",35210,Agency Staff Security,6D05235210000000,MEDWAY PARK LC Age StSecurity
9480,2025-02-25 00:00:00,0041348025,INV,217.5,BLAKES SECURITIES SYSTEMS LTD.,00048700,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,"SPORT,LEISURE,TOURISM,HERITAGE",31100,ChildOutreach,6D06531100000000,WATLING PARK Equip/Furn/Mats
9481,2025-02-06 00:00:00,0041346334,INV,4900,TECHNICAL SURFACES LTD,80103700,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,"SPORT,LEISURE,TOURISM,HERITAGE",46000,Priv Contract,6D06546000000000,WATLING PARK Priv Contract
9482,2025-02-25 00:00:00,0000366777,,266.5,REDACTED PERSONAL DATA, ,"REGENERATION, CULT&ENVIRONMENT",FRONT LINE SERVICES,HIGHWAYS,25300,Casual User,0022093,
9483,2025-02-25 00:00:00,0000366816,,259.07,REDACTED PERSONAL DATA, ,"REGENERATION, CULT&ENVIRONMENT",FRONT LINE SERVICES,INTEGRATED TRANSPORT,25400,Essential User,0006297,
9484,2025-02-25 00:00:00,0000366823,,269.17,REDACTED PERSONAL DATA, ,"REGENERATION, CULT&ENVIRONMENT",FRONT LINE SERVICES,HIGHWAYS,25400,Essential User,0076703,
