BODY,EXPENSE AREA,SUPPLIER,EXPENSE TYPE,REFERENCE,DATE,VALUE
RCE2000,Regeneration & Environment,Freshways,Food And Drink,11765439,45258,19.11
RCE2000,Regeneration & Environment,Freshways,Food And Drink,11765439,45258,101.6
RCE2000,Regeneration & Environment,Freshways,Food And Drink,11765439,45258,34.72
RCE2000,Regeneration & Environment,Freshways,Food And Drink,11765439,45258,112.46
RCE2000,Regeneration & Environment,Freshways,Food And Drink,11765439,45258,86.46
RCE2000,Regeneration & Environment,Freshways,Food And Drink,11765439,45258,45.89
RCE2000,Regeneration & Environment,Freshways,Food And Drink,11765439,45258,26.54
RCE2000,Regeneration & Environment,Freshways,Food And Drink,11765439,45258,64.42
RCE2000,Regeneration & Environment,Freshways,Food And Drink,11765439,45258,35.73
RCE2000,Regeneration & Environment,Freshways,Food And Drink,11765439,45258,41.18
RCE2000,Regeneration & Environment,Freshways,Food And Drink,11765439,45258,45.03
RCE2000,Regeneration & Environment,Freshways,Food And Drink,11765439,45258,24.09
RCE2000,Regeneration & Environment,Freshways,Food And Drink,11765439,45258,34.97
RCE2000,Regeneration & Environment,Freshways,Food And Drink,11765439,45258,22.06
RCE2000,Regeneration & Environment,Freshways,Food And Drink,11765439,45258,104.48
RCE2000,Regeneration & Environment,Freshways,Food And Drink,11765439,45258,13.42
RCE2000,Regeneration & Environment,Freshways,Food And Drink,11765439,45258,31.4
RCE2000,Regeneration & Environment,Freshways,Food And Drink,11765439,45258,43.96
RCE2000,Regeneration & Environment,Freshways,Food And Drink,11765439,45258,52.71
RCE2000,Regeneration & Environment,Freshways,Food And Drink,11765439,45258,28.93
RCE2000,Regeneration & Environment,Freshways,Food And Drink,11765439,45258,49.72
RCE2000,Regeneration & Environment,Freshways,Food And Drink,11765439,45258,5.06
RCE2000,Regeneration & Environment,Freshways,Food And Drink,11765439,45258,51.77
RCE2000,Regeneration & Environment,Freshways,Food And Drink,11765439,45258,70.82
RCE2000,Regeneration & Environment,Freshways,Food And Drink,11765439,45258,54.38
RCE2000,Regeneration & Environment,Freshways,Food And Drink,11765439,45258,66.09
RCE2000,Regeneration & Environment,Freshways,Food And Drink,11765439,45258,36.77
RCE2000,Regeneration & Environment,Freshways,Food And Drink,11765439,45258,33.97
RCE2000,Regeneration & Environment,Freshways,Food And Drink,11765439,45258,37.31
RCE2000,Regeneration & Environment,Freshways,Food And Drink,11765439,45258,30.95
RCE2000,Regeneration & Environment,Freshways,Food And Drink,11765439,45258,18.46
RCE2000,Regeneration & Environment,Freshways,Food And Drink,11765439,45258,137.35
RCE2000,Regeneration & Environment,Freshways,Food And Drink,11765439,45258,77.56
RCE2000,Regeneration & Environment,Freshways,Food And Drink,11765439,45258,48.34
RCE2000,Regeneration & Environment,Freshways,Food And Drink,11765439,45258,48.36
RCE2000,Regeneration & Environment,Freshways,Food And Drink,11765439,45258,33.38
RCE2000,Regeneration & Environment,Freshways,Food And Drink,11765439,45258,28.08
RCE2000,Regeneration & Environment,Freshways,Food And Drink,11765439,45258,72.14
RCE2000,Regeneration & Environment,Freshways,Food And Drink,11765439,45258,21.77
RCE2000,Regeneration & Environment,Freshways,Food And Drink,11765439,45258,82.49
RCE2000,Regeneration & Environment,Freshways,Food And Drink,11765439,45258,53.29
RCE2000,Regeneration & Environment,Freshways,Food And Drink,11765439,45258,71.74
RCE2000,Regeneration & Environment,Freshways,Food And Drink,11765439,45258,21.21
RCE2000,Regeneration & Environment,Freshways,Food And Drink,11765439,45258,24.88
RCE2000,Regeneration & Environment,Freshways,Food And Drink,11765439,45258,49.8
RCE2000,Regeneration & Environment,Freshways,Food And Drink,11765439,45258,18.32
RCE2000,Regeneration & Environment,Freshways,Food And Drink,11765439,45258,7.84
RCE2000,Regeneration & Environment,Freshways,Food And Drink,11765439,45258,14.09
RCE2000,Regeneration & Environment,Freshways,Food And Drink,11765439,45258,29.62
RCE2000,Regeneration & Environment,Freshways,Food And Drink,11765439,45258,10.55
RCE2000,Regeneration & Environment,Freshways,Food And Drink,11765439,45258,45.7
RCE2000,Regeneration & Environment,Freshways,Food And Drink,11765439,45258,81.52
RCE2000,Regeneration & Environment,Freshways,Food And Drink,11765439,45258,29.14
RCE2000,Regeneration & Environment,Freshways,Food And Drink,11765439,45258,69.08
RCE2000,Regeneration & Environment,Kcm Waste Management Ltd,Waste Disposal Inc Skip Hire,11765440,45259,149.75
RCE2000,Regeneration & Environment,Freshways,Food And Drink,11765441,45258,104.34
RCE2000,Regeneration & Environment,Kcm Waste Management Ltd,Waste Disposal Inc Skip Hire,11765442,45259,60.11
RCR2000,Finance & Customer Services,Jacobs Enforcement,Bailiff Services,11765447,45259,75
RCE2000,Regeneration & Environment,South Yorkshire Mayoral,Repair And Maintenance,11765450,45265,7549.85
RCE2000,Regeneration & Environment,South Yorkshire Mayoral,Repair And Maintenance,11765451,45265,15099.69
RCE2000,Regeneration & Environment,Tetra Tech Limited,Surveyors Architects & Auctions,11765455,45258,5489.55
RCE2000,Regeneration & Environment,Drone Site Surveys Ltd,Surveyors Architects & Auctions,11765457,45261,1350
RCE2000,Regeneration & Environment,Mott Macdonald Limited,Consultancy,11765458,45258,43175
RCE2000,Regeneration & Environment,Cemex Uk Operations Ltd,Re-Instatement Materials,11765464,45259,302.11
RCE2000,Regeneration & Environment,Red Ents Ltd,Sporting Entertainment & Culture,11765465,45258,5669.5
RCE2000,Regeneration & Environment,Hoylands Diy,Ppe Tools And Janitorial Supplies,11765466,45260,1350
RCN2000,"Adult Care, Housing & Public Health",Equans Regeneration Ltd,New Build & Major Refurb Trades,11765469,45258,443.83
RCN2000,"Adult Care, Housing & Public Health",Equans Regeneration Ltd,New Build & Major Refurb Trades,11765469,45258,1354.85
RCN2000,"Adult Care, Housing & Public Health",Equans Regeneration Ltd,New Build & Major Refurb Trades,11765469,45258,29199.28
RCE2000,Regeneration & Environment,Kcm Waste Management Ltd,Waste Disposal Inc Skip Hire,11765478,45259,736.76
RCN2000,"Adult Care, Housing & Public Health",Pyramid Linoleum & Carpet Company,Furnishing And Furbishing,11765481,45260,415.16
RCE2000,Regeneration & Environment,Active Response Transport,Taxi Mini Bus Coach Operations,11765486,45258,1180.8
RCE2000,Regeneration & Environment,Active Response Transport,Taxi Mini Bus Coach Operations,11765486,45258,259.2
RCN2000,"Adult Care, Housing & Public Health",Rush House Project Ltd,Supporting Minorities & Communities,11765487,45258,25000
RCE2000,Regeneration & Environment,Findlays Electrical Ltd,Repair And Maintenance,11765491,45261,17731.35
RCN2000,"Adult Care, Housing & Public Health",Equans Regeneration Ltd,New Build & Major Refurb Trades,11765493,45258,175687.9
RCN2000,"Adult Care, Housing & Public Health",Equans Regeneration Ltd,New Build & Major Refurb Trades,11765493,45258,2670.46
RCN2000,"Adult Care, Housing & Public Health",Equans Regeneration Ltd,New Build & Major Refurb Trades,11765493,45258,8151.92
RCN2000,"Adult Care, Housing & Public Health",Equans Regeneration Ltd,New Build & Major Refurb Trades,11765497,45258,9338.8
RCN2000,"Adult Care, Housing & Public Health",Equans Regeneration Ltd,New Build & Major Refurb Trades,11765497,45258,130.44
RCN2000,"Adult Care, Housing & Public Health",Equans Regeneration Ltd,New Build & Major Refurb Trades,11765497,45258,398.19
RCN2000,"Adult Care, Housing & Public Health",Equans Regeneration Ltd,New Build & Major Refurb Trades,11765498,45258,70981.16
RCN2000,"Adult Care, Housing & Public Health",Equans Regeneration Ltd,New Build & Major Refurb Trades,11765498,45258,1078.91
RCN2000,"Adult Care, Housing & Public Health",Equans Regeneration Ltd,New Build & Major Refurb Trades,11765498,45258,3293.53
RCE2000,Regeneration & Environment,Sanderson Building Services Ltd,New Build & Major Refurb Trades,11765499,45260,46761
RCN2000,"Adult Care, Housing & Public Health",Prism Medical Uk Ltd,Lifts And Adaptation,11765500,45259,5708.17
RCS2000,Central Services,Insight Direct (Uk) Ltd,Technology,11765512,45260,379.8
RCC2000,Children & Young Peoples Services,City Of Doncaster Council,Local Authority Spend,11765519,45258,320
RCC2000,Children & Young Peoples Services,Brinsworth Academy,Schools Funding,11765520,45258,500
RCC2000,Children & Young Peoples Services,City Of Doncaster Council,Local Authority Spend,11765522,45258,390
RCC2000,Children & Young Peoples Services,Clifton Community School,Schools Funding,11765524,45258,500
RCC2000,Children & Young Peoples Services,Clifton Community School,Schools Funding,11765526,45258,350
RCC2000,Children & Young Peoples Services,Brinsworth Academy,Schools Funding,11765527,45258,100
RCC2000,Children & Young Peoples Services,Flanderwell Primary School (Academy),Schools Funding,11765532,45258,700
RCC2000,Children & Young Peoples Services,Maltby Lilly Hall Academy,Schools Funding,11765534,45258,700
RCA2000,Assistant Chief Executive,Bramley Village Trust,Funding Contributions Or Grant,11765535,45258,1015
RCC2000,Children & Young Peoples Services,Springwood Junior Academy,Schools Funding,11765538,45258,700
RCC2000,Children & Young Peoples Services,Crags Community School (Academy),Schools Funding,11765540,45258,500
RCC2000,Children & Young Peoples Services,Dinnington Community Primary (Academy),Schools Funding,11765542,45258,300
RCC2000,Children & Young Peoples Services,Swinton Academy,Schools Funding,11765543,45258,666
RCC2000,Children & Young Peoples Services,Dinnington Community Primary (Academy),Schools Funding,11765544,45258,400
RCC2000,Children & Young Peoples Services,The Sutton Academy,Schools Funding,11765548,45258,625
RCC2000,Children & Young Peoples Services,Ordsall Primary School,Schools Funding,11765552,45258,700
RCC2000,Children & Young Peoples Services,St Mary'S Catholic Primary School:,Schools Funding,11765553,45258,520
RCC2000,Children & Young Peoples Services,Kirk Sandall Junior School,Schools Funding,11765555,45258,600
RCC2000,Children & Young Peoples Services,Xp School Trust Ltd,Schools Funding,11765571,45258,450
RCC2000,Children & Young Peoples Services,Wales High School Academy Trust,Schools Funding,11765572,45258,220
RCC2000,Children & Young Peoples Services,Xp School Trust Ltd,Schools Funding,11765573,45258,200
RCC2000,Children & Young Peoples Services,Wales High School Academy Trust,Schools Funding,11765575,45258,380
RCC2000,Children & Young Peoples Services,Crags Community School (Academy),Schools Funding,11765577,45258,500
RCC2000,Children & Young Peoples Services,Wales High School Academy Trust,Schools Funding,11765578,45258,180
RCC2000,Children & Young Peoples Services,Blackburn College,Schools Funding,11765581,45258,600
RCN2000,"Adult Care, Housing & Public Health",Redacted,Residential Rental,11765584,45253,675
RCN2000,"Adult Care, Housing & Public Health",Redacted,Residential Rental,11765586,45253,675
RCN2000,"Adult Care, Housing & Public Health",Redacted,Residential Rental,11765589,45253,568.8
RCE2000,Regeneration & Environment,Illingworth & Gregory Ltd,New Build & Major Refurb Trades,11765610,45260,200066.66
RCE2000,Regeneration & Environment,Built Environment Networking Ltd,Training Services,11765621,45265,3600
RCE2000,Regeneration & Environment,Select Media Events Ltd,Technology,11765624,45260,1641.96
RCE2000,Regeneration & Environment,Esh Construction Ltd,New Build & Major Refurb Trades,11765629,45258,33375.66
RCN2000,"Adult Care, Housing & Public Health",Booking.Com,Hotel Accommodation & Conferencing,11765634,45140,760
RCN2000,"Adult Care, Housing & Public Health",Dusties Hotel,Hotel Accommodation & Conferencing,11765636,45140,525
RCN2000,"Adult Care, Housing & Public Health",Ibis Hotel,Hotel Accommodation & Conferencing,11765652,45142,880
RCN2000,"Adult Care, Housing & Public Health",Adham Hotels Ltd,Hotel Accommodation & Conferencing,11765660,45154,1368.5
RCC2000,Children & Young Peoples Services,Booking.Com,Hotel Accommodation & Conferencing,11765772,45211,830
RCE2000,Regeneration & Environment,Nobisco Ltd,Catering Equipment,11765792,45211,575.82
RCC2000,Children & Young Peoples Services,Travelodge Hotels Ltd,Transport Operations And Logistics,11765796,45226,611.92
RCN2000,"Adult Care, Housing & Public Health",Ibis Hotel,Hotel Accommodation & Conferencing,11765860,45156,647.5
RCN2000,"Adult Care, Housing & Public Health",Ibis Hotel,Hotel Accommodation & Conferencing,11765870,45160,880
RCC2000,Children & Young Peoples Services,Booking.Com,Hotel Accommodation & Conferencing,11765878,45183,690
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766121,45258,843.44
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766122,45258,868.8
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766123,45258,2642
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766123,45258,-198.44
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766124,45258,1194.6
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766125,45258,1327.52
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766126,45258,769.28
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766126,45258,-11.32
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766127,45258,942.28
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766128,45258,1936
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766129,45258,1909.2
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766130,45258,1385.84
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766130,45258,-31.04
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766131,45258,1190.4
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766131,45258,-40.84
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766132,45258,749.96
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766132,45258,-229.44
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766133,45258,1333.84
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766133,45258,-421.08
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766134,45258,1748.88
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766134,45258,-215.2
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766135,45258,621.52
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766135,45258,-47.52
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766136,45258,1064.96
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766137,45258,1076.88
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766137,45258,-249.64
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766139,45258,532.56
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766140,45258,766.08
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766141,45258,828
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766141,45258,-263.76
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766142,45258,1428.4
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766143,45258,1654.2
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766145,45258,9892.28
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766146,45258,952.32
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766146,45258,-65.12
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766147,45258,814.96
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766148,45258,714.24
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766149,45258,618.96
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766150,45258,792
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766151,45258,797.2
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766151,45258,-163.92
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766152,45258,821.04
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766152,45258,-71.28
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766154,45258,3093.88
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766155,45258,1190.4
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766157,45258,751.2
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766158,45258,2454
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766158,45258,-178
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766158,45258,3644
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766158,45258,-38.92
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766159,45258,1491.28
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766159,45258,-161.76
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766160,45258,533.2
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766164,45258,1120.32
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766164,45258,-186.04
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766165,45258,784.44
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766166,45258,1095.2
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766167,45258,1506.04
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766168,45258,2235
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766168,45258,-111.88
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766169,45258,704.64
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766170,45258,876.92
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766172,45258,1063.56
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766173,45258,1611.2
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766174,45258,714.24
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766174,45258,-118.88
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766176,45258,714.24
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766177,45258,6016
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766178,45258,2958
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766178,45258,-163.52
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766179,45258,3081.24
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766181,45258,2153.76
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766182,45258,1649.96
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766183,45258,571.36
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766185,45258,2345.12
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766185,45258,-313.04
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766186,45258,1450.96
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766186,45258,-302.64
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766187,45258,566.92
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766188,45258,2172.12
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766188,45258,-52
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766189,45258,517.68
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766190,45258,1064.68
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766190,45258,-94
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766192,45258,1845.56
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766193,45258,1636.92
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766193,45258,-162.72
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766194,45258,993.84
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766195,45258,878.4
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766196,45258,1190.4
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766197,45258,1190.64
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766197,45258,-39.32
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766198,45258,4372.2
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766199,45258,658.8
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766201,45258,911.64
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766201,45258,-71.28
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766203,45258,565.76
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766204,45258,816
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766204,45258,-47.52
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766206,45258,1730.24
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766206,45258,-118.8
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766207,45258,1410.6
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766207,45258,-230.28
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766208,45258,1233.12
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766208,45258,-414.92
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766209,45258,1058.84
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766210,45258,1040
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766211,45258,1019.2
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766214,45258,618.96
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766214,45258,-52.24
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766216,45258,864
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766216,45258,-152.76
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766217,45258,1864.08
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766217,45258,-351
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766218,45258,1121.12
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766218,45258,-95.04
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766219,45258,698.44
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766220,45258,3811.68
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766221,45258,825.36
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766222,45258,-159.72
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766222,45258,1968.88
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766224,45258,1054.32
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766227,45258,976.12
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766228,45258,1095.2
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766229,45258,616.16
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766230,45258,1615.32
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766231,45258,1289
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766231,45258,-119.76
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766232,45258,1274.24
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766232,45258,-7.44
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766233,45258,1114.96
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766234,45258,3521.68
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766235,45258,1190.4
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766236,45258,833.28
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766237,45258,825.96
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766237,45258,-71.28
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766238,45258,3912.16
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766238,45258,-267.92
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766240,45258,746.64
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766241,45258,952.32
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766241,45258,-50.48
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766242,45258,1161.68
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766242,45258,-521.24
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766243,45258,1122.24
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766248,45258,730
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766249,45258,820.24
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766249,45258,-256.44
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766250,45258,1075.16
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766250,45258,-224.72
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766252,45258,3348.24
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766254,45258,545.92
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766255,45258,572.56
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766256,45258,685.48
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766257,45258,6801.2
RCN2000,"Adult Care, Housing & Public Health",Redacted,Supporting People - Direct Payments,11766258,45258,618.96
