Portfolio,Directorate,Division,Service Area,Type of Expenditure,Payee,Payment Date,Amount (£)
People,Community Health and Adult Social Care,Commissioning,Commissioning,Payments To Carers/Volunteers/Providers,The Access Group,45216,17698.5
People,Children´s Services,"Education, Skills & Early Years",SEND Services,SEND - Out Of Borough Education,Bright Futures Autism Ltd,45275,17678
Place,Environmental Services,Environmental Services,Public Protection,Operational Materials,Virgin Media Payments Ltd,45214,17674.88
People,Children´s Services,"Education, Skills & Early Years",SEND Services,SEND - Out Of Borough Education,GMIS (Greater Manchester Independent School)(Teenage Works ),45257,17666.66
People,Children´s Services,"Education, Skills & Early Years",Learning Services - Early Years,Services - Payments To Contractors,Teddies Day Nurseries,45278,17646.75
People,Children´s Services,"Education, Skills & Early Years",Learning Services - Early Years,Services - Payments To Contractors,Channings Childcare Ltd,45278,17646.75
People,Children´s Services,"Education, Skills & Early Years",Learning Services - Early Years,Services - Payments To Contractors,Brighter Beginnings Day Nursery Ltd,45278,17646.75
People,Children´s Services,Schools,Schools,Payments to Academies - Schools only,Cranmer Education Trust t/a St George´S School,45278,17608
People,Children´s Services,"Education, Skills & Early Years",SEND Services,Hire Of Other Vehicles,Mahmood Hussain,45280,17605
People,Children´s Services,Children´s Social Care,Children in Care,Parent and Baby Assessment Placement,Progressive Care Ltd,45238,17603.57
People,Children´s Services,"Education, Skills & Early Years",SEND Services,Hire Of Other Vehicles,Skyline Cars Ltd,45209,17595
People,Children´s Services,"Education, Skills & Early Years",Learning Services,Services - Professional Fees,Dream Big Sports Ltd,45251,17565.6
People,Children´s Services,"Education, Skills & Early Years",Learning Services - Early Years,Services - Payments To Contractors,Red Robin Pre School,45278,17255.7
People,Children´s Services,"Education, Skills & Early Years",Learning Services - Early Years,Services - Payments To Contractors,Play Alma Mater,45278,17255.7
People,Children´s Services,"Education, Skills & Early Years",Learning Services - Early Years,Services - Payments To Contractors,Whitegate End Primary School,45278,17255.7
Place,Economy,Economy,Creating a Better Place,Services - Professional Fees,Human Engine Ltd,45209,17250
People,Children´s Services,"Education, Skills & Early Years",Learning Services - Early Years,Family Hubs - Programme Spend,Michael Page International,45252,17250
People,Children´s Services,"Education, Skills & Early Years",Learning Services - Early Years,Services - Payments To Contractors,Swan Meadow Cottage Private Day Nursery,45231,17245.41
People,Children´s Services,"Education, Skills & Early Years",Learning Services - Early Years,Services - Payments To Contractors,Tiddleywinks Nursery School Ltd,45231,17199.6
People,Children´s Services,"Education, Skills & Early Years",SEND Services,SEND - Out Of Borough Education,Bright Futures Autism Ltd,45275,17083
Place,Economy,Economy,Strategic Housing,Services - Professional Fees,E Smith & Son,45261,17069.81
Corporate Services,Corporate Services,Finance,Finance,Click Travel - Consolidated Invoice Account,TravelPerk UK IRL Ltd,45209,17015.21
People,Children´s Services,Capital - Adult Services,Capital - Adult Services,Construction - Main Contractor,Age UK Oldham Ltd,45238,16886.03
People,Children´s Services,"Education, Skills & Early Years",SEND Services,Hire Of Other Vehicles,Mahmood Hussain,45204,16870
People,Children´s Services,Children´s Social Care,Children in Care,Out of Borough Placement,Sphere Care Solutions,45208,16822
People,Children´s Services,Children´s Social Care,Children in Care,Out of Borough Placement,Sphere Care Solutions,45216,16822
People,Children´s Services,Children´s Social Care,Children in Care,Out of Borough Placement,Sphere Care Solutions,45223,16822
People,Children´s Services,"Education, Skills & Early Years",Learning Services - Early Years,Services - Payments To Contractors,Network Nurseries Ltd TA Beal Vale Pre School,45278,16791.15
People,Children´s Services,"Education, Skills & Early Years",SEND Services,SEND - Out Of Borough Education,Bright Futures Autism Ltd,45275,16748
People,Children´s Services,"Education, Skills & Early Years",SEND Services,SEND - Out Of Borough Education,Bright Futures Autism Ltd,45275,16748
People,Children´s Services,"Education, Skills & Early Years",Learning Services,Services - Professional Fees,Dream Big Sports Ltd,45202,16617.5
Place,Strategic Highways,Capital - Transport,Capital - Trans - Highway Major Works/Drainage schemes,Construction - Main Contractor,Road Maintenance Services Ltd,45251,16596.78
People,Community Health and Adult Social Care,Community Business Services,Community Business Services,Services - Payments To Contractors,Civica,45252,16583
People,Children´s Services,"Education, Skills & Early Years",SEND Services,Hire Of Other Vehicles,Skyline Cars Ltd,45209,16572.5
People,Children´s Services,Children´s Social Care,Children in Care,Out of Borough Placement,Pure Care Homes Ltd,45208,16554.78
People,Children´s Services,Children´s Social Care,Children in Care,Parent and Baby Assessment Placement,Progressive Care Ltd,45267,16506.42
Place,Environmental Services,Environmental Services,Waste Management Service,Tools And Equipment,IPL Plastics (UK),45232,16506
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Services - Professional Fees,Tile Hill Interim & Executive Ltd,45258,16500
People,Children´s Services,"Education, Skills & Early Years",Learning Services - Early Years,Services - Payments To Contractors,St Annes Pre School,45278,16475.09
People,Children´s Services,"Education, Skills & Early Years",Learning Services - Early Years,Services - Payments To Contractors,Limehurst Little Learners Ltd,45278,16470.3
Corporate Services,Corporate Services,"Customer, Digital and Transformation",Customer Services,Services - Professional Fees,Bulky Bob´s Ltd,45210,16395.2
Place,Economy,Economy,Creating a Better Place,Services - Professional Fees,Bloom Procurement Services Ltd,45208,16380
People,Public Health,Public Health (Client and Delivery),Public Health (Client and Delivery),Services - Payments To Contractors,Pennine Care NHS Trust Foundation Trust,45260,16347
People,Public Health,Public Health (Client and Delivery),Public Health (Client and Delivery),Services - Payments To Contractors,Pennine Care NHS Trust Foundation Trust,45260,16347
Place,Economy,Economy,Strategic Housing,Chief Rents,First Choice Homes Ltd (FCHO - Rent),45279,16258.51
People,Children´s Services,"Education, Skills & Early Years",Learning Services - Early Years,Services - Payments To Contractors,Medlock Day Nursery Ltd,45278,16023.15
Place,Environmental Services,Environmental Services,Environmental Management,Services - Payments To Contractors,Fantastic Fireworks Ltd,45246,16000
People,Children´s Services,"Education, Skills & Early Years",Learning Services - Early Years,Services - Payments To Contractors,Blossom Tree Nursery Ltd T/A Alder Day Nursery,45278,15918.45
People,Children´s Services,Children´s Social Care,Children in Care,Parent and Baby Assessment Placement,Progressive Care Ltd,45238,15832.14
People,Children´s Services,Children´s Social Care,Children in Care,Out of Borough Placement,Aspris Childrens Services Ltd,45261,15785.71
Place,Economy,Economy,Creating a Better Place,Services - Professional Fees,Human Engine Ltd,45236,15750
Place,Economy,Economy,Creating a Better Place,Services - Professional Fees,Human Engine Ltd,45265,15750
People,Children´s Services,"Education, Skills & Early Years",Learning Services - Early Years,Services - Payments To Contractors,Jelly Babies Pre School Learning Alliance,45278,15721.65
Place,Economy,Economy,Estates,Agency Staff,Michael Page International,45211,15678
People,Children´s Services,"Education, Skills & Early Years",SEND Services,Hire Of Other Vehicles,Transportation Direct Ltd,45258,15610.06
Place,"Economic Development, Enterprise and Skills",Capital - Asset Management,Capital - Asset Mgt - Asset Management,Construction - Main Contractor,D Hughes Demolition & Excavation Ltd,45274,15600
People,Children´s Services,"Education, Skills & Early Years",SEND Services,SEND - Out Of Borough Education,GMIS (Greater Manchester Independent School)(Teenage Works ),45258,15594.56
Corporate Services,Corporate Services,Finance,Revenues and Benefits,Comms - Postages,Civica Uk Ltd,45258,15473.56
People,Children´s Services,"Education, Skills & Early Years",Learning Services - Early Years,Services - Payments To Contractors,Brighter Beginnings Day Nursery Ltd,45278,15406.88
People,Children´s Services,"Education, Skills & Early Years",Learning Services - Early Years,Services - Payments To Contractors,Golden Petals Pre-school Ltd,45278,15406.88
People,Community Health and Adult Social Care,Community Health & Social Care,Clusters,Agency Staff,Reed Specialist Recruitment Limited,45266,15400
People,Children´s Services,Children´s Social Care,Children in Care,Parent and Baby Assessment Placement,Progressive Care Ltd,45266,15321.43
People,Children´s Services,"Education, Skills & Early Years",Learning Services - Early Years,Services - Payments To Contractors,Heathcot Pre School Ltd,45278,15293.85
People,Children´s Services,"Education, Skills & Early Years",Learning Services - Early Years,Services - Payments To Contractors,Broadway Day Nursery Ltd,45278,15293.85
People,Children´s Services,"Education, Skills & Early Years",Learning Services - Early Years,Services - Payments To Contractors,Medlock Day Nursery Ltd,45278,15293.85
People,Children´s Services,Children´s Social Care,Children in Care,Out of Borough Placement,Cambian Childcare Limited,45251,15285.8
People,Children´s Services,"Education, Skills & Early Years",Learning Services - Early Years,Services - Payments To Contractors,Diggle Day Nursery & Education Centre Ltd,45231,15212.4
Place,Economy,Economy,Creating a Better Place,Services - Professional Fees,CBRE Ltd,45252,15209
Place,Environmental Services,Environmental Services,Waste Management Service,Tools And Equipment,IPL Plastics (UK),45223,15120
People,Children´s Services,"Education, Skills & Early Years",Learning Services - Early Years,Services - Payments To Contractors,Giggle And Grow Ltd Glodwick,45231,15097.11
People,Children´s Services,Children´s Social Care,Children in Care,Out of Borough Placement,Care Today Childrens Services Ltd,45266,15059.7
People,Children´s Services,Children´s Social Care,Children in Care,Secure - Remand,Shared Services Connected Ltd,45282,15012
People,Children´s Services,"Education, Skills & Early Years",SEND Services,SEND - Out Of Borough Education,Tree Of Life Educational and Holistic Services CIC,45212,15000
Corporate Services,Corporate Services,Finance,Audit,Services - External Audit Fees,Unity Partnership Ltd,45250,15000
Place,Economy,Economy,Estates,Premises Service Charges,The Regenda Group,45244,14991.45
Corporate Services,Corporate Services,"Customer, Digital and Transformation",ICT,Computing - Internet,Zen Internet Ltd,45229,14887
People,Children´s Services,Children´s Social Care,Children in Care,Out of Borough Placement,Horizon Care & Education Group Limited,45208,14835.67
Corporate Services,Corporate Services,"Customer, Digital and Transformation",Customer Services,Services - Professional Fees,Bulky Bob´s Ltd,45260,14801.07
