Portfolio,Directorate,Division,Service Area,Type of Expenditure,Payee,Payment Date,Amount (£)
Place,Environmental Services,Environmental Services,Highways,Agency Staff,Waterman Aspen Ltd,45145,1840
Place,Environmental Services,Environmental Services,Highways,Agency Staff,Waterman Aspen Ltd,45145,1840
Place,Environmental Services,Environmental Services,Highways,Agency Staff,Waterman Aspen Ltd,45149,1840
Place,Environmental Services,Environmental Services,Highways,Agency Staff,Waterman Aspen Ltd,45160,1840
Place,Environmental Services,Environmental Services,Highways,Agency Staff,Waterman Aspen Ltd,45160,1840
Place,Environmental Services,Environmental Services,Highways,Agency Staff,Waterman Aspen Ltd,45163,1840
Place,Environmental Services,Environmental Services,Highways,Agency Staff,Waterman Aspen Ltd,45175,1840
Place,Environmental Services,Environmental Services,Highways,Agency Staff,Waterman Aspen Ltd,45194,1840
People,Children´s Services,Capital - Schools,Capital - Schools New Build,Fees - Agency,Ward Hadaway LLP,45119,1840
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,Personnel Leasing Limited,45148,1838.18
Place,Environmental Services,Environmental Services,Highways,Operational Materials,Castings Services Ltd,45127,1837
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,No Recourse to Public Funds,Clarion Housing Association Limited,45113,1836.76
Corporate Services,Corporate Services,HR & Organisational Development,HR Strategy,Training Expenses,Dean Cotton TA Positive Behaviour Strategies Ltd,45124,1836
Place,Environmental Services,Environmental Services,Fleet Management,Operational Materials,Logistics UK,45155,1835
People,Children´s Services,"Education, Skills & Early Years",Learning Services - Early Years,Services - Payments To Contractors,Tiddleywinks Nursery School Ltd,45145,1833
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,CWD Community Independent Care,Optima Health and Social Care Ltd,45155,1832.88
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,Personnel Leasing Limited,45155,1832.85
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Direct Payments,PERSONAL DETAILS REDACTED,45170,1832.13
Place,Economy,Economy,Estates,General Provision - Repairs & Maintenance,Bespoke Refrigeration and Air Conditioning Ltd,45119,1832
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,Personnel Leasing Limited,45152,1830.08
Place,Youth & Communities,Community Services,District Partnerships,Operational Materials,Oldham Play Action Group,45132,1830
People,Children´s Services,Capital - Adult Services,Capital - Adult Services,Construction - Main Contractor,Platinum Stairlifts Ltd,45135,1830
People,Children´s Services,Capital - Adult Services,Capital - Adult Services,Construction - Main Contractor,Platinum Stairlifts Ltd,45156,1830
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Payments To Carers/Volunteers/Providers,Staying Put,45162,1829.55
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,Personnel Leasing Limited,45133,1829.18
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,Personnel Leasing Limited,45182,1827.48
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,Personnel Leasing Limited,45155,1826.93
Place,Environmental Services,Environmental Services,Highways,Operational Materials,Aggregates Industries UK Ltd (Bardon Aggregates),45184,1825.14
Place,"Economic Development, Enterprise and Skills",Capital - Asset Management,Capital - Boroughwide Developments,Fees - Other,Geldards LLP,45140,1825
People,Children´s Services,Children´s Social Care,Children in Care,Out of Borough Placement,Randstad HR Solutions,45181,1823.52
People,Children´s Services,Children´s Social Care,Children in Care,Out of Borough Placement,Randstad HR Solutions,45182,1823.52
People,Children´s Services,Children´s Social Care,Children in Care,Out of Borough Placement,Randstad HR Solutions,45184,1823.52
People,Children´s Services,Children´s Social Care,Children in Care,Out of Borough Placement,Randstad HR Solutions,45196,1823.52
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,Personnel Leasing Limited,45155,1821.6
Place,Economy,Economy,Estates,General Provision - Repairs & Maintenance,Paramount Plumbing & Heating,45110,1819.2
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,Paradigm Professional Consultancy Limited,45159,1816.88
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,Paradigm Professional Consultancy Limited,45124,1816.83
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,Personnel Leasing Limited,45183,1815.08
Place,Economy,Economy,Estates,General Provision - Repairs & Maintenance,Saddleworth Plant Hire Ltd (SPH Ltd),45131,1815
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,Personnel Leasing Limited,45183,1813.67
Corporate Services,Corporate Services,"Customer, Digital and Transformation",ICT,Services - Professional Fees,TNP Ltd,45110,1812.5
Corporate Services,Corporate Services,Commissioning and Procurement,Commissioning and Procurement,Services - Professional Fees,Castlefield Recruitment Ltd,45114,1808.52
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,Paradigm Professional Consultancy Limited,45194,1807.73
Place,Environmental Services,Environmental Services,Fleet Management,Hire Of Other Vehicles,Enterprise Rent-A-Car UK Ltd t/a Enterprise Flex-E-Rent Ltd,45183,1807.34
