element level code 02 + description,version,nominal,nominal description,group,group description,category,category description
COUNCIL  CUMBERLAND COUNCIL,3,79752,TFRS TO GENERAL FUND,P,surplus/deficit for the year,2,surplus / deficit for the year
COUNCIL  CUMBERLAND COUNCIL,4,79752,TFRS TO GENERAL FUND,D,sm general fund balance,2,sm general fund balance
COUNCIL  CUMBERLAND COUNCIL,1,79910,BUDGET HOLDING AC,M,other operating expenditure,40,budget system control
COUNCIL  CUMBERLAND COUNCIL,2,79910,BUDGET HOLDING AC,X,revenue,90,financing
COUNCIL  CUMBERLAND COUNCIL,3,79910,BUDGET HOLDING AC,L,other non-cfr costs,20,non cfr other expenditure
COUNCIL  CUMBERLAND COUNCIL,4,79910,BUDGET HOLDING AC,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,87400,INTERFACE ERROR CONTROL SUSP,Y,system control a/cs -revenue,2,system control a/cs - revenue
COUNCIL  CUMBERLAND COUNCIL,2,87400,INTERFACE ERROR CONTROL SUSP,X,revenue,9,system control a/cs - revenue
COUNCIL  CUMBERLAND COUNCIL,3,87400,INTERFACE ERROR CONTROL SUSP,Y,system control a/cs -revenue,2,system control a/cs -revenue
COUNCIL  CUMBERLAND COUNCIL,4,87400,INTERFACE ERROR CONTROL SUSP,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,87406,TRENT PAYROLL INTERFACE SUSP,Y,system control a/cs -revenue,2,system control a/cs - revenue
COUNCIL  CUMBERLAND COUNCIL,2,87406,TRENT PAYROLL INTERFACE SUSP,X,revenue,9,system control a/cs - revenue
COUNCIL  CUMBERLAND COUNCIL,3,87406,TRENT PAYROLL INTERFACE SUSP,Y,system control a/cs -revenue,2,system control a/cs -revenue
COUNCIL  CUMBERLAND COUNCIL,4,87406,TRENT PAYROLL INTERFACE SUSP,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,87410,PURCHASING CARDS CONTROL,Y,system control a/cs -revenue,2,system control a/cs - revenue
COUNCIL  CUMBERLAND COUNCIL,2,87410,PURCHASING CARDS CONTROL,X,revenue,9,system control a/cs - revenue
COUNCIL  CUMBERLAND COUNCIL,3,87410,PURCHASING CARDS CONTROL,Y,system control a/cs -revenue,2,system control a/cs -revenue
COUNCIL  CUMBERLAND COUNCIL,4,87410,PURCHASING CARDS CONTROL,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,87413,PURCHASE CARD CONTROL - CORP,Y,system control a/cs -revenue,2,system control a/cs - revenue
COUNCIL  CUMBERLAND COUNCIL,2,87413,PURCHASE CARD CONTROL - CORP,X,revenue,9,system control a/cs - revenue
COUNCIL  CUMBERLAND COUNCIL,3,87413,PURCHASE CARD CONTROL - CORP,Y,system control a/cs -revenue,2,system control a/cs -revenue
COUNCIL  CUMBERLAND COUNCIL,4,87413,PURCHASE CARD CONTROL - CORP,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,87414,PURCHASE CARD CONTROL - SCHLS,Y,system control a/cs -revenue,2,system control a/cs - revenue
COUNCIL  CUMBERLAND COUNCIL,2,87414,PURCHASE CARD CONTROL - SCHLS,X,revenue,9,system control a/cs - revenue
COUNCIL  CUMBERLAND COUNCIL,3,87414,PURCHASE CARD CONTROL - SCHLS,Y,system control a/cs -revenue,2,system control a/cs -revenue
COUNCIL  CUMBERLAND COUNCIL,4,87414,PURCHASE CARD CONTROL - SCHLS,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,91000,CAPITAL BUDGET,T,other assets,2,other assets
COUNCIL  CUMBERLAND COUNCIL,2,91000,CAPITAL BUDGET,D,"property, plant & equipment",2,other land & buildings
COUNCIL  CUMBERLAND COUNCIL,3,91000,CAPITAL BUDGET,R,capital expenditure,2,land & building purchase
COUNCIL  CUMBERLAND COUNCIL,4,91000,CAPITAL BUDGET,J,balance sheet (exc capital),2,bal sheet (excluding capital)
COUNCIL  CUMBERLAND COUNCIL,1,91161,NON BLDG HERIT ASSETS GBV/COST,T,other assets,2,other assets
COUNCIL  CUMBERLAND COUNCIL,2,91161,NON BLDG HERIT ASSETS GBV/COST,J,other assets,2,heritage assets
COUNCIL  CUMBERLAND COUNCIL,3,91161,NON BLDG HERIT ASSETS GBV/COST,R,capital expenditure,50,non cfr capital expenditure
COUNCIL  CUMBERLAND COUNCIL,4,91161,NON BLDG HERIT ASSETS GBV/COST,E,capital,2,capital income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,91201,LAND NON DEPRECIATING GBV/COST,T,other assets,2,other assets
COUNCIL  CUMBERLAND COUNCIL,2,91201,LAND NON DEPRECIATING GBV/COST,D,"property, plant & equipment",2,other land & buildings
COUNCIL  CUMBERLAND COUNCIL,3,91201,LAND NON DEPRECIATING GBV/COST,R,capital expenditure,2,land & building purchase
COUNCIL  CUMBERLAND COUNCIL,4,91201,LAND NON DEPRECIATING GBV/COST,J,balance sheet (exc capital),2,bal sheet (excluding capital)
COUNCIL  CUMBERLAND COUNCIL,1,91211,LAND DEPRECIATING GBV/COST,T,other assets,2,other assets
COUNCIL  CUMBERLAND COUNCIL,2,91211,LAND DEPRECIATING GBV/COST,D,"property, plant & equipment",2,other land & buildings
COUNCIL  CUMBERLAND COUNCIL,3,91211,LAND DEPRECIATING GBV/COST,R,capital expenditure,50,non cfr capital expenditure
COUNCIL  CUMBERLAND COUNCIL,4,91211,LAND DEPRECIATING GBV/COST,E,capital,2,capital income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,91231,BUILDINGS GBV/COST,T,other assets,2,other assets
COUNCIL  CUMBERLAND COUNCIL,2,91231,BUILDINGS GBV/COST,D,"property, plant & equipment",2,other land & buildings
COUNCIL  CUMBERLAND COUNCIL,3,91231,BUILDINGS GBV/COST,R,capital expenditure,2,land & building purchase
COUNCIL  CUMBERLAND COUNCIL,4,91231,BUILDINGS GBV/COST,J,balance sheet (exc capital),2,bal sheet (excluding capital)
COUNCIL  CUMBERLAND COUNCIL,1,91241,FINISHES & FITTINGS GBV/COST,T,other assets,2,other assets
COUNCIL  CUMBERLAND COUNCIL,2,91241,FINISHES & FITTINGS GBV/COST,D,"property, plant & equipment",2,other land & buildings
COUNCIL  CUMBERLAND COUNCIL,3,91241,FINISHES & FITTINGS GBV/COST,R,capital expenditure,2,land & building purchase
COUNCIL  CUMBERLAND COUNCIL,4,91241,FINISHES & FITTINGS GBV/COST,J,balance sheet (exc capital),2,bal sheet (excluding capital)
COUNCIL  CUMBERLAND COUNCIL,1,91261,INFRASTRUCTURE GBV/COST,T,other assets,2,other assets
COUNCIL  CUMBERLAND COUNCIL,2,91261,INFRASTRUCTURE GBV/COST,D,"property, plant & equipment",6,infrastructure assets
COUNCIL  CUMBERLAND COUNCIL,3,91261,INFRASTRUCTURE GBV/COST,R,capital expenditure,50,non cfr capital expenditure
COUNCIL  CUMBERLAND COUNCIL,4,91261,INFRASTRUCTURE GBV/COST,E,capital,2,capital income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,91281,VEHICLES GBV/COST,T,other assets,2,other assets
COUNCIL  CUMBERLAND COUNCIL,2,91281,VEHICLES GBV/COST,D,"property, plant & equipment",10,vehicles & plant
COUNCIL  CUMBERLAND COUNCIL,3,91281,VEHICLES GBV/COST,R,capital expenditure,18,vehicles plant & machinery
COUNCIL  CUMBERLAND COUNCIL,4,91281,VEHICLES GBV/COST,J,balance sheet (exc capital),2,bal sheet (excluding capital)
COUNCIL  CUMBERLAND COUNCIL,1,91331,ENGINEERING GBV/COST,T,other assets,2,other assets
COUNCIL  CUMBERLAND COUNCIL,2,91331,ENGINEERING GBV/COST,D,"property, plant & equipment",2,other land & buildings
COUNCIL  CUMBERLAND COUNCIL,3,91331,ENGINEERING GBV/COST,R,capital expenditure,2,land & building purchase
COUNCIL  CUMBERLAND COUNCIL,4,91331,ENGINEERING GBV/COST,J,balance sheet (exc capital),2,bal sheet (excluding capital)
COUNCIL  CUMBERLAND COUNCIL,1,91371,COMMUNITY ASSETS GBV/COST,T,other assets,2,other assets
COUNCIL  CUMBERLAND COUNCIL,2,91371,COMMUNITY ASSETS GBV/COST,D,"property, plant & equipment",18,community assets
COUNCIL  CUMBERLAND COUNCIL,3,91371,COMMUNITY ASSETS GBV/COST,R,capital expenditure,50,non cfr capital expenditure
COUNCIL  CUMBERLAND COUNCIL,4,91371,COMMUNITY ASSETS GBV/COST,E,capital,2,capital income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,91431,BUILDINGS DEPN PROVN,T,other assets,2,other assets
COUNCIL  CUMBERLAND COUNCIL,2,91431,BUILDINGS DEPN PROVN,D,"property, plant & equipment",2,other land & buildings
COUNCIL  CUMBERLAND COUNCIL,3,91431,BUILDINGS DEPN PROVN,V,other net assets,2,non cfr fixed assets
COUNCIL  CUMBERLAND COUNCIL,4,91431,BUILDINGS DEPN PROVN,J,balance sheet (exc capital),2,bal sheet (excluding capital)
COUNCIL  CUMBERLAND COUNCIL,1,91441,FINISHES & FITTINGS DEPN PROVN,T,other assets,2,other assets
COUNCIL  CUMBERLAND COUNCIL,2,91441,FINISHES & FITTINGS DEPN PROVN,D,"property, plant & equipment",2,other land & buildings
COUNCIL  CUMBERLAND COUNCIL,3,91441,FINISHES & FITTINGS DEPN PROVN,V,other net assets,2,non cfr fixed assets
COUNCIL  CUMBERLAND COUNCIL,4,91441,FINISHES & FITTINGS DEPN PROVN,J,balance sheet (exc capital),2,bal sheet (excluding capital)
COUNCIL  CUMBERLAND COUNCIL,1,91461,INFRASTRUCTURE DEPN PROVN,T,other assets,2,other assets
COUNCIL  CUMBERLAND COUNCIL,2,91461,INFRASTRUCTURE DEPN PROVN,D,"property, plant & equipment",6,infrastructure assets
COUNCIL  CUMBERLAND COUNCIL,3,91461,INFRASTRUCTURE DEPN PROVN,V,other net assets,2,non cfr fixed assets
COUNCIL  CUMBERLAND COUNCIL,4,91461,INFRASTRUCTURE DEPN PROVN,J,balance sheet (exc capital),2,bal sheet (excluding capital)
COUNCIL  CUMBERLAND COUNCIL,1,91481,VEHICLES DEPN PROVN,T,other assets,2,other assets
COUNCIL  CUMBERLAND COUNCIL,2,91481,VEHICLES DEPN PROVN,D,"property, plant & equipment",10,vehicles & plant
COUNCIL  CUMBERLAND COUNCIL,3,91481,VEHICLES DEPN PROVN,V,other net assets,2,non cfr fixed assets
COUNCIL  CUMBERLAND COUNCIL,4,91481,VEHICLES DEPN PROVN,J,balance sheet (exc capital),2,bal sheet (excluding capital)
COUNCIL  CUMBERLAND COUNCIL,1,91531,ENGINEERING DEPN PROVN,T,other assets,2,other assets
COUNCIL  CUMBERLAND COUNCIL,2,91531,ENGINEERING DEPN PROVN,D,"property, plant & equipment",2,other land & buildings
COUNCIL  CUMBERLAND COUNCIL,3,91531,ENGINEERING DEPN PROVN,V,other net assets,2,non cfr fixed assets
COUNCIL  CUMBERLAND COUNCIL,4,91531,ENGINEERING DEPN PROVN,J,balance sheet (exc capital),2,bal sheet (excluding capital)
COUNCIL  CUMBERLAND COUNCIL,1,91601,LAND-NON OP GBV/COST,T,other assets,2,other assets
COUNCIL  CUMBERLAND COUNCIL,2,91601,LAND-NON OP GBV/COST,D,"property, plant & equipment",24,surplus ppty not held for sale
COUNCIL  CUMBERLAND COUNCIL,3,91601,LAND-NON OP GBV/COST,R,capital expenditure,50,non cfr capital expenditure
COUNCIL  CUMBERLAND COUNCIL,4,91601,LAND-NON OP GBV/COST,E,capital,2,capital income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,91631,BLDGS-NON OP GBV/COST,T,other assets,2,other assets
COUNCIL  CUMBERLAND COUNCIL,2,91631,BLDGS-NON OP GBV/COST,D,"property, plant & equipment",24,surplus ppty not held for sale
COUNCIL  CUMBERLAND COUNCIL,3,91631,BLDGS-NON OP GBV/COST,V,other net assets,2,non cfr fixed assets
COUNCIL  CUMBERLAND COUNCIL,4,91631,BLDGS-NON OP GBV/COST,E,capital,2,capital income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,91641,BLDGS-NON OP DEPN PROVN,T,other assets,2,other assets
COUNCIL  CUMBERLAND COUNCIL,2,91641,BLDGS-NON OP DEPN PROVN,D,"property, plant & equipment",24,surplus ppty not held for sale
COUNCIL  CUMBERLAND COUNCIL,3,91641,BLDGS-NON OP DEPN PROVN,V,other net assets,2,non cfr fixed assets
COUNCIL  CUMBERLAND COUNCIL,4,91641,BLDGS-NON OP DEPN PROVN,J,balance sheet (exc capital),2,bal sheet (excluding capital)
COUNCIL  CUMBERLAND COUNCIL,1,91651,ASSETS UNDER CONSTN GBV/COST,T,other assets,2,other assets
COUNCIL  CUMBERLAND COUNCIL,2,91651,ASSETS UNDER CONSTN GBV/COST,D,"property, plant & equipment",20,assets under construction
COUNCIL  CUMBERLAND COUNCIL,3,91651,ASSETS UNDER CONSTN GBV/COST,V,other net assets,2,non cfr fixed assets
COUNCIL  CUMBERLAND COUNCIL,4,91651,ASSETS UNDER CONSTN GBV/COST,J,balance sheet (exc capital),2,bal sheet (excluding capital)
COUNCIL  CUMBERLAND COUNCIL,1,91911,HIGHWAYS: DESIGN/TECH STAFF,R,wip non ops assets,30,wip hways control
COUNCIL  CUMBERLAND COUNCIL,2,91911,HIGHWAYS: DESIGN/TECH STAFF,H,current year additions,28,highways in year spend
COUNCIL  CUMBERLAND COUNCIL,3,91911,HIGHWAYS: DESIGN/TECH STAFF,R,capital expenditure,50,non cfr capital expenditure
COUNCIL  CUMBERLAND COUNCIL,4,91911,HIGHWAYS: DESIGN/TECH STAFF,E,capital,2,capital income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,91912,HIGHWAYS:EXTERNAL DESIGN STAFF,R,wip non ops assets,30,wip hways control
COUNCIL  CUMBERLAND COUNCIL,2,91912,HIGHWAYS:EXTERNAL DESIGN STAFF,H,current year additions,28,highways in year spend
COUNCIL  CUMBERLAND COUNCIL,3,91912,HIGHWAYS:EXTERNAL DESIGN STAFF,R,capital expenditure,50,non cfr capital expenditure
COUNCIL  CUMBERLAND COUNCIL,4,91912,HIGHWAYS:EXTERNAL DESIGN STAFF,E,capital,2,capital income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,91913,HIGHWAYS: OTHER,R,wip non ops assets,30,wip hways control
COUNCIL  CUMBERLAND COUNCIL,2,91913,HIGHWAYS: OTHER,H,current year additions,28,highways in year spend
COUNCIL  CUMBERLAND COUNCIL,3,91913,HIGHWAYS: OTHER,R,capital expenditure,50,non cfr capital expenditure
COUNCIL  CUMBERLAND COUNCIL,4,91913,HIGHWAYS: OTHER,E,capital,2,capital income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,91914,HIGHWAYS: CONTRACTOR,R,wip non ops assets,30,wip hways control
COUNCIL  CUMBERLAND COUNCIL,2,91914,HIGHWAYS: CONTRACTOR,H,current year additions,28,highways in year spend
COUNCIL  CUMBERLAND COUNCIL,3,91914,HIGHWAYS: CONTRACTOR,R,capital expenditure,50,non cfr capital expenditure
COUNCIL  CUMBERLAND COUNCIL,4,91914,HIGHWAYS: CONTRACTOR,E,capital,2,capital income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,91915,HIGHWAYS: LABOUR - OPS STAFF,R,wip non ops assets,30,wip hways control
COUNCIL  CUMBERLAND COUNCIL,2,91915,HIGHWAYS: LABOUR - OPS STAFF,H,current year additions,28,highways in year spend
COUNCIL  CUMBERLAND COUNCIL,3,91915,HIGHWAYS: LABOUR - OPS STAFF,R,capital expenditure,50,non cfr capital expenditure
COUNCIL  CUMBERLAND COUNCIL,4,91915,HIGHWAYS: LABOUR - OPS STAFF,E,capital,2,capital income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,91916,HIGHWAYS: PLANT,R,wip non ops assets,30,wip hways control
COUNCIL  CUMBERLAND COUNCIL,2,91916,HIGHWAYS: PLANT,H,current year additions,28,highways in year spend
COUNCIL  CUMBERLAND COUNCIL,3,91916,HIGHWAYS: PLANT,R,capital expenditure,50,non cfr capital expenditure
COUNCIL  CUMBERLAND COUNCIL,4,91916,HIGHWAYS: PLANT,E,capital,2,capital income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,91917,HIGHWAYS: MATERIALS,R,wip non ops assets,30,wip hways control
COUNCIL  CUMBERLAND COUNCIL,2,91917,HIGHWAYS: MATERIALS,H,current year additions,28,highways in year spend
COUNCIL  CUMBERLAND COUNCIL,3,91917,HIGHWAYS: MATERIALS,R,capital expenditure,50,non cfr capital expenditure
COUNCIL  CUMBERLAND COUNCIL,4,91917,HIGHWAYS: MATERIALS,E,capital,2,capital income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,91918,HIGHWAYS: CAP SALARY RECHARGES,R,wip non ops assets,30,wip hways control
COUNCIL  CUMBERLAND COUNCIL,2,91918,HIGHWAYS: CAP SALARY RECHARGES,H,current year additions,28,highways in year spend
COUNCIL  CUMBERLAND COUNCIL,3,91918,HIGHWAYS: CAP SALARY RECHARGES,R,capital expenditure,50,non cfr capital expenditure
COUNCIL  CUMBERLAND COUNCIL,4,91918,HIGHWAYS: CAP SALARY RECHARGES,E,capital,2,capital income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,91921,CAPITAL PURCHASE L&B,R,wip non ops assets,50,wip purch l&b
COUNCIL  CUMBERLAND COUNCIL,2,91921,CAPITAL PURCHASE L&B,H,current year additions,50,purch l&b in year spend
COUNCIL  CUMBERLAND COUNCIL,3,91921,CAPITAL PURCHASE L&B,R,capital expenditure,2,land & building purchase
COUNCIL  CUMBERLAND COUNCIL,4,91921,CAPITAL PURCHASE L&B,E,capital,2,capital income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,91922,CAPITAL PURCHASE VEHICLES,R,wip non ops assets,52,wip purch vehicles
COUNCIL  CUMBERLAND COUNCIL,2,91922,CAPITAL PURCHASE VEHICLES,H,current year additions,52,purch vehicles in year spend
COUNCIL  CUMBERLAND COUNCIL,3,91922,CAPITAL PURCHASE VEHICLES,R,capital expenditure,18,vehicles plant & machinery
COUNCIL  CUMBERLAND COUNCIL,4,91922,CAPITAL PURCHASE VEHICLES,E,capital,2,capital income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,91923,CAPITAL PURCHASE EQUIPMENT,R,wip non ops assets,54,wip equipment
COUNCIL  CUMBERLAND COUNCIL,2,91923,CAPITAL PURCHASE EQUIPMENT,H,current year additions,54,equipment in year spend
COUNCIL  CUMBERLAND COUNCIL,3,91923,CAPITAL PURCHASE EQUIPMENT,R,capital expenditure,18,vehicles plant & machinery
COUNCIL  CUMBERLAND COUNCIL,4,91923,CAPITAL PURCHASE EQUIPMENT,E,capital,2,capital income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,91924,CAPITAL PURCHASE SOFTWARE,R,wip non ops assets,54,wip equipment
COUNCIL  CUMBERLAND COUNCIL,2,91924,CAPITAL PURCHASE SOFTWARE,H,current year additions,54,equipment in year spend
COUNCIL  CUMBERLAND COUNCIL,3,91924,CAPITAL PURCHASE SOFTWARE,R,capital expenditure,28,ict capital expenditure
COUNCIL  CUMBERLAND COUNCIL,4,91924,CAPITAL PURCHASE SOFTWARE,E,capital,2,capital income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,91925,ADDITION LAND & BUILDINGS,R,wip non ops assets,56,wip fees
COUNCIL  CUMBERLAND COUNCIL,2,91925,ADDITION LAND & BUILDINGS,H,current year additions,56,additions to l&b in year spend
COUNCIL  CUMBERLAND COUNCIL,3,91925,ADDITION LAND & BUILDINGS,R,capital expenditure,28,ict capital expenditure
COUNCIL  CUMBERLAND COUNCIL,4,91925,ADDITION LAND & BUILDINGS,E,capital,2,capital income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,91926,ADDNS CAPITALISN FLEXIBILITIES,R,wip non ops assets,56,wip fees
COUNCIL  CUMBERLAND COUNCIL,2,91926,ADDNS CAPITALISN FLEXIBILITIES,H,current year additions,56,additions to l&b in year spend
COUNCIL  CUMBERLAND COUNCIL,3,91926,ADDNS CAPITALISN FLEXIBILITIES,R,capital expenditure,28,ict capital expenditure
COUNCIL  CUMBERLAND COUNCIL,4,91926,ADDNS CAPITALISN FLEXIBILITIES,E,capital,2,capital income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,91928,CAPITAL GRANTS OR FIN ASSISTAN,R,wip non ops assets,56,wip fees
COUNCIL  CUMBERLAND COUNCIL,2,91928,CAPITAL GRANTS OR FIN ASSISTAN,H,current year additions,56,additions to l&b in year spend
COUNCIL  CUMBERLAND COUNCIL,3,91928,CAPITAL GRANTS OR FIN ASSISTAN,R,capital expenditure,28,ict capital expenditure
COUNCIL  CUMBERLAND COUNCIL,4,91928,CAPITAL GRANTS OR FIN ASSISTAN,E,capital,2,capital income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,91929,CAPITAL PAY TO CONTRACTORS,R,wip non ops assets,56,wip fees
COUNCIL  CUMBERLAND COUNCIL,2,91929,CAPITAL PAY TO CONTRACTORS,H,current year additions,56,additions to l&b in year spend
COUNCIL  CUMBERLAND COUNCIL,3,91929,CAPITAL PAY TO CONTRACTORS,R,capital expenditure,28,ict capital expenditure
COUNCIL  CUMBERLAND COUNCIL,4,91929,CAPITAL PAY TO CONTRACTORS,E,capital,2,capital income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,91930,CAPITAL PROFESSIONAL FEES,R,wip non ops assets,56,wip fees
COUNCIL  CUMBERLAND COUNCIL,2,91930,CAPITAL PROFESSIONAL FEES,H,current year additions,56,additions to l&b in year spend
COUNCIL  CUMBERLAND COUNCIL,3,91930,CAPITAL PROFESSIONAL FEES,R,capital expenditure,28,ict capital expenditure
COUNCIL  CUMBERLAND COUNCIL,4,91930,CAPITAL PROFESSIONAL FEES,E,capital,2,capital income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,91931,CAPITAL OTHER DIRECTLY ATTRIB,R,wip non ops assets,56,wip fees
COUNCIL  CUMBERLAND COUNCIL,2,91931,CAPITAL OTHER DIRECTLY ATTRIB,H,current year additions,56,additions to l&b in year spend
COUNCIL  CUMBERLAND COUNCIL,3,91931,CAPITAL OTHER DIRECTLY ATTRIB,R,capital expenditure,28,ict capital expenditure
COUNCIL  CUMBERLAND COUNCIL,4,91931,CAPITAL OTHER DIRECTLY ATTRIB,E,capital,2,capital income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,91932, CAPITAL LABOUR,R,wip non ops assets,56,wip fees
COUNCIL  CUMBERLAND COUNCIL,2,91932, CAPITAL LABOUR,H,current year additions,56,additions to l&b in year spend
COUNCIL  CUMBERLAND COUNCIL,3,91932, CAPITAL LABOUR,R,capital expenditure,28,ict capital expenditure
COUNCIL  CUMBERLAND COUNCIL,4,91932, CAPITAL LABOUR,E,capital,2,capital income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,91933,CAPITAL CONSULTANTS,R,wip non ops assets,56,wip fees
COUNCIL  CUMBERLAND COUNCIL,2,91933,CAPITAL CONSULTANTS,H,current year additions,56,additions to l&b in year spend
COUNCIL  CUMBERLAND COUNCIL,3,91933,CAPITAL CONSULTANTS,R,capital expenditure,28,ict capital expenditure
COUNCIL  CUMBERLAND COUNCIL,4,91933,CAPITAL CONSULTANTS,E,capital,2,capital income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,91934,CAPITALISED SALARY RECHARGES,R,wip non ops assets,56,wip fees
COUNCIL  CUMBERLAND COUNCIL,2,91934,CAPITALISED SALARY RECHARGES,H,current year additions,56,additions to l&b in year spend
COUNCIL  CUMBERLAND COUNCIL,3,91934,CAPITALISED SALARY RECHARGES,R,capital expenditure,28,ict capital expenditure
COUNCIL  CUMBERLAND COUNCIL,4,91934,CAPITALISED SALARY RECHARGES,E,capital,2,capital income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,91971,INVESTMENT PROPERTIES GBV/COST,T,other assets,2,other assets
COUNCIL  CUMBERLAND COUNCIL,2,91971,INVESTMENT PROPERTIES GBV/COST,J,other assets,5,investment properties
COUNCIL  CUMBERLAND COUNCIL,3,91971,INVESTMENT PROPERTIES GBV/COST,V,other net assets,2,non cfr fixed assets
COUNCIL  CUMBERLAND COUNCIL,4,91971,INVESTMENT PROPERTIES GBV/COST,E,capital,2,capital income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,91999,WIP RETENTIONS,R,wip non ops assets,62,wip other
COUNCIL  CUMBERLAND COUNCIL,2,91999,WIP RETENTIONS,H,current year additions,56,additions to l&b in year spend
COUNCIL  CUMBERLAND COUNCIL,3,91999,WIP RETENTIONS,R,capital expenditure,10,construction & renovation
COUNCIL  CUMBERLAND COUNCIL,4,91999,WIP RETENTIONS,E,capital,2,capital income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,93000,LONG TERM INVESTS ACQUIN,T,other assets,2,other assets
COUNCIL  CUMBERLAND COUNCIL,2,93000,LONG TERM INVESTS ACQUIN,J,other assets,60,long term investments
COUNCIL  CUMBERLAND COUNCIL,3,93000,LONG TERM INVESTS ACQUIN,V,other net assets,2,non cfr fixed assets
COUNCIL  CUMBERLAND COUNCIL,4,93000,LONG TERM INVESTS ACQUIN,J,balance sheet (exc capital),2,bal sheet (excluding capital)
COUNCIL  CUMBERLAND COUNCIL,1,93100,LONG TERM DEBTORS - ADVANCED,T,other assets,2,other assets
COUNCIL  CUMBERLAND COUNCIL,2,93100,LONG TERM DEBTORS - ADVANCED,J,other assets,70,long term debtors
COUNCIL  CUMBERLAND COUNCIL,3,93100,LONG TERM DEBTORS - ADVANCED,V,other net assets,2,non cfr fixed assets
COUNCIL  CUMBERLAND COUNCIL,4,93100,LONG TERM DEBTORS - ADVANCED,J,balance sheet (exc capital),2,bal sheet (excluding capital)
COUNCIL  CUMBERLAND COUNCIL,1,94030,STOCKS AND STORES,T,other assets,2,other assets
COUNCIL  CUMBERLAND COUNCIL,2,94030,STOCKS AND STORES,L,current assets,4,inventories
COUNCIL  CUMBERLAND COUNCIL,3,94030,STOCKS AND STORES,V,other net assets,8,non cfr net current assets
COUNCIL  CUMBERLAND COUNCIL,4,94030,STOCKS AND STORES,J,balance sheet (exc capital),2,bal sheet (excluding capital)
