Authority,Service Area,Description,Payment,Invoice Line Amount,Supplier
Bolton MBC,Children's Services,Clients - Taxi Fares,01-Mar-24,"£2,430.00",Friends Transport
Bolton MBC,Children's Services,Clients - Taxi Fares,01-Mar-24,"£3,080.00",Friends Transport
Bolton MBC,Children's Services,Clients - Taxi Fares,01-Mar-24,"£46,053.00",Hastings Cars NW Limited
Bolton MBC,Children's Services,Clients - Taxi Fares,01-Mar-24,"£2,910.00",Hastings Cars NW Limited
Bolton MBC,Children's Services,Clients - Taxi Fares,01-Mar-24,"£4,920.00",Hastings Cars NW Limited
Bolton MBC,Children's Services,Clients - Taxi Fares,01-Mar-24,"£57,458.00",Hastings Cars NW Limited
Bolton MBC,Children's Services,Clients - Taxi Fares,01-Mar-24,"£2,160.00",Headstart Minibus
Bolton MBC,Children's Services,Clients - Taxi Fares,01-Mar-24,"£2,700.00",Headstart Minibus
Bolton MBC,Children's Services,Clients - Taxi Fares,01-Mar-24,"£1,952.00",I D Travels
Bolton MBC,Children's Services,Clients - Taxi Fares,01-Mar-24,"£2,420.00",I D Travels
Bolton MBC,Children's Services,Clients - Taxi Fares,01-Mar-24,"£2,240.00",I K Travel
Bolton MBC,Children's Services,Clients - Taxi Fares,01-Mar-24,"£3,175.00",I K Travel
Bolton MBC,Children's Services,Clients - Taxi Fares,01-Mar-24,"£10,160.00",Ideal Airport Travel
Bolton MBC,Children's Services,Clients - Taxi Fares,01-Mar-24,"£13,400.00",Ideal Airport Travel
Bolton MBC,Children's Services,Clients - Taxi Fares,01-Mar-24,"£1,870.00",Iftikhar Cab
Bolton MBC,Children's Services,Clients - Taxi Fares,01-Mar-24,"£2,200.00",Iftikhar Cab
Bolton MBC,Children's Services,Clients - Taxi Fares,01-Mar-24,"£1,612.50",Jolly Travels Limited
Bolton MBC,Children's Services,Clients - Taxi Fares,01-Mar-24,"£2,150.00",Jolly Travels Limited
Bolton MBC,Children's Services,Clients - Taxi Fares,01-Mar-24,"£5,130.00",Link Cars
Bolton MBC,Children's Services,Clients - Taxi Fares,01-Mar-24,"£6,240.00",Link Cars
Bolton MBC,Children's Services,Clients - Taxi Fares,01-Mar-24,"£1,920.00",Minibuztravel.com
Bolton MBC,Children's Services,Clients - Taxi Fares,01-Mar-24,"£2,400.00",Minibuztravel.com
Bolton MBC,Children's Services,Clients - Taxi Fares,01-Mar-24,"£1,920.00",MNK
Bolton MBC,Children's Services,Clients - Taxi Fares,01-Mar-24,"£2,400.00",MNK
Bolton MBC,Children's Services,Clients - Taxi Fares,01-Mar-24,"£1,440.00",Nationwide Travel
Bolton MBC,Children's Services,Clients - Taxi Fares,01-Mar-24,"£1,800.00",Nationwide Travel
Bolton MBC,Children's Services,Clients - Taxi Fares,01-Mar-24,"£1,425.00",Nationwide Wheelchair Service
Bolton MBC,Children's Services,Clients - Taxi Fares,01-Mar-24,"£1,900.00",Nationwide Wheelchair Service
Bolton MBC,Children's Services,Clients - Taxi Fares,01-Mar-24,"£4,320.00",Premier Minibuses (NW) Ltd
Bolton MBC,Children's Services,Clients - Taxi Fares,01-Mar-24,"£5,400.00",Premier Minibuses (NW) Ltd
Bolton MBC,Children's Services,Clients - Taxi Fares,01-Mar-24,"£9,156.00",Redacted - Personal Data
Bolton MBC,Children's Services,Clients - Taxi Fares,01-Mar-24,"£11,370.00",Redacted - Personal Data
Bolton MBC,Children's Services,Clients - Taxi Fares,01-Mar-24,£676.00,Redacted - Personal Data
Bolton MBC,Children's Services,Clients - Taxi Fares,01-Mar-24,£975.00,Redacted - Personal Data
Bolton MBC,Children's Services,Clients - Taxi Fares,01-Mar-24,"£1,300.00",Redacted - Personal Data
Bolton MBC,Children's Services,Clients - Taxi Fares,01-Mar-24,£600.00,Redacted - Personal Data
Bolton MBC,Children's Services,Clients - Taxi Fares,01-Mar-24,"£1,782.50",Redacted - Personal Data
Bolton MBC,Children's Services,Clients - Taxi Fares,01-Mar-24,"£2,220.00",Redacted - Personal Data
Bolton MBC,Children's Services,Clients - Taxi Fares,01-Mar-24,"£1,680.00",Redacted - Personal Data
Bolton MBC,Children's Services,Clients - Taxi Fares,01-Mar-24,"£2,100.00",Redacted - Personal Data
Bolton MBC,Children's Services,Clients - Taxi Fares,01-Mar-24,"£3,400.00",Redacted - Personal Data
Bolton MBC,Children's Services,Clients - Taxi Fares,01-Mar-24,"£3,400.00",Redacted - Personal Data
Bolton MBC,Children's Services,Clients - Taxi Fares,01-Mar-24,"£1,120.00",Redacted - Personal Data
Bolton MBC,Children's Services,Clients - Taxi Fares,01-Mar-24,"£1,400.00",Redacted - Personal Data
Bolton MBC,Children's Services,Clients - Taxi Fares,01-Mar-24,"£3,210.00",Redacted - Personal Data
Bolton MBC,Children's Services,Clients - Taxi Fares,01-Mar-24,"£3,960.00",Redacted - Personal Data
Bolton MBC,Children's Services,Clients - Taxi Fares,01-Mar-24,£574.60,Redacted - Personal Data
Bolton MBC,Children's Services,Clients - Taxi Fares,01-Mar-24,"£1,760.00",Redacted - Personal Data
Bolton MBC,Children's Services,Clients - Taxi Fares,01-Mar-24,"£2,200.00",Redacted - Personal Data
Bolton MBC,Children's Services,Clients - Taxi Fares,01-Mar-24,"£1,050.00",Redacted - Personal Data
Bolton MBC,Children's Services,Clients - Taxi Fares,01-Mar-24,"£1,400.00",Redacted - Personal Data
Bolton MBC,Children's Services,Clients - Taxi Fares,01-Mar-24,£518.00,Redacted - Personal Data
Bolton MBC,Children's Services,Clients - Taxi Fares,01-Mar-24,"£1,920.00",Redacted - Personal Data
Bolton MBC,Children's Services,Clients - Taxi Fares,01-Mar-24,"£2,400.00",Redacted - Personal Data
Bolton MBC,Children's Services,Clients - Taxi Fares,01-Mar-24,"£1,920.00",RTS Travel Bolton
Bolton MBC,Children's Services,Clients - Taxi Fares,01-Mar-24,"£2,400.00",RTS Travel Bolton
Bolton MBC,Children's Services,Clients - Taxi Fares,01-Mar-24,"£4,340.00",S & D Taxis
Bolton MBC,Children's Services,Clients - Taxi Fares,01-Mar-24,"£5,210.00",S & D Taxis
Bolton MBC,Children's Services,Clients - Taxi Fares,01-Mar-24,"£8,057.00",S A People Carrier Services
Bolton MBC,Children's Services,Clients - Taxi Fares,01-Mar-24,"£9,907.00",S A People Carrier Services
Bolton MBC,Children's Services,Clients - Taxi Fares,01-Mar-24,"£7,120.00",SMA Cars
Bolton MBC,Children's Services,Clients - Taxi Fares,01-Mar-24,"£8,900.00",SMA Cars
Bolton MBC,Children's Services,Clients - Taxi Fares,01-Mar-24,"£9,015.00",Smart Ride Private Hire Limited
Bolton MBC,Children's Services,Clients - Taxi Fares,01-Mar-24,"£11,885.00",Smart Ride Private Hire Limited
Bolton MBC,Children's Services,Clients - Taxi Fares,01-Mar-24,"£11,068.00",Street Cars
Bolton MBC,Children's Services,Clients - Taxi Fares,01-Mar-24,"£14,185.00",Street Cars
Bolton MBC,Children's Services,Clients - Taxi Fares,01-Mar-24,"£6,320.00",Supreme Minibuses Limited
Bolton MBC,Children's Services,Clients - Taxi Fares,01-Mar-24,"£8,275.00",Supreme Minibuses Limited
Bolton MBC,Children's Services,Clients - Taxi Fares,01-Mar-24,"£5,600.00",Travel Assist Services
Bolton MBC,Children's Services,Clients - Taxi Fares,01-Mar-24,"£6,450.00",Travel Assist Services
Bolton MBC,Children's Services,Clients - Taxi Fares,01-Mar-24,"£2,080.00",Travelwise Holidays Limited
Bolton MBC,Children's Services,Clients - Taxi Fares,01-Mar-24,"£2,600.00",Travelwise Holidays Limited
Bolton MBC,Children's Services,Clients - Taxi Fares,01-Mar-24,"£3,624.00",Triple Zero Private Hire#Triple Zero Taxis Limited
Bolton MBC,Children's Services,Clients - Taxi Fares,01-Mar-24,"£4,520.00",Triple Zero Private Hire#Triple Zero Taxis Limited
Bolton MBC,Children's Services,Clients - Taxi Fares,01-Mar-24,"£2,640.00",Valley Luxury Minibuses#Limited
Bolton MBC,Children's Services,Clients - Taxi Fares,01-Mar-24,"£2,160.00",Valley Luxury Minibuses#Limited
Bolton MBC,Children's Services,Clients - Taxi Fares,01-Mar-24,"£2,700.00",Valley Luxury Minibuses#Limited
Bolton MBC,Children's Services,Clients - Taxi Fares,01-Mar-24,"£5,440.00",Valley Luxury Minibuses#Limited
Bolton MBC,Children's Services,Clients - Taxi Fares,01-Mar-24,"£2,160.00",Willows Minibus
Bolton MBC,Children's Services,Clients - Taxi Fares,01-Mar-24,"£2,700.00",Willows Minibus
Bolton MBC,Children's Services,Clients - Taxi Fares,01-Mar-24,"£3,920.00",Y & S Private Hire
Bolton MBC,Children's Services,Clients - Taxi Fares,01-Mar-24,"£4,900.00",Y & S Private Hire
Bolton MBC,Adult Services,Clients Aids & Adaptations,01-Mar-24,£900.00,Aidapt Bathrooms Ltd
Bolton MBC,Adult Services,Clients Aids & Adaptations,21-Mar-24,£945.00,Aidapt Bathrooms Ltd
Bolton MBC,Adult Services,Clients Aids & Adaptations,25-Mar-24,£540.00,Aidapt Bathrooms Ltd
Bolton MBC,Adult Services,Clients Aids & Adaptations,01-Mar-24,"£3,980.70",Bennett Workplace Solutions Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,07-Mar-24,£566.00,Bennett Workplace Solutions Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,04-Mar-24,£944.35,BES Healthcare Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,04-Mar-24,"£1,950.00",Buddi Ltd
Bolton MBC,Adult Services,Clients Aids & Adaptations,12-Mar-24,"£3,350.00",Buddi Ltd
Bolton MBC,Adult Services,Clients Aids & Adaptations,15-Mar-24,"£1,630.00",Care and Independence Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,01-Mar-24,"£3,800.00",Careium UK Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,01-Mar-24,"£5,999.70",Careium UK Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,01-Mar-24,"£5,460.00",Careium UK Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,07-Mar-24,£671.80,Cefndy Healthcare#Cefndy Enterprises
Bolton MBC,Adult Services,Clients Aids & Adaptations,07-Mar-24,£641.20,Cefndy Healthcare#Cefndy Enterprises
Bolton MBC,Adult Services,Clients Aids & Adaptations,14-Mar-24,£613.80,Cefndy Healthcare#Cefndy Enterprises
Bolton MBC,Adult Services,Clients Aids & Adaptations,14-Mar-24,£565.68,Cefndy Healthcare#Cefndy Enterprises
Bolton MBC,Adult Services,Clients Aids & Adaptations,01-Mar-24,"£1,895.00",Chubb Fire & Security Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,04-Mar-24,"£2,036.00",Creative Care (Todmorden) Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,07-Mar-24,"£6,936.90",Creative Care (Todmorden) Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,07-Mar-24,"£5,896.65",Creative Care (Todmorden) Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,13-Mar-24,£800.00,Disabled Living (Training Exhibitions) Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,13-Mar-24,"£1,476.00",Drive Devilbiss Healthcare Limited#NOT SIDHIL
Bolton MBC,Adult Services,Clients Aids & Adaptations,13-Mar-24,£699.23,Drive DeVilbiss Sidhil Limited#NOT HEALTHCARE
Bolton MBC,Adult Services,Clients Aids & Adaptations,01-Mar-24,"£1,635.06",Easylink UK#Medpage Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,15-Mar-24,"£1,218.56",Easylink UK#Medpage Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,15-Mar-24,£579.70,Easylink UK#Medpage Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,15-Mar-24,£878.90,Easylink UK#Medpage Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,19-Mar-24,"£4,106.40",Frontier Therapeutics
Bolton MBC,Adult Services,Clients Aids & Adaptations,07-Mar-24,£934.00,G & S Smirthwaite Limited#Smirthwaite Ltd
Bolton MBC,Adult Services,Clients Aids & Adaptations,08-Mar-24,"£1,244.00",G & S Smirthwaite Limited#Smirthwaite Ltd
Bolton MBC,Adult Services,Clients Aids & Adaptations,01-Mar-24,"£1,747.50",Harvest Healthcare Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,01-Mar-24,"£1,879.08",Harvest Healthcare Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,01-Mar-24,£596.52,Harvest Healthcare Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,01-Mar-24,"£2,099.80",Harvest Healthcare Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,11-Mar-24,"£3,553.95",Harvest Healthcare Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,14-Mar-24,"£1,747.50",Harvest Healthcare Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,26-Mar-24,"£2,262.60",Harvest Healthcare Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,01-Mar-24,£854.00,Helping Hand Company (Ledbury) Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,01-Mar-24,£783.00,Helping Hand Company (Ledbury) Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,01-Mar-24,£646.00,Helping Hand Company (Ledbury) Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,18-Mar-24,"£2,385.00",Independence Mobility Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,01-Mar-24,"£1,090.32",Integrity Mobility Solutions Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,15-Mar-24,"£1,185.80",Integrity Mobility Solutions Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,15-Mar-24,£560.00,Integrity Mobility Solutions Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,21-Mar-24,"£3,640.00",James Leckey Design Limited#Vida Global
Bolton MBC,Adult Services,Clients Aids & Adaptations,01-Mar-24,"£4,282.00",Jenx Limited#Jiraffe
Bolton MBC,Adult Services,Clients Aids & Adaptations,01-Mar-24,"£2,046.00",Medstrom Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,01-Mar-24,£630.05,Medstrom Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,01-Mar-24,"£1,914.00",Medstrom Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,01-Mar-24,£535.05,Medstrom Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,01-Mar-24,£605.10,Newlyn Healthcare Specialist Equipment Ltd
Bolton MBC,Adult Services,Clients Aids & Adaptations,01-Mar-24,"£2,958.00",Newlyn Healthcare Specialist Equipment Ltd
Bolton MBC,Adult Services,Clients Aids & Adaptations,01-Mar-24,"£4,583.00",Newlyn Healthcare Specialist Equipment Ltd
Bolton MBC,Adult Services,Clients Aids & Adaptations,01-Mar-24,£650.00,Newlyn Healthcare Specialist Equipment Ltd
Bolton MBC,Adult Services,Clients Aids & Adaptations,01-Mar-24,£750.00,Pivotell Ltd
Bolton MBC,Adult Services,Clients Aids & Adaptations,01-Mar-24,"£3,523.17",Prism Medical UK
Bolton MBC,Adult Services,Clients Aids & Adaptations,01-Mar-24,"£5,254.99",Prism Medical UK
Bolton MBC,Adult Services,Clients Aids & Adaptations,01-Mar-24,"£1,535.66",Prism Medical UK
Bolton MBC,Adult Services,Clients Aids & Adaptations,01-Mar-24,£606.06,Prism Medical UK
Bolton MBC,Adult Services,Clients Aids & Adaptations,05-Mar-24,£528.62,Prism Medical UK
Bolton MBC,Adult Services,Clients Aids & Adaptations,12-Mar-24,"£1,043.48",Prism Medical UK
Bolton MBC,Adult Services,Clients Aids & Adaptations,13-Mar-24,£766.35,Prism Medical UK
Bolton MBC,Adult Services,Clients Aids & Adaptations,18-Mar-24,"£1,198.51",Prism Medical UK
Bolton MBC,Adult Services,Clients Aids & Adaptations,21-Mar-24,"£1,126.43",Prism Medical UK
Bolton MBC,Adult Services,Clients Aids & Adaptations,20-Mar-24,£600.00,Select Medical Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,08-Mar-24,"£3,673.33",Simply Moving & Sleeping Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,11-Mar-24,"£2,446.99",Simply Moving & Sleeping Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,01-Mar-24,"£3,760.00",Smitcare Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,01-Mar-24,"£2,068.00",Sumed International (UK) Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,25-Mar-24,"£1,485.00",Sumed International (UK) Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,21-Mar-24,"£1,450.00",The Care Team Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,20-Mar-24,"£1,500.00",Trulife Limited
Bolton MBC,Public Health ,Clients Medical Fees,01-Mar-24,"£14,161.56",ABL Health Limited
Bolton MBC,Public Health ,Clients Medical Fees,01-Mar-24,"£104,429.95",ABL Health Limited
Bolton MBC,Public Health ,Clients Medical Fees,01-Mar-24,"£31,065.16",ABL Health Limited
Bolton MBC,Public Health ,Clients Medical Fees,08-Mar-24,"£3,067,556.00",Salford City Council
Bolton MBC,Public Health ,Clients Medical Requisites,01-Mar-24,"£5,760.00",Greater Manchester Mental Health NHS Foundation Trust
Bolton MBC,Public Health ,Clients Medical Requisites,14-Mar-24,"£6,336.00",Greater Manchester Mental Health NHS Foundation Trust
Bolton MBC,Public Health ,Clients Medical Requisites,11-Mar-24,"£3,520.00",Greater Manchester Mental Health NHS Foundation Trust
Bolton MBC,Public Health ,Clients Medical Requisites,01-Mar-24,"£8,960.00",Greater Manchester Mental Health NHS Foundation Trust
Bolton MBC,Public Health ,Clients Medical Requisites,13-Mar-24,"£11,200.00",Greater Manchester Mental Health NHS Foundation Trust
Bolton MBC,Public Health ,Clients Medical Requisites,01-Mar-24,"£5,565.00",Turning Point (Services) Limited#Turning Point
Bolton MBC,Public Health ,Clients Medical Requisites,05-Mar-24,"£1,590.00",Turning Point (Services) Limited#Turning Point
Bolton MBC,Public Health ,Clients Medical Requisites,14-Mar-24,"£1,855.00",Turning Point (Services) Limited#Turning Point
Bolton MBC,Public Health ,Clients Medical Requisites,14-Mar-24,"£1,855.00",Turning Point (Services) Limited#Turning Point
Bolton MBC,Public Health ,Clients Medical Requisites,21-Mar-24,"£1,855.00",Turning Point (Services) Limited#Turning Point
Bolton MBC,Housing GRF,Clients Temporary Accommodation,01-Mar-24,"£3,642.45",Click Travel Limited
Bolton MBC,Housing GRF,Clients Temporary Accommodation,01-Mar-24,"£7,490.09",Click Travel Limited
Bolton MBC,Housing GRF,Clients Temporary Accommodation,06-Mar-24,"£11,311.44",Click Travel Limited
Bolton MBC,Housing GRF,Clients Temporary Accommodation,13-Mar-24,"£2,679.07",Click Travel Limited
Bolton MBC,Housing GRF,Clients Temporary Accommodation,13-Mar-24,£776.33,Click Travel Limited
Bolton MBC,Housing GRF,Clients Temporary Accommodation,13-Mar-24,"£10,800.02",Click Travel Limited
Bolton MBC,Housing GRF,Clients Temporary Accommodation,20-Mar-24,£625.76,Click Travel Limited
Bolton MBC,Housing GRF,Clients Temporary Accommodation,20-Mar-24,"£8,072.51",Click Travel Limited
Bolton MBC,Housing GRF,Clients Temporary Accommodation,01-Mar-24,"£19,530.00",Divrse 1 Limited
Bolton MBC,Housing GRF,Clients Temporary Accommodation,01-Mar-24,"£11,935.00",Glendale Guest House
Bolton MBC,Housing GRF,Clients Temporary Accommodation,01-Mar-24,"£10,726.00",Grosvenor Guest House
Bolton MBC,Housing GRF,Clients Temporary Accommodation,19-Mar-24,"£4,200.00",LADWA Inc Ltd (Highgrove Guest House Ltd)
Bolton MBC,Housing GRF,Clients Temporary Accommodation,19-Mar-24,"£1,085.00",LADWA Inc Ltd (Highgrove Guest House Ltd)
