Authority,Service Area,Description,Supplier,Payment,Amount
Bolton MBC,Environmental Services,Inventory AP Accrual,Evolve Corporate Ltd T/A PK Safety,31-Jul-23,"£1,116.00"
Bolton MBC,Environmental Services,Inventory AP Accrual,Evolve Corporate Ltd T/A PK Safety,31-Jul-23,"£1,116.00"
Bolton MBC,Environmental Services,Operational Equipment Maint,F R Sharrock Ltd#Sharrocks,01-Jul-23,£538.23
Bolton MBC,Environmental Services,Operational Equipment Maint,F R Sharrock Ltd#Sharrocks,01-Jul-23,£538.23
Bolton MBC,Environmental Services,Vehicle Servicing,Faun Zoeller (UK) Limited,01-Jul-23,"£4,336.41"
Bolton MBC,Environmental Services,Vehicle Servicing,Faun Zoeller (UK) Limited,01-Jul-23,"£1,057.89"
Bolton MBC,Environmental Services,Vehicle Servicing,Faun Zoeller (UK) Limited,10-Jul-23,£961.92
Bolton MBC,Environmental Services,Vehicle Servicing,Faun Zoeller (UK) Limited,19-Jul-23,"£1,030.32"
Bolton MBC,Environmental Services,Vehicle Servicing,Faun Zoeller (UK) Limited,07-Jul-23,"£1,081.89"
Bolton MBC,Environmental Services,Vehicle Servicing,Faun Zoeller (UK) Limited,07-Jul-23,"£4,995.26"
Bolton MBC,Environmental Services,Other Agency/Contracted Services,Freight Transport Assoc Ltd#Logistics UK,01-Jul-23,"£2,381.00"
Bolton MBC,Environmental Services,Other Agency/Contracted Services,G2 Recruitment Solutions,06-Jul-23,"£1,390.50"
Bolton MBC,Environmental Services,Other Agency/Contracted Services,G2 Recruitment Solutions,12-Jul-23,"£1,998.00"
Bolton MBC,Environmental Services,Other Agency/Contracted Services,G2 Recruitment Solutions,19-Jul-23,"£2,052.00"
Bolton MBC,Environmental Services,Other Agency/Contracted Services,G2 Recruitment Solutions,26-Jul-23,"£1,998.00"
Bolton MBC,Environmental Services,Garden Maintenance,GEM Arboricultural Services,14-Jul-23,"£1,000.00"
Bolton MBC,Environmental Services,Street Cleansing,Glasdon UK Ltd,14-Jul-23,£592.30
Bolton MBC,Environmental Services,Health and Safety,GMS Services Limited,13-Jul-23,£612.00
Bolton MBC,Environmental Services,Vehicle Servicing,Greenchem Solutions Ltd,01-Jul-23,£695.60
Bolton MBC,Environmental Services,Contracted Services,Greenwood Tree Services Limited,01-Jul-23,"£1,600.00"
Bolton MBC,Environmental Services,Garden Maintenance,Greenwood Tree Services Limited,01-Jul-23,£750.00
Bolton MBC,Environmental Services,Garden Maintenance,Greenwood Tree Services Limited,03-Jul-23,"£1,125.00"
Bolton MBC,Environmental Services,Garden Maintenance,Greenwood Tree Services Limited,04-Jul-23,"£1,075.00"
Bolton MBC,Environmental Services,Garden Maintenance,Greenwood Tree Services Limited,12-Jul-23,"£1,600.00"
Bolton MBC,Environmental Services,Garden Maintenance,Greenwood Tree Services Limited,13-Jul-23,£900.00
Bolton MBC,Environmental Services,Garden Maintenance,Greenwood Tree Services Limited,17-Jul-23,"£1,600.00"
Bolton MBC,Environmental Services,Garden Maintenance,Greenwood Tree Services Limited,17-Jul-23,"£2,250.00"
Bolton MBC,Environmental Services,Garden Maintenance,Greenwood Tree Services Limited,17-Jul-23,£750.00
Bolton MBC,Environmental Services,Work in Progress Additions,Groundwork & Leisure Services Limited,01-Jul-23,"£33,645.50"
Bolton MBC,Environmental Services,Plant Hire,H & C (Plant Hire) Limited,01-Jul-23,£755.50
Bolton MBC,Environmental Services,Plant Hire,H & C (Plant Hire) Limited,01-Jul-23,£513.50
Bolton MBC,Environmental Services,Plant Hire,H & C (Plant Hire) Limited,01-Jul-23,"£1,012.25"
Bolton MBC,Environmental Services,Plant Hire,H & C (Plant Hire) Limited,01-Jul-23,"£4,808.75"
Bolton MBC,Environmental Services,Plant Hire,H & C (Plant Hire) Limited,01-Jul-23,£528.00
Bolton MBC,Environmental Services,Plant Hire,H & C (Plant Hire) Limited,01-Jul-23,£660.00
Bolton MBC,Environmental Services,Plant Hire,H & C (Plant Hire) Limited,01-Jul-23,£770.00
Bolton MBC,Environmental Services,Plant Hire,H & C (Plant Hire) Limited,01-Jul-23,£513.50
Bolton MBC,Environmental Services,Plant Hire,H & C (Plant Hire) Limited,01-Jul-23,£513.50
Bolton MBC,Environmental Services,Plant Hire,H & C (Plant Hire) Limited,01-Jul-23,£885.00
Bolton MBC,Environmental Services,Plant Hire,H & C (Plant Hire) Limited,01-Jul-23,"£3,717.00"
Bolton MBC,Environmental Services,Plant Hire,H & C (Plant Hire) Limited,01-Jul-23,£513.50
Bolton MBC,Environmental Services,Plant Hire,H & C (Plant Hire) Limited,01-Jul-23,£663.75
Bolton MBC,Environmental Services,Plant Hire,H & C (Plant Hire) Limited,01-Jul-23,£649.00
Bolton MBC,Environmental Services,Plant Hire,H & C (Plant Hire) Limited,01-Jul-23,£528.00
Bolton MBC,Environmental Services,Plant Hire,H & C (Plant Hire) Limited,01-Jul-23,"£1,091.50"
Bolton MBC,Environmental Services,Plant Hire,H & C (Plant Hire) Limited,01-Jul-23,"£1,062.00"
Bolton MBC,Environmental Services,Plant Hire,H & C (Plant Hire) Limited,01-Jul-23,£528.00
Bolton MBC,Environmental Services,Plant Hire,H & C (Plant Hire) Limited,01-Jul-23,£770.00
Bolton MBC,Environmental Services,Electricity - General,Haven Power Limited,06-Jul-23,"£118,834.07"
Bolton MBC,Environmental Services,Electricity - General,Haven Power Limited,06-Jul-23,"£100,112.03"
Bolton MBC,Environmental Services,Electricity - General,Haven Power Limited,05-Jul-23,"£1,099.70"
Bolton MBC,Environmental Services,Electricity - General,Haven Power Limited,06-Jul-23,"£2,435.32"
Bolton MBC,Environmental Services,Electricity - General,Haven Power Limited,06-Jul-23,"£5,670.31"
Bolton MBC,Environmental Services,Electricity - General,Haven Power Limited,05-Jul-23,£830.87
Bolton MBC,Environmental Services,Inv Invoice Price Variance,HVW Limited,18-Jul-23,£673.50
Bolton MBC,Environmental Services,Inventory AP Accrual,HVW Limited,13-Jul-23,£665.60
Bolton MBC,Environmental Services,Inventory AP Accrual,HVW Limited,18-Jul-23,£673.50
Bolton MBC,Environmental Services,General Subscriptions,Institute of Licensing Ltd,07-Jul-23,£615.00
Bolton MBC,Environmental Services,Operational Equipment Purchase,IPL Plastics (UK) Limited,01-Jul-23,"£12,177.00"
Bolton MBC,Environmental Services,Operational Equipment Purchase,IPL Plastics (UK) Limited,01-Jul-23,"£12,177.00"
Bolton MBC,Environmental Services,Operational Equipment Purchase,J C Davies Plant Hire,01-Jul-23,"£5,114.75"
Bolton MBC,Environmental Services,Operational Equipment Purchase,J C Davies Plant Hire,01-Jul-23,"£1,286.00"
Bolton MBC,Environmental Services,General Materials,J Dickinson & Sons (Horwich) Limited,07-Jul-23,£509.80
Bolton MBC,Environmental Services,Engineering Work,J Hopkins (Contractors) Ltd,01-Jul-23,£597.18
Bolton MBC,Environmental Services,Engineering Work,J Hopkins (Contractors) Ltd,01-Jul-23,"£21,230.00"
Bolton MBC,Environmental Services,Engineering Work,J Hopkins (Contractors) Ltd,01-Jul-23,"£19,050.00"
Bolton MBC,Environmental Services,Engineering Work,J Hopkins (Contractors) Ltd,01-Jul-23,"£6,436.00"
Bolton MBC,Environmental Services,Street Cleansing,James O Garnett Limited,17-Jul-23,"£1,000.00"
Bolton MBC,Environmental Services,Computer Software Licences,Kainos Software Limited,03-Jul-23,"£3,750.00"
Bolton MBC,Environmental Services,Legal Fees,Kings Chambers,18-Jul-23,"£2,700.00"
Bolton MBC,Environmental Services,Vehicles Plant Equip and Machinery,Kinto UK Limited,05-Jul-23,"£3,730.62"
Bolton MBC,Environmental Services,Operational Equipment Purchase,Kompan Ltd,28-Jul-23,"£3,427.60"
Bolton MBC,Environmental Services,Vehicle Servicing,Lancashire Daf,01-Jul-23,£646.17
Bolton MBC,Environmental Services,Transport Hire,Leeds Commercial Limited,01-Jul-23,"£3,080.00"
Bolton MBC,Environmental Services,Transport Hire,Leeds Commercial Limited,01-Jul-23,"£1,210.00"
Bolton MBC,Environmental Services,Transport Hire,Leeds Commercial Limited,01-Jul-23,"£1,232.00"
Bolton MBC,Environmental Services,Contracted Services,Lift Safe Limited,10-Jul-23,"£1,609.73"
Bolton MBC,Environmental Services,Operational Equipment Rental,Lodge Tyre Co Limited,01-Jul-23,"£1,063.50"
Bolton MBC,Environmental Services,Tyres,Lodge Tyre Co Limited,11-Jul-23,"£1,083.00"
Bolton MBC,Environmental Services,Transport Hire,London Hire Limited,01-Jul-23,"£1,323.14"
Bolton MBC,Environmental Services,Transport Hire,London Hire Limited,01-Jul-23,"£1,323.14"
Bolton MBC,Environmental Services,Transport Hire,London Hire Limited,01-Jul-23,"£1,323.14"
Bolton MBC,Environmental Services,Transport Hire,London Hire Limited,11-Jul-23,"£1,323.14"
Bolton MBC,Environmental Services,Transport Hire,London Hire Limited,01-Jul-23,"£1,323.14"
Bolton MBC,Environmental Services,Work in Progress Additions,Lost Art Ltd,07-Jul-23,"£4,999.00"
Bolton MBC,Environmental Services,Work in Progress Additions,Lost Art Ltd,14-Jul-23,"£4,999.00"
Bolton MBC,Environmental Services,Vehicle Servicing,LPW (Europe) Ltd,01-Jul-23,£564.00
Bolton MBC,Environmental Services,General Materials,Lucy Zodion Limited,26-Jul-23,"£2,785.30"
Bolton MBC,Environmental Services,Inventory AP Accrual,Lucy Zodion Limited,12-Jul-23,"£6,950.00"
Bolton MBC,Environmental Services,Livestock,Manchester Dogs Home,01-Jul-23,£641.63
Bolton MBC,Environmental Services,Other Fees,Marston Holdings Limited#Marston Recovery,01-Jul-23,"£6,533.14"
Bolton MBC,Environmental Services,Engineering Work,Martins Countryside Contracting Ltd,19-Jul-23,"£3,233.36"
Bolton MBC,Environmental Services,Engineering Work,Martins Countryside Contracting Ltd,13-Jul-23,"£3,056.96"
Bolton MBC,Environmental Services,Transport Hire,Melling Commercial Ltd T/A Westwood Motor Group,01-Jul-23,£648.00
Bolton MBC,Environmental Services,Transport Hire,Melling Commercial Ltd T/A Westwood Motor Group,04-Jul-23,£749.00
Bolton MBC,Environmental Services,Transport Hire,Melling Commercial Ltd T/A Westwood Motor Group,09-Jul-23,£599.00
Bolton MBC,Environmental Services,Transport Hire,Melling Commercial Ltd T/A Westwood Motor Group,19-Jul-23,£849.00
Bolton MBC,Environmental Services,Transport Hire,Melling Commercial Ltd T/A Westwood Motor Group,26-Jul-23,£849.00
Bolton MBC,Environmental Services,Transport Hire,Melling Commercial Ltd T/A Westwood Motor Group,19-Jul-23,£849.00
Bolton MBC,Environmental Services,Transport Hire,Melling Commercial Ltd T/A Westwood Motor Group,20-Jul-23,£809.00
Bolton MBC,Environmental Services,Transport Hire,Melling Commercial Ltd T/A Westwood Motor Group,19-Jul-23,£849.00
Bolton MBC,Environmental Services,Transport Hire,Melling Commercial Ltd T/A Westwood Motor Group,19-Jul-23,£849.00
Bolton MBC,Environmental Services,Transport Hire,Melling Commercial Ltd T/A Westwood Motor Group,19-Jul-23,£899.00
Bolton MBC,Environmental Services,Uninsured Losses - Vehicles,Melling Commercial Ltd T/A Westwood Motor Group,01-Jul-23,"£1,047.32"
Bolton MBC,Environmental Services,Operational Equipment Maint,MRB Workshop Services Limited,03-Jul-23,"£1,746.00"
Bolton MBC,Environmental Services,Staff Conference Expenses,NABMA Limited,14-Jul-23,"£1,000.00"
Bolton MBC,Environmental Services,Marketing,NB Colour Print Limited,01-Jul-23,£751.00
Bolton MBC,Environmental Services,Legal Fees,Nine St John Street,10-Jul-23,"£1,750.00"
Bolton MBC,Environmental Services,Legal Fees,Nine St John Street,01-Jul-23,"£1,000.00"
Bolton MBC,Environmental Services,Vehicle Servicing,Northern Municipal Spares Ltd,17-Jul-23,£579.00
Bolton MBC,Environmental Services,Transport Hire,Northgate Vehicle Hire Ltd,14-Jul-23,"£3,244.92"
Bolton MBC,Environmental Services,Contract Unit-Non-LEA,NSL Limited#NSL Services Group,01-Jul-23,£813.60
Bolton MBC,Environmental Services,Contract Unit-Non-LEA,NSL Limited#NSL Services Group,01-Jul-23,"£6,247.61"
Bolton MBC,Environmental Services,Contract Unit-Non-LEA,NSL Limited#NSL Services Group,01-Jul-23,"£49,793.10"
Bolton MBC,Environmental Services,Operational Equipment Maint,Pakawaste Engineering Services Ltd,01-Jul-23,"£1,075.77"
Bolton MBC,Environmental Services,Computer Software Licences,Parentpay Limited,05-Jul-23,"£2,706.00"
Bolton MBC,Environmental Services,Computer Software Licences,Parentpay Limited,14-Jul-23,"£3,360.00"
Bolton MBC,Environmental Services,Vehicle Servicing,Passenger Lift Solutions Limited,01-Jul-23,£972.96
Bolton MBC,Environmental Services,General Materials,Peak Fabrications (Bolton) Limited,01-Jul-23,"£1,150.00"
Bolton MBC,Environmental Services,Operational Equipment Maint,Peak Fabrications (Bolton) Limited,01-Jul-23,£540.00
Bolton MBC,Environmental Services,Uniforms,Pennine Medical Supplies Limited T/A Pennine Workwear Limited,12-Jul-23,"£1,400.00"
Bolton MBC,Environmental Services,Contracted Services,Peter Douglass Platforms,20-Jul-23,"£1,387.00"
Bolton MBC,Environmental Services,Transport Hire,Peter Douglass Platforms,01-Jul-23,£518.00
Bolton MBC,Environmental Services,Transport Hire,Peter Douglass Platforms,02-Jul-23,"£2,146.00"
Bolton MBC,Environmental Services,Hygiene Requisite,PHS Group PLC,01-Jul-23,"£1,223.03"
Bolton MBC,Environmental Services,Health and Safety,Premier Pest Services,03-Jul-23,£590.00
Bolton MBC,Environmental Services,Agency Staff - Other,Proactive Personnel Limited,01-Jul-23,£737.50
Bolton MBC,Environmental Services,Agency Staff - Other,Proactive Personnel Limited,01-Jul-23,"£1,073.00"
Bolton MBC,Environmental Services,Agency Staff - Other,Proactive Personnel Limited,01-Jul-23,"£1,073.00"
Bolton MBC,Environmental Services,Agency Staff - Other,Proactive Personnel Limited,19-Jul-23,"£1,073.00"
Bolton MBC,Environmental Services,Agency Staff - Other,Proactive Personnel Limited,01-Jul-23,£738.15
Bolton MBC,Environmental Services,Agency Staff - Other,Proactive Personnel Limited,01-Jul-23,£738.15
Bolton MBC,Environmental Services,Agency Staff - Other,Proactive Personnel Limited,01-Jul-23,"£1,073.00"
Bolton MBC,Environmental Services,Agency Staff - Other,Proactive Personnel Limited,12-Jul-23,£588.53
Bolton MBC,Environmental Services,Agency Staff - Other,Proactive Personnel Limited,19-Jul-23,£966.15
Bolton MBC,Environmental Services,Agency Staff - Other,Proactive Personnel Limited,12-Jul-23,£734.11
Bolton MBC,Environmental Services,Agency Staff - Other,Proactive Personnel Limited,12-Jul-23,"£1,125.61"
Bolton MBC,Environmental Services,Agency Staff - Other,Proactive Personnel Limited,19-Jul-23,£738.15
Bolton MBC,Environmental Services,Agency Staff - Other,Proactive Personnel Limited,19-Jul-23,"£1,145.50"
Bolton MBC,Environmental Services,Agency Staff - Other,Proactive Personnel Limited,19-Jul-23,£855.50
Bolton MBC,Environmental Services,Consultancy Fees,Project Centre,07-Jul-23,"£3,725.00"
Bolton MBC,Environmental Services,Consultancy Fees,Project Centre,07-Jul-23,"£6,560.00"
Bolton MBC,Environmental Services,General Materials,Red Stag Materials Limited,01-Jul-23,"£2,700.00"
Bolton MBC,Environmental Services,General Materials,Red Stag Materials Limited,01-Jul-23,"£2,700.00"
Bolton MBC,Environmental Services,Medical Referees Fees,Redacted - Personal Data,05-Jul-23,"£1,360.00"
Bolton MBC,Environmental Services,Health and Safety,Redacted - Personal Data,01-Jul-23,£819.99
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,28-Jul-23,£652.66
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,28-Jul-23,£562.75
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,28-Jul-23,£562.82
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,28-Jul-23,£859.78
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,28-Jul-23,£696.72
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,28-Jul-23,£696.72
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,28-Jul-23,£859.78
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,28-Jul-23,£562.75
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,28-Jul-23,£562.75
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,28-Jul-23,£562.75
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,28-Jul-23,£944.84
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,28-Jul-23,£562.75
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,28-Jul-23,£562.75
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,28-Jul-23,£956.08
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,28-Jul-23,£562.75
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,28-Jul-23,£562.75
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,28-Jul-23,£562.75
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,28-Jul-23,£562.82
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,28-Jul-23,£684.17
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,28-Jul-23,£684.17
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,28-Jul-23,£607.06
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,28-Jul-23,£696.72
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,28-Jul-23,£684.17
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,28-Jul-23,£562.75
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,28-Jul-23,£562.75
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,28-Jul-23,£562.75
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,28-Jul-23,£606.03
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,28-Jul-23,£696.64
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,28-Jul-23,£696.72
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,28-Jul-23,£696.72
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,28-Jul-23,£671.63
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,28-Jul-23,£562.82
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,28-Jul-23,£696.72
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,28-Jul-23,£555.66
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,28-Jul-23,£562.82
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,28-Jul-23,£696.72
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,21-Jul-23,£562.75
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,21-Jul-23,£569.58
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,21-Jul-23,£562.82
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,21-Jul-23,£562.82
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,21-Jul-23,£720.18
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,21-Jul-23,£562.75
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,21-Jul-23,£589.72
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,21-Jul-23,£562.75
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,21-Jul-23,£562.75
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,21-Jul-23,£562.75
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,21-Jul-23,£562.75
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,21-Jul-23,£576.25
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,21-Jul-23,£562.75
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,21-Jul-23,£562.75
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,21-Jul-23,£562.75
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,21-Jul-23,£562.75
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,21-Jul-23,£569.51
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,21-Jul-23,£562.75
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,21-Jul-23,£562.75
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,21-Jul-23,£562.75
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,21-Jul-23,£562.75
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,21-Jul-23,£562.75
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,21-Jul-23,£562.82
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,21-Jul-23,£562.82
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,21-Jul-23,£562.82
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,21-Jul-23,£696.72
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,21-Jul-23,£696.72
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,21-Jul-23,£696.72
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,21-Jul-23,£555.66
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,21-Jul-23,£562.75
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,21-Jul-23,£562.75
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,21-Jul-23,£562.75
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,21-Jul-23,£562.75
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,21-Jul-23,£562.82
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,21-Jul-23,£696.72
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,21-Jul-23,£555.66
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,21-Jul-23,£696.72
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,21-Jul-23,£884.85
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,01-Jul-23,£562.75
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,01-Jul-23,£562.75
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,01-Jul-23,£696.72
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,01-Jul-23,£696.72
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,01-Jul-23,£670.98
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,01-Jul-23,£555.66
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,01-Jul-23,£555.66
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,01-Jul-23,£709.25
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,01-Jul-23,£684.17
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,01-Jul-23,£564.22
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,01-Jul-23,£518.04
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,01-Jul-23,£555.66
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,01-Jul-23,£671.63
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,01-Jul-23,£555.66
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,01-Jul-23,£816.00
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,01-Jul-23,£709.25
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,01-Jul-23,£696.72
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,01-Jul-23,£696.72
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,01-Jul-23,£652.66
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,01-Jul-23,£652.66
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,01-Jul-23,£696.72
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,01-Jul-23,£696.72
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,01-Jul-23,£696.72
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,01-Jul-23,£696.64
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,01-Jul-23,£562.75
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,01-Jul-23,£562.82
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,01-Jul-23,£562.75
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,01-Jul-23,£562.75
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,01-Jul-23,£562.75
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,01-Jul-23,£562.75
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,01-Jul-23,£562.75
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,01-Jul-23,£562.75
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,01-Jul-23,£562.75
