Invoice Date,Transaction Number,Invoice Number,Amount,Supplier Name(T),Supplier Name,VAT Registration Number,Expense Area(T),Expense Code,Expense Code(T)
01/05/2023,60077395,Redacted Personal Data,1887,Super Scientists Ltd,RC301671,436 1387 92,SEN Funding EOTAS & Tuition,R4400,Professional Fees
01/05/2023,60077366,9067387522,1899.93,Royal Mail Group Ltd,RC500772,243 1700 02,Elections - Local,R4503,Postage
01/05/2023,60077642,INV-1328,1900,Corby Star Cars Ltd,RC501949,307243038,SEN Transport,R3207,Transport Contract
01/05/2023,60077646,INV-1333,1928.7,Corby Star Cars Ltd,RC501949,307243038,SEN Transport,R3207,Transport Contract
01/05/2023,60077303,482,1960,Ace Cabs Stamford Ltd,RC500124,184 8594 53,Home to School Transport,R3207,Transport Contract
01/05/2023,60077272,Redacted Personal Data,1978.67,ICall Care,RC302020,,ASC S&R Homecare PD,R5029,TPP - Home Care
01/05/2023,60077237,Redacted Personal Data,2016,Super Scientists Ltd,RC301671,436 1387 92,Education Otherwise,R4400,Professional Fees
01/05/2023,60077421,2202045,2119.25,StaffAid Limited,RC300674,246 0481 17,Management of Community Support Services,R1100,Agency Staff
01/05/2023,60077331,183957,2177,New Earth Solutions (West) Limited T/A Mid-UK Recycling Ltd,RC505938,246 2500 29,Waste Management,R5021,TPP - Waste Disposal
01/05/2023,60077294,485,2200,Ace Cabs Stamford Ltd,RC500124,184 8594 53,Adult Social Services Transport,R3207,Transport Contract
01/05/2023,60077424,2202074,2200.15,StaffAid Limited,RC300674,246 0481 17,Management of Community Support Services,R1100,Agency Staff
01/05/2023,60077633,72819,2250,Pick Everard,RC302265,114498565,Parking,R4401,Fees and Charges
01/05/2023,60077406,INV-3152,2300,Ron Grant Removals,RC500763,763 6010 45,Central Maintenance,R2004,R & M - Programmed
01/05/2023,60077223,INV0000007419,2335.51,Imperial Civil Enforcement Solutions Ltd,RC501321,794 3960 79,Parking,R4401,Fees and Charges
01/05/2023,60077784,1661517,2539.97,Access UK Ltd,RC503291,108 2213 56,Internal Homecare Staffing,R4535,Computing - Licences
01/05/2023,60077894,SI-K0000003144,2554.2,Horizon Supported Accommodation,RC506973,841 788494,Care Leavers,R4900,Accommodation Costs
01/05/2023,60077779,1564472,2566.37,Access UK Ltd,RC503291,108 2213 56,Internal Homecare Staffing,R4535,Computing - Licences
01/05/2023,60078006,SI207829,2592,Academy 21 Limited,RC302362,157206222,Education Otherwise,R4400,Professional Fees
01/05/2023,60076924,840238,2597.69,FCC Recycling (UK) Ltd,RC502258,637 8808 92,Waste Management,R5021,TPP - Waste Disposal
01/05/2023,60077419,2202024,2606,StaffAid Limited,RC300674,246 0481 17,Management of Community Support Services,R1100,Agency Staff
01/05/2023,60077728,C502142,2675.83,Print Image Network Ltd,RC508418,757 6567 76,Elections - Local,R4503,Postage
01/05/2023,60077640,E2016988137,2677.03,Allstar Business Solutions Ltd,RC507815,747 8801 91,Transport Fleet,R3000,Fuel
01/05/2023,60077449,INV-1277,2700,Corby Star Cars Ltd,RC501949,307243038,SEN Transport,R3207,Transport Contract
01/05/2023,60077659,18427,2700,Permanent Futures Ltd,RC508456,790331045,ASC Reforms,R4400,Professional Fees
01/05/2023,60076369,CI101949,2778,Waterman Aspen Ltd,RC301788,GB491408441,Highways Maintenance Contract Procurement,R4400,Professional Fees
01/05/2023,60077586,TI047692,2782,Redacted Personal Data,RC300916,281653589,Family Support Services,R4400,Professional Fees
01/05/2023,60077410,SI-4297,2875.47,The Baca Charity,RC507453,,UASC 16-17,R6293,Asylum Seekers Allowance
01/05/2023,60077065,2312786,3051.68,F.W.Thorpe Plc,RC301638,GB109939440,Capital Programme Places - Property,C1015,Engineering Works
01/05/2023,60077518,1557,3096.12,"The Sport, Leisure and Culture Consultancy (SLC) Limited",RC302058,996137376,Catmose Leisure Contract Procurement,R4400,Professional Fees
01/05/2023,60076972,21546,3120,Gateley Smithers Purslow Ltd,RC500911,313025515,Public Rights of Way,R4400,Professional Fees
01/05/2023,60077244,INV-4157,3171.73,Vectare,RC301856,GB264131821,Public Transport,R5017,TPP - Other
01/05/2023,60077895,SI-K0000003147,3206.4,Horizon Supported Accommodation,RC506973,841 788494,Care Leavers,R4900,Accommodation Costs
01/05/2023,60077256,D2104230922,3224.16,MTF Enterprises Ltd,RC301214,885931375GB,Transport Fleet,R4980,Miscellaneous Expenses
01/05/2023,60077653,SI-4295,3230.01,The Baca Charity,RC507453,,UASC 16-17,R6293,Asylum Seekers Allowance
01/05/2023,60077656,SI-4296,3270.01,The Baca Charity,RC507453,,UASC 16-17,R6293,Asylum Seekers Allowance
01/05/2023,60077657,SI-4316,3327.04,The Baca Charity,RC507453,,UASC 16-17,R6293,Asylum Seekers Allowance
01/05/2023,60077224,24127,3339.84,Integrity Plus,RC302400,856762189,Human Resources,R1700,Staff Advertising Costs
01/05/2023,60077187,INV-0773,3750,Player Roberts Bell,RC302123,301736044,Levelling Up Fund,R4400,Professional Fees
01/05/2023,60077188,INV-0774,3750,Player Roberts Bell,RC302123,301736044,Levelling Up Fund,R4400,Professional Fees
01/05/2023,60077724,A4840,3771,Print Image Network Ltd,RC508418,757 6567 76,Elections - Local,R4300,Printing & Photocopying
01/05/2023,60077860,445912,3774.87,Jay Fostering Limited,RC501901,,UASC 16-17,R4900,Accommodation Costs
01/05/2023,60077776,445913,3813,Jay Fostering Limited,RC501901,,UASC Under 16,R4900,Accommodation Costs
01/05/2023,60077138,RCC/NP/05,3906.7,Andrew Ashcroft Planning Ltd,RC301034,225 4078 22,Neighbourhood Plans,R4400,Professional Fees
01/05/2023,60077676,UK10/042023/880,3939.11,Vodafone Limited,RC506538,569 9532 77,IT Operational Support,R4537,Computing - Internet
01/05/2023,60077907,4141879,4000,Anthony Collins Solicitors LLP,RC508058,112 0288 22,Standards of Conduct,R4400,Professional Fees
01/05/2023,60077077,2.3088E+12,4139.84,Canon (UK) Ltd,RC301046,523 7971 28,Printers,R4300,Printing & Photocopying
01/05/2023,60077020,G1242032,4226.15,Espo (Gas),RC501573,705180561,Oakham Enterprise Park,R2101,Gas
01/05/2023,60077495,SINVFT00021502,4416.25,Longhurst Group Ltd,RC502529,326027036,"OT's, Aids & Equipment",R5017,TPP - Other
01/05/2023,60077355,32792,4744.31,Mason Infotech Ltd,RC300408,209 4874 85,IT Operational Support,R4537,Computing - Internet
01/05/2023,60077258,6869,5000,Phil Jones Associates Ltd,RC302267,811620373,Capability Fund,R4400,Professional Fees
01/05/2023,60077033,80040004902,5720,Zoho Corporation B.V,RC509252,855264263B01,IT Operational Support,R4531,Computing - Software
01/05/2023,60077080,IN0348764,5860.42,Zellis UK Ltd,RC500431,28 7802 958,IT Operational Support,R4534,Computing - Maintenance Agreements
01/05/2023,60076907,8900,6221.5,Lawson's of Corby Ltd,RC506128,937 1394 07,Home to School Transport,R3207,Transport Contract
01/05/2023,60077255,Redacted Personal Data,6255,Prodec Builders Ltd,RC500627,881 5410 24,Capital Programme People - Adults,C1150,Capital Grant Expenditure
01/05/2023,60076994,407000069,6500,Zurich Municipal,RC502261,107 8316 77,Corporate Insurance,R4400,Professional Fees
01/05/2023,60076372,PEN-STDINV007029,6789.19,Pentesec Cyber Security,RC302395,,IT Operational Support,R4400,Professional Fees
01/05/2023,60077485,J078 / 134321 / 2,7035.03,Tarmac Trading Ltd,RC507911,143 7761 02,Capital Programme Places - Highways,C1015,Engineering Works
01/05/2023,60077404,6114,7201.7,Nesbit Bros Ltd,RC500392,114 5625 90,Home to School Transport,R3207,Transport Contract
01/05/2023,60077650,P20680,7439.6,Recycle Force Ltd,RC302063,,Waste Management,R5021,TPP - Waste Disposal
01/05/2023,60077291,1671,7901,GHM Planning Limited,RC301996,855590787,Development Control,R1100,Agency Staff
01/05/2023,60076928,RU783142P,8192.01,The Mailshop Mailing Ltd,RC302389,GB 943 763 302,Communication,R4400,Professional Fees
01/05/2023,60077267,2313043,8795.94,F.W.Thorpe Plc,RC301638,GB109939440,Oakham Enterprise Park,R2004,R & M - Programmed
01/05/2023,60077492,RUTCC083,9170,Enterprise Car Club,RC509499,215 5573 14,Pool Cars and Car Hire,R3207,Transport Contract
01/05/2023,60077607,SI-17213,9285.06,MCS Cleaning and maintenance Ltd,RC302323,926718694,Central Maintenance,R2700,Contract Cleaning
01/05/2023,60077403,INV-0127,9877.9,Mark Bland Travel Ltd,RC502164,610 5787 48,Public Transport,R5017,TPP - Other
01/05/2023,60077334,183961,11478.31,New Earth Solutions (West) Limited T/A Mid-UK Recycling Ltd,RC505938,246 2500 29,Waste Management,R5003,TPP - Recycling Contract
01/05/2023,60077822,33900,12676.09,Casepak,RC507209,115128407,Waste Management,R5021,TPP - Waste Disposal
01/05/2023,60077494,28245,13637.31,Centrebus Ltd,RC500615,834 8659 85,Public Transport,R5017,TPP - Other
01/05/2023,60076122,470014453,14500,One off Invoice Payments - BACS,RC300802,,Directorate Management - Places,R4400,Professional Fees
01/05/2023,60077085,1024402264,15518.5,Bechtle Direct Ltd,RC508730,699 3742 67,IT Operational Support,R4530,Computing - Hardware
01/05/2023,60077810,2027,15972.54,The Caldecott Foundation,RC509064,,Placements,R5017,TPP - Other
01/05/2023,60077833,M/MG114853,17480.44,Civica UK Ltd,RC501070,391 1710 65,IT Operational Support,R4534,Computing - Maintenance Agreements
01/05/2023,60077835,SI-H0000001503,18082.3,Horizon Care & Education Group Ltd,RC502356,284410509,Placements,R5017,TPP - Other
01/05/2023,60077484,J078 / 134321 / 1,18614.7,Tarmac Trading Ltd,RC507911,143 7761 02,Safety,R5009,TPP - Highway`s
01/05/2023,60077289,INV-0129,21115.2,Mark Bland Travel Ltd,RC502164,610 5787 48,Home to School Transport,R3207,Transport Contract
01/05/2023,60077288,INV-0128,26941.8,Mark Bland Travel Ltd,RC502164,610 5787 48,Post 16 Transport,R3207,Transport Contract
01/05/2023,60077261,3079,34000,Inner Circle Consulting Limited,RC302387,948213709,Property Asset Review,R4400,Professional Fees
01/05/2023,60076923,840236,39245.14,FCC Recycling (UK) Ltd,RC502258,637 8808 92,Waste Management,R5021,TPP - Waste Disposal
01/05/2023,60077031,840263,41837.4,FCC Recycling (UK) Ltd,RC502258,637 8808 92,Waste Management,R5021,TPP - Waste Disposal
01/05/2023,60077083,J078 / 130111 / 11,47633.3,Tarmac Trading Ltd,RC507911,143 7761 02,Capital Programme Places - Highways,C1015,Engineering Works
01/05/2023,60077290,INV-0130,63096.6,Mark Bland Travel Ltd,RC502164,610 5787 48,Post 16 Transport,R3207,Transport Contract
01/05/2023,60077079,6004142980,93120,Capita Business Services Ltd,RC500260,618 1841 40,IT Operational Support,R4534,Computing - Maintenance Agreements
02/05/2023,03768621,50505/22,-1414.29,Kross Investments Ltd T/A Belton House Retirement Home,RC502319,,Older People,R5028,TPP - Residental Care
02/05/2023,03768623,50505/24,-1000,Kross Investments Ltd T/A Belton House Retirement Home,RC502319,,Older People,R5028,TPP - Residental Care
02/05/2023,03768622,50505/23,-825,Kross Investments Ltd T/A Belton House Retirement Home,RC502319,,Older People,R5028,TPP - Residental Care
02/05/2023,03768624,50505/25,-825,Kross Investments Ltd T/A Belton House Retirement Home,RC502319,,Older People,R5028,TPP - Residental Care
02/05/2023,03768620,50505/21,-609,Kross Investments Ltd T/A Belton House Retirement Home,RC502319,,Physical Disability,R5028,TPP - Residental Care
02/05/2023,03768684,50503/85,500,Roman Park Ltd (Day Care),RC300484,,ASC S&R Daycare LD,R5030,TPP - Daycare
02/05/2023,60077275,INV480363,573.84,Sellick Partnership Ltd,RC300496,864 2880 95,Legal Services,R1100,Agency Staff
02/05/2023,60077312,376,578.95,Home Straight Partnership Ltd,RC508404,,ASC S&R Homecare OP,R5029,TPP - Home Care
02/05/2023,60077670,1373,600,Starline Taxis Stamford Ltd T/A Starline Taxis,RC500962,341 0687 19,SEN Transport,R3207,Transport Contract
02/05/2023,03768703,50550/104,609.44,TML Care Solutions Ltd,RC300982,,ASC S&R Homecare MH,R5029,TPP - Home Care
02/05/2023,60077522,6243,633.12,Nimble Media,RC509110,174 5562 88,Tourism,R4400,Professional Fees
02/05/2023,03768652,50507/53,650,Manton Hall (Foundation),RC502541,,Older People,R5028,TPP - Residental Care
02/05/2023,60077428,1352,660,Starline Taxis Stamford Ltd T/A Starline Taxis,RC500962,341 0687 19,Post 16 Transport,R3207,Transport Contract
02/05/2023,60077427,1351,690,Starline Taxis Stamford Ltd T/A Starline Taxis,RC500962,341 0687 19,Post 16 Transport,R3207,Transport Contract
02/05/2023,03768713,50547/114,696,Rutland House Community Trust Ltd,RC502287,,ASC S&R Homecare LD,R5029,TPP - Home Care
02/05/2023,60077438,1362,720,Starline Taxis Stamford Ltd T/A Starline Taxis,RC500962,341 0687 19,SEN Transport,R3207,Transport Contract
02/05/2023,03768631,50548/32,754,Rutland House Community Trust Ltd,RC502287,,ASC S&R Homecare PD,R5029,TPP - Home Care
02/05/2023,60077437,1361,790,Starline Taxis Stamford Ltd T/A Starline Taxis,RC500962,341 0687 19,Post 16 Transport,R3207,Transport Contract
02/05/2023,60077298,RCC230430R,800,Rutland Cabs,RC500790,230 1201 87,Home to School Transport,R3207,Transport Contract
02/05/2023,60077705,1012723,823.11,Askews and Holts Library Services Ltd,RC505812,153 4009 95,Prison Library Service - Stocken,R4309,Books
02/05/2023,60077274,INV480364,884,Sellick Partnership Ltd,RC300496,864 2880 95,Legal Services,R1100,Agency Staff
02/05/2023,60077320,CONCESSIONARY FARE APR 23,933.35,Delaine Buses Ltd,RC501419,119 2077 80,Concessionary Travel,R6270,Concessionary fares
02/05/2023,60077326,68,999.5,Angel Cars (Peterborough),RC508942,,SEN Transport,R3207,Transport Contract
02/05/2023,60077295,RCC230430B,1000,Rutland Cabs,RC500790,230 1201 87,SEN Transport,R3207,Transport Contract
02/05/2023,03768600,50504/1,1020,Aberdeen House Care Limited,RC506722,,Older People,R5028,TPP - Residental Care
02/05/2023,03768649,50545/50,1027.94,Longueville Court Care Home,RC509439,,Older People,R5034,TPP - Nursing Care
02/05/2023,60078668,1012721,1034.21,Askews and Holts Library Services Ltd,RC505812,153 4009 95,Libraries,R4309,Books
02/05/2023,03768705,50549/106,1058.58,Rutland House Community Trust Ltd,RC502287,,ASC S&R Homecare LD,R5029,TPP - Home Care
02/05/2023,03768707,50549/108,1058.58,Rutland House Community Trust Ltd,RC502287,,Learning Disability,R5028,TPP - Residental Care
02/05/2023,60077322,RCC/CLA/30,1068,Partners in Psychology,RC508979,,Virtual School Head Resp,R4401,Fees and Charges
02/05/2023,60077433,1357,1078,Starline Taxis Stamford Ltd T/A Starline Taxis,RC500962,341 0687 19,Home to School Transport,R3207,Transport Contract
02/05/2023,60077667,1363,1080,Starline Taxis Stamford Ltd T/A Starline Taxis,RC500962,341 0687 19,SEN Transport,R3207,Transport Contract
02/05/2023,60077665,1349,1086,Starline Taxis Stamford Ltd T/A Starline Taxis,RC500962,341 0687 19,SEN Transport,R3207,Transport Contract
02/05/2023,03768657,50507/58,1100,Manton Hall (Foundation),RC502541,,Older People,R5028,TPP - Residental Care
02/05/2023,60077431,1355,1195,Starline Taxis Stamford Ltd T/A Starline Taxis,RC500962,341 0687 19,SEN Transport,R3207,Transport Contract
02/05/2023,03768644,50544/45,1200,St Bernard's Hallaton Manor Ltd,RC502292,,Older People,R5034,TPP - Nursing Care
02/05/2023,03768702,50550/103,1219.08,TML Care Solutions Ltd,RC300982,,ASC S&R Homecare MH,R5029,TPP - Home Care
02/05/2023,60077425,1347,1242,Starline Taxis Stamford Ltd T/A Starline Taxis,RC500962,341 0687 19,SEN Transport,R3207,Transport Contract
02/05/2023,03768625,50525/26,1248,Braceborough Hall,RC502352,,Older People,R5028,TPP - Residental Care
02/05/2023,03768640,50519/41,1248,Whitefriars,RC502306,,Older People,R5028,TPP - Residental Care
02/05/2023,60077432,1356,1276,Starline Taxis Stamford Ltd T/A Starline Taxis,RC500962,341 0687 19,Home to School Transport,R3207,Transport Contract
02/05/2023,03768683,50533/84,1300,Roman Park Ltd,RC502283,,Learning Disability,R5028,TPP - Residental Care
02/05/2023,03768626,50525/27,1374,Braceborough Hall,RC502352,,Older People,R5028,TPP - Residental Care
02/05/2023,03768687,50534/88,1374,Tallington Care Home,RC507295,,Older People,R5028,TPP - Residental Care
02/05/2023,03768628,50526/29,1430,Broadoak Group Of Care Homes (Grange),RC502363,,Older People,R5028,TPP - Residental Care
02/05/2023,03768685,50539/86,1430,V & L Corporation Limited,RC302121,,Older People,R5028,TPP - Residental Care
02/05/2023,60077429,1353,1480,Starline Taxis Stamford Ltd T/A Starline Taxis,RC500962,341 0687 19,SEN Transport,R3207,Transport Contract
02/05/2023,03768671,50540/72,1486,Orchard Manor View Ltd,RC302140,,Older People,R5028,TPP - Residental Care
02/05/2023,60077668,1364,1490,Starline Taxis Stamford Ltd T/A Starline Taxis,RC500962,341 0687 19,SEN Transport,R3207,Transport Contract
02/05/2023,03768605,50504/6,1500,Aberdeen House Care Limited,RC506722,,Older People,R5028,TPP - Residental Care
02/05/2023,60077435,1359,1500,Starline Taxis Stamford Ltd T/A Starline Taxis,RC500962,341 0687 19,SEN Transport,R3207,Transport Contract
02/05/2023,03768603,50504/4,1550,Aberdeen House Care Limited,RC506722,,Older People,R5028,TPP - Residental Care
02/05/2023,03768651,50507/52,1550,Manton Hall (Foundation),RC502541,,Older People,R5028,TPP - Residental Care
02/05/2023,03768662,50507/63,1550,Manton Hall (Foundation),RC502541,,Older People,R5028,TPP - Residental Care
02/05/2023,03768714,50511/115,1550,Wisteria House,RC502309,,Older People,R5028,TPP - Residental Care
02/05/2023,60077436,1360,1550,Starline Taxis Stamford Ltd T/A Starline Taxis,RC500962,341 0687 19,SEN Transport,R3207,Transport Contract
02/05/2023,03768690,50537/91,1571.8,The Linkage Community Trust,RC502300,,Learning Disability,R5028,TPP - Residental Care
02/05/2023,03768648,50531/49,1580,Leicestershire County Care Ltd,RC509037,,Older People,R5028,TPP - Residental Care
02/05/2023,03768688,50522/89,1580,The Amwell Care Home,RC300501,,Older People,R5028,TPP - Residental Care
02/05/2023,03768611,50516/12,1600,Alysia Caring,RC301932,,Older People,R5028,TPP - Residental Care
02/05/2023,03768673,50518/74,1600,Peaker Park Care Village,RC507500,,Older People,R5034,TPP - Nursing Care
02/05/2023,60077735,14733,1600,Voluntary Action Rutland,RC502550,,Community Vehicle,R5001,TPP - Grants
02/05/2023,03768639,50528/40,1612,Royal Masonic Benevolent Institution No 4 A/C,RC508527,,Older People,R5034,TPP - Nursing Care
02/05/2023,03768601,50504/2,1650,Aberdeen House Care Limited,RC506722,,Older People,R5028,TPP - Residental Care
02/05/2023,03768602,50504/3,1650,Aberdeen House Care Limited,RC506722,,Older People,R5028,TPP - Residental Care
02/05/2023,03768614,50516/15,1650,Alysia Caring,RC301932,,Older People,R5028,TPP - Residental Care
02/05/2023,03768633,50506/34,1650,Chater Lodge Care Home,RC502286,,Older People,R5028,TPP - Residental Care
02/05/2023,03768634,50506/35,1650,Chater Lodge Care Home,RC502286,,Older People,R5028,TPP - Residental Care
02/05/2023,03768635,50506/36,1650,Chater Lodge Care Home,RC502286,,Older People,R5028,TPP - Residental Care
