BATCH ID,NAME VEND,INVOICE ID,Line,AMT LINE , DESCRIPTION, ISSUED DATE,AMT TOTAL,Department,PRO CLASS 1,ID GLAC EXP
800192795   ,Bellrock (South) Property & FM,1107357               ,32,"8,126.97",PLANNED MEP                             ,05/06/2023,,Property Department,Works - Construction,F12131AA21                                   
800192795   ,Bellrock (South) Property & FM,1107357               ,33,"2,624.00",PLANNED MEP                             ,05/06/2023,,Property Department,Works - Construction,F12131AA21                                   
800192795   ,Bellrock (South) Property & FM,1107357               ,34,"3,127.86",PLANNED MEP                             ,05/06/2023,,Property Department,Works - Construction,F12131AA21                                   
800192795   ,Bellrock (South) Property & FM,1107357               ,35,"3,559.69",PLANNED MEP                             ,05/06/2023,,Property Department,Works - Construction,F12131AA21                                   
800192795   ,Bellrock (South) Property & FM,1107357               ,36,"4,109.98",PLANNED MEP                             ,05/06/2023,,Property Department,Works - Construction,F12131AA21                                   
800192795   ,Bellrock (South) Property & FM,1107357               ,37,"3,804.78",PLANNED MEP                             ,05/06/2023,,Property Department,Works - Construction,F12131AA21                                   
800192795   ,Bellrock (South) Property & FM,1107357               ,38,"4,292.10",PLANNED MEP                             ,05/06/2023,,Property Department,Works - Construction,F12131AA21                                   
800192795   ,Bellrock (South) Property & FM,1107357               ,39,"7,506.94",PLANNED MEP                             ,05/06/2023,,Property Department,Works - Construction,F12131AA21                                   
800192795   ,Bellrock (South) Property & FM,1107357               ,40,"4,699.55",PLANNED MEP                             ,05/06/2023,,Property Department,Works - Construction,F12131AA21                                   
800192795   ,Bellrock (South) Property & FM,1107357               ,41,"3,795.12",PLANNED MEP                             ,05/06/2023,,Property Department,Works - Construction,F12131AA21                                   
800192795   ,Bellrock (South) Property & FM,1107357               ,42,"4,680.59",PLANNED MEP                             ,05/06/2023,,Property Department,Works - Construction,F12131AA21                                   
800192795   ,Bellrock (South) Property & FM,1107357               ,43,"6,280.80",PLANNED MEP                             ,05/06/2023,,Property Department,Works - Construction,F12131AA21                                   
800192795   ,Bellrock (South) Property & FM,1107357               ,44,"31,347.91",PLANNED MEP                             ,05/06/2023,,Property Department,Works - Construction,F12131AA21                                   
800192795   ,Bellrock (South) Property & FM,1107357               ,45,"16,649.65",PLANNED MEP                             ,05/06/2023,,Property Department,Works - Construction,F12131AA21                                   
800192795   ,Bellrock (South) Property & FM,1107357               ,46,"7,705.01",PLANNED MEP                             ,05/06/2023,,Property Department,Works - Construction,F12131AA21                                   
800192796   ,Bellrock (South) Property & FM,1108094               ,1,"5,815.21",PLANNED MEP                             ,05/06/2023,"229,688.69",Property Department,Works - Construction,F12131AA21                                   
800192796   ,Bellrock (South) Property & FM,1108094               ,2,"3,162.72",PLANNED MEP                             ,05/06/2023,,Property Department,Works - Construction,F12131AA21                                   
800192796   ,Bellrock (South) Property & FM,1108094               ,3,"4,060.23",PLANNED MEP                             ,05/06/2023,,Property Department,Works - Construction,F12131AA21                                   
800192796   ,Bellrock (South) Property & FM,1108094               ,4,"2,914.25",PLANNED MEP                             ,05/06/2023,,Property Department,Works - Construction,F12131AA21                                   
800192796   ,Bellrock (South) Property & FM,1108094               ,5,"3,850.20",PLANNED MEP                             ,05/06/2023,,Property Department,Works - Construction,F12131AA21                                   
800192796   ,Bellrock (South) Property & FM,1108094               ,6,"3,153.20",PLANNED MEP                             ,05/06/2023,,Property Department,Works - Construction,F12131AA21                                   
800192796   ,Bellrock (South) Property & FM,1108094               ,7,"3,453.20",PLANNED MEP                             ,05/06/2023,,Property Department,Works - Construction,F12131AA21                                   
800192796   ,Bellrock (South) Property & FM,1108094               ,8,"3,048.86",PLANNED MEP                             ,05/06/2023,,Property Department,Works - Construction,F12131AA21                                   
800192796   ,Bellrock (South) Property & FM,1108094               ,9,"4,080.08",PLANNED MEP                             ,05/06/2023,,Property Department,Works - Construction,F12131AA21                                   
800192796   ,Bellrock (South) Property & FM,1108094               ,10,"3,201.10",PLANNED MEP                             ,05/06/2023,,Property Department,Works - Construction,F12131AA21                                   
800192796   ,Bellrock (South) Property & FM,1108094               ,11,"4,009.64",PLANNED MEP                             ,05/06/2023,,Property Department,Works - Construction,F12131AA21                                   
800192796   ,Bellrock (South) Property & FM,1108094               ,12,"4,738.02",PLANNED MEP                             ,05/06/2023,,Property Department,Works - Construction,F12131AA21                                   
800192796   ,Bellrock (South) Property & FM,1108094               ,13,"4,255.20",PLANNED MEP                             ,05/06/2023,,Property Department,Works - Construction,F12131AA21                                   
800192796   ,Bellrock (South) Property & FM,1108094               ,14,"4,354.77",PLANNED MEP                             ,05/06/2023,,Property Department,Works - Construction,F12131AA21                                   
800192796   ,Bellrock (South) Property & FM,1108094               ,15,"2,544.49",PLANNED MEP                             ,05/06/2023,,Property Department,Works - Construction,F12131AA21                                   
800192796   ,Bellrock (South) Property & FM,1108094               ,16,"3,391.91",PLANNED MEP                             ,05/06/2023,,Property Department,Works - Construction,F12131AA21                                   
800192796   ,Bellrock (South) Property & FM,1108094               ,17,"4,065.56",PLANNED MEP                             ,05/06/2023,,Property Department,Works - Construction,F12131AA21                                   
800192796   ,Bellrock (South) Property & FM,1108094               ,18,"2,004.28",PLANNED MEP                             ,05/06/2023,,Property Department,Works - Construction,F12131AA21                                   
800192796   ,Bellrock (South) Property & FM,1108094               ,19,"3,003.60",PLANNED MEP                             ,05/06/2023,,Property Department,Works - Construction,F12131AA21                                   
800192796   ,Bellrock (South) Property & FM,1108094               ,20,"5,856.45",PLANNED MEP                             ,05/06/2023,,Property Department,Works - Construction,F12131AA21                                   
800192796   ,Bellrock (South) Property & FM,1108094               ,21,"3,657.62",PLANNED MEP                             ,05/06/2023,,Property Department,Works - Construction,F12131AA21                                   
800192796   ,Bellrock (South) Property & FM,1108094               ,22,"3,845.91",PLANNED MEP                             ,05/06/2023,,Property Department,Works - Construction,F12131AA21                                   
800192796   ,Bellrock (South) Property & FM,1108094               ,23,"3,712.99",PLANNED MEP                             ,05/06/2023,,Property Department,Works - Construction,F12131AA21                                   
800192796   ,Bellrock (South) Property & FM,1108094               ,24,"4,855.08",PLANNED MEP                             ,05/06/2023,,Property Department,Works - Construction,F12131AA21                                   
800192796   ,Bellrock (South) Property & FM,1108094               ,25,"3,561.93",PLANNED MEP                             ,05/06/2023,,Property Department,Works - Construction,F12131AA21                                   
800192796   ,Bellrock (South) Property & FM,1108094               ,26,"4,063.04",PLANNED MEP                             ,05/06/2023,,Property Department,Works - Construction,F12131AA21                                   
800192796   ,Bellrock (South) Property & FM,1108094               ,27,"3,632.32",PLANNED MEP                             ,05/06/2023,,Property Department,Works - Construction,F12131AA21                                   
800192796   ,Bellrock (South) Property & FM,1108094               ,28,"3,184.07",PLANNED MEP                             ,05/06/2023,,Property Department,Works - Construction,F12131AA21                                   
800192796   ,Bellrock (South) Property & FM,1108094               ,29,"4,073.55",PLANNED MEP                             ,05/06/2023,,Property Department,Works - Construction,F12131AA21                                   
800192796   ,Bellrock (South) Property & FM,1108094               ,30,"4,525.38",PLANNED MEP                             ,05/06/2023,,Property Department,Works - Construction,F12131AA21                                   
800192796   ,Bellrock (South) Property & FM,1108094               ,31,"3,302.88",PLANNED MEP                             ,05/06/2023,,Property Department,Works - Construction,F12131AA21                                   
800192796   ,Bellrock (South) Property & FM,1108094               ,32,"8,126.97",PLANNED MEP                             ,05/06/2023,,Property Department,Works - Construction,F12131AA21                                   
800192796   ,Bellrock (South) Property & FM,1108094               ,33,"2,624.00",PLANNED MEP                             ,05/06/2023,,Property Department,Works - Construction,F12131AA21                                   
